,uri,date,corp_creators,volume,abstract,subjects,date_type,rev_number,ispublished,status_changed,issn,full_text_status,publication,publisher,dir,divisions,documents,lastmod,number,userid,pagerange,metadata_visibility,eprintid,eprint_status,datestamp,refereed,title,type,creators,event_title,event_type,funders,official_url,pres_type,event_dates,event_location,referencetext,related_url,id_number,place_of_pub
21,http://repository.lppm.unila.ac.id/id/eprint/9776,2018-07-01 00:00:00.000000000,,,"Farmer groups are a forum for farmers to make it easier for farmers to carry out their farming, if the farmer group runs effectively in accordance with the goals of the group. Effective farmer groups cannot be separated from the role of group leaders. The head of the farmer group has an important role in supporting the group to achieve its group goals. Based on the background described, then the purpose of this research are to know: the effectiveness of paddy farmer group; the leadership level of farmer group; and the relationship between leadership of farmer group leader with the effectiveness of farmer group in Sukoharjo Sub District of Pringsewu Regency. This research was conducted in Sukoharjo Sub District Pringsewu Regency, with 73 respondents of paddy farmer.  Data was collected by using survey method with descriptive analysis and using statistical non parametric test rank spearman correlation to test hypothesis.  The results showed that paddy farmer group in Sukoharjo Sub District had a high level of effectiveness, had a medium level of leadership of farmer group leader; and leadership of farmer group had significant relationship with farmer group effectiveness.  

Keyword:  effectiveness, farmer group, leadership.",['H1'],submitted,8,submitted,2018-11-12 06:44:23,,public,Jurnal Pengkajian dan Pengembangan Teknologi,Badan Litbang Pertanian Press,disk0/00/00/97/76,['FP26'],"[{'format': 'text', 'main': '9376-30117-1-SP-1.docx', 'docid': 22794, 'files': [{'fileid': 92416, 'datasetid': 'document', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': 'b44feaa75c32f02820431e457bd18e91', 'hash_type': 'MD5', 'mtime': '2018-11-12 05:42:42', 'filesize': 56865, 'objectid': 22794, 'uri': 'http://repository.lppm.unila.ac.id/id/file/92416', 'filename': '9376-30117-1-SP-1.docx'}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'eprintid': 9776, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22794', 'pos': 1}]",2019-10-08 02:27:07,,609,,show,9776,archive,2018-11-12 06:44:23,TRUE,"HUBUNGAN KEPEMIMPINAN KETUA KELOMPOK
DENGAN KEEFEKTIFAN KELOMPOK TANI PADI SAWAH
DI KECAMATAN SUKOHARJO KABUPATEN PRINGSEWU
(Relationship between Leadership of Farmer Group leader with Effectiveness of Paddy Farmer Group at Sukoharjo Sub District Pringsewu Regency)",article,"[{'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Rangga', 'given': 'Kordiyana'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Irwan', 'given': 'Effendi'}}, {'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]",,,,http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/author/submissionEditing/9376,,,,,"[{'url': 'http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/author/submissionEditing/9376', 'type': 'pub'}]",2528-0791,
22,http://repository.lppm.unila.ac.id/id/eprint/24428,1970-01-01 00:00:00.000002018,,,"The objectives of this study are to study the participation of paddy farmers in the Special Effort program to increase paddy production, to study the level of household food security of paddy farmers, and to analyze the correlation between farmer participation and food security level of paddy farmers. The location was chosen purposively in Seputih Raman subdistrict. The data were collected from December 2016 to February 2017. The population of this study was paddy farmers who participating in Special Effort program. The hypothesis was tested by using Spearman’s Rank correlation test. Farmer household’s food security was measured objectively based on the share of household’s food expenditure and subjectively based on the opinion, views, and attitudes or farmers’ opinions on food availability, food distribution, and household food consumption. This research showed that farmers’ participation in Special Effort program in Seputih Raman Sub Ditrict, Central Lampung Regency belonged to medium classification, household food security either objectively or subjectively was in food resistant condition of medium classification, and there was significant correlation between farmers’ participation and food security level of paddy farmer household.",['S1'],published,7,pub,2020-11-01 00:30:00,,public,,IOP Confr Series : Earth and Environmental Science 142,disk0/00/02/44/28,['FP26'],"[{'eprintid': 24428, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38154', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'a9b23316db0c09093a594137d210be00', 'datasetid': 'document', 'fileid': 222087, 'mtime': '2020-10-30 09:24:34', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/222087', 'filename': 'Paddy_farmer_households__participation_and_food_se.pdf', 'objectid': 38154, 'filesize': 1341530}], 'main': 'Paddy_farmer_households__participation_and_food_se.pdf', 'docid': 38154, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-01 00:30:00,,966,,show,24428,archive,2020-11-01 00:30:00,,Hasil Similirity : Paddy farmer households' participation and food security level in special effort program in Seputih Raman sub-district of Central Lampung Regency,other,"[{'id': 'korrangga@yahoo.com', 'name': {'family': 'Rangga', 'lineage': None, 'honourific': None, 'given': 'Kordiyana'}}, {'name': {'given': 'YA', 'family': 'Yuniar Avianti', 'lineage': None, 'honourific': None}, 'id': 'yuniarafiati@yahoo.com'}]",,,,,,,,,[{'url': 'file:///C:/Users/user/Documents/JURNAL%20YANG%20SUDAH%20CEK%20URL/8.%20Paddy%20farmer%20households’%20participation%20and%20food%20security/Paddy%20farmer%20households’%20participation%20and%20food%20security.pdf'}],,Hasil Similirity : Paddy farmer households' participation and food security level in special effort program in Seputih Raman sub-district of Central Lampung Regency
23,http://repository.lppm.unila.ac.id/id/eprint/8392,2018-02-01 00:00:00.000000000,['Universitas Lampung'],6.0,"This study aims to examine the implementation, the level of farmers’ participation, and factors related to the level of participation in the Upsus Pajale program in South Rawa Jitu Sub-District of Tulang Bawang Regency.  This study data was collected in January-February 2017 by envolving 54 farmers’ respondents.  This study was conducted by survey method and its data was analyzed descriptively and statistically by Rank Spearman Correlation.  The results showed that factors related to farmers’ participation in Upsus Pajale Program were production, group communication behavior and intensity of program socialization.  Farmers' participation in planning activity was mostly (59,26%) in moderate category, participation in implementation activity was mostly (83,3%) in high category, participation in monitoring and evaluation activities was low (46,3%) and participation in the utilization of development outcomes was high (100%). In overall, most of farmers' participation in Upsus Pajale program in Rawa Jitu Selatan sub District wass moderate (48,15%) .

Key words: farmer, participation, Upsus Pajale",['AC'],published,6,pub,2018-07-03 09:51:36,2337 7070,public,Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,disk0/00/00/83/92,['FP26'],"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21433', 'eprintid': 8392, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Artikel Rio Tedi P.pdf', 'docid': 21433, 'files': [{'mime_type': 'application/pdf', 'hash': 'ca96d3c387b98fc42a476a9eb456723e', 'fileid': 82848, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/82848', 'filename': 'Artikel Rio Tedi P.pdf', 'objectid': 21433, 'filesize': 345586, 'mtime': '2018-07-03 06:04:28', 'hash_type': 'MD5'}]}]",2018-07-03 09:51:36,1.0,1194,65-71,show,8392,archive,2018-07-03 09:51:36,TRUE,"PARTISIPASI PETANI DALAM PROGRAM UPSUS PAJALE DI KECAMATAN
RAWA JITU SELATAN KABUPATEN TULANG BAWANG",article,"[{'name': {'family': 'Rio Tedi Prayitno', 'lineage': None, 'honourific': None, 'given': 'RTP'}, 'id': 'rio_tprayitno@yahoo.co.id'}, {'name': {'family': 'Dewangga Nikmatullah', 'lineage': None, 'honourific': None, 'given': 'DN'}, 'id': 'dewangganikmatullah@yahoo.com'}, {'id': 'destikamaulidia@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Destika Maulidiawati', 'given': 'DM'}}]",,,,http://jurnal.fp.unila.ac.id/index.php/JIA,,,,,,,
24,http://repository.lppm.unila.ac.id/id/eprint/22276,2018-08-01 00:00:00.000000000,,6.0,"The objectives of this research are to know the participation of farmers in PUAP program, factors related to
farmers’ participation in PUAP program, and farmers’ income. This research was conducted in Bandung
Baru Village of Adiluwih District, Pringsewu Regency. The sampling used was proportional random
sampling with total of 81 farmers. The research was conducted in October - December 2016. The research
method is a survey. The relationship between the variables was tested using Rank Spearman correlation test.
The results showed that farmers' participation in the PUAP program was quite active, factors related to
farmers’ participation were age, education level, length of farming experience, and cultivated land area.
Average household income of farmers in Bandung Baru Village Adiluwih District Pringsewu Regency each
year is Rp67.633.851",['S1'],,6,pub,2020-06-11 08:37:01,2337 - 7070,public,"The objectives of this research are to know the participation of farmers in PUAP program, factors related to farmers’ participation in PUAP program, and farmers’ income. This research was conducted in Bandung Baru Village of Adiluwih District, Pringsewu",JIIA,disk0/00/02/22/76,['FP26'],"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash': '79636ccc1988fced12a3c0d5d4768acf', 'mime_type': 'application/pdf', 'fileid': 204864, 'datasetid': 'document', 'mtime': '2020-06-11 07:32:50', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/204864', 'filename': '3027-7370-1-SM.pdf', 'filesize': 109302, 'objectid': 35692}], 'main': '3027-7370-1-SM.pdf', 'docid': 35692, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35692', 'security': 'public', 'placement': 1, 'eprintid': 22276}]",2020-06-11 08:37:01,3.0,966,297-304,show,22276,archive,2020-06-11 08:37:01,TRUE,"PARTISIPASI PETANI DALAM PROGRAM PENGEMBANGAN USAHA AGRIBISNIS
PEDESAAN (PUAP) DI KECAMATAN ADILUWIH KABUPATEN PRINGSEWU",article,"[{'id': None, 'name': {'lineage': None, 'family': 'Sitompul', 'honourific': None, 'given': 'Rika ES'}}, {'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Rangga', 'given': 'Kordiyana'}}, {'id': None, 'name': {'lineage': None, 'family': 'Viantimala', 'honourific': None, 'given': 'Begem'}}]",,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3027,,,,,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3027'}],,
25,http://repository.lppm.unila.ac.id/id/eprint/22282,2018-10-01 00:00:00.000000000,,1.0,"This research examined the issue related to farmers’ adaptation towards climate change phenomenon, specifically for farmers whose main commodity was shallot, in Larangan, a village in Larangan Sub District, Brebes District. The purpose of this research was to understand the adaptation strategies, which were done by the shallot farmers in their planting field, toward the climate change phenomenon. The study used a combined method (qualitative and quantitative method). The result of this research showed that the adaptation strategies of shallot farmers toward climate change on direct case consisted of several aspects; cultivation aspect (changing the planting pattern, using the pump, changing the land management, and increasing the utilization of pesticide), agricultural financing aspect (storing shallot in para-para), and cultural diversification aspect (horizontal diversification/planting other commodities and seasonal transmigration). While on the indirect case, there were several strategies grouped by aspects of; cultivation aspect (using the superior seed), and agricultural diversification aspect (merantau).",['S1'],published,7,pub,2020-06-11 08:37:21,,public,"Shallot Farmers’ Adaptation Towards Climate Change in Larangan Village, Brebes",UGM Digital Press,disk0/00/02/22/82,['FP26'],"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 35698, 'main': '21335.pdf', 'files': [{'hash': '3114a8da3b7d48bb628bb36b25e31440', 'mime_type': 'application/pdf', 'fileid': 204907, 'datasetid': 'document', 'mtime': '2020-06-11 08:07:22', 'hash_type': 'MD5', 'filename': '21335.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/204907', 'objectid': 35698, 'filesize': 281078}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35698', 'pos': 1, 'eprintid': 22282, 'placement': 1}]",2020-06-11 08:37:21,,966,45-54,show,22282,archive,2020-06-11 08:37:21,TRUE,"Shallot Farmers’ Adaptation Towards Climate Change in Larangan Village, Brebes",article,"[{'id': None, 'name': {'given': 'Tri Utami', 'honourific': None, 'lineage': None, 'family': 'Solichah'}}, {'id': 'korrangga@yahoo.com', 'name': {'family': 'Rangga', 'lineage': None, 'honourific': None, 'given': 'Kordiyana'}}]",,,,https://digitalpress.ugm.ac.id,,,,,[{'url': 'https://digitalpress.ugm.ac.id/article/335'}],,
26,http://repository.lppm.unila.ac.id/id/eprint/32658,1970-01-01 00:00:00.000002018,,,"Cyber extension merupakan sarana penyebaran informasi dan penyediaan materi
penyuluhan guna membantu penyuluh, petani, dan pelaku usaha dalam mengatasi
keterbatasan informasi dan inovasi pertanian. Provinsi Lampung sebagai Bumi
Agribisnis memiliki wilayah pertanian yang cukup luas dan jumlah petani yang
cukup besar. Namun demikian, jumlah dan kompetensi penyuluh pertanian yang
ada masih kurang dan kualitas SDM-nya masih rendah. Implementasi cyber
extension merupakan terobosan yang strategis untuk mengatasi berbagai kendala
tersebut. Tujuan jangka panjang penelitian adalah menghasilkan model
pengembangan implementasi cyber extension pada lembaga penyuluhan di
berbagai tingkatan, mulai dari provinsi (UPTD Penyuluh Pertanian), kabupaten
(Bidang/seksi/Kelompok Jabatan Fungsional), kecamatan (BPP), desa
(Gapoktan), dan petani (kelompok tani), sehingga kapasitas SDM para penyuluh
pertanian meningkat serta mampu menyebarluaskan informasi dan inovasi
pertanian yang diperoleh dari berbagai sumber untuk mempercepatproses
pembangunan pertanian di kawasan perdesaan.Untuk mencapai tujuan tersebut,
dalam jangka pendek penelitian ini diharapkan menghasilkan: daftar kebutuhan
penyuluh pertanian dan petani dalam pengembangan cyber extension.Kabupaten
Lampung Selatan terpilih sebagai sampel wilayah, dengan pertimbangan
keterjangkauan sinyal telepon serta tingkat produksi komoditas tanaman semusim
(pangan dan hortikultura). Hasil penelitian menunjukkan adanya berbagai kendala
dalam penerapan cyber extension. Kendala tersebut dirasakan pada lembaga di
semua tingkatan, baik provinsi, kabupaten, kecamatan/BPP, maupun di tingkat
petani (poktan/gapoktan). Kendala tersebut berupa aspek manajamen
lembaga/dinas terkait, keterbatasan sarana prasarana, rendahnya kompetensi
penyuluh mengelola informasi dan teknologi, rendahnya kompetensi petani
memanfaatkan informasi dan teknologi, dan budaya petani dalam pemanfaatan
sarana komunikasi.Hasil penelitian menunjukkan seluruh petani sudah memiliki
telepon genggam generasi kedua atau ketiga (2G atau 3G); persepsi petani
terhadap TIK khususnya telepon genggam masih sebatas untuk komunikasi sosial,
petani belum tahu manfaat telepon genggam untuk mencari informasi atau inovasi
pertanian. Untuk mengimbangi cepatnya perkembangan TIK, pembelajaran
kepada petani dalam pemanfaatan telepon genggam untuk mencari informasi dan
inovasi pertanian perlu dilakukan. Kebutuhan petani akan informasi berbasis
cyber ektension termasuk dalam kategori sangat rendah.Kebutuhan petani akan
informasi berbasis cyber extension dipengaruhi oleh: (a) faktor lingkungan (X3)
yang meliputi: ketersediaan sistem informasi (X31), kepemilikan sistem informasi
cyber (X32), kesesuaian tradisi (X34) dan dukungan keluarga (X35). (b) sistem
informasi konvensional (X5) yang dicerminkan oleh akurasi sistem informasi
konvensional (X51), ketajaman sistem informasi konvensional (X53), dan ketepatan
informasi yang disajikan oleh sistem informasi konvensional (X54). (c) motivasi
petani (X2) yang dicerminkan oleh indikator: motivasi dalam meningkatkan
produksi (X21), motivasi dalam meningkatkan sistem informasi (X22), motivasi
dalam meningkatkan potensi sistem informasi (X23), dan motivasi dalam
meningkatkan kemudahan dalam mengakses sistem informasi (X24).
Key words: cyber extension, TIK, pengembangan SDM, Lampung",['S1'],,8,submitted,2021-06-18 01:50:07,,public,,Fakultas Pertanian Universitas Lampung,disk0/00/03/26/58,['FP26'],"[{'eprintid': 32658, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148373', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 386425, 'hash': 'a2852b4eb65e2b1158150eed3259979f', 'mime_type': 'application/pdf', 'filesize': 500357, 'objectid': 148373, 'filename': 'SUMARYO_UNILA_LA_PDUPT.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386425', 'hash_type': 'MD5', 'mtime': '2021-06-17 14:50:05'}], 'main': 'SUMARYO_UNILA_LA_PDUPT.pdf', 'docid': 148373, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-06-18 01:50:07,,966,,show,32658,archive,2021-06-18 01:50:07,,"MODELPENGEMBANGAN SUMBERDAYA MANUSIA PERTANIAN
MELALUI IMPLEMENTASI CYBER EXTENSION
DI PROVINSI LAMPUNG Tahun ke-2 dari rencana dua tahun",other,"[{'name': {'given': 'Gitosaputro', 'family': 'Sumaryo', 'lineage': None, 'honourific': None}}, {'name': {'given': 'K. Rangga', 'honourific': None, 'family': 'Kordiyana', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Tubagus', 'lineage': None, 'given': 'Hassanuddin'}}]",,,,,,,,,,,
27,http://repository.lppm.unila.ac.id/id/eprint/31403,2018-04-09 00:00:00.000000000,,142.0,"The objectives of this study are to study the participation of paddy farmers in the Special Effort program to increase paddy production, to study the level of household food security of paddy farmers, and to analyze the correlation between farmer participation and food security level of paddy farmers. The location was chosen purposively in Seputih Raman sub- district. The data were collected from December 2016 to February 2017. The population of this study was paddy farmers who participating in Special Effort program. The hypothesis was tested by using Spearman’s Rank correlation test. Farmer household’s food security was measured objectively based on the share of household’s food expenditure and subjectively based on the opinion, views, and attitudes or farmers’ opinions on food availability, food distribution, and household food consumption. This research showed that farmers’ participation in Special Effort program in Seputih Raman Sub Ditrict, Central Lampung Regency belonged to medium classification, household food security either objectively or subjectively was in food resistant condition of medium classification, and there was significant correlation between farmers’ participation and food security level of paddy farmer household.",['S1'],published,7,pub,2021-05-31 01:43:38,17551315 17551307,public,IOP Conference Series: Earth and Environmental Science,IOP Publishing Ltd,disk0/00/03/14/03,['FP26'],"[{'format': 'text', 'docid': 141938, 'main': 'Paddy farmer households’ participation and food security.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '98065e38d266d36b7bfb74d2e4836ae3', 'fileid': 372137, 'datasetid': 'document', 'filename': 'Paddy farmer households’ participation and food security.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372137', 'filesize': 392107, 'objectid': 141938, 'mtime': '2021-05-30 23:30:42', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 31403, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/141938', 'pos': 1}]",2021-05-31 01:43:38,12060.0,442,1-5,show,31403,archive,2021-05-31 01:43:38,TRUE,Paddy farmer households’ participation and food security level in special effort program in Seputih Raman sub-district of Central Lampung Regency,article,"[{'id': 'yuniarafiati@yahoo.com', 'name': {'honourific': None, 'family': 'Syarief', 'lineage': None, 'given': 'Yuniar Aviati'}}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'family': 'Rangga', 'lineage': None, 'honourific': None}}]",,,,https://iopscience.iop.org/article/10.1088/1755-1315/142/1/012060,,,,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1755-1315/142/1/012060'}]",12060,
28,http://repository.lppm.unila.ac.id/id/eprint/28355,2018-02-01 00:00:00.000000000,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",6.0,"Abstract

This study aims to find out the performance of the P2BN Program, to find out the level of rice farmers’ participation in the P2BN Program and to study the factors that influence the rice farmer participation in the P2BN Program. The research method used is a survey. The location is determined intentionally in subdistricts Seputih Mataram Central Lampung regency in November - December 2016.  Sample units are 95 rice farmers. The analyses of data used descriptive method and used Rank-Spearman correlation to test the hypothesis. The results of the research showed that: the performance of P2BN Program in planning, implementation, profit utilization, and evaluation in Seputih Mataram Subdistrict of Central Lampung Regency is in high classification, The level of rice farmer participation in P2BN Program is in middle classification.  Factors significantly related to farmers’ participation in implementation of P2BN Program are knowledge on P2BN Program and social support.  Meanwhile, the large of arable land, income level, and facility received by farmers do not have relationship with their participation in the P2BN Program.
Key words: P2BN Program,  participation, Seputih Mataram",['S1'],published,6,pub,2021-03-15 01:42:21,2337 7070,public,Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,disk0/00/02/83/55,['FP26'],"[{'docid': 42394, 'main': '(6)HASIL PENILAIAN KARYA ILMIAH  PARTISIPASI PETANI DALAM PROGRAM P2BN.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '38ccf1b69060cd7f5c4e2a929fb86dc7', 'fileid': 252052, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/252052', 'filename': '(6)HASIL PENILAIAN KARYA ILMIAH  PARTISIPASI PETANI DALAM PROGRAM P2BN.pdf', 'filesize': 2604829, 'objectid': 42394, 'mtime': '2021-03-14 07:26:31', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 28355, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42394', 'pos': 1, 'security': 'public'}]",2021-03-15 01:42:21,1.0,930,103-109,show,28355,archive,2021-03-15 01:42:21,TRUE,"PARTISIPASI PETANI PADI DALAM PELAKSANAAN PROGRAM PENINGKATAN PRODUKSI BERAS NASIONAL (P2BN) DI KECAMATAN SEPUTIH MATARAM LAMPUNG TENGAH
I Made Thresna Yama, Sumaryo Gitosaputra, Tubagus Hasanuddin",article,"[{'id': None, 'name': {'given': 'I Made Thresna', 'honourific': None, 'family': 'Yama', 'lineage': None}}, {'id': None, 'name': {'given': 'Sumaryo', 'honourific': None, 'family': 'Gitosaputra', 'lineage': None}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,
29,http://repository.lppm.unila.ac.id/id/eprint/39402,2018-09-01 00:00:00.000000000,,,Hasil Review Jurnal Penyuluhan,['S1'],,7,pub,2022-02-17 01:16:55,,public,,Jurnal Penyuluhan,disk0/00/03/94/02,['FP26'],"[{'eprintid': 39402, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160685', 'format': 'text', 'files': [{'filename': 'Fix_Peer Review_Strategy of Develop.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442998', 'filesize': 520946, 'objectid': 160685, 'mtime': '2022-02-16 05:28:10', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '582d1d0f5cbbb67d49b4bc08300e28ff', 'fileid': 442998, 'datasetid': 'document'}], 'main': 'Fix_Peer Review_Strategy of Develop.pdf', 'docid': 160685, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-02-17 01:16:55,,301,,show,39402,archive,2022-02-17 01:16:55,,Hasil Review_Strategy to Develop Traditional Fishery Business in Implementing the Principle of Sustainable Business,other,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'honourific': None, 'family': 'Yanfika', 'lineage': None}}, {'name': {'given': 'Siti', 'lineage': None, 'family': 'Amanah', 'honourific': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Fatchiya', 'given': 'Anna'}}, {'id': None, 'name': {'honourific': None, 'family': 'Asngari', 'lineage': None, 'given': 'Pang'}}]",,,,http://journal.ipb.ac.id/index.php/jupe/article/view/20162,,,,,,,
30,http://repository.lppm.unila.ac.id/id/eprint/29321,2018-11-01 00:00:00.000000000,,,hasil review Young Scholar Symposium on Transdisciplinary in Education and Environment,['S1'],,7,pub,2021-04-15 01:03:02,,public,,Young Scholar Symposium on Transdisciplinary in Education and Environment,disk0/00/02/93/21,['FP26'],"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'PROSIDING_Lingkages between extension institutions and stakeholders in The Development of sutainable fisheries in Lampung province.pdf', 'docid': 43441, 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-13 08:07:23', 'filesize': 2030882, 'objectid': 43441, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259847', 'filename': 'PROSIDING_Lingkages between extension institutions and stakeholders in The Development of sutainable fisheries in Lampung province.pdf', 'datasetid': 'document', 'fileid': 259847, 'hash': '0ac239120bbc12d2bc9802047bfd687e', 'mime_type': 'application/pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43441', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29321}]",2021-04-15 01:03:02,,609,,show,29321,archive,2021-04-15 01:03:02,,hasil review_Lingkages between extension institutions and stakeholders in The Development of sutainable fisheries in Lampung province,other,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Yanfika', 'given': 'Helvi'}}, {'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'amutolib24@yahoo.com', 'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}}, {'id': None, 'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}}]",,,,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012014,,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012014'}],,
