,userid,number,lastmod,official_url,documents,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,type,creators,title,refereed,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,related_url,divisions,publisher,publication,dir,corp_creators,id_number,event_title,event_type,event_location,event_dates,pres_type
21,301,1.0,2021-06-17 08:05:02,https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901,"[{'eprintid': 32615, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148187', 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'dcf42f72663ad737a382c26ff306d8f7', 'fileid': 385995, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385995', 'filename': '901-3169-1-PB.pdf', 'objectid': 148187, 'filesize': 100696, 'mtime': '2021-06-16 04:55:42', 'hash_type': 'MD5'}], 'main': '901-3169-1-PB.pdf', 'docid': 148187, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-06-17 08:05:02,archive,32615,show,19-25,article,"[{'id': None, 'name': {'family': 'Isti Putri Utami', 'lineage': None, 'honourific': None, 'given': 'IPU'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Kordiyana K Rangga', 'given': 'KKR'}, 'id': 'korrangga@yahoo.com'}, {'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Abdul Mutolib', 'given': 'Mutolib, Abdul'}}]","Kinerja Pendamping Program Keluarga Harapan (PKH) di Kota Bandar
Lampung",TRUE,"Penelitian ini memiliki tujuan untuk mengetahui tingkat kinerja pendamping Program Keluarga Harapan (PKH) di Kota Bandar Lampung serta menganalisis faktor-faktor yang mempengaruhinya. Penelitian dilakukan pada bulan Februari-Maret 2020 dengan responden sebanyak 104 pendamping PKH di Kota Bandar Lampung. Metode analisis menggunakan analisis deskriptif dan kuantitatif. Analisis data dilakukan dengan regresi linear berganda. Berdasarkan hasil penelitian, diketahui bahwa tingkat kinerja pendamping PKH di Kota Bandar Lampung berada pada klasifikasi sedang. Hal tersebut ditunjukkan dari hasil capaian kerja pendamping dalam melaksanakan tugasnya sebagai pendamping PKH. Pada pelaksanaan validasi kepesertaan, penyaluran bantuan, pemutakhiran data, dan pelaporan kegiatan diketahui bahwa pendamping telah berhasil melakukan tugasnya sesuai dengan
prosedur. Pada pelaksanaan P2K2, pendamping telah menggunakan media pembelajaran untuk mempermudah pelaksanaan kegiatan dan telah menyampaikan keseluruhan materi, namun masih dapat dijumpai beberapa pendamping yang belum menyampaikan keseluruhan materi tersebut. Pada pelaksanaan verifikasi komitmen KPM PKH, masih terdapat pendamping yang tidak memantau kunjungan KPM PKH dampingannya pada komponen
pendidikan. Hasil penelitian juga menunjukkan bahwa terdapat pengaruh antara tingkat pendidikan non formal, motivasi, disiplin kerja, lingkungan kerja, serta persepsi insentif pendamping terhadap tingkat kinerja pendamping. Hal tersebut memiliki makna bahwa semakin tinggi tingkat pendidikan non formal, motivasi, disiplin kerja, lingkungan kerja, dan persepsi terhadap insentif pendamping maka semakin tinggi tingkat kinerja pendamping PKH di Kota Bandar Lampung.",5.0,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32615,,['S1'],public,25977343,2021-06-17 08:05:02,pub,7,[{'url': 'https://jurnal.poltekba.ac.id/index.php/jsh/article/view/901'}],['FP26'],Politeknik Negeri Balikpapan,Jurnal Sosial Humaniora dan Pendidikan,disk0/00/03/26/15,,,,,,,
22,966,4.0,2021-07-05 01:11:45,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'files': [{'fileid': 391473, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'abce889df65240910c71cfd9be826727', 'hash_type': 'MD5', 'mtime': '2021-07-02 07:38:18', 'filesize': 402137, 'objectid': 150801, 'filename': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391473'}], 'docid': 150801, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/150801', 'pos': 1, 'eprintid': 33054, 'placement': 1}]",2021-07-05 01:11:45,archive,33054,show,149-161,article,"[{'name': {'given': 'KKR', 'family': 'Kordiyana K Rangga', 'lineage': None, 'honourific': None}, 'id': 'korrangga@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Dame Trully Gultom', 'given': 'GTM'}, 'id': 'trully.dame@yahoo.co.id'}, {'name': {'family': 'Tubagus', 'lineage': None, 'honourific': None, 'given': 'Hasanudin'}, 'id': None}, {'id': 'beggem_vh@yahoo.com', 'name': {'given': 'BV', 'family': 'Begem Viantimala', 'lineage': None, 'honourific': None}}]",Effectiveness Of Self-Help Groups In The Implementation Of Livelihood Improvement Programs And Food Security In Lampung Indonesia,TRUE,"The Community-Based Livelihood Improvement Programme (PPMK) 
implemented with the help of Self-Help Groups (SHG) is expected to improve the 
livelihoods of poor people. This study aims to analyse: 1) the effectiveness of SHG in the 
implementation of PPMK programmes, 2) food security of SHG member households, and 
3) the relationship between the effectiveness of PPMK programme implementation and 
SHG member food security. The study was conducted at Margodadi Village, Metro City in 
October-December 2018. The research method used involved a survey with a quantitative 
approach with saturation sampling techniques. Respondents were 25 SHG members who 
were recipients of aid under the PPMK programme. A descriptive analysis method was used 
to answer the first and second objectives, while the non-parametric statistic of Spearman’s 
Rank correlations was used to answer the third objective. The results showed that: 
1) SHG members were effective in implementing the PPMK programme with a rating in 
the “good” category, with all the overall programme objectives being achieved, helping 
to increase the income of SHG member households, strengthening SHG’s institutional 
capacity and the ability of SHG members to expand their business; 
2) the food security level of the majority of SHG member households in Margodadi 
Village was both objectively and subjectively in high category; and 
3) the effectiveness of SHG in the PPMK was significantly different from the level of 
household food security. 
Keywords: Group effectiveness, program, food security, household",16.0,2021-06-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33054,published,['S1'],public,2672-7226,2021-07-05 01:11:45,pub,6,,['FP26'],Journal of Sustainability Science And Management ( JSSM ),Journal of Sustainability Science And Management ( JSSM ),disk0/00/03/30/54,,,,,,,
23,719,,2022-05-11 07:29:27,,"[{'placement': 1, 'eprintid': 41462, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163096', 'security': 'public', 'main': 'Preview Penilaian_Effectiveness of Self.pdf', 'docid': 163096, 'files': [{'hash': '21267279a03e70c1cca05fd1fdadb9f6', 'mime_type': 'application/pdf', 'fileid': 459257, 'datasetid': 'document', 'filename': 'Preview Penilaian_Effectiveness of Self.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459257', 'objectid': 163096, 'filesize': 292793, 'mtime': '2022-04-26 14:38:27', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-05-11 07:29:27,archive,41462,show,,other,"[{'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'lineage': None, 'family': 'Kordiyana K Rangga', 'honourific': None}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'honourific': None, 'family': 'Gultom', 'lineage': None, 'given': 'Dame Trully'}}, {'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'lineage': None, 'honourific': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'given': 'Begem', 'family': 'Viantimala', 'lineage': None, 'honourific': None}, 'id': '-'}]","Hasil Peer Review_EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY IN LAMPUNG, INDONESIA",,Hasil Peer Review Journal of Sustainability Science and Management,,2021-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41462,,['S1'],public,,2022-05-11 07:29:27,pub,7,,['FP26'],Journal of Sustainability Science and Management,,disk0/00/04/14/62,,,,,,,
24,930,4.0,2022-12-19 07:17:15,,"[{'eprintid': 46729, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185643', 'format': 'text', 'main': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'docid': 185643, 'files': [{'datasetid': 'document', 'fileid': 514695, 'mime_type': 'application/pdf', 'hash': 'f19755372445df7225ed609b9b5bc51a', 'filesize': 413680, 'objectid': 185643, 'filename': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514695', 'hash_type': 'MD5', 'mtime': '2022-11-18 04:44:56'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-12-19 07:17:15,archive,46729,show,149-161,article,"[{'name': {'lineage': None, 'family': 'Kordiyana K. Rangga', 'honourific': None, 'given': 'Rangga, Kordiyana'}, 'id': None}, {'name': {'family': 'Dame Trully Gultom', 'lineage': None, 'honourific': None, 'given': 'GTM'}, 'id': 'trully.dame@yahoo.co.id'}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}}, {'id': 'beggem_vh@yahoo.com', 'name': {'lineage': None, 'family': 'Begem Viantimala', 'honourific': None, 'given': 'BV'}}]","EFFECTIVENESS OF SELF-HELP GROUPS
IN THE IMPLEMENTATION OF
LIVELIHOOD IMPROVEMENT
PROGRAMS AND FOOD SECURITY IN
LAMPUNG, INDONESIA",TRUE,"The Community-Based Livelihood Improvement Programme (PPMK)
implemented with the help of Self-Help Groups (SHG) is expected to improve the
livelihoods of poor people. This study aims to analyse: 1) the effectiveness of SHG in the
implementation of PPMK programmes, 2) food security of SHG member households, and
3) the relationship between the effectiveness of PPMK programme implementation and
SHG member food security. The study was conducted at Margodadi Village, Metro City in
October-December 2018. The research method used involved a survey with a quantitative
approach with saturation sampling techniques. Respondents were 25 SHG members who
were recipients of aid under the PPMK programme. A descriptive analysis method was used
to answer the first and second objectives, while the non-parametric statistic of Spearman’s
Rank correlations was used to answer the third objective. The results showed that:
1) SHG members were effective in implementing the PPMK programme with a rating in
the “good” category, with all the overall programme objectives being achieved, helping
to increase the income of SHG member households, strengthening SHG’s institutional
capacity and the ability of SHG members to expand their business;
2) the food security level of the majority of SHG member households in Margodadi
Village was both objectively and subjectively in high category; and
3) the effectiveness of SHG in the PPMK was significantly different from the level of
household food security.
Keywords: Group effectiveness, program, food security, household.
Abbreviations: [Effectiveness of Self-Help Groups in Lampung Indonesia].",16.0,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/46729,published,['S1'],public,eISSN: 2672-7226,2022-12-19 07:17:15,pub,7,[{'url': 'http://repository.lppm.unila.ac.id/34763/1/effectiveness%20of%20self-help%20groups%20in%20the%20implementation%20of%20livelihood%20imporvement%20programs%20-%20Copy.pdf'}],['FP26'],� Penerbit UMT,Journal of Sustainability Science and Management,disk0/00/04/67/29,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,
25,719,,2022-05-11 07:29:41,,"[{'eprintid': 41473, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163107', 'format': 'text', 'docid': 163107, 'main': 'Preview Penilaian_Pengaruh Kepemimpinan.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'cd8ca7e33870fa4f31526ff61bad3571', 'datasetid': 'document', 'fileid': 459331, 'mtime': '2022-04-26 15:12:39', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459331', 'filename': 'Preview Penilaian_Pengaruh Kepemimpinan.pdf', 'objectid': 163107, 'filesize': 307397}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-05-11 07:29:41,archive,41473,show,,other,"[{'id': 'yazid.bertho@yahoo.co.id', 'name': {'given': 'Yazid Berto', 'lineage': None, 'family': 'Lansia', 'honourific': None}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'given': 'Dame Trully', 'honourific': None, 'family': 'Gultom', 'lineage': None}}, {'id': 'indah.nurmayasari.unila.ac.id', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Nurmayasari'}}]",Hasil Peer Review_Pengaruh Kepemimpinan terhadap Efektivitas Kelompok PT3A Ngudi Makmur dalam Pengelolaan Irigasi Usahatani Padi di Kecamatan Metro Selatan Kota Metro,,Hasil Peer Review Jurnal Suluh Pembangunan,,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41473,,['S1'],public,,2022-05-11 07:29:41,pub,7,,['FP26'],Jurnal Suluh Pembangunan,,disk0/00/04/14/73,,,,,,,
26,719,1.0,2021-11-11 08:44:36,http://jsp.fp.unila.ac.id/index.php/jsp/,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 157093, 'filesize': 462886, 'filename': 'Dame JSP1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/418593', 'hash_type': 'MD5', 'mtime': '2021-11-11 07:55:22', 'datasetid': 'document', 'fileid': 418593, 'mime_type': 'application/pdf', 'hash': '2b9bb08ccec9bb6cc2389fcfa5082a7d'}], 'main': 'Dame JSP1.pdf', 'docid': 157093, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157093', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 36149}]",2021-11-11 08:44:36,archive,36149,show,8-16,article,"[{'name': {'given': 'Yazid Berto', 'family': 'Lansia', 'lineage': None, 'honourific': None}, 'id': 'yazid.bertho@yahoo.co.id'}, {'id': 'trully.dame@yahoo.co.id', 'name': {'lineage': None, 'family': 'Gultom', 'honourific': None, 'given': 'Dame Trully'}}, {'id': 'indah.nurmayasari.unila.ac.id', 'name': {'lineage': None, 'family': 'Nurmayasari', 'honourific': None, 'given': 'Indah'}}]","Pengaruh Kepemimpinan Terhadap Efektivitas Kelompok P3A
Ngudi Makmur dalam Pengelolaan Irigasi Usahatani Padi   di
Kecamatan Metro Selatan Kota Metro",TRUE,"Penelitian ini bertujuan untuk mengetahui kepemimpinan ketua kelompok, efektifitas kelompok, dan
pengaruh kepemimpinan ketua kelompok terhadap efektivitas kelompok Perkumpulan Petani Pemakai
Air (P3A) Ngudi Makmur dalam pengelolaan irigasi usahatani padi.  Penelitian ini dilakukan di Desa
Margodadi, Kecamatan Metro Selatan, Kota Metro menggunakan metode survei.  Sampel penelitian
adalah 65 anggota kelompok P3A Ngudi Makmur yang dipilih secara acak.  Penelitian ini menggunakan
analisis deskriptif dan pemodelan persamaan struktural (SEM) metode partial least square (PLS).  Hasil
studi menunjukkan kepemimpinan ketua kelompok P3A tergolong kategori sedang dan Efektivitas
kelompok P3A Ngudi Makmur tergolong kategori tinggi.  Ada pengaruh nyata kepemimpinan ketua
kelompok P3A terhadap efektivitas kelompok P3A Ngudi Makmur dalam pengelolaan irigasi.",3.0,2021-06-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/36149,completed,['H1'],public,ISSN (online) 2686-1488,2021-11-11 08:44:36,pub,6,"[{'url': 'http://jsp.fp.unila.ac.id/index.php/jsp/', 'type': 'pub'}]",['FP26'],"Magister Penyuluhan dan Komunikasi Pertanian, Fakultas Pertanian Universitas Lampung",Suluh Pembangunan: Journal of Extension and Development,disk0/00/03/61/49,,DOI: 10.23960,,,,,
27,609,1.0,2021-11-06 13:58:58,http://ojs.itb-ad.ac.id/index.php/IK/issue/view/36,"[{'eprintid': 35319, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156123', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-06 12:06:17', 'objectid': 156123, 'filesize': 10652672, 'uri': 'http://repository.lppm.unila.ac.id/id/file/412261', 'filename': 'FIX--JURNAL SEKAM BAKAR.doc', 'datasetid': 'document', 'fileid': 412261, 'mime_type': 'application/msword', 'hash': '372a243af2172e9ea91497bcd17d352b'}], 'main': 'FIX--JURNAL SEKAM BAKAR.doc', 'docid': 156123, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/msword'}]",2021-11-06 13:58:58,archive,35319,show,1-12,article,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Bursan', 'given': 'Rinaldi'}}, {'id': 'habibullah.jimad@gmail.com,', 'name': {'given': 'Habibullah', 'lineage': None, 'family': 'Jimad', 'honourific': None}}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'given': 'diana', 'honourific': None, 'lineage': None, 'family': 'widyastuti'}}, {'id': None, 'name': {'honourific': None, 'family': 'Rahmat', 'lineage': None, 'given': 'Ali'}}]",PEMANFAATAN LIMBAH SEKAM PADI DALAM PEMBUATAN ARANG SEKAM DI PEKON BULUREJO KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,TRUE,"Sekam merupakan salah satu bentuk limbah pertanian. Pemanfaatan limbah sekam untuk mengurangi dampak lingkungan yang dihasilkan padi tergolong masih sangat rendah. Rendahnya pemanfaatan limbah sekam ini diakibatkan karena rendahnya pengetahuan serta keterampilan masyarakat terkait pengolahan limbah tersebut. Salah satu bentuk pengelolaan limbah sekam yang baik adalah dengan pembuatan arang sekam yang memiliki nilai jual dan bermanfaat bagi lahan usahatani. Perlunya kegiatan yang difokuskan untuk memberikan pengetahuan mengenai pemanfaatan dari arang sekam, bagaimana mengubah limbah sekam padi menjadi arang sekam yang mempunyai nilai jual serta diharapkan dapat memberikan penghasilan tambahan bagi para petani di kelompok tani Sido Makmur Pekon Bulurejo, Kecamatan Gadingrejo, Kabupaten Pringsewu Provinsi Lampung. Kegiatan dilakukan dengan mensosialisasikan manfaat serta cara membuat arang sekam kepada para petani. Petani diberikan contoh alat sederhana untuk proses pembakaran padi menjadi arang sekam petani diberikan kesempatan untuk mempraktikkan langsung pengolahan sekam menjadi arang. Melalui berbagai kegiatan penyuluhan dan pelatihan yang telah dilakukan terjadi peningkatan pengetahuan dan keterampilan petani terkait pemanfaatan limbah sekam padi menjadi arang sekam yang memiliki nilai jual dan dapat memberi manfaat lebih pada usahatani yang dilakukan. Peningkatan yang terjadi adalah sebesar >50 persen dari pengetahuan dan keterampilan awal petani.",3.0,2021-09-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/35319,published,['H1'],public,2714-691x,2021-11-06 13:58:58,pub,7,"[{'url': 'http://ojs.itb-ad.ac.id/index.php/IK/issue/view/36', 'type': 'pub'}]",['FP26'],ITB Ahmad Dahlan,Intervensi Komunitas,disk0/00/03/53/19,,,,,,,
28,301,4.0,2022-01-19 05:40:01,https://archive.aessweb.com/index.php/5005/article/view/4383,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158928', 'pos': 1, 'eprintid': 37994, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'mtime': '2022-01-18 23:27:07', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/431998', 'filename': 'Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'objectid': 158928, 'filesize': 817798, 'mime_type': 'application/pdf', 'hash': '1a4d7fc12f3446960f4d043027e7bfc4', 'fileid': 431998, 'datasetid': 'document'}], 'main': 'Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'docid': 158928}]",2022-01-19 05:40:01,archive,37994,show,346-353,article,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'lineage': None, 'honourific': None}}, {'id': 'indahnurma1@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Indah Nurmayasari', 'given': 'IN'}}, {'id': None, 'name': {'family': 'Bursan', 'lineage': None, 'honourific': None, 'given': 'Rinaldi'}}, {'name': {'given': 'Sukmayanto', 'honourific': None, 'lineage': None, 'family': 'Muher Sukmayanto'}, 'id': None}, {'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'radianawidyastuti@yahoo.co.id', 'name': {'given': 'diana', 'lineage': None, 'family': 'widyastuti', 'honourific': None}}]","Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia",TRUE,"Climate change is an extreme natural change condition due to global warming that cannot be avoided, and will have a broad impact on various aspects of life, including the agricultural sector. The impact of climate change that occurs in the agricultural sector, namely flood and drought that cause plants to  crop failure , is becoming greater,
causing significant reduction in agricultural production, especially rice, requiring that farmers have the ability to adapt to climate change. The purposes of this study are to analyze the relationship between the performance level of agricultural extension workers and the capacity level of farmers in regard to climate change adaptation, and to analyze the relationship between the level of farmer capacity in climate change adaptation and rice productivity. The research was conducted in Central Lampung Regency in 2019 using a total of 100 rice farmers. The data analysis method used is Spearman rank correlation analysis. The results show that the performance level of agricultural instructors is significantly related to the level of knowledge capacity, attitude, and skills of farmers in climate change adaptation. Knowledge capacity, attitude, and skills of farmers in climate change adaptation are significantly related to rice productivity.",11.0,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37994,,['S1'],public,2224-4433,2022-01-19 05:40:01,pub,7,,['FP26'],,Asian Journal of Agriculture and Rural Development,disk0/00/03/79/94,,,,,,,
29,301,,2022-01-19 05:40:04,https://archive.aessweb.com/index.php/5005/article/view/4383,"[{'placement': 1, 'eprintid': 37995, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158929', 'pos': 1, 'security': 'public', 'files': [{'hash_type': 'MD5', 'mtime': '2022-01-18 23:35:20', 'objectid': 158929, 'filesize': 3439168, 'filename': 'Similaritas_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/432005', 'fileid': 432005, 'datasetid': 'document', 'hash': '1754290d5db3a0d7c6acfa95509b4a36', 'mime_type': 'application/pdf'}], 'main': 'Similaritas_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'docid': 158929, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-01-19 05:40:04,archive,37995,show,,other,"[{'name': {'given': 'Indah', 'family': 'Listiana', 'lineage': None, 'honourific': None}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'IN', 'honourific': None, 'family': 'Indah Nurmayasari', 'lineage': None}, 'id': 'indahnurma1@gmail.com'}, {'name': {'given': 'Rinaldi', 'family': 'Bursan', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'family': 'Muher Sukmayanto', 'lineage': None, 'honourific': None, 'given': 'Sukmayanto'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika', 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'diana', 'honourific': None, 'family': 'widyastuti', 'lineage': None}, 'id': 'radianawidyastuti@yahoo.co.id'}]","Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia",,"Climate change is an extreme natural change condition due to global warming that cannot be avoided, and will have a broad impact on various aspects of life, including the agricultural sector. The impact of climate change that occurs in the agricultural sector, namely flood and
drought that cause plants to  crop failure , is becoming greater, causing significant reduction in agricultural production, especially rice, requiring that farmers have the ability to adapt to climate change. The purposes of this study are to analyze the relationship between the performance level of agricultural extension workers and
the capacity level of farmers in regard to climate change adaptation, and to analyze the relationship between the level of farmer capacity in climate change adaptation and rice productivity. The research was conducted in Central Lampung Regency in 2019 using a total of 100 rice farmers. The data analysis method used is Spearman rank correlation analysis. The results show that the performance level of
agricultural instructors is significantly related to the level of knowledge capacity, attitude, and skills of farmers in climate change adaptation. Knowledge capacity, attitude, and skills of farmers in climate change adaptation are significantly related to rice productivity.",,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37995,,['S1'],public,,2022-01-19 05:40:04,pub,8,,['FP26'],Asian Journal of Agriculture and Rural Development,,disk0/00/03/79/95,,,,,,,
30,301,,2022-01-19 05:40:07,https://archive.aessweb.com/index.php/5005/article/view/4383,"[{'format': 'text', 'main': 'Internasional_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'docid': 158930, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/432012', 'filename': 'Internasional_Farmers Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia.pdf', 'objectid': 158930, 'filesize': 306010, 'mtime': '2022-01-18 23:40:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '8b19dddeaa6fb3242cd7fb3e335c931c', 'datasetid': 'document', 'fileid': 432012}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37996, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158930', 'pos': 1}]",2022-01-19 05:40:07,archive,37996,show,,other,"[{'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'indahnurma1@gmail.com', 'name': {'honourific': None, 'family': 'Indah Nurmayasari', 'lineage': None, 'given': 'IN'}}, {'id': None, 'name': {'honourific': None, 'family': 'Bursan', 'lineage': None, 'given': 'Rinaldi'}}, {'name': {'given': 'Sukmayanto', 'lineage': None, 'family': 'Muher Sukmayanto', 'honourific': None}, 'id': None}, {'name': {'given': 'HY', 'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'diana', 'lineage': None, 'family': 'widyastuti', 'honourific': None}, 'id': 'radianawidyastuti@yahoo.co.id'}]","Hasil Review_Farmers’ Capacity and Rice Productivity in Climate Change Adaptation in Central Lampung Regency, Indonesia",,Hasil Review Asian Journal of Agriculture and Rural Development,,2021-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37996,,['S1'],public,,2022-01-19 05:40:07,pub,8,,['FP26'],Asian Journal of Agriculture and Rural Development,,disk0/00/03/79/96,,,,,,,
