,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,title,creators,type,place_of_pub,date_type,subjects,uri,date,publisher,divisions,dir,ispublished,rev_number,full_text_status,status_changed,official_url,id_number,abstract,related_url,event_type,event_title,event_location,event_dates,refereed,pres_type,pagerange,number,volume,issn,publication,corp_creators,contact_email,contributors
80,show,2021-04-13 01:13:47,29244,archive,2021-04-13 01:13:47,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43351', 'eprintid': 29244, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 43351, 'main': 'NASIONAL_Tingkat Efektivitas Penyuluhan Pertanian di Kecamatan Jati Agung Kabupaten Lampung Selatan.pdf', 'files': [{'fileid': 259136, 'datasetid': 'document', 'hash': 'c9df6013703e03f68c3cee1356afcc4c', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-12 09:04:58', 'filesize': 1977667, 'objectid': 43351, 'filename': 'NASIONAL_Tingkat Efektivitas Penyuluhan Pertanian di Kecamatan Jati Agung Kabupaten Lampung Selatan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/259136'}]}]",609,hasil review_Tingkat Efektivitas Penyuluhan Pertanian di Kecamatan Jati Agung Kabupaten Lampung Selatan,"[{'name': {'family': 'Rangga', 'lineage': None, 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'honourific': None, 'family': 'Yanfika', 'lineage': None}}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}}, {'name': {'honourific': None, 'family': 'Nurmayasari', 'lineage': None, 'given': 'Indah'}, 'id': 'indah.nurmayasari.unila.ac.id'}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/29244,2020-06-01 00:00:00.000000000,jurnal agribisis terpadu,['FP26'],disk0/00/02/92/44,pub,8,public,2021-04-13 01:13:47,https://jurnal.untirta.ac.id/index.php/jat/article/view/7162,,hasil review jurnal agribisis terpadu,[{'url': 'https://jurnal.untirta.ac.id/index.php/jat/article/view/7162'}],,,,,,,,,,,,,,
81,show,2022-02-19 10:25:29,39540,archive,2022-02-19 10:25:29,"[{'eprintid': 39540, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160819', 'pos': 1, 'format': 'text', 'docid': 160819, 'main': 'Fix_Hasil Review_Perception, Attitude and Motive.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-02-18 16:43:03', 'objectid': 160819, 'filesize': 977211, 'uri': 'http://repository.lppm.unila.ac.id/id/file/444065', 'filename': 'Fix_Hasil Review_Perception, Attitude and Motive.pdf', 'fileid': 444065, 'datasetid': 'document', 'hash': 'b2f996315d6c0a95bb0c3ccdeea0c952', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",301,"Fix_Hasil Review_Perception, Attitude, and Motive of Lokal Community Towards Forest Conversion to Plantation in Dharmasraya District, West Sumatra, Indonesia","[{'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}}, {'id': None, 'name': {'given': 'Yonariza', 'lineage': None, 'family': 'Yonariza', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Yanfika', 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'amutolib24@yahoo.com', 'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/39540,2020-10-01 00:00:00.000000000,Biodiversitas,['FP26'],disk0/00/03/95/40,pub,7,public,2022-02-19 10:25:29,https://smujo.id/biodiv/article/view/6572,,Hasil Review Biodiversitas,,,,,,,,,,,,,,,
82,show,2020-11-01 00:28:04,24415,archive,2020-11-01 00:28:04,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 38143, 'main': 'PERCEPTION, ATTITUDE AND MOTIVE.pdf', 'files': [{'mtime': '2020-10-30 07:08:54', 'hash_type': 'MD5', 'filename': 'PERCEPTION, ATTITUDE AND MOTIVE.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/222023', 'objectid': 38143, 'filesize': 747924, 'mime_type': 'application/pdf', 'hash': '7a942bacd637b2481f653a4055baeb95', 'datasetid': 'document', 'fileid': 222023}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38143', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 24415}]",966,"Perception, attitude, and motive of local community towards forest conversion to plantation in Dharmasraya District, West Sumatra, Indonesia","[{'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'honourific': None, 'family': 'Rangga', 'lineage': None}}, {'id': None, 'name': {'given': 'Yonariza', 'lineage': None, 'family': 'Yonariza', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Yanfika', 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}]",article,,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/24415,2020-10-01 00:00:00.000000000,Society for Indonesian Biodiversity,['FP26'],disk0/00/02/44/15,pub,6,public,2020-11-01 00:28:04,,,"Abstract. Rangga KK, Yonariza, Yanfika H, Mutolib A. 2020. Perception, attitude, and motive of local community towards forest conversion to plantation in Dharmasraya District, West Sumatra, Indonesia. Biodiversitas 21: 4903-4910. Forest conversion in Dharmasraya District massively occurred from 2000 to 2014. In 2000, forest area reached 86% of 33,550 ha. In 2014, forest cover reduced to only 16% with an increase in plantation area (rubber and oil palm), covering 59% of the total area. This study was aimed to examine the perception, attitude, and motive of the local community regarding forest conversion to the plantation. This study was located in PFMU (Production Forest Management Unit) Dharmasraya West Sumatra, which included a production forest area. This study was conducted from February to August 2018 with a case study approach. A total of 40 households, was selected as respondents. Snowball sampling was applied to interview the key informants. Data were analyzed using the interactive model, which included data reduction, data presentation, also conclusion drawing and verification. The study result indicated that forest is owned by the local community based upon the customary law, and the state does not have the right to manage and claim forest ownership. In terms of the economic aspect, the community benefited greatly from wood availability in the forest as the source of income. According to the local community, the conversion of forests into plantation did not have a significant effect on the environment. In fact, the local community agreed that land-use change from forest to plantation will provide greater benefit than preserving the forest. The expansion of plantation was found to be the motive for land clearance by cutting trees to obtain ownership over the forest.",[{'url': 'https://smujo.id/biodiv/article/view/6572/4310'}],,,,,TRUE,,4903-4910,10.0,21.0,1412-033X,"Perception, attitude, and motive of local community towards forest conversion to plantation in Dharmasraya District, West Sumatra, Indonesia",,,
83,show,2020-11-09 09:08:03,24732,archive,2020-11-09 09:08:03,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'JSP JUNI 2020 (RIO TEDI P).pdf', 'files': [{'datasetid': 'document', 'fileid': 224315, 'mime_type': 'application/pdf', 'hash': '9d7abd905a565b39c902c647d94d90ef', 'objectid': 38483, 'filesize': 452731, 'uri': 'http://repository.lppm.unila.ac.id/id/file/224315', 'filename': 'JSP JUNI 2020 (RIO TEDI P).pdf', 'hash_type': 'MD5', 'mtime': '2020-11-09 04:06:54'}], 'docid': 38483, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38483', 'security': 'public', 'placement': 1, 'eprintid': 24732}]",1194,Persepsi Petani terhadap Program Upsus Pajale di Kecamatan Natar Kabupaten Lampung Selatan,"[{'id': 'rio_tprayitno@yahoo.co.id', 'name': {'given': 'RTP', 'lineage': None, 'family': 'Rio Tedi Prayitno', 'honourific': None}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'lineage': None, 'family': 'Dame Trully Gultom', 'honourific': None, 'given': 'GTM'}}]",article,,,['AC'],http://repository.lppm.unila.ac.id/id/eprint/24732,2020-06-01 00:00:00.000000000,,['FP26'],disk0/00/02/47/32,pub,6,public,2020-11-09 09:08:03,,,"The purposes of this study were to know the level of success, perceptions and factors that related to farmers' perceptions of the Upsus Pajale Program. This research was conducted in Natar SubDistrict, South Lampung District. The samples in this study amounted to 51 respondent farmers who were randomly selected. The method of data analysis were uses quantitative descriptive analysis,tabulation, and Spearman Rank Correlation. The results showed that the Upsus Pajale Program has not been successful. Most farmers had not implemented the Upsus Pajale Program, farmers rarely participate in related programs, and rice productivity has decreased from 2018 by 2,42 ton/ha and corn productivity had decreased from 2018 by 2,30 ton/ha, the farmers' perception of the Upsus Pajale Program were very good about the Upsus Pajale Program. Farmers' perceptions about the Upsus Pajale Program were very good. Factors related to farmers 'perceptions in Upsus Pajale Program were farming experience, motivation, and level of knowledge, while factors not related to farmers' perceptions in Upsus Pajale Program were formal education, non-formal education, and age of farmers.

Keywords: extension, perception, productivity Upsus Pajale Program",,,,,,TRUE,,17-26,1.0,2.0,2714-8351,Jurnal Suluh Pembangunan,"['Universitas Lampung', 'Universitas Lampung']",,
84,show,2020-11-09 09:07:57,24730,archive,2020-11-09 09:07:57,"[{'format': 'text', 'main': 'JIIA MEI 2020 (RIO TEDI P).pdf', 'docid': 38481, 'files': [{'fileid': 224305, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '33b372d1decca7d3d0833ff6cba16790', 'hash_type': 'MD5', 'mtime': '2020-11-09 04:00:19', 'objectid': 38481, 'filesize': 1296523, 'uri': 'http://repository.lppm.unila.ac.id/id/file/224305', 'filename': 'JIIA MEI 2020 (RIO TEDI P).pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 24730, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38481', 'pos': 1}]",1194,"HUBUNGAN KARAKTERISTIK PETANI DAN PERILAKU KOMUNIKASI PETANI DALAM PEMENUHAN INFORMASI USAHATANI LADA DI DESA SUKADANA BARU,KECAMATAN MARGA TIGA, KABUPATEN LAMPUNG TIMUR","[{'name': {'honourific': None, 'lineage': None, 'family': 'Rio Tedi Prayitno', 'given': 'RTP'}, 'id': 'rio_tprayitno@yahoo.co.id'}, {'id': 'dewangganikmatullah@yahoo.com', 'name': {'given': 'DN', 'honourific': None, 'family': 'Dewangga Nikmatullah', 'lineage': None}}]",article,,,['AC'],http://repository.lppm.unila.ac.id/id/eprint/24730,2020-05-01 00:00:00.000000000,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP26'],disk0/00/02/47/30,pub,6,public,2020-11-09 09:07:57,,,"The purposes of this study are to determine the communication behavior of pepper farmers, characteristics
of pepper farmers and analyze the correlation between farmers’ characteristics and communication behavior in fulfilling pepper farming information. This research was conducted in Sukadana Baru Village,Marga Tiga District, East Lampung regency in August 2018. This location was chosen purposively with consideration that Sukadana Baru Village is a village with the largest area and pepper production in East Lampung. The number of samples in this study were 43 pepper farmers. This study used a survey method,and data were analyzed using descriptive analysis and rank Spearman test. The results showed that all
respondent farmers were at the productive age level with an average age of 42 years, average level of basic education of 9 years, the average cultivated area of 2.00 hectares, pepper farming experience 22 years, and the average monthly income of Rp2,591,382.00. Communication behavior of farmers in fulfilling pepper farming information fell into the medium category. There was a significant correlation between farmer's age, land size, and income with communication behavior in fulfilling pepper farming information.",,,,,,TRUE,,280-286,2.0,8.0,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,"['Universitas Lampung', 'Universitas Lampung']",,
85,show,2020-11-01 00:28:20,24403,archive,2020-11-01 00:28:20,"[{'format': 'text', 'main': 'PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN.pdf', 'docid': 38130, 'files': [{'mime_type': 'application/pdf', 'hash': '367553dba16bb527acb6bd4aea14875b', 'fileid': 221950, 'datasetid': 'document', 'mtime': '2020-10-28 07:35:53', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221950', 'filename': 'PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN.pdf', 'objectid': 38130, 'filesize': 455240}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 24403, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38130', 'pos': 1}]",966,PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN COMBINE HARVESTER DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,"[{'name': {'given': 'Mohammad', 'lineage': None, 'family': 'Riyan', 'honourific': None}, 'id': 'Riyan@yahoo.com'}, {'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}]",article,,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/24403,2020-06-01 00:00:00.000000000,"Jurusan Agribisnis, Fakultas Pertanian UNTIRTA",['FP26'],disk0/00/02/44/03,pub,6,public,2020-11-01 00:28:20,http://jurnal.untirta.ac.id/index.php/jat/article/view/7541,,"ABSTRAK 
Penelitian ini bertujuan untuk mengetahui persepsi petani padi sawah terhadap pemanfaatan bantuan Combine harvester di Kecamatan Gadingrejo Kabupaten Pringsewu. Penelitian dilakukan di Kecamatan Gadingrejo, Kabupaten Pringsewu dengan 88 responden dari anggota kelompok tani penerima bantuan Combine harvester. Pengumpulan data dilakukan dengan metode survey, analisis data menggunakan analisis deskriptif. Hasil penelitian menunjukkan bahwa persepsi petani padi sawah anggota kelompok tani aktif terhadap keuntungan relatif, kesesuaian alat, kerumitan alat, ketercobaan alat, dan keteramatan hasil dalam pemanfaatan bantuan Combine harvester berada pada klasifikasi baik, persepsi petani padi sawah anggota kelompok tani tidak aktif terhadap keuntungan relatif berada padda klasifikasi cukup baik, sedangkan persepsi terhadap kesesuaian alat, kerumitan alat, ketercobaan alat, dan keteramatan hasil dalam pemanfaatan bantuan Combine harvester berada pada klasifikasi kurang baik. 
Kata Kunci : petani padi sawah, persepsi petani, combine harvester",[{'url': 'http://jurnal.untirta.ac.id/index.php/jat/article/view/7541'}],,,,,TRUE,,154-166,1.0,13.0,1979-4991 /  2549-0060,Jurnal Agribisnis Terpadu,,,
86,show,2022-02-20 13:26:39,39613,archive,2022-02-20 13:26:39,"[{'eprintid': 39613, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160893', 'pos': 1, 'format': 'text', 'main': 'PERSEPSI PENILAIAN.pdf', 'docid': 160893, 'files': [{'mime_type': 'application/pdf', 'hash': '0f4f632b1105ca114759935b4499d97f', 'datasetid': 'document', 'fileid': 444680, 'uri': 'http://repository.lppm.unila.ac.id/id/file/444680', 'filename': 'PERSEPSI PENILAIAN.pdf', 'objectid': 160893, 'filesize': 1684902, 'mtime': '2022-02-20 09:26:26', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",609,"FIX PENILAIAN OK_PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN 
COMBINE HARVESTER DI KECAMATAN GADINGREJO 
KABUPATEN PRINGSEWU","[{'name': {'lineage': None, 'family': 'Riyan Suganda', 'honourific': None, 'given': 'Mohammad'}, 'id': None}, {'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/39613,2020-06-01 00:00:00.000000000,Jurnal Agribisnis Terpadu,['FP26'],disk0/00/03/96/13,pub,8,public,2022-02-20 13:26:39,,,FIX PENILAIAN JURNAL AGRIBISNIS TERPADU,,,,,,,,,,,,,,,
87,show,2020-10-02 01:05:26,24263,archive,2020-10-02 01:05:26,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37982', 'security': 'public', 'placement': 1, 'eprintid': 24263, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'content': 'published', 'main': 'Rizal et al 2020_Jurnal THP.PDF', 'files': [{'datasetid': 'document', 'fileid': 220835, 'mime_type': 'application/pdf', 'hash': 'c9217c7903e4f0941b954a1192ac78c2', 'filesize': 1173640, 'objectid': 37982, 'filename': 'Rizal et al 2020_Jurnal THP.PDF', 'uri': 'http://repository.lppm.unila.ac.id/id/file/220835', 'hash_type': 'MD5', 'mtime': '2020-10-01 17:04:10'}], 'docid': 37982, 'format': 'text'}]",962,PENGARUH GLUKOSA DAN JAHE MERAH TERHADAP KARAKTERISTIK MINUMAN PROBIOTIK DARI KULIT NANAS MADU,"[{'name': {'given': 'Samsul', 'family': 'Rizal', 'lineage': None, 'honourific': None}, 'id': 'samsul.rizal@fp.unila.ac.id'}, {'name': {'family': 'Suharyono', 'lineage': None, 'honourific': None, 'given': 'Suharyono'}, 'id': 'suharyono@fp.unila.ac.id'}, {'id': 'fibra.nurainy@fp.unila.ac.id', 'name': {'given': 'Fibra', 'honourific': None, 'family': 'Nurainy', 'lineage': None}}, {'id': None, 'name': {'family': 'Merliyanisa', 'lineage': None, 'honourific': None, 'given': 'Merliyanisa'}}]",article,,published,['QR'],http://repository.lppm.unila.ac.id/id/eprint/24263,2020-09-01 00:00:00.000000000,Jurusan Teknologi Hasil Pertanian Unila,"['FP5', 'FP6', 'FP7', 'FP8', 'FP10', 'FP11', 'FP12', 'FP13', 'FP14', 'FP15', 'FP16', 'FP27', 'FP26', 'FP17', 'FP24', 'FP20', 'FP18']",disk0/00/02/42/63,pub,8,public,2020-10-02 01:05:26,http://jurnal.fp.unila.ac.id/index.php/JTHP/article/view/3640,,"The availability of sufficient energy sources to grow lactic acid bacteria and spices addition can influence probiotic drinks' characteristics. This study aimed to study the effect of glucose and red ginger extract on honey pineapple skin probiotic drinks' characteristics. This study used a Complete Randomized Block Design (RCBD) with two factors. The first factor was glucose concentration, namely 1%, 2%, 3%, and 4% w/v, while the second factor was the concentration of red ginger extract, namely 0%, 1%, 2%, 3%, 4%, and 5% (v/v). The data were analyzed using variance analysis (ANOVA), and the differences between means were determined using the orthogonal polynomials. The results showed that glucose increased total lactic acid bacteria and pH, but decreased the preference score of taste, color, and overall reception, but did not affect those of honey pineapple probiotic juice extract's aroma. The red ginger extract increased the taste, aroma, color, and overall acceptance scores, but did not affect the pH and total lactic acid bacteria of pineapple probiotic drinks. The best probiotic drink was from 2% glucose, and 3% red ginger extract, which had 1.3 x 109 colony lactic acid bacteria /mL; total lactic acid 0.63%; pH 3.69; somewhat like taste, somewhat like aroma; and somewhat like overall reception.",,,,,,TRUE,,110-119,2.0,25.0,ISSN 1410-3044 (print) and ISSN 2304-4399 (online),Jurnal Teknologi Industri & Hasil Pertanian,['Universitas Lampung'],samsul.rizal@fp.unila.ac.id,
88,show,2022-02-19 10:24:24,39546,archive,2022-02-19 10:24:24,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160825', 'pos': 1, 'eprintid': 39546, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'FIX PEER REVIEW_PENGETAHUAN.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-02-18 22:09:57', 'objectid': 160825, 'filesize': 891325, 'filename': 'FIX PEER REVIEW_PENGETAHUAN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444112', 'datasetid': 'document', 'fileid': 444112, 'hash': 'a01d0fe2d5b343d22a9de882f7951e41', 'mime_type': 'application/pdf'}], 'docid': 160825}]",609,"FIX PEER REVIEW_Pengetahuan, Sikap dan Ketrampilan Wanita Tani dalam Pengelolaan Sampah di Wilayah Pesisir Kelurahan Srengsem","[{'name': {'lineage': None, 'family': 'Safitri', 'honourific': None, 'given': 'Yuli'}, 'id': None}, {'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'family': 'Listiana', 'lineage': None, 'honourific': None, 'given': 'Indah'}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/39546,2020-06-01 00:00:00.000000000,Jurnal Suluh Pembangunan,['FP26'],disk0/00/03/95/46,pub,7,public,2022-02-19 10:24:24,,,FIX PEER REVIEW Jurnal Suluh Pembangunan,,,,,,,,,,,,,,,
89,show,2022-12-19 07:17:13,46728,archive,2022-12-19 07:17:13,"[{'eprintid': 46728, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186282', 'format': 'text', 'docid': 186282, 'main': 'Adopsi Inovasi Pengelolaan Tanaman Terpadu Sistem Tanam Jajar Legowo Dan Kesejahteraan Rumah tangga Petani Padi (Kasus Di Desa Palas Jaya Dan Pulau Tengah Kecamatan Palas Kabupaten Lampung Selatan).pdf', 'files': [{'datasetid': 'document', 'fileid': 518998, 'mime_type': 'application/pdf', 'hash': '27c9447fb6e31899d7f4fc1aa457571e', 'objectid': 186282, 'filesize': 1860640, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518998', 'filename': 'Adopsi Inovasi Pengelolaan Tanaman Terpadu Sistem Tanam Jajar Legowo Dan Kesejahteraan Rumah tangga Petani Padi (Kasus Di Desa Palas Jaya Dan Pulau Tengah Kecamatan Palas Kabupaten Lampung Selatan).pdf', 'hash_type': 'MD5', 'mtime': '2022-12-16 07:55:30'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",930,"ADOPSI INOVASI PENGELOLAAN TANAMAN TERPADU SISTEM TANAM JAJAR LEGOWO
DAN KESEJAHTERAAN RUMAHTANGGA PETANI PADI (KASUS DI DESA PALAS JAYA
DAN PULAU TENGAH KECAMATAN PALAS KABUPATEN LAMPUNG SELATAN)","[{'name': {'honourific': None, 'lineage': None, 'family': 'Sismiari', 'given': 'Viranita'}, 'id': None}, {'id': 'tb_sijati@yahoo.com', 'name': {'family': 'Hasanuddin', 'lineage': None, 'honourific': None, 'given': 'Tubagus'}}, {'id': '-', 'name': {'given': 'Begem', 'honourific': None, 'family': 'Viantimala', 'lineage': None}}]",article,,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/46728,2020-05-01 00:00:00.000000000,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP26'],disk0/00/04/67/28,pub,11,public,2022-12-19 07:17:13,,,"The purposes of this study were to determine the level of adoption of integrated crop management ’jajar
legowo’ innovation in lowland rice cultivation, related factors, household income of lowland rice farmers
after adopting the innovation, and to know the relationship between the adoption rate and the welfare of
farmers. This research was conducted in Palas Jaya and Pulau Tengah Villages, Palas District, South
Lampung Regency. Respondents were 68 rice farmers taken proportionally and randomly from each of the
two villages. Adoption of ‘jajar legowo’ planting system in Palas Jaya and Tengah Tengah Villages of Palas
District, South Lampung Regency was high (92.64 percent). Factors related to the adoption were
characteristics of innovation, characteristics of farmers, the role of extension workers, and household
welfare of wetland rice farmers. Annual household incomes of rice farmers adopting integrated crop
management were Rp24,251,188.24 consisting of Rp18,310,012 from on farm, Rp5,058,823.53 from nonfarm
and Rp882,352.94 from off-farm activities. There is a significant correlation between the level of adoption
of innovation in integrated crop management of paddy rice and household welfare of rice farmers.",[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4075/2970'}],,,,,TRUE,,342-349,2.0,8.0,26204177,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,","['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,
90,show,2021-05-10 05:55:45,30103,archive,2021-05-10 05:55:45,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN COMBINE HARVESTER DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU.pdf', 'files': [{'fileid': 356881, 'datasetid': 'document', 'hash': '367553dba16bb527acb6bd4aea14875b', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-10 03:10:41', 'filesize': 455240, 'objectid': 135180, 'filename': 'PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN COMBINE HARVESTER DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/356881'}], 'docid': 135180, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135180', 'security': 'public', 'placement': 1, 'eprintid': 30103}]",609,PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN COMBINE HARVESTER DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,"[{'id': None, 'name': {'given': 'Mohammad', 'honourific': None, 'family': 'Suganda', 'lineage': None}}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'honourific': None, 'lineage': None, 'family': 'Rangga'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'family': 'Listiana', 'lineage': None, 'honourific': None, 'given': 'Indah'}}]",article,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/30103,2020-06-01 00:00:00.000000000,"Jurusan Agribisnis, Fakultas Pertanian UNTIRTA",['FP26'],disk0/00/03/01/03,pub,6,public,2021-05-10 05:55:45,https://jurnal.untirta.ac.id/index.php/jat/article/view/7541,,"Penelitian ini bertujuan untuk mengetahui persepsi petani padi sawah terhadap pemanfaatan bantuan Combine harvester di Kecamatan Gadingrejo Kabupaten Pringsewu. Penelitian dilakukan di Kecamatan Gadingrejo, Kabupaten Pringsewu
dengan 88 responden dari anggota kelompok tani penerima bantuan Combine harvester. Pengumpulan data dilakukan dengan metode survey, analisis data menggunakan analisis
deskriptif. Hasil penelitian menunjukkan bahwa persepsi petani padi sawah anggota kelompok tani aktif terhadap keuntungan relatif, kesesuaian alat, kerumitan alat,
ketercobaan alat, dan keteramatan hasil dalam pemanfaatan bantuan Combine harvester berada pada klasifikasi baik, persepsi petani padi sawah anggota kelompok tani tidak aktif terhadap keuntungan relatif berada padda klasifikasi cukup baik, sedangkan persepsi terhadap kesesuaian alat, kerumitan alat, ketercobaan alat, dan keteramatan hasil dalam pemanfaatan bantuan Combine harvester berada pada klasifikasi kurang baik.",[{'url': 'https://jurnal.untirta.ac.id/index.php/jat/article/view/7541'}],,,,,TRUE,,154-166,1.0,13.0,1979-4991,Jurnal Agribisnis Terpadu,,,
