,creators,type,title,place_of_pub,eprint_status,eprintid,datestamp,metadata_visibility,userid,documents,lastmod,publisher,divisions,dir,status_changed,full_text_status,ispublished,rev_number,subjects,date_type,date,uri,related_url,event_type,event_title,abstract,pres_type,refereed,pagerange,official_url,issn,publication,corp_creators,volume,number,id_number,contributors,contact_email,institution,monograph_type,pages,event_location,event_dates
45,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Irwan Effendi', 'given': 'IE'}, 'id': None}, {'name': {'given': 'HY', 'honourific': None, 'lineage': None, 'family': 'Helvi Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'given': 'SG', 'lineage': None, 'family': 'Sumaryo Gitosaputro', 'honourific': None}}, {'name': {'family': 'Indah Listiana', 'lineage': None, 'honourific': None, 'given': 'IL'}, 'id': None}, {'id': None, 'name': {'given': 'Mutolib, Abdul', 'honourific': None, 'lineage': None, 'family': 'Abdul Mutolib'}}, {'name': {'lineage': None, 'family': 'Ali Rahmat', 'honourific': None, 'given': 'Rahmat, Ali'}, 'id': None}]",article,"Has Empowerment Program Been Appropriate for the Need of Fisheries Business Player? : Case Study in Lampung Province, Indonesia",,archive,28213,2021-03-05 09:24:31,show,301,"[{'eprintid': 28213, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42259', 'pos': 1, 'format': 'text', 'files': [{'hash': '645bd87496eae0555644e28f2476ae9d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 251026, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251026', 'filename': 'Art_J6_Semilaritas_Helvi_Has_Empowerment_Program_Been_Appropriate_for_the_Need_of_Fisheries_Business_Player.pdf', 'filesize': 2678283, 'objectid': 42259, 'mtime': '2021-03-05 09:16:31', 'hash_type': 'MD5'}], 'main': 'Art_J6_Semilaritas_Helvi_Has_Empowerment_Program_Been_Appropriate_for_the_Need_of_Fisheries_Business_Player.pdf', 'docid': 42259, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-03-05 09:24:31,IJMMU,['FP26'],disk0/00/02/82/13,2021-03-05 09:24:31,public,pub,7,['S1'],,2019-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28213,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982/741'}],,,"This study analyzed the appropriateness of empowerment program regarding the needs of
traditional fish processors. This study applied the descriptive qualitative method using the model of
Context–Input– Process – Product (CIPP) and Focus Group Discussion. Various activities were described
based on observation and interview data. This study was conducted in three areas in Lampung Province,
namely: East Lampung Regency, Pringsewu Regency, and Tanggamus Regency. Those areas are
considered as a center the traditional fish processing with activities include fish salting, fish smoking, fish
salty steamed, and fish fermentation. The research was conducted from July until September 2017. The
result show, Generally, empowerment program for fisheries business players has been quite appropriate to
their need, particularly in the sector of fish capture, aquaculture, and fish processing as seen from the high
value in the aspect of context (appropriateness of program and problem, needs, and solving problem) and
input (number and capability of extension officer, facility and infrastructure, fund). However, the value
obtained in the aspect of process (socialization activity, assistance, appropriateness of implementation and
plan) and product (target achievement, fulfillment of needs, and increasing income of fish processor) was
still limited and need to be increased through intensive assistance by extension agent to achieve the
objective of empowerment program of food self-sufficiency and welfare improvement of business players
in fisheries sector.",,TRUE,317-327,https://ijmmu.com/index.php/ijmmu/article/view/982/741,2364-5369,International Journal of Multicultural and Multireligious Understanding (IJMMU),,6,,,,,,,,,
46,"[{'id': None, 'name': {'given': 'IE', 'family': 'Irwan Effendi', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Helvi Yanfika', 'lineage': None, 'given': 'HY'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'given': 'SG', 'honourific': None, 'lineage': None, 'family': 'Sumaryo Gitosaputro'}}, {'name': {'honourific': None, 'family': 'Indah Listiana', 'lineage': None, 'given': 'IL'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None, 'given': 'Mutolib, Abdul'}}, {'id': None, 'name': {'lineage': None, 'family': 'Ali Rahmat', 'honourific': None, 'given': 'Rahmat, Ali'}}]",other,"Hasil Review_Has Empowerment Program Been Appropriate for the Need of Fisheries Business Player ? : Case Study in Lampung Province, Indonesia",,archive,29151,2021-04-13 01:09:10,show,301,"[{'eprintid': 29151, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43260', 'pos': 1, 'format': 'text', 'main': 'Internasional_Has empowerment program been appropriate for the need of fisheries business player  case study in Lampung province Indonesia.pdf', 'files': [{'filesize': 2123316, 'objectid': 43260, 'filename': 'Internasional_Has empowerment program been appropriate for the need of fisheries business player  case study in Lampung province Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258479', 'hash_type': 'MD5', 'mtime': '2021-04-12 04:56:30', 'datasetid': 'document', 'fileid': 258479, 'mime_type': 'application/pdf', 'hash': 'e8269e36236c9f6da1954e27cba1fc09'}], 'docid': 43260, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-04-13 01:09:10,International Journal of Multicultural and Multireligious Understanding,['FP26'],disk0/00/02/91/51,2021-04-13 01:09:10,public,pub,8,['S1'],,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/29151,[{'url': 'https://ijmmu.com/index.php/ijmmu/article/view/982/741'}],,,Hasil Review International Journal of Multicultural and Multireligious Understanding,,,,https://ijmmu.com/index.php/ijmmu/article/view/982/741,,,,,,,,,,,,,
47,"[{'id': 'korrangga@yahoo.com', 'name': {'family': 'Kordiyana K Rangga', 'lineage': None, 'honourific': None, 'given': 'KKR'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Irwan Effendi', 'given': 'IE'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}, {'name': {'family': 'Pranata', 'lineage': None, 'honourific': None, 'given': 'Doni'}, 'id': None}]",other,Hasil Review_Hubungan Kepemimpinan Ketua Kelompok dengan Keefektifan Kelompok Tani Padi Sawah di Kecamatan Sukoharjo Kabupaten Pringsewu,,archive,29237,2021-04-13 01:11:03,show,609,"[{'placement': 1, 'eprintid': 29237, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43345', 'security': 'public', 'main': 'NASIONAL_Hubungan kepemimpinan ketua kelompok dengan keefektifan kelompok tani padi sawah di Kecamatan Sukoraharjo Kabupaten Pringsewu.pdf', 'docid': 43345, 'files': [{'datasetid': 'document', 'fileid': 259097, 'hash': '0761ea757389d10c1c77ce6557922b71', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-12 08:50:38', 'objectid': 43345, 'filesize': 1953025, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259097', 'filename': 'NASIONAL_Hubungan kepemimpinan ketua kelompok dengan keefektifan kelompok tani padi sawah di Kecamatan Sukoraharjo Kabupaten Pringsewu.pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-04-13 01:11:03,Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,['FP26'],disk0/00/02/92/37,2021-04-13 01:11:03,public,pub,7,['S1'],,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/29237,[{'url': 'http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/article/view/9376'}],,,Hasil Review Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,,,,http://ejurnal.litbang.pertanian.go.id/index.php/jpengkajian/article/view/9376,,,,,,,,,,,,,
48,"[{'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'IRWAN', 'honourific': None, 'lineage': None, 'family': 'EFFENDI'}, 'id': None}, {'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}, 'id': 'amutolib24@yahoo.com'}, {'id': None, 'name': {'given': 'Ali', 'honourific': None, 'lineage': None, 'family': 'Rahmat'}}]",other,FIX OK_HASIL REVIEW_The behavior of Extension Agents in Utilizing Information and Technology to Improve the Performance of Extension Agents in Lampung Province,,archive,39572,2022-02-19 10:30:13,show,609,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'the behavior.pdf', 'files': [{'mtime': '2022-02-19 06:35:28', 'hash_type': 'MD5', 'filename': 'the behavior.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444364', 'objectid': 160858, 'filesize': 1888724, 'hash': 'fe11fcb6f0b9ea1c05ad0ee6ffb3f015', 'mime_type': 'application/pdf', 'fileid': 444364, 'datasetid': 'document'}], 'docid': 160858, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160858', 'pos': 2, 'eprintid': 39572, 'placement': 2}]",2022-02-19 10:30:13,IOP Conf. Series: Earth and Environmental Science,['FP26'],disk0/00/03/95/72,2022-02-19 10:30:13,public,pub,10,['S1'],,2019-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39572,,,,FIK OK HASIL REVIEW IOP Conf. Series: Earth and Environmental Science,,,,,,,,,,,,,,,,,
49,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'EFFENDI', 'given': 'IRWAN'}, 'id': None}, {'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'given': 'Ali', 'family': 'Rahmat', 'lineage': None, 'honourific': None}, 'id': None}]",other,FIX PEER REVIEW_The behavior of Extension Agents in Utilizing Information and Technology to Improve the Performance of Extension Agents in Lampung Province,,archive,39547,2022-02-19 10:56:04,show,609,"[{'eprintid': 39547, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160826', 'format': 'text', 'files': [{'filename': 'FIX PEER REVIEEW THE BEHAVIOR.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444118', 'objectid': 160826, 'filesize': 1785300, 'mtime': '2022-02-18 22:16:51', 'hash_type': 'MD5', 'hash': '63c35d0d04fb28bbdb5f92c293ecfd9e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 444118}], 'main': 'FIX PEER REVIEEW THE BEHAVIOR.pdf', 'docid': 160826, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-02-19 10:56:04,Journal of Physics: Conference Series,['FP26'],disk0/00/03/95/47,2022-02-19 10:56:04,public,pub,8,['S1'],,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/39547,,,,FIX PEER REVIEW Journal of Physics: Conference Series,,,,,,,,,,,,,,,,,
50,"[{'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'family': 'EFFENDI', 'lineage': None, 'honourific': None, 'given': 'IRWAN'}, 'id': None}, {'id': 'amutolib24@yahoo.com', 'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rahmat', 'given': 'Ali'}, 'id': None}]",article,"The behavior of Extension Agents in Utilizing Information and
Technology to Improve the Performance of Extension Agents in
Lampung Province",,archive,11616,2019-05-06 01:47:28,show,609,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 24612, 'main': 'Listiana_2019_J._Phys.%3A_Conf._Ser._1155_012004.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/105189', 'filename': 'Listiana_2019_J._Phys.%3A_Conf._Ser._1155_012004.pdf', 'filesize': 389146, 'objectid': 24612, 'mtime': '2019-05-04 08:48:49', 'hash_type': 'MD5', 'hash': '101c2a242cedd2bda6d169d00f84254c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 105189}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24612', 'eprintid': 11616, 'placement': 1}]",2019-05-06 01:47:28,IOP Publishing,['FP26'],disk0/00/01/16/16,2019-05-06 01:47:28,public,pub,6,['H1'],published,2019-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11616,"[{'type': 'author', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/pdf'}]",,,"The behavior of Extension Agents in Utilizing Information and
Technology to Improve the Performance of Extension Agents in
Lampung Province",,TRUE,1-9,https://iopscience.iop.org/issue/1742-6596/1155/1,1755-1315,IOP Conf. Series: Earth and Environmental Science,,1155,2019.0,12004,,,,,,,
51,"[{'name': {'family': 'Listiana', 'lineage': None, 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'IRWAN', 'family': 'EFFENDI', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}}]",other,similarity check result The behavior of Extension Agents in Utilizing Information and Technology to Improve the Performance of Extension Agents in Lampung Province,Journal of Physics: Conference Series,archive,28257,2021-03-08 01:52:08,show,609,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'The_Behavior_of_Extension_Agents_in_Utilizing___IO_2.pdf', 'files': [{'hash': 'e409f3db8ffb15e51de186ec48bacd6e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 251357, 'filename': 'The_Behavior_of_Extension_Agents_in_Utilizing___IO_2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251357', 'objectid': 42304, 'filesize': 2175117, 'mtime': '2021-03-07 11:45:56', 'hash_type': 'MD5'}], 'docid': 42304, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42304', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28257}]",2021-03-08 01:52:08,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta,['FP26'],disk0/00/02/82/57,2021-03-08 01:52:08,public,pub,7,['H1'],published,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/28257,"[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta', 'type': 'author'}]",,,"The ability of individuals to utilize information and technology (IT) is needed, it also happens in the agriculture field. Extension agents are required to have the ability to use IT to support their performance. The ability to utilize IT can encourage the presence of professional, broad-minded and high-capacity extension agents. The high capacity of agents will facilitate 
them to carry out its performance. In fact, the problem in the field is the low performance of agricultural extension agents. It can be due to various issues such as low capacity, lack of infrastructure availability, low ability to access information and others, these issues were also 
found in extension agents in Lampung Province. The aim of this study is to measure the behavior of agricultural, fisheries and forestry extension agents in utilizing IT. This research is a descriptive study using a survey method with quantitative and qualitative approaches. The study 
was conducted in Lampung Province with 355 respondents. The results suggested that the knowledge of the extension agents in utilizing IT classified as the high category, however, the behavior of the extension agents in utilizing IT still needs to be improved to be good behavior in 
utilizing IT. Likewise, the extension agent’s skill in utilizing IT is still in the medium category, therefore the support of all parties is needed to increase extension agent’s behavior in utilizing IT becomes better and can support the performance of extension agents.",,,,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012004/meta,,,,,,,,,,,,,
52,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}}, {'id': 'agus.hudoyo@gmail.com', 'name': {'given': 'Agus', 'honourific': None, 'family': 'Hudoyo', 'lineage': None}}, {'id': None, 'name': {'given': 'Rio Tedy', 'family': 'Prayitno', 'lineage': None, 'honourific': None}}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}}]",other,hasil review_Adoption level of environmentally friendly paddy cultivated innovation in pringsewu district Lampung province Indonesia,,archive,29317,2021-04-13 08:05:01,show,609,"[{'placement': 1, 'eprintid': 29317, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43437', 'pos': 1, 'security': 'public', 'files': [{'mtime': '2021-04-13 07:14:34', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/259791', 'filename': 'PROSIDING_Adoption level of environmentally friendly paddy cultivated innovation in pringsewu district Lampung province Indonesia.pdf', 'filesize': 1983588, 'objectid': 43437, 'mime_type': 'application/pdf', 'hash': 'b788ed912d51bbe658cca0e1b031b8ba', 'datasetid': 'document', 'fileid': 259791}], 'main': 'PROSIDING_Adoption level of environmentally friendly paddy cultivated innovation in pringsewu district Lampung province Indonesia.pdf', 'docid': 43437, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-04-13 08:05:01,Young Scholar Symposium on Science Education and Environment,['FP26'],disk0/00/02/93/17,2021-04-13 08:05:01,public,pub,7,['S1'],,1970-01-01 00:00:00.000002019,http://repository.lppm.unila.ac.id/id/eprint/29317,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012025/pdf'}],,,hasil review Young Scholar Symposium on Science Education and Environment,,,,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012025/pdf,,,,,,,,,,,,,
53,"[{'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}, 'id': 'indahlistiana1@gmail.com'}, {'name': {'given': 'Sumardjo', 'lineage': None, 'family': 'Sumardjo', 'honourific': None}, 'id': 'sumardjo252@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Sadono', 'lineage': None, 'given': 'Dwi'}}, {'name': {'given': 'Prabowo', 'honourific': None, 'family': 'Tjitropranoto', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Ariyanto', 'lineage': None, 'given': 'Dafit'}, 'id': None}]",other,Hasil Review_Internet Usage in Agricultural Extension Activities in Lampung Province,,archive,39361,2022-02-17 01:15:38,show,609,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 160644, 'main': 'Fix_Peer Review_ Internet Usage In Agricultural.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-02-15 23:48:10', 'objectid': 160644, 'filesize': 1116008, 'filename': 'Fix_Peer Review_ Internet Usage In Agricultural.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442694', 'fileid': 442694, 'datasetid': 'document', 'hash': '3036b9c8af24e4bc22a5264877b1f8c9', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160644', 'eprintid': 39361, 'placement': 1}]",2022-02-17 01:15:38,International Journal of Innovative Technology and Exploring Engineering,['FP26'],disk0/00/03/93/61,2022-02-17 01:15:38,public,pub,9,['S1'],,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39361,,,,Hasil Review International Journal of Innovative Technology and Exploring Engineering,,,,https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf,,,,,,,,,,,,,
54,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'id': 'sumardjo252@gmail.com', 'name': {'honourific': None, 'family': 'Sumardjo', 'lineage': None, 'given': 'Sumardjo'}}, {'id': None, 'name': {'given': 'dwi', 'family': 'sadono', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Tjitropranoto', 'given': 'Prabowo'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Ariyanto', 'lineage': None, 'given': 'dafit'}}]",other,hasil review_Internet usage in agricultural extension activities in Lampung province Indonesia,,archive,29206,2021-04-13 01:13:27,show,609,"[{'eprintid': 29206, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43312', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/258860', 'filename': 'INTERNASIONAL_Internet usage in agricultural extension activities in Lampung province Indonesia.pdf', 'objectid': 43312, 'filesize': 1935617, 'mtime': '2021-04-12 07:30:40', 'hash_type': 'MD5', 'hash': 'ae90e1536300ec8f4c8600f8d07fb938', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 258860}], 'main': 'INTERNASIONAL_Internet usage in agricultural extension activities in Lampung province Indonesia.pdf', 'docid': 43312, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-04-13 01:13:27,international journal of innovative technology and exploring engineering,['FP26'],disk0/00/02/92/06,2021-04-13 01:13:27,public,pub,8,['S1'],,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29206,[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf'}],,,hasil review international journal of innovative technology and exploring engineering,,,,https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf,,,,,,,,,,,,,
55,"[{'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}, {'name': {'given': 'Sumardjo', 'honourific': None, 'lineage': None, 'family': 'Sumardjo'}, 'id': 'sumardjo252@gmail.com'}, {'name': {'family': 'sadono', 'lineage': None, 'honourific': None, 'given': 'dwi'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Tjitropranoto', 'given': 'Prabowo'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Ariyanto', 'given': 'dafit'}}]",other,"similarity check result Internet Usage in Agricultural Extension Activities in Lampung Province, Indonesia",International Journal of Innovative Technology and Exploring Engineering    (IJITEE),archive,28252,2021-03-07 11:08:34,show,609,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 42299, 'main': 'Internet_Usage_in_Agricultural_Extension_Activitie_2.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '73315dd21b2751f1cbe49c3f8430b870', 'datasetid': 'document', 'fileid': 251305, 'filename': 'Internet_Usage_in_Agricultural_Extension_Activitie_2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/251305', 'filesize': 3467275, 'objectid': 42299, 'mtime': '2021-03-07 11:01:33', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42299', 'security': 'public', 'placement': 1, 'eprintid': 28252}]",2021-03-07 11:08:34,https://www.ijitee.org/,['FP26'],disk0/00/02/82/52,2021-03-07 11:08:34,public,pub,8,['H1'],published,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28252,,,,"Low internet usage by extension agent, impact on the inhibition of the flow of information to the farmers and lead to the income received by farmers. In the digital era today, if the extension agent is not encouraged to use the internet then they will be left behind and will be left out by the farmers. This study aimed to (1) analyze the internet availability in Lampung Province (2) to analyze the level of internet usage for extension agent in Lampung and (3) to analyze factors influencing internet usage of extension agent. This research was conducted in Lampung Province with analysis unit of extension agent in the 
office of BP3K (Extension Agency of Agriculture, Fisheries, and Forestry) which has been facilitated by computer and internet network. Respondents consisted of 355 extension agent served in BP3K. Multiple Linear Regression Analysis was used to determine the effect of independent variables on the dependent variable. The availability of facilities and internet network in 
Extension Offices is not sufficient even extension agent used their private facilities. The Internet network had reached the remote areas very well in spreading and transmitting information. Almost all extension agent have internet-connected devices and internet-based applications. Extension agents facilitated by computer and internet network communicating using social media, however capabilities in using the internet to search information related agricultural technology remained low. The use of the internet by extension agent was influenced by the nature of internet innovation, the number of Internet-based applications and the amount of existed hardware.",,,,https://www.ijitee.org/wp-content/uploads/papers/v8i12/L30971081219.pdf,,,,,,,,,,,,,
56,"[{'name': {'given': 'Ahmad', 'honourific': None, 'lineage': None, 'family': 'Miftahuddin,'}}, {'name': {'honourific': None, 'family': 'Nikmatullah,', 'lineage': None, 'given': 'Dewangga'}}, {'name': {'lineage': None, 'family': 'Rangga,', 'honourific': None, 'given': 'Kordiyana'}}]",article,HUBUNGAN TINGKAT PARTISIPASI ANGGOTA KELOMPOK TANI DENGAN DINAMIKA KELOMPOK TANI SERTA PENINGKATAN PRODUKSI PADI DI DESA CINTAMULYA KECAMATAN CANDIPURO KABUPATEN LAMPUNG SELATAN,,archive,22273,2020-06-11 07:40:30,show,966,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'JURNAL.pdf', 'files': [{'objectid': 35689, 'filesize': 485838, 'uri': 'http://repository.lppm.unila.ac.id/id/file/204848', 'filename': 'JURNAL.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-11 07:15:02', 'fileid': 204848, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c864a93c3c7550dbe90f5202f0171667'}], 'docid': 35689, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35689', 'security': 'public', 'placement': 1, 'eprintid': 22273}]",2020-06-11 07:40:30,JIIA,['FP26'],disk0/00/02/22/73,2020-06-11 07:40:30,public,pub,7,['S1'],,2019-05-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22273,[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3384'}],,,"This study aims to examine participation level of farmer group members, farmer group dynamics, rice production increase, and the relationship between the the participation, group dynamics and rice production increase in Cintamulya Village, Candipuro District, South Lampung Regency. Respondents in this study were 85 farmers. The study was conducted in August - September 2017. The research method used was a survey method using a quantitative descriptive analysis method. The relationship among variables are analyzed using nonparametric statistics Spearman rank correlation test. The results showed that the participation rate of farmer group members is in a low category, group dynamics is in less dynamic category, and increase production is included in a low category. There are significant relationships between the level of participation of members of farmer groups and farmer group dynamics, the level of participation and production increase, and group dynamics and production increase.",,TRUE,242-246,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3384,,"This study aims to examine participation level of farmer group members, farmer group dynamics, rice production increase, and the relationship between the the participation, group dynamics and rice production increase in Cintamulya Village, Candipuro Distr",,7,2.0,,,,,,,,
