,date_type,subjects,uri,date,abstract,volume,publisher,publication,dir,divisions,rev_number,ispublished,full_text_status,issn,succeeds,status_changed,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,official_url,lastmod,documents,userid,number,title,refereed,type,creators,contact_email,id_number,related_url,place_of_pub,contributors,keywords,referencetext,event_type,event_title,event_location,pres_type,event_dates,funders,corp_creators,pages,patent_applicant,book_title,series,isbn,editors
10,,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/18756,2020-03-16 00:00:00.000000000,,,The Institute of Research & Community Outreach - Petra Christian University,,disk0/00/01/87/56,['FT7'],7,pub,public,,,2020-03-17 01:53:52,show,,2020-03-17 01:53:52,18756,archive,http://jurnalmesin.petra.ac.id/index.php/mes/pages/view/indexing,2020-03-17 01:53:52,"[{'main': 'Hasil peer review gabungan_Isothermal Oxidation Behavior of Aluminized AISI 1020 Steel at the Temperature of 700 oC.pdf', 'docid': 31941, 'files': [{'fileid': 157464, 'datasetid': 'document', 'hash': '62942c779bc5fbc5f1fa2fc8d1c1c8c1', 'mime_type': 'application/pdf', 'filesize': 2359644, 'objectid': 31941, 'uri': 'http://repository.lppm.unila.ac.id/id/file/157464', 'filename': 'Hasil peer review gabungan_Isothermal Oxidation Behavior of Aluminized AISI 1020 Steel at the Temperature of 700 oC.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-16 09:57:54'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 18756, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31941', 'security': 'public'}]",451,,Hasil peer review gabungan_Isothermal Oxidation Behavior of Aluminized AISI 1020 Steel at the Temperature of 700 oC,,other,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'family': 'Badaruddin', 'lineage': None, 'honourific': None, 'given': 'Mohammad'}}]",,https://doi.org/10.9744/jtm.15.1.15-20,,Jurnal Teknik Mesin- Univ. Kristen Petra,,,,,,,,,,,,,,,,
11,,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/18757,2020-03-16 00:00:00.000000000,,,Penerbit Program Studi Teknik Mesin-Universitas Nusa Cendana-Kupang,,disk0/00/01/87/57,['FT7'],7,pub,public,,,2020-03-17 01:54:25,show,,2020-03-17 01:54:25,18757,archive,http://prosiding.bkstm.org/prosiding/seminar/2018,2020-03-17 01:54:25,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Hasil peer review gabungan_ Low Cycle Fatigue Analysis of an Annealed AISI 4140 Steel.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/157471', 'filename': 'Hasil peer review gabungan_ Low Cycle Fatigue Analysis of an Annealed AISI 4140 Steel.pdf', 'objectid': 31942, 'filesize': 2665176, 'mtime': '2020-03-16 10:01:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a1762bbaa163ae89ab9660c5543b1bfd', 'datasetid': 'document', 'fileid': 157471}], 'docid': 31942, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31942', 'security': 'public', 'placement': 1, 'eprintid': 18757}]",451,,Hasil peer review gabungan_Low Cycle Fatigue Analysis of an Annealed AISI 4140 Steel,,other,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'given': 'Mohammad', 'honourific': None, 'lineage': None, 'family': 'Badaruddin'}}]",,,,Prosiding SNTTM 2018,,,,,,,,,,,,,,,,
12,,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/18745,2020-03-16 00:00:00.000000000,,,IOP Publishing Ltd.,,disk0/00/01/87/45,['FT7'],7,unpub,public,,,2020-03-17 01:39:26,show,,2020-03-17 01:39:26,18745,archive,https://iopscience.iop.org/article/10.1088/2053-1591/ab2508,2020-03-17 01:39:26,"[{'placement': 1, 'eprintid': 18745, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31930', 'security': 'public', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/157389', 'filename': 'Hasil peer review gabungan_The resistance of an aluminide coating on a high-strength ASTM A29 steel subjected to a temperature of 850°C..pdf', 'filesize': 2435764, 'objectid': 31930, 'mtime': '2020-03-16 09:14:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c8d452f611861b632fc2f20b2440e420', 'fileid': 157389, 'datasetid': 'document'}], 'main': 'Hasil peer review gabungan_The resistance of an aluminide coating on a high-strength ASTM A29 steel subjected to a temperature of 850°C..pdf', 'docid': 31930, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",451,,Hasil peer review gabungan_The resistance of an aluminide coating on a high-strength ASTM A29 steel subjected to a temperature of 850°C.,,other,"[{'name': {'honourific': None, 'family': 'Badaruddin', 'lineage': None, 'given': 'Mohammad'}, 'id': 'mbruddin@eng.unila.ac.id'}]",,http://doi.org/10.1088/2053-1591/ab2508,,Material Research Express,,,,,,,,,,,,,,,,
13,published,"['TH', 'TJ']",http://repository.lppm.unila.ac.id/id/eprint/18243,2020-01-30 00:00:00.000000000,,232,Elsevier-Science Direct,Construction and Building Materials,disk0/00/01/82/43,['FT7'],6,unpub,none,0950-0618,,2020-03-03 07:17:07,show,117193,2020-03-03 07:17:07,18243,archive,https://www.journals.elsevier.com/construction-and-building-materials,2020-03-03 07:17:07,,451,3,Similarity check result for An_experimental_investigation_of_the_mechanical_st,TRUE,article,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Badaruddin', 'lineage': None, 'given': 'Mohammad'}}]",,https://doi.org/10.1016/j.conbuildmat.2019.117193,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,,,
14,published,"['TH', 'TJ']",http://repository.lppm.unila.ac.id/id/eprint/18266,2020-01-30 00:00:00.000000000,,,Elsevier,,disk0/00/01/82/66,['FT7'],8,unpub,public,,,2020-03-03 07:15:48,show,,2020-03-03 07:15:48,18266,archive,https://www.sciencedirect.com/science/article/abs/pii/S0950061819326455,2020-03-03 07:15:48,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Similarity check result for  An_experimental_investigation_of_the_mechanical_st.pdf', 'docid': 31418, 'files': [{'datasetid': 'document', 'fileid': 153791, 'mime_type': 'application/pdf', 'hash': '569fed5778b7203b76c8fd6e97fcf2c4', 'objectid': 31418, 'filesize': 5619438, 'uri': 'http://repository.lppm.unila.ac.id/id/file/153791', 'filename': 'Similarity check result for  An_experimental_investigation_of_the_mechanical_st.pdf', 'hash_type': 'MD5', 'mtime': '2020-02-27 10:16:54'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31418', 'eprintid': 18266, 'placement': 1}]",451,,"Similarity check result: An experimental investigation of the mechanical strength of cold-drawn AISI 1018 steel under high-temperature steady- and transient-state
conditions",,other,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Badaruddin', 'given': 'Mohammad'}}]",,https://doi.org/10.1016/j.conbuildmat.2019.117193,,Construction and Building Materials,,,,,,,,,,,,,,,,
15,completed,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/18744,2020-03-16 00:00:00.000000000,,,IOP Publishing Ltd.,,disk0/00/01/87/44,['FT7'],7,unpub,public,,,2020-03-17 01:38:08,show,,2020-03-17 01:38:08,18744,archive,https://iopscience.iop.org/journal/2053-1591,2020-03-17 01:38:08,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 31929, 'main': 'Hasil peer review gabungan_The resistance of an aluminide coating on a high-strength ASTM A29 steel subjected to a temperature of 850°C..pdf', 'files': [{'hash': 'c8d452f611861b632fc2f20b2440e420', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 157381, 'mtime': '2020-03-16 09:09:10', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/157381', 'filename': 'Hasil peer review gabungan_The resistance of an aluminide coating on a high-strength ASTM A29 steel subjected to a temperature of 850°C..pdf', 'objectid': 31929, 'filesize': 2435764}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31929', 'pos': 1, 'eprintid': 18744, 'placement': 1}]",451,,The resistance of an aluminide coating on a high-strength ASTM A29 steel subjected to a temperature of 850°C,,other,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'given': 'Mohammad', 'lineage': None, 'family': 'Badaruddin', 'honourific': None}}]",,http://doi.org/10.1088/2053-1591/ab2508,,Material Research Express,,,,,,,,,,,,,,,,
16,published,"['TJ', 'TL']",http://repository.lppm.unila.ac.id/id/eprint/19316,2020-04-22 00:00:00.000000000,"The mechanical and the low cycle fatigue (LCF) properties of cold-drawn AISI 1018 steel (CDS 1018) with and without hot-dip aluminizing (HDA) coating had been experimentally investigated at room temperature. The tensile properties and the LCF properties were determined from tensile test results and cyclic strain-fatigue test results, respectively. The aluminide coating on the CDS 1018 significantly decreases the mechanical properties and the strain-fatigue life of the steel. With increasing in strain amplitude levels, CDS 1018 experienced continuously cyclic softening behaviour after cyclic loading in few cycles. By contrast, the cyclic softening of HDA steel was observed in few cycles and HDA steel continuously exhibits the stably cyclic hardening behaviour until failure. CDS 1018 with aluminide coating results the longer transition fatigue cycles (Nt) than those of CDS 1018 without aluminide coating by a factor of ~3.0. CDS 1018 with HDA coating can be used for material components which the components are safely designed under cyclic loading below the yield strength of the material.",807,IOP Conference,"Materials Science and Engineering,",disk0/00/01/93/16,['FT7'],7,pub,public,1757-899X,,2020-04-27 02:37:44,show,12019,2020-04-27 02:37:44,19316,archive,https://iopscience.iop.org/article/10.1088/1757-899X/807/1/012019,2020-04-27 02:37:44,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32543', 'security': 'public', 'placement': 1, 'eprintid': 19316, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 32543, 'main': 'Badaruddin_2020_IOP_Conf._Ser.__Mater._Sci._Eng._807_012019.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'd38abf0e0bd27473a8cf605fd3472152', 'datasetid': 'document', 'fileid': 161657, 'filename': 'Badaruddin_2020_IOP_Conf._Ser.__Mater._Sci._Eng._807_012019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161657', 'objectid': 32543, 'filesize': 1245354, 'mtime': '2020-04-25 02:49:23', 'hash_type': 'MD5'}], 'format': 'text'}]",451,,IOP Conference Series: Materials Science and EngineeringPAPER • OPEN ACCESSLow Cycle Fatigue Properties of Aluminizing Coating on Cold-DrawnAISI 1018 Steel,TRUE,article,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'family': 'Badaruddin', 'lineage': None, 'honourific': None, 'given': 'Mohammad'}}, {'name': {'given': 'Rio Dicki', 'family': 'Kurniawan', 'lineage': None, 'honourific': None}, 'id': 'riodicki@gmail.com'}, {'name': {'family': 'Sugiyanto', 'lineage': None, 'honourific': None, 'given': 'Sugiyanto'}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}, {'name': {'given': 'Ambar', 'lineage': None, 'family': 'Pambudi', 'honourific': None}, 'id': 'ambarp@gmail.com'}]",,10.1088/1757-899X/807/1/012019,,,,,,,,,,,,,,,,,,
17,published,"['TA', 'TH', 'TJ']",http://repository.lppm.unila.ac.id/id/eprint/15402,2020-01-30 00:00:00.000000000,"Generally, in the event of a fire, steel structures exhibit different characteristics in terms of mechanical property degradation, which is significantly affected by the manufacturing of the steel. Therefore, the mechanical properties of cold-drawn AISI 1018 steel (CDS 1018) at elevated temperatures under steady- and transient-state conditions were investigated. The thermal expansion of CDS 1018 is relatively less than the thermal expansion predicted using Eurocode and ASCE standards at temperatures ranging from 25650 C. Dynamic strain ageing (DSA) improves the mechanical strength of CDS 1018 at steady-state temperatures ranging from 400 to 500 °C. Under transient-state conditions, the mechanical strength of CDS 1018 is better than those of high-strength steel (HSS) and ultrahigh-strength steel (UHSS) grades in the temperature range of 500600 °C. Application of the cold-drawing process to AISI 1018 steel provides thermal creep resistance at temperatures up to 600 °C. The current design standards from the Eurocode, ASCE and AISC cannot be adapted for the fire-resistant design of structural mild steel delivered by cold-drawing conditions. Therefore, the present experimental data series obtained from steady- and transient-state methods are applicable to predict the mechanical degradation of CDS 1018 for engineering applications in fire-safety design.",232,Elsevier,Construction and Bulding Materials,disk0/00/01/54/02,['FT7'],8,pub,public,0950-0618,,2019-11-05 10:51:37,show,117193,2019-11-05 10:51:37,15402,archive,https://www.journals.elsevier.com/construction-and-building-materials,2019-11-05 10:51:37,"[{'docid': 28527, 'main': 'pagination_JCBM_117193.pdf', 'files': [{'objectid': 28527, 'filesize': 3927461, 'filename': 'pagination_JCBM_117193.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/132871', 'hash_type': 'MD5', 'mtime': '2019-11-04 11:53:27', 'datasetid': 'document', 'fileid': 132871, 'hash': 'bd3632aadd257eeac8f1a8039dbcf167', 'mime_type': 'application/pdf'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 15402, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28527', 'pos': 1, 'security': 'public'}]",451,,An experimental investigation of the mechanical strength of cold-drawn AISI 1018 steel under high-temperature steady- and transient-state conditions,TRUE,article,"[{'name': {'given': 'Mohammad', 'honourific': None, 'lineage': None, 'family': 'Badaruddin'}, 'id': 'mbruddin@eng.unila.ac.id'}, {'name': {'given': 'Agus', 'honourific': None, 'family': 'Sugiri', 'lineage': None}, 'id': 'agussugiri@yahoo.co.id'}, {'name': {'given': 'Chaur Chaur', 'honourific': None, 'lineage': None, 'family': 'Wang'}, 'id': 'cjwang@mail.ntust.edu.tw'}]",,https://doi.org/10.1016/j.conbuildmat.2019.117193,,,,,,,,,,,,,,,,,,
18,published,"['TH', 'TJ']",http://repository.lppm.unila.ac.id/id/eprint/24284,2020-01-30 00:00:00.000000000,"Generally, in the event of a fire, steel structures exhibit different characteristics in terms of mechanical property degradation, which is significantly affected by the manufacturing of the steel. Therefore, the mechanical properties of cold-drawn AISI 1018 steel (CDS 1018) at elevated temperatures under steady- and transient-state conditions were investigated. The thermal expansion of CDS 1018 is relatively less than the thermal expansion predicted using Eurocode and ASCE standards at temperatures ranging from 25 to 650 °C. Dynamic strain ageing (DSA) improves the mechanical strength of CDS 1018 at steady-state temperatures ranging from 400 to 500 °C. Under transient-state conditions, the mechanical strength of CDS 1018 is better than those of high-strength steel (HSS) and ultrahigh-strength steel (UHSS) grades in the temperature range of 500–600 °C. Application of the cold-drawing process to AISI 1018 steel provides thermal creep resistance at temperatures up to 600 °C. The current design standards from the Eurocode, ASCE and AISC cannot be adapted for the fire-resistant design of structural mild steel delivered by cold-drawing conditions. Therefore, the present experimental data series obtained from steady- and transient-state methods are applicable to predict the mechanical degradation of CDS 1018 for engineering applications in fire-safety design.",232,Elsevier,Construction and Building Materials,disk0/00/02/42/84,['FT7'],7,pub,public,0950-0618,,2020-10-09 14:09:25,show,117193,2020-10-09 14:09:25,24284,archive,https://www.sciencedirect.com/journal/construction-and-building-materials,2020-10-09 14:09:25,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 38002, 'main': 'An experimental investigation of the mechanical strength of cold-drawn AISI 1018 steel under high-temperature steady- and transient-state conditions.pdf', 'files': [{'mtime': '2020-10-08 13:54:32', 'hash_type': 'MD5', 'filename': 'An experimental investigation of the mechanical strength of cold-drawn AISI 1018 steel under high-temperature steady- and transient-state conditions.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221005', 'objectid': 38002, 'filesize': 4240696, 'mime_type': 'application/pdf', 'hash': 'c152beb13258a64cddb306734b9fd1e1', 'fileid': 221005, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38002', 'eprintid': 24284, 'placement': 1}]",451,,An experimental investigation of the mechanical strength of cold-drawn AISI 1018 steel under high-temperature steady- and transient-state conditions,TRUE,article,"[{'id': 'mbruddin@eng.unila.ac.id', 'name': {'given': 'Mohammad', 'honourific': None, 'lineage': None, 'family': 'Badaruddin'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sugiri', 'given': 'Agus'}, 'id': 'agussugiri@yahoo.co.id'}, {'id': 'cjwang@mail.ntust.edu.tw', 'name': {'family': 'Wang', 'lineage': None, 'honourific': None, 'given': 'Chaur Chaur'}}]",,https://doi.org/10.1016/j.conbuildmat.2019.117193,,,,,,,,,,,,,,,,,,
19,published,"['TA', 'TH', 'TN']",http://repository.lppm.unila.ac.id/id/eprint/17353,2020-01-02 00:00:00.000000000,"High-temperature corrosion of aluminized-American Iron and Steel Institute (AISI) 1020 steel with sodium chloride (NaCl) and sodium sulphate (Na2SO4) deposits was studied using isothermal oxidization in a dry air environment at 700∘C for 49 h. NaCl and Na2SO4 deposits on the aluminide layer interfered with protective alumina/aluminium oxide (Al2O3) scale formation on the steel substrate. Chlorine and sulphur gases (Cl2g and Sg, respectively) released into the atmosphere corroded the protective Al2O3 layer. Corrosion of the Al2O3 layer was also due to local formation of iron oxide (Fe2O3). Fe2O3 growth is attributed to ferric chloride (FeCl3) vaporization. Sg diffusion into the Al2O3 scale via Al3+ vacancy defects led to the formation of aluminium sulphide on the aluminide layer surface. Cl and S consequently induced hot corrosion of the aluminized steel, thereby increasing cyclic oxychloridation and sulphidation rates at high temperatures.",43,Indian Academy of Sciences,Bulletin of Materials Science,disk0/00/01/73/53,['FT7'],8,pub,public,0973-7669,,2020-02-17 03:40:50,show,1-8,2020-02-17 03:40:50,17353,archive,https://link.springer.com/journal/12034,2020-02-17 03:40:50,"[{'files': [{'fileid': 146851, 'datasetid': 'document', 'hash': 'b2800cfb2608252381a086565c60cccf', 'mime_type': 'application/pdf', 'objectid': 30464, 'filesize': 69921, 'filename': 'High-Temperature Corrosion of Aluminized AISI 1020 Steel with NaCl and Na2SO4 Deposits\uf0b2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146851', 'hash_type': 'MD5', 'mtime': '2019-12-18 14:18:35'}], 'main': 'High-Temperature Corrosion of Aluminized AISI 1020 Steel with NaCl and Na2SO4 Deposits\uf0b2.pdf', 'docid': 30464, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 17353, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30464', 'pos': 1, 'security': 'public'}]",451,1,"High-temperature corrosion of aluminized-AISI 1020 steel with NaCl and Na2SO4
deposits",TRUE,article,"[{'name': {'lineage': None, 'family': 'Badaruddin', 'honourific': None, 'given': 'Mohammad'}, 'id': 'mbruddin@eng.unila.ac.id'}, {'name': {'given': 'Sugiyanto', 'lineage': None, 'family': 'Sugiyanto', 'honourific': None}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Asmi', 'honourific': None, 'given': 'Dwi'}, 'id': 'dwiasmi82@yahoo.com'}]",mbruddin@eng.unila.ac.id,doi.org/10.1007/s12034-019-1984-0,,,,Aluminized 1020 steel hot corrosion oxychloridation sulphidation alumina/aluminium oxide (Al2O3),"1.
    Subhash K, Jayaganthan R and Prakash S 2010 Bull. Mater. Sci. 33 299CrossRefGoogle Scholar
    2.
    Safadoost A, Davoodi M and Mansoori S A A 2014 J. Nat. Gas Sci. Eng. 19 105CrossRefGoogle Scholar
    3.
    Mishra N K and Mishra S B 2015 Bull. Mater. Sci. 38 1679CrossRefGoogle Scholar
    4.
    Lindberg D, Niemi J, Engblom M, Yrjas P, Lauren T and Hupa M 2016 Fuel Process. Technol. 141 285CrossRefGoogle Scholar
    5.
    Badaruddin M, Risano A Y E, Wardono H and Asmi D 2017 AIP Conf. Proc. 1788 030066CrossRefGoogle Scholar
    6.
    Sen M, Balasubramaniam R and Kumar A V R 2000 Bull. Mater. Sci. 23 399CrossRefGoogle Scholar
    7.
    Liu H H, Cheng W J and Wang C J 2011 Appl. Surf. Sci. 257 10645CrossRefGoogle Scholar
    8.
    Badaruddin M, Wang C J, Wardono H, Tarkono and Asmi D 2016 AIP Conf. Proc. 1711 040002Google Scholar
    9.
    Wang C J and Li C C 2004 Surf. Coat. Technol. 177–178 37CrossRefGoogle Scholar
    10.
    Wang C J, Lee J W and Twu T H 2003 Surf. Coat. Technol. 163–164 37CrossRefGoogle Scholar
    11.
    Bose S 2018 High-temperature corrosion in High temperature coating, chapter 5, 2nd edn (Butterworth-Heinemann: Elsevier) 74.  https://doi.org/10.1016/C2015-0-01316-8
    12.
    Yajiang L, Juan W, Yonglan Z and Holly X 2002 Bull. Mater. Sci. 25 635CrossRefGoogle Scholar
    13.
    Bouche K, Barbier F and Coulet A 1998 Mater. Sci. Eng. A 249 167CrossRefGoogle Scholar
    14.
    Pieraggi B 1987 Oxid. Met. 27 177CrossRefGoogle Scholar
    15.
    Badaruddin M and Sugiyanto 2013 Adv. Mater. Res. 789 463Google Scholar
    16.
    Koech P K and Wang C J 2018 Oxid. Met. 90 713CrossRefGoogle Scholar
    17.
    Shi L 1993 Oxid. Met. 40 197CrossRefGoogle Scholar
    18.
    Ciszak C, Popa I, Brossard J M, Monceau D and Chevalier S 2016 Corros. Sci. 110 91CrossRefGoogle Scholar
    19.
    Yan Y F, Xu X Q, Zhou D Q, Wang H, Wu Y, Liu X J et al 2013 Corros. Sci. 77 202CrossRefGoogle Scholar
    20.
    Speight J G 2002 Lange’s handbook of chemistry 16th edn (New York: McGraw-Hill)Google Scholar
    21.
    Godlewska E, Mitoraj M and Leszczynska K 2014 Corros. Sci. 78 63CrossRefGoogle Scholar
    22.
    Knacke O, Kubaschewski O and Hesselmann K 1977 Thermochemical properties of inorganic substance (Berlin: Springer) 91.  https://doi.org/10.1007/978-3-662-02293-1 CrossRefGoogle Scholar
    23.
    Neumann G 1990 in Diffusion in solid metals and alloys, numerical data and functional relationships in science and technology H Mehrer (ed) (Springer-Verlag, Berlin) vol. 26, p 152Google Scholar
    24.
    Le Claire A D 1990 in Diffusion in solid metals and alloys, numerical data and functional relationship in science and technology H Mehrer (ed) (Springer-Verlag, Berlin) vol. 26, p 129Google Scholar
    25.
    Tsaur C C, Rock J C, Wang C J and Su Y H 2005 Mater. Chem. Phys. 89 445CrossRefGoogle Scholar
    26.
    Buscaglia V, Nanni P and Bottino C 1990 Corros. Sci. 30 327CrossRefGoogle Scholar
    27.
    Lee W H and Lin R Y 1999 Mater. Chem. Phys. 58 231CrossRefGoogle Scholar",,,,,,,,,,,,,
20,published,['TJ'],http://repository.lppm.unila.ac.id/id/eprint/24285,2020-12-01 00:00:00.000000000,"High-temperature corrosion of aluminized-American Iron and Steel Institute (AISI) 1020 steel with sodium chloride (NaCl) and sodium sulphate (Na2SO4) deposits was studied using isothermal oxidization in a dry air environment at 700∘C for 49 h. NaCl and Na2SO4 deposits on the aluminide layer interfered with protective alumina/aluminium oxide (Al2O3) scale formation on the steel substrate. Chlorine and sulphur gases (Cl2g and Sg, respectively) released into the atmosphere corroded the protective Al2O3 layer. Corrosion of the Al2O3 layer was also due to local formation of iron oxide (Fe2O3). Fe2O3 growth is attributed to ferric chloride (FeCl3) vaporization. Sg diffusion into the Al2O3 scale via Al3+ vacancy defects led to the formation of aluminium sulphide on the aluminide layer surface. Cl and S consequently induced hot corrosion of the aluminized steel, thereby increasing cyclic oxychloridation and sulphidation rates at high temperatures.",43,Indian Academy of Sciences-Springer,Bulletin of Materials Science volume,disk0/00/02/42/85,['FT7'],6,pub,public,0973-7669,,2020-10-09 14:11:16,show,11,2020-10-09 14:11:16,24285,archive,https://www.springer.com/journal/12034,2020-10-09 14:11:16,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'High-temperature corrosion of aluminized-AISI 1020 steel with NaCl and Na2SO4 deposits.pdf', 'docid': 38003, 'files': [{'hash': '146854e8a9daac3ca2519e26b70a6a51', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 221012, 'mtime': '2020-10-08 14:02:49', 'hash_type': 'MD5', 'filename': 'High-temperature corrosion of aluminized-AISI 1020 steel with NaCl and Na2SO4 deposits.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221012', 'filesize': 2576133, 'objectid': 38003}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38003', 'security': 'public', 'placement': 1, 'eprintid': 24285}]",451,,High-temperature corrosion of aluminized-AISI 1020 steel with NaCl and Na2SO4 deposits,TRUE,article,"[{'name': {'honourific': None, 'family': 'Badaruddin', 'lineage': None, 'given': 'Mohammad'}, 'id': 'mbruddin@eng.unila.ac.id'}, {'id': 'sugiyanto.1957@eng.unila.ac.id', 'name': {'given': 'Sugiyanto', 'honourific': None, 'family': 'Sugiyanto', 'lineage': None}}, {'name': {'given': 'Dwi', 'family': 'Asmi', 'lineage': None, 'honourific': None}, 'id': 'dwiasmi82@yahoo.com'}]",,https://doi.org/10.1007/s12034-019-1984-0,,,,,,,,,,,,,,,,,,
