,rev_number,ispublished,status_changed,full_text_status,divisions,publication,dir,uri,abstract,subjects,refereed,title,type,creators,documents,lastmod,userid,metadata_visibility,eprint_status,eprintid,datestamp,publisher,issn,corp_creators,funders,official_url,number,volume,date_type,place_of_pub,related_url,id_number,pagerange,contributors,contact_email,event_title,event_type,event_dates,pres_type,event_location,succeeds,referencetext
77,7,pub,2020-01-02 02:13:58,public,['FT7'],,disk0/00/01/72/36,http://repository.lppm.unila.ac.id/id/eprint/17236,"We present here a three-dimensional (3D) sandwich system made by poly(ethylene terephthalate) (PET) fibre and fibrin extracellular matrix (ECM) for endothelial cell dictation and angiogenesis guidance. In this three-dimensional system, Human Umbilical Vein Endothelial cells (HUVECs) were firstly cultured for 2 (two) days to cover the PET fibre before sandwiched in two layer fibrin gel containing HUVECs. After 4 (four) days of culture, cel-to-cel connection, tube-like structure and multi-cellular lumen formation were then assessed and validated. Phase contrast and fluorescence imaging using an inverted microscope were used to determine cell-to-cell and cell-ECM interactions. Laser scanning confocal microscopy and histological techniques were used to confirm the development of tube-like structure and multi-cellular lumen formation. This study shows that polymer fibres sandwiched in fibrin gel can be used to dictate endothelial cells undergoing angiogenesis with potential application in cancer and cardiovascular study and tissue engineering vascularisation",['TS'],,Sandwiched polymer fibre in fibrin matrices for the dictation of endothelial cells undergoing angiogenesis,other,"[{'name': {'honourific': None, 'family': 'Sukmana', 'lineage': None, 'given': 'Irza'}, 'id': 'irza.sukmana@gmail.com'}]","[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 146056, 'datasetid': 'document', 'hash': '912230059e2c51c7014941c7674178e0', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-12-03 11:43:57', 'filesize': 2188454, 'objectid': 30338, 'filename': 'sandwiched polymer fibre in fibrin matrices for the dictation of endothelial cells under going angiogenesis.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146056'}], 'main': 'sandwiched polymer fibre in fibrin matrices for the dictation of endothelial cells under going angiogenesis.pdf', 'docid': 30338, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30338', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17236}]",2020-01-02 02:13:58,464,show,archive,17236,2020-01-02 02:13:58,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
78,7,pub,2020-01-02 02:14:08,public,['FT7'],,disk0/00/01/72/44,http://repository.lppm.unila.ac.id/id/eprint/17244,"Magnesium forms 2% in the earth's crust, magnesium is widely used in industry. For example, industrial machinery and electronics, and many developed in the field of biomedicine, especially in the field of orthopedics. Magnesium about 60% is present in the human bones, therefore it has great potential for human body implants. However, it is necessary to increase themechanical and chemical properties of magnesium in order to be used for bone implant materials. Production process using squeeze casting method. Through this method, Liquid metal is given hydraulic pressure, so the mechanical properties of magnesium werebetter. In this research use temperature parameter = 450 ̊C, pressure = 300 MPa, duration of press 1 minute and variation of holding time 7 and 9 minutes. Magnesium AZ31 increased compared with samples without treatment. Tensile strength with holding time 7 minutes equal to120.27 MPa, holding time 9 minutes was 128.77 MPa, and samples without treatment of was 94.63 MPa. The magnesium hardness value of AZ31 decreased at 7 minute detention was 39 VHN, compared with the sample without treatment of was 41.8VHN. And the hardness value increased at holding time 9 minutes equal to 46.2 VHN. However, it should be noted that excessive overheating and holding time may lead to decrease in magnesium mechanical properties of AZ31.Keywords: Magnesium AZ31, Squeeze Casting, Holding Time, Biomaterial, Mechanical Properties",['TS'],,Studi Sifat Mekanik Magnesium AZ31 Hasil Proses Pengecoran Tekan (Squeeze Casting,other,"[{'name': {'given': 'Irza', 'family': 'Sukmana', 'lineage': None, 'honourific': None}, 'id': 'irza.sukmana@gmail.com'}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30346', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17244, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 30346, 'main': 'studi sifat mekanik magnesium AZ-31 hasil pengecoran tekan (squeeze casting).pdf', 'files': [{'hash': '268da0e13559356e8224d4bf57e2194a', 'mime_type': 'application/pdf', 'fileid': 146099, 'datasetid': 'document', 'filename': 'studi sifat mekanik magnesium AZ-31 hasil pengecoran tekan (squeeze casting).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146099', 'filesize': 2291832, 'objectid': 30346, 'mtime': '2019-12-03 13:43:23', 'hash_type': 'MD5'}], 'format': 'text'}]",2020-01-02 02:14:08,464,show,archive,17244,2020-01-02 02:14:08,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
79,7,pub,2020-01-02 02:14:18,public,['FT7'],,disk0/00/01/72/53,http://repository.lppm.unila.ac.id/id/eprint/17253,"Natural rubber composite has been continuously developed due to its advantages such as a good combination of strength and damping property. Most of carbon black (CB)/
Natural Rubber (NR) composite were used as material in tyre industry. The addition of CB in natural rubber is very important to enhance the strength of natural rubber. The particle loading and different structure of CB can affect the composite strength. The effects of CB particle
loading of 20, 25 and 30 wt% and the effects of CB structures of N220, N330, N550 and N660 series on tensile property of composite were investigated. The result shows that the tensile strength and elastic modulus of natural rubber/CB composite was higher than pure natural rubber. From SEM observation the agglomeration of CB aggregate increases with particle loading. It leads to decrease of tensile strength of composite as more particle was added. High structure of CB particle i.e. N220 resulted in highest tensile stress. In fact, composite reinforced by N660 CB particle shown a comparable tensile strength and elastic modulus with N220 CB particle. SEM observation shows that agglomeration of CB aggregates of N330 and N550 results in lower stress of associate NR/CB composite.",['TS'],,The effect of carbon black loading and structure on tensile property of natural rubber composite,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'given': 'Irza', 'honourific': None, 'family': 'Sukmana', 'lineage': None}}]","[{'eprintid': 17253, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30355', 'pos': 1, 'format': 'text', 'files': [{'filename': 'the effect of carbon black loading and structure on tensile property of natural rubber composite.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146153', 'filesize': 2258310, 'objectid': 30355, 'mtime': '2019-12-03 14:29:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'ece427c8231f25b4dceae814bf141941', 'fileid': 146153, 'datasetid': 'document'}], 'main': 'the effect of carbon black loading and structure on tensile property of natural rubber composite.pdf', 'docid': 30355, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-01-02 02:14:18,464,show,archive,17253,2020-01-02 02:14:18,Laporan Reviewer Publikasi,,,,,,,,,,,,,,,,,,,,
80,7,pub,2020-01-02 02:13:18,public,['FT7'],,disk0/00/01/72/20,http://repository.lppm.unila.ac.id/id/eprint/17220,"Abstract. The damage of bone tissue may cause malfunction of human load-bearing system. To date, hydroxyapatite (HA) is one of the most potential materials to repair bone damages and to restore the load-bearing function. It has been produced from both synthetic chemical and natural resources, including limestone. In this paper, the properties of hydroxyapatite made of CaCO3 from limestone was investigated in a function of sintering time, i.e., 2, 3 and 4 hours, and temperature, i.e., 600, 800 and 1000qC. The preparation of HA included crushing, meshing, grinding and sintering. HA powder was then characterized using X-Ray Diffraction (XRD), Scanning Electron Microscope (SEM) and Energy Dispersive Spectroscopy (EDS). The hardness of compacted hydroxyapatite powder was also characterized using microVickers testing machine. SEM micrograph shows the agglomeration of particle increase in line with sintering temperature. The highest hardness was obtained for hydroxiapatite sample sintered at the highest temperature and for thelongest time, while EDS result indicates the highest ratio of calcium and phosphor was 2.33. The percentage of calcium in the observed local HA decreased as the sintering time increased. A comparison of XRD result between the commercially imported and the local HA powder produced in this study shows a similarity pattern, which indicates the potential replacement of the imported HA by our local limestone resources.",['TS'],,the effect of sintering temperature on the properties of hydroxyapatite from local limestone for bone implant application ural rubber composite,other,"[{'id': 'irza.sukmana@gmail.com', 'name': {'lineage': None, 'family': 'Sukmana', 'honourific': None, 'given': 'Irza'}}]","[{'format': 'text', 'files': [{'mtime': '2019-12-03 09:49:14', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/145959', 'filename': 'the effect of sintering temperature on the properties of hydroxyapatite from local limestone for bone implant application ural rubber composite.pdf', 'objectid': 30324, 'filesize': 2282436, 'mime_type': 'application/pdf', 'hash': '3f9d280d02110f403bd5ae6b7dbdd89f', 'datasetid': 'document', 'fileid': 145959}], 'main': 'the effect of sintering temperature on the properties of hydroxyapatite from local limestone for bone implant application ural rubber composite.pdf', 'docid': 30324, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 17220, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30324', 'pos': 1}]",2020-01-02 02:13:18,464,show,archive,17220,2020-01-02 02:13:18,Laporan Reviewer publikasi,,,,,,,,,,,,,,,,,,,,
81,8,pub,2019-04-09 02:32:00,public,['FT7'],Advanced Materials Research.,disk0/00/01/09/24,http://repository.lppm.unila.ac.id/id/eprint/10924,"Abstract.   For over two decades, various porous polymeric and metallic-based  implants have been used  as load-bearing  scaffold  for mechanical  attachment  and tissue  ingrowths.  Porous  implants designed for biological fixation of prostheses in bone replacement and enhance mechanical demand as load-bearing material.  Therefore,  studies on the effect of using parameters,  such as pore size, pore  structure, and porosity  with respect  to cell adhesion as well as tissue ingrowths  have been extensively reported.  This article aims to report the current status and future challenge on using porous magnesium scaffold for bone implant application. Techniques on manufacturing technology for producing porous magnesium scaffold will also be highlighted.
Keywords:   Porous magnesium, Scaffolds, Bone implant, Biodegradable metals, Tissue ingrowths.",['TJ'],TRUE,Porous Magnesium scaffold for bone implant application: A review,article,"[{'name': {'honourific': None, 'family': 'Sukrnana', 'lineage': None, 'given': 'lrza'}}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/23929', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 10924, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '30_T2015_AMR1_INT.pdf', 'files': [{'datasetid': 'document', 'fileid': 100330, 'mime_type': 'application/pdf', 'hash': 'ec276e2d706d00c00d6c2320e2a8d5a7', 'filesize': 2354812, 'objectid': 23929, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100330', 'filename': '30_T2015_AMR1_INT.pdf', 'hash_type': 'MD5', 'mtime': '2019-03-13 04:42:11'}], 'docid': 23929, 'format': 'text'}]",2019-04-09 02:32:00,464,show,archive,10924,2019-04-09 02:32:00,"Trans Tech Publications, Switzerland",1662-8985,['unila'],,,,,,,,,,,,,,,,,,
82,7,pub,2023-04-08 13:25:22,public,['FT7'],,disk0_bak/00/04/98/36,http://repository.lppm.unila.ac.id/id/eprint/49836,"Inventories of oil palm empty fruit bunches palm (EFBP) at oil palm factories are very abundant. This will be a problem if the handling is not serious. Utilization of EFBP fiber as a technical material is one effort that can be done in order to help reduce the problem of EFBP waste in palm oil mill. EFBP fibers as the substance of fibrous cement board aims to reduce to the weight of the material without lowering its strength. The method of making fibrous cement board by mixing EFBP fiber into dough with 12% marble powder ratio, 10% CaCO3 powder and EFBP fiber volume and portland cement are varied. The addition of EFBP fibers as much as 16% of the total volume can decrease the weight by 15.2%. The results showed that the cement board based on EFBP fibers under optimum conditions has a tensile strength of 1.58 Mpa, density (ρ) of 1519 k g / cm3 and bending strength of 2.61 MPa. Thus, the addition of EFBP fiber to the production of cement board has the potential to be mass produced.",['TJ'],,Similarity : PENAMBAHAN SERAT TANDAN KOSONG KELAPA SAWIT (TKKS) DALAM RANGKA MEREDUKSI BERAT KOMPOSIT PAPAN SEMEN,other,"[{'id': 'tarkono.1970@eng.unila.ac.id', 'name': {'given': 'Tarkono', 'honourific': None, 'lineage': None, 'family': 'Tarkono'}}, {'id': 'hadi.ali@eng.unila.ac.id', 'name': {'family': 'Hadi Ali', 'lineage': None, 'honourific': None, 'given': 'HA'}}]","[{'format': 'text', 'main': 'similarity_tarkono_Rotor_2017.pdf', 'files': [{'mtime': '2023-04-07 04:23:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/539694', 'filename': 'similarity_tarkono_Rotor_2017.pdf', 'filesize': 480209, 'objectid': 189479, 'hash': '55c305a91c4f0f1cc258a6e08ccc516b', 'mime_type': 'application/pdf', 'fileid': 539694, 'datasetid': 'document'}], 'docid': 189479, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 49836, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189479'}]",2023-04-08 13:25:22,869,show,archive,49836,2023-04-08 13:25:22,Jurnal Rotor,,"['Jurusan Teknik Mesin Fakultas Teknik Universitas Lampung', 'Jurusan Teknik Sipil Fakultas Teknik Universits Lampung']",,https://jurnal.unej.ac.id/index.php/RTR/issue/view/654,,,,Universitas Jember,,https://doi.org/10.19184/rotor.v10i2.5761,,,,,,,,,,
83,9,pub,2023-04-08 13:25:53,public,['FT7'],,disk0_bak/00/04/98/46,http://repository.lppm.unila.ac.id/id/eprint/49846,"The amount of damage that occurs in various cases of fractures in the bone, both accidents and other events is increasing, it is necessary to have materials which are natural or artificial that can interact with the body system with the aim of repairing, restoring and replacing damaged tissue or as a network connector. body. The use of magnesium as a biodegradable stent material is also based on a fixed tissue structure which is an important element in the body's organs, magnesium is also considered a non-carcinogenic element. The results of the implantation of the stent material that the mechanical properties of the material can survive during the implantation process without showing failure. The parameters used in this research, The sample used is a material that has been squeezed through the squeeze casting process with each pressure variation of 250 MPa, 350 MPa, 500 MPa and 550 MPa at a temperature of 4000C for a pressing time of 1 minute, with a holding time of 5 minutes and argon gas pressure of 1 bar. . In this study it can be concluded that the variation of pressure greatly affects the results of the level of hardness. In this test, it can be seen that the higher the pressure, the greater the hardness value. The highest value is found at a pressure of 550 MPa at 51 HRV, and the highest maximum stress value is 128.26 MPa, this value is close to the tensile strength of the mechanical properties of the cortical and concelues bone. with a holding time of 5 minutes and argon gas pressure of 1 bar. In this study it can be concluded that the variation of pressure greatly affects the results of the level of hardness. In this test, it can be seen that the higher the pressure, the greater the hardness value. The highest value is found at a pressure of 550 MPa at 51 HRV, and the highest maximum stress value is 128.26 MPa, this value is close to the tensile strength of the mechanical properties of the cortical and concelues bone. with a holding time of 5 minutes and argon gas pressure of 1 bar. In this study it can be concluded that the variation of pressure greatly affects the results of the level of hardness. In this test, it can be seen that the higher the pressure, the greater the hardness value. The highest value is found at a pressure of 550 MPa at 51 HRV, and the highest maximum stress value is 128.26 MPa, this value is close to the tensile strength of the mechanical properties of the cortical and concelues bone.",['TJ'],,Similarity : Effect of Squeeze Casting on Mechanical and Microstructure Properties of Magnesium Alloy AZ31,other,"[{'id': None, 'name': {'honourific': None, 'family': 'Tri C Wahyudi', 'lineage': None, 'given': 'TCW'}}, {'name': {'given': 'Tarkono', 'family': 'Tarkono', 'lineage': None, 'honourific': None}, 'id': 'tarkono.1970@eng.unila.ac.id'}, {'id': 'irza.sukmana@eng.unila.ac.id', 'name': {'given': 'Sukmana', 'family': 'Irza', 'lineage': None, 'honourific': None}}, {'name': {'given': 'FI', 'family': 'Fauzi Ibrahim', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'yanuar.burhanuddin@eng.unila.ac.id', 'name': {'given': 'Burhanuddin', 'family': 'Yanuar', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Fethma M Nor', 'given': 'FMN'}}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'objectid': 189491, 'filesize': 649938, 'uri': 'http://repository.lppm.unila.ac.id/id/file/539766', 'filename': 'similarity_tarkono_Avia_2022.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-07 06:00:30', 'datasetid': 'document', 'fileid': 539766, 'hash': '8738ccdc50bf0fec35918bddc07e6928', 'mime_type': 'application/pdf'}], 'main': 'similarity_tarkono_Avia_2022.pdf', 'docid': 189491, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189491', 'pos': 1, 'eprintid': 49846, 'placement': 1}]",2023-04-08 13:25:53,869,show,archive,49846,2023-04-08 13:25:53,AVIA  International Journal of  Aviation Science and Engineering,,"['Department of Mechanical Engineering, University of Muhammadiyah Metro, Jl. Ki Hajar Dwantara 38 Banjarrejo, Metro 34124, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Lampung, Gedung H – 2 nd floor, Jl. Prof. Soemantri Brojonegoro No. 1, Bandar Lampung 35143, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Lampung, Gedung H – 2 nd floor, Jl. Prof. Soemantri Brojonegoro No. 1, Bandar Lampung 35143, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Lampung, Gedung H – 2 nd floor, Jl. Prof. Soemantri Brojonegoro No. 1, Bandar Lampung 35143, Indonesia', 'Department of Mechanical Engineering, Faculty of Engineering, Universitas Malahayati, Jl. Pramuka No. 27, Bandar Lampung 35153, Indonesia', 'School of Design, Universiti Teknologi Brunei, Gadong BE1410, Brunei Darussalam']",,https://avia.ftmd.itb.ac.id/index.php/jav/issue/view/6,,,published,Institut Teknologi Bandung,,https://doi.org/10.47355/avia.v4i1.66,,,,,,,,,,
84,7,pub,2017-11-16 07:12:11,public,['FT7'],,disk0/00/00/45/71,http://repository.lppm.unila.ac.id/id/eprint/4571,"Di kabupaten Pringsewu, industri makanan olahan berbahan dasar singkong, kedelai dan jagung merupakan produk andalan industri rumah tangga, yang menjadi sumber utama produksi untuk oleh-oleh khas Lampung. Salah satu industri terbanyaknya yaitu industri kerupuk lempit. Usaha produksi kerupuk lempit merupakan sumber penghasilan utama. Tungku penggoreng kerupuk lempit masyarakat masih konvensional karena dibuat dari bata-tanah liat dengan masa usia pakai yang pendek. Hal ini disebabkan oleh panas yang berasal dari hasil pembakaran solar atau kayu bakar yang menyebabkan dinding tungku mudah retak dan pecah. Oleh karena itu, modifikasi dan desain ulang tungku yang berbahan dasar bata tahan api perlu dibuat kembali untuk mengatasi permasalahan tersebut. Selain itu untuk mengoptimalkan panas semburan api berasal dari kompor kupu-kupu berbahan bakar solar dilakukan. Dari hasil pengukuran sudut semburan api 65 diperoleh temperatur ruang bakar utama lebih besar sekitar 110 C dibandingkan sudut semburan api 75. Sedangkan temperatur ruang bakar suplai lebih rendah 88 C. Dengan demikian, kondisi temperatur pada ruang bakar utama dan ruang bakar suplai sangat tepat untuk penggorengan kerupuk lempit dimana ruang bakar utama untuk penggorengan utama hasil kerupuk lempit dan ruang bakar suplai hanya bertujuan untuk pemanasan awal bahan dasar kerupuk sebelum menjadi kerupuk lempit. Untuk mendidihkan air hingga 98,5 oC tungku masyarakat memerlukan waktu 17,1 menit, sedangkan tungku bata tahan api selama 13,6 menit.",['TJ'],TRUE,Modifikasi Tungku Penggorengan Kerupuk Lempit Melalui Rancang Bangun Tungku dan Arah Semburan Api,conference_item,"[{'id': 'herryw22@gmail.com', 'name': {'given': 'Herry', 'lineage': None, 'family': 'Wardono', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Badaruddin', 'honourific': None, 'given': 'Mohammad'}, 'id': 'mbruddin@eng.unila.ac.id'}, {'name': {'given': 'Simparmin', 'honourific': None, 'family': 'Ginting', 'lineage': None}, 'id': 'simparmin@gmail.com'}]","[{'placement': 1, 'eprintid': 4571, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17477', 'pos': 1, 'security': 'public', 'files': [{'datasetid': 'document', 'fileid': 45020, 'mime_type': 'application/pdf', 'hash': '15c1ef1c8d04613e215668948673a4d7', 'hash_type': 'MD5', 'mtime': '2017-11-03 16:27:05', 'objectid': 17477, 'filesize': 2093184, 'filename': 'Herry Wardono Prosiding Seminar Nasional Darmajaya 2017 uploaded.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/45020'}], 'main': 'Herry Wardono Prosiding Seminar Nasional Darmajaya 2017 uploaded.pdf', 'docid': 17477, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2017-11-16 07:12:11,943,show,archive,4571,2017-11-16 07:12:11,,,,,https://jurnal.darmajaya.ac.id/index.php/PSND,,,published,,,,86-94,,herryw22@gmail.com,Seminar Nasional Darmajaya,conference,25 Oktober 2017,paper,Hotel Emersia Bandar Lampung,,
85,7,pub,2019-08-01 07:29:43,public,['FT7'],,disk0/00/01/32/86,http://repository.lppm.unila.ac.id/id/eprint/13286,"Abstrak—Biometrik merupakan salah satu metode pengenalan 
ciri manusia yang banyak dikembangkan dalam system
keamanan. Wajah merupakan salah satu biometrik yang
ditujukan untuk identifikasi manusia secara otomatis. Penerapan biometrik wajah sudah umum ditemui dalam system keamanan dan system presensi. Namun, penerapan yang ada masih berbasis citra dua dimensi. Dengan demikian, dapat terjadi kecurangan saat pemberian input dengan menggunakan foto wajah. Penelitian ini bertujuan membedakan wajah asli dengan foto menggunakan metode Mean Subtraksi Titik.  Penelitian ini menggunakan citra stereo yang diambil dari wajah baik asli maupun foto. Penggunaan Hough Transform dilakukan untuk mendeteksi bola mata yang sebelumnya canny edge detection sudah diterapkan pada kedua citra. Pusat hidung dideteksi dengan metode batas ambang kemiripan daerah. Deteksi elemen wajah ini menjadi variable dalam pemotongan dan registrasi citra. Proses registrasi citra dilakukan untuk menyamakan ukuran dan koordinat asal. Dimensi citra kemudian diperkecil untuk mengurangi memori
dan waktu tunggu pada pemrosesan metode Mean Substraksi
Titik. Hasilnya, metode ini dapat berjalan dengan error sebesar 6,67% dari 30 citra uji. Error terjadi untuk objek yang memiliki mata terlalu sipit sehingga terjadi kesalahan saat pendeteksian bola mata. 
Kata Kunci—biometric; citra stereo; elemen wajah; mean
substraksi titik",['TK'],FALSE,Pengolahan Citra untuk Membedakan Wajah Asli dengan Foto Menggunakan Metode Mean Substraksi Titik,conference_item,"[{'name': {'lineage': None, 'family': 'Yudamson', 'honourific': None, 'given': 'Afri'}, 'id': 'afri.yudamson@eng.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Risano', 'lineage': None, 'given': 'A.Yudi Eka'}, 'id': 'yudi_95@yahoo.com'}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 26284, 'main': 'Artikel Prosiding Senitia.pdf', 'files': [{'mtime': '2019-05-24 13:07:27', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/116489', 'filename': 'Artikel Prosiding Senitia.pdf', 'filesize': 1592151, 'objectid': 26284, 'mime_type': 'application/pdf', 'hash': 'dbb167cbc159407573e814442229e10c', 'fileid': 116489, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26284', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13286}]",2019-08-01 07:29:43,303,show,archive,13286,2019-08-01 07:29:43,,,,,http://senitia.ft.unib.ac.id/prosiding/,,,published,,[{'url': 'http://senitia.ft.unib.ac.id/wp-content/uploads/2019/05/CITRA-DIGITAL.pdf'}],,115-118,,,"Seminar Nasional Inovasi, Teknologi dan Aplikasi (SeNITiA) 2018",conference,27 September 2018,paper,Bengkulu,,
86,8,pub,2021-11-12 07:40:45,public,['FT7'],,disk0/00/03/63/75,http://repository.lppm.unila.ac.id/id/eprint/36375,"Abstrak



Penelitian ini bertujuan untuk mengetahui pengaruh temperatur artificial aging terhadap sifat kekerasan dan struktur mikro Al-2024. Penelitian ini menggunakan spesimen berupa Aluminium seri 2024 yang diberi perlakuan panas dengan suhu
4500C selama 15 menit, kemudian di quenching dengan media pendingin berupa
air. Selanjutnya diberi perlakuan panas kembali dengan variasi temeratur yakni
1500C, 1700C dan 1900C dengan holding time selama 5 jam. Kemudian spesimen didinginkan secara lambat dengan suhu ruangan.


Hasil uji komposisi kimia menggunakan Spectromax menunjukan persentase Al sebesar 90,6% dan Cu sebesar 5,90%. Hasil uji kekerasan menggunakan Rockwell Hardness Tester didapatkan nilai kekerasan tanpa perlakuan panas yang memiliki nilai kekerasan sebesar 60,2 (HRB), nilai kekerasan setelah diquenching sebesar
54,1 (HRB). Nilai kekerasan tertinggi terdapat pada pemanasan dengan variasi temperatur pada 1900C dengan nilai kekerasan sebesar 74,4 (HRB) dimana nilai kekerasan pada temperatur 1900C mengalami peningkatan sebesar 23,59% dari nilai kekerasan bahan tanpa perlakuan panas. Pengujian struktur mikro didapatkan hasil material Al-Cu setelah proses artificial aging pada temperatur 1900 C memiliki fase θ dengan jumlah yang lebih banyak dan batas butir Al-Cu cenderung lebih rapat dan teratur. Hal ini berarti bahwa pada bahan yang mendapat perlakuan artificial aging terdapat  endapan presipitat  atau terbentuknya fasa kedua yang menjadi penyebab bahan tersebut lebih keras dan lebih baik sifat mekanisnya.


Kata Kunci: aluminium 2024, artificial aging, nilai kekerasan dan struktur mikro.",['TJ'],,"PERLAKUAN PANAS PRECIPITATION HARDENING DENGAN VARIASI TEMPERATUR ARTFICIAL AGING TERHADAP
 SIFAT MEKANIS  MATERIAL Al-2024",other,"[{'id': 'zulhanif.1973@eng.unila.ac.id', 'name': {'family': 'Zulhanif', 'lineage': None, 'honourific': None, 'given': 'Hanif'}}, {'id': 'harnowo1969@gmail.com', 'name': {'family': 'Harnowo Supriadi', 'lineage': None, 'honourific': None, 'given': 'Nowo'}}, {'name': {'given': 'Sugiyanto', 'family': 'Sugiyanto', 'lineage': None, 'honourific': None}, 'id': 'sugiyanto.1957@eng.unila.ac.id'}, {'id': 'nafrizal_08@yahoo.com', 'name': {'given': 'Nafrizal', 'lineage': None, 'family': 'Nafrizal', 'honourific': None}}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157311', 'pos': 1, 'eprintid': 36375, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 157311, 'main': 'LAPORAN PENELITIAN DIPA FT UNILA 2021 (ZULHANIF-TEKNIK MESIN)ok.pdf', 'files': [{'hash': 'bd65869787c66ed7b4cfd803704885b4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 420243, 'uri': 'http://repository.lppm.unila.ac.id/id/file/420243', 'filename': 'LAPORAN PENELITIAN DIPA FT UNILA 2021 (ZULHANIF-TEKNIK MESIN)ok.pdf', 'filesize': 739979, 'objectid': 157311, 'mtime': '2021-11-12 02:50:50', 'hash_type': 'MD5'}]}]",2021-11-12 07:40:45,329,show,archive,36375,2021-11-12 07:40:45,Proceeding Seminar Sinta UNILA,,['Okta Rianda'],,,,,,seminar sinta UNILA,,,,,,,,,,,,
