,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,divisions,publisher,publication,dir,userid,number,lastmod,official_url,documents,datestamp,eprintid,id_number,eprint_status,metadata_visibility,pagerange,creators,type,title,refereed,succeeds,department,institution,thesis_name,thesis_type,place_of_pub,patent_applicant,isbn,pages,related_url,projects,funders,editors
24,"Abstract: Principal Visionary Leadership in Public Junior High Schools in Lampung Province, Indonesia. Objectives: This study aims to: 1) identify whether principals in SMPN in Lampung exhibit all the seven domains of visionary leadership style, 2) examine relationships between the domains, 3) examine whether male and female teachers have significant difference in their perceptions on the principal visionary leadership style, and 4) examine whether certified and uncertified teachers have significant difference in their perceptions on the principal visionary leadership style. Methods: This study usedquantitative research design using a questionnaire addressed to 500 teachers but completed by 341 teachers (a 68% response rate). The data gained were analyzed using descriptive statistics, Pearson correlation, and t-test. Findings: Results show that1) principals in SMPN in Lampung exhibited all the seven domains of visionary leadership style, 2) the seven principal leadership visionary domains were positively and significantly correlated., 3) male and female teachers have no significant difference in their perceptions on the principal visionary leadership style, and 4) certified and uncertified teachers also had no significant difference in perceptions on the principal visionary leadership style.",10.0,2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22885,published,['L1'],public,2087-9849,2020-06-30 09:37:51,pub,7,['FKIP5'],FKIP Unila,Jurnal Pendidikan Progresif,disk0/00/02/28/85,214,1,2020-06-30 09:37:51,http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/20199,"[{'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'main': '4 Hariri 2020 S2 Principal Visionary Leadership.pdf', 'files': [{'hash': '32d5ebe0443c22b7a86d3a3fac9df008', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 210023, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210023', 'filename': '4 Hariri 2020 S2 Principal Visionary Leadership.pdf', 'objectid': 36432, 'filesize': 620175, 'mtime': '2020-06-30 03:45:46', 'hash_type': 'MD5'}], 'docid': 36432, 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36432', 'security': 'public', 'formatdesc': 'Principals need to exhibit visionary leadership style to help them be effective principals', 'placement': 2, 'eprintid': 22885}, {'content': 'published', 'mime_type': 'application/xml', 'language': 'en', 'rev_number': 3, 'format': 'other', 'docid': 36435, 'main': 20199, 'files': [{'datasetid': 'document', 'fileid': 210048, 'hash': '88dce40c453ee35fd8a239a4c2efed29', 'mime_type': 'application/xml', 'filesize': 35403, 'objectid': 36435, 'filename': 20199, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210048', 'hash_type': 'MD5', 'mtime': '2020-06-30 04:02:16'}], 'formatdesc': 'Principals need to exhibit visionary leadership style to help them be effective principals', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36435', 'pos': 3, 'eprintid': 22885, 'placement': 3}]",2020-06-30 09:37:51,22885,doi: 10.23960/ jpp.v10.i1.202001.,archive,show,1-10,"[{'name': {'given': 'Dedy H.', 'honourific': None, 'family': 'Karwan', 'lineage': None}, 'id': 'dhkarwan@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Ridwan', 'lineage': None, 'given': 'Ridwan'}, 'id': 'ridwanrosidimuawi@gmail.com'}]",article,"Principal Visionary Leadership in Public Junior High Schools in Lampung, Indonesia",TRUE,19496.0,,,,,,,,,,,,
25,"The research objective of this article is to determine (1) what leadership style does the principal apply? (2) What
strategy did the principal use? (3) What affects the leadership style and strategy of the principal in carrying out inclusive education?
Using the search and review method of articles, the review process begins with the search engine, Google scholar and DOAJ, to
search for articles with keywords. The results of the review show that (1) principals adopt different leadership styles and (2)
principals implement various strategies. (3) The factors that influence the various styles and strategies are diverse resources,
government policies, and local values.",,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33982,published,['L1'],public,2581-8341,2021-09-20 01:07:10,pub,6,['FKIP5'],IJCSRR,International Journal of Current Science Research and Review,disk0/00/03/39/82,968,,2021-09-20 01:07:10,https://ijcsrr.org/single-view/?id=3356&pid=3267,"[{'eprintid': 33982, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154230', 'format': 'text', 'main': '1. 20010-46152-1-PB.pdf', 'docid': 154230, 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-19 15:16:35', 'filesize': 136793, 'objectid': 154230, 'filename': '1. 20010-46152-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401444', 'fileid': 401444, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9358111f004500965e864845e44bfb51'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-09-20 01:07:10,33982,,archive,show,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Lilis Afrianti', 'given': 'Lilis'}}, {'name': {'given': 'Ridwan', 'family': 'Ridwan Ridwan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Hariri', 'family': 'Hasan', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}}]",article,Principals Role in Inclusive Education: A Literature Review,TRUE,,,,,,,,,,"[{'url': 'https://ijcsrr.org/single-view/?id=3356&pid=3267', 'type': 'pub'}]",,,
26,,,2020-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28838,,"['L1', 'LB1501', 'LC5201']",public,,2021-04-05 04:50:00,pub,9,['FKIP5'],Tadris: Jurnal keguruan dan Ilmu Tarbiyah UIN Raden Intan,,disk0/00/02/88/38,214,,2021-04-05 04:50:00,,"[{'eprintid': 28838, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42932', 'format': 'text', 'main': '9. The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung..pdf', 'files': [{'hash': 'f3b0f21e2914a21918af0fc70d4c0aaf', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 255892, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255892', 'filename': '9. The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung..pdf', 'filesize': 3510678, 'objectid': 42932, 'mtime': '2021-04-01 09:11:00', 'hash_type': 'MD5'}], 'docid': 42932, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-04-05 04:50:00,28838,,archive,show,,"[{'id': None, 'name': {'given': 'Fitri May', 'family': 'Lourena', 'lineage': None, 'honourific': None}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'honourific': None, 'lineage': None, 'family': 'Abdurrahman'}}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'family': 'Hariri', 'lineage': None, 'honourific': None, 'given': 'Hasan'}}, {'name': {'family': 'Rahman', 'lineage': None, 'honourific': None, 'given': 'Bujang'}, 'id': 'bujang.rahman@fkip.unila.ac.id'}]",other,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung.,,,,,,,,,,,,,,
27,"Any improvement effort made without the support of quality teacher performance will not possibly work well to help enhance high-quality education. High teacher performance is influenced by many factors. Theoretically, one important factor is principal managerial competency. However, how this factor influences teacher performance is under-researched, particularly in Bandar Lampung schools. This study aimed at investigating the influence of principal managerial competence on teacher performance in public vocational high schools in Bandar Lampung. This study used a quantitative research design, using a questionnaire of which its validity and reliability were ensured before data collection. The samples of the research were 88 teachers from nine vocational high schools in Bandar Lampung City, Lampung Province, Indonesia. The data collected were analyzed using descriptive statistics and simple regression, with the help of SPSS version 24. Results showed that principal managerial competence positively and significantly influenced teacher performance in public vocational high schools in Bandar Lampung. This study recommends the whole stakeholders to pay more attention and to evaluate the principals’ performance.",5.0,2020-06-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33994,published,['L1'],public,p-ISSN: 2301-7562;e-ISSN: 2579-7964,2021-09-20 01:07:39,pub,7,['FKIP5'],"URPI, FTK UIN Raden Intan Lampung",Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,disk0/00/03/39/94,968,1,2021-09-20 01:07:40,,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'f72ef86189d39cddf1f59924bb76d9ed', 'datasetid': 'document', 'fileid': 401525, 'mtime': '2021-09-19 16:44:01', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401525', 'filename': '6. 15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'filesize': 378361, 'objectid': 154245}], 'main': '6. 15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'docid': 154245, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 33994, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154245', 'pos': 1}]",2021-09-20 01:07:39,33994,,archive,show,121-130,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Lourena Fitri May', 'given': 'Lourena'}}, {'name': {'given': 'Abdurrahman', 'honourific': None, 'family': 'Abdurrahman', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Hasan', 'lineage': None, 'given': 'Hariri'}}, {'name': {'lineage': None, 'family': 'Sowiyah', 'honourific': None, 'given': 'Sowiyah'}}, {'name': {'family': 'Bujang Rahman', 'lineage': None, 'honourific': None, 'given': 'Rahman'}}]",article,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung,TRUE,,,,,,,,,,"[{'url': 'http://ejournal.radenintan.ac.id//index.php/tadris/article/view/5391', 'type': 'pub'}]",,,
28,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/29786,completed,['L1'],public,,2021-04-30 01:14:11,unpub,7,['FKIP5'],,,disk0/00/02/97/86,214,,2021-04-30 01:14:11,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '4 Tesis Helvi Mawarni.pdf', 'files': [{'filesize': 278431, 'objectid': 43989, 'uri': 'http://repository.lppm.unila.ac.id/id/file/263576', 'filename': '4 Tesis Helvi Mawarni.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:29:16', 'datasetid': 'document', 'fileid': 263576, 'hash': 'f72726952ca1fe895bd600bcf5f1e0e5', 'mime_type': 'application/pdf'}], 'docid': 43989, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43989', 'security': 'public', 'placement': 1, 'eprintid': 29786}]",2021-04-30 01:14:11,29786,,archive,show,,"[{'name': {'lineage': None, 'family': 'Mawarni', 'honourific': None, 'given': 'Helvi'}}]",thesis,Manajemen Penguatan Karakter di Pondok Pesantren Modern (Studi di Pondok Pesantren Nurul Ikhlas Tulang Bawang),,,MAP,Universitas Lampung,other,masters,,,,,,,,
29,"Any improvement effort made without the support of
quality teacher performance will not possibly work well to help enhance high-quality education. High teacher performance is influenced by many factors. Theoretically, one important factor is principal managerial competency. However, how this factor influences teacher performance is under-researched, particularly in Bandar Lampung schools. This study aimed at investigating the
influence of principal managerial competence on teacher
performance in public vocational high schools in Bandar Lampung.This study used a quantitative research design, using a questionnaire of which its validity and reliability were ensured before data collection. The samples of the research were 88 teachers from nine vocational high schools in Bandar Lampung City, Lampung Province, Indonesia. The data collected were analyzed using descriptive statistics and simple regression, with the help of SPSS version 24. Results showed that principal managerial competence positively and significantly influenced teacher performance in public vocational high schools in Bandar Lampung. This study recommends the whole stakeholders to pay more attention and to evaluate the principals’ performance.",5.0,2020-06-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22990,published,['L1'],public,p-ISSN: 2301-7562;e-ISSN: 2579-7964,2020-07-06 01:49:39,pub,10,['FKIP5'],"URPI, FTK UIN Raden Intan Lampung",Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,disk0/00/02/29/90,214,1,2020-07-06 01:49:39,http://ejournal.radenintan.ac.id/index.php/tadris/article/view/5391,"[{'content': 'published', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'docid': 36549, 'files': [{'mime_type': 'application/pdf', 'hash': 'f72ef86189d39cddf1f59924bb76d9ed', 'datasetid': 'document', 'fileid': 210782, 'mtime': '2020-07-05 13:13:26', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210782', 'filename': '15 May,Hariri et al 2020 Influence of principal managerial competence.pdf', 'filesize': 378361, 'objectid': 36549}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36549', 'eprintid': 22990, 'placement': 1}, {'eprintid': 22990, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36550', 'pos': 2, 'format': 'text', 'main': 5391, 'files': [{'hash_type': 'MD5', 'mtime': '2020-07-05 13:13:49', 'filesize': 37159, 'objectid': 36550, 'filename': 5391, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210785', 'datasetid': 'document', 'fileid': 210785, 'hash': '25ba6d2eacf6e9f8c77a36b74f667cc4', 'mime_type': 'application/xml'}], 'docid': 36550, 'content': 'published', 'rev_number': 3, 'language': 'en', 'mime_type': 'application/xml'}]",2020-07-06 01:49:39,22990,10.24042/tadris.v5i1.5391,archive,show,121-130,"[{'name': {'given': 'Lourena Fitri', 'honourific': None, 'family': 'May', 'lineage': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}}, {'name': {'given': 'Hasan', 'honourific': None, 'family': 'Hariri', 'lineage': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'given': 'Sowiyah', 'lineage': None, 'family': 'Sowiyah', 'honourific': None}, 'id': None}, {'name': {'given': 'Bujang', 'honourific': None, 'family': 'Rahman', 'lineage': None}, 'id': None}]",article,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung,TRUE,,,,,,,,,,"[{'type': 'org', 'url': 'http://ejournal.radenintan.ac.id/index.php/tadris'}]",['Hibah Penelitian Tesis Magister'],['Ristekdikti'],
30,"Any improvement effort made without the support of quality teacher performance will not possibly work well to help enhance high-quality education. High teacher performance is influenced by many factors. Theoretically, one important factor is principal managerial competency. However, how this factor influences teacher performance is under-researched, particularly in Bandar Lampung schools. This study aimed at investigating the influence of principal managerial competence on teacher performance in public vocational high schools in Bandar Lampung. This study used a quantitative research design, using a questionnaire of which its validity and reliability were ensured before data collection. The sample of the research were 88 teachers from nine vocational high schools in Bandar Lampung City, Lampung Province, Indonesia. The data collected were analyzed using descriptive statistics and simple regression, with the help of SPSS version 24. Results showed that principal managerial competence positively and significantly influenced teacher performance in public vocational high schools in Bandar Lampung. This study recommends the whole stakeholders to pay more attention and to evaluate the principals’ performance.",5.0,2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26443,published,['L1'],public,p-ISSN: 2301-7562;e-ISSN: 2579-7964,2020-11-20 06:21:17,pub,7,['FKIP5'],"URPI, FTK UIN Raden Intan Lampung",Tadris: Jurnal Keguruan dan Ilmu Tarbiyah,disk0/00/02/64/43,435,1,2020-11-20 06:21:17,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 40335, 'main': '5. The Influence of Principal Mangerial.pdf', 'files': [{'filename': '5. The Influence of Principal Mangerial.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238054', 'objectid': 40335, 'filesize': 377690, 'mtime': '2020-11-20 04:48:29', 'hash_type': 'MD5', 'hash': 'cc762b7965da7001952838b01dcbde8a', 'mime_type': 'application/pdf', 'fileid': 238054, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40335', 'security': 'public', 'placement': 1, 'eprintid': 26443}]",2020-11-20 06:21:17,26443,,archive,show,121-130,"[{'name': {'honourific': None, 'family': 'May', 'lineage': None, 'given': 'Lourena Fitri'}, 'id': None}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}}, {'name': {'given': 'Hasan', 'family': 'Hariri', 'lineage': None, 'honourific': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'given': 'Sowiyah', 'family': 'Sowiyah', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'family': 'Rahman', 'lineage': None, 'honourific': None, 'given': 'Bujang'}, 'id': 'bujang.rahman@fkip.unila.ac.id'}]",article,The Influence of Principal Managerial Competence on Teacher Performance at Schools in Bandar Lampung,TRUE,,,,,,,,,,,,,
31,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/29783,completed,['L1'],public,,2021-04-30 01:14:05,unpub,7,['FKIP5'],,,disk0/00/02/97/83,214,,2021-04-30 01:14:05,,"[{'placement': 1, 'eprintid': 29783, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43986', 'security': 'public', 'docid': 43986, 'main': '1 Tesis Caroline Claudia A N.pdf', 'files': [{'datasetid': 'document', 'fileid': 263555, 'hash': '1d1654e92ded90f86bba07eb12929916', 'mime_type': 'application/pdf', 'filesize': 371999, 'objectid': 43986, 'uri': 'http://repository.lppm.unila.ac.id/id/file/263555', 'filename': '1 Tesis Caroline Claudia A N.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:07:52'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-04-30 01:14:05,29783,,archive,show,,"[{'name': {'honourific': None, 'family': 'Neftyan', 'lineage': None, 'given': 'Caroline Claudia Anggina'}}]",thesis,Gaya Kepemimpinan Kepala Sekolah di SMA Negeri 9 Bandar Lampung,,,MAP,Universitas Lampung,other,masters,,,,,,,,
32,"In school organizations, principals and teachers have a very important role. This study aims to determine the effect of the principal's transformational leadership style on teacher job satisfaction. The population in this study was a junior high school teacher in Lampung province, Indonesia. The research sample was determined randomly. Data collection uses questionnaires
distributed to teachers. Data were analyzed using normality, homogeneity, simple linear regression and T-test. Based on the results of the analysis, it is known that the transformational leadership style does not affect teacher job satisfaction with a 95% confidence level. Then, based on the results of the T-test, there was no difference in the satisfaction of teacher job between male and female teachers. 
KEYWORDS: Transformational Leadership Style, Job Satisfaction, Principal, Teachers",3.0,2020-11-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31571,published,['L1'],public,2581-8341,2021-06-02 01:03:59,pub,6,['FKIP5'],IJCSRR,International Journal of Current Science Research and Review,disk0/00/03/15/71,214,11 Nov,2021-06-02 01:03:59,https://ijcsrr.org/wp-content/uploads/2020/11/2-11-2020.pdf,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142832', 'eprintid': 31571, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Nefyan, Hariri, & Karwan 2020 Do the Transformation Leadership Style have a Massive Influence.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-01 03:23:25', 'objectid': 142832, 'filesize': 292452, 'filename': 'Nefyan, Hariri, & Karwan 2020 Do the Transformation Leadership Style have a Massive Influence.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/374095', 'fileid': 374095, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'cd14a82da7cd11bccce2642b1a41b087'}], 'docid': 142832}]",2021-06-02 01:03:59,31571,10.47191/ijcsrr/V3-i11-02,archive,show,125-130,"[{'name': {'given': 'Caroline Claudia Anggina', 'honourific': None, 'family': 'Neftyan', 'lineage': None}, 'id': None}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}}, {'name': {'family': 'Karwan', 'lineage': None, 'honourific': None, 'given': 'Dedy H.'}, 'id': 'dhkarwan@yahoo.co.id'}]",article,Do the Transformation Leadership Style have a Massive Influence on Teacher Job Satisfaction?,TRUE,,,,,,,,,,,,,
33,"The scope of the school environment includes the physical, mental, and social
environment. These three scopes are related to one another in shaping the character of students.
A healthy, good, and friendly school environment is an ideal condition for students' learning
process in school. Education should be used as an effective means of forming attitudes and
concerns for the environment, through intensive education. It is possible to improve the quality
of students’ positive attitudes and behaviours towards the environment. The problem in this
study is how to shape the character and attitudes of students' concern for the school
environment and how to overcome existing obstacles. This study aims to understand and apply
the green school movement to the formation of environmental care characters from an early
age and inspire principals as school managers to create an environmentally and friendly school
as school culture in SMP Negeri (State Junior High School) 2 Adiluwih. This research is a
descriptive qualitative study using document study and observation to collect the data. The
results of this study are the school has efforts in implementing go green school program
activities and integrating environmental materials in all subjects and have been included in
each lesson plan and syllabus, self-development in daily activities. After implementing these
program activities, students can care more about their environment. These program activities
have contributed to making the SMP Negeri 2 Adiluwih win a national Adiwiyata (Green
School) Award.",1655.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33988,published,['L1'],public,Print : 1742-6588 Online : 1742-6596,2021-09-20 01:07:24,pub,6,['FKIP5'],IOP Publishing,Journal of Physics: Conference Series,disk0/00/03/39/88,968,,2021-09-20 01:07:24,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '2. Handayani_2020_J._Phys.__Conf._Ser._1655_012115.pdf', 'docid': 154237, 'files': [{'filename': '2. Handayani_2020_J._Phys.__Conf._Ser._1655_012115.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401483', 'objectid': 154237, 'filesize': 931630, 'mtime': '2021-09-19 15:59:28', 'hash_type': 'MD5', 'hash': '483dc3cb47c6c1ca30df2e64c2417c1a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 401483}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154237', 'eprintid': 33988, 'placement': 1}]",2021-09-20 01:07:24,33988,,archive,show,,"[{'name': {'given': 'Nur', 'lineage': None, 'family': 'Nur Handayani', 'honourific': None}}, {'name': {'given': 'Hariri', 'honourific': None, 'lineage': None, 'family': 'Hasan'}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}}, {'name': {'given': 'Ridwan', 'family': 'Ridwan', 'lineage': None, 'honourific': None}}]",article,The Shaping of the Student Character Caring for the School Environment through the Green School Movement in SMP Negeri 2 Adiluwih,TRUE,,,,,,,,,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1655/1/012115/meta'}]",,,
34,"The purpose of this study was to analyze and find out a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City. This type of research is ex-postfacto correlation. The population is 50 GPK. The sample in this study is a saturated sample, in which the entire population is sampled, so that the researcher tests the instrument outside the population. Data collection tools, namely observation, questionnaire / questionnaire and documentation study. Data analysis used is product moment correlation. Based on the research data analysis it can be concluded that there is a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City with the correlation coefficient of 0.263 being shown at a low level.
Keywords: scaffolding method, ABK independence, inclusive education",8.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33986,published,['L1'],public,e-ISSN: 2716-4616 | p-ISSN 2302-1772,2021-09-20 01:07:19,pub,6,['FKIP5'],FKIP Unila,Jurnal Manajemen Mutu Pendidikan,disk0/00/03/39/86,968,2,2021-09-20 01:07:19,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash': '0633950df6fda758c75ecdb7a2781907', 'mime_type': 'application/pdf', 'fileid': 401469, 'datasetid': 'document', 'mtime': '2021-09-19 15:44:19', 'hash_type': 'MD5', 'filename': '6. 18044-41027-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401469', 'objectid': 154234, 'filesize': 326874}], 'main': '6. 18044-41027-1-PB.pdf', 'docid': 154234, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154234', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33986}]",2021-09-20 01:07:19,33986,,archive,show,,"[{'name': {'lineage': None, 'family': 'Resi Dwi Jayanti', 'honourific': None, 'given': 'Resi'}}, {'name': {'given': 'Sowiyah', 'honourific': None, 'family': 'Sowiyah', 'lineage': None}}, {'name': {'family': 'Siswantoro', 'lineage': None, 'honourific': None, 'given': 'Siswantoro'}}]",article,Relationship Scaffolding Method With Special Needs Students’ Independence Of Inclusive Education Schools,TRUE,,,,,,,,,,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/article/view/21052', 'type': 'pub'}]",,,
35,"The purpose of this study was to analyze and investigate a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City. This type of research is ex-postfacto correlation. The population is 50 GPK. The sample in this study is a saturated sample in which the entire population is taken, so that the researcher tests the instrument outside the population. Data collection tools are observation, questionnaire / questionnaire and documentation study. Data analysis used is product moment correlation. Based on the research data analysis, it can be concluded that there is a positive and significant relationship between the scaffolding method and the independence of ABK in public elementary schools providing inclusive education throughout Metro City with the correlation coefficient of 0.263 shown at a low level.",8.0,2020-06-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33993,published,['L1'],public,e-ISSN: 2716-4616 | p-ISSN 2302-1772,2021-09-20 01:07:37,pub,6,['FKIP5'],FKIP Unila,Jurnal Manajemen Mutu Pendidikan,disk0/00/03/39/93,968,2,2021-09-20 01:07:37,http://jurnal.fkip.unila.ac.id/index.php/JMMP/index,"[{'placement': 1, 'eprintid': 33993, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154244', 'security': 'public', 'files': [{'hash': 'afbed40f97b8b3ea5c15401bbf970599', 'mime_type': 'application/pdf', 'fileid': 401519, 'datasetid': 'document', 'mtime': '2021-09-19 16:39:13', 'hash_type': 'MD5', 'filename': '5. 21052-49370-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401519', 'objectid': 154244, 'filesize': 588390}], 'main': '5. 21052-49370-1-PB.pdf', 'docid': 154244, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-09-20 01:07:37,33993,,archive,show,41-52,"[{'name': {'honourific': None, 'family': 'Resi Dwi Jayanti', 'lineage': None, 'given': 'Resi'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}, {'name': {'given': 'Siswantoro', 'lineage': None, 'family': 'Siswantoro', 'honourific': None}}]",article,Relationship Scaffolding Method With Special Needs Students’ Independence Of Inclusive Education Schools,TRUE,,,,,,,,,,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/index', 'type': 'pub'}]",,,
