,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,creators,type,title,refereed,date_type,subjects,abstract,corp_creators,volume,date,uri,related_url,publisher,divisions,publication,dir,full_text_status,issn,status_changed,rev_number,ispublished,event_location,event_dates,pres_type,event_type,event_title,contributors,id_number,isbn,book_title,place_of_pub,pages,patent_applicant,editors,series,thesis_name,thesis_type,department,institution
52,2022-07-27 01:22:44,archive,43638,show,,544,,https://ejournal.unisba.ac.id/index.php/mimbar/article/view/3141,2022-07-27 01:22:44,"[{'eprintid': 43638, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165578', 'format': 'text', 'docid': 165578, 'main': 'Korespondensi Jurnal Mimbar_First Author_Novita T.pdf', 'files': [{'hash': '2e9779654da4eb23e0b4f18c9298a09a', 'mime_type': 'application/pdf', 'fileid': 475971, 'datasetid': 'document', 'filename': 'Korespondensi Jurnal Mimbar_First Author_Novita T.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/475971', 'filesize': 2677479, 'objectid': 165578, 'mtime': '2022-07-26 19:55:27', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","[{'name': {'honourific': None, 'family': 'Novita Tresiana', 'lineage': None, 'given': 'Novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'Noverman', 'honourific': None, 'lineage': None, 'family': 'Noverman Duadji'}}]",other,"Bukti Korespondensi Artikel Jurnal Berjudul "" Social  Entrepreneur  Model  for  Tourism  Development  in  Kiluan  Bay"", First Author: Novita Tresiana",,published,['H1'],"This research recommends governance-based collaborative governance recommends models of governance-based collaborative governance through the role of community groups of local community entrepreneurs. This model is created from the weaknesses of the conventional Community Based Tourism (CBT) model through the role of 3 CBT sectors (government, private, non-profit organizations) that often run independently, sporadic, non-continuous coordination, and local community involvement which often overlooked in tourism of its own territory. The implications are seen in the economic success enjoyed only by people from outside the region. This article describes Pekon Teluk Kiluan, which is one of the leading coastal tourist areas in Lampung Province with coastal tourism base, education, and culture. The object of study is directed to the analysis of collaborative communities as a prerequisite for the reform of tourism governance and the reform of the development of a model of tourism management that is not only sided with local communities but also generates positive economics, financial independence, social preservation, culture and nature (environment). The research method is done qualitatively descriptive. Data collected from private tourism, NGO, government, entrepreneur, community group by using questionnaire technique, interview, observation, documentation, and  processed by using interactive model.","['Universitas Lampung', 'Universitas Lampung']",,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/43638,,Unisba Pusat Penerbitan Universitas (P2U-LPPM),['FISIP2'],,disk0/00/04/36/38,public,,2022-07-27 01:22:44,7,pub,,,,,,,https://doi.org/10.29313/mimbar.v34i1,,,Bandung Jawa Barat,,,,,,,,
53,2020-06-03 02:28:54,archive,21569,show,1-73,612,1.0,http://jurnaladministratio.fisip.unila.ac.id/index.php/administratio,2020-06-03 02:28:54,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34955', 'eprintid': 21569, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 34955, 'main': 'Publikasi Administratio Eko Budi Sulistio dan Lilik 2019.pdf', 'files': [{'objectid': 34955, 'filesize': 366483, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199905', 'filename': 'Publikasi Administratio Eko Budi Sulistio dan Lilik 2019.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-03 00:32:25', 'fileid': 199905, 'datasetid': 'document', 'hash': '9ddc54f9447bb256087cc782fedcf2ed', 'mime_type': 'application/pdf'}]}, {'format': 'text', 'docid': 34956, 'main': 60, 'files': [{'datasetid': 'document', 'fileid': 199908, 'hash': '65226a3dae06d431eee9a41457e2a752', 'mime_type': 'text/html', 'hash_type': 'MD5', 'mtime': '2020-06-03 00:32:32', 'objectid': 34956, 'filesize': 16388, 'filename': 60, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199908'}], 'content': 'published', 'rev_number': 3, 'language': 'en', 'mime_type': 'text/html', 'eprintid': 21569, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34956', 'pos': 2}]","[{'id': 'liliknurhayani@gmail.com', 'name': {'lineage': None, 'family': 'Nurhayani', 'honourific': None, 'given': 'Lilik'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sulistio', 'given': 'Eko Budi'}, 'id': 'ekobudi.sulistio@fisip.unila.ac.id'}]",article,"THE EFFECT OF LEADERSHIP, MOTIVATION, APPLICATION OF LEARNING ORGANIZATION ON PERFORMANCE OF EMPLOYEES IN THE REGIONAL SECRETARIAT OF CENTRAL LAMPUNG",TRUE,published,"['H1', 'JA', 'JS']","Tuntutan  pelayanan  publik  yang  baik  perlu  segera  ditanggapi  oleh pemerintah.  Ini  disebabkan  kinerja  pegawai  negeri  masih  miskin.  Layanan  publik menjadi  tujuan  organisasi  publik.  Maka,  menjadikan  kinerja  karyawan  yang  baik dalam  organisasi  publik   menjadi  sangat  penting   untuk  menjaga  kepercayaan masyarakat.  Penelitian  ini  dilakukan  di  lokasi  Sekretariat  Kabupaten,  Lampung Tengah.  Objek  penelitian  ini  adalah  seluruh  karyawan  di  Sekretariat Daerah Kabupaten Lampung Tengah. Dalam hal ini teknik pengumpulan data dari sampel / sumber  data  primer  dengan  mengajukan  daftar  pertanyaan  tertulis  /  kuesioner, teknik   analisis   data   menggunakan   persamaan   regresi   linier   berganda.   Hasil penelitian   ini   dapatmenunjukkan   hubungan   antara   Kepemimpinan,   Motivasi, Implementasi Organisasi Pembelajaran dengan prestasi kerja karyawan.",,9.0,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/21569,,Jurusan Administrasi Negara,['FISIP2'],Administratio : Jurnal Ilmiah Administrasi Publik dan Pembangunan,disk0/00/02/15/69,public,2087-0825,2020-06-03 02:28:54,11,pub,,,,,,,,,,,,,,,,,,
54,2021-12-29 10:36:14,archive,37491,show,,307,,,2021-12-29 10:36:14,"[{'eprintid': 37491, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158431', 'pos': 1, 'format': 'text', 'main': 'gaya kepemimpinan (nilai).pdf', 'docid': 158431, 'files': [{'fileid': 428419, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ddd26403d83f0f5c395bc1f654aa2ff5', 'filesize': 410212, 'objectid': 158431, 'filename': 'gaya kepemimpinan (nilai).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/428419', 'hash_type': 'MD5', 'mtime': '2021-12-29 06:11:02'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]","[{'name': {'given': 'Ita', 'family': 'Prihantika', 'lineage': None, 'honourific': None}, 'id': 'itaprihantika@fisip.unila.ac.id'}]",other,GAYA KEPEMIMPINAN WALIKOTA METRO PERIODE 2005 – 2015 (Penilaian Sejawat),,,['H1'],,['Universitas Lampung'],,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37491,,P3M  STISIPOL Dharma Wacana,['FISIP2'],,disk0/00/03/74/91,public,,2021-12-29 10:36:14,8,unpub,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,
55,2018-11-12 01:15:38,archive,9708,show,,307,,,2018-11-12 01:15:38,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'accepted', 'docid': 22724, 'main': 'Ita Prihantika_Semnas IPTEK POLINELA.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/91918', 'filename': 'Ita Prihantika_Semnas IPTEK POLINELA.pdf', 'objectid': 22724, 'filesize': 527006, 'mtime': '2018-11-10 11:52:15', 'hash_type': 'MD5', 'hash': 'ac6596186b3b757c708ca9e74ba650f4', 'mime_type': 'application/pdf', 'fileid': 91918, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22724', 'security': 'public', 'placement': 1, 'eprintid': 9708}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/22725', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 9708, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Ita Prihantika_Semnas IPTEK POLINELA.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'ac6596186b3b757c708ca9e74ba650f4', 'datasetid': 'document', 'fileid': 91920, 'uri': 'http://repository.lppm.unila.ac.id/id/file/91920', 'filename': 'Ita Prihantika_Semnas IPTEK POLINELA.pdf', 'objectid': 22725, 'filesize': 527006, 'mtime': '2018-11-10 12:59:44', 'hash_type': 'MD5'}], 'docid': 22725, 'format': 'text'}]","[{'id': 'itaprihantika@fisip.unila.ac.id', 'name': {'family': 'Prihantika', 'lineage': None, 'honourific': None, 'given': 'Ita'}}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'family': 'Hermawan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Dewie', 'lineage': None, 'family': 'Atika', 'honourific': None}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}, {'id': 'ekobudi.sulistio@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sulistio', 'given': 'Eko Budi'}}]",conference_item,"PELATIHAN BAGI APARATUR DESA DALAM PERUMUSAN PROGRAM UNGGULAN DESA SE-KECAMATAN BUAY BAHUGA, WAYKANAN, LAMPUNG",TRUE,published,['H1'],"Pelatihan perumusan program unggulan desa masih belum banyak diterapkan di pemerintahan desa. Salah satu contoh desa yang belum menerima workshop dalam proses perumusan program unggulan adalah desa-desa di Kecamatan Buay Bahuga, Kabupaten Waykanan, Provinsi Lampung. Aparatur Pemerintah Daerah tidak mengerti bagaimana membuat rumusan program unggulan desa yang sesuai dengan keadaan desa menjadi satu masalah yang menjadi titik awal guna pelaksanaan kegiatan ini.
Adapun tujuan dari kegiatan ini yaitu meningkatkan kemampuan aparatur desa dalam merumuskan program - program unggulan desa. Kegiatan ini dilaksanakan melalui pelatihan rumusan program unggulan desa dengan materi yang mencakup aspek-aspek konseptual dan teknis dari peningkatan kapasitas dan program inovasi desa. Hasil kegiatan ini membawa dampak kenaikan sebesar 36,5 % pada aspek pengetahuan dan kemampuan teknis. Sedangkan kenaikan terendah sebesar 0 % dan kenaikan tertinggi sebesar 65%. Beberapa beserta dengan nilai dasar cukup tinggi dikarenakan telah memiliki pengalaman pelatihan atau workshop sebelumnya. Beberapa peserta dengan nilai yang rendah dikarenakan sebelumnya belum pernah terlibat pada perumusan program unggulan desa.","['FISIP, Universitas Lampung', 'FISIP, Universitas Lampung', 'FISIP, Universitas Lampung', 'FISIP, Universitas Lampung']",,2018-10-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9708,,,['FISIP2'],,disk0/00/00/97/08,public,,2018-11-12 01:15:38,11,inpress,"Bukit Randu, Lampung",11 Oktober 2018,paper,conference,Semnas TEKTAN dan Semnas Penerapan Iptek Tahun 2018,,,,,,,,,,,,,
56,2018-11-12 01:15:16,archive,9712,show,,307,,,2018-11-12 01:15:16,"[{'eprintid': 9712, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22728', 'pos': 1, 'format': 'text', 'docid': 22728, 'main': 'IICIS_PRIHANTIKA_PS.pdf', 'files': [{'hash': '54fb3efb46686556fb3f300c9bb27b33', 'mime_type': 'application/pdf', 'fileid': 91953, 'datasetid': 'document', 'mtime': '2018-11-10 14:41:16', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/91953', 'filename': 'IICIS_PRIHANTIKA_PS.pdf', 'objectid': 22728, 'filesize': 787555}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]","[{'name': {'given': 'Ita', 'honourific': None, 'lineage': None, 'family': 'Prihantika'}, 'id': 'itaprihantika@fisip.unila.ac.id'}, {'id': 'rahayu.sulistiowati@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sulistiowati', 'honourific': None, 'given': 'Rahayu'}}, {'name': {'honourific': None, 'family': 'Rahmadhani', 'lineage': None, 'given': 'Tia Panca'}, 'id': 'tiapancarahmadhani@gmail.com'}]",conference_item,Identification of E-Government Model on Official Site of Local Governments in Lampung Province,TRUE,published,['H1'],"The wave of e-government penetrated the governance system in form of transparency and accountability. Indonesia also embrace the era of digitalization by applying e-government in various levels of it’s system. This research use descriptive quantitative approach and secondary data from official website. There are  province website, district website and also city website in Lampung Province. Data collection commence by identification on the main site page. Furthermore, research traces the official site which linked on the Department / Agency / Organization of Regional Devices. 
There are four models of e-government by the theory : (1) catalog, (2) transactions, (3) vertical integration and (4) horizontal integration. The study involve 16 official website from provincial / district / city in Lampung Province. The research identified e-government models in Lampung Province at catalog phase, with two district website providing downloadable forms and the others only showing online presentation.
Eight official page of district government websites are in the stage of transaction.  There are e-procurement, e-planning, permit submission, civil administration services, road repair complaints, and online reservation. This research did not find models (3) and (4) throughout the official site of the district government in Lampung Province.","['FISIP, Universitas Lampung', 'FISIP, Universitas Lampung', 'FISIP, Universitas Lampung']",,2018-09-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9712,,,['FISIP2'],,disk0/00/00/97/12,public,,2018-11-12 01:15:16,7,inpress,"Novotel Hotel, Bandar Lampung",9-10 September 2018,paper,conference,International Indonesia Conference on Interdisciplinary Studies (IICIS),,,,,,,,,,,,,
57,2019-04-29 08:19:25,archive,11322,show,115-121,1147,2.0,http://wacanapublik.stisipoldharmawacana.ac.id/index.php/WacanaPublik/article/view/25,2019-04-29 08:19:25,"[{'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Gap Implementasi Kebijakan Bina Keluarga TKI di Kabupaten Malang.doc', 'files': [{'mtime': '2019-04-26 07:11:35', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/103072', 'filename': 'Gap Implementasi Kebijakan Bina Keluarga TKI di Kabupaten Malang.doc', 'objectid': 24324, 'filesize': 64512, 'mime_type': 'application/msword', 'hash': 'b003aba2103d0bef8f9efe6283ee9a4b', 'fileid': 103072, 'datasetid': 'document'}], 'docid': 24324, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24324', 'eprintid': 11322, 'placement': 1}]","[{'id': 'ani_wardianto@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Puspawati', 'given': 'Ani Agus'}}]",article,Gap Implementasi Kebijakan Bina Keluarga TKI di Kabupaten Malang,TRUE,published,['H1'],"Kebijakan Bina Keluarga Tenaga Kerja Indonesia (TKI) bertujuan menyelesaikan permasalahan keluarga TKI di bidang pemberdayaan ekonomi, ketahanan keluarga dan perlindungan anak. Penelitian dilakukan di Desa Tlogosari Kecamatan Donomulyo Kabupaten Malang. Jenis penelitian ini adalah kualitatif. Implementasi tidak berhasil karena berhenti pada tahap persiapan. Pada Penelitian ini menguraikan tentang gap implementasi yang terjadi.",['Jurusan Administrasi Negara'],12.0,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11322,,STISIPOL Dharma Wacana,['FISIP2'],Wacana Publik,disk0/00/01/13/22,public,18582400,2019-04-29 08:19:25,6,pub,,,,,,,,,,,,,,,,,,
58,2019-05-10 02:32:52,archive,12374,show,100-107,763,2.0,http://jurnaladministratio.fisip.unila.ac.id,2019-05-10 02:32:52,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-05-09 18:49:02', 'filesize': 481429, 'objectid': 25353, 'uri': 'http://repository.lppm.unila.ac.id/id/file/110199', 'filename': 'document (1).pdf', 'fileid': 110199, 'datasetid': 'document', 'hash': 'ea3844aa0a1ca4a40708f9ef4117bf04', 'mime_type': 'application/pdf'}], 'main': 'document (1).pdf', 'docid': 25353, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25353', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 12374}]","[{'id': None, 'name': {'given': 'Bambang', 'lineage': None, 'family': 'Septiawan', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Utoyo', 'lineage': None, 'given': 'Bambang'}, 'id': 'bambang6263@gmail.com'}, {'id': None, 'name': {'given': 'Suripto', 'honourific': None, 'family': 'Suripto', 'lineage': None}}]",article,THE EFFECT OF ORGANIZATIONAL SUPPORT AND ORGANIZATIONAL COMMITMENT TO EMPLOYE PEFORMANCE,TRUE,published,['H1'],"Penelitian ini bertujuan untuk menemukan efek antara (1) dukungan organisasi dengan performa pekerjaan, (2) komitmen organisasi dengan performa pekerjaan, (3) dukungan organisasi dan komitmen organisasi. Metode yang digunakan dalam penelitian ini adalah survey dengan berhubungan dengan penelitian. Dalam penelitian ini menyajikan sampel dari 81 pekerja yang telah terpilih dengan random teknik (simple random sampling). Data diperoleh dengan cara menyebarkan kuisioner. Penelitian ini dilaksanakan di Dinas Kesehatan Kota Metro. Berdasarkan pada hipotesis yang telah dilakukan, dapat disimpulkan penelitian ini menemukan : (1) ada pengaruh positif langsung antara dukungan organisasi pada performa pekerjaan, (2) ada pengaruh langsung yang positif antara komitmen organisasi dengan performa pekerjaan, (3) adanya pengaruh langsung yang positif antara dukungan organisasi pada komitmen organisasi. Implikasi dari penelitian ini adalah perlunya usaha untuk meningkatkan performa pekerjaan yang dapat dilakukan dengan meningkatkan dukungan organisasi dan komitmen.","['Magister Ilmu Administrasi', 'Jurusan Administrasi Negara', 'Jurusan Administrasi Bisnis']",9.0,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/12374,[{'url': 'http://jurnaladministratio.fisip.unila.ac.id/index.php/administratio/article/view/69'}],Jurusan Administrasi Negara FISIP Unila dan Persadi Lampung,['FISIP2'],Jurnal Ilmiah Administrasi Publik dan Pembangunan ADMINISTRATIO,disk0/00/01/23/74,public,2087-0825,2019-05-10 02:32:52,6,pub,,,,,,,,,,,,,,,,,,
59,2019-04-29 08:13:24,archive,11208,show,91-101,307,2.0,http://wacanapublik.stisipoldharmawacana.ac.id/index.php/WacanaPublik/article/view/27,2019-04-29 08:13:24,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24209', 'pos': 1, 'eprintid': 11208, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 24209, 'main': '05 Sulistio, Prihantika & Meiliyana.pdf', 'files': [{'hash': 'cca8ad0b70ac7bf627058970530a9cc0', 'mime_type': 'application/pdf', 'fileid': 102300, 'datasetid': 'document', 'mtime': '2019-04-19 08:20:52', 'hash_type': 'MD5', 'filename': '05 Sulistio, Prihantika & Meiliyana.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102300', 'objectid': 24209, 'filesize': 547433}]}]","[{'name': {'lineage': None, 'family': 'Sulistio', 'honourific': None, 'given': 'Eko Budi'}, 'id': 'ekobudi.sulistio@fisip.unila.ac.id'}, {'id': 'itaprihantika@fisip.unila.ac.id', 'name': {'given': 'Ita', 'honourific': None, 'lineage': None, 'family': 'Prihantika'}}, {'name': {'given': 'Meiliyana', 'lineage': None, 'family': 'Meiliyana', 'honourific': None}, 'id': 'melyanwar@yahoo.com'}]",article,GAYA KEPEMIMPINAN WALIKOTA METRO PERIODE 2005 – 2015,TRUE,published,['H1'],"This paper aims to identify the leadership style of Metro Mayor 2005-2015, Lukman Hakim. By using a descriptive qualitative approach, it was concluded that during the two periods of being Metro Mayor the leadership style used by Lukman Hakim was a democratic style. With a democratic style, Lukman Hakim's leadership can be considered quite adaptive to the dynamics of the demands of the development of government in Metro City. This is manifested in activities such as APBD surgery, one-stop service or fit and proper tests for officials of government bureaucracy in Metro City in order to realize the demands of the dynamics of democratic governance and clean governance. One result of bureaucratic reform done by Lukman Hakim as Mayor of Metro was the increase in the Public Service Index in 2012 due to the improved performance of the bureaucracy in providing services to the community.

Tulisan ini bertujuan untuk mengidentifikasi gaya kepemimpinan Walikota Metro 2005-2015, Lukman Hakim. Dengan menggunakan pendekatan kualitatif deskriptif, diperoleh kesimpulan bahwa selama dua periode menjadi Walikota Metro gaya kepemimpinan yang digunakan oleh Lukman Hakim adalah gaya demokratis. Dengan gaya demokratis, kepemimpinan Lukman Hakim bisa dinilai cukup adaptif dengan dinamika tuntutan perkembangan pemerintahan di Kota Metro. Hal tersebut diwujudkan dalam kegiatan seperti bedah APBD, pelayanan satu atap atau uji kepatuhan dan kepantasan (fit and proper test) untuk pejabat birokrasi pemerintahan  di Kota Metro dalam rangka merealisasikan tuntutan dinamika pemerintahan yang demokratis dan pemerintahan yang bersih.Salah satu hasil dari reformasi birokrasi yang dilakukan oleh Lukman Hakim sebagai Walikota Metro adalah naiknya Indeks Pelayanan Publik pada tahun 2012 yang disebabkan semakin membaiknya kinerja birokrasi dalam memberikan pelayanan pada mayarakat.","['Jurusan Administrasi Negara', 'Jurusan Administrasi Negara', 'Jurusan Administrasi Negara']",12.0,2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11208,,LP3M  STISIPOL Dharma Wacana,['FISIP2'],Wacana Publik,disk0/00/01/12/08,public,1858-2400,2019-04-29 08:13:24,6,pub,,,,,,,,,,,,,,,,,,
60,2018-11-12 01:14:56,archive,9713,show,,307,,,2018-11-12 01:14:56,"[{'format': 'text', 'main': 'PENDIDIKAN TANPA KEKERASAN.pdf', 'docid': 22729, 'files': [{'hash': '8780caa1c9017b12dd7f4a1e7c98ed2f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 91960, 'mtime': '2018-11-10 15:03:54', 'hash_type': 'MD5', 'filename': 'PENDIDIKAN TANPA KEKERASAN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/91960', 'filesize': 2630467, 'objectid': 22729}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 9713, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22729'}]","[{'id': 'rahayu.sulistiowati@fisip.unila.ac.id', 'name': {'given': 'Rahayu', 'lineage': None, 'family': 'Sulistiowati', 'honourific': None}}, {'id': 'dewie.brimaatika@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Atika', 'honourific': None, 'given': 'Dewie'}}, {'id': 'itaprihantika@fisip.unila.ac.id', 'name': {'given': 'Ita', 'family': 'Prihantika', 'lineage': None, 'honourific': None}}]",book,Pendidikan Tanpa Kekerasan dalam Perspektif Kebijakan Publik,TRUE,published,['H1'],"Kekerasan terhadap anak terjadi di segala lingkungan pertumbuhan anak, termasuk di lingkungan pendidikan. Sebagian besar waktu dan pertumbuhan anak dibentuk pada fase sekolah. Bukan hanya kekerasan fisik yang sering terjadi di lingkungan sekolah, tetapi juga kekerasan psikis, dan kekerasan seksual. Pemerintah tentunya harus mengambil suatu tindakan sebagai jalan keluar atas fenomena ini. Maka kebijakan publik sebagai strategi untuk merealisasikan tujuan publik merupakan salah satu solusi atas kekerasan yang terjadi pada anak di dunia pendidikan. Wujud respon negara melalui Permen Pemberdayaan Perempuan dan Perlindungan Anak Nomor 8 Tahun 2014 Tentang Kebijakan Sekolah Ramah Anak. 
	Kebijakan ini dapat diarahkan untuk menuju sebuah model kebijakan penanganan kekerasan terhadap anak, dan khususnya melalui sektor pendidikan. Mengapa pendidikan, karena pendidikan memegang peranan yang sangat penting untuk kemajuan suatu bangsa. Kualitas manusia ditentukan oleh kualitas pendidikan dan pendidikan yang ideal adalah pendidikan yang mengakomodir kebutuhan murid laki-laki dan murid perempuan sehingga seluruh masyarakat laki-laki dan perempuan akan memperoleh akses, partisipasi, kontrol dan manfaat yang sama dalam bidang pendidikan. Berdasarkan kondisi tersebut, penulis berusaha menyusun naskah buku referensi ini dengan memuat aspek kebijakan pendidikan responsif gender dan tanpa kekerasan.","['FISIP, Universitas Lampung', 'FISIP, Universitas Lampung', 'FISIP, Universitas Lampung']",,2018-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9713,,AURA Publishing,['FISIP2'],,disk0/00/00/97/13,public,,2018-11-12 01:14:56,7,pub,,,,,,,,978-602-5940-64-4,,Bandarlampung,0.0,,,,,,,
61,2021-11-29 01:24:25,archive,37086,show,,307,,,2021-11-29 01:24:25,"[{'placement': 1, 'eprintid': 37086, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157996', 'pos': 1, 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '10e1d31c430cd423482b82f73e7e5131', 'fileid': 425329, 'datasetid': 'document', 'mtime': '2021-11-28 17:18:52', 'hash_type': 'MD5', 'filename': 'Sertikat Hak Cipta Ita Prihantika.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/425329', 'objectid': 157996, 'filesize': 132357}], 'main': 'Sertikat Hak Cipta Ita Prihantika.pdf', 'docid': 157996, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]","[{'id': 'rahayu.sulistiowati@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sulistiowati', 'given': 'Rahayu'}}, {'name': {'given': 'Dewie', 'family': 'Atika', 'lineage': None, 'honourific': None}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}, {'id': 'itaprihantika@fisip.unila.ac.id', 'name': {'family': 'Prihantika', 'lineage': None, 'honourific': None, 'given': 'Ita'}}]",patent,Pendidikan Tanpa Kekerasan dalam Perspektif Kebijakan Publik,,published,['H1'],,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,2018-10-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37086,,,['FISIP2'],,disk0/00/03/70/86,public,,2021-11-29 01:24:25,7,pub,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/CRE'}, {'type': 'http://www.loc.gov/loc.terms/relators/CRE'}, {'type': 'http://www.loc.gov/loc.terms/relators/CRE'}]",120182,,,,2.0,"Rahayu Sulistiowati, Dewie Brima Atika, Ita Prihantika,",,,,,,
