,title,creators,type,lastmod,metadata_visibility,rev_number,status_changed,publication,dir,divisions,uri,volume,subjects,date_type,refereed,documents,official_url,number,userid,pagerange,eprint_status,id_number,eprintid,datestamp,ispublished,full_text_status,issn,publisher,related_url,date,corp_creators,abstract,succeeds,contributors,event_title,event_type,event_location,event_dates,pres_type,isbn,place_of_pub,pages,book_title,series,patent_applicant
10,Penilaian Teman Sejawat: INDEKS KEPUASAN MASYARAKAT PADA PELAYANAN JAMKESMAS DI RUMAH SAKIT (Studi Pada Rumah Sakit Umum Abdoel Moeloek Bandar Lampung,"[{'name': {'given': 'Dewie', 'honourific': None, 'family': 'Atika', 'lineage': None}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}]",other,2022-03-30 01:06:55,show,8,2022-03-30 01:06:55,,disk0/00/04/06/95,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/40695,,"['H1', 'HN']",,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162070', 'security': 'public', 'placement': 1, 'eprintid': 40695, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'mime_type': 'application/pdf', 'hash': '5b86749fcfdd4df29d86b190a45b41ba', 'datasetid': 'document', 'fileid': 452915, 'mtime': '2022-03-29 12:34:04', 'hash_type': 'MD5', 'filename': 'INDEKS KEPUASAN MASYARAKAT PADA PELAYANAN JAMKESMAS DI RUMAH SAKIT (Studi Pada Rumah Sakit Umum Abdoel Moeloek Bandar Lampung).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452915', 'objectid': 162070, 'filesize': 667188}], 'main': 'INDEKS KEPUASAN MASYARAKAT PADA PELAYANAN JAMKESMAS DI RUMAH SAKIT (Studi Pada Rumah Sakit Umum Abdoel Moeloek Bandar Lampung).pdf', 'docid': 162070, 'format': 'text'}]",,,127,,archive,,40695,2022-03-30 01:06:55,unpub,public,,Administrasi  Negara,,1970-01-01 00:00:00.000002022,['Universitas Lampung'],,,,,,,,,,,,,,
11,Penilaian Teman Sejawat: PENGARUH ORGANIZATIONAL CITIZENSHIP BEHAVIOUR DAN KEPEMIMPINAN TERHADAP KINERJA ORGANISASI (STUDI DI UNIVERSITAS LAMPUNG,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Atika', 'given': 'Dewie'}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}]",other,2022-03-30 01:06:58,show,8,2022-03-30 01:06:58,,disk0/00/04/06/96,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/40696,,"['H1', 'HN']",,,"[{'format': 'text', 'main': 'PENGARUH ORGANIZATIONAL CITIZENSHIP BEHAVIOUR DAN KEPEMIMPINAN TERHADAP KINERJA ORGANISASI (STUDI DI UNIVERSITAS LAMPUNG.pdf', 'docid': 162071, 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-29 12:38:36', 'objectid': 162071, 'filesize': 613014, 'filename': 'PENGARUH ORGANIZATIONAL CITIZENSHIP BEHAVIOUR DAN KEPEMIMPINAN TERHADAP KINERJA ORGANISASI (STUDI DI UNIVERSITAS LAMPUNG.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452923', 'datasetid': 'document', 'fileid': 452923, 'mime_type': 'application/pdf', 'hash': '98e3326c2f801a39d756460b8c97e46a'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 40696, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162071', 'pos': 1}]",,,127,,archive,,40696,2022-03-30 01:06:58,unpub,public,,Administrasi  Negara,,2022-03-01 00:00:00.000000000,['Universitas Lampung'],,,,,,,,,,,,,,
12,Penilaian Teman Sejawat: Pelayanan Publik Berkarakter Prima Sebuah Pendekatan Teoritik,"[{'name': {'given': 'Dewie', 'honourific': None, 'family': 'Atika', 'lineage': None}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}]",other,2022-03-30 01:06:44,show,9,2022-03-30 01:06:44,,disk0/00/04/06/90,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/40690,,"['H1', 'HT']",,,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '16d8bcf59e674e4cd80549ad9cb189d6', 'fileid': 452873, 'datasetid': 'document', 'filename': 'civil siciety_prosiding.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452873', 'filesize': 814097, 'objectid': 162065, 'mtime': '2022-03-29 12:04:01', 'hash_type': 'MD5'}], 'main': 'civil siciety_prosiding.pdf', 'docid': 162065, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 40690, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162065'}]",,,127,,archive,,40690,2022-03-30 01:06:44,unpub,public,,Administrasi  Negara,,2022-03-01 00:00:00.000000000,['Universitas Lampung'],,,,,,,,,,,,,,
13,Penilaian Teman Sejawat: Pemberdayaan Masyarakat Pesisisr Melalui Pengembangan Klaster Ikan di Pulau Pasaran Kota Bandar Lampung,"[{'id': 'dewie.brimaatika@fisip.unila.ac.id', 'name': {'given': 'Dewie', 'honourific': None, 'family': 'Atika', 'lineage': None}}]",other,2022-03-30 01:06:46,show,9,2022-03-30 01:06:46,,disk0/00/04/06/91,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/40691,,"['H1', 'HN', 'HT']",,,"[{'docid': 162066, 'main': 'Pemberdayaan Masyarakat Pesisisr Melalui Pengembangan Klaster Ikan di Pulau Pasaran Kota Bandar Lampung.pdf', 'files': [{'filename': 'Pemberdayaan Masyarakat Pesisisr Melalui Pengembangan Klaster Ikan di Pulau Pasaran Kota Bandar Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452882', 'filesize': 791339, 'objectid': 162066, 'mtime': '2022-03-29 12:15:32', 'hash_type': 'MD5', 'hash': '44172adf832cec4b0bdff65157bb8d9b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 452882}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 40691, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162066', 'security': 'public'}]",,,127,,archive,,40691,2022-03-30 01:06:46,unpub,public,,Administrasi  Negara,,2022-03-01 00:00:00.000000000,,,,,,,,,,,,,,,
14,Penilaian Teman Sejawat: Revitalisasi Peran KArang Taruna Melalui Pemberdayaan SNS ( Social Networking Sites) Studi PAda Karang Taruna Kecamatan Pardasuka Kabupaten Pringsewu,"[{'id': 'dewie.brimaatika@fisip.unila.ac.id', 'name': {'given': 'Dewie', 'family': 'Atika', 'lineage': None, 'honourific': None}}]",other,2022-03-30 01:07:04,show,8,2022-03-30 01:07:04,,disk0/00/04/06/99,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/40699,,"['H1', 'HN']",,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'filename': 'Revitalisasi Peran Karang Taruna Melalui Pemberdayaan SNS ( Social Networking Sites) Studi PAda Karang Taruna Kecamatan Pardasuka Kabupaten Pringsewu.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452947', 'filesize': 687586, 'objectid': 162074, 'mtime': '2022-03-29 12:49:19', 'hash_type': 'MD5', 'hash': '27e284df0eff62f63647283a114a392b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 452947}], 'main': 'Revitalisasi Peran Karang Taruna Melalui Pemberdayaan SNS ( Social Networking Sites) Studi PAda Karang Taruna Kecamatan Pardasuka Kabupaten Pringsewu.pdf', 'docid': 162074, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162074', 'security': 'public', 'placement': 1, 'eprintid': 40699}]",,,127,,archive,,40699,2022-03-30 01:07:04,unpub,public,,Administrasi  Negara,,2022-03-01 00:00:00.000000000,['Universitas Lampung'],,,,,,,,,,,,,,
15,Penilaian Teman Sejawat: Revitalisasi Peran KArang Taruna Melalui Pemberdayaan SNS ( Social Networking Sites) Studi PAda Karang Taruna Kecamatan Pardasuka Kabupaten Pringsewu,"[{'name': {'given': 'Dewie', 'honourific': None, 'family': 'Atika', 'lineage': None}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}]",other,2022-04-05 07:13:11,show,4,2022-04-05 07:13:11,,disk0/00/04/10/64,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/41064,,"['H1', 'HN']",,,"[{'placement': 1, 'eprintid': 41064, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162488', 'security': 'public', 'main': 'Revitalisasi Peran Karang Taruna.pdf', 'docid': 162488, 'files': [{'fileid': 456100, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '77c9add1f68c96b8f5c17b669c3b93fb', 'objectid': 162488, 'filesize': 691996, 'uri': 'http://repository.lppm.unila.ac.id/id/file/456100', 'filename': 'Revitalisasi Peran Karang Taruna.pdf', 'hash_type': 'MD5', 'mtime': '2022-04-05 05:46:04'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,127,,archive,,41064,2022-04-05 07:13:11,unpub,public,,Administrasi  Negara,,2022-03-01 00:00:00.000000000,['Universitas Lampung'],,,,,,,,,,,,,,
16,PENILAIAN SEJAWAT: Civil Siciety dalam Program Sekolah Ramah Anak (SRA) Untuk Mendukung Kebijakan Kabupaten Layak Anak (KLA),"[{'id': 'dewie.brima@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Atika', 'given': 'Dewie Brima'}}]",other,2022-03-29 10:07:21,show,8,2022-03-29 10:07:21,,disk0/00/03/88/74,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/38874,,['H1'],,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '2.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/452835', 'filename': '2.pdf', 'objectid': 162061, 'filesize': 791339, 'mtime': '2022-03-29 09:58:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '44172adf832cec4b0bdff65157bb8d9b', 'datasetid': 'document', 'fileid': 452835}], 'docid': 162061, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162061', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 38874}]",,,127,,archive,,38874,2022-03-29 10:07:21,unpub,public,,Jurusan Administrasi Negara,,2022-03-01 00:00:00.000000000,['Universitas Lampung'],,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,
17,Efektivitas Program Peningkatan Diversifikasi dan Ketahanan Pangan Masyarakat Melalui Kegiatan Kawasan Rumah Pangan Lestari (KRPL),"[{'id': None, 'name': {'family': 'Ginanjar', 'lineage': None, 'honourific': None, 'given': 'Irvan Ashari'}}, {'id': 'rahayu.sulistiowati@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sulistiowati', 'honourific': None, 'given': 'Rahayu'}}, {'id': 'indrie02@gmail.com', 'name': {'given': 'Susana Indriati', 'honourific': None, 'lineage': None, 'family': 'Caturiani'}}]",article,2023-05-19 01:28:47,show,6,2023-05-19 01:28:47,Administrativa,disk0_bak/00/05/17/82,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/51782,4.0,['H1'],published,TRUE,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/250365', 'pos': 1, 'eprintid': 51782, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 250365, 'main': 'Administrativa 2022 Ginanjar.pdf', 'files': [{'hash': '2fcf426f24bb27b5509000459e7297c4', 'mime_type': 'application/pdf', 'fileid': 613483, 'datasetid': 'document', 'filename': 'Administrativa 2022 Ginanjar.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/613483', 'objectid': 250365, 'filesize': 1084932, 'mtime': '2023-05-17 14:56:36', 'hash_type': 'MD5'}]}]",https://administrativa.fisip.unila.ac.id/index.php/1/article/view/195,2.0,590,336-251,archive,DOI: https://doi.org/10.23960/administrativa.v4i2,51782,2023-05-19 01:28:47,pub,public,2714-7673,Jurusan administrasi negara fisip unila,[{'url': 'https://administrativa.fisip.unila.ac.id/index.php/1/issue/view/9'}],2022-08-21 00:00:00.000000000,,"The fulfillment of food needs in a country is an absolute must be met, KRPL activities are activities to empower community groups through optimizing the use of yard land for the cultivation of various types of crops, livestock and poultry to improve household food security. The problem in this study is the implementation and sustainability of KRPL Activities at KWT Asoka Mandiri Makmur, considering the help of KRPL Activities only as a stimulus, which ultimately formed independence in the following years. This research aims to analyze the effectiveness of KRPL Activities as well as the obstacles faced by KWT Asoka Mandiri Makmur. The implementation of KRPL activities on KWT Asoka Mandiri Makmur is considered ineffective. Of the four indicators only meet the criteria on target because the group was formed as a preparatory step for the implementation of KRPL Activities, while for socialization is still constrained by member participation and lack of socialization about organizational management, in the aspect of program objectives have not achieved conformity between goals with realization in the field, and in the aspect of monitoring still lack of supervision, especially at the stage of independence. While the obstacles faced by the group internally are human resources participation, financial resource management, in external aspects encountered obstacles in the form of the Covid-19 pandemic, assistance factors, and natural environmental conditions.",,,,,,,,,,,,,
18,"Hak Cipta atas Program Komputer 'Anjau Wisata""","[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'honourific': None, 'lineage': None, 'family': 'Hermawan'}}, {'name': {'family': 'Hutagalung', 'lineage': None, 'honourific': None, 'given': 'Simon'}, 'id': 'simon.sumanjoyo@fisip.unila.ac.id'}]",other,2023-05-21 03:44:13,show,7,2023-05-21 03:44:13,,disk0_bak/00/05/18/90,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/51890,,['H1'],published,,"[{'placement': 1, 'eprintid': 51890, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250976', 'pos': 1, 'security': 'public', 'files': [{'filename': '32-0028068102-20230411121420-1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614778', 'objectid': 250976, 'filesize': 2090687, 'mtime': '2023-05-20 02:49:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '62553b5516f29da51ba960f36f26d12e', 'datasetid': 'document', 'fileid': 614778}], 'main': '32-0028068102-20230411121420-1.pdf', 'docid': 250976, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,659,,archive,,51890,2023-05-21 03:44:13,pub,public,,Kemenkumham RI,,2022-11-28 00:00:00.000000000,,Anjau Wisata merupakan program berbasis website yang dapat dimanfaatkan sebagai marketplace destinasi wisata desa yang pengelolaannya dilaksanakan berdasarkan prinsip koopetisi dan bertujuan untuk memulihkan gairah sektor pariwisata pasca COvid19.,,,,,,,,,,,,,
19,Model Pariwisata Berbasis Kearifan Lokal di Kabupaten Lampung Selatan Provinsi Lampung,"[{'name': {'given': 'Dedy', 'family': 'Hermawan', 'lineage': None, 'honourific': None}, 'id': 'hermawan.dedy@yahoo.com'}, {'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'given': 'Simon', 'lineage': None, 'family': 'Hutagalung', 'honourific': None}}]",other,2023-05-21 03:44:25,show,7,2023-05-21 03:44:25,,disk0_bak/00/05/18/93,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/51893,,['H1'],published,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '24-0028068102-20230413093333-1.pdf', 'docid': 250984, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/614804', 'filename': '24-0028068102-20230413093333-1.pdf', 'filesize': 2381284, 'objectid': 250984, 'mtime': '2023-05-20 03:06:53', 'hash_type': 'MD5', 'hash': 'f92e18d49f5307fb77a995fc79863029', 'mime_type': 'application/pdf', 'fileid': 614804, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250984', 'security': 'public', 'placement': 1, 'eprintid': 51893}]",,,659,,archive,,51893,2023-05-21 03:44:25,pub,public,,LPPM Unila,,2022-09-01 00:00:00.000000000,,"Secara umum penduduk asli Lampung yang terdapat di Kabupaten Lampung Selatan dapat dibedakan dalam dua kelompok besar yaitu masyarakat Lampung Peminggir yang merupakan mayoritas suku Lampung di Kabupaten Lampung Selatan dan kelompok kedua yaitu masyarakat Lampung Pepadun. Keragaman budaya dan indentitas masyarakat tersebut memiliki potensi untuk dikemas dalam suatu model pariwisata yang berbasis kepada kearifan lokal. Adapun permasalahan yang hendak diuraikan antara lain: (1). Apa sajakah faktor potensial dalam pembangunan model pariwisata berbasis kearifan lokal di Kabupaten Lampung Selatan Provinsi Lampung?, dan (2). Bagaimanakah model dan strategi pengembangan pariwisata berbasis kearifan lokal di Kabupaten Lampung Selatan Provinsi Lampung?. Sementara itu, urgensi penelitian ini dilatarbelakangi oleh pembangunan sektor pariwisata perlu disiapkan kembali dengan memperkuat aspek keterlibatan komponen sosial budaya lokal, pendekatan kearifan lokal merupakan strategi untuk memperkuat eksposure identitas unik daerah sekaligus upaya memperkuat modal sosial dalam wujud penguatan sistem kepariwisataan. Kemudian temuan yang ditargetkan berupa model pembangunan pariwisata berbasis kearifan lokal yang berkembang pada masyarakat Lampung dengan keragaman etnisnya.",,,,,,,,,,,,,
20,Changes in Tourist Interests During a Pandemic: A Study of Travel Choices and Motivations Post COVID-19 Pandemic,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'family': 'Hermawan', 'lineage': None, 'honourific': None, 'given': 'Dedy'}}, {'name': {'given': 'Bartoven Vivit', 'family': 'Nurdin', 'lineage': None, 'honourific': None}, 'id': 'bartovenvivit@gmail.com'}, {'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'given': 'Simon', 'honourific': None, 'lineage': None, 'family': 'Hutagalung'}}]",conference_item,2022-01-11 10:13:49,show,7,2022-01-11 10:13:49,,disk0/00/03/78/28,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/37828,,['H1'],published,TRUE,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'filesize': 299467, 'objectid': 158763, 'uri': 'http://repository.lppm.unila.ac.id/id/file/430849', 'filename': '125968227.pdf', 'hash_type': 'MD5', 'mtime': '2022-01-11 07:50:33', 'datasetid': 'document', 'fileid': 430849, 'hash': '0a89790ae0216401001c94af062c88a0', 'mime_type': 'application/pdf'}], 'main': '125968227.pdf', 'docid': 158763, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158763', 'security': 'public', 'placement': 1, 'eprintid': 37828}]",https://www.atlantis-press.com/proceedings/ulicoss-21/125968227,,659,520-525,archive,,37828,2022-01-11 10:13:49,pub,public,,,,2022-01-06 00:00:00.000000000,,"The Covid-19 pandemic that occurred at the beginning of 2020 seems to be a phenomenon that has a significant impact on all countries in the world and various sectors, one of which is the tourism sector which has drastically experienced a broad socio-economic impact. Various efforts to restore the tourism sector are needed through various approaches. However, it is necessary to understand in advance the development of tourism interest in the people of Lampung during the pandemic, which has not ended. This is important as the basis for making policies and decisions in the management of tourist destinations by the government. Therefore, this study aims to determine: (1). How is the pattern of changing interest in travelling during the pandemic? And (2). What are the people’s motivations in determining the choice of tourist destinations after this pandemic period? The research method is carried out with a quantitative approach through a survey method with a questionnaire instrument. Because it is still in the pandemic period, the google form will be used and disseminated online through online communities and social media networks interested in travelling and tourism. In data analysis, quantitative software such as SPSS or Excel will be used, and then data visualization will be carried out so that narratives and conclusions can be generated.",,,The Universitas Lampung International Conference on Social Sciences (ULICoSS 2021),conference,Bandar Lampung,30-31 Agustus 2021,paper,,,,,,
21,Kebijakan dan Kelembagaan: Pembangunan Kapasitas Pendidikan Tingkat Menengah Menyongsong Era Disrupsi 4.0 di Provinsi Lampung,"[{'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Hutagalung', 'lineage': None, 'given': 'Simon'}}]",other,2023-05-21 03:44:18,show,7,2023-05-21 03:44:18,,disk0_bak/00/05/18/91,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/51891,,['H1'],published,,"[{'format': 'text', 'main': '24-0028068102-20230413093015-1.pdf', 'docid': 250977, 'files': [{'filename': '24-0028068102-20230413093015-1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614785', 'objectid': 250977, 'filesize': 1387283, 'mtime': '2023-05-20 02:58:08', 'hash_type': 'MD5', 'hash': '7a4d5ba8271a959a203ab90097d33ff7', 'mime_type': 'application/pdf', 'fileid': 614785, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 51891, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/250977', 'pos': 1}]",,,659,,archive,,51891,2023-05-21 03:44:18,pub,public,,LPPM Unila,,2022-09-12 00:00:00.000000000,,"Riset ini akan berusaha mengimpun rangkaian analisa terhadap aspek kebijakan dan kelembagaan yang menunjang upaya pembangunan pendidikan dari pemerintah daerah dan pelaku pendidikan lainnya. Selain itu juga akan menarik jika dilihat secara terkait dengan latar lingkungan yang sedang mengalami perubahan berupa disrupsi 4.0. Berdasarkan uraian latar belakang masalah maka dapat dirumuskan beberapa permasalahan: 1) Bagaimanakah perkembangan issu disrupsi pendidikan dalam kajian ilmiah di Indonesia; 2) Bagaimanakah kondisi existing komponen sumber daya pendidikan menengah pertama di provinsi Lampung?; 3) Apa saja format kebijakan unggulan dalam pengembangan kebijakan pendidikan di Provinsi Lampung?, 4). Apa saja upaya penguatan dan pengembangan kelembagaan pendidikan yang telah dilakukan di Provinsi Lampung?, 5). Bagaimanakah model pembangunan kapasitas pendidikan tingkat menengah dalam menyongsong era disrupsi 4.0?. Temuan riset ini diharapkan dapat menghasilkan temuan berupa uraian, pemetaan dan model pembangunan kapasitas pendidikan menengah di Provinsi Lampung.",,,,,,,,,,,,,
22,Sertifikat Hak Cipta Atas Program Komputer Jaring Bencana,"[{'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Hutagalung', 'lineage': None, 'given': 'Simon'}}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'honourific': None, 'lineage': None, 'family': 'Hermawan'}}]",other,2023-05-21 03:44:22,show,7,2023-05-21 03:44:22,,disk0_bak/00/05/18/92,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/51892,,['H1'],,,"[{'main': '32-0028068102-20230411121206-1.pdf', 'docid': 250983, 'files': [{'hash': '05dc85dd33752aa3dd4fc6eeedf4059b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 614797, 'filename': '32-0028068102-20230411121206-1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614797', 'filesize': 2090498, 'objectid': 250983, 'mtime': '2023-05-20 03:01:54', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 51892, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250983', 'security': 'public'}]",,,659,,archive,,51892,2023-05-21 03:44:22,pub,public,,Kemenkumham RI,,2022-11-10 00:00:00.000000000,,Jaring Bencana adalah program komputer berbasis android yang pada prototypenya dirancang sebagai media koordinasi antara kelompok relawan dan masyarakat yang berada dalam lingkup bahaya.,,,,,,,,,,,,,
23,"Information Needs Analysis for Rural Tourism
Application Design in Lampung Province, Indonesia","[{'id': 'simon.sumanjoyo@fisip.unila.ac.id', 'name': {'given': 'Simon', 'family': 'Hutagalung', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Indrajat', 'lineage': None, 'given': 'Himawan'}, 'id': None}]",conference_item,2022-06-15 09:28:05,show,7,2022-06-15 09:28:05,,disk0/00/04/25/02,['FISIP2'],http://repository.lppm.unila.ac.id/id/eprint/42502,,['HT'],published,TRUE,"[{'eprintid': 42502, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164213', 'pos': 1, 'format': 'text', 'files': [{'objectid': 164213, 'filesize': 231060, 'uri': 'http://repository.lppm.unila.ac.id/id/file/466937', 'filename': 'eai.3-8-2021.2315169(1).pdf', 'hash_type': 'MD5', 'mtime': '2022-06-15 08:00:13', 'fileid': 466937, 'datasetid': 'document', 'hash': 'e5020df09c2225f92afe0013c24ac329', 'mime_type': 'application/pdf'}], 'main': 'eai.3-8-2021.2315169(1).pdf', 'docid': 164213, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,659,,archive,,42502,2022-06-15 09:28:05,pub,public,,,,2022-03-29 00:00:00.000000000,,"More growing interest in traveling to villages has made the village have to be embraced as a partner in the start-up of village tourism service applications so that they have clarity in the production chain and are able to
move the wheels of village tourism activities more clearly. However, the main challenge for local tourism service start-ups is the analysis of potential customers needed to develop applications with a variety of features in them. There are two forms of tourism service applications, namely in the form of website applications and applications based on android / IOS. In the first part, it seems that the information needs analysis of the village tourist destination application is the right choice to do. The results of the study identified that the main profile of potential application users is a group of women who are in the age group of 20-31 years and live in urban areas. In addition, substantially the information needs of respondents are parallel to the main profile of potential
application users, they need more information on tourist destinations that have visual appeal, are concise and not far from urban areas so that they can support
their existence in social media activities",,,LePALISSHE 2021,conference,Malang,03 Agustus 2021,paper,,,,,,
