,publication,publisher,divisions,dir,rev_number,ispublished,issn,full_text_status,status_changed,subjects,uri,abstract,title,refereed,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,id_number,official_url,corp_creators,event_type,event_title,date_type,related_url,pres_type,event_dates,event_location,pagerange,volume,number,contributors,book_title,contact_email,succeeds,isbn,editors,pages,place_of_pub
57,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/24,7,submitted,,public,2020-08-13 07:25:57,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23624,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Internasional,Children's Right To Internet Devices : A Social Approach on Indonesian Policy,,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Meutia', 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:25:57,archive,23624,2020-08-13 07:25:57,"[{'eprintid': 23624, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37257', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '767fab6459a2d66dd350864462ed17b4', 'datasetid': 'document', 'fileid': 215748, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215748', 'filename': 'File 5.pdf', 'objectid': 37257, 'filesize': 1991137, 'mtime': '2020-08-13 06:02:31', 'hash_type': 'MD5'}], 'main': 'File 5.pdf', 'docid': 37257, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",205,,,,,,,,,,,,,,,,,,,,,
58,,FISIP UNILA,['FISIP2'],disk0/00/02/72/85,7,submitted,,public,2021-01-10 02:35:37,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27285,Similarity Check,The Concept of E-Voting Mechanism Based on Law of General Election and Information Security,,other,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'lineage': None, 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-01-10 02:35:37,archive,27285,2021-01-10 02:35:37,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'mtime': '2021-01-08 14:35:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244240', 'filename': 'JAMBE.pdf', 'filesize': 3331547, 'objectid': 41295, 'hash': '77380195a2e2db36be3cc64a6aebc7a0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 244240}], 'main': 'JAMBE.pdf', 'docid': 41295, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41295', 'eprintid': 27285, 'placement': 1}]",205,,,,,,,,,,,,,,,,,,,,,
59,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/95,7,submitted,,public,2021-07-07 01:04:20,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33095,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional terakreditasi Sinta 2,The Concept of E-Voting Mechanism Based on Law of General Election and Information Security,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}}]",show,2021-07-07 01:04:20,archive,33095,2021-07-07 01:04:20,"[{'placement': 1, 'eprintid': 33095, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151005', 'security': 'public', 'main': 'The Concept of E voting.pdf', 'docid': 151005, 'files': [{'hash': 'ed366624bfdb6d14734532b0f4bdd029', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 392015, 'mtime': '2021-07-05 09:51:19', 'hash_type': 'MD5', 'filename': 'The Concept of E voting.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/392015', 'objectid': 151005, 'filesize': 2148244}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",205,,,,,,,,,,,,,,,,,,,,,
60,,"FISIP, Universitas Lampung",['FISIP2'],disk0/00/01/86/30,8,pub,,public,2020-03-12 07:41:30,['H1'],http://repository.lppm.unila.ac.id/id/eprint/18630,"The development of tourism in form of digitalization if it is developed effectively will provide benefits especially for local communities. The form of e-tourism management and development in Pesawaran Regency is carried out by cooperation between related institutions which in this case is the Department of Tourism and Culture with the Tourism Awareness Group (Pokdarwis) with IT (Information Technology) system support as an informal institution formed by members of the community and financed independently of the community (especially those who have concern in developing tourism in its area), Tourism awareness group has a very important role in tourism development in Pesawaran. Muljadi, 2012 (82-86). The problem of this research is the management of e-tourism of coastal villages of Teluk Pandan sub-district, Pesawaran Regency has not fully involving local people, the problem of tourism in Lampung Province is still running independently, not yet the formation of zones to be used as tourism object and management system through digitalization of coastal village tourism Teluk Pandan Pesawaran Regency must finalize the study pattern of coastal area arrangement which is expected to serve as the center of economic growth towards ecocity, known as Integrated Coastal Zone Management.
The method used in this research is descriptive qualitative, data is picked through FGD and field visit to key informant relevant. The location of this research is in Pesawaran Regency of Lampung Province
The conclusions obtained from the results of this study are: 1) Increasing of infrastructure and supporting IT system the tourism becomes the attention of the Government of Pesawaran Regency. One of them is the formulation of regulation for tourism area, such as zoning of tourism area, tourism service, and standard of land use of tourism, many business actors have not understood the regulation of tourism management, for example beach lily which is used by private and reclamation activity which can disturb marine ecosystem. Development of tourist destinations cannot be done by the Government of Pesawaran, but must involve the stakeholders and not excluded the role of the community. Nevertheless, there are still obstacles encountered
  73
STATE AND DIGITAL SOCIETY
such as the development of access through private land. 2) The Pesawaran regency administration plans to manage the coastal tourist areas and work on the tourism potential of the coastal villages of Teluk Pandan sub-district through the Tourism and Creative Economy Department, Pesawaran Regency in integrated and integrated coastal zone management. 3) The management of coastal village e-tourism of Teluk Pandan sub-district should engage local people ability in IT system through strengthening the role of tourism conscious groups formed independently of community initiatives, with the hope that the management will provide economic benefits to the surrounding community and increase the Regional Income (Pendapatan Asli Daerah - PAD) of Pesawaran Regency.
Suggestions/recommendations that are important in relation to the results of this year's research are:
The Government of Pesawaran Regency should immediately allocate the budget for the completion of the preparation of Tourism Development Guideline of Pesawaran Regency (Master Plan of Regional Tourism Development/Ripda). The Regional Tourism Development Master Plan (Rencana Induk Pengembangan Pariwisata Daerah - Ripda) is a planning document in the development/development of tourism in Pesawaran District that should be announced through social media online.
The Regional Tourism Development Master Plan (Ripda) of Pesawaran Regency contains the concept of development plan of tourism industry tourism, marketing and human resources of tourism institution of Peswaran Regency for the next 15 years. The purpose of the Ripda of Pesawaran Regency is to make e-tourism development of Pesawaran Regency able to be directional, comprehensive and conservation of nature environment.",E-TOURISM GOVERNANCE POLICY FOR COSTAL VILLAGE IN PESAWARAN REGENCY,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-03-12 07:41:30,archive,18630,2020-03-12 07:41:30,"[{'security': 'public', 'formatdesc': 'similarity check', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31799', 'pos': 1, 'eprintid': 18630, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'format': 'text', 'docid': 31799, 'main': 'E_TOURISM_GOVERNANCE_POLICY_FOR_COSTAL_VILLAGE_IN_.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-03-12 06:18:13', 'objectid': 31799, 'filesize': 2387854, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156485', 'filename': 'E_TOURISM_GOVERNANCE_POLICY_FOR_COSTAL_VILLAGE_IN_.pdf', 'fileid': 156485, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '973001a979c9b3879e9d74e850824147'}]}]",205,,,,,,,,,,,,,,,,,,,,,
61,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/27,7,submitted,,public,2020-08-13 07:26:05,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23627,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Internasional,E-Tourism Governance Policy For Costal Village in Pesawaran Regency,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:26:05,archive,23627,2020-08-13 07:26:05,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 215762, 'mime_type': 'application/pdf', 'hash': 'ade3f8933bd33f51750109e4b9b6aad2', 'hash_type': 'MD5', 'mtime': '2020-08-13 06:22:33', 'objectid': 37259, 'filesize': 1961214, 'filename': 'File 6.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215762'}], 'main': 'File 6.pdf', 'docid': 37259, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37259', 'eprintid': 23627, 'placement': 1}]",205,,,,,,,,,,,,,,,,,,,,,
62,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/99,7,submitted,,public,2021-07-07 01:04:32,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33099,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Internasional terindeks DOAJ,Governments’ Approach on Marine Tourism Industry Policy,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Meutia', 'honourific': None, 'given': 'Intan Fitri'}}]",show,2021-07-07 01:04:32,archive,33099,2021-07-07 01:04:32,"[{'eprintid': 33099, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/151033', 'pos': 1, 'format': 'text', 'main': 'Government Approach.pdf', 'files': [{'datasetid': 'document', 'fileid': 392067, 'mime_type': 'application/pdf', 'hash': 'ca9737be5111261f80d5c4c8adce3267', 'hash_type': 'MD5', 'mtime': '2021-07-05 10:11:09', 'filesize': 2105409, 'objectid': 151033, 'filename': 'Government Approach.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/392067'}], 'docid': 151033, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",205,,,,,,,,,,,,,,,,,,,,,
63,,FISIP UNILA,['FISIP2'],disk0/00/02/72/74,7,submitted,,public,2021-01-10 02:28:24,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27274,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Internasional,Governments’ Approach on Marine Tourism Industry Policy.,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'lineage': None, 'honourific': None}}]",show,2021-01-10 02:28:24,archive,27274,2021-01-10 02:28:24,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 244167, 'hash': '188da97204628cc5b943e2a0bb0b22e3', 'mime_type': 'application/pdf', 'objectid': 41285, 'filesize': 1364348, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244167', 'filename': 'IJRBS.pdf', 'hash_type': 'MD5', 'mtime': '2021-01-08 05:43:31'}], 'main': 'IJRBS.pdf', 'docid': 41285, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27274, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41285', 'pos': 1}]",205,,,,,,,,,,,,,,,,,,,,,
64,,FISIP UNILA,['FISIP2'],disk0/00/02/72/92,8,submitted,,public,2021-01-12 02:23:15,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27292,Similarity Check,Governments’ Approach on Marine Tourism Industry Policy.,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-01-12 02:23:15,archive,27292,2021-01-12 02:23:15,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'files': [{'fileid': 244316, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9eff49bb6f22318b03bd3f2a18f462ed', 'hash_type': 'MD5', 'mtime': '2021-01-11 02:24:54', 'filesize': 1940275, 'objectid': 41303, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244316', 'filename': 'IJRBS.pdf'}], 'main': 'IJRBS.pdf', 'docid': 41303, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41303', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27292}]",205,,,,,,,,,,,,,,,,,,,,,
65,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/97,7,submitted,,public,2021-07-07 01:04:26,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33097,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Internasional bereputasi terindeks Scopus Q2,"THE IDEA OF YOUTH DETENTION CENTER:
EDUCATION PROGRAM AND POLICY",,other,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'lineage': None, 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-07-07 01:04:26,archive,33097,2021-07-07 01:04:26,"[{'format': 'text', 'main': 'The Idea YDC.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'ea20558ba1ac98baa35e4a9d1b66542b', 'datasetid': 'document', 'fileid': 392053, 'uri': 'http://repository.lppm.unila.ac.id/id/file/392053', 'filename': 'The Idea YDC.pdf', 'objectid': 151031, 'filesize': 2154039, 'mtime': '2021-07-05 10:06:15', 'hash_type': 'MD5'}], 'docid': 151031, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 33097, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151031'}]",205,,,,,,,,,,,,,,,,,,,,,
66,,FISIP UNILA,['FISIP2'],disk0/00/02/72/75,7,submitted,,public,2021-01-10 02:28:37,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27275,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Internasional,Indonesia 'Crisis Response to Covid-19 Pandemic : From Various Level of Government and Network Actions to Policy.,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-01-10 02:28:37,archive,27275,2021-01-10 02:28:37,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41286', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27275, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'JOFAL.pdf', 'docid': 41286, 'files': [{'hash': '89f925cf9c081809a58869966fe31d65', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 244174, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244174', 'filename': 'JOFAL.pdf', 'filesize': 1363638, 'objectid': 41286, 'mtime': '2021-01-08 05:47:05', 'hash_type': 'MD5'}], 'format': 'text'}]",205,,,,,,,,,,,,,,,,,,,,,
67,,FISIP UNILA,['FISIP2'],disk0/00/02/72/87,10,submitted,,public,2021-01-12 02:23:08,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27287,Similarity Check,Indonesia 'Crisis Response to Covid-19 Pandemic : From Various Level of Government and Network Actions to Policy.,,other,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-01-12 02:23:08,archive,27287,2021-01-12 02:23:08,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41298', 'security': 'public', 'placement': 1, 'eprintid': 27287, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'docid': 41298, 'main': 'JOFAL.pdf', 'files': [{'filename': 'JOFAL.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244284', 'filesize': 3917930, 'objectid': 41298, 'mtime': '2021-01-10 15:48:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '4b2ac113100318d61633028c96d9df01', 'datasetid': 'document', 'fileid': 244284}], 'format': 'text'}]",205,,,,,,,,,,,,,,,,,,,,,
68,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/98,7,submitted,,public,2021-07-07 01:04:29,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33098,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Internasional terindeks DOAJ,Indonesia 'Crisis Response to Covid-19 Pandemic : From Various Level of Government and Network Actions to Policy.,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'lineage': None, 'honourific': None}}]",show,2021-07-07 01:04:29,archive,33098,2021-07-07 01:04:29,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151032', 'security': 'public', 'placement': 1, 'eprintid': 33098, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Indonesia Crisis Response.pdf', 'docid': 151032, 'files': [{'objectid': 151032, 'filesize': 2156709, 'filename': 'Indonesia Crisis Response.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/392060', 'hash_type': 'MD5', 'mtime': '2021-07-05 10:09:10', 'datasetid': 'document', 'fileid': 392060, 'hash': '912106cad2a86b5e1959d7a272b9a363', 'mime_type': 'application/pdf'}], 'format': 'text'}]",205,,,,,,,,,,,,,,,,,,,,,
69,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/31,7,submitted,,public,2020-08-13 07:26:19,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23631,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Kesenjangan Digital (Digital Divide) Pelaksanaan Ujian Nasional Berbasis Komputer (Studi di Sekolah Menengah Pertama 25 Kab. Pesawaran),,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'honourific': None, 'family': 'Meutia', 'lineage': None}}]",show,2020-08-13 07:26:19,archive,23631,2020-08-13 07:26:19,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37263', 'security': 'public', 'placement': 1, 'eprintid': 23631, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2020-08-13 06:33:01', 'filesize': 2010489, 'objectid': 37263, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215794', 'filename': 'File 12.pdf', 'fileid': 215794, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '47ad38ff62e51fe9e436e9f61ef6a911'}], 'main': 'File 12.pdf', 'docid': 37263, 'format': 'text'}]",205,,,,,,,,,,,,,,,,,,,,,
70,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/29,7,submitted,,public,2020-08-13 07:25:24,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23629,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Model Kebijakan Lembaga Pembinaan Khusus Anak (LPKA) Ramah Anak Berbasis Kemandirian dan Budi Pekerti.,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:25:24,archive,23629,2020-08-13 07:25:24,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '6c33a9f73155db7f5d6633c34adf3831', 'datasetid': 'document', 'fileid': 215780, 'filename': 'File 8.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215780', 'filesize': 1822934, 'objectid': 37261, 'mtime': '2020-08-13 06:28:24', 'hash_type': 'MD5'}], 'main': 'File 8.pdf', 'docid': 37261, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 23629, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37261', 'pos': 1}]",205,,,,,,,,,,,,,,,,,,,,,
71,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/89,7,submitted,,public,2021-07-07 01:04:02,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33089,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Model Kebijakan Lembaga Pembinaan Khusus Anak (LPKA) Ramah Anak Berbasis Kemandirian dan Budi Pekerti.,,other,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-07-07 01:04:02,archive,33089,2021-07-07 01:04:02,"[{'format': 'text', 'docid': 150983, 'main': 'Model LPKA.pdf', 'files': [{'hash': '65b923b87162a4a21a00240357e0c755', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 391957, 'filename': 'Model LPKA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391957', 'filesize': 1917985, 'objectid': 150983, 'mtime': '2021-07-05 09:36:46', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 33089, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150983'}]",205,,,,,,,,,,,,,,,,,,,,,
72,,FISIP UNILA,['FISIP2'],disk0/00/02/72/83,7,submitted,,public,2021-01-10 02:37:51,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27283,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Model Pembinaan Remaja Putus Sekolah Terlantar di Provinsi Lampung (Studi Pada Uptd Pelayanan Sosial Bina Remaja (PSBR) Raden Intan Lampung.,,other,"[{'name': {'family': 'Meutia', 'lineage': None, 'honourific': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-01-10 02:37:51,archive,27283,2021-01-10 02:37:51,"[{'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-01-08 06:05:08', 'filesize': 1358510, 'objectid': 41293, 'filename': 'Administrativa-Model Pembinaan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244226', 'datasetid': 'document', 'fileid': 244226, 'hash': '0a08f08ca236d287e7c1891478bb25ef', 'mime_type': 'application/pdf'}], 'main': 'Administrativa-Model Pembinaan.pdf', 'docid': 41293, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 27283, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41293', 'pos': 1}]",205,,,,,,submitted,,,,,,,,,,,,,,,
73,,"FH, Universitas Lampung",['FISIP2'],disk0/00/01/86/28,8,pub,,public,2020-03-12 07:40:26,['H1'],http://repository.lppm.unila.ac.id/id/eprint/18628,"The Research examines the formulation process of juvenile detention center in giving education based on equality principal and character building. The Center focus on arranges the youth in economic future and personality. The goal is the kids has economic-literacy, life-skill and acceptable to society. This strategy also goes to Indonesian Sustainable Development Goals for creating the Child-Friendly Center and best generation.
The object is located on juvenile detention center Tegineneng, Lampung Province. The research found 359 children on 14-18 years old between junior and senior high school grade. Education course did by a contract teacher from private and government school accompanied with The Center officer and Education Department. Additionally, the kids also learn about music, painting, singing and discourse. The result shows that the programs are not only create the formal education but also develop their hard skill. .
Keynotes: Policy, Juvenile Detention Center, and Child.",Models of Policy Making : Juvenile Detention Center and Self-Reliance Program,,other,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'lineage': None, 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-03-12 07:40:26,archive,18628,2020-03-12 07:40:26,"[{'format': 'text', 'docid': 31797, 'main': 'Models_of_Policy_Making___Juvenile_Detention_Cente.pdf', 'files': [{'fileid': 156468, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'efad6dead6dea4cf7067b968730b49fe', 'objectid': 31797, 'filesize': 1090299, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156468', 'filename': 'Models_of_Policy_Making___Juvenile_Detention_Cente.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-12 06:12:34'}], 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'eprintid': 18628, 'placement': 1, 'security': 'public', 'formatdesc': 'Similarity check', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31797'}]",205,,,,,,,,,,,,,,,,,,,,,
74,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/23,7,submitted,,public,2020-08-13 07:25:51,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23623,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Internasional,Models of Policy Making : Juvenile Detention Center and Self-Reliance Program,,other,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:25:51,archive,23623,2020-08-13 07:25:51,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 215741, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4a00e02a7797cddf6c2883531f8e23e8', 'hash_type': 'MD5', 'mtime': '2020-08-13 06:00:23', 'filesize': 1930235, 'objectid': 37256, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215741', 'filename': 'File 4.pdf'}], 'main': 'File 4.pdf', 'docid': 37256, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37256', 'pos': 1, 'eprintid': 23623, 'placement': 1}]",205,,,,,,,,,,,,,,,,,,,,,
75,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/34,7,submitted,,public,2020-08-13 07:26:39,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23634,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Pemetaan Strategis Potensi Provinsi Lampung Dalam Rangka Menghadapi IMTGT 2020,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Meutia', 'given': 'Intan Fitri'}}]",show,2020-08-13 07:26:39,archive,23634,2020-08-13 07:26:39,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37266', 'pos': 1, 'eprintid': 23634, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'File 15.pdf', 'docid': 37266, 'files': [{'hash_type': 'MD5', 'mtime': '2020-08-13 06:37:18', 'objectid': 37266, 'filesize': 1925497, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215815', 'filename': 'File 15.pdf', 'fileid': 215815, 'datasetid': 'document', 'hash': '469214da3f0b315be849ba15441879b7', 'mime_type': 'application/pdf'}]}]",205,,,,,,,,,,,,,,,,,,,,,
