,full_text_status,status_changed,rev_number,ispublished,divisions,publisher,dir,uri,date,date_type,subjects,book_title,place_of_pub,isbn,creators,type,title,refereed,userid,lastmod,pages,documents,datestamp,editors,eprint_status,eprintid,metadata_visibility,abstract,volume,publication,issn,number,corp_creators,projects,pagerange,official_url,related_url,monograph_type,contributors,contact_email,keywords,referencetext,note,department,institution,series,event_dates,pres_type,event_location,event_title,event_type,funders,id_number
22,public,2017-07-31 08:13:51,10,pub,['FH3'],,disk0/00/00/36/24,http://repository.lppm.unila.ac.id/id/eprint/3624,2015-07-01 00:00:00.000000000,published,['K1'],,,,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}}]",conference_item,"DILEMMA OF STATE SOVEREIGNTY PROTECTING THE HOMELAND
(STUDIES OF AGRARIAN CONSTITUTION)",TRUE,940,2017-07-31 08:13:51,,"[{'placement': 1, 'eprintid': 3624, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3482', 'security': 'public', 'main': 'IMCoSS_UBL_2015_Proceeding.pdf', 'docid': 3482, 'files': [{'objectid': 3482, 'filesize': 939045, 'uri': 'http://repository.lppm.unila.ac.id/id/file/25337', 'filename': 'IMCoSS_UBL_2015_Proceeding.pdf', 'hash_type': 'MD5', 'mtime': '2017-07-03 04:35:24', 'fileid': 25337, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b522bbb18ea509720e79d82933d484aa'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2017-07-31 08:13:51,,archive,3624,show,"ABSTRACT: State of law has the sovereign authority to determine and regulate their own affairs for free. State
of law teaches that all government action must be based on legislation drafted by the competent institution.
Practice anomaly state in Indonesia, on the one hand have a sovereign law-making but on the other hand
welcomed the intervention of other parties. The Conditions of legislators who still easily bought and intervention
is one of the reasons. Impact the state is ineffective to protect the native land of Indonesia from foreign
exploitation. Whereas the agrarian constitution of Indonesia sincerely as developing states have been prepared
in line with the International Covenant on Economic, Social and Cultural Rights to set access restrictions by
foreign agrarian resources. Legislation that opens wide agrarian access to foreign resources is a infringement
of Human Rights, which should be corrected (judicial), hence it does not make pretending law states. Ostensibly
to protect the homeland of Indonesia, although sold to foreigners. Institutions authorized to make corrections to
the laws that are discrepant with the constitution of agrarian is the Constitutional Court. This research subject
points is to analyze legislation in the field of agrarian resources that have been corrected and the legal
considerations. The study was conducted using the document approach. Such legal materials through library
and internet access. Legal materials were examined using a prescriptive-analytical method. Until the beginning
of 2015 there were nine legislation related to the field of agrarian resources that have been successfully
corrected, and otherwise contrary to the constitution. So the Court's performance should be held up and requires
awareness together in finding the national identity, became sovereign over agrarian resources and no
intervention from other parties.
Keywords: sovereignty, homeland, agrarian constitution, exploitation.",,,,,,,III-27,http://artikel.ubl.ac.id/index.php/IMCoSS/article/download/407/644,"[{'type': 'org', 'url': 'http://repository.lppm.unila.ac.id'}]",,,,,,,,,,"5, 6 June 2015",paper,Bandar Lampung,The Third International Multidisciplinary Conference on Social Sciences,conference,,
23,public,2017-07-31 08:18:29,11,pub,['FH3'],Universitas Lampung,disk0/00/00/36/20,http://repository.lppm.unila.ac.id/id/eprint/3620,2015-10-01 00:00:00.000000000,published,['K1'],,Bandar Lampung,978-602-8616-03-4,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'honourific': None, 'lineage': None, 'family': 'Sumarja'}}]",book,Hukum Pendaftaran Tanah,TRUE,940,2017-07-31 08:18:29,111.0,"[{'content': 'published', 'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 4, 'format': 'text', 'docid': 3478, 'main': 'Buku_HPT_revisi_2015_1.pdf', 'files': [{'hash': '771091d2863ea6d1d8d350bf165a0948', 'mime_type': 'application/pdf', 'fileid': 25310, 'datasetid': 'document', 'filename': 'Buku_HPT_revisi_2015_1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/25310', 'filesize': 3130144, 'objectid': 3478, 'mtime': '2017-07-03 03:07:04', 'hash_type': 'MD5'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3478', 'pos': 1, 'eprintid': 3620, 'placement': 1}]",2017-07-31 08:18:29,"[{'name': {'given': 'Gede AB', 'lineage': None, 'family': 'Wiranata', 'honourific': None}}]",archive,3620,show,,satu,,,satu,['Universitas Lampung'],,,,"[{'type': 'org', 'url': 'http://repository.lppm.unila.ac.id'}]",,,,,,,,,revisi,,,,,,['Fakultas Hukum Unila'],
24,public,2018-02-20 04:34:53,8,pub,['FH3'],Universitas Muhammadiyah Yogyakart,disk0/00/00/64/94,http://repository.lppm.unila.ac.id/id/eprint/6494,2015-04-01 00:00:00.000000000,published,['KZ'],,Proceeding,,"[{'name': {'family': 'Sumarja', 'lineage': None, 'honourific': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}]",monograph,Larangan Pengasingan Tanah dan Peluang Investasi Asing di Indonesia,,940,2018-02-20 04:34:53,202.0,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19439', 'pos': 1, 'eprintid': 6494, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'SEMINAR NASIONAL_UMY2015_1.pdf', 'docid': 19439, 'files': [{'mtime': '2018-02-19 04:10:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/60142', 'filename': 'SEMINAR NASIONAL_UMY2015_1.pdf', 'filesize': 14545149, 'objectid': 19439, 'hash': '64e326c0c9bf6dc945d054b351479abf', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 60142}]}]",2018-02-20 04:34:53,,archive,6494,show,"Sepanjang sejarah politik hukum agraria di Indonesia mengenal larangan pengasingan tanah. Orang asing atau badan hukum asing (investor asing) dilarang mempunyai tanah hak milik. UUPA mengatur bahwa orang asing yang berkedudukan di Indonesia dan badan hukum asing yang memiliki perwakilan di Indonesia hanya diperbolehkan mempunyai tanah hak pakai dan hak sewa untuk bangunan. 
Praktiknya, orang asing dan badan hukum asing lebih memilih mendapatkan tanah hak milik dengan nominee. Padahal nominee itu ilegal dan mempunyai kedudukan hukum yang sangat lemah. Pasal 16 ayat (1) huruf h  jo. Pasal 24 UUPA membuka peluang bagi investor asing dalam penguasaan tanah melalui hak Bangun Guna Serah, dengan memposisikan tanah sebagai sarana produksi bukan sebagai investasi. Bangun Guna Serah di Indonesia ditandai dengan lahirnya Keputusan Menteri Keuangan Republik Indonesia No. 470/KMK.01/ 1994 tentang Tata Cara Penghapusan dan Pemanfaatan Barang Milik/Kekayaan Negara, yang mengadopsi “Turgut’s Formula”, yaitu pembangunan dan pengelolaan bendungan di sungai Syehan Turki. 
Penelitian ini bertujuan menemukan alternatif penguasaan tanah bagi investor asing yang memerlukan tanah sebagai sarananya, mengingat keterbatasan hak penguasaan tanah di Indonesia dengan mempertimbangkan kemanfaatan keadilan dan kepastian hukum.
Diperlukan paradigma baru dalam menarik investasi asing di Indonesia, agar mendapatkan kemanfaatan, keadilan dan kepastian hukum, melalui hak bangun guna serah. Pasal 16 ayat (1) huruf h UUPA mengatur bahwa hak-hak lain yang tidak termasuk  Hak Milik, Hak Guna Usaha, Hak Guna Bangunan, Haka Pakai, dan Hak Sewa akan ditetapkan dengan undang-undang. Hak bangun guna serah adalah hak mendirikan bangunan dan/atau sarana berikut fasilitasnya di atas tanah yang bukan miliknya sendiri kemudian mendayagunakan bangunan dan/atau sarana berikut fasilitasnya tersebut dalam jangka waktu tertentu yang telah disepakati, untuk selanjutnya tanah beserta bangunan dan/atau sarana berikut fasilitasnya diserahkan kepada pemegang hak atas tanah setelah berakhirnya jangka waktu. Hak Bangun Guna Serah dapat dimasukan ke dalam RUU Pertanahan.
  
Kata kunci: hak bangun guna serah, tanah negara, investasi asing.",,,,,['Fakultas Hukum Unila'],['Seminar Nasional: Peluang dan Tantangan Menghadapi Masyarakat Ekonomi Asean (MEA): Perspektif Hukum dan Perlindungan Sumber Daya Laut'],,http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=6494&stage=core#t,[{'url': 'http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=6494&stage=core#t'}],working_paper,,,,,,Fakultas Hukum,Universitas Muhammadiyah Yogyakarta,,,,,,,['UMY'],Pertama
25,public,2018-02-20 04:33:47,6,pub,['FH3'],Fakultas Hukum Universitas Diponegoro,disk0/00/00/64/84,http://repository.lppm.unila.ac.id/id/eprint/6484,2015-07-01 00:00:00.000000000,published,['KZ'],,,,"[{'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",article,Orang Asing Sebagai Subjek Hak Atas Tanah di Indonesia,TRUE,940,2018-02-20 04:33:47,,"[{'placement': 1, 'eprintid': 6484, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19427', 'security': 'public', 'docid': 19427, 'main': 'jurnal _maslah2_hk_undip_orang asing_2015.pdf', 'files': [{'datasetid': 'document', 'fileid': 60054, 'mime_type': 'application/pdf', 'hash': 'ba8148fd0ab262c5e191d7cae02c55a5', 'hash_type': 'MD5', 'mtime': '2018-02-15 05:16:28', 'objectid': 19427, 'filesize': 6278977, 'filename': 'jurnal _maslah2_hk_undip_orang asing_2015.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/60054'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2018-02-20 04:33:47,,archive,6484,show,"Kajian ini bertujuan menemukan orang asing yang dapat menjadi subjek Hak Pakai dan Hak Sewa untuk bangunan. Hasil kajian menunjukkan: 1) Periode UUPA- PP 41 Tahun 1996, dan periode 2010- sekarang, orang asing yang dapat menjadi subjek hak atas tanah adalah orang asing sebagai penduduk Indonesia; 2) Periode, PP 4l Tahun 1996 - tahun 2010, orang asing yang dapat
menjadi subjek hak atas tanah diperluas menjadi orang asing baik sebagai penduduk Indonesia maupun sekedar memiliki izin tinggal di Indonesia.
Ksta Kunci : Orang Asing, Hak Atas Tanah, Subiek Hak.",44,Jurnal Masalah-masalah hukum,2086-2695,3,['Universitas Lampung'],,305-315,http://ejournal.undip.ac.id/index.php/mmh/article/view/12915/9709,[{'url': 'http://ejournal.undip.ac.id/index.php/mmh/article/view/12915/9709'}],,,,,,,,,,,,,,,,
26,public,2018-03-13 07:40:08,9,pub,['FH3'],Indepth Publishing,disk0/00/00/65/98,http://repository.lppm.unila.ac.id/id/eprint/6598,2015-02-01 00:00:00.000000000,published,['KZ'],,Bandarlampung,,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",monograph,PERTANIAN ORGANIK DALAM UUPA DAN PERSPEKTIF LINGKUNGAN BERKELANJUTAN,,940,2018-03-13 07:40:08,87.0,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'DINAMIKA-HUKUM-LINGKUNGAN.1.pdf', 'docid': 19552, 'files': [{'mtime': '2018-03-13 02:44:30', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/60886', 'filename': 'DINAMIKA-HUKUM-LINGKUNGAN.1.pdf', 'filesize': 1734102, 'objectid': 19552, 'hash': '7b3182e5eeeab12301ecd4bfd1d80387', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 60886}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19552', 'pos': 1, 'eprintid': 6598, 'placement': 1}]",2018-03-13 07:40:08,,archive,6598,show,"Menjaga sifat fisik, kimia dan biologi tanah yang baik merupakan hal penting dalam pertanian organik. Pertanian
organik mengutamakan cara pengolahan
tanah meminimalkan erosi, meningkatkan kandungan bahan organik serta mendorong kuantitas dan diversitas biologi
tanah. Pertanian organik adalah sistem produksi pertanian
yang mengandalkan bahan-bahan alami dan menghindari atau
membatasi pengggunaan bahan kimia sintetis (pupuk kimia/ pabrik, pestisida, herbisida, zat pengatur tumbuh dan aditif
pakan. Pertanian organik pada dasarnya merupakan upaya menjaga dan menambah kesuburan tanah tanpa menggunakan
pupuk kimia sintetis.",,,,,['Fakultas Hukum Unila'],"['Pengukuhan Guru Besar Dr. Muhammad Akib, S.H., M.Hum']",,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=6598&stage=core#t'}],project_report,,,,,,Fakultas,Univeristas Lampung,,,,,,,['Fakultas Hukum & PKK-PHAM'],940
27,public,2017-06-02 11:57:24,9,pub,['FH3'],Justice Publisher,disk0/00/00/27/47,http://repository.lppm.unila.ac.id/id/eprint/2747,2015-01-01 00:00:00.000000000,published,['K1'],Hukum Laut Internasional Dalam Perkembangan,Bandar Lampung,978-602-1071-29-8,"[{'id': 'ahmad.syofyan@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Syofyan', 'honourific': None, 'given': 'Ahmad'}}]",book_section,"Ilegal, Unreported, Unregulated Fishing Menurut Hukum
Internasional Dan Implementasinya Di Indonesia",TRUE,230,2017-06-02 11:57:24,208.0,"[{'format': 'text', 'main': 'hukum kelautan.pdf', 'docid': 2611, 'files': [{'mtime': '2017-06-01 06:18:04', 'hash_type': 'MD5', 'filename': 'hukum kelautan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/18826', 'filesize': 7805594, 'objectid': 2611, 'mime_type': 'application/pdf', 'hash': '06d13111d00dd4545a97ca2b0d6a5a0c', 'fileid': 18826, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 2747, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2611'}]",2017-06-02 11:57:24,"[{'name': {'honourific': None, 'family': 'Anwar', 'lineage': None, 'given': 'Khaidir'}}]",archive,2747,show,,3,,,,,,,,,,,,,,,,,,,,,,,,
28,public,2018-04-25 04:19:13,7,pub,['FH3'],Indepth Publishing,disk0/00/00/66/27,http://repository.lppm.unila.ac.id/id/eprint/6627,2015-02-01 00:00:00.000000000,,['K1'],Hukum Lingkungan dan Pembangunan Berkelanjutan,Bandar Lampung,978-602-1534-47-2,"[{'name': {'given': 'Upik', 'family': 'Upik Hamidah', 'lineage': None, 'honourific': None}}]",book_section,Implikasi Hukum Kebijakan Pendaftaran Tanah Terhadap Keberlanjutan Pembangunan,FALSE,769,2018-04-25 04:19:13,,"[{'placement': 1, 'eprintid': 6627, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19595', 'pos': 1, 'security': 'public', 'files': [{'hash': '4edd3f97772c81cc3db7ef9f1594125c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 61133, 'filename': 'Upik Hamidah (Monograf) Hukum Lingkungan dan Pembangunan Berkel.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61133', 'objectid': 19595, 'filesize': 1721174, 'mtime': '2018-03-21 02:52:32', 'hash_type': 'MD5'}], 'main': 'Upik Hamidah (Monograf) Hukum Lingkungan dan Pembangunan Berkel.pdf', 'docid': 19595, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2018-04-25 04:19:13,,archive,6627,show,,,,,,,,19-36,,,,,,,,,,,,,,,,,,
29,public,2018-08-03 07:38:47,6,pub,['FH3'],Fakultas Hukum Universitas Diponegoro,disk0/00/00/86/65,http://repository.lppm.unila.ac.id/id/eprint/8665,2015-10-01 00:00:00.000000000,,['K1'],,,,"[{'name': {'honourific': None, 'family': 'candra perbawati', 'lineage': None, 'given': 'candra'}}]",article,Dampak Politik Hukum Pertanahan yang Belum Berprespektif HAM Bagi Masyarakat Hukum Adat Mesuji Lampung,FALSE,366,2018-08-03 07:38:47,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Candra (Jurnal = Dampak Politik Hukum Pertanahan).pdf', 'docid': 21735, 'files': [{'hash': '9630df29f4b6c8b75bcbe68fb43db156', 'mime_type': 'application/pdf', 'fileid': 84574, 'datasetid': 'document', 'mtime': '2018-07-19 03:59:15', 'hash_type': 'MD5', 'filename': 'Candra (Jurnal = Dampak Politik Hukum Pertanahan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/84574', 'filesize': 6405021, 'objectid': 21735}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21735', 'security': 'public', 'placement': 1, 'eprintid': 8665}]",2018-08-03 07:38:47,,archive,8665,show,,44,Jurnal Masalah-masalah hukum,2086-2695,4,,,521-531,,,,,,,,,,,,,,,,,,
30,public,2018-05-30 02:40:07,7,pub,['FH3'],Harakindo Publishing Sukarame Bandar Lampung,disk0/00/00/35/19,http://repository.lppm.unila.ac.id/id/eprint/3519,2015-02-01 00:00:00.000000000,,['K1'],Hukum Perdata Dalam Berbagai Perspektif,Bandar Lampung,978-602-1689-71-4,"[{'name': {'lineage': None, 'family': 'dewi septiana', 'honourific': None, 'given': 'dewi septiana'}}]",book_section,Status Bayi Tabung Berdasarkan Hukum Islam,FALSE,196,2018-05-30 02:40:07,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19887', 'pos': 1, 'eprintid': 3519, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Dewi Septiana (Bookchapter = Status Bayi).pdf', 'files': [{'filesize': 3753104, 'objectid': 19887, 'uri': 'http://repository.lppm.unila.ac.id/id/file/63422', 'filename': 'Dewi Septiana (Bookchapter = Status Bayi).pdf', 'hash_type': 'MD5', 'mtime': '2018-05-21 02:25:16', 'datasetid': 'document', 'fileid': 63422, 'hash': 'd66b48775ea481388a6452582b838fdd', 'mime_type': 'application/pdf'}], 'docid': 19887}]",2018-05-30 02:40:07,,archive,3519,show,,,,,,,,1-9,,,,,,,,,,,,,,,,,,
31,public,2019-05-14 08:12:43,6,pub,['FH3'],PADJADJARAN Jurnal Ilmu Hukum,disk0/00/01/26/72,http://repository.lppm.unila.ac.id/id/eprint/12672,1970-01-01 00:00:00.000002015,published,['K1'],,,,"[{'name': {'lineage': None, 'family': 'yusdiyanto', 'honourific': None, 'given': 'yusdiyanto'}}]",article,Hubungan Kewenangan Pusat dan Daerah Menurut Undang-Undang Nomor 23 Tahun 2014 tentang Pemerintahan Daerah,TRUE,324,2019-05-14 08:12:43,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25656', 'security': 'public', 'placement': 1, 'eprintid': 12672, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2019-05-10 10:01:54', 'hash_type': 'MD5', 'filename': 'Hubungan Kewenangan Pusat dan Daerah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/112176', 'filesize': 618382, 'objectid': 25656, 'hash': 'a8950fa9da8b71ed00f634cc89848c00', 'mime_type': 'application/pdf', 'fileid': 112176, 'datasetid': 'document'}], 'main': 'Hubungan Kewenangan Pusat dan Daerah.pdf', 'docid': 25656, 'format': 'text'}]",2019-05-14 08:12:43,,archive,12672,show,"Hubungan antara kewenangan pusat dan daerah di Indonesia mengalami pasang surut sesuai rezim penyelenggaraan negara. Sejak reformasi, terdapat beberapa perubahan format otonomi daerah. Pasal 18 Undang-Undang Dasar Negara Republik Indonesia 1945 sebagai landasan konstusi dan dasar instrumen pemerintahan daerah dalam pelaksanaannya selalu dak konsisten mengenai dekonsentrasi, desentralisasi, dan medebewind. Melalui penelaahan terhadap Undang-Undang Nomor 23 Tahun 2014 tentang Pemerintahan Daerah diketahui beberapa pokok diantaranya: pertama, perumus dan pelaksana undang-undang berusaha menyeimbangkan kontekstualitas dan eksistensi pemerintah daerah agar lebih prudent atau sebaliknya kembali pada skema shadow sentralisasi. Hal ini didukung oleh Pasal 9 yang menyebutkan urusan pemerintahan dibagi menjadi 3 (ga) yang terdiri atas urusan pemerintahan absolut, konkuren, dan umum. Bentuk negara kesatuan (unitary state) diarkan sebagai penyeragaman daripada perbedaan; kedua, pengutamaan konsep otonomi daerah melalui sistem rumah tangga materiil daripada sistem  formal dan nyata (riil), sehingga melalui dekonsentrasi suatu sistem pemerintah memiliki kewenangan luas dalam melaksanakan isu strategis di daerah; kega, pemerintah pusat dan provinsi diberikan kewenangan besar untuk mengawasi kota atau kabupaten. Provinsi yang sebelumnya memiliki daya tawar lemah dan terbatas, diperkuat dengan penambahan fungsi dan kewenangan kepada gubernur; keempat, eﬁsiensi dan efekﬁtas lebih diutamakan dengan menggerus otonomi daerah yang luas, nyata dan bertanggung jawab. Prinsip-prinsip demokrasi, peran-serta masyarakat, pemerataan dan keadilan, serta memperhakan potensi dan keanekaragaman daerah terabaikan. 
Kata Kunci: pemerintahan daerah, desentralisasi, otonomi, hubungan pusat-daerah, kewenangan pusat-daerah.",2,Jurnal Ilmu Hukum,ISSN 2460-1543,3,,,483-504,,,,,,,,,,,,,,,,,,
