,uri,date,volume,abstract,subjects,date_type,ispublished,rev_number,status_changed,issn,full_text_status,publisher,publication,divisions,dir,related_url,documents,lastmod,official_url,number,userid,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,refereed,title,type,creators,event_dates,pres_type,event_location,event_title,event_type,keywords,corp_creators,contact_email,funders,projects,contributors,referencetext,pages,id_number,patent_applicant,succeeds,book_title,isbn,place_of_pub,series,institution,monograph_type,department
37,http://repository.lppm.unila.ac.id/id/eprint/26099,2020-11-09 00:00:00.000000000,,"The objective of this research is to collect the data and map the potential of traditional knowledge of
the Lampung people, and to find out the policy taken by the Lampung Regional Government in
realizing defensive protection for traditional knowledge. The type of research used is normative-
empirical. The data used are secondary data. The approach in this study uses a conceptual approach
and a statute approach. Conceptual approach. This study concludes that in general the traditional
knowledge of the Lampung people that has been recorded includes knowledge of cooking recipes,
knowledge of traditional medicines, and traditional cultural expressions. The efforts of the Regional
Government in Lampung Province in protecting the traditional culture of the indigenous people of
Lampung are realized by: 1) Creating and enforcing Regional Regulation Number 2 of 2008
concerning the Maintenance of Lampung Culture; 2) Making the Tapis and Siger cloth motifs as
decorative elements and ornamental building elements of Lampung buildings, 3) Making and enforcing
Regional Regulation Number 4 of 2016 concerning Protection of the Intellectual Property of the
Lampung Community, 4) Compilation of Regional Cultural Principles. Scientifically, the results of
this study contribute ideas and add information to the development of intellectual property rights
protection for traditional knowledge in Lampung.",['K1'],,inpress,7,2020-11-19 11:36:57,,public,,,['FH3'],disk0/00/02/60/99,,"[{'placement': 1, 'eprintid': 26099, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39940', 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '2201f033e3dc44e6c669aa16c454859b', 'datasetid': 'document', 'fileid': 235409, 'mtime': '2020-11-18 13:41:46', 'hash_type': 'MD5', 'filename': 'abstrak book 9 Nov 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/235409', 'objectid': 39940, 'filesize': 3020101}], 'main': 'abstrak book 9 Nov 2020.pdf', 'docid': 39940, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-19 11:36:57,https://ulicoss.unila.ac.id/,,147,141-141,show,archive,26099,2020-11-19 11:36:57,TRUE,"PROTECTING TRADITIONAL KNOWLEDGE: MEASURES AND
EFFORTS TO DEVELOP THE DEFENSIVE PROTECTION FOR
TRADITIONAL KNOWLEDGE OF LAMPUNG",conference_item,"[{'id': 'rohaini.arifien81@gmail.com', 'name': {'given': 'ROHAINI', 'honourific': None, 'lineage': None, 'family': 'ROHAINI'}}, {'id': 'gede.wirnata@fh.unila.c.id', 'name': {'given': 'Gede A. B', 'family': 'Wiranata', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'Wahyu', 'honourific': None, 'lineage': None, 'family': 'Sasongko'}}, {'name': {'honourific': None, 'family': 'riantini', 'lineage': None, 'given': 'maya'}, 'id': 'mayaunila@yahoo.com'}]",18 - 19 November 2020,paper,Universitas Lampung,"The 1st Universitas Lampung International Conference on Science, Technology and Environment",conference,,,,,,,,,,,,,,,,,,
38,http://repository.lppm.unila.ac.id/id/eprint/25435,2020-11-01 00:00:00.000000000,,"Kondisi sosial yang terdisrupsi oleh Pandemi Covid-19
hingga pertengahan Tahun 2020, merekam respons negara
hukum Indonesia atas kedaruratan situasi bernegara. Bagi
masyarakat yang hadir setelah pandemi ini berakhir, tentu perlu mengambil pelajaran dari tindakan negara dalam ranah hukum di masa darurat bencana. Sebuah pelajaran untuk menuntun pilihan tindakan negara yang lebih baik dan lebih tepat bagi manusia Indonesia pada situasi darurat di masa depan.",['K1'],,pub,8,2021-03-01 04:53:57,,public,Pusaka Media bersama Labpolotda Universitas Lampung,,['FH3'],disk0/00/02/54/35,,"[{'eprintid': 25435, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42162', 'pos': 1, 'format': 'text', 'main': 'Covid 19 dan Tindakan Negara Hukum Indonesia, ZR.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'a69bd582c6adf0fc4d130443b2956096', 'fileid': 250211, 'datasetid': 'document', 'mtime': '2021-02-27 23:08:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250211', 'filename': 'Covid 19 dan Tindakan Negara Hukum Indonesia, ZR.pdf', 'objectid': 42162, 'filesize': 906287}], 'docid': 42162, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}]",2021-03-01 04:53:57,http://jip.fisip.unila.ac.id/covid19-disrupsi/,,235,354-361,show,archive,25435,2021-03-01 04:53:57,TRUE,Covid 19 dan Tindakan Negara Hukum Indonesia,book_section,"[{'id': 'zulkarnain.ridlwan@fh.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Ridlwan', 'given': 'Zulkarnain'}}, {'name': {'lineage': None, 'family': 'Tisnanta', 'honourific': None, 'given': 'HS'}, 'id': None}]",,,,,,,,,,,,,481.0,,,,"Covid19 & Disrupsi Tatanan Sosial Budaya, Ekonomi, Politik dan Multi",978-623-6569-62-7,,,,,
39,http://repository.lppm.unila.ac.id/id/eprint/30591,1970-01-01 00:00:00.000002020,,Serial Evaluasi Pilkada Serentak di Indonesia Badan Pengawas Pemilu (Bawaslu) Provinsi Lampung,['K1'],published,pub,7,2021-05-24 04:55:51,,public,BAWASLU RI,,['FH3'],disk0/00/03/05/91,,"[{'eprintid': 30591, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137785', 'format': 'text', 'main': 'Cover Buku Evaluasi Pilkada.pdf', 'files': [{'fileid': 362703, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8a5ee4982980e8f375bf17b6c368406d', 'objectid': 137785, 'filesize': 1082098, 'uri': 'http://repository.lppm.unila.ac.id/id/file/362703', 'filename': 'Cover Buku Evaluasi Pilkada.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-24 04:45:43'}], 'docid': 137785, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-05-24 04:55:51,,,235,,show,archive,30591,2021-05-24 04:55:51,TRUE,Serial Evaluasi Pilkada Serentak di Indonesia,book,"[{'name': {'lineage': None, 'family': 'Ridlwan', 'honourific': None, 'given': 'Zulkarnain'}, 'id': 'zulkarnain.ridlwan@fh.unila.ac.id'}, {'id': 'agus.triono@fh.unila.ac.id', 'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Triono'}}, {'id': None, 'name': {'honourific': None, 'family': 'Bayu sujadmiko', 'lineage': None, 'given': 'bayu.sujadmiko@fh.unila.ac.id'}}]",,,,,,,,,,,,,226.0,,,,,978-623-92376-5-3,,,,,
40,http://repository.lppm.unila.ac.id/id/eprint/27863,1970-01-01 00:00:00.000002020,,"As an important material in the Preamble of the 1945 Constitution, the welfare state principle become one
of the directions of legal development in Indonesia. Therefore, legal development which also done through
the formation of statute, must adhere to the principle of advancing public welfare. The formulating process
of the Cipta KerjaBill which has arrived at the Parliament’s discussion, raises concerns among many people
especially workers, because its content considered to threaten their well-being. Based on theoretical and
conceptual approach, this article shows that the regulation of constitutional workers rights in the Cipta
Kerja Bill, is not in line with the principles of the Indonesian welfare state. Substantial adjustments are
needed so that workers’ rights can be better protected in achieving prosperity. Exceedingly, Indonesia has
launched the2030 SDGs as part of a global action plan to end poverty as well as inequality.",['K1'],,pub,19,2021-03-01 04:54:03,,public,UNISSULA Press,,['FH3'],disk0/00/02/78/63,,"[{'placement': 1, 'eprintid': 27863, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41836', 'security': 'public', 'main': 13503, 'files': [{'hash_type': 'MD5', 'mtime': '2021-02-14 09:28:41', 'filesize': 18681, 'objectid': 41836, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248315', 'filename': 13503, 'fileid': 248315, 'datasetid': 'document', 'hash': '7fdfd316ffdc8f0d56967ef611a05fae', 'mime_type': 'application/xml'}], 'docid': 41836, 'format': 'text', 'language': 'en', 'mime_type': 'application/xml', 'rev_number': 3, 'content': 'published'}, {'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 42163, 'main': '2020 12 Re-Conceptualizing Workers’ Constitutional Rights in the Cipta Kerja Bill based on the Indonesian Welfare State Principles.pdf', 'files': [{'objectid': 42163, 'filesize': 839306, 'uri': 'http://repository.lppm.unila.ac.id/id/file/250222', 'filename': '2020 12 Re-Conceptualizing Workers’ Constitutional Rights in the Cipta Kerja Bill based on the Indonesian Welfare State Principles.pdf', 'hash_type': 'MD5', 'mtime': '2021-02-27 23:34:09', 'fileid': 250222, 'datasetid': 'document', 'hash': 'e9fafb21e4feb260f37880cf7e661cc2', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42163', 'security': 'public', 'placement': 2, 'eprintid': 27863}]",2021-03-01 04:54:03,http://jurnal.unissula.ac.id/index.php/oloc/issue/view/511,,235,258-265,show,archive,27863,2021-03-01 04:54:03,TRUE,Re-Conceptualizing Workers’ Constitutional Rights in the Cipta Kerja Bill based on the Indonesian Welfare State Principles,book_section,"[{'id': 'zulkarnain.ridlwan@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Ridlwan', 'honourific': None, 'given': 'Zulkarnain'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Yuswanto', 'given': 'yuswanto'}}, {'name': {'given': 'Muhtadi', 'honourific': None, 'family': 'Muhtadi', 'lineage': None}, 'id': None}, {'name': {'given': 'YUSDIYANTO', 'honourific': None, 'lineage': None, 'family': 'Yusdiyanto'}, 'id': None}]",,,,,,,,,,,,,,,,,Omnibus Law Opportunities And Challenges Towards Entrepreneurs and Labor: Comparative Review Law,978-623-7097-74-7,,,,,
41,http://repository.lppm.unila.ac.id/id/eprint/30840,2020-11-01 00:00:00.000000000,35.0,"Tujuan penelitian ini adalah untuk mengetahui alasan hukum gugurnya hak mendahului
negara atas piutang pajak dan akibat hukum gugurnya hak mendahului negara atas piutang
pajak dalam kepailitan perusahaan. Metode penelitian yang digunakan adalah normatif
dengan menggunakan pendekatan peraturan perundang-undangan dan konseptual serta
pendekatan kasus. Hasil penelitian adalah bahwa alasan hukum penolakan kurator dalam
verifikasi piutang pajak yang dimohonkan oleh DJP yang diwakili oleh Kantor Pelayanan
Pajak (KPP)di daerah karena keterlambatan yang melebihi batas waktu pencocokan
(verifikasi) piutang yang ditetapkan oleh Hakim Pengawas sesuai Pasal 113 UU
Kepailitan. Untuk itu, setiap kreditor yang terlambat melakukan pendaftaran atau verifikasi
piutangnya kepada kurator termasuk piutang pajak menjadikan piutangnya tidak dapat
dibayar dari harta pailit debitor. Fakta hukum penolakan kurator akibat daluarsa dalam
rapat verifikasi dibenarkan oleh Judex Facti serta dikuatkan dalam keputusan Judex Juris.
Selanjutnya, Judex Juris membenarkan pula bahwa akibat daluarsa menempatkan piutang
pajak berstatus konkuren dengan kreditor lainnya dengan pembayaran secara proporsional
menurut perbandingan besaran piutang masing-masing (pari passu pro rata parte).",['K1'],published,pub,6,2021-05-27 02:35:25,2579-3071,public,Universitas Mataram,Jatiswara,['FH3'],disk0/00/03/08/40,,"[{'placement': 1, 'eprintid': 30840, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139176', 'pos': 1, 'security': 'public', 'main': 'GUGURNYA HAK MENDAHULUI NEGARA ATAS PIUTANG PAJAK.pdf', 'files': [{'fileid': 365735, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'bf313ad4a8b168b20af54e8d60f25fb2', 'objectid': 139176, 'filesize': 415492, 'uri': 'http://repository.lppm.unila.ac.id/id/file/365735', 'filename': 'GUGURNYA HAK MENDAHULUI NEGARA ATAS PIUTANG PAJAK.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-26 08:49:28'}], 'docid': 139176, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-05-27 02:35:25,http://jatiswara.unram.ac.id/index.php/js/article/view/265,3.0,638,255-266,show,archive,30840,2021-05-27 02:35:25,TRUE,"GUGURNYA HAK MENDAHULUI NEGARA
ATAS PIUTANG PAJAK DALAM KEPAILITAN
PERUSAHAAN (Analisis Hukum Studi Kasus
Putusan Perkara Kepailitan )",article,"[{'name': {'given': 'Murniati', 'honourific': None, 'lineage': None, 'family': 'Rilda'}}]",,,,,,Keywords: Bankruptcy; Legal Privilege; Tax receivable,['Jatiswara'],,,,,,,,,,,,,,,,
42,http://repository.lppm.unila.ac.id/id/eprint/30789,2020-07-01 00:00:00.000000000,4.0,"Penyuluhan hukum ini bertujuan memberikan pemahaman kepada para istri (pekerja) mengenai pembaharuan hukum
perkawinan terkait dengan perjanjian perkawinan dan akibat hukumnya terhadap harta bersama dalam perkawinan
dan dalam fakta hukumnya dapat merugikan hak istri sehingga berakibat menggangu kelangsungan hidup rumah
tangga. Untuk itu, tempat penyuluhan yan dipilih adalah organisasi wanita dalam wadah Badan Kerjasama Organisasi
Wanita (BKOW) Provinsi Lampung. Penyuluhan hukum dilakukan metode ceramah, diskusi dan konsultasi hukum.
Kegiatan penyuluhan hukum ini memberikan pengetahuan dan langkah penyelesaian hukum atas permasalahan hukum
dalam perkawinan berdasarkan yang fakta hukum yang diputus oleh Lembaga Pengadilan. Hak istri dirugikan
disebabkan ketidaktahuannya dan tidak adanya perjanjian perkawinan berakibat istri turut bertanggungjawab atas
permasalahan kerugian yang menjadi tanggunjawab suaminya atau hak kepemilikan tanah menjadi hilang akibat
pernikahan dengan warga negara asing yang dapat menggangu kelangsungan hidup. Permasalahan dalam perkawinan
terjadi karena ketidaktahuan dan ketidakadaan perjanjian perkawinan. UU No.1 Tahun 1974 (UU Perkawinan)
mengatur tegas dan kaku dalam pembuatan perjanjian perkawinan yang harus dibuat tertulis sebelum atau pada saat
berlangsungnya perkawinan dan wajib dicatatkan kepada Pejabat Perkawinan serta tidak dapat diubah kecuali telah
ditentukan sejak awal dan atas persetujuan suami dan istri dengan akibat hukum batal dan tidak berlaku jika tidak
dibuat sesuai dengan ketentuan undang-undang. Pengaturan ini menimbulkan dampak hukum yang merugikan istri
dalam hal kepentingannya menghendaki dan karena ketidaktahuannya dapat menggugurkan haknya sebagai warga
Negara dalam hal kepemilikan tanah atau bangunan sehingga diajukanlah permohonan Yudicial Review atas ketentuan
perjanjian perkawinan dalam Pasal 29 dan Pasal 35 UU No.1 Tahun 1994 tentang Perkawinan Permohonan tersebut
dikabulkan oleh Mahkamah Konstitusi sehingga melahirkan ketentuan hukum baru sebagai pembaharuan hukum dalam
UU Perkawinan.
Kata kunci: Harta Perkawinan, Perjanjian Perkawinan, Pembaharuan Hukum",['K1'],published,pub,7,2021-05-27 02:33:12,ISSN 2550-1089,public,Lembaga Penelitian dan Pengabdian Universitas Lampung,SAKAI SAMBAYAN — Jurnal Pengabdian kepada Masyarakat,['FH3'],disk0/00/03/07/89,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138941', 'eprintid': 30789, 'placement': 1, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '176-1-501-3-10-20200803 (1).pdf', 'files': [{'fileid': 365202, 'datasetid': 'document', 'hash': '87bc7943d0bb01dfcd2564d2b01f8aca', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-25 13:01:09', 'filesize': 443734, 'objectid': 138941, 'filename': '176-1-501-3-10-20200803 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/365202'}], 'docid': 138941}]",2021-05-27 02:33:12,http://jss.lppm.unila.ac.id/,2.0,638,110-116,show,archive,30789,2021-05-27 02:33:12,TRUE,"SOSIALISASI PEMBAHARUAN HUKUM PERKAWINAN
TENTANG
PEMBERIAN PEMAHAMAN KEPADA ISTRI (PEKERJA) MENGENAI
PERJANJIAN PERKAWINAN SEBAGAI LANGKAH ANTISIPATIF HUKUM
UNTUK KELANGSUNGAN PERKAWINAN",article,"[{'name': {'given': 'Murniati', 'honourific': None, 'family': 'Rilda', 'lineage': None}, 'id': 'rilda_murniati@ymail.com'}, {'name': {'honourific': None, 'family': 'Lindati', 'lineage': None, 'given': 'Dwiatin'}, 'id': None}, {'id': None, 'name': {'family': 'Kingkin wahyuningdiah', 'lineage': None, 'honourific': None, 'given': 'kingkin'}}]",,,,,,,,,,,,,,http://dx.doi.org/10.23960/jss.v4i2.176,,,,,,,,,
43,http://repository.lppm.unila.ac.id/id/eprint/30790,2020-11-01 00:00:00.000000000,35.0,"Tujuan penelitian ini adalah untuk mengetahui alasan hukum gugurnya hak mendahului
negara atas piutang pajak dan akibat hukum gugurnya hak mendahului negara atas piutang
pajak dalam kepailitan perusahaan. Metode penelitian yang digunakan adalah normatif
dengan menggunakan pendekatan peraturan perundang-undangan dan konseptual serta
pendekatan kasus. Hasil penelitian adalah bahwa alasan hukum penolakan kurator dalam
verifikasi piutang pajak yang dimohonkan oleh DJP yang diwakili oleh Kantor Pelayanan
Pajak (KPP)di daerah karena keterlambatan yang melebihi batas waktu pencocokan
(verifikasi) piutang yang ditetapkan oleh Hakim Pengawas sesuai Pasal 113 UU
Kepailitan. Untuk itu, setiap kreditor yang terlambat melakukan pendaftaran atau verifikasi
piutangnya kepada kurator termasuk piutang pajak menjadikan piutangnya tidak dapat
dibayar dari harta pailit debitor. Fakta hukum penolakan kurator akibat daluarsa dalam
rapat verifikasi dibenarkan oleh Judex Facti serta dikuatkan dalam keputusan Judex Juris.
Selanjutnya, Judex Juris membenarkan pula bahwa akibat daluarsa menempatkan piutang
pajak berstatus konkuren dengan kreditor lainnya dengan pembayaran secara proporsional
menurut perbandingan besaran piutang masing-masing (pari passu pro rata parte).
Kata kunci: Kepailitan; Hak Mendahului; Piutang Pajak",['K1'],published,pub,6,2021-05-27 02:33:45,2579-3071,public,Universitas Mataram,Jatiswara,['FH3'],disk0/00/03/07/90,"[{'url': 'https://doi.org/10.29303/jatiswara.v35i3.265', 'type': 'pub'}]","[{'eprintid': 30790, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138947', 'format': 'text', 'main': 'GUGURNYA HAK MENDAHULUI NEGARA ATAS PIUTANG PAJAK.pdf', 'files': [{'filename': 'GUGURNYA HAK MENDAHULUI NEGARA ATAS PIUTANG PAJAK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/365213', 'objectid': 138947, 'filesize': 415492, 'mtime': '2021-05-25 13:15:47', 'hash_type': 'MD5', 'hash': 'bf313ad4a8b168b20af54e8d60f25fb2', 'mime_type': 'application/pdf', 'fileid': 365213, 'datasetid': 'document'}], 'docid': 138947, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-05-27 02:33:45,http://www.jatiswara.unram.ac.id/index.php/js/article/view/265,3.0,638,225-266,show,archive,30790,2021-05-27 02:33:45,TRUE,"GUGURNYA HAK MENDAHULUI NEGARA
ATAS PIUTANG PAJAK DALAM KEPAILITAN
PERUSAHAAN (Analisis Hukum Studi Kasus
Putusan Perkara Kepailitan)",article,"[{'name': {'given': 'Murniati', 'honourific': None, 'family': 'Rilda', 'lineage': None}, 'id': 'rilda_murniati@ymail.com'}, {'id': None, 'name': {'given': 'S.H., M.H', 'honourific': None, 'family': 'sunaryo', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Lindati', 'honourific': None, 'given': 'Dwiatin'}, 'id': None}]",,,,,,,,,,,,,,,,,,,,,,,
44,http://repository.lppm.unila.ac.id/id/eprint/31923,2020-11-28 00:00:00.000000000,35.0,"Tujuan penelitian ini adalah untuk mengetahui alasan hukum gugurnya hak mendahului negara atas piutang pajak dan akibat hukum gugurnya hak mendahului negara atas piutang pajak dalam kepailitan perusahaan. Metode penelitian yang digunakan adalah normatif dengan menggunakan pendekatan peraturan perundang-undangan dan konseptual serta pendekatan kasus. Hasil penelitian adalah bahwa alasan hukum penolakan kurator dalam verifikasi piutang pajak yang dimohonkan oleh DJP yang diwakili oleh Kantor Pelayanan Pajak (KPP)di daerah karena keterlambatan yang melebihi batas waktu pencocokan (verifikasi) piutang yang ditetapkan oleh Hakim Pengawas sesuai Pasal 113 UU Kepailitan. Untuk itu, setiap kreditor yang terlambat melakukan pendaftaran atau verifikasi piutangnya kepada kurator termasuk piutang pajak menjadikan piutangnya tidak dapat dibayar dari harta pailit debitor. Fakta hukum penolakan kurator akibat daluarsa dalam rapat verifikasi dibenarkan oleh Judex Facti serta dikuatkan dalam keputusan Judex Juris. Selanjutnya, Judex Juris membenarkan pula bahwa akibat daluarsa menempatkan piutang pajak berstatus konkuren dengan kreditor lainnya dengan pembayaran secara proporsional menurut perbandingan besaran piutang masing-masing (pari passu pro rata parte). Kata kunci: Kepailitan; Hak Mendahului; Piutang Pajak",['K1'],published,pub,6,2021-06-04 01:34:15,2579-3071,public,Universitas Mataram,Jatiswara,['FH3'],disk0/00/03/19/23,,"[{'eprintid': 31923, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/144587', 'pos': 1, 'format': 'text', 'docid': 144587, 'main': 'Jurnal Jatiswara Vol. 35 No. 3 Nop 2020_Gugurnya Hak Mendahului Negara....pdf', 'files': [{'filesize': 415492, 'objectid': 144587, 'filename': 'Jurnal Jatiswara Vol. 35 No. 3 Nop 2020_Gugurnya Hak Mendahului Negara....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/377841', 'hash_type': 'MD5', 'mtime': '2021-06-03 11:11:22', 'datasetid': 'document', 'fileid': 377841, 'mime_type': 'application/pdf', 'hash': 'bf313ad4a8b168b20af54e8d60f25fb2'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-06-04 01:34:15,http://jatiswara.unram.ac.id/index.php/js/article/view/265,3.0,1007,255-266,show,archive,31923,2021-06-04 01:34:15,TRUE,GUGURNYA HAK MENDAHULUI NEGARA ATAS PIUTANG PAJAK DALAM KEPAILITAN PERUSAHAAN,article,"[{'name': {'given': 'Murniati', 'lineage': None, 'family': 'Rilda', 'honourific': None}}, {'name': {'lineage': None, 'family': 'sunaryo', 'honourific': None, 'given': 'S.H., M.H'}}, {'name': {'given': 'Dwiatin', 'honourific': None, 'lineage': None, 'family': 'Lindati'}}]",,,,,,Kepailitan; Hak Mendahului; Piutang Pajak,['Jatiswara'],,,,,,,,,,,,,,,,
45,http://repository.lppm.unila.ac.id/id/eprint/26880,2020-07-01 00:00:00.000000000,,"Metode penelitian yang digunakan adalah normatif  terapan dengan tipe penelitian deskriptif. Data yang digunakan adalah data hukum skunder yang terdiri dari bahan hukum primer, skunder dan tersier. Hasil penelitian menunjukan pertama, syarat pendaftaran hak PVT jagung HJ 21 Agritan meliputi persyaratan administrasi dan persyaratan teknis, selain itu Bab 3 UU PVT diatur mengenai prosedur pendaftaran hak PVT.",['K1'],published,pub,10,2020-12-01 01:06:15,,public,Pusaka Media,,['FH3'],disk0/00/02/68/80,"[{'type': 'org', 'url': 'https://haki.unila.ac.id/'}]","[{'main': 'monograf.pdf', 'files': [{'filesize': 571849, 'objectid': 40890, 'uri': 'http://repository.lppm.unila.ac.id/id/file/241356', 'filename': 'monograf.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-30 16:55:31', 'fileid': 241356, 'datasetid': 'document', 'hash': '817844b88cb3df63085ab006bdfec22c', 'mime_type': 'application/pdf'}], 'docid': 40890, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 26880, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40890', 'pos': 1, 'security': 'public'}]",2020-12-01 01:06:15,,,147,67-80,show,archive,26880,2020-12-01 01:06:15,TRUE,Tinjauan yuridis pelaksanaan pemberian hak ekonomi kepada pemulia tanaman,monograph,"[{'name': {'family': 'Rohaini', 'lineage': None, 'honourific': None, 'given': 'Roahini'}}, {'name': {'given': 'R', 'honourific': None, 'family': 'Dianne Eka', 'lineage': None}}, {'name': {'given': 'F', 'lineage': None, 'family': 'Gesta Mandalika', 'honourific': None}}]",,,,,,,,,,,,,67.0,9786236569115,,,sinergitas dan optimalisasi peran PT sebagai upaya peningkatan inovasi dalam bidang KI,,Bandar Lampung,,Universitas Lampung,discussion_paper,Sentra KI LP3M Universitas Lampung
46,http://repository.lppm.unila.ac.id/id/eprint/30552,1970-01-01 00:00:00.000002020,3.0,"The  article  aims  at  discussing  the  application  of   parliamentary  threshold  legal norms in an integrative legal perspective. Through historical, concep-tual and statutory approaches, this study tries to examine holistically and prescriptively the dynamics of  applying parliamentary thresholds in legisla-tive elections. This article makes the thinking of  leaders on integrative law a benchmark and an analytical knife. The results of  this study demostrates that  the  application  of   parliamentary  thresholds  in  elections  based  on  an  integrative legal perspective is not appropriate because it has not been able to guarantee the fulfillment of  a sense of  justice for all Indonesians because integrative  law  views  a  legal  event  as  a  comprehensive  state  of   pros  and  cons.  This  research  is  expected  to  help  academics  and  legal  practitioners,  especially with regard to election law to be able to dig out deeper into in-tegrative  law,  not  only  from  one  or  two  experts,  but  from  several  other  experts.",['K1'],published,pub,6,2021-05-24 01:43:34,ISSN 2598-795X (online); 2598-7925 (print),public,"Universitas Jambi, Faculty of Law",Jambe Law Journal,['FH3'],disk0/00/03/05/52,,"[{'main': 'Law Making Treaties The Implication of International Law towards Indonesia’s Legislations.pdf', 'files': [{'mtime': '2021-05-23 17:24:11', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/362049', 'filename': 'Law Making Treaties The Implication of International Law towards Indonesia’s Legislations.pdf', 'objectid': 137516, 'filesize': 284639, 'mime_type': 'application/pdf', 'hash': '45af9582022a070f788a12e7cc254af8', 'fileid': 362049, 'datasetid': 'document'}], 'docid': 137516, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 30552, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137516', 'security': 'public'}]",2021-05-24 01:43:34,,2.0,347,191-210,show,archive,30552,2021-05-24 01:43:34,TRUE,Law Making Treaties The Implication of International Law towards Indonesia’s Legislations,article,"[{'name': {'honourific': None, 'family': 'Rudi Natamiharja', 'lineage': None, 'given': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}, {'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'family': 'Rudy', 'lineage': None}}, {'id': 'chaidirali678@gmail.com', 'name': {'given': 'Ali', 'lineage': None, 'family': 'Chaidir', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,,,,,
