,subjects,date,uri,publisher,dir,divisions,status_changed,full_text_status,ispublished,rev_number,eprint_status,eprintid,datestamp,metadata_visibility,contributors,userid,documents,lastmod,type,creators,title,date_type,abstract,volume,publication,issn,pagerange,official_url,number,refereed,corp_creators,related_url,event_title,event_type,event_location,event_dates,pres_type,id_number,succeeds,place_of_pub
22,"['L1', 'LB2300', 'LB2361']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29035,FKIP Univeresitas Lampung,disk0/00/02/90/35,['FKIP4'],2021-04-08 06:44:04,public,unpub,10,archive,29035,2021-04-08 06:44:04,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'main': 'Efektivitas Iklim Kelas Berbasis Koopertif untuk Meningkatkan Model Mental dan Penguasaan Konsep_compressed.pdf', 'files': [{'datasetid': 'document', 'fileid': 257590, 'mime_type': 'application/pdf', 'hash': 'c0a78164aac162e6c6864f3e3ba1a317', 'hash_type': 'MD5', 'mtime': '2021-04-08 05:33:59', 'objectid': 43145, 'filesize': 533147, 'filename': 'Efektivitas Iklim Kelas Berbasis Koopertif untuk Meningkatkan Model Mental dan Penguasaan Konsep_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257590'}], 'docid': 43145, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 29035, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43145', 'pos': 1, 'security': 'public'}]",2021-04-08 06:44:04,other,"[{'name': {'honourific': None, 'family': 'Nurhayati', 'lineage': None, 'given': 'Nurhayati'}, 'id': None}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}}, {'id': 'jalmotri@yahoo.com', 'name': {'honourific': None, 'family': 'Jalmo', 'lineage': None, 'given': 'Tri'}}]",Efektivitas Iklim Kelas Berbasis Kooperatif untuk Meningkatkan Model Mental dan Penguasaan Konsep.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
23,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29018,FKIP Univeresitas Lampung,disk0/00/02/90/18,['FKIP4'],2021-04-08 01:12:11,public,unpub,8,archive,29018,2021-04-08 01:12:11,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 43124, 'main': 'Pengaruh Isu Sosio Saintifik dalam Meningkatkan Sikap Kreatif Siswa pada Materi larutan Elektrolit dan Non Elektrolit_compressed.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '6514bb37e818ddff5f3fe95e3e338eb9', 'fileid': 257414, 'datasetid': 'document', 'filename': 'Pengaruh Isu Sosio Saintifik dalam Meningkatkan Sikap Kreatif Siswa pada Materi larutan Elektrolit dan Non Elektrolit_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257414', 'filesize': 391940, 'objectid': 43124, 'mtime': '2021-04-07 10:17:03', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43124', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29018}]",2021-04-08 01:12:11,other,"[{'id': None, 'name': {'family': 'Pandela', 'lineage': None, 'honourific': None, 'given': 'Yunisa Sari'}}, {'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'ratubetta.rudibyani@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Rudibyani', 'lineage': None, 'given': 'Ratu Betta'}}]",Pengaruh Isu Sosio-Saintifik dalam Meningkatkan Sikap Kreatif Siswa pada Materi larutan Elektrolit dan Non-Elektrolit.,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
24,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29029,FKIP Univeresitas Lampung,disk0/00/02/90/29,['FKIP4'],2021-04-08 06:41:58,public,unpub,8,archive,29029,2021-04-08 06:41:58,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'placement': 1, 'eprintid': 29029, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43137', 'security': 'public', 'main': 'PENGARUH ISU SOSIO SAINTIFIK DALAM MENINGKATKAN KEMAMPUAN BERFIKIR KRITIS PADA  MATERI LARUTAN ELEKTROLIT DAN NON ELEKTROLIT - YUNISA SARI.pdf', 'files': [{'datasetid': 'document', 'fileid': 257544, 'hash': '45d2bd19158c202b8b91d98a97ca90e3', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 03:56:32', 'objectid': 43137, 'filesize': 691608, 'filename': 'PENGARUH ISU SOSIO SAINTIFIK DALAM MENINGKATKAN KEMAMPUAN BERFIKIR KRITIS PADA  MATERI LARUTAN ELEKTROLIT DAN NON ELEKTROLIT - YUNISA SARI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257544'}], 'docid': 43137, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-04-08 06:41:58,other,"[{'name': {'given': 'Yunisa Sari', 'lineage': None, 'family': 'Pandela', 'honourific': None}, 'id': None}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sunyono', 'given': 'Sunyono'}}, {'name': {'family': 'Rudibyani', 'lineage': None, 'honourific': None, 'given': 'Ratu Betta'}, 'id': 'ratubetta.rudibyani@fkip.unila.ac.id'}]",Pengaruh Isu Sosiosaintifik dalam Meningkatkan Kemampuan Berpikir Kritis pada Materi Larutan Elektrolit dan Non Elektrolit.,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
25,"['L1', 'LB1501', 'LC5201']",2020-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28771,Periódico Tchê Química,disk0/00/02/87/71,['FKIP4'],2021-04-01 01:55:52,public,pub,9,archive,28771,2021-04-01 01:55:52,show,,705,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'mime_type': 'application/pdf', 'hash': 'e4f7296a19530885d6e441ded84d9e68', 'datasetid': 'document', 'fileid': 255216, 'mtime': '2021-03-31 04:32:51', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255216', 'filename': 'Inquiry Social Complexity (ISC) Design Instructional to Empowerment Critical and Creative Thinking (CCT) Skills in Cheministry..pdf', 'objectid': 42833, 'filesize': 4130295}], 'main': 'Inquiry Social Complexity (ISC) Design Instructional to Empowerment Critical and Creative Thinking (CCT) Skills in Cheministry..pdf', 'docid': 42833, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42833', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28771}]",2021-04-01 01:55:52,other,"[{'name': {'lineage': None, 'family': 'Perdana', 'honourific': None, 'given': 'Ryzal'}, 'id': None}, {'name': {'given': 'Budiyono', 'family': 'Budiyono', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'given': 'Sukarmin', 'honourific': None, 'family': 'Sukarmin', 'lineage': None}, 'id': None}, {'name': {'family': 'Rudibyani', 'lineage': None, 'honourific': None, 'given': 'Ratu Betta'}, 'id': 'ratubetta.rudibyani@fkip.unila.ac.id'}]",Inquiry Social Complexity (ISC): Design Instructional to Empowerment Critical and Creative Thinking (CCT) Skills in Cheministry.,published,,,,,,,,,,,,,,,,,,
26,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29037,FKIP Univeresitas Lampung,disk0/00/02/90/37,['FKIP4'],2021-04-08 06:44:10,public,unpub,8,archive,29037,2021-04-08 06:44:10,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'placement': 1, 'eprintid': 29037, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43147', 'pos': 1, 'security': 'public', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-08 05:44:41', 'filesize': 537463, 'objectid': 43147, 'filename': 'Efektivitas Pre Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257609', 'fileid': 257609, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2901fefec33e48c68d26cab94fb5c1c4'}], 'main': 'Efektivitas Pre Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa_compressed.pdf', 'docid': 43147, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-04-08 06:44:10,other,"[{'name': {'honourific': None, 'family': 'Qomaril Nur', 'lineage': None, 'given': 'Fitri'}, 'id': None}, {'id': 'tasviriefkar@yahoo.com.', 'name': {'honourific': None, 'lineage': None, 'family': 'Efkar', 'given': 'Tasviri'}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}}]",Efektivitas Pre-Lecture Quiz untuk Meningkatkan Keterampilan Berpikir Kritis Siswa.,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA']",,,,,,,,,
27,"['L1', 'LB1501', 'LC5201']",2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28747,FKIP Universitas Lampung,disk0/00/02/87/47,['FKIP4'],2021-04-01 01:47:54,public,pub,9,archive,28747,2021-04-01 01:47:54,show,,705,"[{'eprintid': 28747, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42808', 'pos': 1, 'format': 'text', 'docid': 42808, 'main': 'The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'files': [{'datasetid': 'document', 'fileid': 255043, 'mime_type': 'application/pdf', 'hash': 'e1e9cb5a0b18400918560400e0a376c7', 'filesize': 4647752, 'objectid': 42808, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255043', 'filename': 'The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 02:43:51'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-04-01 01:47:54,other,"[{'name': {'given': 'RBR', 'lineage': None, 'family': 'Ratu Betta Rudibyani', 'honourific': None}}]",The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students’ Critical Thinking Skills.,,,,,,,,,,,,,,,,,,,
28,"['L1', 'LB1501', 'LC5201']",2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29547,FKIP Universitas Lampung,disk0/00/02/95/47,['FKIP4'],2021-04-22 07:28:49,public,pub,6,archive,29547,2021-04-22 07:28:49,show,,705,"[{'formatdesc': 'Artikel', 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43709', 'eprintid': 29547, 'placement': 1, 'rev_number': 3, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 261630, 'datasetid': 'document', 'hash': 'a50cd835c33ab2e5870f9e97389e841c', 'mime_type': 'application/pdf', 'objectid': 43709, 'filesize': 1798169, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261630', 'filename': '7. The Effectiveness of Problem Solving Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 02:51:30'}], 'main': '7. The Effectiveness of Problem Solving Based Student Worksheet to Improve Students Critical Thinking Skills..pdf', 'docid': 43709}, {'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'files': [{'mime_type': 'application/pdf', 'hash': '75abdf485863758b4fc9d94b630f4151', 'fileid': 261632, 'datasetid': 'document', 'mtime': '2021-04-21 03:36:06', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261632', 'filename': 'Scan-1.pdf', 'objectid': 43710, 'filesize': 1215902}], 'main': 'Scan-1.pdf', 'docid': 43710, 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43710', 'security': 'public', 'formatdesc': 'Similarity', 'placement': 2, 'eprintid': 29547}]",2021-04-22 07:28:49,article,"[{'name': {'family': 'Ratu Betta Rudibyani', 'lineage': None, 'honourific': None, 'given': 'RBR'}}]",The Effectiveness of Problem Solving-Based Student Worksheet to Improve Students’ Critical Thinking Skills.,published,"This research aimed to find out the effectiveness
of student worksheets based on problem solving in science learning to improve students’ critical
thinking skills. Methods: The research population were all tenth-grade science students in one of the
Senior High Schools in South Lampung in the even semester of 2017/2018 academic year with the
sample was selected using cluster random sampling. This research used d a quasi-experimental method
with Pretest-Posttest Control Group Design.The effect of the worksheet was measured based on the mean value of n-Gain of the students’ critical thinking skills. The effect size effect size calculation was also applied. Findings: The result showed that the n-Gain value mean of the students’ critical thinking skills in the experimental was 0.71 and the effect size was 0.89. Conclusion: students’ worksheet based on problem solving in science learning is very effective to improve students’ critical thinking skills",10.0,Jurnal Pendidikan Progresif,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,279-291,http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/21203/0,2.0,FALSE,,,,,,,,,28749.0,
29,"['L1', 'LB1501', 'LC5201']",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/28760,"International Journal of Innovation, Creativity and Change (IJICC), Ecellence in Research Australia",disk0/00/02/87/60,['FKIP4'],2021-04-01 01:55:23,public,pub,9,archive,28760,2021-04-01 01:55:23,show,,705,"[{'placement': 1, 'eprintid': 28760, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42821', 'pos': 1, 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': 'de964e281d36c6b96dea15a402f22be8', 'datasetid': 'document', 'fileid': 255134, 'mtime': '2021-03-31 03:38:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255134', 'filename': 'Implementation Learning With Pre Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'objectid': 42821, 'filesize': 4661046}], 'main': 'Implementation Learning With Pre Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'docid': 42821, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-04-01 01:55:23,other,"[{'name': {'given': 'RBR', 'honourific': None, 'lineage': None, 'family': 'Ratu Betta Rudibyani'}}]",Implementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.,,,,,,,,,,,,,,,,,,,
30,"['L1', 'LB1501', 'LC5201']",2020-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28754,Periódico Tchê Química,disk0/00/02/87/54,['FKIP4'],2021-04-01 01:55:09,public,pub,9,archive,28754,2021-04-01 01:55:09,show,,705,"[{'main': 'Implementation Of Problem Based Learning Model To Increase Self Confidence And Undergraduate Students ....... In Chemical Education.pdf', 'docid': 42815, 'files': [{'hash': '02a03e0f86cc1309060accf1399ada09', 'mime_type': 'application/pdf', 'fileid': 255096, 'datasetid': 'document', 'mtime': '2021-03-31 03:11:48', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255096', 'filename': 'Implementation Of Problem Based Learning Model To Increase Self Confidence And Undergraduate Students ....... In Chemical Education.pdf', 'filesize': 4499512, 'objectid': 42815}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 28754, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42815', 'security': 'public'}]",2021-04-01 01:55:09,other,"[{'name': {'given': 'RBR', 'lineage': None, 'family': 'Ratu Betta Rudibyani', 'honourific': None}}]",Implementation Of Problem-Based Learning Model To Increase Self-Confidence And Undergraduate Students Understanding Of The Electrochemistry Concept In Chemical Education.,,,,,,,,,,,,,,,,,,,
31,"['L1', 'LB1501', 'LC5201']",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/29541,"International Journal of Innovation, Creativity and Change (IJICC), Ecellence in Research Australia",disk0/00/02/95/41,['FKIP4'],2021-04-22 07:28:35,public,pub,7,archive,29541,2021-04-22 07:28:35,show,,705,"[{'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-03-31 04:03:31', 'filesize': 619254, 'objectid': 43693, 'filename': '5. Implementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261583', 'datasetid': 'document', 'fileid': 261583, 'hash': '1aa42e80c1355663d06451b012984bf9', 'mime_type': 'application/pdf'}], 'main': '5. Implementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.pdf', 'docid': 43693, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'eprintid': 29541, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43693'}, {'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Scan-7.pdf', 'files': [{'filesize': 1133628, 'objectid': 43694, 'filename': 'Scan-7.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261585', 'hash_type': 'MD5', 'mtime': '2021-04-21 02:59:21', 'fileid': 261585, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'fc1f60a3fa9c8aa001e359fb0d3126e3'}], 'docid': 43694, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43694', 'pos': 2, 'security': 'public', 'formatdesc': 'Reviewer', 'placement': 2, 'eprintid': 29541}, {'placement': 3, 'eprintid': 29541, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43695', 'pos': 3, 'formatdesc': 'Similarity', 'security': 'public', 'files': [{'filename': '5__Implementation_Learning_With_Pre_Lecture_Quiz_T.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261587', 'filesize': 3562807, 'objectid': 43695, 'mtime': '2021-04-21 02:59:52', 'hash_type': 'MD5', 'hash': '865eff98a9045d3af36197fcf09db429', 'mime_type': 'application/pdf', 'fileid': 261587, 'datasetid': 'document'}], 'main': '5__Implementation_Learning_With_Pre_Lecture_Quiz_T.pdf', 'docid': 43695, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",2021-04-22 07:28:35,article,"[{'name': {'given': 'RBR', 'family': 'Ratu Betta Rudibyani', 'lineage': None, 'honourific': None}}]",mplementation Learning With Pre-Lecture Quiz To Train Student Creative Thinking Skills.,published,"Technology in the 21st century is developing rapidly in business and industrial sectors
(Wrahatnolo & Munoto, 2018). In this century, education becomes important to ensure students
gain skills, innovation abilities, creativity, teamwork, and learn how to use life skills
(Wrahatnolo & Munoto, 2018). The ability to think is the ability to reason, both inductively,
deductively, accusatively, as well as cause and effect (Subagia, 2013). These three elements of
reasoning are developed through the learning process, both of which take place in school
through formal education, as well as that which takes place outside of school through formal
and informal education (Subagia, 2013). The process of developing the potential of students’
is directed so that students become human beings who believe and fear God Almighty, human
beings who have a noble character, healthy humans, knowledgeable people, capable humans,
and creative people.",13.0,"International Journal of Innovation, Creativity and Change (IJICC)",2201-1323,879-893,https://www.ijicc.net/images/vol_13/Iss_5/13569_Rudibyani_2020_E_R.pdf,5.0,FALSE,,,,,,,,,28766.0,
32,['AC'],1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33629,,disk0/00/03/36/29,['FKIP4'],2021-08-25 03:07:42,public,pub,6,archive,33629,2021-08-25 03:07:42,show,,7,"[{'docid': 153776, 'main': 'Model on the Job Training Based on the Increasing of Teachers Competence Basic School.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-08-25 03:04:09', 'filesize': 350190, 'objectid': 153776, 'uri': 'http://repository.lppm.unila.ac.id/id/file/398554', 'filename': 'Model on the Job Training Based on the Increasing of Teachers Competence Basic School.pdf', 'fileid': 398554, 'datasetid': 'document', 'hash': 'ee0c7b2de2b7b10bfa941ff593786902', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 33629, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153776', 'pos': 1, 'security': 'public'}]",2021-08-25 03:07:42,article,"[{'name': {'given': 'Riswandi', 'lineage': None, 'family': 'Riswandi', 'honourific': None}}, {'name': {'given': 'NOPIANA', 'honourific': None, 'family': 'NOPIANA', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Suryadi', 'honourific': None, 'given': 'Suryadi'}}]",Model on the Job Training Based on the Increasing of Teachers Competence Basic School,published,"The purpose of this study is to produce an ""on-the-job training (OTJ-T) model based on increasing the competency of elementary school teachers. data collection, researchers use primary and secondary sources by using various instruments, namely questionnaires, observations, interviews, and collecting documents relevant to research. In terms of data collection techniques, there are two types of data to be analyzed, namely data obtained from questionnaires and data collected through observation, interviews, and documents. Developing a training program requires design steps that must be followed, so that they can be carried out effectively. To carry out the training program needs assessment is needed to ascertain whether training is the answer to performance problems. Formulating training objectives and objectives to be achieved, in the implementation of activities it is necessary to select the right approach, method and material to use.In addition, at the end of the activity the training evaluation was carried out according to the established objectives and criteria.",29.0,nternational Journal of Advanced Science and Technology,2005-4238,1103-1113,,5.0,TRUE,,,,,,,,,,
33,"['L1', 'LB1501', 'LC5201']",2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29542,"International Journal of Instruction(IJI), Gate Association for Teaching and Education",disk0/00/02/95/42,['FKIP4'],2021-04-22 07:28:39,public,pub,7,archive,29542,2021-04-22 07:28:39,show,,705,"[{'main': '4. The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'docid': 43696, 'files': [{'fileid': 261592, 'datasetid': 'document', 'hash': '798f07f9eb5f200a3d6bfecbdd2bc520', 'mime_type': 'application/pdf', 'objectid': 43696, 'filesize': 403484, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261592', 'filename': '4. The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 04:01:49'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'placement': 2, 'eprintid': 29542, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43696', 'security': 'public'}, {'docid': 43698, 'main': 'The_Effectiveness_of_Inquiry_Social_Complexity_to_.pdf', 'files': [{'hash': '058c5fc0b3db04b6ac78a0d096b06c84', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 261596, 'mtime': '2021-04-21 03:03:30', 'hash_type': 'MD5', 'filename': 'The_Effectiveness_of_Inquiry_Social_Complexity_to_.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261596', 'filesize': 2899572, 'objectid': 43698}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'placement': 3, 'eprintid': 29542, 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43698', 'security': 'public', 'formatdesc': 'Similarity'}, {'eprintid': 29542, 'placement': 4, 'formatdesc': 'Riviewer', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43699', 'pos': 4, 'format': 'text', 'main': 'Scan-10 (ada 2 ).pdf', 'files': [{'datasetid': 'document', 'fileid': 261598, 'mime_type': 'application/pdf', 'hash': '75f7b88abde1cd7bc3444e8ee9de4918', 'hash_type': 'MD5', 'mtime': '2021-04-21 03:03:51', 'filesize': 763022, 'objectid': 43699, 'filename': 'Scan-10 (ada 2 ).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261598'}], 'docid': 43699, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}]",2021-04-22 07:28:39,article,"[{'name': {'lineage': None, 'family': 'Ryzal Perdana', 'honourific': None, 'given': 'RP'}}, {'name': {'honourific': None, 'family': 'Ratu Betta Rudibyani', 'lineage': None, 'given': 'RBR'}}, {'name': {'given': 'Budiyono', 'family': 'Budiyono', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sajidan', 'given': 'Sajidan'}}]",The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students,published,"This research aimed to determine the effectiveness of the Inquiry Social Complexity (ISC) learning model to improve critical and creative thinking skills of senior high school students in Indonesia. The research method used was
experimental with pre-test-post-test group design. The research sample were 32 students using the ISC model and 30 students using Discovery Learning in the acid-base material. The data were analysed using the ANCOVA test resulting in F
= 79.381 with a significance level of 0.000 (p < 0.05), meaning that there were
significant differences between using the ISC model and using the Discovery
Learning. There was a gap of 39.66% between the pre-test and post-test results of
the experimental class and 24.83% of the control class. It can be concluded that
learning process using ISC learning model is very effective to improve students'
critical and creative thinking skills.",13.0,International Journal of Instruction (IJI),"e-ISSN: 1308-1470, p-ISSN: 1694-609X,",1-14,http://www.e-iji.net/dosyalar/iji_2020_4_31.pdf,4.0,FALSE,,,,,,,,,28765.0,
34,"['L1', 'LB1501', 'LC5201']",2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28763,"International Journal of Instruction(IJI), Gate Association for Teaching and Education",disk0/00/02/87/63,['FKIP4'],2021-04-01 01:55:31,public,pub,9,archive,28763,2021-04-01 01:55:31,show,,705,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/42823', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28763, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'filename': 'The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255157', 'filesize': 3625954, 'objectid': 42823, 'mtime': '2021-03-31 03:56:21', 'hash_type': 'MD5', 'hash': 'c374a1be7fe478748040140841c65470', 'mime_type': 'application/pdf', 'fileid': 255157, 'datasetid': 'document'}], 'main': 'The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.pdf', 'docid': 42823, 'format': 'text'}]",2021-04-01 01:55:31,other,"[{'name': {'given': 'RP', 'honourific': None, 'lineage': None, 'family': 'Ryzal Perdana'}}, {'name': {'family': 'Ratu Betta Rudibyani', 'lineage': None, 'honourific': None, 'given': 'RBR'}}, {'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}, {'name': {'family': 'Sajidan', 'lineage': None, 'honourific': None, 'given': 'Sajidan'}}]",The Effectiveness of Inquiry Social Complexity to Improving Critical and Creative Thinking Skills of Senior High School Students.,published,,,,,,,,,,,,,,,,,,
