,event_type,divisions,dir,ispublished,rev_number,status_changed,full_text_status,subjects,event_title,date_type,date,uri,abstract,refereed,event_dates,title,pres_type,creators,type,event_location,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,official_url,userid,pagerange,number,contributors,publisher,publication,related_url,issn,volume,id_number,corp_creators,contact_email,referencetext,keywords,funders
20,,['FKIP22'],disk0/00/02/48/94,pub,6,2020-11-11 05:17:50,public,['LB1603'],,published,2020-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24894,"The purpose of this research is to produce interactive learning media integrated with soft skills to improve
students' problem-solving abilities that are valid and practical. This research is a development research that uses the ADDIE development model (Analysis, Design, Development, Implementation, and Evaluation). Research
subjects at the implementation stage were grade V students of SDIT Muhammadiyah Gunung Terang Bandar
Lampung for the 2019-2020 academic year. Research data obtained from observations, interviews, questionnaires on teacher and student responses to learning media. The results showed that the developed interactive learning media was very valid with a score of 81% of the material expert validation and the media expert validation of 84%. This learning media is also stated to be practical as the results of the practitioner test get a score of 86% and student trials of 88%.",TRUE,,PENGEMBANGAN MEDIA PEMBELAJARAN INTERAKTIF TERINTEGRASI SOFT SKILLS DALAM MENINGKATKAN KEMAMPUAN PEMECAHAN MASALAH,,"[{'name': {'lineage': None, 'family': 'Sattriawan', 'honourific': None, 'given': 'Andri'}, 'id': 'andrisattriawan1989@gmail.com'}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sutiarso', 'lineage': None, 'given': 'Sugeng'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undang.rosidin@fkip.unila.ac.id'}]",article,,show,archive,24894,2020-11-11 05:17:50,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38639', 'security': 'public', 'placement': 1, 'eprintid': 24894, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '2020_S3_Cendekia_Anggota2_org.pdf', 'docid': 38639, 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-11 01:16:12', 'objectid': 38639, 'filesize': 872237, 'filename': '2020_S3_Cendekia_Anggota2_org.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225512', 'datasetid': 'document', 'fileid': 225512, 'hash': '25b97c6d523411f7265f89be061fa852', 'mime_type': 'application/pdf'}], 'format': 'text'}]",2020-11-11 05:17:50,https://j-cup.org/index.php/cendekia/article/view/309,864,950-963,2.0,"[{'name': {'given': 'Andri', 'lineage': None, 'family': 'Sattriawan', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'andrisattriawan1989@gmail.com'}, {'type': 'http://www.loc.gov/loc.terms/relators/THS', 'name': {'honourific': None, 'lineage': None, 'family': 'sutiarso', 'given': 'sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}, {'type': None, 'name': {'honourific': None, 'lineage': None, 'family': 'rosidin', 'given': 'undang'}, 'id': 'undang.rosidin@fkip.unila.ac.id'}]",Universitas Pahlawan Tuanku Tambusai,Jurnal Cendekia: Jurnal Pendidikan Matematika,"[{'url': 'https://j-cup.org/index.php/cendekia/article/view/309', 'type': 'pub'}]",2579-9258,4.0,,,,,,
21,,['FKIP22'],disk0/00/02/46/97,pub,9,2020-11-09 09:07:24,public,"['L1', 'LB1603']",,published,2020-06-30 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24697,"The purpose of this study to describe the error and to know the cause of student error in solving trigonometric problems based on Newman Theory and cognitive style. The type of this research is qualitative descriptive research conducted at SMAN 1 Sekampung Udik. Selection of research subjects using purposive sampling, selected 4 research subjects with 2 subjects have a cognitive style reflective and 2 subjects have impulsive cognitive style. Data collection techniques used were tests and interviews, while the instruments used were: (1) cognitive style test or MFFT (Matching Familiar Figure Test), (2) trigonometric problem test, and (3) interview guides.    The results of this study can be described as follows. (1) students who have reflective cognitive style in solving trigonometric problems tend to make mistakes in the stage of transformation error and process skill error; and encoding error, (2) where as students who have impulsive cognitive style in solving trigonometric problems tend to make mistakes in the phase of comprehension error, transformation error, process skill error and encoding error. (3) The cause of the errors of cognitive and relative impulsive cognitive students are the students can not understand the problem well, forget the formula, less thorough in solving problems, rush in solving problems, not used to write conclusions, and run out of time in solving problems",TRUE,,ANALISIS KESALAHAN SISWA DALAM MENYELESAIKAN MASALAH TRIGONOMETRI BERDASARKAN TEORI NEWMAN DITINJAU DARI GAYA KOGNITIF SISWA,,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Setiani', 'given': 'Lutfi Eka Nuri'}}, {'id': None, 'name': {'given': 'Ira', 'honourific': None, 'lineage': None, 'family': 'Vahlia'}}, {'id': 'nurulfaridamath@gmail.com', 'name': {'given': 'Nurul', 'honourific': None, 'lineage': None, 'family': 'Farida'}}, {'name': {'given': 'Nurain', 'family': 'Suryadinata', 'lineage': None, 'honourific': None}, 'id': 'nurain.suryadinata@fkip.unila.ac.id'}]",article,,show,archive,24697,2020-11-09 09:07:24,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38447', 'security': 'public', 'placement': 1, 'eprintid': 24697, 'rev_number': 3, 'language': 'id', 'mime_type': 'application/xml', 'content': 'published', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/224094', 'filename': 20986, 'filesize': 23216, 'objectid': 38447, 'mtime': '2020-11-08 22:18:55', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'hash': '3d6b5c638b37d8aaf1b05f17f9c0cd89', 'fileid': 224094, 'datasetid': 'document'}], 'main': 20986, 'docid': 38447, 'format': 'text'}]",2020-11-09 09:07:24,http://jurnal.fkip.unila.ac.id/index.php/MTK/index,2754,89-99,2.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",Fakultas Keguruan dan Ilmu Pendidikan Unila,Jurnal Pendidikan Matematika Universitas Lampung,,2338 - 1183,8.0,http://dx.doi.org/10.23960/mtk/v8i2.pp89-99,,,,,
22,,['FKIP22'],disk0/00/02/35/39,pub,9,2020-08-06 03:32:07,public,['L1'],,published,2020-06-12 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/23539,"This study aims to describe the students’ error in solving mathematical literacy problems with focused on level 3 and 4 based on PISA 2015. Qualitative research was used in this study with a descriptive approach. The subjects of this study were 61 students at seventh grade consisted of 28 students from SMPN 14 Bandung and 33 students from SMPN 9 Bandung. The instrument consisted of four questions designed and interview guidelines. Data were analyzed descriptively based on written test results and interviews to confirm students’ work. The results of this study showed that 65.3% of students made mistakes in solving mathematical literacy level 3 and 73.68% of students made mistakes in solving mathematical literacy level 4. Students’ error that arise in solving these mathematical literacy problems are understanding the problem and choosing the information to get a solution. Based on the results, researcher suggest that the preparation of sentences in the mathematical literacy problem, it should be emphasized with the precise sentences, so that the purpose of the problem is well understood by students.",TRUE,,Analysis of Indonesian Students’ Error in Solving Mathematical Literacy Problems Based on PISA 2015 Results,,"[{'id': 'santy.setiawati@fkip.unila.ac.id', 'name': {'given': 'Santy', 'family': 'Setiawati', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Tatang', 'honourific': None, 'family': 'Herman', 'lineage': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Jupri', 'lineage': None, 'given': 'Al'}}]",article,,show,archive,23539,2020-08-06 03:32:07,"[{'placement': 1, 'eprintid': 23539, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37166', 'security': 'public', 'main': 'JPMIPA UNILA 2O2O SANTY.pdf', 'docid': 37166, 'files': [{'fileid': 215181, 'datasetid': 'document', 'hash': '61867dcc29e7bd2e75eedddf87b16f2a', 'mime_type': 'application/pdf', 'objectid': 37166, 'filesize': 901982, 'filename': 'JPMIPA UNILA 2O2O SANTY.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215181', 'hash_type': 'MD5', 'mtime': '2020-08-06 03:21:56'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-08-06 03:32:07,http://jurnal.fkip.unila.ac.id/index.php/jpmipa/index,2861,67-77,1.0,,"Jurusan Pendidikan MIPA, FKIP, Universitas Lampung",Jurnal Pendidikan MIPA,,2685-5488,21.0,,,,,,
23,,['FKIP22'],disk0/00/02/15/41,pub,6,2020-06-03 02:27:42,public,['L1'],,published,2020-10-30 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/21541,"Abstrak: Pengaruh Model Think Pair Share Terhadap Pemahaman Konsep Matematis Siswa. Penelitian ini bertujuan untuk mengetahui pengaruh model Think
Pair Share ditinjau dari pemahaman konsep matematis siswa. Populasi penelitian ini adalah seluruh siswa kelas VIII SMP Negeri 1 Natar tahun pelajaran 2018/2019 sebanyak 300 siswa yang terdistribusi dalam 11 kelas. Pengambilan sampel dilakukan dengan teknik cluster random sampling dan terpilih siswa pada kelas VIII A sebanyak 25 siswa dan VIII B sebanyak 30 siswa sebagai sampel.Desain penelitian yang digunakan adalah the randomized pretest-posttest control grup design. Data penelitian diperoleh melalui tes pemahaman konsep matematis.Analisis data yang digunakan adalah uji t. Berdasarkan hasil penelitian,
disimpulkan bahwa model Think Pair Share berpengaruh terhadap pemahaman konsep matematis siswa",TRUE,,THINK PAIR SHARE TERHADAP PEMAHAMAN KONSEP MATEMATIS SISWA,,"[{'id': None, 'name': {'given': 'Wina', 'honourific': None, 'family': 'Sianturi', 'lineage': None}}, {'id': 'pentatito.gunowibowo@fkip.unila.ac.id', 'name': {'given': 'Pentatito', 'honourific': None, 'lineage': None, 'family': 'Gunowibowo'}}, {'name': {'lineage': None, 'family': 'Coesamin', 'honourific': None, 'given': 'M'}, 'id': 'mcoesamin@gmail.com'}]",article,,show,archive,21541,2020-06-03 02:27:42,"[{'eprintid': 21541, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34935', 'pos': 1, 'format': 'text', 'main': 'wina.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/199774', 'filename': 'wina.pdf', 'filesize': 328439, 'objectid': 34935, 'mtime': '2020-06-02 14:37:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '62642e5425716c6f53aced839eac8afe', 'datasetid': 'document', 'fileid': 199774}], 'docid': 34935, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2020-06-03 02:27:42,,403,579-590,5.0,,FKIP Universitas Lampung,Jurnal Pendidikan Matematika Unila,,2338-1183,7.0,,,,,,
24,,['FKIP22'],disk0/00/02/62/25,pub,7,2020-11-19 11:33:43,public,"['L1', 'LB1603']",,published,2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26225,"Penelitian ini bertujuan untuk mengkaji pengaruh pendekatan RBL terhadap pemahaman
konsep matematis siswa. Populasi penelitian ini adalah seluruh siswa kelas VIII SMP
Negeri 1 Natar Lampung Selatan semester ganjil tahun pelajaran 2019/2020 sebanyak
362 siswa yang terdistribusi dalam sebelas kelas. Sampel penelitian ini adalah siswa kelas
VIII A sebanyak 32 siswa dan VIII B sebanyak 32 siswa yang dipilih dengan teknik
purposive sampling. Penelitian ini menggunakan pretest-posttest control group design.
Data penelitian diperoleh dengan menggunakan instrumen tes pemahaman konsep
matematis siswa. Analisis data penelitian ini menggunakan uji-Mann Whitney U. Hasil
penelitian ini menunjukkan bahwa peningkatan pemahaman konsep matematis siswa
yang mengikuti pembelajaran RBL lebih tinggi dari peningkatan pemamahaman konsep
matematis siswa yang mengikuti pembelajaran konvensional. Berdasarkan hasil dan
pembahasan, diperoleh kesimpulan bahwa pembelajaran RBL tidak berpengaruh
terhadap pemahaman konsep matematis siswa.",TRUE,,"Pengaruh Pendekatan Resource Based Leaarning (RBL) Terhadap
Pemahaman Konsep Matematis Siswa",,"[{'id': 'fransisco.j.simbolon@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Simbolon', 'given': 'Fransisco. J'}}, {'id': 'hastuti_noer@yahoo.com', 'name': {'given': 'Sri Hastuti', 'honourific': None, 'family': 'Noer', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Gunowibowo', 'given': 'Pentatito'}, 'id': 'pentatito.gunowibowo@fkip.unila.ac.id'}]",article,,show,archive,26225,2020-11-19 11:33:43,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'hash': 'aa722a1b0d600a1119f86cfd083b0b0e', 'mime_type': 'application/pdf', 'fileid': 236258, 'datasetid': 'document', 'mtime': '2020-11-19 05:28:34', 'hash_type': 'MD5', 'filename': 'Fransisco.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/236258', 'objectid': 40115, 'filesize': 296132}], 'main': 'Fransisco.pdf', 'docid': 40115, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40115', 'pos': 1, 'eprintid': 26225, 'placement': 1}]",2020-11-19 11:33:43,,403,77-88,2.0,,FKIP Universitas Lampung,Jurnal Pendidikan Matematika Unila,,2338-1183,8.0,,,,,,
25,,['FKIP22'],disk0/00/02/48/92,pub,6,2020-11-11 05:17:20,public,['LB1603'],,published,2020-07-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24892,"Mathematical representation is the ability to express ideas or definitions raised by the students when solving problems. At now, most students have difficulties in the ability of mathematical representation. The difficulty of this mathematical representation needs to analyze the causes, including analysis based on gender differences. This type of research is a qualitative study which aims to systematically describe the ability of mathematical representation based on gender differences. The subjects of the study was grade IX students at SMP Negeri 4 in Natar, South Lampung. Research subjects numbered
31 people, consisti of 16 boys and 15 girls. Data was collected through tests and observations, and data
were analyze descriptively based on 3 indicator levels, namely visual representations, mathematical expressions or similarty, and written words or texts. The results showed that there were differences in representation when viewed regarding gender, where girls make more representation than boys.",TRUE,,"The Ability of Mathematical Representation of Junior High
School Students on Circle Material Based on Gender 
Differences",,"[{'id': 'renasoviana94@gmail.com', 'name': {'family': 'Soviana', 'lineage': None, 'honourific': None, 'given': 'Rena'}}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'Sugeng', 'honourific': None, 'lineage': None, 'family': 'Sutiarso'}}, {'id': 'nurhanurawati94@gmail.com', 'name': {'given': 'Nurhanurawati', 'honourific': None, 'family': 'Nurhanurawati', 'lineage': None}}]",article,,show,archive,24892,2020-11-11 05:17:20,"[{'eprintid': 24892, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38637', 'pos': 1, 'format': 'text', 'main': '2020_S3_UNMakasar_Anggota2_org.pdf', 'files': [{'mtime': '2020-11-11 00:43:30', 'hash_type': 'MD5', 'filename': '2020_S3_UNMakasar_Anggota2_org.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225497', 'filesize': 662016, 'objectid': 38637, 'mime_type': 'application/pdf', 'hash': '88a6e6beaf38ee30befff7ad512e3dec', 'datasetid': 'document', 'fileid': 225497}], 'docid': 38637, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-11 05:17:20,https://ojs.unm.ac.id/JDM/article/view/13946,864,137-142,2.0,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'soviana', 'lineage': None, 'honourific': None, 'given': 'rena'}, 'id': 'renasoviana94@gmail.com'}, {'name': {'family': 'sutiarso', 'lineage': None, 'honourific': None, 'given': 'sugeng'}, 'type': None, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}, {'id': 'nurhanurawati94@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'nurhanurawati', 'given': 'nurhanurawati'}, 'type': None}]",Universitas Negeri Makassar,Daya Matematis:Jurnal Inovasi Pendidikan Matematika,"[{'url': 'https://ojs.unm.ac.id/JDM/article/view/13946', 'type': 'pub'}]",2354-7146,8.0,,,,,,
26,conference,['FKIP22'],disk0/00/02/13/76,pub,9,2020-06-02 01:02:01,public,['L1'],SEMINAR NASIONAL PENDIDIKAN FKIP UNILA 2020,published,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/21376,"Kemampuan pemecahan masalah matematis merupakan hal yang penting dan harus dimiliki siswa dalam pembelajaran matematika. Salah satu model pembelajaran yang dapat melatih kemampuan pemecahan masalah adalah problem based learning (PBL) karna dapat membiasakan siswa terampil dalam menghadapi dan memecahkan masalah.  Penelitian ini bertujuan untuk mengetahuipengaruh model PBL terhadap kemampuan pemecahan masalah matematissiswa.  Populasi penelitian ini adalah seluruh siswa Kelas XI SMA Negeri 1 TumijajarKabupaten Tulang Bawang Baratsemester ganjil tahun pelajaran 2019/2020 yang terdistribusi dalam 6 kelas. Sampel pada penelitian ini adalah siswa kelas XI IPA 5 dan kelas XI IPA 6 yang dipilih dengan menggunakan teknik cluster random sampling. Desain penelitian ini ialah the randomized posttest onlycontrol group design.Data penelitian ini berupa data kuantitatif yang diperoleh melalui tes kemampuan pemecahan masalah matematis siswa dan diuji menggunakan uji-t dengan α = 0,05. Berdasarkan hasil penelitian diperoleh kesimpulan bahwa pembelajaran model PBLberpengaruh terhadap kemampuan pemecahan masalah matematis siswa.",TRUE,16 JANUARI 2020,Pengaruh Model Problem Based Learning (PBL) Terhadap Kemampuan Pemecahan Masalah Matematis Siswa,paper,"[{'id': None, 'name': {'given': 'Indah', 'honourific': None, 'family': 'Sriwahyuni', 'lineage': None}}, {'id': None, 'name': {'given': 'haninda', 'family': 'Bharata', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Widyastuti', 'honourific': None, 'given': 'Widyastuti'}, 'id': 'widyaa58@gmail.com'}]",conference_item,LAMPUNG,show,archive,21376,2020-06-02 01:02:01,"[{'format': 'text', 'files': [{'mtime': '2020-06-01 13:53:55', 'hash_type': 'MD5', 'filename': 'PROSIDING SEMNAS FKIP 2020_Indah_Widyastuti-compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/198707', 'filesize': 351193, 'objectid': 34778, 'mime_type': 'application/pdf', 'hash': '82e084a3f60eb622d6eebb1936a1535a', 'fileid': 198707, 'datasetid': 'document'}], 'main': 'PROSIDING SEMNAS FKIP 2020_Indah_Widyastuti-compressed.pdf', 'docid': 34778, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 21376, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34778'}]",2020-06-02 01:02:01,http://semnaspend.fkip.unila.ac.id/2019/08/14/prosiding/,1140,73-79,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,,,
27,conference,['FKIP22'],disk0/00/01/96/27,pub,9,2020-05-15 02:03:26,public,"['L1', 'LB1603']",Seminar Nasional Pendidikan FKIP Universitas Lampung 2020,published,2020-01-16 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19627,"Hasil PISA 2018 menunjukkan kemampuan literasi matematika siswa di Indonesia masih rendah. Khusus di matematika, Indonesia memperoleh skor rata-rata sebesar 379 di mana skor rata-rata OECD adalah 489. Jika dilihat dari segi soal yang diberikan oleh PISA, pada dasarnya soal-soal tersebut sangat erat kaitannya dengan kehidupan sehari-hari. Jika melihat proses pembelajaran yang dilakukan guru matermatika pada umumnya, para guru juga sudah mencoba memberikan soal-soal yang terkait dengan kehidupan sehari-hari. Hal ini juga dapat terlihat dari buku-buku paket untuk sekolah yang tidak sedikit memuat soal-soal terkait kehidupan sehari-hari. Namun adakah yang berbeda antara soal-soal yang biasa diberikan di sekolah dengan soal-soal pada PISA?. Makalah ini mencoba mendeskripsikan lebih dalam terkait perbedaan soal-soal pada PISA dengan soal-soal yang biasa diperoleh siswa pada umumnya di sekolah.",TRUE,16 Januari 2020,Membiaskan Siswa Dengan Soal Matematika PISA,paper,"[{'name': {'given': 'Nurain', 'honourific': None, 'family': 'Suryadinata', 'lineage': None}, 'id': 'nurain.suryadinata@fkip.unila.ac.id'}]",conference_item,FKIP Universitas Lampung,show,archive,19627,2020-05-15 02:03:26,"[{'main': 'view', 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-14 10:30:32', 'objectid': 32862, 'filesize': 71457, 'filename': 'view', 'uri': 'http://repository.lppm.unila.ac.id/id/file/163915', 'fileid': 163915, 'datasetid': 'document', 'hash': 'b0bb9c57e4dd288e918c3e11ecf8fd69', 'mime_type': 'text/html'}], 'docid': 32862, 'format': 'text', 'rev_number': 3, 'language': 'id', 'mime_type': 'text/html', 'content': 'published', 'placement': 1, 'eprintid': 19627, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32862', 'pos': 1, 'security': 'public', 'formatdesc': 'Prosiding'}]",2020-05-15 02:03:26,http://semnaspend.fkip.unila.ac.id/2019/08/14/prosiding/,2754,132-141,,"[{'id': 'nurain.suryadinata@fkip.unila.ac.id', 'name': {'given': 'Nurain', 'family': 'Suryadinata', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,"[{'url': 'https://drive.google.com/file/d/1Lhc4O1XNRh4Ee7pWpU8auQ5vZCWVIKni/view', 'type': 'pub'}]",,,,,,,,
28,,['FKIP22'],disk0/00/02/48/93,pub,7,2020-11-11 05:17:43,public,"['LB', 'LB2300']",,published,2020-07-31 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24893,"The ability of reversible thinking in mathematics has less attention, but most of the mathematical subject is reversible. This type of research was qualitative descriptive which aimed to analyze student’s reversible thinking skills on the graph concept. The subject of research were students of mathematics education,
Faculty of Teacher Training and Education, Lampung University taking the graph theory in the academic year 2019/2020. Research subjects were 40 people selected by the total sampling technique. The research data was collected through tests, namely the question of Ramsey number. Data were analyzed descriptively with 3 stages,
namely data reduction, data display, and conclusion. The results showed that 42.5% of students had reversible thinking skills and 57.5% of students did not have them. Based on the results of this study, it was concluded that most students did not have reversible thinking skills on graph concepts.",TRUE,,"ANALYSIS OF STUDENT REVERSIBLE THINKING SKILLS ON
GRAPH CONCEPT",,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sutiarso', 'lineage': None, 'given': 'Sugeng'}}]",article,,show,archive,24893,2020-11-11 05:17:43,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/38638', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 24893, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'fileid': 225505, 'datasetid': 'document', 'hash': '637722045ef4086cd0bebc974c106bce', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-11 01:02:43', 'filesize': 482997, 'objectid': 38638, 'filename': '2020_S3_IndonesiaUIN_Sendiri.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225505'}], 'main': '2020_S3_IndonesiaUIN_Sendiri.pdf', 'docid': 38638, 'format': 'text'}]",2020-11-11 05:17:43,http://ejournal.radenintan.ac.id/index.php/IJSME/article/view/6768,864,185-195,2.0,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'sutiarso', 'lineage': None, 'given': 'sugeng'}}]",Unit Riset dan Publikasi Ilmiah FTK UIN Raden Intan Lampung,Indonesian Journal of Science and Mathematics Education,"[{'type': 'pub', 'url': 'http://ejournal.radenintan.ac.id/index.php/IJSME/article/view/6768'}]",2615-8639,3.0,,,,,,
29,,['FKIP22'],disk0/00/02/84/54,pub,7,2021-03-18 02:50:43,public,['L1'],,,2020-03-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28454,,,,"Hak Cipta Karya Tulis (Artikel) “Model Pembelajaran ALQURUN (Acknowledge, Literature, Quest, Unite, Refine, Use, Name)”",,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sutiarso', 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",other,,show,archive,28454,2021-03-18 02:50:43,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42502', 'pos': 1, 'eprintid': 28454, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'sertifikat_Hak Cipta Artikel_Sugeng Sutiarso.pdf', 'files': [{'datasetid': 'document', 'fileid': 252782, 'hash': '1ac4bfa394c0f3548588464dc7865356', 'mime_type': 'application/pdf', 'filesize': 2184167, 'objectid': 42502, 'uri': 'http://repository.lppm.unila.ac.id/id/file/252782', 'filename': 'sertifikat_Hak Cipta Artikel_Sugeng Sutiarso.pdf', 'hash_type': 'MD5', 'mtime': '2021-03-18 01:18:37'}], 'docid': 42502}]",2021-03-18 02:50:43,,864,,,,Kemenkumham RI,,,,,,,,,,
30,,['FKIP22'],disk0/00/02/48/87,pub,8,2020-11-11 05:17:05,public,['LB1603'],,published,2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24887,"The Implementation of Scientific Approach in Mathematical Learning (Case Study of junior high school in Bandar Lampung). This descriptive study aims to analyze the
implementation of the 2013 curriculum in scientific approach to mathematics learning in junior high school.  The subjects of this study were four mathematics’ teacher of junior high school in Bandar Lampung. Research data obtained through observation and interviews.  The data of this study were analyzed with descriptive statistics that focus on teaching activities in applying scientific approaches, including preliminary, core, and closing activities.  Based on the results of data analysis, it can be concluded that the implementation of scientific approach in mathematical learning is 26.1% (low), consists of 20% preliminary activities (low), 8.3% core activities (low), and 50% closing activities (low).",TRUE,,Keterlaksanaan Penerapan Pendekatan Saintifik  pada PembelajaranMatematika (Studi Kasus SMP Bandar Lampung),,"[{'name': {'lineage': None, 'family': 'Sutiarso', 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",article,,show,archive,24887,2020-11-11 05:17:05,"[{'format': 'text', 'main': '2020_S6_Jurnal PMat Unila_Sendiri.pdf', 'docid': 38633, 'files': [{'mtime': '2020-11-10 23:56:16', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/225470', 'filename': '2020_S6_Jurnal PMat Unila_Sendiri.pdf', 'filesize': 195460, 'objectid': 38633, 'mime_type': 'application/pdf', 'hash': 'd5c27a326ee4ca58d84bb3f4108638dd', 'datasetid': 'document', 'fileid': 225470}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 24887, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38633', 'pos': 1}]",2020-11-11 05:17:05,http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/20944,864,57-67,2.0,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'sugeng', 'family': 'sutiarso', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Universitas Lampung,Jurnal Pendidikan Matematika Unila,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/20944'}],2338-1183,8.0,,,,,,
