,publication,publisher,divisions,dir,full_text_status,issn,status_changed,rev_number,ispublished,date_type,subjects,abstract,volume,uri,date,creators,type,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,contact_email,related_url,corp_creators,contributors,id_number,event_type,event_title,event_location,event_dates,pres_type,referencetext,funders
41,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/02/19/46,public,2338-1183,2020-06-05 03:30:45,6,pub,published,['L1'],"This quasi-experimental research aimed to find out the effectiveness of TTW learning on student’s mathematical conceptual understanding. The population in this research was all students of 7th grade at SMPN 10 Bandarlampung in academic year 2018/2019, which consist of 351 students that distributed into eleven classes. The sample in this research were the students of VII D which consist of 32 students and VII E which consist of 32 students who were selected based on cluster random sampling technique. This research used the randomized pretest-posttest control group design. The research data were obtained by the essay test of mathematical conceptual understanding on topic of comparison. t-test and proportion test was used to analyze the data with =0,05. Based on the results of the research and discussion, it was concluded that cooperative learning type TTW was not effective in terms of student’s mathematical conceptual understanding",7,http://repository.lppm.unila.ac.id/id/eprint/21946,2019-06-01 00:00:00.000000000,"[{'name': {'family': 'RETNOSARI', 'lineage': None, 'honourific': None, 'given': 'ASTI'}, 'id': None}, {'name': {'given': 'Haninda', 'honourific': None, 'family': 'Bharata', 'lineage': None}, 'id': None}, {'id': 'widyaa58@gmail.com', 'name': {'given': 'Widyastuti', 'honourific': None, 'family': 'Widyastuti', 'lineage': None}}]",article,Efektivitas Pembelajaran Kooperatif Think Talk Write Ditinjau dari Pemahaman Konsep Matematis Siswa,TRUE,2020-06-05 03:30:45,21946,archive,show,272-283,1140,2,http://jurnal.fkip.unila.ac.id/index.php/MTK,2020-06-05 03:30:45,"[{'format': 'text', 'main': 'JPM Asti Widya Juni 2019.pdf', 'docid': 35359, 'files': [{'mtime': '2020-06-05 03:20:06', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/202616', 'filename': 'JPM Asti Widya Juni 2019.pdf', 'filesize': 173909, 'objectid': 35359, 'mime_type': 'application/pdf', 'hash': 'ae42ce090809200edbcfcd9f9778db7f', 'datasetid': 'document', 'fileid': 202616}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 21946, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35359'}]",,,,,,,,,,,,
42,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/02/19/42,public,2338-1183,2020-06-05 03:30:35,6,pub,published,['L1'],This research aimed to find out the effectiveness of cooperative learning Think Talk Write type on students mathematical representation skills. The population of this research was all students of eighth grade in SMP N 1 Kotabumi in academic year of 2018/2019  as many as 244 students which were distriuted into eight classes. The sample of this research were all students of class VIII D as many as 32 students and VIII E as many as 32 students who were selected by cluster random sampling technique. The design which was used in this research was pretest-posttest control group design and the data collecting technique was test. The research data was the increasing score of mathematical representation skills that obtained through an essay test. Based on the result of proportion test and,7,http://repository.lppm.unila.ac.id/id/eprint/21942,2019-08-30 00:00:00.000000000,"[{'id': 'gnesiarahmy@gmail.com', 'name': {'family': 'Rahmy', 'lineage': None, 'honourific': None, 'given': 'Aghnesia'}}, {'id': None, 'name': {'given': 'Caswita', 'lineage': None, 'family': 'Caswita', 'honourific': None}}, {'id': 'widyaa58@gmail.com', 'name': {'honourific': None, 'family': 'Widyastuti', 'lineage': None, 'given': 'Widyastuti'}}]",article,EFEKTIVITAS MODEL PEMBELAJARAN THINK TALK WRITE  DITINJAU DARI KEMAMPUAN REPRESENTASI  MATEMATIS SISWA,TRUE,2020-06-05 03:30:35,21942,archive,show,412-422,1140,3,http://jurnal.fkip.unila.ac.id/index.php/MTK,2020-06-05 03:30:35,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35356', 'security': 'public', 'placement': 1, 'eprintid': 21942, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'JPM Aghesia Widya Agustus 2019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/202588', 'filename': 'JPM Aghesia Widya Agustus 2019.pdf', 'objectid': 35356, 'filesize': 258771, 'mtime': '2020-06-05 03:07:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '2c4caea98576feffd60e9953c5526e38', 'fileid': 202588, 'datasetid': 'document'}], 'docid': 35356, 'format': 'text'}]",,,,,,,,,,,,
43,"Advances in Social Science, Education and Humanities Research (ASSEHR)",Atlantis Press,['FKIP22'],disk0/00/01/22/58,public,2352-5398,2019-05-09 08:15:40,6,pub,published,['LB1603'],"This study aims to investigate the learning
difficulties and students’ self-efficacy of junior high school
students in South Lampung Regency in solving essay
mathematics problems. This research employed quantitative and
qualitative approaches. Data were obtained using descriptive
question tests, interviews and self-efficacy scale questionnaires.
The sampling technique used purposive sampling technique with
32 students as participants. It was found that students’
difficulties included difficulties in understanding the questions, in
working on the questions, inadequate time provided and anxiety
experienced by some students when faced mathematics problem
in story-form. Self-efficacy of the students was found to be in the
high category with an average of 80.47.
Keywords—analysis of student difficulties factors; self-efficacy;
solving mathematical problems; story problems",253,http://repository.lppm.unila.ac.id/id/eprint/12258,1970-01-01 00:00:00.000002019,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Ratnasari', 'given': 'Indah Putri'}, 'id': 'indahputriratnasari@gmail.com'}, {'name': {'given': 'Sri Hastuti', 'lineage': None, 'family': 'Noer', 'honourific': None}, 'id': 'hastuti_noer@yahoo.com'}]",article,"Analysis of Learning Difficulties and Self-Efficacy of
Junior High School Students in Solving of Story-
Form Mathematics Problems",TRUE,2019-05-09 08:15:40,12258,archive,show,405-409,548,,https://doi.org/10.2991/aes-18.2019.92,2019-05-09 08:15:40,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 109410, 'mime_type': 'application/pdf', 'hash': '75ab6a0f4726a4cd59a7ce11a5cae301', 'hash_type': 'MD5', 'mtime': '2019-05-09 06:05:11', 'objectid': 25232, 'filesize': 2312186, 'filename': 'AES092.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/109410'}], 'main': 'AES092.pdf', 'docid': 25232, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25232', 'eprintid': 12258, 'placement': 1}]",,,,,978-94-6252-709-6,,,,,,,
44,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/02/23/78,public,2338-1183,2020-06-12 14:14:53,6,pub,,['LB1603'],"This qualitative research was aimed to describe the students’ mathematics critical thinking disposition in Socrates scientific learning. The subjects of this research were 9 students of class VII-2 of Junior High School Global Madani Bandar Lampung in academic year 2018/2019. The subjects consisted of three students with high, medium, and low mathematical ability. The data of this research were qualitative data in forms of the students’ mathematics critical thinking disposition. Based on the results of the research, it was concluded the students who have high, middle and low mathematical ability can lead to the critical thinking disposition in Socratic Scientific learning on materials proportion. The dominant indicator the students’ mathematics critical thinking disposition appear is analytical and selfconfidence indicators.",7,http://repository.lppm.unila.ac.id/id/eprint/22378,2019-09-30 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Restia Rosa', 'honourific': None, 'given': 'Wanda'}, 'id': 'wandarestiarosa@gmail.com'}, {'id': 'tina_yunarti@yahoo.com', 'name': {'given': 'Tina', 'lineage': None, 'family': 'Yunarti', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Widyastuti', 'given': 'Widyastuti'}, 'id': 'widyaa58@gmail.com'}]",article,DESKRIPSI DISPOSISI BERPIKIR KRITIS MATEMATIS SISWA  DALAM PEMBELAJARAN SOCRATES SAINTIFIK,TRUE,2020-06-12 14:14:53,22378,archive,show,476-487,809,4,http://jurnal.fkip.unila.ac.id/index.php/MTK,2020-06-12 14:14:53,"[{'format': 'text', 'docid': 35800, 'main': 'Wanda Restia.pdf', 'files': [{'filename': 'Wanda Restia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/205578', 'objectid': 35800, 'filesize': 259659, 'mtime': '2020-06-12 13:28:33', 'hash_type': 'MD5', 'hash': '916f7f143cc60406f130ce6872ee43b6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 205578}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 22378, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35800', 'pos': 1}]",,,,,,,,,,,,
45,Jurnal Pendidikan Matematika Universitas Lampung,,['FKIP22'],disk0/00/01/75/44,public,2338 - 1183,2020-02-17 03:46:34,6,pub,submitted,['L1'],This quasi-experimental research aimed to find out the effectiveness of cooperative learning TPS type in terms of students’ mathematical conceptual understanding. The population of this research was all students of grade VIII of SMPN 1 Tumijajar in the odd semester of 2018/2019 academic year that were distributed into 9 classes. The samples of this research were students of class VIII-B and VIII-C which were chosen by cluster random sampling technique. This research used the randomized pretest-posttest control group design. The data of this research was quantitative data of value of students’ mathematical conceptual understanding. Instrument of this research was essay test of students’ mathematical conceptual understanding on material of line equation. The data analysis used t-test and proportion test. The data analysis results showed that TPS learning was not effective in term of students’mathematical conceptual understanding.,7,http://repository.lppm.unila.ac.id/id/eprint/17544,2019-12-30 00:00:00.000000000,"[{'name': {'given': 'Rifatur', 'lineage': None, 'family': 'Rifika', 'honourific': None}, 'id': None}, {'id': 'mcoesamin@gmail.com', 'name': {'lineage': None, 'family': 'Coesamin', 'honourific': None, 'given': 'M'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Wijaya', 'given': 'Agung Putra'}, 'id': 'agung.wijaya@fkip.unila.ac.id'}]",article,The Effectiveness of Cooperative Learning of TPS Type in Term of Students’ Mathematical Conceptual Understanding,TRUE,2020-02-17 03:46:34,17544,archive,show,681-693,724,6,,2020-02-17 03:46:34,"[{'format': 'text', 'docid': 30672, 'main': '19845-46718-1-PB_Rifatur Rofika.pdf', 'files': [{'fileid': 148277, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5bb8a3eecd2b3bd9b7085480f733133c', 'objectid': 30672, 'filesize': 403650, 'filename': '19845-46718-1-PB_Rifatur Rofika.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148277', 'hash_type': 'MD5', 'mtime': '2020-01-10 12:23:51'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 17544, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30672'}]",,,['Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,
46,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/02/19/49,public,2338-1183,2020-06-05 04:17:53,6,pub,published,['L1'],"This quasi-experimental research aimed to find out the effectiveness of problem based learning (PBL) model toward student’s mathematical communication skill. The population of this research was all students of grade 7th Junior High School state of Natar in academic year 2018/2019 as many as 353 students that distributed into eleven classes. Through purposive random sampling technique, students of class of VII B as many as 32 students and class of VII C as many as 32 students were chosen as the research sample. This research used pretest-posttest group design. The research data were obtained by the essay test of student’s mathematical communication skill. The result of",7,http://repository.lppm.unila.ac.id/id/eprint/21949,2019-08-30 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Ernia', 'lineage': None, 'family': 'Risdianti', 'honourific': None}}, {'id': None, 'name': {'given': 'Haninda', 'honourific': None, 'lineage': None, 'family': 'Bharata'}}, {'name': {'given': 'Widyastuti', 'family': 'Widyastuti', 'lineage': None, 'honourific': None}, 'id': 'widyaa58@gmail.com'}]",article,EFEKTIVITAS MODEL PROBLEM BASED LEARNING DITINJAU DARI KEMAMPUAN KOMUNIKASI MATEMATIS SISWA,TRUE,2020-06-05 04:17:53,21949,archive,show,322-333,1140,3,http://jurnal.fkip.unila.ac.id/index.php/MTK,2020-06-05 04:17:53,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35363', 'security': 'public', 'placement': 1, 'eprintid': 21949, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 35363, 'main': 'JPM Ernia Widyastuti Agustus 2019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/202649', 'filename': 'JPM Ernia Widyastuti Agustus 2019.pdf', 'filesize': 362387, 'objectid': 35363, 'mtime': '2020-06-05 03:33:45', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '291278e9d570ade56c5c443b294e3f4f', 'fileid': 202649, 'datasetid': 'document'}], 'format': 'text'}]",,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/18233'}],,,,,,,,,,
47,JPPM (Jurnal Penelitian dan Pembelajaran Matematika),Jurusan Pendidikan Matematika FKIP Universitas Sultan Ageng Tirtayasa,['FKIP22'],disk0/00/02/00/65,public,1979-3545,2020-05-19 06:39:27,7,pub,published,['LB1603'],"Penelitian dan Pengembangan ini bertujuan untuk (1) menghasilkan Lembar Kerja Peserta Didik (LKPD) berbasis Problem Based Learning (PBL), (2) untuk mengetahui disposisi peserta didik, (3) mengetahui kemampuan komunikasi matematis peserta didik, (4) mengetahui respon peserta didik ditinjau dari kemenarikan dan kemudahan. Subjek penelitian ini adalah peserta didik kelas XI jurusan Perbankan  SMK  Negeri 4 Bandar Lampung, Tahun Pelajaran 2017/2018. Penelitian dan pengembangan ini mengikuti prosedur ADDIE. Data diperoleh dari validasi LKPD, hasil tes kemampuan komunikasi dan angket disposisi matematis. Hasil penelitian menunjukkan bahwa LKPD valid menurut ahli media dan ahli materi, persentase hasil tes kemampuan komunikasi telah mencapai kriteria ketuntasan minimal (KKM), dan disposisi matematis peserta didik cenderung meningkat pada beberapa indikator. Dari penelitian ini disimpulkan bahwa LKPD yang dikembangkan mampu meningkatkan kemampuan komunikasi dan disposisi matematis peserta didik.",12,http://repository.lppm.unila.ac.id/id/eprint/20065,2019-08-02 00:00:00.000000000,"[{'id': 'risfalidah.rl@gmail.com', 'name': {'given': 'Risfalidah', 'lineage': None, 'family': 'Risfalidah', 'honourific': None}}, {'id': 'undangros@yahoo.com', 'name': {'family': 'Rosidin', 'lineage': None, 'honourific': None, 'given': 'Undang'}}, {'name': {'honourific': None, 'family': 'Sutiarso', 'lineage': None, 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",article,PENGEMBANGAN LKPD BERBASIS PROBLEM BASED LEARNING DITINJAU DARI DISPOSISI DAN KEMAMPUAN KOMUNIKASI MATEMATIS,TRUE,2020-05-19 06:39:27,20065,archive,show,271-283,864,2,http://jurnal.untirta.ac.id/index.php/JPPM/article/view/6171,2020-05-19 06:39:27,"[{'docid': 33399, 'main': 'Jurnal Risfalidah Sugeng Untirta Ags 2019.pdf', 'files': [{'fileid': 189559, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8e495a08886e238d50a088e894cd40de', 'hash_type': 'MD5', 'mtime': '2020-05-19 03:58:28', 'objectid': 33399, 'filesize': 81631, 'filename': 'Jurnal Risfalidah Sugeng Untirta Ags 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189559'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 20065, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33399', 'security': 'public'}]",,[{'url': 'http://jurnal.untirta.ac.id/index.php/JPPM/article/view/6171'}],['Universitas Lampung'],"[{'id': 'risfalidah.rl@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Risfalidah', 'lineage': None, 'given': 'Risfalidah'}}, {'name': {'honourific': None, 'family': 'Rosidin', 'lineage': None, 'given': 'Undang'}, 'type': 'http://www.loc.gov/loc.terms/relators/THS', 'id': 'undangros@yahoo.com'}, {'name': {'family': 'Sutiarso', 'lineage': None, 'honourific': None, 'given': 'Sugeng'}, 'type': 'http://www.loc.gov/loc.terms/relators/THS', 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",,,,,,,,
48,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/01/67/07,public,2338-1183,2019-11-18 07:08:39,6,pub,published,['L1'],This study aimed to find out the effectiveness of cooperative learning model of TPS type in terms of students’ mathematical communication skills. The population of this study was all seventh grade students of SMP Negeri 19 Bandarlampung in even semester academic year of 2018/2019 as many as 319 students. The research samples were students of class VII-E as many as 32 students and VII-J as many as 32 students who were selected through cluster random sampling technique. The design used was the randomized pretest-posttest control group design. The research data was the score of mathematical communication skills that obtained through a essay test. The results of hypothesis testing using the,7,http://repository.lppm.unila.ac.id/id/eprint/16707,2019-06-28 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Rizkiana', 'lineage': None, 'given': 'Nadila'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Coesamin', 'given': 'M.'}}, {'id': 'agung.wijaya@fkip.unila.ac.id', 'name': {'given': 'Agung Putra', 'lineage': None, 'family': 'Wijaya', 'honourific': None}}]",article,Efektivitas Model Pembelajaran Think Pair Share Ditinjau dari Kemampuan Komunikasi Matematis Siswa,TRUE,2019-11-18 07:08:39,16707,archive,show,246-258,1116,2,http://jurnal.fkip.unila.ac.id/index.php/MTK/issue/view/970,2019-11-18 07:08:39,"[{'format': 'text', 'docid': 29781, 'main': 'Nadila Rizkiana.pdf', 'files': [{'filename': 'Nadila Rizkiana.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/142177', 'filesize': 827802, 'objectid': 29781, 'mtime': '2019-11-16 07:03:42', 'hash_type': 'MD5', 'hash': 'd464bcfb7a5f82a3e75d6f49c80e05f7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 142177}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16707, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29781', 'pos': 1}]",,,,,,,,,,,"Ansari, B. I. 2004. Menumbuhkembangkan Kemampuan Pemahaman dan Komunikasi Matematis Siswa SMU Melalui Strategi Think Talk Write. Disertasi diterbitkan. (Online). http://digilib.upi.edu/administrator/fulltext/d_ipa_009807_ban su_irianto_ansari_chapter1.pdf ), diakses 22 April 2018. Bandung: PPS UPI. 
 
Azwar, Saifuddin. 2016. Penyusunan Skala Psikologi. Yogyakarta: Pustaka Pelajar. 
 
Badan Standar Nasional Pendidikan (BSNP). 2006. Panduan Penyusunan Kurikulum Tingkat Satuan Pendidikan Jenjang Pendidikan Dasar dan Menengah. Jakarta: BSNP. 
 
Depdiknas. 2009. Standar Pendidikan Anak Usia Dini. Jakarta: BSNP. 
 
Hartini, Maharani, Z. dan Rahman, B. 2016. Penerapan Model Pembelajaran Think Pair Share untuk Meningkatkan 
Kemampuan Komunikasi Matematis Siswa SMP. Jurnal Pendidikan Matematika. (Online), Vol. 7, No. 2, (https://journal.unnes.ac.id/nju/ index.php/kreano/article/downl oad/5009/6223), diakses 21 Februari 2019. 
 
Husna, Ikhsan, M., dan Fatimah, Siti. 2013. Peningkatan Kemampuan Pemecahan Masalah dan Komunikasi Matematis Siswa Sekolah Menengah Pertama Melalui Model Pembelajaran Kooperatif Tipe Think Pair Share (TPS). Jurnal Peluang. (Online), Vol. 1, No. 2, (http://www.jurnal.unsyiah.ac .id/peluang/article/download/ 1061/997), diakses 21 Februari 2019. 
 
Jusmawati. 2015. Efektivitas Penerapan Model Berbasis Masalah Setting Kooperatif Dengan Pendekatan Saintifik dalam Pembelajaran Matematika Di Kelas X SMA Negeri 11 Makasar. Jurnal Daya Matematis. (Online), Vol. 3, No. 1, (https://ojs.unm.ac.id/JDM/art icle/download/1314/pdf_3), diakses 22 Februari 2019. 
 
Komara, Anggi Oktaviarini. 2014. Penerapan Model Pembelajaran Kooperatif Tipe TPS dalam Meningkatkan Kemampuan Komunikasi Matematis Siswa. Skripsi tidak diterbitkan. Bandarlampung: Universitas Lampung. 

Mahmudi, Ali. 2006. Pengembangan Kemampuan Komunikasi Matematis Siswa Melalui Pembelajaran Matematika. Prosiding Seminar Nasional Matematika dan Pendidikan Matematika 2006, (Online), (https://eprints.uny.ac.id/7247 /1/PM-10%20%20Ali%20Mahmudi.pdf), diakses 22 April 2018. 
 
Muzayyanah, Arifah. 2009. Peningkatan Kemampuan Komunikasi Matematika Siswa dalam Pembelajaran Matematika Melalui Model Pembelajaran Kooperatif Tipe Think-Pair-Share (TPS) di SMA Negeri 1 Godean. Prosiding Seminar Nasional Pembelajaran Matematika sekolah. (Online), (https://eprints.uny.ac.id/1419 /1/Abstrak_arifah_muzayana h.pdf), diakses 22 April 2018. 
 
NCTM. 2000. Curriculum and Evaluation Standards for Scool Mathematics. (Online). (https://www.nctm.org/uploa dedFiles/Standards_and_Posit ions/Focus_in_High_School_ Mathematics/FHSM_Executi ve_Summary.pdf), diakses 22 April 2018. 
 
Nurhadi dan Senduk, Agus Gerald. 2004. Pembelajaran Kontekstual (Contextual Teaching and Learning) dan Penerapannya. Malang: Universitas Negeri Malang Press. 
 
OECD. 2016. PISA 2015 Results (Volume I) Excellent and 
Equity in Education. (Online), (https://www.oecd.org/pisa/pi sa-2015-results-in-focus.pdf), diakses 12 September 2018. 
 
Permendikbud No. 23 Tahun 2016 tentang Standar Penilaian Pendidikan Satuan Pendidikan Dasar dan Menengah. Jakarta: Kemendikbud. 
 
Ratumanan, T.W. 2004. Belajar dan Pembelajaran. Semarang: UNESA. 
 
Suprayitno. 2013. Peningkatan Motivasi Belajar Siswa dengan Penerapan Model Pembelajaran Kooperatif Tipe TPS (Think Pair Share) dalam Pembelajaran IPS Kelas IV Sekolah Dasar. Jurnal Pendidikan. (Online), Vol. 1, No. 2, (http://jurnalmahasiswa.unesa .ac.id/index.php/jurnalpenelitianpgsd/article/view/23821/2176 8), diakses 11 November 2018. 
 
Yonandi. 2011. Meningkatkan Kemampuan Komunikasi Matematik Siswa Sekolah Menengah Atas Melalui Pembelajaran Kontekstual Berbantuan Komputer. Jurnal Pendidikan Matematika. (Online), Vol. 2, No. 2, (http://ojs.uho.ac.id/index.php /JPM/article/view/1972/pdf), diakses 11 November 2018.",
49,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/02/04/65,public,2338-1183,2020-05-26 01:52:18,6,pub,,['L1'],"This quasi-experimental research aimed to find out the effectiveness of cooperative learning TPS type in terms of students’ mathematical conceptual understanding. The population of this research was all students of grade VIII of SMPN 1 Tumijajar in the odd semester of 2018/2019 academic year that were distributed into 9 classes. The samples of this research were students of class VIIIB and VIII-C which were chosen by cluster random sampling technique. This research used the randomized pretest-posttest control group design. The data of this research was quantitative data of value of students’ mathematical conceptual understanding. Instrument of this research was essay test of students’ mathematical conceptual understanding on material of line equation. The data analysis used t-test and proportion test. The data analysis results showed that TPS learning was not effective in term of students’mathematical conceptual understanding. 
 
Keywords : conceptual understanding of mathematics, TPS learning, effectiveness",7,http://repository.lppm.unila.ac.id/id/eprint/20465,2019-12-30 00:00:00.000000000,"[{'id': 'rifaturrofika@gmail.com', 'name': {'given': 'Rifatur', 'family': 'Rofika', 'lineage': None, 'honourific': None}}, {'id': 'mcoesamin@gmail.com', 'name': {'given': 'M', 'honourific': None, 'family': 'Coesamin', 'lineage': None}}, {'name': {'given': 'Agung Putra', 'family': 'Wijaya', 'lineage': None, 'honourific': None}, 'id': 'agung.wijaya@fkip.unila.ac.id'}]",article,EFEKTIVITAS COOPERATIVE LEARNING TIPE TPS DITINJAU DARI PEMAHAMAN KONSEP MATEMATIS SISWA,TRUE,2020-05-26 01:52:18,20465,archive,show,681-693,1116,6,http://jurnal.fkip.unila.ac.id/index.php/MTK/article/view/19845,2020-05-26 01:52:18,"[{'eprintid': 20465, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33805', 'format': 'text', 'main': '19845-46718-1-PB_Rifatur Rofika.pdf', 'docid': 33805, 'files': [{'mime_type': 'application/pdf', 'hash': '5bb8a3eecd2b3bd9b7085480f733133c', 'datasetid': 'document', 'fileid': 192284, 'mtime': '2020-05-25 13:20:19', 'hash_type': 'MD5', 'filename': '19845-46718-1-PB_Rifatur Rofika.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/192284', 'objectid': 33805, 'filesize': 403650}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,,,,,,,,
50,Jurnal Pendidikan Matematika Universitas Lampung,,['FKIP22'],disk0/00/01/79/17,public,2338 - 1183,2020-02-17 03:47:45,6,pub,submitted,['L1'],This quasi-experimental research aimed to find out the effectiveness of cooperative learning TPS type in terms of students’ mathematical conceptual understanding. The population of this research was all students of grade VIII of SMPN 1 Tumijajar in the odd semester of 2018/2019 academic year that were distributed into 9 classes. The samples of this research were students of class VIII-B and VIII-C which were chosen by cluster random sampling technique. This research used the randomized pretest-posttest control group design. The data of this research was quantitative data of value of students’ mathematical conceptual understanding. Instrument of this research was essay test of students’ mathematical conceptual understanding on material of line equation. The data analysis used t-test and proportion test. The data analysis results showed that TPS learning was not effective in term of students’mathematical conceptual understanding.,7,http://repository.lppm.unila.ac.id/id/eprint/17917,2019-12-30 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Rofika', 'given': 'Rifatur'}}, {'name': {'given': 'M', 'honourific': None, 'family': 'Coesamin', 'lineage': None}, 'id': 'mcoesamin@gmail.com'}, {'name': {'given': 'Agung Putra', 'honourific': None, 'lineage': None, 'family': 'Wijaya'}, 'id': 'agung.wijaya@fkip.unila.ac.id'}]",article,The Effectiveness of Cooperative Learning of TPS Type in Term of Students’ Mathematical Conceptual Understanding,TRUE,2020-02-17 03:47:45,17917,archive,show,681-693,724,6,,2020-02-17 03:47:45,"[{'format': 'text', 'main': '19845-46718-1-PB_Rifatur Rofika.pdf', 'docid': 31054, 'files': [{'hash': '5bb8a3eecd2b3bd9b7085480f733133c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 150990, 'mtime': '2020-02-06 22:49:51', 'hash_type': 'MD5', 'filename': '19845-46718-1-PB_Rifatur Rofika.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150990', 'objectid': 31054, 'filesize': 403650}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 17917, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31054', 'pos': 1}]",,,['Universitas Lampung'],"[{'id': None, 'name': {'family': 'Rofika', 'lineage': None, 'honourific': None, 'given': 'Rifatur'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'mcoesamin@gmail.com', 'type': None, 'name': {'honourific': None, 'family': 'Coesamin', 'lineage': None, 'given': 'M'}}, {'type': None, 'name': {'given': 'Agung Putra', 'honourific': None, 'lineage': None, 'family': 'Wijaya'}, 'id': None}]",,,,,,,,
