,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,refereed,title,creators,type,subjects,uri,divisions,publication,dir,rev_number,ispublished,status_changed,full_text_status,date_type,abstract,publisher,corp_creators,note,referencetext,contact_email,number,official_url,id_number,pagerange,volume,issn,isbn,place_of_pub,editors,pages,related_url,contributors,event_location,pres_type,event_dates,event_title,event_type,book_title
27,show,archive,27880,2021-02-17 02:00:35,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41890', 'security': 'public', 'formatdesc': 'SIMILARITY', 'placement': 1, 'eprintid': 27880, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'content': 'other', 'main': 'Relationship Between Government Spending and Private Investment in Indonesia (SIMILARITY).pdf', 'docid': 41890, 'files': [{'hash_type': 'MD5', 'mtime': '2021-02-16 08:03:58', 'objectid': 41890, 'filesize': 2785846, 'filename': 'Relationship Between Government Spending and Private Investment in Indonesia (SIMILARITY).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/248686', 'fileid': 248686, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c2d39853c4b1ddb8236e247c960529e1'}], 'format': 'other'}]",2021-02-17 02:00:35,184,,Relationship Between Government Spending and Private Investment in Indonesia [SIMILARITY],"[{'id': 'sai_mul@yahoo.com', 'name': {'family': 'Saimul', 'lineage': None, 'honourific': None, 'given': 'Saimul'}}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/27880,['FEB5'],,disk0/00/02/78/80,9,pub,2021-02-17 02:00:35,public,,,International Journal of Advanced Science and Technology,,,,,,,,,,,,,,,,,,,,,,
28,show,archive,27796,2021-02-16 07:52:40,"[{'docid': 41888, 'main': 'Trade Openness Effect on Provincial Economic Growth in Indonesia (SIMILARITY).pdf', 'files': [{'mtime': '2021-02-16 07:09:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/248664', 'filename': 'Trade Openness Effect on Provincial Economic Growth in Indonesia (SIMILARITY).pdf', 'objectid': 41888, 'filesize': 3961428, 'hash': 'ff221c43aff5239442c54f23693a5ca3', 'mime_type': 'application/pdf', 'fileid': 248664, 'datasetid': 'document'}], 'format': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'content': 'other', 'placement': 1, 'eprintid': 27796, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41888', 'formatdesc': 'SIMILARITY', 'security': 'public'}]",2021-02-16 07:52:40,184,TRUE,Trade Openness Effect on Provincial Economic Growth in Indonesia [SIMILARITY],"[{'name': {'family': 'Saimul', 'lineage': None, 'honourific': None, 'given': 'Saimul'}, 'id': 'sai_mul@yahoo.com'}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/27796,['FEB5'],Wiga : Jurnal Penelitian Ilmu Ekonomi,disk0/00/02/77/96,9,pub,2021-02-16 07:52:40,public,,,Wiga : Jurnal Penelitian Ilmu Ekonomi,,,,,,,,,,,,,,,,,,,,,,
29,show,archive,27797,2021-02-17 02:00:40,"[{'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'format': 'other', 'main': 'Understanding Causality Relation among FDI, Foreign Trade and Economic Growth in Indonesia (SIMILARITY).pdf', 'docid': 41889, 'files': [{'hash_type': 'MD5', 'mtime': '2021-02-16 07:54:52', 'objectid': 41889, 'filesize': 3374720, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248678', 'filename': 'Understanding Causality Relation among FDI, Foreign Trade and Economic Growth in Indonesia (SIMILARITY).pdf', 'fileid': 248678, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '82e362d21c89519e78f342d9d3bab644'}], 'security': 'public', 'formatdesc': 'SIMILARITY', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41889', 'eprintid': 27797, 'placement': 1}]",2021-02-17 02:00:40,184,,"Understanding Causality Relation among FDI, Foreign Trade and Economic Growth in Indonesia [SIMILARITY]","[{'name': {'family': 'Saimul', 'lineage': None, 'honourific': None, 'given': 'Saimul'}, 'id': 'sai_mul@yahoo.com'}]",other,['AI'],http://repository.lppm.unila.ac.id/id/eprint/27797,['FEB5'],,disk0/00/02/77/97,9,pub,2021-02-17 02:00:40,public,,,Economics Development Analysis Journal,,,,,,,,,,,,,,,,,,,,,,
30,show,archive,32555,2021-06-14 08:27:57,"[{'main': '3. Trade Openness Effect on Provincial .....pdf', 'files': [{'filename': '3. Trade Openness Effect on Provincial .....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385254', 'objectid': 147836, 'filesize': 643772, 'mtime': '2021-06-14 08:05:08', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '00254df2dc6fb864e3eb5648bdbf9ed5', 'fileid': 385254, 'datasetid': 'document'}], 'docid': 147836, 'format': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'other', 'placement': 1, 'eprintid': 32555, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147836', 'security': 'public', 'formatdesc': 'Peer Review'}]",2021-06-14 08:27:57,184,,Trade Openness Effect on Provincial Economic Growth in Indonesia,"[{'id': 'sai_mul@yahoo.com', 'name': {'given': 'Saimul', 'family': 'Saimul', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Darmawan', 'given': 'Arif'}, 'id': 'arif.darmawan@feb.unila.ac.id'}]",other,['H1'],http://repository.lppm.unila.ac.id/id/eprint/32555,['FEB5'],,disk0/00/03/25/55,8,pub,2021-06-14 08:27:57,public,,,STIE Widya Gama Lumajang,,,,,,,,,,,,,,,,,,,,,,
31,show,archive,32554,2021-06-14 08:27:53,"[{'placement': 1, 'eprintid': 32554, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147831', 'formatdesc': 'Peer Review', 'security': 'public', 'main': '2. Understanding causality Relation ......pdf', 'docid': 147831, 'files': [{'mtime': '2021-06-14 08:01:06', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385242', 'filename': '2. Understanding causality Relation ......pdf', 'objectid': 147831, 'filesize': 638643, 'mime_type': 'application/pdf', 'hash': '867cb35bb8663cbf8957fb79cc14340c', 'fileid': 385242, 'datasetid': 'document'}], 'format': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'other'}]",2021-06-14 08:27:53,184,,"Understanding Causality Relation among FDI, Foreign Trade and Economic Growth","[{'name': {'given': 'Saimul', 'honourific': None, 'family': 'Saimul', 'lineage': None}, 'id': 'sai_mul@yahoo.com'}, {'name': {'family': 'Darmawan', 'lineage': None, 'honourific': None, 'given': 'Arif'}, 'id': 'arif.darmawan@feb.unila.ac.id'}]",other,['H1'],http://repository.lppm.unila.ac.id/id/eprint/32554,['FEB5'],,disk0/00/03/25/54,8,pub,2021-06-14 08:27:53,public,,,Universitas Negeri Semarang,,,,,,,,,,,,,,,,,,,,,,
32,show,archive,32557,2021-06-14 08:28:05,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/147842', 'pos': 1, 'formatdesc': 'Peer Review', 'security': 'public', 'placement': 1, 'eprintid': 32557, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/385275', 'filename': '5. Bimbingan teknis dan workshop kewirausahaan ......pdf', 'objectid': 147842, 'filesize': 708738, 'mtime': '2021-06-14 08:12:14', 'hash_type': 'MD5', 'hash': '2d3809857a01b0111feb88d2b7271c04', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 385275}], 'main': '5. Bimbingan teknis dan workshop kewirausahaan ......pdf', 'docid': 147842, 'format': 'other'}]",2021-06-14 08:28:05,184,,"Bimbingan Teknis dan Workshop Kewirausahaan Bagi Ibu Rumah Tangga
di Desa Bumiagung Kecamatan Tegineneng Kabupaten Pesawaran","[{'id': 'sai_mul@yahoo.com', 'name': {'given': 'Saimul', 'lineage': None, 'family': 'Saimul', 'honourific': None}}, {'name': {'family': 'Nairobi', 'lineage': None, 'honourific': None, 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}, {'id': 'emi_syam@yahoo.com', 'name': {'given': 'Emi', 'honourific': None, 'lineage': None, 'family': 'Maimunah'}}, {'id': 'irmaf_mk@yahoo.co.id', 'name': {'given': 'Irma', 'honourific': None, 'family': 'Febriana', 'lineage': None}}]",other,['H1'],http://repository.lppm.unila.ac.id/id/eprint/32557,['FEB5'],,disk0/00/03/25/57,8,pub,2021-06-14 08:28:05,public,,,Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,
33,show,archive,32556,2021-06-14 08:28:02,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'other', 'main': '4. Analisis Faktor-faktor yg mempengaruhi tingkat kelahiran total .......pdf', 'docid': 147837, 'files': [{'hash': '10f47a9d4cddec682b25297b123fdde2', 'mime_type': 'application/pdf', 'fileid': 385262, 'datasetid': 'document', 'mtime': '2021-06-14 08:08:34', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385262', 'filename': '4. Analisis Faktor-faktor yg mempengaruhi tingkat kelahiran total .......pdf', 'filesize': 669680, 'objectid': 147837}], 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/147837', 'pos': 1, 'formatdesc': 'Peer Review', 'security': 'public', 'placement': 1, 'eprintid': 32556}]",2021-06-14 08:28:02,184,,"Analisis Faktor-Faktor Yang Mempengaruhi Tingkat Kelahiran Total 
Di Provinsi Lampung Suatu Kajian Sosial Ekonomi","[{'name': {'given': 'Saimul', 'family': 'Saimul', 'lineage': None, 'honourific': None}, 'id': 'sai_mul@yahoo.com'}, {'name': {'given': 'Sri', 'family': 'Sunarti', 'lineage': None, 'honourific': None}, 'id': 'sri.sunarti@alumni.feb.unila.ac.id'}]",other,['H1'],http://repository.lppm.unila.ac.id/id/eprint/32556,['FEB5'],,disk0/00/03/25/56,9,pub,2021-06-14 08:28:02,public,,,Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,
34,show,archive,20316,2020-05-22 02:49:52,"[{'content': 'published', 'language': 'id', 'rev_number': 3, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': '01af79e8bcfd37818b72558c050d93f3', 'mime_type': 'application/pdf', 'fileid': 191258, 'datasetid': 'document', 'mtime': '2020-05-21 09:48:12', 'hash_type': 'MD5', 'filename': '22_nurbetty_identifikasi111.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/191258', 'filesize': 233482, 'objectid': 33663}], 'main': '22_nurbetty_identifikasi111.pdf', 'docid': 33663, 'security': 'public', 'formatdesc': 'Prosiding Semnas FEB UNILA', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33663', 'pos': 1, 'eprintid': 20316, 'placement': 1}]",2020-05-22 02:49:52,57,TRUE,Identifikasi Fenomena Fear Of Floating Nilai Tukar dan Implikasinya Terhadap Kebijakan Moneter,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sitorus', 'given': 'Nurbetty Herlina'}, 'id': 'nurbetty.herlina@yahoo.co.id'}, {'name': {'family': 'Irma', 'lineage': None, 'honourific': None, 'given': 'Febriana'}, 'id': None}, {'id': None, 'name': {'given': 'Adrian', 'honourific': None, 'family': 'Thomas', 'lineage': None}}, {'id': None, 'name': {'family': 'ani', 'lineage': None, 'honourific': None, 'given': 'asriyah'}}]",conference_item,['HC'],http://repository.lppm.unila.ac.id/id/eprint/20316,['FEB5'],PROSIDING PENELITIAN : PEMBANGUNAN EKONOMI BERKELANJUTAN DALAM REVOLUSI INDUSTRI 4.0,disk0/00/02/03/16,10,pub,2020-05-22 02:49:52,public,,"Fear of floating nilai  tukar menggambarkan fenomena perilaku nilai  tukar mata uang domestik terhadap mata uang asing di dalam rezim nilai  tukar mengambang bebas (free  float)  yang   tidak mencerminkan  mekanisme pasar.   Kecenderungan  Negara yang mengalami fear  of floating adalah negara-negara tersebut  engumpulkan cadangan devisa dalam jumlah  yang   besar yang   sebenarnya  tidak diperlukan jika  sistem nilai  tukarnya mengambang bebas, sehingga cadangan devisa terpakai untuk intervensi nilai tukar.
Tujuan penelitian  ini  adalah untuk mengetahui  apakah Indonesia mengalami fenomena fear of floating dan  apakah implikasinya terhadap kebijakan moneter. Melalui  penelitian ini diharapkan  dapat  diketahui  implikasi fear   of  floating terhadap  kebijakan moneter  di Indonesia yang  nantinya akan  berpengaruh terhadap pasar keuangan dan  perekonomian Indonesia secara luas.  Penelitian ini  menggunakan  indeks fleksibilitas nilai  tukar untuk mengukur  adanya  fear   of  floating  dan   menggunakan metode  VAR untuk  mengetahui implikasi fear of floating nilai tukar di Indonesia.",BADAN PENERBITAN FAKULTAS EKONOMI DAN BISNIS UNIVERSITAS LAMPUNG,"['UNILA', 'UNILA', 'UNILA']",,,,,http://feb.unila.ac.id/id/semnasfeb/,,,,9786239219314,,,,,,,Indonesia,paper,24 Oktober 2019,Seminar Nasional FEB Unila 2019,conference,
35,show,archive,27580,2021-02-01 10:41:10,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41595', 'eprintid': 27580, 'placement': 1, 'content': 'other', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 246501, 'mime_type': 'application/pdf', 'hash': '8651e4157e5e0dc18747f82f5ba7c416', 'filesize': 2612575, 'objectid': 41595, 'filename': 'Effects of Energy Consumption, Economic Growth and Urbanization on Indonesian Environmental Quality.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/246501', 'hash_type': 'MD5', 'mtime': '2021-02-01 08:22:12'}], 'main': 'Effects of Energy Consumption, Economic Growth and Urbanization on Indonesian Environmental Quality.pdf', 'docid': 41595}]",2021-02-01 10:41:10,963,,"SIMILARITY Check result artikel jurnal :Effects of Energy Consumption, Economic Growth and
Urbanization on Indonesian Environmental Quality","[{'name': {'given': 'Toto Gunarto', 'lineage': None, 'family': 'Toto Gunarto', 'honourific': None}, 'id': 'toto.gunarto@yahoo.co.id'}]",other,['HC'],http://repository.lppm.unila.ac.id/id/eprint/27580,['FEB5'],,disk0/00/02/75/80,8,inpress,2021-02-01 10:41:10,public,published,"This study attempts to investigate the impact of urbanization on environmental degradation in the presence of economic growth, trade, and use of energy for Indonesia. For this purpose, this study uses CO2 emission as endogenous indicators and GDP per capita, the use of energy, urbanization, and trade liberalization as exogenous indicators. Annual time series data are taken from World Development Indicators (WDI) for the period of 1970 to 2018. First of all, in order to check the characteristics of the indicator ADF and PP unit root tests are applied. Results indicate that Trade and Urbanization are stationary at a level while rests of all are at first difference. Further, the study uses the ARDL-bound test to check the co-integration in the model and verifies the existence of co-integration. The long run results are estimated by ARDL methodology. Results confirmed that there does not exit the EKC hypothesis in Indonesia because economic growth boosts the carbon production level in Indonesia. Energy consumption also creates environmental degradation while trade decreases the carbon emission level. Urbanization has not significantly influenced the level of the environment. It is just because of the country's high urban development, energy use is still less due to the less income of the majority of population, and this may be one of the explanations why urbanization is not affecting the country's carbon dioxide pollution.

Keywords: Emission of CO2, Urbanization, Use of Energy, ARDL, Development of Economy, Indonesia",EconJournals,['Universitas Lampung'],,,,,https://econjournals.com/index.php/ijeep/article/view/10586/5511,https://doi.org/10.32479/ijeep.10586,,,,,INTERNATIONAL JOURNAL OF ENERGY ECONOMICS AND POLICY,,,,"[{'id': 'toto.gunarto@yahoo.co.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'lineage': None, 'family': 'gunarto', 'given': 'toto'}}]",,,,,,
36,show,archive,32106,2021-06-06 14:28:32,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145532', 'security': 'public', 'placement': 1, 'eprintid': 32106, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'main': 'Yoke Muelgini_Imam Awaluddin_Ayu Diniyyah Putri_JURNAL.docx', 'files': [{'datasetid': 'document', 'fileid': 379984, 'hash': '671f5d8f0fb8a5e90685e83bc9cf248c', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2021-06-05 15:04:15', 'objectid': 145532, 'filesize': 253422, 'filename': 'Yoke Muelgini_Imam Awaluddin_Ayu Diniyyah Putri_JURNAL.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/379984'}], 'docid': 145532, 'format': 'text'}]",2021-06-06 14:28:32,690,FALSE,ANALISIS PENGARUH VARIABEL-VARIABEL MAKROEKONOMI TERHADAP CADANGAN DEVISA DI ASEAN-5,"[{'id': 'yoke.muelgini@feb.unila.ac.id', 'name': {'given': 'Muelgini', 'honourific': None, 'lineage': None, 'family': 'Yoke'}}, {'name': {'lineage': None, 'family': 'Imam', 'honourific': None, 'given': 'Awaluddin'}, 'id': 'imam.awaluddin@feb.unila.ac.id'}, {'id': 'epjurusan686@gmail.com', 'name': {'given': 'Diniyyah Putri', 'honourific': None, 'lineage': None, 'family': 'Ayu'}}]",article,['HB'],http://repository.lppm.unila.ac.id/id/eprint/32106,['FEB5'],ANALISIS PENGARUH VARIABEL-VARIABEL MAKROEKONOMI TERHADAP CADANGAN DEVISA DI ASEAN-5,disk0/00/03/21/06,10,unpub,2021-06-06 14:28:32,public,,"Penelitian ini memiliki tujuan untuk melihat apakah hubungan dan pengaruh jangka panjang dari Real Effective Exchange Rate (REER), ekspor, impor, inflasi, dan Gross Domestic Product (GDP) riil dan cadangan devisa di ASEAN-5. Data yang digunakan merupakan data sekunder dengan tipe data panel yaitu data kombinasi time series dan cross section yang dimulai sejak 1995 sampai 2019. Metode analisis yang digunakan adalah Panel Kointegrasi dengan Fully Modified-OLS (FMOLS) menggunakan bantuan program Eviews 10. Masing-masing variabel bebas yaitu Real Effective Exchange Rate (REER), ekspor, impor, inflasi, dan Gross Domestic Product (GDP) riil dalam jangka panjang berpengaruh secara signifikan terhadap cadangan devisa di ASEAN-5.

The purpose of this research is to see the relationships and long-term impact of Real Effective Exchange Rate (REER), exports, imports, inflation, and Gross Domestic Product (GDP) real and foreign exchange reserves in ASEAN-5. The data used is secondary data with panel data types, namely the combination of time series and cross section that starting from 1995 to 2019. The method of analysis used is the cointegration panel with Fully Modified-OLS (FMOLS) using the EViews 10 program to help. Each Independent variables, namely Real Effective Exchange Rate (REER), exports, imports, inflation, and Gross Domestic Product (GDP) real in the long-term significantly affects on foreign exchange reserves in ASEAN-5.",,,,,,,,,,,,,,,,,,,,,,,
37,show,archive,26562,2020-11-22 11:36:33,"[{'eprintid': 26562, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40459', 'format': 'text', 'docid': 40459, 'main': '62-Article Text-286-1-10-20200814_artikel ijebe.pdf', 'files': [{'objectid': 40459, 'filesize': 315543, 'filename': '62-Article Text-286-1-10-20200814_artikel ijebe.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238837', 'hash_type': 'MD5', 'mtime': '2020-11-21 17:49:16', 'fileid': 238837, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '45ef1f94e53fedce70dac7d483beaba7'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}, {'security': 'public', 'formatdesc': 'ijebe published', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40460', 'eprintid': 26562, 'placement': 2, 'content': 'published', 'language': 'en', 'mime_type': 'text/html', 'rev_number': 3, 'format': 'text', 'main': 48, 'files': [{'fileid': 238841, 'datasetid': 'document', 'mime_type': 'text/html', 'hash': 'c71b337e1d1fb3c01720d498d2ff3f3b', 'hash_type': 'MD5', 'mtime': '2020-11-21 17:50:12', 'filesize': 3120, 'objectid': 40460, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238841', 'filename': 48}], 'docid': 40460}]",2020-11-22 11:36:33,2787,TRUE,"INFLUENCE OF COMPETITIVENESS, CORRUPTION AND FOREIGN
DIRECT INVESTMENT ON ECONOMIC GROWTH OF ASEAN
DEVELOPING COUNTRIES","[{'name': {'given': 'Fadeli', 'honourific': None, 'lineage': None, 'family': 'Yusuf'}, 'id': 'fadeliyusufafif@gmail.com'}, {'name': {'given': 'Ukhti', 'family': 'Ciptawaty', 'lineage': None, 'honourific': None}, 'id': 'ukhti.ciptawaty@feb.unila.ac.id'}]",article,['HB'],http://repository.lppm.unila.ac.id/id/eprint/26562,['FEB5'],IJEBE,disk0/00/02/65/62,9,pub,2020-11-22 11:36:33,public,published,"The
purpose  of  this  study  is  to  look  at  the  condition  of  the  country's  competitiveness  and  its 
influence  on 
ASEAN economic growth. The data used is
panel data consisting of time series data for 2009 
-
2019 and cross 
section  of  five  ASEAN  countries  with  the
hi
ghest  level  of  competitiveness.  The  variables  used  are  economic 
growth,  competitiveness,  cor
ruption  perception  index,  political  risk,  and  foreig
n  direct  investment.  The 
analysis   tool   used   is   panel   data   regression,   the   Random   Effect   Model   (REM).   The   resu
lts
show   that 
competitiveness  and  foreign  direct  investment  have  a  positive  and  significant  eff
ect  on  economic  growth,",Fakultas ekonomi dan bisnis universitas lampung,,,,,1.0,http://ijebe.com/journal/index.php/ijebe/article/view/62/48,,80-89,3,,,,,,"[{'type': 'pub', 'url': 'http://ijebe.com/journal/index.php/ijebe/article/view/62/48'}]",,,,,,,
38,show,archive,10996,2019-04-09 06:54:31,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23994', 'security': 'public', 'placement': 1, 'eprintid': 10996, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Prosiding IRSA Zulfa Emalia.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '7dc9a8a64a082ceb2f1ccc1ed90b6e2e', 'fileid': 100783, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/100783', 'filename': 'Prosiding IRSA Zulfa Emalia.pdf', 'objectid': 23994, 'filesize': 211746, 'mtime': '2019-03-23 04:47:20', 'hash_type': 'MD5'}], 'docid': 23994, 'format': 'text'}]",2019-04-09 06:54:31,103,TRUE,"Economic Valuation and Demand for Pahawang Island Tourism in Lampung:
Hedonic Pricing Approach","[{'id': 'emalia.zulfa@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Zulfa', 'given': 'Emalia'}}]",article,"['H1', 'HB']",http://repository.lppm.unila.ac.id/id/eprint/10996,['FEB5'],Conference Proceeding The 14th IRSA Internastional Conference,disk0/00/01/09/96,7,pub,2019-04-09 06:54:31,public,,"Valuation method is a method to reveal economic value of an ecosystem or area. The
valuation is important particularly for common properties exploitation which oftenly
affected by trade-off effect. As an interesting natural tourism area, Pahawang Island
creates multiplier effect on some industrial sectors such as inn, transportation,
handicrafts, food and telecommunication. On the other side, tourism activity potentially
harm tourism park sustainability. Inadequate visitors and community awareness on
environmental aspects, will potentially deteriorate and degrade tourism park quality.
The purpose of this research are to measure the economic value of coral reefs Island
and factors that affect demand for tourism in Pahawang Island using hedonic pricing
approach by asking directly to visitors what kind of pleasure value they obtained and
felt while take a trip. This research employed primary data from 100 respondents and
secondary data to obtain various informations. Economic value is calculated using
total economic value and determinant of demand is estimated using Ordinary Least
Square (OLS) method. The results show that economic value of coral reefs as tourism
object at Pahawang Island is due to Rp 3.719.124.609,00. The estimation results show
that factors such as visitor income, the beauty value of coral reefs, center of handycraft
and souvenir providers, and accommodation infrastructure, have a positive and
significant impact to the demand for tourism, while transportation infrastructure has a
positive correlation but not significant to the demand.",Universitas Sebelas Maret (UNS),,,,,,https://surakarta2018.irsa.or.id/proceeding-indonesia-regional-science-assocation-irsa-international-conference/,,1284-1292,,9772654385185,,,,,,,,,,,,
39,show,archive,31570,2021-06-02 01:03:56,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'BOOK CHAPTER RISET EKONOMI PEMBANGUNAN.pdf', 'docid': 142831, 'files': [{'mime_type': 'application/pdf', 'hash': 'ccc28d2b3e23eb97ee4a53152b544db3', 'fileid': 374088, 'datasetid': 'document', 'filename': 'BOOK CHAPTER RISET EKONOMI PEMBANGUNAN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/374088', 'filesize': 1601537, 'objectid': 142831, 'mtime': '2021-06-01 03:18:05', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142831', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 31570}]",2021-06-02 01:03:56,103,TRUE,Ekspose Riset Ekonomi Pembangunan,"[{'name': {'family': 'Zulfa', 'lineage': None, 'honourific': None, 'given': 'Emalia'}}]",book_section,['HB'],http://repository.lppm.unila.ac.id/id/eprint/31570,['FEB5'],,disk0/00/03/15/70,8,pub,2021-06-02 01:03:56,public,,,CV Anugrah Utama Raharja,,,,,,,,1-15,,,,Bandar Lampung,,,,,,,,,,Ekspose Riset Ekonomi Pembangunan
40,show,archive,8545,2018-08-03 07:40:07,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/21600', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 8545, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 21600, 'main': 'Prosiding IRSA Manado 2017.pdf', 'files': [{'hash': '4775263771ea860ba769a001f0c101a7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 83838, 'mtime': '2018-07-05 07:54:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/83838', 'filename': 'Prosiding IRSA Manado 2017.pdf', 'objectid': 21600, 'filesize': 1223295}], 'format': 'text'}]",2018-08-03 07:40:07,103,TRUE,"Spatial Analysis of Regional Income Convergence :
The Case of  Bandar Lampung and Metro","[{'name': {'given': 'Emalia', 'honourific': None, 'lineage': None, 'family': 'Zulfa'}, 'id': 'emalia.zulfa@gmail.com'}]",book_section,['H1'],http://repository.lppm.unila.ac.id/id/eprint/8545,['FEB5'],,disk0/00/00/85/45,7,pub,2018-08-03 07:40:07,public,published,"Since the end of the 1990s, various convergence studies have found evidence of serious model misspecifications if spatial interdependencies of regional growth are ignored. The purpose of this study is to determine if and to what extent the city of Bandar Lampung  and Metro display regional income convergence and investigates whether there is evidence of spatial dependence of regional income convergence occurring at a county level of analysis in two neighboring municipality. Therefore, the convergence estimation in this study will take account of spatial autocorrelation by applying and the Spatial Regression Model. Data used in this study is secondary data from 2001 until 2013. The result of analysis of absolute convergence shows that the regional income of Bandar Lampung and Metro does not converge and there is a difference in the result of calculation when the neighboring region factor is included in the estimate. In this study, the existence of spatial lag variables that describe inter-regional relationships resulted in faster convergence.",Universitas Sam Ratulangi Manado,,,,emalia.zulfa@gmail.com,,,,,,,,,,,,,,,,,,Prosiding IRSA 6th MANADO
