,creators,type,title,place_of_pub,datestamp,eprintid,eprint_status,metadata_visibility,userid,official_url,lastmod,documents,related_url,divisions,publisher,dir,full_text_status,status_changed,ispublished,rev_number,date_type,subjects,abstract,date,uri,issn,publication,volume,refereed,number,pagerange,id_number,event_location,pres_type,event_dates,corp_creators,event_title,event_type,contributors,contact_email
20,"[{'name': {'honourific': None, 'family': 'ambya', 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}, {'name': {'given': 'Ukhti', 'family': 'Ciptawaty', 'lineage': None, 'honourific': None}, 'id': 'ukhti.ciptawaty@feb.unila.ac.id'}]",other,"Hubungan antara belanja pemerintah, tingkat kemiskinan, dan 
pertumbuhan ekonomi daerah otonomi baru di Provinsi 
Lampung",Jurnal Paradigma Ekonomika,2022-11-10 01:09:12,46445,archive,show,2787,https://online-journal.unja.ac.id/paradigma/article/view/17747,2022-11-10 01:09:12,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185323', 'pos': 1, 'eprintid': 46445, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 512467, 'hash': 'a0c8b51114ef97a19b7485ddf687b5c5', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-09 22:25:10', 'objectid': 185323, 'filesize': 271600, 'filename': 'luaran iptek lainnya_bukti terbit jurnal_ukhti ciptawaty_dipa 2022_17747-Article Text-51046-1-10-20220508.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/512467'}], 'main': 'luaran iptek lainnya_bukti terbit jurnal_ukhti ciptawaty_dipa 2022_17747-Article Text-51046-1-10-20220508.pdf', 'docid': 185323}]",,['FEB5'],Fakultas Ekonomi dan Bisnis Universitas Lampung,disk0/00/04/64/45,public,2022-11-10 01:09:12,pub,7,published,['H1'],"Penerapan Partial Least Square (PLS) untuk pemodelan kausal telah banyak digunakan 
di banyak bidang studi, terutama di bidang ekonomi. Makalah ini akan menggunakan 
analisis PLS untuk diterapkan pada model pengujian hubungan antara variabel: 
pengeluaran pemerintah, tingkat kemiskinan, dan pertumbuhan ekonomi. Pendidikan 
(Education Spending) dan Belanja Kesehatan (Health Spending) diproyeksikan dengan 
kemiskinan (Poverty) dan angka kemiskinan dengan pertumbuhan ekonomi (PDRB). 
Hasil analisis menunjukkan bahwa terdapat pengaruh tidak langsung pendidikan 
(education spending) terhadap kemiskinan sebesar -0,509 dan pengeluaran kesehatan 
terhadap kemiskinan dengan pengaruh -0,510, perkiraan parameter dan kebermaksaan 
yang signifikan; Terdapat efek total kemiskinan terhadap PDRB adalah -0,983, dengan 
perkiraan parameter yang sangat signifikan dan bermakna. Aplikasi, menjadi urgensi 
membangun analisis untuk mengetahui bagaimana hubungan antara pengeluaran 
pemerintah, tingkat kemiskinan, dan pertumbuhan ekonomi. Analisis ini akan lebih 
membantu memahami bagaimana alokasi anggaran belanja pemerintah dapat 
mempengaruhi tingkat kemiskinan, sejauh ini tingkat kemiskinan pada akhirnya 
mempengaruhi pertumbuhan ekonomi di DOB di Lampung.",2022-06-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/46445,,,,,,,,,,,,,,,
21,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'family': 'ambya', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Ukhti', 'family': 'Ciptawaty', 'lineage': None, 'honourific': None}, 'id': 'ukhti.ciptawaty@feb.unila.ac.id'}]",other,"Spatial Relationship Between Low Income Population and
Regional Development Index in Mesuji District",Jurnal Ekonomi Pembangunan,2022-11-09 01:46:30,46375,archive,show,2787,https://journals.ums.ac.id/index.php/JEP/article/view/16907/7858,2022-11-09 01:46:30,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185257', 'security': 'public', 'placement': 1, 'eprintid': 46375, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 185257, 'main': 'Spatial Relationship Between Low Income Population and.pdf', 'files': [{'datasetid': 'document', 'fileid': 511998, 'mime_type': 'application/pdf', 'hash': '1a72c5c5aa6d148a4be92ef6d3606cf9', 'hash_type': 'MD5', 'mtime': '2022-11-09 01:07:00', 'filesize': 489856, 'objectid': 185257, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511998', 'filename': 'Spatial Relationship Between Low Income Population and.pdf'}], 'format': 'text'}]",,['FEB5'],Fakultas Ekonomi dan Bisnis Universitas Lampung,disk0/00/04/63/75,public,2022-11-09 01:46:30,pub,7,published,['H1'],"This research aims to examine autocorrelation spatial analysis to see patterns of relationships or
connections between locations (observations). In the study of the proportion of poverty in Mesuji
District, it will provide important information in analyzing the poverty relationship between regions.
Therefore, this research provides a spatial autocorrelation analysis in 2017. The methods used were
the Moran’s I test and the Local Indicator of Spatial Autocorrelation (LISA). The discussion shows
a spatial relationship between the proportions of poor people between seven sub-districts in Mesuji
Regency in 2017. In addition, the spatial distribution patterns will be clustered. Panca Jaya District
has classified in one grouping of poverty called a low-low group. On the other hand, the high-low and
low outlier categories were not found in the inter-district research area in Mesuji Regency. Finally, the
regional development index variable has a negative and significant effect on the current population
spacing without spatial concepts and concepts.",2022-06-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/46375,,,,,,,,,,,,,,,
22,"[{'name': {'given': 'marselina', 'family': 'marselina', 'lineage': None, 'honourific': None}, 'id': 'marselina@feb.unila.ac.id'}, {'name': {'given': 'Joko', 'honourific': None, 'family': 'Prasetyo', 'lineage': None}, 'id': 'joko.prasetyo@feb.unila.ac.id'}]",article,"The Effect of Natural Resources Rent 
And Institutional Factors on Investment 
Inflow",,2023-01-09 01:33:05,47642,archive,show,810,https://admin.calitatea.ro/assets/Documents/Archive/PDF/20221211_1ef84007-970b-44e0-9cab-0ddb423bdc43.pdf,2023-01-09 01:33:05,"[{'content': 'published', 'language': 'en', 'rev_number': 4, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'mtime': '2023-01-07 23:27:58', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521949', 'filename': 'the effecr of natural resources rent_marselina.pdf', 'objectid': 186710, 'filesize': 232524, 'hash': '048f74b709c39c9993f981d2eea265e4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 521949}], 'main': 'the effecr of natural resources rent_marselina.pdf', 'docid': 186710, 'formatdesc': 'article', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186710', 'pos': 1, 'eprintid': 47642, 'placement': 1, 'license': 'cc_by_sa'}]",,['FEB5'],GENERAL MANAGEMENT,disk0_bak/00/04/76/42,public,2023-01-09 01:33:05,pub,8,published,['H1'],"In addition to the rental price of natural resources and economic growth, institutional factors are one of the important 
factors influencing the interest of foreign investors in investing their capital in a country. According to the Heritage 
Organization, the important institutional factors are economic freedom and political stability. This study investigates 
the effect of economic freedom, political stability, natural resource rental rates and economic growth on the interest 
of investors to invest in a country. This study was conducted in 10 ASEAN countries during the period 2005-2019. 
The method used in this research is panel data regression. The results showed that through the Chow and Haus�man tests, it was found that the Random Effect Model (REM) is the best choice of model to predict this investment 
inflow phenomenon. Furthermore, the variables of economic freedom and political stability as institutional factors, as 
well as economic growth in 9 ASEAN countries are able to attract foreign investors, and conversely, the relatively 
more expensive rental price for natural resources reduces the interest of foreign investors to invest their capital. For 
this reason, ASEAN member countries need to improve the structure of rental prices and the quality of natural re�sources as well as improve the quality of institutions, especially local institutions by reforming regulations to facilitate 
free and safe business operations and maintain political stability in their countries, through the implementation of 
consistent policies. which gives a sense of security to investing. Bureaucratic reform through simplification of regula�tions must be carried out so that business infrastructure is created efficiently.",2022-12-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/47642,:1582-2559,QUALITY,24.0,TRUE,192.0,208-213,,,,,,,,,
23,"[{'id': 'marselina@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'marselina', 'lineage': None, 'given': 'marselina'}}, {'id': 'heru.abiyahya@gmail.com', 'name': {'given': 'heru', 'family': 'wahyudi', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Ciptawaty', 'lineage': None, 'honourific': None, 'given': 'Ukhti'}, 'id': 'ukhti.ciptawaty@feb.unila.ac.id'}]",other,DETERMINASI INVESTASI DI NEGARA MAYORITAS ISLAM BERPENDAPATAN MENENGAH KE BAWAH ASIA,Fakultas Ekonomi dan Bisnis Universitas Lampung,2022-11-08 00:57:16,46340,archive,show,2787,https://jurnal.radenfatah.ac.id/index.php/i-finance,2022-11-08 00:57:16,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/185222', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 46340, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'jurnal raden patah_DETERMINASI INVESTASI DI NEGARA MAYORITASISLAMBERPENDAPATAN MENENGAH KE BAWAH ASIA.pdf', 'files': [{'datasetid': 'document', 'fileid': 511747, 'mime_type': 'application/pdf', 'hash': 'aab39900930427c5edcee2b75bd76371', 'objectid': 185222, 'filesize': 557056, 'uri': 'http://repository.lppm.unila.ac.id/id/file/511747', 'filename': 'jurnal raden patah_DETERMINASI INVESTASI DI NEGARA MAYORITASISLAMBERPENDAPATAN MENENGAH KE BAWAH ASIA.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-07 08:56:54'}], 'docid': 185222, 'format': 'text'}]",,['FEB5'],FINANCE: a Research Journal on Islamic Finance,disk0/00/04/63/40,public,2022-11-08 00:57:16,pub,8,published,['H1'],"Penelitian ini bertujuan untuk mengetahui pengaruh kontrol korupsi, sewa sumber daya alam, kompleksitas ekonomi, dan angkatan kerja terhadap investasi di negara-negara mayoritas Islam berpendapatan menengah ke bawah Asia. Penelitian ini menggunakan data panel tahun 2010-2020 di 5 negara mayoritas Islam berpendapatan menengah ke bawah Asia menggunakan Fixed Effect Model (FEM). Variabel kontrol korupsi memiliki nilai koefisien sebesar 0.963 dan signifikansi 0.0001 < 0.05 maka kontrol korupsi berpengaruh positif signifikan terhadap PMTB. Variabel sewa sumber daya alam memiliki nilai koefisien sebesar 0.038 dan signifikansi 0.0063 < 0.05 maka sewa sumber daya alam berpengaruh positif signifikan terhadap PMTB. Variabel kompleksitas ekonomi memiliki nilai koefisien sebesar -0.839 dan signifikansi 0.0000 < 0.05 maka kompleksitas ekonomi berpangruh negatif signifikan terhadap PMTB. Variabel angkatan kerja memiliki nilai koefisien sebesar 1.550 signifikansi sebesar 0.0041 yaitu < 0.05 maka angkatan kerja berpangruh positif signifikan terhadap PMTB. Kesimpulannya adalah kontrol korupsi, sewa sumber daya alam, kompleksitas ekonomi, dan angkatan kerja berpengaruh terhadap PMTB.",2022-06-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/46340,,,,,,,,,,,,,,,
24,"[{'id': 'marselina@feb.unila.ac.id', 'name': {'given': 'marselina', 'family': 'marselina', 'lineage': None, 'honourific': None}}, {'name': {'given': 'heru', 'lineage': None, 'family': 'wahyudi', 'honourific': None}, 'id': 'heru.abiyahya@gmail.com'}, {'id': 'ukhti.ciptawaty@feb.unila.ac.id', 'name': {'given': 'Ukhti', 'honourific': None, 'lineage': None, 'family': 'Ciptawaty'}}]",other,Determinasi Investasi di Negara Mayoritas Islam Berpendapatan Menengah Ke Bawah Asia,"Fakultas Ekonomi dan Bisnis Universitas Lampung, Bandar Lampung",2022-11-08 00:57:20,46342,archive,show,2787,http://jurnal.radenfatah.ac.id/index.php/I-Finance/issue/view/718,2022-11-08 00:57:20,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185224', 'pos': 1, 'eprintid': 46342, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'jurnal raden patah_DETERMINASI INVESTASI DI NEGARA MAYORITASISLAMBERPENDAPATAN MENENGAH KE BAWAH ASIA.pdf', 'docid': 185224, 'files': [{'mime_type': 'application/pdf', 'hash': 'aab39900930427c5edcee2b75bd76371', 'datasetid': 'document', 'fileid': 511762, 'filename': 'jurnal raden patah_DETERMINASI INVESTASI DI NEGARA MAYORITASISLAMBERPENDAPATAN MENENGAH KE BAWAH ASIA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511762', 'objectid': 185224, 'filesize': 557056, 'mtime': '2022-11-07 09:21:47', 'hash_type': 'MD5'}]}]",,['FEB5'],FINANCE:  a Research Journal on Islamic Finance,disk0/00/04/63/42,public,2022-11-08 00:57:20,pub,7,published,['H1'],"Penelitian ini bertujuan untuk mengetahui pengaruh kontrol korupsi, sewa sumber daya alam, kompleksitas ekonomi, dan angkatan kerja terhadap investasi di negara-negara mayoritas Islam berpendapatan menengah ke bawah Asia. Penelitian ini menggunakan data panel tahun 2010-2020 di 5 negara mayoritas Islam berpendapatan menengah ke bawah Asia menggunakan Fixed Effect Model (FEM). Variabel kontrol korupsi memiliki nilai koefisien sebesar 0.963 dan signifikansi 0.0001 < 0.05 maka kontrol korupsi berpengaruh positif signifikan terhadap PMTB. Variabel sewa sumber daya alam memiliki nilai koefisien sebesar 0.038 dan signifikansi 0.0063 < 0.05 maka sewa sumber daya alam berpengaruh positif signifikan terhadap PMTB. Variabel kompleksitas ekonomi memiliki nilai koefisien sebesar -0.839 dan signifikansi 0.0000 < 0.05 maka kompleksitas ekonomi berpangruh negatif signifikan terhadap PMTB. Variabel angkatan kerja memiliki nilai koefisien sebesar 1.550 signifikansi sebesar 0.0041 yaitu < 0.05 maka angkatan kerja berpangruh positif signifikan terhadap PMTB. Kesimpulannya adalah kontrol korupsi, sewa sumber daya alam, kompleksitas ekonomi, dan angkatan kerja berpengaruh terhadap PMTB.",2022-06-29 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/46342,,,,,,,,,,,,,,,
25,"[{'name': {'lineage': None, 'family': 'palupi', 'honourific': None, 'given': 'widya anggi'}, 'id': None}, {'id': 'ikbal_tawakal@yahoo.com', 'name': {'given': 'Marselina', 'honourific': None, 'family': 'Marselina', 'lineage': None}}, {'id': 'heru.abiyahya@gmail.com', 'name': {'given': 'heru', 'lineage': None, 'family': 'wahyudi', 'honourific': None}}, {'id': 'ukhti.ciptawaty@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Ciptawaty', 'given': 'Ukhti'}}]",other,Uji Similirity DETERMINASI INVESTASI DI NEGARA MAYORITAS,uin raden fatah palembang indonesia,2023-04-11 03:56:12,50201,archive,show,454,http://jurnal.radenfatah.ac.id/index.php/i-finance,2023-04-11 03:56:12,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 189903, 'main': 'Uji Similirity DETERMINASI INVESTASI DI NEGARA MAYORITAS (1).pdf', 'files': [{'filename': 'Uji Similirity DETERMINASI INVESTASI DI NEGARA MAYORITAS (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542593', 'objectid': 189903, 'filesize': 607191, 'mtime': '2023-04-11 03:11:26', 'hash_type': 'MD5', 'hash': '7c560b54fae1519b76eb2294e6315e53', 'mime_type': 'application/pdf', 'fileid': 542593, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189903', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50201}]",,['FEB5'],uin raden fatah,disk0_bak/00/05/02/01,public,2023-04-11 03:56:12,pub,7,published,['HB'],"This study aims to determine the effect of control of corruption, natural resources rents, economic complexity, and the 
labor force on investment in Muslim-majority countries with lower middle-income Asia. This study uses panel data 
from 2010-2020 in 5 Muslim-majority countries with lower middle-income Asia using the Fixed Effect Model 
(FEM). The control of corruption variable has a coefficient value of 0.963 and a significance of 0.0001 < 0.05 
then control of corruption has a positive significant effect on GFCF. The natural resources rents variable has a 
coefficient value of 0.038 and a significance of 0.0063 < 0.05 then the natural resource rents has a positive 
significant effect on GFCF. The economic complexity variable has a coefficient value of -0.839 and a significance of 
0.0000, < 0.05, so economic complexity has a negative significant impact on GFCF. The labor force variable has 
a coefficient value of 1.550 and significance of 0.0041< 0.05 then the labor force has a positive significant impact 
on GFCF. The conclusion is control of corruption, natural resources rents, economic complexity, and labor force 
affect GFCF.
Keywords: Labor Force, Economic Complexity, Control of Coruption, Investment, Natural Resources 
Rents",2022-06-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/50201,,,,,,,,,,,,,,,heru.wahyudi@feb.unila.ac.id
26,"[{'id': 'heru.abiyahya@gmail.com', 'name': {'given': 'heru', 'honourific': None, 'family': 'wahyudi', 'lineage': None}}]",other,coresponden dengan editor jurnal Q3,bulgaria,2023-04-11 03:56:43,50204,archive,show,454,https://wseas.com/journals/articles.php?id=7631,2023-04-11 03:56:43,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'objectid': 189905, 'filesize': 2784163, 'filename': 'Coresponden heru dengan editor artikel judul perbankan syariah (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542605', 'hash_type': 'MD5', 'mtime': '2023-04-11 03:22:25', 'datasetid': 'document', 'fileid': 542605, 'hash': '1f7a18c7ec75280b27bbd11991eb082e', 'mime_type': 'application/pdf'}], 'main': 'Coresponden heru dengan editor artikel judul perbankan syariah (1).pdf', 'docid': 189905, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189905', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50204}]",,['FEB5'],Wseas Press,disk0_bak/00/05/02/04,public,2023-04-11 03:56:43,pub,7,published,['HB'],mulai dari submit sampai pemberitahuan publish,2022-06-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/50204,,,,,,,,,,,,,,,
27,"[{'id': 'heru.abiyahya@gmail.com', 'name': {'honourific': None, 'family': 'wahyudi', 'lineage': None, 'given': 'heru'}}, {'name': {'honourific': None, 'family': 'Sirat', 'lineage': None, 'given': 'Muhiddin'}, 'id': 'muhiddinsirat@yahoo.com'}, {'id': 'emi_syam@yahoo.com', 'name': {'given': 'Emi', 'honourific': None, 'lineage': None, 'family': 'Maimunah'}}, {'name': {'given': 'muhammad rizky', 'honourific': None, 'family': 'refianto', 'lineage': None}, 'id': None}]",other,Uji Similirity Efisiensi Alokasi Penggunaan Faktor-Faktor  Produksi Pada Usaha Budidaya Udang Vaname,Sekolah Tinggi Ilmu Manajemen Santi buana,2023-04-11 03:56:32,50206,archive,show,454,https://journal.shantibhuana.ac.id/index.php/bee/article/view/394,2023-04-11 03:56:32,"[{'format': 'text', 'docid': 189911, 'main': 'Uji Similirity Efisiensi Alokasi Penggunaan Faktor-Faktor  Produksi Pada Usaha Budidaya Udang Vaname.pdf', 'files': [{'mtime': '2023-04-11 03:34:58', 'hash_type': 'MD5', 'filename': 'Uji Similirity Efisiensi Alokasi Penggunaan Faktor-Faktor  Produksi Pada Usaha Budidaya Udang Vaname.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542626', 'filesize': 435080, 'objectid': 189911, 'hash': '2a7bc401ba8e308432cf535ceb5c58d9', 'mime_type': 'application/pdf', 'fileid': 542626, 'datasetid': 'document'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 50206, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189911'}]",,['FEB5'],Sekolah Tinggi Ilmu Manajemen Santi buana,disk0_bak/00/05/02/06,public,2023-04-11 03:56:32,pub,7,published,['HB'],"Tujuan penelitian untuk menganalisis efisiensi alokasi penggunaan faktor-faktor produksi 
pada usaha budidaya udang vaname. Data yang digunakan merupakan data cross�section pada tahun 2020 di Kecamatan Rawajitu Timur. Variabel yang digunakan adalah 
jumlah benur, tenaga kerja, pakan, kapur, dan luas lahan. Alat anaalisis yang digunakan 
adalah regresi sederhana yaitu Ordinary Least Squares (OLS). Hasil penelitian 
menunjukkan bahwa jumlah benur, tenaga kerja, pakan, kapur, dan luas lahan 
berpengaruh positif dan signifikan terhadap produksi udang vaname. Faktor produksi 
yang digunakan pada usaha udang vaname belum efisien secara alokasi dan belum 
optimal. 
Kata kunci: Efisiensi Alokasi, Ordinary Least Squares (OLS), Rawajitu Timur, Udang 
Vaname.",2022-04-08 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/50206,,,,,,,,,,,,,,,heru.wahyudi@feb.unila.ac.id
28,"[{'id': 'heru.abiyahya@gmail.com', 'name': {'given': 'heru', 'honourific': None, 'lineage': None, 'family': 'wahyudi'}}, {'name': {'given': 'eko', 'lineage': None, 'family': 'ardianto', 'honourific': None}, 'id': None}]",other,uji turnitin Analisis Eksternalitas Positif “Wisata Alam 21”,goodwood bandar lampung,2023-04-12 07:40:46,50352,archive,show,454,http://penerbitgoodwood.com/index.php/jspp/article/view/1415,2023-04-12 07:40:46,"[{'eprintid': 50352, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190049', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-12 02:36:51', 'filesize': 544274, 'objectid': 190049, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543621', 'filename': 'uji turnitin Analisis Eksternalitas Positif “Wisata Alam 21”.pdf', 'fileid': 543621, 'datasetid': 'document', 'hash': 'ba1964f9c8d4cd5f1657c2132d69840a', 'mime_type': 'application/pdf'}], 'main': 'uji turnitin Analisis Eksternalitas Positif “Wisata Alam 21”.pdf', 'docid': 190049, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,['FEB5'],goodwood publishing,disk0_bak/00/05/03/52,public,2023-04-12 07:40:46,pub,7,published,['HB'],"Purpose: This study aims to analyze differences in economic and 
social conditions of the community before and after the existence 
of Nature Tourism 21 in Aji Mesir Village, Gedung Aji District, 
Tulang Bawang Regency. The aspects in this study are aspects of 
economic conditions and social conditions.
Research methodology: The research method used in this study 
uses a descriptive-comparative method with a qualitative approach. 
The data analysis method in this study used a different test analysis 
with the Wilcoxon Signed Rank Test.
Results: The results showed that there were significant differences 
between economic conditions, and social conditions, before and 
after the existence of Nature Tourism 21 which was felt by the 
community of Aji Mesir Village, Gedung Aji District, Tulang 
Bawang Regency.
Limitations: The limitation of this study is only to analyze the 
positive externalities and not to analyze the negative externalities 
of “Wisata Alam 21”.
Contribution: The results obtained from this study are expected to 
be one of the references in making policies based on the data 
presented to adjust the right policies, especially to increase the 
positive externalities of “Wisata Alam 21”. 
Keywords: Economic Impact, Social Impact, Nature Tourism 21
How to cite: Wahyudi, H., & Ardianto, E. (2022). Analisis 
Eksternalitas Positif “Wisata Alam 21”. Jurnal Studi Perhotelan 
dan Pariwisata, 1(1), 1-10.",2022-09-25 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/50352,,,,,,,,,,,,,,,heru.wahyudi@feb.unila.ac.id
29,"[{'id': 'heru.abiyahya@gmail.com', 'name': {'given': 'heru', 'honourific': None, 'family': 'wahyudi', 'lineage': None}}, {'name': {'lineage': None, 'family': 'wahyuningsih', 'honourific': None, 'given': 'tri puji'}, 'id': None}, {'name': {'given': 'widya anggi', 'family': 'palupi', 'lineage': None, 'honourific': None}, 'id': None}]",other,Uji Similirity PENGEMBANGAN WISATA HALAL DI PULAU,uin raden fatah palembang indonesia,2023-04-11 03:56:18,50197,archive,show,454,http://jurnal.radenfatah.ac.id/index.php/I-Finance/article/view/14123,2023-04-11 03:56:18,"[{'format': 'text', 'main': 'Uji Similirity PENGEMBANGAN WISATA HALAL DI PULAU (1).pdf', 'docid': 189900, 'files': [{'datasetid': 'document', 'fileid': 542577, 'hash': '14d152ed291b35ba4799a3a843f6a8cf', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-11 03:00:28', 'objectid': 189900, 'filesize': 502987, 'filename': 'Uji Similirity PENGEMBANGAN WISATA HALAL DI PULAU (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542577'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 50197, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189900'}]",,['FEB5'],uin raden fatah,disk0_bak/00/05/01/97,public,2023-04-11 03:56:18,pub,9,published,['HB'],"Tujuan dari penelitian ini adalah untuk menganalisis potensi pengembangan wisata halal di Pulau Pahawang. 
Metode analisis yang digunakan dalam penelitian ini adalah pendekatan analisis SWOT, Evaluasi Faktor 
Internal (IFE), dan Evaluasi Faktor Eksternal (EFE). Hasil penelitian menunjukkan strategi yang digunakan 
untuk mengembangkan wisata halal di Pulau Pahawang anatara lain membuat paket-paket wisata halal untuk 
menarik wisman dan wisnus muslim, bekerjasama dengan kementerian pariwisata menciptakan sistem sertifikasi 
halal untuk usaha pariwisata di Pulau Pahawang, dan mengembangkan diferensiasi produk dengan atraksi wisata 
syariah berbasis kearifan lokal yang berbeda dan unik dibanding destinasi wisata syariah lain di Indonesia.
Kesimpulannya terdapat 18 strategi pengembangan kawasan wisata halal di Pulau Pahawang Kabupaten 
Pesawaran. Selain itu juga diperoleh evaluasi dari segi internal dan eksternal yang berkontribusi dalam 
pengembangan wisata halal di Pulau Pahawang. Kontribusi penelitian ini menghasilkan saran bagi pemerintah 
daerah khususnya Dinas Pariwisata Kabupaten Pesawaran diharapkan dapat menerapkan 18 alternatif strategi 
yang telah disusun dengan tingkat kepentingan dan prioritas masing-masing daerah.
Kata kunci: Pengembangan Pariwisata Halal, Strategi Kebijakan, SWOT, Pahawang",2022-12-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/50197,,,,,,,,,,,,,,,heru.wahyudi@feb.unila.ac.id
