,creators,type,refereed,title,eprintid,eprint_status,datestamp,pagerange,metadata_visibility,userid,documents,lastmod,official_url,divisions,publication,dir,status_changed,full_text_status,issn,ispublished,rev_number,subjects,date_type,volume,abstract,uri,date,contributors,number,corp_creators,publisher,related_url,contact_email,book_title,place_of_pub,isbn,pages,editors,id_number,referencetext,pres_type,event_location,event_title,event_type,funders,succeeds,event_dates,projects
66,"[{'id': 'ocha.lina77@gmail.com', 'name': {'family': 'Roslina', 'lineage': None, 'honourific': None, 'given': 'Roslina'}}, {'name': {'given': 'Habibullah', 'honourific': None, 'lineage': None, 'family': 'Jimad'}, 'id': 'habibullah.jimad@gmail.com,'}]",article,TRUE,"The Customer Awareness and Intention of Syariah 
Bank:The Role of Marketing Communications",35285,archive,2021-11-06 08:24:57,,show,588,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 156084, 'main': 'Prosiding ICEBE 3.pdf', 'files': [{'fileid': 411947, 'datasetid': 'document', 'hash': '10076b844c124e12b5c4ef0d18c65fea', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-06 07:48:36', 'objectid': 156084, 'filesize': 118941, 'uri': 'http://repository.lppm.unila.ac.id/id/file/411947', 'filename': 'Prosiding ICEBE 3.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156084', 'security': 'public', 'placement': 1, 'eprintid': 35285}]",2021-11-06 08:24:57,https://eudl.eu/doi/10.4108/eai.1-10-2020.2305580,['FEB6'],"Proceedings of the First International Conference of Economics, Business & Entrepreneurship, ICEBE 2020, 1st October 2020, Tangerang, Indonesia",disk0/00/03/52/85,2021-11-06 08:24:57,public,2593-7650,pub,6,['H1'],published,,"A small number of Muslims who use Syariah banks, indicating that there are 
still many Muslim communities in Indonesia who do not understand the nature of Syariah 
banks. The purpose of this research is to examine the effect of marketing communication 
on the awareness and intention of customers of Syariah banks. This study used a survey 
method with college student respondents in Bandar Lampung. The sample was taken using 
non-probability sampling. Data analysis was performed using SEM. The results showed 
that marketing communications able to provide information to students were advertising 
(advertisements, brochures, signboards, and banners) and direct marketing (websites 
Syariah bank). Marketing communication affects customer intention to use Syariah bank 
products and awareness partially mediating the effect of marketing communication on 
customer intention to use Syariah bank products. This research is important for 
policymakers at Syariah banks to determine marketing communication strategies, 
especially for millennials.",http://repository.lppm.unila.ac.id/id/eprint/35285,2021-04-19 00:00:00.000000000,,,,EAI,,,,,,,,,,,,,,,,,
67,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Roslina', 'given': 'Roslina'}, 'id': 'ocha.lina77@gmail.com'}, {'name': {'honourific': None, 'family': 'Jimad', 'lineage': None, 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}]",article,TRUE,"Peer review: The Customer Awareness and Intention of Syariah 
Bank:The Role of Marketing Communications",33419,archive,2021-08-12 06:13:01,,show,588,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash': '31ca77acafc91f82a53a9f83aa316d57', 'mime_type': 'application/pdf', 'fileid': 396337, 'datasetid': 'document', 'mtime': '2021-08-12 05:44:55', 'hash_type': 'MD5', 'filename': 'peer review_ The Customer Awareness and Intention of Syariah Bank.......pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/396337', 'objectid': 153034, 'filesize': 782031}], 'main': 'peer review_ The Customer Awareness and Intention of Syariah Bank.......pdf', 'docid': 153034, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153034', 'security': 'public', 'placement': 1, 'eprintid': 33419}]",2021-08-12 06:13:01,https://eudl.eu/doi/10.4108/eai.1-10-2020.2305580,['FEB6'],"Proceeding the First International Conference of Economics, Business & Entrepreneurship, ICEBE 2020,, 1st October 2020, Tangerang, Indonesia.",disk0/00/03/34/19,2021-08-12 06:13:01,public,,pub,8,['H1'],published,,"A small number of Muslims who use Syariah banks, indicating that there are 
still many Muslim communities in Indonesia who do not understand the nature of Syariah 
banks. The purpose of this research is to examine the effect of marketing communication 
on the awareness and intention of customers of Syariah banks. This study used a survey 
method with college student respondents in Bandar Lampung. The sample was taken using 
non-probability sampling. Data analysis was performed using SEM. The results showed 
that marketing communications able to provide information to students were advertising 
(advertisements, brochures, signboards, and banners) and direct marketing (websites 
Syariah bank). Marketing communication affects customer intention to use Syariah bank 
products and awareness partially mediating the effect of marketing communication on 
customer intention to use Syariah bank products. This research is important for 
policymakers at Syariah banks to determine marketing communication strategies, 
especially for millennials.",http://repository.lppm.unila.ac.id/id/eprint/33419,2021-04-19 00:00:00.000000000,,,,EAI,,,,,,,,,,,,,,,,,
68,"[{'name': {'family': 'Roslina', 'lineage': None, 'honourific': None, 'given': 'Roslina'}, 'id': 'ocha.lina77@gmail.com'}, {'name': {'family': 'Jimad', 'lineage': None, 'honourific': None, 'given': 'Habibullah'}, 'id': 'habibullah.jimad@gmail.com,'}]",article,TRUE,Uji similarity: The Customer Awareness and Intention of Syariah Bank:The Role of Marketing Communications,33420,archive,2021-08-12 06:13:42,,show,588,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153039', 'eprintid': 33420, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Uji_SimilarityThe Customer_Awareness_and_Intention_of_Syariah_Ba.pdf', 'docid': 153039, 'files': [{'datasetid': 'document', 'fileid': 396349, 'mime_type': 'application/pdf', 'hash': '266303703487a85712a5aa5f1a8590d6', 'filesize': 1449006, 'objectid': 153039, 'uri': 'http://repository.lppm.unila.ac.id/id/file/396349', 'filename': 'Uji_SimilarityThe Customer_Awareness_and_Intention_of_Syariah_Ba.pdf', 'hash_type': 'MD5', 'mtime': '2021-08-12 05:53:01'}]}]",2021-08-12 06:13:42,https://eudl.eu/doi/10.4108/eai.1-10-2020.2305580,['FEB6'],"Proceedings of the First International Conference of Economics, Business & Entrepreneurship, ICEBE 2020, 1st October 2020, Tangerang, Indonesia",disk0/00/03/34/20,2021-08-12 06:13:42,public,2593-7650,pub,6,['H1'],published,,"A small number of Muslims who use Syariah banks, indicating that there are 
still many Muslim communities in Indonesia who do not understand the nature of Syariah 
banks. The purpose of this research is to examine the effect of marketing communication 
on the awareness and intention of customers of Syariah banks. This study used a survey 
method with college student respondents in Bandar Lampung. The sample was taken using 
non-probability sampling. Data analysis was performed using SEM. The results showed 
that marketing communications able to provide information to students were advertising 
(advertisements, brochures, signboards, and banners) and direct marketing (websites 
Syariah bank). Marketing communication affects customer intention to use Syariah bank 
products and awareness partially mediating the effect of marketing communication on 
customer intention to use Syariah bank products. This research is important for 
policymakers at Syariah banks to determine marketing communication strategies, 
especially for millennials.",http://repository.lppm.unila.ac.id/id/eprint/33420,2021-04-19 00:00:00.000000000,,,,EAI,,,,,,,,,,,,,,,,,
69,"[{'id': 'ocha.lina77@gmail.com', 'name': {'given': 'Roslina', 'honourific': None, 'family': 'Roslina', 'lineage': None}}, {'id': None, 'name': {'given': 'Rita', 'family': 'Nurmalina', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Najib', 'lineage': None, 'honourific': None, 'given': 'Mukhamad'}, 'id': None}, {'id': None, 'name': {'given': 'Yudha  Heryawan', 'lineage': None, 'family': 'Asnawi', 'honourific': None}}]",article,TRUE,"Conceptual Model of Integrated Agrotourism 
Marketing",41551,archive,2022-05-10 00:59:57,,show,447,"[{'format': 'text', 'docid': 163205, 'main': 'Prosiding ICOSMI.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'bc2640b2ca72ec06e20317d31d6f5b96', 'fileid': 459934, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459934', 'filename': 'Prosiding ICOSMI.pdf', 'filesize': 376575, 'objectid': 163205, 'mtime': '2022-05-09 13:28:55', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 41551, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163205', 'pos': 1}]",2022-05-10 00:59:57,https://eudl.eu/doi/10.4108/eai.14-9-2020.2304461,['FEB6'],"Proceedings of the 1st International Conference on Sustainable Management and Innovation, ICoSMI 2020, 14-16 September 2020, Bogor, West Java, Indonesi",disk0/00/04/15/51,2022-05-10 00:59:57,public,,pub,6,['H1'],published,,"Agrotourism becomes an increasingly popular concept of tourism. 
Research on agrotourism generally separately and unrelated. Most agrotourism 
research is conducted from the supply side and only a few from the demand side. 
This paper proposes agrotourism marketing by integrating the parties involved in 
agrotourism (tourists, government, farmers, accommodation companies, and 
travel companies). This study proposes to conceptualize tourist intentions with 
interrelated and complementary agrotourism development policies and strategies 
to effective agrotourism marketing. This paper is useful for the parties involved 
in agrotourism to increase the effectiveness of agrotourism marketing and for the 
development of agrotourism. From the demand side, this study uses motivation 
theory and extended TPB in the context of agrotourism. From the supply side 
using expert opinion from the government, farmers, accommodation companies, 
and transportation companies  This research is expected to contribute to consumer 
behavior research.",http://repository.lppm.unila.ac.id/id/eprint/41551,2021-05-05 00:00:00.000000000,,,,EAI,,,,,,,,,,,,,,,,,
70,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Sri Hasnawati', 'honourific': None}, 'id': 'sri.hasnawati@feb.unila.ac.id'}, {'id': 'mahapaksi@yahoo.com', 'name': {'given': 'Kufepaksi', 'honourific': None, 'lineage': None, 'family': 'Mahatma'}}, {'id': 'hidayatwiweko@yahoo.com', 'name': {'given': 'Hidayah', 'honourific': None, 'family': 'Hidayah Wiweko, S.E., M.Si.', 'lineage': None}}]",article,TRUE,"Three Factor Model Analyses: Evidence on Indonesian
Capital Market",35725,archive,2021-11-10 02:55:49,1-4,show,1084,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156666', 'pos': 1, 'eprintid': 35725, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'filename': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/415536', 'objectid': 156666, 'filesize': 160519, 'mtime': '2021-11-10 02:46:11', 'hash_type': 'MD5', 'hash': '19d30c9004622f8e41e19e543da3747b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 415536}], 'main': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'docid': 156666}]",2021-11-10 02:55:49,,['FEB6'],Journal of Accounting & Marketing,disk0/00/03/57/25,2021-11-10 02:55:49,public,2168-9601,pub,6,['HG'],published,10,"The purpose of the study is to test how far the risk, size, and firm value variables of the Fama and French three factor model could explain the excess return of small
and large stock portfolios in the Indonesian Capital Market (ICM). The study was conducted during 2016-2019 on the official 45 liquid shares namely LQ45. In this study,
six portfolios were formed, which were produced from small and large portfolio groups. Each portfolio consists of small high, medium, low and large portfolio consists
of large, medium and low. The results showed that market risk for all small and large portfolios have a positive and significant effect. In contrast to company size, size
has a significant effect on small, medium, low and large high portfolios. While large low and medium portfolios are not significant. Testing the effect of company value
on small and large portfolio excess returns is significant except for the small low portfolio. In general, the three-factor research model is a pretty good model to explain
portfolio excess returns in Indonesia.
Keyword: Three Factor Model • Market risk • Size • Firm value • Excess return portfolio",http://repository.lppm.unila.ac.id/id/eprint/35725,2021-07-16 00:00:00.000000000,,7.0,"['universitas lampung', 'universitas lampung', 'universitas lampung']",Allied Business Academies,,,,,,,,,,,,,,,,,
71,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'honourific': None, 'family': 'Sri Hasnawati', 'lineage': None}}, {'id': 'mahapaksi@yahoo.com', 'name': {'honourific': None, 'family': 'Mahatma', 'lineage': None, 'given': 'Kufepaksi'}}, {'id': 'hidayatwiweko@yahoo.com', 'name': {'given': 'Hidayah', 'honourific': None, 'lineage': None, 'family': 'Hidayah Wiweko, S.E., M.Si.'}}]",article,TRUE,"Three Factor Model Analyses: Evidence on Indonesian 
Capital Market",35006,archive,2021-11-05 01:49:54,1-4,show,388,"[{'placement': 1, 'eprintid': 35006, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155685', 'security': 'public', 'main': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'docid': 155685, 'files': [{'fileid': 409679, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '19d30c9004622f8e41e19e543da3747b', 'hash_type': 'MD5', 'mtime': '2021-11-04 14:55:52', 'filesize': 160519, 'objectid': 155685, 'uri': 'http://repository.lppm.unila.ac.id/id/file/409679', 'filename': 'JURNAL FINANCE & MARKETING Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-11-05 01:49:54,,['FEB6'],Journal of Accounting & Marketing,disk0/00/03/50/06,2021-11-05 01:49:54,public,2168-9601,pub,6,['HG'],published,10,"The purpose of the study is to test how far the risk, size, and firm value variables of the Fama and French three factor model could explain the excess return of small 
and large stock portfolios in the Indonesian Capital Market (ICM). The study was conducted during 2016-2019 on the official 45 liquid shares namely LQ45. In this study, 
six portfolios were formed, which were produced from small and large portfolio groups. Each portfolio consists of small high, medium, low and large portfolio consists 
of large, medium and low. The results showed that market risk for all small and large portfolios have a positive and significant effect. In contrast to company size, size 
has a significant effect on small, medium, low and large high portfolios. While large low and medium portfolios are not significant. Testing the effect of company value 
on small and large portfolio excess returns is significant except for the small low portfolio. In general, the three-factor research model is a pretty good model to explain 
portfolio excess returns in Indonesia.

Keyword: Three Factor Model • Market risk • Size • Firm value • Excess return portfolio",http://repository.lppm.unila.ac.id/id/eprint/35006,2021-07-16 00:00:00.000000000,,7.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",Allied Business Academies,,,,,,,,,,,,,,,,,
72,"[{'name': {'given': 'Sutanto', 'lineage': None, 'family': 'Sutanto', 'honourific': None}, 'id': None}, {'id': 'umi_asra@yahoo.co.id', 'name': {'given': 'Keumala', 'honourific': None, 'lineage': None, 'family': 'Hayati'}}]",other,,"Turnitin Artikel ""Important Factors Affecting the Compliance of Pregnant Women with Iron Deficiency During a PAndemic",49066,archive,2023-03-21 09:03:16,,show,108,"[{'format': 'text', 'main': '2021_Sutanto Kesmas Turnitin.pdf', 'files': [{'fileid': 533538, 'datasetid': 'document', 'hash': 'd101d273bba4e8d42539452306157f47', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-03-21 03:15:26', 'objectid': 188515, 'filesize': 2506532, 'uri': 'http://repository.lppm.unila.ac.id/id/file/533538', 'filename': '2021_Sutanto Kesmas Turnitin.pdf'}], 'docid': 188515, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'eprintid': 49066, 'placement': 1, 'formatdesc': 'Turnitin Jurnal Aisyah', 'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188515'}]",2023-03-21 09:03:16,https://aisyah.journalpress.id/index.php/jika/article/view/6434/pdf,['FEB6'],,disk0_bak/00/04/90/66,2023-03-21 09:03:16,restricted,,pub,8,['RA0421'],,,,http://repository.lppm.unila.ac.id/id/eprint/49066,1970-01-01 00:00:00.000002021,,,,Jurnal Aisyah,,,,,,,,,,,,,,,,,
73,"[{'name': {'family': 'Syafitri', 'lineage': None, 'honourific': None, 'given': 'Rsika'}, 'id': 'riskasyafitri1911@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Ahadiat', 'lineage': None, 'given': 'Ayi'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Hayati', 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",article,TRUE,"The Effect of Strategic Leadership On Employees 
Creativity By The Mediation of Voice Behavior",30492,archive,2021-05-24 01:38:32,91-97,show,108,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137224', 'security': 'public', 'placement': 1, 'eprintid': 30492, 'rev_number': 3, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'main': 'IJEMS-V8I1P109.pdf', 'docid': 137224, 'files': [{'datasetid': 'document', 'fileid': 361445, 'hash': 'a968808c78710270e4ab40bfd7e9c07b', 'mime_type': 'application/pdf', 'filesize': 734944, 'objectid': 137224, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361445', 'filename': 'IJEMS-V8I1P109.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-22 13:14:34'}], 'format': 'text'}]",2021-05-24 01:38:32,,['FEB6'],SSRG International Journal of Economics and Management Studies,disk0/00/03/04/92,2021-05-24 01:38:32,public,2393 – 9125 /,pub,7,['HD28'],published,8,"Human resource is an important factor in achieving organizational goals. An organizational achievement cannot be separated from the role of top leaders in formulating the right strategy. This is because the top leaders are the strategic planners responsible for an organization's success or failure. The formulation of an appropriate strategy requires the participation of all organizational components, from leaders to employees. All these components must understand each of their respective functions to contribute to achieving organizational goals. This study aims to determine strategic leadership's effect on employees’ creativity through voice behavior mediation. This stud y's population were the employees at 6 construction companies in Bandar Lampung that were 230 employees, and the sample size representing the population to be studied, 146 employees. The test results in this study found that voice behavior could mediate strategic leadership's influence on employees’ creativity. Strategic leadership's indirect effect on employees’ creativity, mediated by voice behavior, increased more than the direct effect. This indicates that empirically voice behavior could significantly mediate the influence of strategic leadership on employees’ creativity.",http://repository.lppm.unila.ac.id/id/eprint/30492,2021-01-01 00:00:00.000000000,,1.0,,,,,,,,,,,,,,,,,,,
74,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Syafitri', 'given': 'Rsika'}, 'id': 'riskasyafitri1911@gmail.com'}, {'id': None, 'name': {'given': 'Ayi', 'honourific': None, 'family': 'Ahadiat', 'lineage': None}}, {'id': 'umi_asra@yahoo.co.id', 'name': {'lineage': None, 'family': 'Hayati', 'honourific': None, 'given': 'Keumala'}}]",other,,"Turnitin Artikel ""The Effect of Strategic Leadership on Employees Creativity by The Mediation of Voice Behaviour""",49071,archive,2023-03-21 09:03:30,,show,108,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/188520', 'pos': 1, 'formatdesc': 'Turnitin', 'security': 'validuser', 'placement': 1, 'eprintid': 49071, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'main': '2021_The Effect of Strategic Leadership Turnitin.pdf', 'files': [{'mtime': '2023-03-21 03:40:38', 'hash_type': 'MD5', 'filename': '2021_The Effect of Strategic Leadership Turnitin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/533574', 'filesize': 2350152, 'objectid': 188520, 'mime_type': 'application/pdf', 'hash': 'ca3ff07f56abcaa2215c5c242b13014b', 'datasetid': 'document', 'fileid': 533574}], 'docid': 188520, 'format': 'text'}]",2023-03-21 09:03:30,http://www.internationaljournalssrg.org/IJEMS/paper-details?Id=782,['FEB6'],,disk0_bak/00/04/90/71,2023-03-21 09:03:30,restricted,,pub,8,['HD28'],,,,http://repository.lppm.unila.ac.id/id/eprint/49071,1970-01-01 00:00:00.000002021,,,,International Journal of Economics and Management Studies,,,,,,,,10.14445/23939125/IJEMS-V8I1P109,,,,,,,,,
75,"[{'name': {'honourific': None, 'family': 'Wiweko', 'lineage': None, 'given': 'Hidayah'}, 'id': 'hidayatwiweko@yahoo.com'}, {'id': 'mahapaksi@yahoo.com', 'name': {'honourific': None, 'family': 'Kufepaksi', 'lineage': None, 'given': 'Mahatma'}}]",article,TRUE,IMPLEMENTASI TATA KELOLA PERUSAHAAN DAN MANAJEMEN LABA SEBAGAI UPAYA MENGURANGI TINGKAT KESULITAN KEUANGAN PERUSAHAAN INDUSTRI DASAR DAN KIMIA DI INDONESIA,40398,archive,2022-03-21 11:29:32,,show,388,"[{'main': 'Hidayat Wiweko_Ekonomi dan Bisnis_Jurnal Penelitian Mandiri.docx', 'docid': 161708, 'files': [{'mtime': '2022-03-21 02:28:06', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/450618', 'filename': 'Hidayat Wiweko_Ekonomi dan Bisnis_Jurnal Penelitian Mandiri.docx', 'objectid': 161708, 'filesize': 81520, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': 'bf7a966466732dbb34684bc7eca509cf', 'datasetid': 'document', 'fileid': 450618}], 'format': 'text', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 40398, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161708', 'pos': 1, 'security': 'public'}]",2022-03-21 11:29:32,,['FEB6'],Jurnal Bisnis dan Manajemen,disk0/00/04/03/98,2022-03-21 11:29:32,public,,submitted,7,['HG'],,,"Penelitian ini bertujuan untuk mengetahui pengaruh mekanisme tata kelola perusahaan dan manajemen laba terhadap kesulitan keuangan. Indikator yang digunakan untuk mengukur  variabel mekanisme tata kelola perusahaan pada penelitian ini terdiri dari kepemilikan institusional, kepemilikan manajerial, ukuran dewan komisaris, ukuran dewan direksi dan ukuran komite audit. Variabel manajemen laba diukur dengan menggunakan model Modified Jones (1995), sedangkan variabel kesulitan keuangan diukur dengan menggunakan metode Springgate.  Populasi pada penelitian ini adalah sektor industri dasar dan kimia yang terdaftar di Bursa Efek Indonesia periode 2015-2018 sebanyak 60 perusahaan. Sampel pada penelitian ini diambil dengan menggunakan purposive sampling dan diperoleh sebanyak 15 perusahaan sampel. Penelitian ini menggunakan analisis regresi linier berganda dan statistik deskriptif  yang diolah dengan SPSS 23.  Hasil penelitian ini menunjukkan bahwa variabel ukuran dewan komisaris dan manajemen laba tidak berpengaruh terhadap kesulitan keuangan, sedangkan variabel ukuran dewan direksi berpengaruh negatif terhadap kesulitan keuangan. Hasil penelitian ini juga menunjukkan bahwa variabel kepemilikan institusional, kepemilikan manajerial dan ukuran komite audit berpengaruh positif terhadap kesulitan keuangan.

Kata Kunci : Kesulitan Keuangan, Tata Kelola Perusahaan dan Manajemen Laba",http://repository.lppm.unila.ac.id/id/eprint/40398,2021-10-31 00:00:00.000000000,,,['Universitas Lampung'],,,,,,,,,,,,,,,,,,
76,"[{'name': {'given': 'Hidayah', 'lineage': None, 'family': 'Wiweko', 'honourific': None}, 'id': 'hidayatwiweko@yahoo.com'}, {'id': 'mahapaksi@yahoo.com', 'name': {'lineage': None, 'family': 'Kufepaksi', 'honourific': None, 'given': 'Mahatma'}}]",experiment,,IMPLEMENTASI TATA KELOLA PERUSAHAAN DAN MANAJEMEN LABA SEBAGAI UPAYA MENGURANGI TINGKAT KESULITAN KEUANGAN PERUSAHAAN INDUSTRI DASAR DAN KIMIA DI INDONESIA,49776,archive,2023-04-06 08:44:32,,show,1084,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash': 'a8385086a4eef379dcfcaaa4ab056da2', 'mime_type': 'application/pdf', 'fileid': 539207, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/539207', 'filename': 'Hidayat Wiweko_Ekonomi dan Bisnis_Mandiri_Laporan Akhir.pdf', 'filesize': 565867, 'objectid': 189411, 'mtime': '2023-04-06 07:47:38', 'hash_type': 'MD5'}], 'main': 'Hidayat Wiweko_Ekonomi dan Bisnis_Mandiri_Laporan Akhir.pdf', 'docid': 189411, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189411', 'eprintid': 49776, 'placement': 1}]",2023-04-06 08:44:32,,['FEB6'],,disk0_bak/00/04/97/76,2023-04-06 08:44:32,public,,unpub,7,['HG'],,,"Penelitian ini bertujuan untuk mengetahui pengaruh mekanisme tata kelola perusahaan dan manajemen laba terhadap kesulitan keuangan. Indikator yang digunakan untuk mengukur variabel mekanisme tata kelola perusahaan pada penelitian ini terdiri dari kepemilikan institusional, kepemilikan manajerial, ukuran dewan komisaris, ukuran dewan direksi dan ukuran komite audit. Variabel manajemen laba diukur dengan menggunakan model Modified Jones (1995), sedangkan variabel kesulitan keuangan diukur dengan menggunakan metode Springgate. Populasi pada penelitian ini adalah sektor industri dasar dan kimia yang terdaftar di Bursa Efek Indonesia periode 2015-2018 sebanyak 60 perusahaan. Sampel pada penelitian ini diambil dengan menggunakan purposive sampling dan diperoleh sebanyak 15 perusahaan sampel. Penelitian ini menggunakan analisis regresi linier berganda dan statistik deskriptif yang diolah dengan SPSS 23. Hasil penelitian ini menunjukkan bahwa variabel ukuran dewan komisaris dan manajemen laba tidak berpengaruh terhadap kesulitan keuangan, sedangkan variabel ukuran dewan direksi berpengaruh negatif terhadap kesulitan keuangan. Hasil penelitian ini juga menunjukkan bahwa variabel kepemilikan institusional, kepemilikan manajerial dan ukuran komite audit berpengaruh positif terhadap kesulitan keuangan. 

Kata Kunci : Kesulitan Keuangan, Tata Kelola Perusahaan, Manajemen Laba",http://repository.lppm.unila.ac.id/id/eprint/49776,2021-11-01 00:00:00.000000000,,,"['Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,,,,
