,event_type,divisions,dir,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,event_title,date,uri,abstract,title,refereed,event_dates,pres_type,type,creators,event_location,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,pagerange,number,publication,volume,related_url,official_url,contributors,publisher,issn,corp_creators,place_of_pub,id_number,contact_email,succeeds,referencetext,isbn,pages,book_title,editors,funders,keywords,projects
77,,['FEB6'],disk0/00/02/32/28,6,pub,public,2020-07-17 02:17:31,published,['H1'],,2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/23228,"The prime objective of this study is to examine the 
psychological effect of competition among banks on 
employee retention with the moderating effect of supply 
chain management. The population of the study was based 
on Indonesian banks. All the employee; managerial and non-
managerial were selected as the respondents of the current 
study. Two hundred eight questionnaires were used to 
conduct a survey among Indonesian banks. Data were 
analyzed through structural Equation Modeling (SEM) by 
using Partial Least Square (PLS) as a statistical tool. It is 
found that bank competition has a significant psychological 
effect on employee retention through employee satisfaction 
and employee stress. Increase in bank competition increases 
the level of employee's stress and decreases employee 
performance. Moreover, a decrease in employee stress and 
bank competition has the potential to increase employee 
satisfaction which causes to increase employee retention. 
Therefore, the current study has significant implications for literature and banking industry.","Competition among Banks and Its Psychological 
Effect on Employee Retention and Supply Chain 
Management in Indonesia",TRUE,,,article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'given': 'Habibullah', 'family': 'Jimad', 'lineage': None, 'honourific': None}}]",,show,2020-07-17 02:17:31,archive,23228,2020-07-17 02:17:31,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36788', 'eprintid': 23228, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Competition among banks.pdf', 'docid': 36788, 'files': [{'hash': 'ef80b1a023658c9195fe4866fc27abc8', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 212679, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212679', 'filename': 'Competition among banks.pdf', 'objectid': 36788, 'filesize': 286033, 'mtime': '2020-07-16 13:31:10', 'hash_type': 'MD5'}]}]",588,742-749,3,International Journal of Supply Chain Management,9,,http://ojs.excelingtech.co.uk/index.php/IJSCM/article/view/4987,,"ExcelingTech Pub, UK (http://excelingtech.co.uk/)","ISSN: 2050-7399 (Online), 2051-3771 (Print),",,,,,,,,,,,,,
78,,['FEB6'],disk0/00/03/34/18,6,pub,public,2021-08-12 06:13:21,published,['H1'],,2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33418,"The prime objective of this study is to examine the 
psychological effect of competition among banks on 
employee retention with the moderating effect of supply 
chain management. The population of the study was based 
on Indonesian banks. All the employee; managerial and non-
managerial were selected as the respondents of the current 
study. Two hundred eight questionnaires were used to 
conduct a survey among Indonesian banks. Data were 
analyzed through structural Equation Modeling (SEM) by 
using Partial Least Square (PLS) as a statistical tool. It is 
found that bank competition has a significant psychological 
effect on employee retention through employee satisfaction 
and employee stress. Increase in bank competition increases 
the level of employee's stress and decreases employee 
performance. Moreover, a decrease in employee stress and 
bank competition has the potential to increase employee 
satisfaction which causes to increase employee retention. 
Therefore, the current study has significant implications for 
literature and banking industry.","Peer Review Jurnal: Competition among Banks and Its Psychological 
Effect on Employee Retention and Supply Chain 
Management in Indonesia",TRUE,,,article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'given': 'Habibullah', 'honourific': None, 'family': 'Jimad', 'lineage': None}}]",,show,2021-08-12 06:13:21,archive,33418,2021-08-12 06:13:21,"[{'placement': 1, 'eprintid': 33418, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153024', 'security': 'public', 'docid': 153024, 'main': 'peer review_Competition among Banks and its Psycological .......pdf', 'files': [{'datasetid': 'document', 'fileid': 396322, 'mime_type': 'application/pdf', 'hash': '7dc386500ed9d9f5612f399d4cd404fb', 'hash_type': 'MD5', 'mtime': '2021-08-12 05:41:28', 'filesize': 739615, 'objectid': 153024, 'filename': 'peer review_Competition among Banks and its Psycological .......pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/396322'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",588,742-749,3,Int. J Sup. Chain. Mgt,9,,http://ojs.excelingtech.co.uk/index.php/IJSCM/article/view/4987,,"Exceling Tech Pub,","2050-7399 (Online), 2051-3771 (Print)",,,,,,,,,,,,,
79,,['FEB6'],disk0/00/03/34/17,7,pub,public,2021-08-12 06:14:26,published,['H1'],,2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33417,"The prime objective of this study is to examine the 
psychological effect of competition among banks on 
employee retention with the moderating effect of supply 
chain management. The population of the study was based 
on Indonesian banks. All the employee; managerial and non-
managerial were selected as the respondents of the current 
study. Two hundred eight questionnaires were used to 
conduct a survey among Indonesian banks. Data were 
analyzed through structural Equation Modeling (SEM) by 
using Partial Least Square (PLS) as a statistical tool. It is 
found that bank competition has a significant psychological 
effect on employee retention through employee satisfaction 
and employee stress. Increase in bank competition increases 
the level of employee's stress and decreases employee 
performance. Moreover, a decrease in employee stress and 
bank competition has the potential to increase employee 
satisfaction which causes to increase employee retention. 
Therefore, the current study has significant implications for 
literature and banking industry.","Uji Similarity:Competition among Banks and Its Psychological 
Effect on Employee Retention and Supply Chain 
Management in Indonesia",TRUE,,,article,"[{'name': {'given': 'Habibullah', 'family': 'Jimad', 'lineage': None, 'honourific': None}, 'id': 'habibullah.jimad@gmail.com,'}]",,show,2021-08-12 06:14:26,archive,33417,2021-08-12 06:14:26,"[{'eprintid': 33417, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153022', 'format': 'text', 'main': 'Uji similarity_Competition among Banks and Its Psychological Effect on Employee Retention and Supply Chain Management in Indonesia.pdf', 'docid': 153022, 'files': [{'hash_type': 'MD5', 'mtime': '2021-08-12 05:34:07', 'filesize': 2306863, 'objectid': 153022, 'uri': 'http://repository.lppm.unila.ac.id/id/file/396314', 'filename': 'Uji similarity_Competition among Banks and Its Psychological Effect on Employee Retention and Supply Chain Management in Indonesia.pdf', 'datasetid': 'document', 'fileid': 396314, 'mime_type': 'application/pdf', 'hash': '158dfd1bd5b5f8daa79ab801c52adada'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",588,742-749,3,Int. J Sup. Chain. Mgt,9,,http://ojs.excelingtech.co.uk/index.php/IJSCM/article/view/4987,,"Exceling Tech Pub,","2050-7399 (Online), 2051-3771 (Print)",,,,,,,,,,,,,
80,,['FEB6'],disk0/00/02/68/19,6,pub,public,2020-11-27 06:47:26,published,['H1'],,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26819,"The purpose of this study was to analyze the leadership strategy of the State University Public 
Service Agency in improving the performance of institutions in Indonesia. The study was 
conducted at three State University Public Service Agency  in Indonesia on regional considerations 
and ranking of State University Public Service Agency institutions version of The Ministry of 
Research, Technology and State University (MoRHE) for 2015-2017, namely the University of 
Lampung (West Region), Sebeles Maret University (Central Region) and Gorontalo State 
University (Eastern Region). Leadership strategy as an effort to improve the performance of 
institutions of State University Public Service Agency involves twelve experts, namely the highest 
leader (Rector), Vice Rector, Dean and Chair of the Institute for at least one period (four years). 
Development of strategies using Analytical Hierarchy Process (AHP). Leadership strategy of State 
University Public Service Agency can be implemented by integrating the leader selection system, 
leadership development and leadership performance evaluation. The performance measures 
include graduate quality, publication quality, innovation quality, student quality and service 
quality.",Hasil Uji Similarity Jurnal. Leadership Strategy of State University Public Service Agency to Increasing Organizational Performance in Indonesia,TRUE,,,article,"[{'name': {'given': 'Habibullah', 'honourific': None, 'lineage': None, 'family': 'Jimad'}, 'id': 'habibullah.jimad@gmail.com,'}, {'name': {'lineage': None, 'family': 'Maarif', 'honourific': None, 'given': 'M. Syamsul'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Affandi', 'given': 'M.Joko'}, 'id': None}, {'id': None, 'name': {'given': 'Anggraini', 'honourific': None, 'family': 'Sukmawati', 'lineage': None}}]",,show,2020-11-27 06:47:26,archive,26819,2020-11-27 06:47:26,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 240906, 'datasetid': 'document', 'hash': 'de0fad05c403e6352385d65ba7f053b6', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-27 06:37:32', 'filesize': 3416370, 'objectid': 40818, 'uri': 'http://repository.lppm.unila.ac.id/id/file/240906', 'filename': 'Leadership Strategy of State University Public Service Agency to Increasing Organizational Performance in Indonesia.pdf'}], 'main': 'Leadership Strategy of State University Public Service Agency to Increasing Organizational Performance in Indonesia.pdf', 'docid': 40818, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40818', 'security': 'public', 'placement': 1, 'eprintid': 26819}]",588,23-36,1,International Business and Accounting Research Journal,4,,,,Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,2550-0368,,,,,,,,,,,,,
81,,['FEB6'],disk0/00/02/68/20,6,pub,public,2020-11-27 06:47:31,published,['H1'],,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26820,"The purpose of this study was to analyze the leadership strategy of the State University Public 
Service Agency in improving the performance of institutions in Indonesia. The study was 
conducted at three State University Public Service Agency  in Indonesia on regional considerations 
and ranking of State University Public Service Agency institutions version of The Ministry of 
Research, Technology and State University (MoRHE) for 2015-2017, namely the University of 
Lampung (West Region), Sebeles Maret University (Central Region) and Gorontalo State 
University (Eastern Region). Leadership strategy as an effort to improve the performance of 
institutions of State University Public Service Agency involves twelve experts, namely the highest 
leader (Rector), Vice Rector, Dean and Chair of the Institute for at least one period (four years). 
Development of strategies using Analytical Hierarchy Process (AHP). Leadership strategy of State 
University Public Service Agency can be implemented by integrating the leader selection system, 
leadership development and leadership performance evaluation. The performance measures 
include graduate quality, publication quality, innovation quality, student quality and service 
quality.","Hasil review peer group. ""Leadership Strategy of State University Public Service Agency to Increasing Organizational Performance in Indonesia """,TRUE,,,article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'given': 'Habibullah', 'lineage': None, 'family': 'Jimad', 'honourific': None}}, {'id': None, 'name': {'lineage': None, 'family': 'Maarif', 'honourific': None, 'given': 'M. Syamsul'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Affandi', 'given': 'M.Joko'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Sukmawati', 'honourific': None, 'given': 'Anggraini'}}]",,show,2020-11-27 06:47:31,archive,26820,2020-11-27 06:47:31,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'filename': 'Peer Review 2. Leadrship Strategy of State University...pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240912', 'objectid': 40819, 'filesize': 476646, 'mtime': '2020-11-27 06:42:03', 'hash_type': 'MD5', 'hash': '5a8e80328ea2e643fa052283a2641225', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 240912}], 'main': 'Peer Review 2. Leadrship Strategy of State University...pdf', 'docid': 40819, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40819', 'eprintid': 26820, 'placement': 1}]",588,23-36,1,International Business and Accounting Research Journal,4,,,,Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,2550-0368,,,,,,,,,,,,,
82,,['FEB6'],disk0/00/02/13/65,6,pub,public,2020-06-01 08:58:57,published,['H1'],,2020-01-03 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/21365,"The purpose of this study was to analyze the leadership strategy of the State University Public 
Service Agency in improving the performance of institutions in Indonesia. The study was 
conducted at three State University Public Service Agency  in Indonesia on regional considerations 
and ranking of State University Public Service Agency institutions version of The Ministry of 
Research, Technology and State University (MoRHE) for 2015-2017, namely the University of 
Lampung (West Region), Sebeles Maret University (Central Region) and Gorontalo State 
University (Eastern Region). Leadership strategy as an effort to improve the performance of 
institutions of State University Public Service Agency involves twelve experts, namely the highest 
leader (Rector), Vice Rector, Dean and Chair of the Institute for at least one period (four years). 
Development of strategies using Analytical Hierarchy Process (AHP). Leadership strategy of State 
University Public Service Agency can be implemented by integrating the leader selection system, 
leadership development and leadership performance evaluation. The performance measures 
include graduate quality, publication quality, innovation quality, student quality and service 
quality.",Leadership Strategy of State University Public Service Agency to Increasing Organizational Performance in Indonesia,TRUE,,,article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'family': 'Jimad', 'lineage': None, 'honourific': None, 'given': 'Habibullah'}}, {'id': None, 'name': {'given': 'M.Syamsul', 'lineage': None, 'family': 'Maarif', 'honourific': None}}, {'id': None, 'name': {'given': 'M.Joko', 'family': 'Affandi', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Sukmawati', 'lineage': None, 'given': 'Anggarini'}}]",,show,2020-06-01 08:58:57,archive,21365,2020-06-01 08:58:57,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 198595, 'mime_type': 'application/pdf', 'hash': '369e9433d25fa3a4dac102a4a40b2596', 'hash_type': 'MD5', 'mtime': '2020-06-01 08:08:01', 'filesize': 468269, 'objectid': 34761, 'uri': 'http://repository.lppm.unila.ac.id/id/file/198595', 'filename': 'Jurnal Habibullah.pdf'}], 'main': 'Jurnal Habibullah.pdf', 'docid': 34761, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34761', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 21365}]",588,23-36,1,International Business and Accounting Research Journal,4,,https://ibarj.com/index.php/ibarj/article/view/110,,Sekolah Tinggi Ekonomi dan Bisnis Islam LAmpung,2550-0368,,,,,,,,,,,,,
83,,['FEB6'],disk0/00/01/99/35,6,pub,public,2020-05-18 05:36:47,published,['H1'],,2020-03-27 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19935,"Masih banyaknya perempuan yang tidak bekerja membuat perempuan hanya mengandalkan pendapatan dari suami 
sebagai kepala keluarga. Kegiatan ini bertujuan untuk memberdayakan perempuan untuk meningkatkan ekonomi 
keluarga melalui pelatihan pembuatan dan pemasaran produk rajutan. Tujuan kegiatan pelatihan pembuatan dan 
pemasaran produk rajutan adalah meningkatkan pendapatan ibu rumah tangga dengan cara membuat dan 
memasarkan produk rajutan yang telah dihasilkan. Metode yang digunakan dalam kegiatan ini adalah: (1) kegiatan 
pelatihan yang dilakukan dengan demonstrasi membuat produk rajutan dan memasarkan produk melalui media sosial 
Instagram, (2) pelatihan dan pendampingan pemasaran produk rajutan melalui Instagram, yang bertujuan membantu 
mitra yang memiliki masalah dalam memasarkan produk rajutan melalui media sosial Instagram. Hasil kegiatan 
adalah dihasilkannya produk rajutan dalam berbagai bentuk dan ukuran serta mulai dipasarkannya produk rajutan 
melalui media sosial Instagram.","PEMBERDAYAAN IBU RUMAH TANGGA MELALUI PELATIHAN 
EKONOMI KREATIF: PRODUKSI DAN PEMASARAN PRODUK RAJUTAN",TRUE,,,article,"[{'id': 'habibullah.jimad@gmail.com,', 'name': {'given': 'Habibullah', 'honourific': None, 'family': 'Jimad', 'lineage': None}}, {'name': {'given': 'Yuningsih', 'lineage': None, 'family': 'Yuningsih', 'honourific': None}, 'id': 'yuningsihnangwie@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Bursan', 'given': 'Rinaldi'}}, {'name': {'lineage': None, 'family': 'Mardiana', 'honourific': None, 'given': 'Nova'}, 'id': 'nova.mardiana@feb.unila.ac.id'}]",,show,2020-05-18 05:36:47,archive,19935,2020-05-18 05:36:47,"[{'eprintid': 19935, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33242', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 188657, 'mime_type': 'application/pdf', 'hash': 'c94cf62452e63aef089c8b7e561f7147', 'hash_type': 'MD5', 'mtime': '2020-05-18 04:40:47', 'filesize': 148084, 'objectid': 33242, 'uri': 'http://repository.lppm.unila.ac.id/id/file/188657', 'filename': 'jurnal pengabdian sakai sambayan.pdf'}], 'main': 'jurnal pengabdian sakai sambayan.pdf', 'docid': 33242, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",588,11-13,1,SAKAI SAMBAYAN — Jurnal Pengabdian kepada Masyarakat,4,,http://jss.lppm.unila.ac.id/index.php/ojs,,LPPM Unila,e-ISSN 2550-1089,,,,,,,,,,,,,
84,,['FEB6'],disk0/00/02/49/38,7,pub,public,2020-11-11 07:39:00,,['HG'],,2020-02-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24938,"Abstract: Sharia based investments currently become more popular in Indonesia as an alternative for those who
have a long-term horizon and are seeking an Islamic way in investing their money. However, such long-term
investment allows the existence of heteroscedasticity or heterogeneous variances in the time series data. To
come up with this issue, one way to model the Autoregressive Conditional Heteroscedasticity (ARCH) effect
is GARCH Model. The objective of this study is to obtain the best model estimating the parameters, to forecast
the stock prices and to present its predicted volatility. The results show that the best model as fitted data is
AR (1)-GARCH (1,1). The implication of this model is to predict the share price of Indofood CBP Sukses
Makmur Tbk, Indonesia, for the next 2 months (60 days) and it shows a very reasonable result as the percentage
of error is less than the mean.",Dynamic Model of Forecasting Stock Prices,TRUE,,,article,"[{'name': {'lineage': None, 'family': 'Kesumah', 'honourific': None, 'given': 'Fajrin Satria Dwi'}, 'id': None}, {'name': {'honourific': None, 'family': 'Hendrawaty', 'lineage': None, 'given': 'Ernie'}, 'id': 'ernie.hendrawaty@feb.unila.ac.id'}, {'name': {'family': 'Usman', 'lineage': None, 'honourific': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'given': 'Edwin', 'honourific': None, 'family': 'Russel', 'lineage': None}, 'id': None}, {'id': 'rialdi.azhar@feb.unila.ac.id', 'name': {'family': 'Azhar', 'lineage': None, 'honourific': None, 'given': 'Rialdi'}}, {'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'honourific': None, 'family': 'Widiarti', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Ananta', 'honourific': None, 'given': 'Prayudha'}, 'id': 'prayudha.ananta@feb.unila.ac.id'}]",,show,2020-11-11 07:39:00,archive,24938,2020-11-11 07:39:00,"[{'placement': 1, 'eprintid': 24938, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38682', 'pos': 1, 'security': 'public', 'files': [{'datasetid': 'document', 'fileid': 225823, 'mime_type': 'application/pdf', 'hash': '43818547c59217ccb52043b12ae99349', 'objectid': 38682, 'filesize': 107224, 'uri': 'http://repository.lppm.unila.ac.id/id/file/225823', 'filename': 'Dynamic%20Model_Fajrin%202020.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-11 07:25:33'}], 'main': 'Dynamic%20Model_Fajrin%202020.pdf', 'docid': 38682, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",667,1330-1336,6,Journal of Engineering and Applied Sciences,15,,http://repository.lppm.unila.ac.id/17550/,,Medwell Journals,ISSN: 1816-949X,,,,,,,,,,,,,
85,,['FEB6'],disk0/00/04/26/01,6,pub,public,2022-06-20 01:20:47,published,['AC'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/42601,"The development of tourism in Indonesia is increasing every year. Lampung Province, in particular, Pahawang Island has become one of the natural tourist destinations which are starting to be visited by many domestic and foreign tourists. Most of the prospective visitors will search for information before visiting directly to the tourist attractions. This information can be sourced from social media such as Instagram, Twitter, or online visitor reviews. This is known as the electronic Word of Mouth (eWOM). This fact indirectly becomes the power of eWOM as the biggest attraction of travel destinations.
The type of research used is explanatory research with a quantitative approach. Sample of this study as many as 170 respondents. Sampling technique using purposive sampling. Data collection was carried out through a questionnaire distributed online. Data were analyzed using path analysis with the IBM AMOS V.20 program.
The results showed that 1) eWOM is positively related totrust; 2) eWOM is positively related to travel intention; 3) The trust is positively related to travel intention (C.R. = 3.327; 9,988; 4,676, p <0.005","The Impact of E-Wom on Trust And Interest
Visiting The Destination of Pahawang Island
Tourism, Pesawaran District",TRUE,,,article,"[{'id': None, 'name': {'lineage': None, 'family': 'Kesumayuda', 'honourific': None, 'given': 'Panji'}}, {'id': 'mahrinasari@feb.unila.ac.id', 'name': {'given': 'Mahrinasari', 'honourific': None, 'family': 'Mahrinasari', 'lineage': None}}, {'id': 'dorothy_rouly@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Pandjaitan', 'given': 'Dorothy Rouly H.'}}]",,show,2022-06-20 01:20:47,archive,42601,2022-06-20 01:20:47,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/164313', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42601, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 164313, 'main': '6. Penilaian Reviwer_The Impact of E-Wom on Trust_Dorothy.pdf', 'files': [{'datasetid': 'document', 'fileid': 467597, 'mime_type': 'application/pdf', 'hash': 'ffc31df0bec978a47df4663424e2d86c', 'hash_type': 'MD5', 'mtime': '2022-06-18 07:19:52', 'filesize': 869933, 'objectid': 164313, 'uri': 'http://repository.lppm.unila.ac.id/id/file/467597', 'filename': '6. Penilaian Reviwer_The Impact of E-Wom on Trust_Dorothy.pdf'}], 'format': 'text'}]",253,50-54,10,"The Impact of E-Wom on Trust And Interest Visiting The Destination of Pahawang Island Tourism, Pesawaran District",7,,https://www.internationaljournalssrg.org/IJEMS/paper-details?Id=723,,SSRG International Journal of Economics and Management Studies,2393 – 9125,,,,,,,,,,,,,
86,,['FEB6'],disk0/00/02/49/84,7,pub,public,2020-11-12 02:14:45,,['HG'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24984,"ABSTRACT: The size effect anomaly was first discovered by Banz (1981), and it involved establishing a relationship between company size and stock returns. This concept has been studied in several world capital markets based on two streams. The first observes a premium return from the Size Effect while the second is focused on the absence of its anomaly in global capital markets research. There is limited research on the persistent existence of size effect anomalies in the capital market, and not much has been conducted in Indonesia to explain the source of this anomaly through the use of business risk and financial distress. Therefore, the findings of this study were expected to confirm the existence of an anomalous size effect in Indonesia’s capital market.",The size and value effect anomalies in Indonesian capital market,TRUE,,,article,"[{'id': 'mahapaksi@yahoo.com', 'name': {'given': 'Mahatma', 'honourific': None, 'lineage': None, 'family': 'Kufepaksi'}}, {'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}, {'name': {'given': 'Ernie', 'family': 'Hendrawaty', 'lineage': None, 'honourific': None}, 'id': 'ernie.hendrawaty@feb.unila.ac.id'}]",,show,2020-11-12 02:14:45,archive,24984,2020-11-12 02:14:45,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'fileid': 226298, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '458e564d0cc9c009e3f8bb4e4dcb7227', 'filesize': 2669460, 'objectid': 38743, 'uri': 'http://repository.lppm.unila.ac.id/id/file/226298', 'filename': '22. VitalSource Bookshelf.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-11 09:42:23'}], 'main': '22. VitalSource Bookshelf.pdf', 'docid': 38743, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38743', 'security': 'public', 'placement': 1, 'eprintid': 24984}, {'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-11 09:42:30', 'filesize': 1847626, 'objectid': 38744, 'uri': 'http://repository.lppm.unila.ac.id/id/file/226300', 'filename': '23. VitalSource Bookshelf.pdf', 'datasetid': 'document', 'fileid': 226300, 'mime_type': 'application/pdf', 'hash': '04b095c91b5ceab9535340ae553e8e1a'}], 'main': '23. VitalSource Bookshelf.pdf', 'docid': 38744, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38744', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 24984}]",667,231-234,,The Future Opportunities and Challenges of Business in Digital Era 4.0,,,https://bookshelf.vitalsource.com/#/books/9781000192346/cfi/249!/4/4@0.00:0.00,,Taylor & Francis Group,,,,,,,,,,,,,,
