,place_of_pub,title,type,creators,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,ispublished,rev_number,status_changed,full_text_status,divisions,publisher,dir,uri,abstract,subjects,event_type,event_title,pres_type,refereed,pagerange,official_url,output_media,date_type,funders,event_location,event_dates,corp_creators,contributors,publication,related_url,number,volume,issn,id_number,contact_email,succeeds,monograph_type,book_title,pages,pedagogic_type,keywords
46,,Bukti korespondensi Molecules (Q1) Yulia,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'family': 'Suhandy', 'lineage': None, 'honourific': None}}]","[{'placement': 1, 'eprintid': 34537, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155061', 'security': 'public', 'files': [{'mtime': '2021-10-13 10:03:41', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406112', 'filename': '[01]Submission Received-merged.pdf', 'objectid': 155061, 'filesize': 3394425, 'mime_type': 'application/pdf', 'hash': '48ce260e1219853319d6fabb68cea575', 'datasetid': 'document', 'fileid': 406112}], 'main': '[01]Submission Received-merged.pdf', 'docid': 155061, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-10-13 10:13:39,337,show,34537,archive,2021-10-13 10:13:39,pub,7,2021-10-13 10:13:39,public,['FP18'],MDPI AG,disk0/00/03/45/37,http://repository.lppm.unila.ac.id/id/eprint/34537,"Ini bukti korespondensi untuk publikasi berjudul:
Quantification of Corn Adulteration in Wet and Dry-Processed Peaberry Ground Roasted Coffees by UV–Vis Spectroscopy and Chemometrics",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
47,,Bukti korespondensi di Molecules (Q1) Diding Suhandy,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'placement': 1, 'eprintid': 34536, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155060', 'security': 'public', 'docid': 155060, 'main': '[01]Submission Received-merged-compressed.pdf', 'files': [{'mtime': '2021-10-13 10:00:55', 'hash_type': 'MD5', 'filename': '[01]Submission Received-merged-compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406105', 'objectid': 155060, 'filesize': 656812, 'mime_type': 'application/pdf', 'hash': '024835d8b14ff56fac6f5a241edd6906', 'datasetid': 'document', 'fileid': 406105}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-10-13 10:13:37,337,show,34536,archive,2021-10-13 10:13:37,pub,7,2021-10-13 10:13:37,public,['FP18'],MDPI AG,disk0/00/03/45/36,http://repository.lppm.unila.ac.id/id/eprint/34536,"Ini bukti korespondensi untuk publikasi dengan judul:
The Use of UV Spectroscopy and SIMCA for the Authentication of Indonesian Honeys According to Botanical, Entomological and Geographical Origins",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
48,,Bukti korespondensi publikasi di International Journal of Food Properties (Q2) Diding Suhandy,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'format': 'text', 'docid': 155057, 'main': '[0]ScholarOne Manuscripts-merged-compressed.pdf', 'files': [{'hash': '9176f0ca2ddc4012063e4e947f11098f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 406084, 'uri': 'http://repository.lppm.unila.ac.id/id/file/406084', 'filename': '[0]ScholarOne Manuscripts-merged-compressed.pdf', 'filesize': 359238, 'objectid': 155057, 'mtime': '2021-10-13 08:52:45', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 34533, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155057'}]",2021-10-13 10:13:30,337,show,34533,archive,2021-10-13 10:13:30,pub,7,2021-10-13 10:13:30,public,['FP18'],Taylor & Francis,disk0/00/03/45/33,http://repository.lppm.unila.ac.id/id/eprint/34533,"Bukti korespondensi publikasi intternasional bereputasi dengan judul:
Peaberry coffee discrimination using UV-visible spectroscopy combined with SIMCA and PLS-DA",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
49,,Bukti korespondensi untuk publikasi bereputasi di jurnal Agriculture (Q2) Diding Suhandy,other,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'docid': 155059, 'main': '[01]Submission Received-merged-compressed-merged-compressed.pdf', 'files': [{'hash': '3dde4dcd66be15cf0e8c6100267c7265', 'mime_type': 'application/pdf', 'fileid': 406098, 'datasetid': 'document', 'mtime': '2021-10-13 08:59:46', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406098', 'filename': '[01]Submission Received-merged-compressed-merged-compressed.pdf', 'objectid': 155059, 'filesize': 822003}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 34535, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155059', 'pos': 1, 'security': 'public'}]",2021-10-13 10:13:35,337,show,34535,archive,2021-10-13 10:13:35,pub,7,2021-10-13 10:13:35,public,['FP18'],MDPI AG,disk0/00/03/45/35,http://repository.lppm.unila.ac.id/id/eprint/34535,"Ini merupakan bukti korespondensi untuk publikasi berjudul:
Classification of Lampung Robusta Specialty Coffee According to Differences in Cherry Processing Methods Using UV Spectroscopy and Chemometrics",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
50,,Bukti korespondensi untuk publikasi jurnal bereputasi Journal of Engineering Science and Technology (JESTEC) (Q2) Diding Suhandy,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'family': 'Suhandy', 'lineage': None, 'honourific': None, 'given': 'Diding'}}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/155058', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34534, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '[01]Manuscript Submission (Suhandy and Yulia 2020)-merged-compressed.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/406091', 'filename': '[01]Manuscript Submission (Suhandy and Yulia 2020)-merged-compressed.pdf', 'objectid': 155058, 'filesize': 922059, 'mtime': '2021-10-13 08:55:45', 'hash_type': 'MD5', 'hash': '11ef5d898e3044cdc22f6ab5496ffe04', 'mime_type': 'application/pdf', 'fileid': 406091, 'datasetid': 'document'}], 'docid': 155058, 'format': 'text'}]",2021-10-13 10:13:32,337,show,34534,archive,2021-10-13 10:13:32,pub,7,2021-10-13 10:13:32,public,['FP18'],Taylor's University,disk0/00/03/45/34,http://repository.lppm.unila.ac.id/id/eprint/34534,"Ini merupakan bukti korespondensi untuk artikel yang berjudul:
The Use of Ultraviolet (UV) Spectroscopy and Chemometrics to Quantify the Percentages of Adulteration in Kalosi Ground Roasted Specialty Coffee",['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
51,,Dokumen Pendukung Hak Cipta Buku: Monitoring water stress (Diding Suhandy),other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}}]","[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 165911, 'main': 'Buku Monitoring water stress.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '2152f789fc539bb7c9aa298a8a6a0b58', 'fileid': 478168, 'datasetid': 'document', 'mtime': '2022-08-05 01:33:07', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/478168', 'filename': 'Buku Monitoring water stress.pdf', 'filesize': 7439766, 'objectid': 165911}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165911', 'security': 'public', 'placement': 1, 'eprintid': 43931}]",2022-08-05 02:11:30,337,show,43931,archive,2022-08-05 02:11:30,pub,7,2022-08-05 02:11:30,public,['FP18'],Aura Publishing,disk0/00/04/39/31,http://repository.lppm.unila.ac.id/id/eprint/43931,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
52,,Dokumen Pendukung Hak Cipta Buku: Uji Keaslian Kopi (Diding Suhandy),other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'family': 'Suhandy', 'lineage': None, 'honourific': None}}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Buku Uji Keaslian Kopi.pdf', 'docid': 165910, 'files': [{'datasetid': 'document', 'fileid': 478161, 'mime_type': 'application/pdf', 'hash': 'fa6d4c252fcaa214591410842e66930f', 'filesize': 12540189, 'objectid': 165910, 'uri': 'http://repository.lppm.unila.ac.id/id/file/478161', 'filename': 'Buku Uji Keaslian Kopi.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-05 01:28:32'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165910', 'pos': 1, 'eprintid': 43930, 'placement': 1}]",2022-08-05 02:11:27,337,show,43930,archive,2022-08-05 02:11:27,pub,7,2022-08-05 02:11:27,public,['FP18'],Graha Ilmu,disk0/00/04/39/30,http://repository.lppm.unila.ac.id/id/eprint/43930,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
53,,Penilaian Sejawat: A Discrimination of Dry and Wet Processing Lampung Robusta Coffee using UV Spectroscopy and PLS-DA. IOP EES.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}}]","[{'docid': 161891, 'main': 'IOP EES Wet Dry Yulia (Gabungan).pdf', 'files': [{'fileid': 451906, 'datasetid': 'document', 'hash': '7bc9755c6bb26e97330a9430fd760f13', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-27 01:48:45', 'filesize': 1446400, 'objectid': 161891, 'filename': 'IOP EES Wet Dry Yulia (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451906'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 40564, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161891', 'pos': 1, 'security': 'public'}]",2022-03-28 01:30:03,337,show,40564,archive,2022-03-28 01:30:03,pub,7,2022-03-28 01:30:03,public,['FP18'],IOP Publishing,disk0/00/04/05/64,http://repository.lppm.unila.ac.id/id/eprint/40564,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
54,,Penilaian Sejawat: Aplikasi UV Spectroscopy Dan Metode Simca Untuk Klasifikasi Kopi Liberika Tungkal Jambi Dan Kopi Liberika Probolinggo. JTEP Unila.,other,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161813', 'security': 'public', 'placement': 1, 'eprintid': 40499, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 161813, 'filesize': 1424950, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451413', 'filename': 'JTEP Unila Kopi Liberika (Gabungan).pdf', 'hash_type': 'MD5', 'mtime': '2022-03-24 04:22:57', 'datasetid': 'document', 'fileid': 451413, 'mime_type': 'application/pdf', 'hash': '0a98a59bd480b38f0f86ed1831d64ca7'}], 'main': 'JTEP Unila Kopi Liberika (Gabungan).pdf', 'docid': 161813, 'format': 'text'}]",2022-03-24 07:07:49,337,show,40499,archive,2022-03-24 07:07:49,pub,7,2022-03-24 07:07:49,public,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,disk0/00/04/04/99,http://repository.lppm.unila.ac.id/id/eprint/40499,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
55,,"Penilaian Sejawat: Authentication of Six Indonesian Ground Roasted Specialty Coffees According to Variety and Geographical Origin using NIR Spectroscopy with Integrating Sphere
. IOP EES.",other,"[{'name': {'family': 'Suhandy', 'lineage': None, 'honourific': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'uri': 'http://repository.lppm.unila.ac.id/id/document/161890', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40563, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 451899, 'datasetid': 'document', 'hash': '61ef45d758990e972fb3eac2f7966b1d', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-27 01:33:52', 'objectid': 161890, 'filesize': 1216378, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451899', 'filename': 'IOP EES NIR GIS Coffee Suhandy (Gabungan).pdf'}], 'main': 'IOP EES NIR GIS Coffee Suhandy (Gabungan).pdf', 'docid': 161890, 'format': 'text'}]",2022-03-28 01:30:01,337,show,40563,archive,2022-03-28 01:30:01,pub,7,2022-03-28 01:30:01,public,['FP18'],IOP Publishing,disk0/00/04/05/63,http://repository.lppm.unila.ac.id/id/eprint/40563,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
56,,Penilaian Sejawat: Buku Water stress management,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}]","[{'placement': 1, 'eprintid': 42038, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163740', 'pos': 1, 'security': 'public', 'files': [{'fileid': 463649, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'e4d7f830985cd81afd62091cfd32bab0', 'filesize': 831983, 'objectid': 163740, 'uri': 'http://repository.lppm.unila.ac.id/id/file/463649', 'filename': 'Gabungan Haki NIRS water stress.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-02 02:08:36'}], 'main': 'Gabungan Haki NIRS water stress.pdf', 'docid': 163740, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-06-02 02:13:58,337,show,42038,archive,2022-06-02 02:13:58,pub,7,2022-06-02 02:13:58,public,['FP18'],Aura Publishing,disk0/00/04/20/38,http://repository.lppm.unila.ac.id/id/eprint/42038,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
57,,Penilaian Sejawat: Classification of Lampung robusta Specialty Coffee According to Differences in Cherry Processing Methods Using UV Spectroscopy and Chemometrics. MDPI (Agriculture).,other,"[{'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161565', 'security': 'public', 'placement': 1, 'eprintid': 40244, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 161565, 'main': 'MDPI Agriculture (Gabungan NIlai).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'bf623f4ccc4070299427a4f652a073ca', 'fileid': 449484, 'datasetid': 'document', 'filename': 'MDPI Agriculture (Gabungan NIlai).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449484', 'filesize': 1213983, 'objectid': 161565, 'mtime': '2022-03-16 13:37:23', 'hash_type': 'MD5'}], 'format': 'text'}]",2022-03-17 00:58:49,337,show,40244,archive,2022-03-17 00:58:49,pub,7,2022-03-17 00:58:49,public,['FP18'],MDPI AG,disk0/00/04/02/44,http://repository.lppm.unila.ac.id/id/eprint/40244,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
58,,Penilaian Sejawat: Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA. Agritech UGM,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}}]","[{'format': 'text', 'main': 'Agritech Kopi Lanang (Gabungan).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '8093cc232a0f40572ad62900cb270dfe', 'datasetid': 'document', 'fileid': 449526, 'filename': 'Agritech Kopi Lanang (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449526', 'objectid': 161572, 'filesize': 1366245, 'mtime': '2022-03-16 23:03:00', 'hash_type': 'MD5'}], 'docid': 161572, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40252, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161572', 'pos': 1}]",2022-03-17 00:58:58,337,show,40252,archive,2022-03-17 00:58:58,pub,7,2022-03-17 00:58:58,public,['FP18'],Fakultas Teknologi Pertanian UGM,disk0/00/04/02/52,http://repository.lppm.unila.ac.id/id/eprint/40252,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
59,,"Penilaian Sejawat: Fast and contactless assessment of intact mango fruit quality attributes
using near infrared spectroscopy (NIRS).
 IOP EES.",other,"[{'name': {'given': 'Diding', 'family': 'Suhandy', 'lineage': None, 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161886', 'eprintid': 40559, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'IOP EES Mango Kusumiyati (Gabungan).pdf', 'docid': 161886, 'files': [{'hash': '6caee9eb75041a5983771d66c451b7bd', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 451871, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451871', 'filename': 'IOP EES Mango Kusumiyati (Gabungan).pdf', 'filesize': 1279820, 'objectid': 161886, 'mtime': '2022-03-26 13:21:51', 'hash_type': 'MD5'}]}]",2022-03-28 01:29:53,337,show,40559,archive,2022-03-28 01:29:53,pub,7,2022-03-28 01:29:53,public,['FP18'],IOP Publishing,disk0/00/04/05/59,http://repository.lppm.unila.ac.id/id/eprint/40559,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
60,,Penilaian Sejawat: Identification of fresh and expired ground roasted robusta coffee using UV-visible spectroscopy and chemometrics. MATEC.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}}]","[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'MATEC Expired Coffee Yulia (Gabungan).pdf', 'docid': 161869, 'files': [{'datasetid': 'document', 'fileid': 451757, 'hash': '4035890ab361269880174ff9af56d015', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-25 14:05:55', 'filesize': 1194531, 'objectid': 161869, 'filename': 'MATEC Expired Coffee Yulia (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451757'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161869', 'security': 'public', 'placement': 1, 'eprintid': 40545}]",2022-03-28 01:29:11,337,show,40545,archive,2022-03-28 01:29:11,pub,7,2022-03-28 01:29:11,public,['FP18'],MATEC,disk0/00/04/05/45,http://repository.lppm.unila.ac.id/id/eprint/40545,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
61,,Penilaian Sejawat: Investigasi pengaruh pengenceran sampel madu pada proses klasifikasi madu menggunakan uv spectroscopy dan kemometrika. JTIHP Unila.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}]","[{'placement': 1, 'eprintid': 40491, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161803', 'security': 'public', 'docid': 161803, 'main': 'JTIHP Unila Madu (Gabungan).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451315', 'filename': 'JTIHP Unila Madu (Gabungan).pdf', 'filesize': 1288349, 'objectid': 161803, 'mtime': '2022-03-24 01:48:04', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '7efe824ca5d33cb02407516213c61f38', 'datasetid': 'document', 'fileid': 451315}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-03-24 02:23:05,337,show,40491,archive,2022-03-24 02:23:05,pub,7,2022-03-24 02:23:05,public,['FP18'],Jurusan Teknologi Hasil Pertanian Fakultas Pertanian Universitas Lampung,disk0/00/04/04/91,http://repository.lppm.unila.ac.id/id/eprint/40491,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
62,,Penilaian Sejawat: Klasifikasi Kopi Bubuk Spesialti Kalosi dan Toraja Menggunakan UV-Visible Spectroscopy dan Metode PLS-DA. JIPI IPB.,other,"[{'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'placement': 1, 'eprintid': 41383, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163019', 'security': 'public', 'docid': 163019, 'main': 'JIPI IPB Kopi Kalosi Toraja (Gabungan).pdf', 'files': [{'hash': '39be470e0c955537fa8ee10e41c9361d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 458693, 'mtime': '2022-04-19 14:07:00', 'hash_type': 'MD5', 'filename': 'JIPI IPB Kopi Kalosi Toraja (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458693', 'objectid': 163019, 'filesize': 1002905}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-04-20 01:36:21,337,show,41383,archive,2022-04-20 01:36:21,pub,7,2022-04-20 01:36:21,public,['FP18'],LPPM IPB,disk0/00/04/13/83,http://repository.lppm.unila.ac.id/id/eprint/41383,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
63,,Penilaian Sejawat: Klasifikasi Madu Berdasarkan Jenis Lebah (Apis dorsata versus Apis mellifera) Menggunakan Spektroskopi Ultraviolet dan Kemometrika. JIPI IPB.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'family': 'Suhandy', 'lineage': None, 'honourific': None}}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161799', 'eprintid': 40487, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 161799, 'main': 'JIPI IPB Madu (Gabungan).pdf', 'files': [{'objectid': 161799, 'filesize': 1382851, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451287', 'filename': 'JIPI IPB Madu (Gabungan).pdf', 'hash_type': 'MD5', 'mtime': '2022-03-24 00:26:38', 'fileid': 451287, 'datasetid': 'document', 'hash': 'fcc779342448f19ce4c68127d2fedefd', 'mime_type': 'application/pdf'}]}]",2022-03-24 02:22:55,337,show,40487,archive,2022-03-24 02:22:55,pub,7,2022-03-24 02:22:55,public,['FP18'],LPPM IPB,disk0/00/04/04/87,http://repository.lppm.unila.ac.id/id/eprint/40487,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
64,,Penilaian Sejawat: Penggunaan Metode Soft Independent Modelling of Class Analogy Dan Uv-Vis Spectroscopy Untuk Membedakan Kopi Bubuk Robusta Asal Jawa Dan Sumatera Secara Cepat. JPPT Polinela.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'format': 'text', 'main': 'JPPT Polinela Kopi (Gabungan).pdf', 'docid': 161811, 'files': [{'objectid': 161811, 'filesize': 1594854, 'filename': 'JPPT Polinela Kopi (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451387', 'hash_type': 'MD5', 'mtime': '2022-03-24 03:45:41', 'datasetid': 'document', 'fileid': 451387, 'hash': '589f8c0719324b3960c904af3acaa18b', 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 40496, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161811'}]",2022-03-24 04:16:53,337,show,40496,archive,2022-03-24 04:16:53,pub,7,2022-03-24 04:16:53,public,['FP18'],UPPM Politeknik Negeri Lampung,disk0/00/04/04/96,http://repository.lppm.unila.ac.id/id/eprint/40496,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
65,,Penilaian Sejawat: Penggunaan Teknologi Uv-Vis Spectroscopy Untuk Membedakan Jenis Kopi Bubuk Arabika Gayo Wine Dan Kopi Bubuk Arabika Gayo Biasa. JTEP Unila.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161812', 'pos': 1, 'eprintid': 40497, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-24 04:09:27', 'objectid': 161812, 'filesize': 1600250, 'filename': 'JTEP Unila Kopi Gayo Wine (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451403', 'datasetid': 'document', 'fileid': 451403, 'hash': '133b5feb3f780007790e481079f8ce46', 'mime_type': 'application/pdf'}], 'main': 'JTEP Unila Kopi Gayo Wine (Gabungan).pdf', 'docid': 161812}]",2022-03-24 04:16:55,337,show,40497,archive,2022-03-24 04:16:55,pub,7,2022-03-24 04:16:55,public,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,disk0/00/04/04/97,http://repository.lppm.unila.ac.id/id/eprint/40497,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
