,datestamp,eprintid,eprint_status,metadata_visibility,userid,number,official_url,lastmod,documents,type,creators,title,refereed,date_type,subjects,abstract,volume,date,uri,publication,publisher,divisions,dir,issn,full_text_status,status_changed,rev_number,ispublished,pagerange,corp_creators,related_url,id_number,contributors,succeeds
22,2021-05-20 07:33:50,30265,archive,show,734,,,2021-05-20 07:33:50,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Development Of Student Worksheet on ... ... To Increase Creative Thinking Skills.pdf', 'docid': 136029, 'files': [{'fileid': 358796, 'datasetid': 'document', 'hash': '38ce14fbe880880ea264452e869c44a1', 'mime_type': 'application/pdf', 'filesize': 827811, 'objectid': 136029, 'filename': 'Development Of Student Worksheet on ... ... To Increase Creative Thinking Skills.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358796', 'hash_type': 'MD5', 'mtime': '2021-05-20 03:08:52'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136029', 'security': 'public', 'placement': 1, 'eprintid': 30265}]",other,"[{'name': {'given': 'I Dewa Putu', 'honourific': None, 'family': 'Nyeneng', 'lineage': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Development Of Student Worksheet on Heart Material Based   on Guided Inquiry To Increase Creative Thinking Skills,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30265,,FKIP UNILA,['FKIP17'],disk0/00/03/02/65,,public,2021-05-20 07:33:50,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
23,2021-05-20 07:33:48,30264,archive,show,734,,,2021-05-20 07:33:48,"[{'eprintid': 30264, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136020', 'pos': 1, 'format': 'text', 'docid': 136020, 'main': 'Efektifitas Model Flipped Classroom pada Pembelajaran Fisika ditinjau dari Self Efficacy dan Penguasaan Konsep Siswa.pdf', 'files': [{'datasetid': 'document', 'fileid': 358779, 'mime_type': 'application/pdf', 'hash': '29d364c270ef59d76a4cf341ed7c15a6', 'filesize': 781098, 'objectid': 136020, 'filename': 'Efektifitas Model Flipped Classroom pada Pembelajaran Fisika ditinjau dari Self Efficacy dan Penguasaan Konsep Siswa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358779', 'hash_type': 'MD5', 'mtime': '2021-05-20 03:06:51'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",other,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'honourific': None, 'lineage': None, 'family': 'Nyeneng'}}]",Reviewer : Efektifitas Model Flipped Classroom pada Pembelajaran Fisika ditinjau dari Self Efficacy dan Penguasaan Konsep Siswa,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30264,,FKIP UNILA,['FKIP17'],disk0/00/03/02/64,,public,2021-05-20 07:33:48,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
24,2021-05-20 07:32:50,30243,archive,show,734,,,2021-05-20 07:32:50,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/135946', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 30243, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-20 02:21:13', 'objectid': 135946, 'filesize': 833299, 'uri': 'http://repository.lppm.unila.ac.id/id/file/358558', 'filename': 'Efektifitas Model Pembelajaran JIGSAW dalam Pembelajaran IPA Fisika pada Siswa SMP Negeri 28 Bandar Lampung.pdf', 'datasetid': 'document', 'fileid': 358558, 'hash': 'c21dbef20a9ecf7545f3982fafd2d6d6', 'mime_type': 'application/pdf'}], 'main': 'Efektifitas Model Pembelajaran JIGSAW dalam Pembelajaran IPA Fisika pada Siswa SMP Negeri 28 Bandar Lampung.pdf', 'docid': 135946, 'format': 'text'}]",other,"[{'name': {'given': 'I Dewa Putu', 'family': 'Nyeneng', 'lineage': None, 'honourific': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Efektifitas Model Pembelajaran JIGSAW dalam Pembelajaran IPA Fisika pada Siswa SMP Negeri 28 Bandar Lampung  dalam Pembelajaran IPA Fisika pada Siswa SMP Negeri 28 Bandar Lampung,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30243,,FKIP UNILA,['FKIP17'],disk0/00/03/02/43,,public,2021-05-20 07:32:50,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
25,2021-05-20 07:33:24,30256,archive,show,734,,,2021-05-20 07:33:24,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'objectid': 135987, 'filesize': 877322, 'uri': 'http://repository.lppm.unila.ac.id/id/file/358686', 'filename': 'Membangun Ketrampilan Berfikir Kreatif Siswa melalui LKPD Berbasis Scientific Approach Elastisitas dan Hukum Hooke Penelitian Pedahuluan.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-20 02:51:46', 'fileid': 358686, 'datasetid': 'document', 'hash': '2aa8d243ef0cdd66c3ecf3194bff2037', 'mime_type': 'application/pdf'}], 'main': 'Membangun Ketrampilan Berfikir Kreatif Siswa melalui LKPD Berbasis Scientific Approach Elastisitas dan Hukum Hooke Penelitian Pedahuluan.pdf', 'docid': 135987, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/135987', 'pos': 1, 'eprintid': 30256, 'placement': 1}]",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Nyeneng', 'given': 'I Dewa Putu'}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Membangun Ketrampilan Berfikir Kreatif Siswa Melalui LKPD berbasis Scientific Approach Elastisitas,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30256,,FKIP UNILA,['FKIP17'],disk0/00/03/02/56,,public,2021-05-20 07:33:24,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
26,2021-05-20 07:33:27,30257,archive,show,734,,,2021-05-20 07:33:27,"[{'files': [{'hash_type': 'MD5', 'mtime': '2021-05-20 02:54:27', 'filesize': 822450, 'objectid': 135996, 'filename': 'Pengaruh Ketrampilan Berfikir Kritis melalui Pembelajaran Berbasis Aneka Sumber Belajar terhadap Hasil Belajar Fisika Siwa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358703', 'fileid': 358703, 'datasetid': 'document', 'hash': '6e5bb9c9b97cb967edf98d353331f28f', 'mime_type': 'application/pdf'}], 'main': 'Pengaruh Ketrampilan Berfikir Kritis melalui Pembelajaran Berbasis Aneka Sumber Belajar terhadap Hasil Belajar Fisika Siwa.pdf', 'docid': 135996, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 30257, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135996', 'security': 'public'}]",other,"[{'name': {'given': 'I Dewa Putu', 'honourific': None, 'family': 'Nyeneng', 'lineage': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Pengaruh Ketrampilan Berfikir Kritis melalui Pembelajaran Berbasis Aneka Sumber Belajar terhadap Hasil Belajar Fisika Siswa,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30257,,FKIP UNILA,['FKIP17'],disk0/00/03/02/57,,public,2021-05-20 07:33:27,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
27,2021-05-20 07:33:29,30258,archive,show,734,,,2021-05-20 07:33:29,"[{'format': 'text', 'docid': 136001, 'main': 'Pengaruh Model Pembelajaran Berbasis Masalah terhadap Hasil Belajar Fisika Siswa SMA.pdf', 'files': [{'filename': 'Pengaruh Model Pembelajaran Berbasis Masalah terhadap Hasil Belajar Fisika Siswa SMA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358720', 'filesize': 823291, 'objectid': 136001, 'mtime': '2021-05-20 02:57:05', 'hash_type': 'MD5', 'hash': '748d8999edd352a3509dd583d7b231d5', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 358720}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30258, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136001', 'pos': 1}]",other,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'lineage': None, 'family': 'Nyeneng', 'honourific': None}}]",Reviewer : Pengaruh Model Pembelajaran Berbasis Masalah terhadap Hasil Belajar Fisika Siswa SMA,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30258,,FKIP UNILA,['FKIP17'],disk0/00/03/02/58,,public,2021-05-20 07:33:29,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
28,2021-05-20 07:33:15,30252,archive,show,734,,,2021-05-20 07:33:15,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Pengaruh Model Pembelajaran Think Pair Share terhadap Hasil Belajar Fisika Siswa ditinjau dari Keterampilan Berkomunikasi.pdf', 'docid': 135970, 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-20 02:43:12', 'filesize': 856946, 'objectid': 135970, 'filename': 'Pengaruh Model Pembelajaran Think Pair Share terhadap Hasil Belajar Fisika Siswa ditinjau dari Keterampilan Berkomunikasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358644', 'datasetid': 'document', 'fileid': 358644, 'mime_type': 'application/pdf', 'hash': '04c5a751da8e3efcb022086e7abc6b13'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135970', 'eprintid': 30252, 'placement': 1}]",other,"[{'name': {'given': 'I Dewa Putu', 'lineage': None, 'family': 'Nyeneng', 'honourific': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Pengaruh Model Pembelajaran Think Share tethadap Hasil Belajar Fisika Siswa Ditinjau dari Ketrampilan Berkomunikasi,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30252,,FKIP UNILA,['FKIP17'],disk0/00/03/02/52,,public,2021-05-20 07:33:15,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
29,2021-05-20 07:33:37,30262,archive,show,734,,,2021-05-20 07:33:37,"[{'eprintid': 30262, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136014', 'pos': 1, 'format': 'text', 'files': [{'hash': '5deb28e7a4fac8f1bf5e44268e857e56', 'mime_type': 'application/pdf', 'fileid': 358757, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358757', 'filename': 'Pengaruh Penerapan Model Pembelajaran........  ... Materi Energi Terbarukan.pdf', 'objectid': 136014, 'filesize': 858688, 'mtime': '2021-05-20 03:03:04', 'hash_type': 'MD5'}], 'main': 'Pengaruh Penerapan Model Pembelajaran........  ... Materi Energi Terbarukan.pdf', 'docid': 136014, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",other,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'honourific': None, 'family': 'Nyeneng', 'lineage': None, 'given': 'I Dewa Putu'}}]",Reviewer : Pengaruh Penerapan Model Pembelajaran Kontekstual dalam Pembelajaran Fisika terhadap Hasil Belajar Siswa Pada Materi Energi Terbarukan,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30262,,FKIP UNILA,['FKIP17'],disk0/00/03/02/62,,public,2021-05-20 07:33:37,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
30,2021-05-20 07:33:45,30263,archive,show,734,,,2021-05-20 07:33:45,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Pengaruh Penerapan Suplemen Buku Siswa Berbasis Scientific Approacah terhadap Hasil Belajar dan Sikap Ilmiah Siswa.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-20 03:04:52', 'filesize': 815794, 'objectid': 136019, 'filename': 'Pengaruh Penerapan Suplemen Buku Siswa Berbasis Scientific Approacah terhadap Hasil Belajar dan Sikap Ilmiah Siswa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358770', 'fileid': 358770, 'datasetid': 'document', 'hash': 'a14364508e681702af4f75a2bbf32bb5', 'mime_type': 'application/pdf'}], 'docid': 136019, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136019', 'pos': 1, 'eprintid': 30263, 'placement': 1}]",other,"[{'name': {'given': 'I Dewa Putu', 'honourific': None, 'family': 'Nyeneng', 'lineage': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Pengaruh Penerapan Suplemen Buku Siswa Berbasis Scientific Approacah terhadap Hasil Belajar dan Sikap Ilmiah Siswa,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30263,,FKIP UNILA,['FKIP17'],disk0/00/03/02/63,,public,2021-05-20 07:33:45,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
31,2021-05-20 07:33:07,30248,archive,show,734,,,2021-05-20 07:33:07,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 135963, 'main': 'Pengembangan Lembar Kerja Peserta Didik berbasis Predict Observe Explain pada Materi Tekanan dalam Zat Cair untuk ....  Sains Siswa.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-20 02:37:44', 'filesize': 855352, 'objectid': 135963, 'filename': 'Pengembangan Lembar Kerja Peserta Didik berbasis Predict Observe Explain pada Materi Tekanan dalam Zat Cair untuk ....  Sains Siswa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358617', 'datasetid': 'document', 'fileid': 358617, 'hash': '59a0083a7e866b2dd1fafc870c29af25', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135963', 'security': 'public', 'placement': 1, 'eprintid': 30248}]",other,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'family': 'Nyeneng', 'lineage': None, 'honourific': None}}]",Reviewer : Pengembangan Lembar Kerja Peserta Didik Berbasis Predict-Observer-Explain pada Materi Tekanan dalam Zat Cair untuk Meningkatkan Ketrampilan Sains Siswa,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30248,,FKIP UNILA,['FKIP17'],disk0/00/03/02/48,,public,2021-05-20 07:33:07,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
32,2021-05-20 07:33:33,30260,archive,show,734,,,2021-05-20 07:33:33,"[{'docid': 136003, 'main': 'Perbandingan Hasil Belajar Siswa pada Pembelajaran Fisika Menggunakan Metode Eksperimen dan Demonstrasi Materi Elastisitas dengan Scientific Approach.pdf', 'files': [{'hash': 'e9f52aafbe784d9abc5c8c0acea7db4e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 358732, 'mtime': '2021-05-20 02:58:55', 'hash_type': 'MD5', 'filename': 'Perbandingan Hasil Belajar Siswa pada Pembelajaran Fisika Menggunakan Metode Eksperimen dan Demonstrasi Materi Elastisitas dengan Scientific Approach.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358732', 'objectid': 136003, 'filesize': 829716}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 30260, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136003', 'security': 'public'}]",other,"[{'name': {'given': 'I Dewa Putu', 'honourific': None, 'lineage': None, 'family': 'Nyeneng'}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : Perbandingan Hasil Belajar Siswa pada Pembelajaran Fisika Menggunakan Metode Eksperimen dan Demonstrasi Materi Elastisitas dengan Scientific Approach,,,"['L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30260,,FKIP UNILA,['FKIP17'],disk0/00/03/02/60,,public,2021-05-20 07:33:33,9,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
33,2021-05-20 07:32:58,30244,archive,show,734,,,2021-05-20 07:32:58,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'e53a53552ea4160ae343c9088b4e3660', 'datasetid': 'document', 'fileid': 358567, 'mtime': '2021-05-20 02:23:22', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358567', 'filename': 'The Influence Of Android-Based Multimedia Modules On Static Fluid Material on Understanding The Physics Concepts Of High School Studints.pdf', 'objectid': 135947, 'filesize': 821827}], 'main': 'The Influence Of Android-Based Multimedia Modules On Static Fluid Material on Understanding The Physics Concepts Of High School Studints.pdf', 'docid': 135947, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/135947', 'pos': 1, 'eprintid': 30244, 'placement': 1}]",other,"[{'name': {'given': 'I Dewa Putu', 'honourific': None, 'family': 'Nyeneng', 'lineage': None}, 'id': 'idewaputunyeneng@gmail.com'}]",Reviewer : The Influence of Android-Based Multimedia Modules on Static Fluid Material on Understanding The Physics Concepts of High School Students,,,"['K1', 'L1', 'LB1501', 'LB2300']",,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/30244,,FKIP UNILA,['FKIP17'],disk0/00/03/02/44,,public,2021-05-20 07:32:58,10,pub,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],
34,2020-11-22 11:37:19,26575,archive,show,734,1.0,https://jurnal.untan.ac.id/index.php/PMP/article/view/33077/75676585092,2020-11-22 11:37:19,"[{'eprintid': 26575, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40473', 'format': 'text', 'main': '33077-75676620146-4-PB.pdf', 'files': [{'fileid': 238930, 'datasetid': 'document', 'hash': '2de76bcca5237460c20332fc7c58b8c8', 'mime_type': 'application/pdf', 'filesize': 866716, 'objectid': 40473, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238930', 'filename': '33077-75676620146-4-PB.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-22 02:47:52'}], 'docid': 40473, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",article,"[{'id': None, 'name': {'family': 'Oci', 'lineage': None, 'honourific': None, 'given': 'Pitriyanti'}}, {'id': 'idewaputunyeneng@gmail.com', 'name': {'family': 'Nyeneng', 'lineage': None, 'honourific': None, 'given': 'I Dewa Putu'}}, {'id': 'nengah.maharta@fkip.unila.ac.id', 'name': {'given': 'Nengah', 'honourific': None, 'lineage': None, 'family': 'Maharta'}}]",THE EFFECT OF STUDENT WORKSHEET BASED ON PREDICT OBSERVE EXPLAIN STRATEGY AGAINST THE LEARNING OUTCOMES,TRUE,published,['L1'],"The study was aimed to determine the influence of the use of student worksheet (LKPD) based on Predict Observe Explain (POE) strategy on student learning outcomes in the light material. This research was an experimental study with the design of experimental quasi using the form of a one-group pretest-posttest. The population of this study was the eighth-grade students of junior high school (SMP). Data analysis techniques were tested with the learning result grouping techniques, N-Gain analysis, hypothesis testing, linear regression tests, t-test paired test and effect size tests. The result of the N-Gain was a value of 0.60 with a moderate N-Gain interpretation. Linear regression test result was obtained a coefficient value of 0.7, with the sig regression value of 0,0. The result of the paired t-test achieved a significance value of 0.0, which indicated that there was a raise prior and following treatment. The result of the effect size test was 0.31 with a medium interpretation. The learning outcomes for psychomotor learners had an average value of 3.52 with excellent interpretation. Based on these findings, it can be concluded that the POE strategy-based LKPD was considerably effective to be applied in schools resulting in an increasing effect of the students learning outcomes before and after the treatment of POE-based LKPD.",11.0,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26575,Jurnal Pendidikan Matematika dan IPA,Universitas Tanjungpura,['FKIP17'],disk0/00/02/65/75,2579-7530,public,2020-11-22 11:37:19,6,pub,99-110,,,,,
35,2020-11-17 06:37:40,25787,archive,show,734,1.0,https://jurnal.untan.ac.id/index.php/PMP/article/view/32892,2020-11-17 06:37:40,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 39576, 'main': '32892-75676620183-2-PB.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/232022', 'filename': '32892-75676620183-2-PB.pdf', 'filesize': 644794, 'objectid': 39576, 'mtime': '2020-11-17 06:15:51', 'hash_type': 'MD5', 'hash': '3bdeb91ffb17d50efddaba7c5e596aab', 'mime_type': 'application/pdf', 'fileid': 232022, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39576', 'security': 'public', 'placement': 1, 'eprintid': 25787}]",article,"[{'name': {'given': 'Ayu Novitasari', 'family': 'Pane', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Nyeneng', 'lineage': None, 'given': 'I Dewa Putu'}, 'id': 'idewaputunyeneng@gmail.com'}, {'id': 'wayandistrik8@gmail.com', 'name': {'given': 'I Wayan', 'lineage': None, 'family': 'Distrik', 'honourific': None}}]",HE EFFECT OF PREDICT OBSERVE EXPLAIN LEARNING MODEL AGAINST SCIENCE PROCESS SKILLS OF HIGH SCHOOL STUDENTS,TRUE,published,['L1'],"This study was aimed to determine the effect of POE learning model on science process skills of high school students in the material of Newton’s Law motion. The study might benefit to a provide different learning experience that makes students become more active in learning and to improve students' science process skills towards the material being taught. The populations in this study were all students of class IPA X of SMA 5 Bandar Lampung in the even semester of the Academic Year 2018/2019, consisting of 6 classes with a total of 203 students, with samples of class X IPA 1 as the experimental class and X IPA 2 as the control class. Research method of the study was quasi-experimental. The research used a pretest-posttest control group design. The result of the study revealed that the control class using the conventional learning model had an average N-gain of 0.42, while the experimental class using the POE learning model had an average N-gain of 0.72. The effect size in this study, which was 0.71, indicated that the POE learning model has a high effect in this study.  Based on the hypothesis test, it can be concluded that there was an effect of applying the POE learning model to students' science process skills in the material of Newton's Law. The magnitude of the influence of the POE learning model was classified into the high category with the Cohen’s d value of 3.40 and the effect size r of 0.71.",11.0,2020-01-07 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25787,Jurnal Pendidikan Matematika dan IPA,Universitas Tanjungpura,['FKIP17'],disk0/00/02/57/87,2579-7530,public,2020-11-17 06:37:40,6,pub,111-119,,,,,
36,2021-05-31 09:49:11,31474,archive,show,435,2.0,https://ejournal.unsri.ac.id/index.php/jipf/article/view/11593,2021-05-31 09:49:11,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/142270', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 31474, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'datasetid': 'document', 'fileid': 372853, 'mime_type': 'application/pdf', 'hash': '2d54d4450ab1acbe432ea3d270408644', 'objectid': 142270, 'filesize': 788177, 'filename': 'abe 1 2020 OK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372853', 'hash_type': 'MD5', 'mtime': '2021-05-31 05:40:04'}], 'main': 'abe 1 2020 OK.pdf', 'docid': 142270, 'format': 'text'}]",article,"[{'id': None, 'name': {'given': 'Amelia Yuni', 'honourific': None, 'lineage': None, 'family': 'Saputri'}}, {'name': {'given': 'Abdurrahman', 'family': 'Abdurrahman', 'lineage': None, 'honourific': None}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Suyatna', 'lineage': None, 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}]","IMPLEMENTASI PENDEKATAN STEM BERBASIS INQUIRY BASED LEARNING
TERHADAP HASIL BELAJAR DAN KECEMASAN KOGNITIF PESERTA DIDIK",TRUE,published,['L1'],"Salah satu permasalahan pada pembelajaran fisika yang dihadapi oleh guru adalah hasil belajar peserta didik yang rendah. Rendahnya hasil belajar peserta didik dapat disebabkan oleh peserta didik mengangap pembelajaran fisika cenderung sulit, sehingga dapat menyebabkan kecemasan kognitif peserta didik tinggi pada tugas belajar fisika. Hasil belajar yang rendah dan kecemasan kognitif yang tinggi dapat mengalami perubahan yang signifikan, jika menerapkan pendekatan pembelajaran yang tepat bagi peserta didik. Penelitian ini bertujuan untuk mengetahui perbedaan peningkatan hasil belajar dan penurunan kecemasan kognitif dengan menerapkan pendekatan STEM dan saintifik berbasis pembelajaran inquiry pada materi Hukum Newton. Desain penelitian yang digunakan quasi-experimental dengan jenis non-equivalent control group design. Data dikumpulkan melalui tes dan skala kecemasan kognitif. Data tersebut dianalisis menggunakan N-Gain dan Independent Sample T-Test atau Mann Whitney. Hasil penelitian menunjukkan bahwa ada perbedaan peningkatan hasil belajar dan penurunan kecemasan kognitif antara implementasi pendekatan STEM dan saintifik berbasis pembelajaran inquiry dengan nilai Asymp. Sig. (2-tailed) sebesar 0,001 untuk hasil belajar dan 0,029 untuk kecemasan kognitif. Berdasarkan data N-Gain tersebut, peserta didik yang menerapkan pendekatan STEM dalam pembelajaran hukum Newton memperoleh peningkatan hasil belajar dan penurunan kecemasan kognitif yang lebih tinggi daripada peserta didik yang menerapkan pendekatan saintifik.",7.0,2020-11-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31474,JURNAL INOVASI DAN PEMBELAJARAN FISIKA,Program Studi Pendidikan Fisika FKIP Universitas Sriwijaya,['FKIP17'],disk0/00/03/14/74,2355 – 7109,public,2021-05-31 09:49:11,7,pub,118-128,,,,,
