,dir,publisher,publication,divisions,full_text_status,issn,status_changed,rev_number,ispublished,date_type,subjects,abstract,corp_creators,volume,uri,date,type,creators,title,refereed,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,id_number,patent_applicant,pres_type,event_dates,event_location,contact_email,event_title,projects,event_type,funders,related_url,pages,place_of_pub,institution,monograph_type,department
21,disk0/00/02/71/31,,,['FP3'],public,,2020-12-21 05:14:22,11,pub,published,['SH'],"Lingkungan kolam yang meliputi air dan tanah berperan penting dalam menunjang keberhasilan budidaya ikan/udang. Manajemen kualitas air selama ini dianggap merupakan faktor paling penting dalam pengelolaan akuakultur, namun demikian akhir-akhir ini banyak penelitian yang menunjukkan bahwa terdapat hubungan yang sangat erat antara variabel kualitas tanah dan air. Tanah dasar kolam berpegaruh terhadap tingkat kesuburan kolam. Tanah dasar kolam merupakan tempat akumulasi limbah akuakultur yang dapat menghasilkan senyawa beracun seperti amonia (NH3), nitrit (NO2-) maupun hidrogen sulfida (H2S). Pengelolaan yang komprehensif kualitas air dan tanah akan mendukung keberhasilan budidaya ikan/udang.
Buku Manajemen Lingkungan untuk Akuakultur ini berisi tentang peranan lingkungan kolam dalam akuakultur, manajemen kualitas air, manajemen kualitas tanah, benthic diatom, senyawa beracun dalam kolam, dinamika ekosistem kolam, aplikasi bahan kimia, serta sistem heterotrof dalam akuakultur. Disamping berisi tentang teori-teori yang berkaitan dengan akuakultur, buku ini juga berisi tentang permasalahan-permasalahan yang muncul dalam budidaya ikan dan udang yang berkaitan dengan lingkungan akuakultur. Buku ini dapat dijadikan rujukan bagi akademisi dan praktisi budidaya ikan, udang atau kultivan lainnya yang ingin mendalami tentang lingkungan akuakultur, dinamika ekosistem kolam serta manajemen kualitas air dan tanah.",,,http://repository.lppm.unila.ac.id/id/eprint/27131,1970-01-01 00:00:00.000002019,patent,"[{'name': {'given': 'Supono', 'family': 'Supono', 'lineage': None, 'honourific': None}, 'id': 'supono_unila@yahoo.com'}]",Manajemen Kualitas Lingkungan untuk Akuakultur,,2020-12-21 05:14:22,archive,27131,show,,333,,https://pdki-indonesia.dgip.go.id/index.php/hakcipta/bHc3cjNYTW9tZGpITExITDVlWHB5Zz09?q=manajemen+lingkungan+untuk+akuakultur&type=1,2020-12-21 05:14:22,"[{'main': 'HKI (MLA-SUPONO).jpg', 'docid': 41149, 'files': [{'mime_type': 'image/jpeg', 'hash': 'b5aa5809a634c358214002896ba775d7', 'datasetid': 'document', 'fileid': 243213, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243213', 'filename': 'HKI (MLA-SUPONO).jpg', 'objectid': 41149, 'filesize': 140888, 'mtime': '2020-12-21 03:34:08', 'hash_type': 'MD5'}], 'format': 'image', 'language': 'en', 'mime_type': 'image/jpeg', 'rev_number': 1, 'placement': 1, 'eprintid': 27131, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41149', 'pos': 1, 'security': 'public'}, {'placement': 2, 'eprintid': 27131, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41150', 'pos': 2, 'security': 'public', 'docid': 41150, 'main': 'Sertifikat HaKI (MLA).jpg', 'files': [{'datasetid': 'document', 'fileid': 243215, 'hash': 'b5aa5809a634c358214002896ba775d7', 'mime_type': 'image/jpeg', 'hash_type': 'MD5', 'mtime': '2020-12-21 03:58:26', 'objectid': 41150, 'filesize': 140888, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243215', 'filename': 'Sertifikat HaKI (MLA).jpg'}], 'format': 'image', 'language': 'en', 'rev_number': 1, 'mime_type': 'image/jpeg'}, {'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 243217, 'hash': 'eaf592ef78008d71a016dad873421b46', 'mime_type': 'application/pdf', 'objectid': 41151, 'filesize': 1618937, 'uri': 'http://repository.lppm.unila.ac.id/id/file/243217', 'filename': 'Manajemen Lingkungan untuk Akuakultur.pdf', 'hash_type': 'MD5', 'mtime': '2020-12-21 04:11:59'}], 'main': 'Manajemen Lingkungan untuk Akuakultur.pdf', 'docid': 41151, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 27131, 'placement': 3, 'security': 'public', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41151'}]",156633,EC00201973649,,,,,,,,,,,,,,
22,disk0/00/02/67/82,Plantaxia,,['FP3'],public,,2020-11-24 03:23:21,7,unpub,,['SH'],"Budidaya udang merupakan salah satu kegiatan budidaya yang sangat menguntungkan di wilayah pesisir.  Udang merupakan salah satu penghasil devisa terbesar dari sektor perikanan.  Introduksi udang vaname (Litopenaeus vannamei) turut berperan besar dalam meningkatnya produksi udang di Indonesia, Selain pertumbuhan cepat, udang vaname memiliki  survival rate yang tinggi, serta benih sudah bisa diperoleh yang SPF (specific pathogen free).   Berbagai upaya telah dilakukan dalam upaya meningkatkan produksi tambak udang,  salah satu yang potensial untuk diterapkan adalah budidaya udang berbasis salinitas rendah. Media dengan salinitas rendah mempunyai keuntungan dapat menekan pertumbuhan pathogen (bakteri, virus) yang merupakan penyebab utama kegagalan budidaya udang.
Buku Teknologi Produksi Udang ini  berisi tentang produksi udang di Indonesia, biologi udang, limbah budidaya udang, sistem budidaya udang, konstruksi tambak, persiapan tambak, penebaran benih, manajemen pakan, manajemen kualitas air, senyawa tokasik dan bahan-bahan kimia yang dapat digunakan dalam budidaya udang.  Buku ini juga dilengkapi dengan budidaya udang vaname salinitas rendah yang dilengkapi dengan data penelitian laboratorium maupun tambak percobaan.  Pada bagian akhir buku ini disajikan mengenai penerapan sistem biofloc dalam budidaya udang.    Buku ini dapat dijadikan rujukan  bagi akademisi  dan  praktisi budidaya udang  yang ingin mendalami  tentang teknologi budidaya udang",,,http://repository.lppm.unila.ac.id/id/eprint/26782,1970-01-01 00:00:00.000002019,other,"[{'name': {'given': 'Supono', 'family': 'Supono', 'lineage': None, 'honourific': None}, 'id': 'supono_unila@yahoo.com'}]",Review HaKI : teknologi Produksi Udang,,2020-11-24 03:23:21,archive,26782,show,,333,,,2020-11-24 03:23:21,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Review HaKI Teknologi Produksi Udang.pdf', 'files': [{'fileid': 240568, 'datasetid': 'document', 'hash': 'b5da1873a7ae8ec75bae4d0705b70c2f', 'mime_type': 'application/pdf', 'filesize': 456556, 'objectid': 40769, 'uri': 'http://repository.lppm.unila.ac.id/id/file/240568', 'filename': 'Review HaKI Teknologi Produksi Udang.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-24 03:03:02'}], 'docid': 40769, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40769', 'pos': 1, 'eprintid': 26782, 'placement': 1}]",,,,,,,,,,,,,,,,
23,disk0/00/01/91/10,"Faculty of Marine and Fisheries Syiah Kuala University, Indonesian Association of Oceanologists, and  School of Syiah Kuala University and Center for Marine and Fishery Studies of Syiah Kuala University, Banda Aceh, Indonesia.","Depik Jurnal Ilmu-Ilmu Perairan, Pesisir dan Perikanan (Depik)",['FP3'],public,2502-6194,2020-04-13 02:03:33,6,pub,published,['SH'],"Biofloc technology in shrimp farming is a new technology that has advantages over other technologies. Biofloc technology can maintain water quality, especially ammonia and pH, suppress Vibrio growth, enhance immunity, and as natural food for shrimp. The application of this technology in shrimp farming still faces several obstacles, so not all farmers apply it. This study aims to evaluate the application of biofloc systems in white shrimp farming and formulate appropriate strategies to increase farmer productivity. The study was conducted using the survey and interview method for the perpetrators of white shrimp cultivation in Lampung Province. Collected data were strengths, weaknesses, opportunities, and threats of the application of biofloc technology in the cultivation of white shrimp. The obtained data were analyzed descriptively, while the formulation of strategies was conducted using SWOT analysis. The results showed that shrimp culture technology with biofloc technology has good prospects for increasing shrimp production. However, biofloc technology also has weaknesses that can lead to the failure of shrimp farming. The application of white shrimp biofloc technology was in quadrant I (aggressive) where this system has a good internal strength to capture existing external opportunities (SO strategy). Internal strengths include a high survival rate, relatively faster growth, environmentally friendly, able to minimize disease agents that enter the culture system, and lower feed conversion, while the opportunities they have include: shrimp prices are relatively high, there is a revitalization program unproductive ponds by the government, the issue of eco-labeling, and the growing demand for shrimp exports. 
Keywords: SWOT analysis, water quality, strategy, shrimp production, aggressive",['Lampung University'],8,http://repository.lppm.unila.ac.id/id/eprint/19110,1970-01-01 00:00:00.000002019,article,"[{'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'honourific': None, 'lineage': None, 'family': 'Supono'}}]",Strategi implementasi teknologi biofloc dalam  budi daya udang putih (Litopenaeus vannamei)  di Provinsi Lampung,TRUE,2020-04-13 02:03:33,archive,19110,show,217-226,333,3.0,,2020-04-13 02:03:33,"[{'docid': 32352, 'main': 'Strategi Implementasi Sistem Biofloc pada budidaya udang.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-04-10 06:41:01', 'objectid': 32352, 'filesize': 871622, 'filename': 'Strategi Implementasi Sistem Biofloc pada budidaya udang.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160195', 'fileid': 160195, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3fdf3eb81a3c547f33b53c0b38cb4514'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 19110, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32352', 'pos': 1, 'security': 'public'}]",,,,,,,,,,,,,,,,
24,disk0/00/02/00/89,,,['FP3'],public,,2020-05-19 06:43:03,8,pub,published,['SH'],"Teknologi dalam akuakultur/budidaya perairan mengalami perkembangan yang sangat pesat.  Perkembangan teknologi ini didorong oleh para praktisi akuakultur untuk meningkatkan produksi di tengah semakin sempitnya lahan untuk budidaya ikan.  Salah satu teknologi yang memiliki prospek yang baik adalah teknologi biofloc.  Keterbatasan informasi membuat banyak pembudidaya ikan yang gagal dalam menerapkan sistem biofloc. Buku ini memeberikan informasi mendasar mengenai teknologi biofloc dalam akuakultur serta aplikasinya dalam budidaya ikan dan udang.  
Buku Teknologi Biofloc, Prinsip dan Aplikasi dalam Akuakultur ini  berisi tentang review sistem akuakultur, mikroorganisme dalam akuakultur, Nitrogen anorganik, pengendalian amonia dengan karbon organik, sistem autotrof dan heterotrof, imobilisasi nitrogen anorganik, biofloc, added value biofloc, petunjuk praktis, respon ikan nila dan lele terhadap biofloc, serta pembahasan mengenai perbedaan bioremediasi dan biofloc.  Buku ini juga dilengkapi dengan pembahasan mengenai probiotik, prebiotik, sinbiotik serta feed fermentation dalam akukultur.     Buku ini dapat dijadikan rujukan  bagi akademisi, mahasiswa,  dan  praktisi budidaya  udang  yang ingin mempelajari  tentang penerapan teknologi biofloc dalam budidaya ikan/udang.",,,http://repository.lppm.unila.ac.id/id/eprint/20089,2019-12-01 00:00:00.000000000,patent,"[{'name': {'given': 'Supono', 'honourific': None, 'lineage': None, 'family': 'Supono'}, 'id': 'supono_unila@yahoo.com'}]","Teknologi Biofloc""prinsip dan Aplikasi dalam Akuakultur""",,2020-05-19 06:43:03,archive,20089,show,,333,,,2020-05-19 06:43:03,"[{'placement': 1, 'eprintid': 20089, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33428', 'pos': 1, 'security': 'public', 'docid': 33428, 'main': 'HaKi buku Biofloc.pdf', 'files': [{'fileid': 189726, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9d715f550b823f0f92947e88da039dbf', 'hash_type': 'MD5', 'mtime': '2020-05-19 05:44:00', 'filesize': 769202, 'objectid': 33428, 'filename': 'HaKi buku Biofloc.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189726'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",168625,EC00201986953,,,,,,,,,,,,,,
25,disk0/00/01/90/98,Bioflux Publishing House,AACL Bioflux,['FP3'],public,1844-9166,2020-04-13 02:02:09,6,pub,published,['SH'],"Abstract. White feces disease (WFD) is one of the diseases that attack white shrimp (P. vannamei). This disease causes cultivation failure and huge loss for shrimp farmers. The cause of this disease is thought to be due to the abundance of the Vibrio bacteria population in cultivation media. This study was aimed to determine the abundance of Vibrio sp. and the presence of Vibrio sp. as a trigger for WFD in P. vannamei ponds and to study the use of several herbal ingredients in suppressing the growth of Vibrio sp. Samples were taken from secondary canals, tertiary canals, primary canals, shrimp pond waters that were not infected with WFD, shrimp pond water infected with WFD, and shrimp infected by WFD. Samples taken from those locations were then inoculated; the total population of the bacteria was calculated, identified and tested for anti-bacterial activity using several herbal products. According to the results of the study, Vibrio abundance was obtained as follows: water sample was positive of WFD by 3.5±0.9×105 CFU mL-1, shrimp intestine was positive of WFD by 4.4±0.1×105 CFU mL-1, primary canal of 3.9±2.×104 CFU mL-1, secondary canal of 1.0±0.1×105 CFU mL-1, tertiary canal 3.2±1.1×105 CFU mL-1, shrimp pond 1 of 2.2±0.3×105 CFU mL-1,shrimp pond 2 of 1.3±0.3×105 CFU mL-1,shrimp pond 3 of 5.2±1.0×104 CFU mL-1 and healthy shrimp intestine of ≤2.5±0,5×104 CFU mL-1. The type of Vibrio identified and suspected of triggering WFD disease were V. vulnificus, V. parahaemolyticus, and V. alginolyticus. Antibacterial test showed that mangrove leaf extract (Rhizophora apiculata) had the best inhibitory effect on V. parahaemolyticus (zone of inhibition of 5.61 mm), followed by ketapang leaf extract (4.9 mm zone of inhibition) and papaya leaf extract (zone of inhibition of 4.5 mm). The best concentration of mangrove leaf extract in suppressing the growth of V. parahaemolyticus was 700 mg L-1.
Key words : Vibrio abundance, WFD triggers, , antibacterial activity, Vibrio parahaemolyticus, Rhizophora apiculata","['Lampung University', 'lampung university', 'Lampung University']",12,http://repository.lppm.unila.ac.id/id/eprint/19098,2019-04-01 00:00:00.000000000,article,"[{'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}, 'id': 'supono_unila@yahoo.com'}, {'id': 'edypeni@yahoo.com', 'name': {'given': 'Esti', 'honourific': None, 'family': 'Harpeni', 'lineage': None}}, {'name': {'given': 'Wardiyanto', 'honourific': None, 'lineage': None, 'family': 'Wardiyanto'}, 'id': None}]","Identification of Vibrio sp.  as a cause of white feces diseases in white shrimp Penaeus vannamei and handling with herbal ingredients in East Lampung Regency, Indonesia",TRUE,2020-04-13 02:02:09,archive,19098,show,417-425,333,2.0,,2020-04-13 02:02:09,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Identification of Vibrio sp.pdf', 'docid': 32338, 'files': [{'mtime': '2020-04-10 05:24:27', 'hash_type': 'MD5', 'filename': 'Identification of Vibrio sp.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160105', 'filesize': 1738921, 'objectid': 32338, 'hash': '9b816c004dde736c971201b8a53147d8', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 160105}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32338', 'pos': 1, 'eprintid': 19098, 'placement': 1}]",,,,,,,,,,,,,,,,
26,disk0/00/01/12/52,Bioflux,AACL Bioflux,['FP3'],public,1844-9166,2019-11-04 02:03:38,8,pub,published,['SH'],"Abstract. White feces disease (WFD) is one of the diseases that attack white shrimp (P. vannamei). This disease causes cultivation failure and huge loss for shrimp farmers. The cause of this disease is thought to be due to the abundance of the Vibrio bacteria population in cultivation media. This study was aimed to determine the abundance of Vibrio sp. and the presence of Vibrio sp. as a trigger for WFD in P. vannamei ponds and to study the use of several herbal ingredients in suppressing the growth of Vibrio sp. Samples were taken from secondary canals, tertiary canals, primary canals, shrimp pond waters that were not infected with WFD, shrimp pond water infected with WFD, and shrimp infected by WFD. Samples taken from those locations were then inoculated; the total population of the bacteria was calculated, identified and tested for anti-bacterial activity using several herbal products. According to the results of the study, Vibrio abundance was obtained as follows: water sample was positive of WFD by 3.5±0.9×105 CFU mL-1, shrimp intestine was positive of WFD by 4.4±0.1×105 CFU mL-1, primary canal of 3.9±2.×104 CFU mL-1, secondary canal of 1.0±0.1×105 CFU mL-1, tertiary canal 3.2±1.1×105 CFU mL-1, shrimp pond 1 of 2.2±0.3×105 CFU mL-1,shrimp pond 2 of 1.3±0.3×105 CFU mL-1,shrimp pond 3 of 5.2±1.0×104 CFU mL-1 and healthy shrimp intestine of ≤2.5±0,5×104 CFU mL-1. The type of Vibrio identified and suspected of triggering WFD disease were V. vulnificus, V. parahaemolyticus, and V. alginolyticus. Antibacterial test showed that mangrove leaf extract (Rhizophora apiculata) had the best inhibitory effect on V. parahaemolyticus (zone of inhibition of 5.61 mm), followed by ketapang leaf extract (4.9 mm zone of inhibition) and papaya leaf extract (zone of inhibition of 4.5 mm). The best concentration of mangrove leaf extract in suppressing the growth of V. parahaemolyticus was 700 mg L-1.
Key words : Vibrio abundance, WFD triggers, , antibacterial activity, Vibrio parahaemolyticus, Rhizophora apiculata",,12,http://repository.lppm.unila.ac.id/id/eprint/11252,2019-04-01 00:00:00.000000000,article,"[{'id': 'supono_unila@yahoo.com', 'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}}, {'name': {'given': 'Esti', 'honourific': None, 'lineage': None, 'family': 'Harpeni'}, 'id': 'edypeni@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Wardiyanto', 'given': 'Wardiyanto'}, 'id': None}]","Identification of Vibrio sp. as a cause of white feces diseases in white shrimp Penaeus vannamei and handling with herbal ingredients in East Lampung Regency, Indonesia",TRUE,2019-11-04 02:03:38,archive,11252,show,417-425,333,2.0,http://www.bioflux.com.ro/docs/2019.417-425.pdf,2019-11-04 02:03:38,"[{'placement': 1, 'eprintid': 11252, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24255', 'security': 'public', 'docid': 24255, 'main': 'paper.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '49e98a5d7b495144d68734da0b9d65d1', 'datasetid': 'document', 'fileid': 102579, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102579', 'filename': 'paper.pdf', 'filesize': 1081040, 'objectid': 24255, 'mtime': '2019-04-23 09:50:31', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'content': 'published'}]",,,,,,,,,,,"[{'type': 'author', 'url': 'http://www.bioflux.com.ro/docs/2019.417-425.pdf'}]",,,,,
27,disk0/00/01/46/66,Bioflux,AACL Bioflux,['FP3'],public,1844-9166,2019-11-04 02:59:25,8,pub,published,['SH'],"Abstract. White feces disease (WFD) is one of the diseases that attack white shrimp (P. vannamei). This disease causes cultivation failure and huge loss for shrimp farmers. The cause of this disease is thought to be due to the abundance of the Vibrio bacteria population in cultivation media. This study was aimed to determine the abundance of Vibrio sp. and the presence of Vibrio sp. as a trigger for WFD in P. vannamei ponds and to study the use of several herbal ingredients in suppressing the growth of Vibrio sp. Samples were taken from secondary canals, tertiary canals, primary canals, shrimp pond waters that were not infected with WFD, shrimp pond water infected with WFD, and shrimp infected by WFD. Samples taken from those locations were then inoculated; the total population of the bacteria was calculated, identified and tested for anti-bacterial activity using several herbal products. According to the results of the study, Vibrio abundance was obtained as follows: water sample was positive of WFD by 3.5±0.9×105 CFU mL-1, shrimp intestine was positive of WFD by 4.4±0.1×105 CFU mL-1, primary canal of 3.9±2.×104 CFU mL-1, secondary canal of 1.0±0.1×105 CFU mL-1, tertiary canal 3.2±1.1×105 CFU mL-1, shrimp pond 1 of 2.2±0.3×105 CFU mL-1,shrimp pond 2 of 1.3±0.3×105 CFU mL-1,shrimp pond 3 of 5.2±1.0×104 CFU mL-1 and healthy shrimp intestine of ≤2.5±0,5×104 CFU mL-1. The type of Vibrio identified and suspected of triggering WFD disease were V. vulnificus, V. parahaemolyticus, and V. alginolyticus. Antibacterial test showed that mangrove leaf extract (Rhizophora apiculata) had the best inhibitory effect on V. parahaemolyticus (zone of inhibition of 5.61 mm), followed by ketapang leaf extract (4.9 mm zone of inhibition) and papaya leaf extract (zone of inhibition of 4.5 mm). The best concentration of mangrove leaf extract in suppressing the growth of V. parahaemolyticus was 700 mg L-1.
Key words : Vibrio abundance, WFD triggers, , antibacterial activity, Vibrio parahaemolyticus, Rhizophora apiculata",,12,http://repository.lppm.unila.ac.id/id/eprint/14666,2019-04-01 00:00:00.000000000,article,"[{'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'family': 'Supono', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Wardiyanto', 'lineage': None, 'given': 'Wardiyanto'}, 'id': None}, {'id': 'edypeni@yahoo.com', 'name': {'family': 'Harpeni', 'lineage': None, 'honourific': None, 'given': 'Esti'}}]","Identification of Vibrio sp. as a cause of white feces diseases in white shrimp Penaeus vannamei and handling with herbal ingredients in East Lampung Regency, Indonesia",TRUE,2019-11-04 02:59:25,archive,14666,show,417-425,333,2.0,http://www.bioflux.com.ro/aacl,2019-11-04 02:59:25,"[{'format': 'text', 'docid': 27773, 'main': 'paper.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '49e98a5d7b495144d68734da0b9d65d1', 'fileid': 127011, 'datasetid': 'document', 'mtime': '2019-10-29 01:59:40', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/127011', 'filename': 'paper.pdf', 'filesize': 1081040, 'objectid': 27773}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 14666, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27773', 'pos': 1}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/27774', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 14666, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'content': 'published', 'files': [{'hash': '30abfaaf3dc70582ec2da736175913a3', 'mime_type': 'application/pdf', 'fileid': 127014, 'datasetid': 'document', 'mtime': '2019-10-29 02:00:00', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/127014', 'filename': '2019.417-425.pdf', 'objectid': 27774, 'filesize': 470402}], 'main': '2019.417-425.pdf', 'docid': 27774, 'format': 'text'}]",,,,,,,,,,,[{'url': 'http://www.bioflux.com.ro/docs/2019.417-425.pdf'}],,,,,
28,disk0/00/03/37/37,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,['FP3'],public,2302-3600,2021-09-01 01:31:32,6,pub,published,['SH'],"Margasari aquaculture area in Labuhan Maringgai District of East Lampung Regency is applying the system of black tiger shrimp (Penaeus monodon) extensively. The decrease in the number of shrimp production in Margasari Village is suspected as a result of sediment degradation in the pond area. This study was aimed to evaluate the quality of sediment in the pond area for the cultivation of black tiger shrimp. The samples were collected for 4 weeks at 3 ponds, data were analyzed qualitatively and quantitatively. The results showed the location of ponds of 1 belongs to the suitability of the highly suitable (S1) for cultivation activities. The location of ponds of 2 and 3 belong to the moderately suitable (S2) for the cultivation of black tiger shrimp, and requiring more treatment for pH, C-Organic, nitrogen, potassium.
Keywords: Suitability of Sediment, the Village of Margasari, Black Tiger Shrimp",,7,http://repository.lppm.unila.ac.id/id/eprint/33737,2019-02-01 00:00:00.000000000,article,"[{'id': None, 'name': {'lineage': None, 'family': 'nugra', 'honourific': None, 'given': 'balan'}}, {'name': {'honourific': None, 'family': 'Supono', 'lineage': None, 'given': 'Supono'}, 'id': 'supono_unila@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Wardiyanto', 'lineage': None, 'given': 'Wardiyanto'}}]",EVALUATION OF THE POND SEDIMENT QUALITY OF BLACK TIGER SHRIMP (Penaeus monodon) CULTIVATION IN MARGASARI VILLAGE LABUHAN MARINGGAI DISTRICT LAMPUNG TIMUR REGENCY,TRUE,2021-09-01 01:31:32,archive,33737,show,859-868,333,2.0,https://jurnal.fp.unila.ac.id/index.php/bdpi/index,2021-09-01 01:31:32,"[{'main': 'Artikel.pdf', 'files': [{'mtime': '2021-08-31 13:30:17', 'hash_type': 'MD5', 'filename': 'Artikel.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/399574', 'objectid': 153962, 'filesize': 1094923, 'hash': 'da172d7e2fc17b9c428eb8e469be5ad4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 399574}], 'docid': 153962, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 33737, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153962', 'security': 'public'}]",,,,,,,,,,,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/bdpi/article/view/3573/2662'}],,,,,
29,disk0/00/03/38/03,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",,['FP3'],public,,2021-09-08 01:48:36,7,pub,published,['SH'],Hasil review Artikel,,,http://repository.lppm.unila.ac.id/id/eprint/33803,1970-01-01 00:00:00.000002019,other,"[{'name': {'given': 'balan', 'honourific': None, 'family': 'nugra', 'lineage': None}, 'id': None}, {'id': 'supono_unila@yahoo.com', 'name': {'family': 'Supono', 'lineage': None, 'honourific': None, 'given': 'Supono'}}, {'id': None, 'name': {'given': 'Wardiyanto', 'honourific': None, 'lineage': None, 'family': 'Wardiyanto'}}]",Review artikel: Evaluation Of The Pond Sediment Quality Of Black Tiger Shrimp (Penaeus Monodon) Cultivation In Margasari Village Labuhan Maringgai District Lampung Timur Regency,,2021-09-08 01:48:36,archive,33803,show,,333,,,2021-09-08 01:48:36,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154039', 'security': 'public', 'placement': 1, 'eprintid': 33803, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Evaluation of pond sediment.pdf', 'docid': 154039, 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-07 13:48:46', 'objectid': 154039, 'filesize': 562050, 'filename': 'Evaluation of pond sediment.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/400106', 'fileid': 400106, 'datasetid': 'document', 'hash': 'b72e56ed667183d66baf215189102469', 'mime_type': 'application/pdf'}], 'format': 'text'}]",,,,,,,,,,,,,,,,
30,disk0/00/03/41/66,Perikanan dan Kelautan Fakultas Pertanian Unila,,['FP3'],public,,2021-09-27 01:01:38,7,pub,,['SH'],Hasil review,,,http://repository.lppm.unila.ac.id/id/eprint/34166,1970-01-01 00:00:00.000002019,other,"[{'name': {'family': 'nugra', 'lineage': None, 'honourific': None, 'given': 'balan'}, 'id': None}, {'id': 'supono_unila@yahoo.com', 'name': {'given': 'Supono', 'family': 'Supono', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'family': 'Wardiyanto', 'lineage': None, 'honourific': None, 'given': 'Wardiyanto'}}]",Review artikel: Evaluation Of The Pond Sediment Quality Of Black Tiger Shrimp (Penaeus Monodon) Cultivation In Margasari Village Labuhan Maringgai District Lampung Timur Regency,,2021-09-27 01:01:38,archive,34166,show,,333,,,2021-09-27 01:01:38,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154664', 'security': 'public', 'placement': 1, 'eprintid': 34166, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 154664, 'main': '3. evaluation of the sediment.pdf', 'files': [{'hash': 'c75f36808b087213f9998b908b6746cb', 'mime_type': 'application/pdf', 'fileid': 403049, 'datasetid': 'document', 'filename': '3. evaluation of the sediment.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/403049', 'filesize': 690056, 'objectid': 154664, 'mtime': '2021-09-26 04:48:16', 'hash_type': 'MD5'}], 'format': 'text'}]",,,,,,,,,,,,,,,,
