,rev_number,ispublished,status_changed,full_text_status,issn,publisher,divisions,publication,dir,uri,date,volume,abstract,subjects,date_type,refereed,title,creators,type,documents,official_url,lastmod,number,userid,pagerange,metadata_visibility,eprint_status,id_number,eprintid,datestamp,corp_creators,place_of_pub,referencetext,contributors,related_url,patent_applicant,contact_email,pages,department,institution,monograph_type,succeeds,event_location,pres_type,event_dates,event_title,event_type,keywords
42,8,submitted,2021-11-13 10:10:47,public,,Fmipa,['FMIPA3'],,disk0/00/03/66/40,http://repository.lppm.unila.ac.id/id/eprint/36640,1970-01-01 00:00:00.000002021,,"Anggrek alam merupakan salah satu koleksi unggulan di Kebun Raya Liwa yang perlu
dijaga keberadaannya. Infeksi penyakit masih menjadi kendala utama dalam upaya pelestarian dan
pengembangan potensinya. Berdasarkan penelitian kami sebelumnya, diketahui bahwa anggrek
alam di Kebun Raya Liwa menunjukkan gejala terinfeksi penyakit virus, bakteri, dan jamur.
Berdasarkan informasi dari Kepala PLT Kebun Raya Liwa, Sukimin, S.Ip., M.M., diketahui bahwa
pihak pengelola belum memiliki pengetahuan identifikasi infeksi penyakit serta pengendaliannya.
Upaya pengendalian penyakit selama ini masih menggunakan pestisida komersial yang mahal dan
tidak ramah lingkungan. Oleh sebab itu, diperlukan peningkatan upaya pengendalian penyakit
yang lebih efektif dan efisien.
Penelitian ini bertujuan mengembangkan sistem pakar berbasis web untuk mengendalikan
penyakit anggrek alam. Data infeksi penyakit dikoleksi dari green house anggrek di Kebun Raya
Liwa dan metode penelitian yang digunakan adalah profile matching pada sistem kepakaran.
Output dari penelitian ini berupaTeknologi Tepat Guna yang dilindungi HKI (Hak Cipta) dan bisa
diakses umum, publikasi pada jurnal internasional terindeks scopus, serta publikasi pada seminar
internasional dan nasional. Diseminasi hasil penelitian ini dilakukan bersama dengan Kebun Raya
Liwa selaku mitra yang memfasilitasi inventarisasi data infeksi penyakit anggrek dan diseminasi
hasil penelitian. Hasil penelitian ini diharapkan membantu diagnosa dan pengendalian infeksi penyakit
anggrek alam di Kebun Raya Liwa dengan lebih cepat, efektif, dan efisien.",['QA75'],,,"Laporan Akhir Penelitian Terapan : IMPLEMENTASI METODE PROFILE MATCHING PADA SISTEM
PAKAR PENYAKIT ANGGREK ALAM DI KEBUN RAYA LIWA BERBASIS
WEB","[{'name': {'given': 'Mahfut', 'lineage': None, 'family': 'Mahfut', 'honourific': None}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}, {'id': 'admi_syarif@yahoo.com', 'name': {'honourific': None, 'family': 'Syarif', 'lineage': None, 'given': 'Admi'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Muludi', 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",other,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157555', 'pos': 1, 'eprintid': 36640, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 157555, 'main': 'Dr. Mahfut, M.Sc_MIPA_PT_Laporan Akhir_2021_compressed.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '7375083bb83292f4dc4c12a507d3513d', 'datasetid': 'document', 'fileid': 422146, 'filename': 'Dr. Mahfut, M.Sc_MIPA_PT_Laporan Akhir_2021_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/422146', 'filesize': 1316064, 'objectid': 157555, 'mtime': '2021-11-13 08:10:14', 'hash_type': 'MD5'}]}]",,2021-11-13 10:10:47,,883,,show,archive,,36640,2021-11-13 10:10:47,,,,,,,,,,,,,,,,,,
43,7,unpub,2022-01-28 07:22:45,public,,Personal,['FMIPA3'],,disk0/00/03/86/26,http://repository.lppm.unila.ac.id/id/eprint/38626,1970-01-01 00:00:00.000002021,,,['QA76'],,,Peer Review 2 Jounal : Fuzzy-Based Application Model and Profile Matching for Recommendation Suitability of Type 2 Diabetic,"[{'name': {'given': 'Kurnia', 'honourific': None, 'lineage': None, 'family': 'Muludi'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",other,"[{'eprintid': 38626, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159733', 'pos': 1, 'format': 'text', 'main': 'ji3-w.pdf', 'docid': 159733, 'files': [{'datasetid': 'document', 'fileid': 436971, 'hash': '1c588fe2201b945be8282de5e6713468', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-28 07:08:26', 'filesize': 316325, 'objectid': 159733, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436971', 'filename': 'ji3-w.pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,2022-01-28 07:22:45,,883,,show,archive,,38626,2022-01-28 07:22:45,,,,,,,,,,,,,,,,,,
44,7,unpub,2022-01-28 07:22:51,public,,Personal,['FMIPA3'],,disk0/00/03/86/29,http://repository.lppm.unila.ac.id/id/eprint/38629,1970-01-01 00:00:00.000002021,,,['QA76'],,,Peer Review 2 Journal : The Locating-Chromatic Number of Origami Graphs,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'lineage': None, 'family': 'Muludi'}}]",other,"[{'format': 'text', 'main': 'ji6-w.pdf', 'docid': 159736, 'files': [{'hash_type': 'MD5', 'mtime': '2022-01-28 07:13:26', 'filesize': 294475, 'objectid': 159736, 'filename': 'ji6-w.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436994', 'datasetid': 'document', 'fileid': 436994, 'hash': '0ab0b756ed3b64f75e499ee29f83919c', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 38629, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159736'}]",,2022-01-28 07:22:51,,883,,show,archive,,38629,2022-01-28 07:22:51,,,,,,,,,,,,,,,,,,
45,11,pub,2022-07-25 09:04:52,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Jurnal Pepadun,disk0/00/04/36/03,http://repository.lppm.unila.ac.id/id/eprint/43603,2021-12-01 00:00:00.000000000,2.0,"Sentiment analysis is a computational study of opinion from various opinions, which is part of the work that conducts a review related to the computational treatment of opinions, sentiments, and perceptions of the text. To solve various problems in sentiment analysis, needed a good text representation method. In this study, a deep learning analysis was carried out using the Recurrent Neural Network (RNN) method and the Word2Vec Model as word embedding in sentiment classification. The sentiment dataset used comes from user reviews on Twitter (tweets) on the health protocols implemented by the public from the government's appeal. The results showed that the RNN model using sigmoid activation resulted in the greatest accuracy of 66%. The training process in this test uses 10 epochs and 32 batch sizes so that the precision value for negative sentiment is 54% and for positive sentiment is 67%.",['QA75'],published,TRUE,Sentiment Analysis Protokol Kesehatan Virus Corona Dari Tweet Menggunakan Word2Vec Model dan Recurrent Neural Network Learning,"[{'name': {'honourific': None, 'family': 'Muludi', 'lineage': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'given': 'Dewi Asiah', 'lineage': None, 'family': 'Shofiana', 'honourific': None}, 'id': 'dewi.asiah@fmipa.unila.ac.id'}, {'id': 'ayuanesca2107@gmail.com', 'name': {'lineage': None, 'family': 'Anesca', 'honourific': None, 'given': 'Ni Putu Ayu'}}]",article,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash': 'b9c8d7e168d41f825cb83b87d9567c55', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 475732, 'mtime': '2022-07-25 02:52:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/475732', 'filename': '86-Article Text-460-1-10-20220611_Pepadun_SENTIMENT ANALYSIS PROTOKOL KESEHATAN VIRUS CORONA DARI TWEET MENGGUNAKAN WORD2VEC MODEL DAN RECURRENT NEURAL NETWORK LEARNING.pdf', 'objectid': 165550, 'filesize': 303258}], 'main': '86-Article Text-460-1-10-20220611_Pepadun_SENTIMENT ANALYSIS PROTOKOL KESEHATAN VIRUS CORONA DARI TWEET MENGGUNAKAN WORD2VEC MODEL DAN RECURRENT NEURAL NETWORK LEARNING.pdf', 'docid': 165550, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165550', 'security': 'public', 'placement': 1, 'eprintid': 43603}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/86,2022-07-25 09:04:52,3.0,3222,432-439,show,archive,https://doi.org/10.23960/pepadun.v2i3.86,43603,2022-07-25 09:04:52,,,,,,,,,,,,,,,,,,
46,7,pub,2022-06-13 08:46:59,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Pepadun,disk0/00/04/23/81,http://repository.lppm.unila.ac.id/id/eprint/42381,2021-08-01 00:00:00.000000000,2.0,"Hypertension is a condition in which a person experiences an increase in blood pressure above the normal value which causes pain and even death. Normal human blood pressure is 120/80 mmHg. Patients with hypertension cannot be cured, but prevention and control can be done. The hypertension cases are always increasing in Indonesia. The Bandar Lampung City Health Service stated that hypertension is a disease that always ranks in the top ten diseases in Bandar Lampung City. Diagnosis of hypertension is currently manually performed by requiring a lot of energy, materials, and time. Based on the condition, there is an idea to apply the field of biomedical data analysis to help diagnosing hypertension using the support vector machine (SVM) method in Bandar Lampung City. This study classifies and measures the accuracy of the support vector machine method in hypertension. The data comes from five health centers in Bandar Lampung City from 2017 to 2019 with 10-fold cross validation data sharing. The kernels used are linear, gaussian, and polynomial kernels. This study successfully classifies hypertension sufferers in Bandar Lampung City. The result of the highest feature correlation analysis is 0.90. The results of the classification using the support vector machine method get the highest accuracy, which is 99.78% on the gaussian kernel.",['QA76'],published,TRUE,Klasifikasi Kejadian Hipertensi dengan Metode Support Vector Machine (SVM) Menggunakan Data Puskesmas di Kota Bandar Lampung,"[{'name': {'honourific': None, 'family': 'Pasaribu', 'lineage': None, 'given': 'Indah Martika'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Favorisen R. Lumbanraja', 'given': 'Rosi'}, 'id': 'favorisen.lumbanraja@unila.ac.id'}, {'id': 'dewi.asiah@fmipa.unila.ac.id', 'name': {'given': 'Dewi Asiah', 'honourific': None, 'family': 'Shofiana', 'lineage': None}}, {'id': None, 'name': {'given': 'Aristoteles', 'lineage': None, 'family': 'Aristoteles', 'honourific': None}}]",article,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164093', 'eprintid': 42381, 'placement': 1, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '56-Article Text-286-1-10-20220527.pdf', 'docid': 164093, 'files': [{'mtime': '2022-06-13 03:01:59', 'hash_type': 'MD5', 'filename': '56-Article Text-286-1-10-20220527.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/466094', 'filesize': 293538, 'objectid': 164093, 'mime_type': 'application/pdf', 'hash': 'ac580479ef00d41a7a467135835e06fa', 'fileid': 466094, 'datasetid': 'document'}]}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/56,2022-06-13 08:46:59,2.0,215,183-190,show,archive,https://doi.org/10.23960/pepadun.v2i2.56,42381,2022-06-13 08:46:59,,,,,,,,,,,,,,,,,,
47,7,submitted,2021-11-12 00:48:44,public,,Lembaga Penelitian dan Pengabdian kepada Masyarakat,['FMIPA3'],,disk0/00/03/62/82,http://repository.lppm.unila.ac.id/id/eprint/36282,2021-10-22 00:00:00.000000000,,"Tumbuhan merupakan salah satu komoditas yang banyak tersedia di negara tropis. Indonesia sebagai salah satu negara tropis memiliki potensi hayati yang sangat besar. Salah satu potensi yang banyak dimiliki di Indonesia adalah tumbuhan obat. Tumbuhan yang mengandung obat banyak tumbuh secara alami. Banyak masyarakat yang belum mengetahui jenis dan manfaat dari tumbuhan obat. Hal ini disebabkan pengetahuan akan tumbuhan obat banyak diajarkan berdasarkan budaya atau kebiasaan yang beredar di masyarakat. Salah satu cara mengenali jenis tumbuhan obat yaitu melalui bentuk tulang daun. Dengan mengimplementasikan teknologi yang saat ini banyak berkembang, maka masyarakat akan banyak terbantu dalam mengenali tumbuhan obat disekitarnya. Bentuk penerapan teknologi yang banyak digunakan adalah jenis komputer vision yang banyak digunakan untuk identifikasi gambar. Gambar atau citra daun tanaman obat digunakan sebagai data yang mewakili jenis tumbuhan obat tertentu. Data yang digunakan merupakan data yang telah diberikan perlakuan khusus dalam pengambilan gambar atau citra. Praprosesing dilakukan pada data yang didapat sebagai langkah awal pemrosesan data. Selanjutnya data dibagi menjadi data latih dan data uji. Data latih digunakan untuk membentuk pola sedangkan data uji digunakan untuk proses pengujian. Hasil dari pengujian dikuatifikasi untuk mendapatkan akurasi dari klasifikasi yang telah dilakukan terhadap data uji.",['QA75'],submitted,,"Komputer Vision: Sistem Indentifikasi Tumbuhan Obat
Melalui Pola Tulang Daun","[{'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Prabowo', 'given': 'Rizky'}}, {'name': {'given': 'Yunda', 'honourific': None, 'family': 'Heningtyas', 'lineage': None}, 'id': 'yundaheningtyas@fmipa.unila.ac.id'}, {'id': 'machudor.yusman@fmipa.unila.ac.id', 'name': {'given': 'Machudor', 'family': 'Yusman', 'lineage': None, 'honourific': None}}]",monograph,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Rizky Prabowo-FMIPA-PDP-laporan akhir.pdf', 'docid': 157219, 'files': [{'mtime': '2021-11-11 22:51:25', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/419521', 'filename': 'Rizky Prabowo-FMIPA-PDP-laporan akhir.pdf', 'objectid': 157219, 'filesize': 1478352, 'hash': 'b1395ca75baeb40ae69812e76dbb304f', 'mime_type': 'application/pdf', 'fileid': 419521, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157219', 'eprintid': 36282, 'placement': 1}]",https://silemlit21.unila.ac.id/docs/laporan/40738846dd34e75db12c1f4d2e91155b.pdf,2021-11-12 00:48:44,,2425,,show,archive,,36282,2021-11-12 00:48:44,,bandar lampung,,,,,,,rektorat Universitas lampung,Lembaga Penelitian dan Pengabdian kepada Masyarakat,project_report,,,,,,,
48,6,pub,2021-05-27 02:34:15,public,2406-7857,Prodi Ilmu Komputer Universitas Lambung Mangkurat,['FMIPA3'],Kumpulan Jurnal Ilmu Komputer (KLIK),disk0/00/03/07/99,http://repository.lppm.unila.ac.id/id/eprint/30799,2021-02-26 00:00:00.000000000,8.0,"The automotive industry in Indonesia has significant increase in the past decade. A famous car company opened a manufacturing branch to increase its production capacity in Indonesia. An increase in sales is directly proportional to an increase in service to customers. Damage on electrical system is the majority of modern car. Unfortunately, car users have minimal knowledge of car electricity. This article describes the technique of detecting the level of damage to a car's electrical system using the Adaptive Neuro-Fuzzy Inference System (Anfis) concept. As a case study in designing the system in question is the electrical system on the Toyota Avanza. Formation of a fuzzy inference system which is used for the system formation process through a GUI-based interface design (Graphic User Interface). The output of the system is a fuzzy analysis based on the membership function of the Gaussian, Triangular and Trapezoid methods to obtain an analysis of the level of damage to the electrical system on a Toyota Avanza. From the results of the system test for starter system, firewire system and lighting system, it is concluded that the analysis of the level of damage to the electrical system on the car using Anfis based on the Gaussian membership function model is more accurate(reach 85%) in predicting the level of damage to the analyzed electrical system.",['QA76'],published,TRUE,DETEKSI TINGKAT KERUSAKAN SISTEM KELISTRIKAN PADA MOBIL MENGGUNAKAN ADAPTIVE NEURO-FUZZY INFERENCE SYSTEM,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Prabowo', 'given': 'Rizky'}, 'id': 'rizky.prabowo@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Zuliana', 'family': 'Nurfadlilah', 'lineage': None, 'honourific': None}}, {'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'family': 'Lumbanraja', 'lineage': None, 'honourific': None, 'given': 'Favorisen R'}}, {'name': {'given': 'Didik', 'honourific': None, 'lineage': None, 'family': 'Kurniawan'}, 'id': 'didikunila@gmail.com'}]",article,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '377-862-1-PB.pdf', 'docid': 138995, 'files': [{'hash': 'a0dbfc89d32b3ee56fc53a6458aa13eb', 'mime_type': 'application/pdf', 'fileid': 365319, 'datasetid': 'document', 'filename': '377-862-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/365319', 'objectid': 138995, 'filesize': 873177, 'mtime': '2021-05-25 20:57:32', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138995', 'security': 'public', 'placement': 1, 'eprintid': 30799}]",http://klik.ulm.ac.id/index.php/klik/article/view/377,2021-05-27 02:34:15,1.0,2425,,show,archive,dx.doi.org/10.20527/klik.v8i1.377,30799,2021-05-27 02:34:15,,,,,,,,,,,,,,,,,,
49,7,pub,2021-10-27 01:22:25,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Jurnal Pepadun,disk0/00/03/46/49,http://repository.lppm.unila.ac.id/id/eprint/34649,2021-04-01 00:00:00.000000000,2.0,"SMA  Negeri  (SMAN)  1  Liwa  is  a  secondary  education  school  located  in  the  West  Lampung  Regency  of Lampung Province. The current management of academic data in SMA Negeri 1 Liwa still implements manual methods. Thus, this research is conducted to build a web-based academic data management system for SMA Negeri 1 Liwa. It aims to digitally process administrative data, such as the data of lessons, students, teachers, classes, mutations, and student grade reports. Waterfall method was applied to develop the system with the PHP programming language and MySQL.  Performance of the system was examined using the black-box testing method. From this study, a web-based system was successfully developed and can be accessed directly by the teachers and administrative staff.

Keywords:Blackbox Testing; Data Management; Management of Academic;MySQL; PHP.",['QA76'],published,TRUE,PERANCANGAN DAN IMPLEMENTASI SISTEM MANAJEMEN DALAM PENGELOLAAN DATA AKADEMIK BERBASIS WEB DI SMA NEGERI 1 LIWA,"[{'name': {'given': 'Aldo Adigia', 'lineage': None, 'family': 'Pradipta', 'honourific': None}, 'id': None}, {'id': 'machudor.yusman@fmipa.unila.ac.id', 'name': {'given': 'Machudor', 'family': 'Yusman', 'lineage': None, 'honourific': None}}, {'id': 'dewi.asiah@fmipa.unila.ac.id', 'name': {'given': 'Dewi Asiah', 'honourific': None, 'lineage': None, 'family': 'Shofiana'}}, {'name': {'family': 'Aristoteles', 'lineage': None, 'honourific': None, 'given': 'Aristoteles'}, 'id': None}]",article,"[{'placement': 1, 'eprintid': 34649, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155224', 'pos': 1, 'security': 'public', 'docid': 155224, 'main': '31-Article Text-148-1-10-20211022.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-10-26 04:05:27', 'filesize': 742809, 'objectid': 155224, 'filename': '31-Article Text-148-1-10-20211022.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/407018', 'fileid': 407018, 'datasetid': 'document', 'hash': '3334f9ffc82f340b63a7a2c8a91449be', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal,2021-10-27 01:22:25,1.0,215,31-39,show,archive,https://doi.org/10.23960/pepadun.v2i1.31,34649,2021-10-27 01:22:25,,,,,,,,,,,,,,,,,,
50,7,pub,2021-05-27 02:34:04,public,Print : 1742-6588 Online : 1742-6596,IOP Publishing,['FMIPA3'],Journal of Physics: Conference Series,disk0/00/03/07/97,http://repository.lppm.unila.ac.id/id/eprint/30797,2021-03-17 00:00:00.000000000,1810.0,"This study described the prototype of the smart system for support safety riding using the  Internet  of  Things  (IoT)  technology.  This system  consists  of  connectivity  objects  like helmets, motorcycles,and riders/people (via smartphone). The system is pervasive in helmets and motorcycle with several main electronic components,including NodeMCU microcontroller, accelerometer-gyroscope  sensor,  a  GPS  (Global  Positioning  System)  module,  flex  sensor, buzzer,and relay. The helmet, motorcycles,and riders then are connected with others through the internet with the android application interface. The application can monitor real-time status and location riders using firebases's real-time database. This system has four features,which are a  combination  of  previous  related  works,  namely helmet  detection,  drowsiness  detection, accident detection,and notification with the accident's location that can be tracked by others. The results of this system prototype experiment showed that all features of the system are running well. The accuracy value for helmet detection is 100%, drowsiness detection is 87%, and accident detection  is  90%.  Rider  status  and  location  can  be  monitored  and  tracked  by  others  via  the android application.",['QA75'],published,TRUE,A prototype of IoT-based smart system to support motorcyclists safety,"[{'name': {'family': 'Prasetyawan', 'lineage': None, 'honourific': None, 'given': 'Purwono'}, 'id': 'purwono.prasetyawan@teknokrat.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Samsugi', 'given': 'Slamet'}, 'id': None}, {'id': None, 'name': {'given': 'Agus', 'honourific': None, 'lineage': None, 'family': 'Mulyanto'}}, {'id': 'muhammad.iqbal@fmipa.unila.ac.id', 'name': {'family': 'Iqbal', 'lineage': None, 'honourific': None, 'given': 'Muhammad'}}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'family': 'Prabowo', 'lineage': None, 'honourific': None, 'given': 'Rizky'}}, {'id': 'ardiansyah@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Ardiansyah', 'honourific': None, 'given': 'Ardiansyah'}}]",article,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Prasetyawan_2021_J._Phys. _Conf._Ser._1810_012005.pdf', 'docid': 138987, 'files': [{'mime_type': 'application/pdf', 'hash': '8b3f5352806556360e07d555ceb878f3', 'fileid': 365299, 'datasetid': 'document', 'mtime': '2021-05-25 20:31:20', 'hash_type': 'MD5', 'filename': 'Prasetyawan_2021_J._Phys. _Conf._Ser._1810_012005.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/365299', 'objectid': 138987, 'filesize': 706785}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138987', 'eprintid': 30797, 'placement': 1}]",https://iopscience.iop.org/article/10.1088/1742-6596/1810/1/012005,2021-05-27 02:34:04,12005.0,2425,,show,archive,10.1088/1742-6596/1810/1/012005,30797,2021-05-27 02:34:04,,,,,,,,,,,,,,,,,,
51,8,pub,2021-08-05 09:07:58,public,1742-6596,IOP Publishing,['FMIPA3'],Journal of Physics: Conference Series,disk0/00/03/33/17,http://repository.lppm.unila.ac.id/id/eprint/33317,2021-01-27 00:00:00.000000000,1751.0,"Used goods/secondhand can be found anywhere during the buying cycle. Used goods are also can be reused and even still have value. Used goods such as books, clothes, bags, shoes that are still suitable for use, can also be donated to others needy. In the current technological development, many donations have been made online. This can provide donors and social institutions in raising donations. But the donations consist only of money and are not goods. In overcoming this, the eDonation apps can help donors in donating their used goods. This application also helps social institutions in raising broader donations. By utilizing location-based services, donors can find out the location of social institutions in the vicinity, so donors can choose the location of the nearest social institution that receives donations in the form of used goods that are suitable for use.",['QA76'],published,TRUE,eDonation Android Application for Used Goods Donation using Location�based Service,"[{'name': {'given': 'Rd. Irwan Adi', 'lineage': None, 'family': 'Pribadi', 'honourific': None}, 'id': 'irwan.adipribadi@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'A', 'lineage': None, 'family': 'Pambudi', 'honourific': None}}, {'id': 'ardiansyah@fmipa.unila.ac.id', 'name': {'given': 'Ardiansyah', 'honourific': None, 'family': 'Ardiansyah', 'lineage': None}}]",article,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Pribadi_2021_J._Phys.__Conf._Ser._1751_012037.pdf', 'files': [{'datasetid': 'document', 'fileid': 394894, 'hash': '968f3e200b806e5103b4b1ed90436db6', 'mime_type': 'application/pdf', 'objectid': 152348, 'filesize': 878452, 'filename': 'Pribadi_2021_J._Phys.__Conf._Ser._1751_012037.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/394894', 'hash_type': 'MD5', 'mtime': '2021-08-03 08:52:44'}], 'docid': 152348, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/152348', 'security': 'public', 'placement': 1, 'eprintid': 33317}]",https://iopscience.iop.org/journal/1742-6596,2021-08-05 09:07:58,,2504,1-8,show,archive,https://doi.org/10.1088/1742-6596/1751/1/012037,33317,2021-08-05 09:07:58,"['Jurusan Ilmu Komputer, FMIPA Universitas Lampung']",,,,,,,,,,,,,,,,,
52,5,pub,2021-11-07 02:58:52,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Pepadun,disk0/00/03/53/70,http://repository.lppm.unila.ac.id/id/eprint/35370,2021-04-01 00:00:00.000000000,2.0,"Laravel is a framework based on the PHP programming language that can be used in making web-based applications that are very popular for use ranging from small-scale to large-scale projects. Applications developed using laravel can be used for the benefit of individuals or institutions to facilitate the data management process. The Al Quran Education Park of the Ad-Du'a Mosque as a non-formal educational institution has many students that need to be processed to make it easier for institutional leaders to determine policies. Data processing for students through a web application is considered very easy because it can be done online and more effectively. The data that is processed in this application is student data starting from the registration process to determining the study group. In determining the study group, the system admin will classify the data that has been collected from the registration process based on the age range and ability to read the Koran. The process of making this application uses the extreme programming method because this method is quite effective when used in developing small-scale applications. The stages in this method are planning, design, coding, test, then if it is appropriate then release the application. After going through the stages of making an application using this method, a web-based application is produced which can be used to manage student data at the Al-Quran Education Park of the Ad-Du'a Mosque.","['QA75', 'QA76']",published,TRUE,RANCANG BANGUN SISTEM INFORMASI MANAJEMEN DATA SANTRI PADA TAMAN PENDIDIKAN AL QURAN MASJID AD-DU’A BERBASIS LARAVEL,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Purnomo', 'given': 'Anis'}, 'id': 'anis.purnomo1015@students.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Hijriani', 'lineage': None, 'given': 'Astria'}, 'id': 'astria.hijriani@fmipa.unila.ac.id'}, {'id': 'ossy.dwiendah@fmipa.ac.id', 'name': {'given': 'Ossy Dwi Endah', 'honourific': None, 'family': 'Wulansari', 'lineage': None}}]",article,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 156189, 'main': '29-Article Text-146-2-10-20211105.pdf', 'files': [{'datasetid': 'document', 'fileid': 412676, 'mime_type': 'application/pdf', 'hash': '94f82e79d0a7f04dccc50373ba1aa3a0', 'hash_type': 'MD5', 'mtime': '2021-11-07 02:39:45', 'objectid': 156189, 'filesize': 666405, 'uri': 'http://repository.lppm.unila.ac.id/id/file/412676', 'filename': '29-Article Text-146-2-10-20211105.pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156189', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 35370}]",https://pepadun.fmipa.unila.ac.id/,2021-11-07 02:58:52,1.0,80,21-30,show,archive,https://doi.org/10.23960/pepadun.v2i1.29,35370,2021-11-07 02:58:52,"['University of Lampung', 'University of Lampung', 'University of Lampung']",,,"[{'id': 'astria.hijriani@fmipa.unila.ac.id', 'name': {'given': 'Astria', 'honourific': None, 'family': 'Hijriani', 'lineage': None}}]",,,,,,,,34803.0,,,,,,
