,official_url,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprint_status,eprintid,title,refereed,type,creators,date,uri,abstract,volume,subjects,rev_number,ispublished,issn,full_text_status,status_changed,publication,publisher,divisions,dir,date_type,id_number,place_of_pub,patent_applicant,succeeds,event_location,event_dates,pres_type,event_type,event_title,contact_email,pages,corp_creators,related_url,referencetext,monograph_type,institution,department,contributors
55,https://ejournal.undip.ac.id/index.php/jsinbis/index,2021-06-15 07:23:36,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 148007, 'main': 'JN_Terindeks_4_JSINBIS 2020 - Vol 10, No 1 - Lengkap.pdf', 'files': [{'mtime': '2021-06-15 07:23:36', 'hash_type': 'MD5', 'filename': 'JN_Terindeks_4_JSINBIS 2020 - Vol 10, No 1 - Lengkap.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/385613', 'filesize': 6442540, 'objectid': 148007, 'hash': '3bfba80ccb1460d6865f16b3d0e9f820', 'mime_type': 'application/pdf', 'fileid': 385613, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148007', 'eprintid': 23905, 'placement': 1}]",725,1.0,show,64-72,2020-09-07 07:59:13,archive,23905,Implementasi Augmented Reality Furniture Dengan User- Defined Target Berbasis Android,TRUE,article,"[{'name': {'honourific': None, 'family': 'Junaidi', 'lineage': None, 'given': 'Akmal'}, 'id': '.'}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Prabowo', 'lineage': None, 'given': 'Rizky'}}, {'name': {'lineage': None, 'family': 'Admi Syarif', 'honourific': None, 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}, {'id': None, 'name': {'given': 'Yudistira', 'honourific': None, 'lineage': None, 'family': 'Fazri'}}]",2020-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/23905,Katalog furniture hanya menampilkan barang–barang dalam bentuk 2 dimensi yang statis. Pembeli sering kali ingin melihat furniture yang dapat ditempatkan pada ruangan yang sesungguhnya. Penelitian ini bertujuan untuk mengintegrasikan furniture 2D suatu katalog pada teknologi Augmented Reality (AR) sebagai suatu aplikasi yang berjalan pada platform Android. Aplikasi yang disebut Home-View ini dapat mengelola suatu gambar furniture 3D dengan ukuran yang dapat disesuaikan pada lingkungan yang nyata. Pengguna aplikasi ini dapat mengatur ulang ukuran produk furniture dan menampilkan objek tersebut pada lokasi yang diinginkan. Aplikasi Home-View dikembangkan dengan teknologi Augmented Reality. Pengembangan aplikasi menggunakan library Vuforia SDK dengan metode User-Defined Target (UDT) pada software Unity 3D. UDT digunakan agar aplikasi dapat menampilkan 3D furniture menggunakan gambar yang diinginkan pengguna sebagai target seperti sampul majalah atau buku. Aplikasi Home-View memiliki dua menu yaitu Marker Katalog dan Home View. Marker Katalog berfungsi untuk melihat 3D furniture dalam bentuk kecil pada catalog furniture. Home View berfungsi untuk melihat 3D furniture di dalam ruangan yang aktual. Aplikasi ini memiliki fitur positioning terhadap sumbu x dan y dan fitur rotating terhadap sumbu z. Aplikasi dapat bekerja dengan menampilkan 3D furniture sesuai ukuran aslinya pada menu Home View dan berhasil menampilkan 3D furniture sesuai dengan furniture yang ada pada katalog pada menu Marker Katalog.,10.0,['T1'],9,pub,"2502-2377 (eISSN), 2088-3587 (pISSN)",public,2020-09-07 07:59:13,Jurnal Sistem Informasi Bisnis (JSINBIS),Program Magister Sistem Informasi Universitas Diponegoro,['FMIPA3'],disk0/00/02/39/05,published,10.21456/vol10iss1pp64-72,,,,,,,,,,,,,,,,,
56,https://ejournal.undip.ac.id/index.php/jsinbis/article/view/26150,2021-04-01 01:47:02,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/42886', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 28368, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '13. jsinbis20_nilai.pdf', 'files': [{'mtime': '2021-03-31 19:50:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255534', 'filename': '13. jsinbis20_nilai.pdf', 'filesize': 2570103, 'objectid': 42886, 'hash': '2b8b623908e59122ecbbf773cde61961', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 255534}], 'docid': 42886, 'format': 'text'}]",725,,show,,2021-04-01 01:47:02,archive,28368,Peer Review: Implementasi Augmented Reality Furniture Dengan User-Defined Target Berbasis Android,,other,"[{'name': {'given': 'Akmal', 'honourific': None, 'family': 'Junaidi', 'lineage': None}, 'id': '.'}, {'name': {'given': 'Rizky', 'family': 'Prabowo', 'lineage': None, 'honourific': None}, 'id': 'rizky.prabowo@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Admi Syarif', 'honourific': None, 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'given': 'Yudistira', 'family': 'Fazri', 'lineage': None, 'honourific': None}, 'id': None}]",2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28368,Katalog furniture hanya menampilkan barang–barang dalam bentuk 2 dimensi yang statis. Pembeli sering kali ingin melihat furniture yang dapat ditempatkan pada ruangan yang sesungguhnya. Penelitian ini bertujuan untuk mengintegrasikan furniture 2D suatu katalog pada teknologi Augmented Reality (AR) sebagai suatu aplikasi yang berjalan pada platform Android. Aplikasi yang disebut Home-View ini dapat mengelola suatu gambar furniture 3D dengan ukuran yang dapat disesuaikan pada lingkungan yang nyata. Pengguna aplikasi ini dapat mengatur ulang ukuran produk furniture dan menampilkan objek tersebut pada lokasi yang diinginkan. Aplikasi Home-View dikembangkan dengan teknologi Augmented Reality. Pengembangan aplikasi menggunakan library Vuforia SDK dengan metode User-Defined Target (UDT) pada software Unity 3D. UDT digunakan agar aplikasi dapat menampilkan 3D furniture menggunakan gambar yang diinginkan pengguna sebagai target seperti sampul majalah atau buku. Aplikasi Home-View memiliki dua menu yaitu Marker Katalog dan Home View. Marker Katalog berfungsi untuk melihat 3D furniture dalam bentuk kecil pada catalog furniture. Home View berfungsi untuk melihat 3D furniture di dalam ruangan yang aktual. Aplikasi ini memiliki fitur positioning terhadap sumbu x dan y dan fitur rotating terhadap sumbu z. Aplikasi dapat bekerja dengan menampilkan 3D furniture sesuai ukuran aslinya pada menu Home View dan berhasil menampilkan 3D furniture sesuai dengan furniture yang ada pada katalog pada menu Marker Katalog.,,['T1'],7,pub,,public,2021-04-01 01:47:02,,Program Magister Sistem Informasi Universitas Diponego,['FMIPA3'],disk0/00/02/83/68,,DOI: 10.21456/vol10iss1pp64-72,,,,,,,,,,,,,,,,,
57,https://tabikpun.fmipa.unila.ac.id/index.php/jpkm_tp,2021-05-31 01:53:06,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'junaidi2020-PMC_PKM_metode_kanang.pdf', 'files': [{'hash': '906795c52108679fb0f0e38c2ce6800f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 372252, 'filename': 'junaidi2020-PMC_PKM_metode_kanang.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372252', 'objectid': 141988, 'filesize': 574828, 'mtime': '2021-05-31 01:53:06', 'hash_type': 'MD5'}], 'docid': 141988, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141988', 'security': 'public', 'placement': 1, 'eprintid': 31388}]",670,1.0,show,31-38,2021-05-30 15:35:56,archive,31388,"Pelatihan Mengetik Cepat Dengan Metode Kanang di Desa Tambah
Dadi, Kecamatan Purbolinggo, Lampung Timur",TRUE,article,"[{'name': {'given': 'Akmal', 'family': 'Junaidi', 'lineage': None, 'honourific': None}, 'id': 'akmal.junaidi@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Utami', 'given': 'Yohana Tri'}, 'id': 'yohana.utami@fmipa.unila.ac.id'}, {'id': 'dwijim@fmipa.unila.ac.id', 'name': {'given': 'Dwi', 'honourific': None, 'family': 'Sakethi', 'lineage': None}}, {'name': {'given': 'Rd. Irwan Adi', 'honourific': None, 'lineage': None, 'family': 'Pribadi'}, 'id': 'irwan.adipribadi@fmipa.unila.ac.id'}]",2020-11-12 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/31388,,1.0,['QA75'],11,pub,2745-7699,public,2021-05-30 15:35:56,Jurnal Pengabdian Kepada Masyarakat (JPKM) TABIKPUN,FMIPA Universitas Lampung,['FMIPA3'],disk0/00/03/13/88,,,,,26936.0,,,,,,,,,,"Arsyad, A. (2007). Media Pembelajaran (cetakan kesembilan). Jakarta: PT. Raja Grafindo Persada.

Desa Tambah Dadi. (2018). Profil Desa. Retrieved September 2, 2020, from Website Resmi Desa Tambah Dadi: http://tambahdadi-lampungtimur.desa.id

Ditjen Pembangunan dan PMD. (2020). Peringkat Status Indeks Desa Membangun (IDM) Provinsi, Kabupaten, Kecamatan, Desa Tahun 2020. Jakarta: Kementerian Desa, Pembangunan Daerah Tertinggal, Dan Transmigrasi, Republik Indonesia.

Hariyanto, K. (2010). 60 Menit Mahir Mengetik. Surabaya: PT Java Pustaka.

Kemendagri. (2015, December 31). Permendagri Nomor 84 tahun 2015. Retrieved September 7, 2020, from Jaringan Dokumentasi dan Informasi Hukum, Kemendagri Republik Indonesia: http://jdih.kemendagri.go.id/jdih/uploads/Permendagri/Permen%20No.84%20TH%202015a516a87cfcaef229b342c437fe2b95f7.pdf

Kementerian Desa, PDT dan Transmigrasi. (2020). Sistem Informasi Desa. Retrieved September 3, 2020, from SID - KEMENDESA: https://sid.kemendesa.go.id/home/idm/1807082004

Nugraheny, D., Wintolo, H., Kusumaningrum, A., Sudaryanto, & Sajati, H. (2019). Pendampingan Pengenalan Metode Pengetikan Cepat Menggunakan Microsoft Word Bagi Siswa Kelas 5 SD IT Salsabila Al Muthi’in Yogyakarta. KACANEGARA Jurnal Pengabdian pada Masyarakat, 2(1), 21-28. doi:10.28989/kacanegara.v2i1.406

Setyaningsih, L. H., & Muhsin. (2014). Peningkatan Keterampilan Mengetik Sistem 10 Jari Buta dengan Menggunakan Model Pembelajaran Berbasis Komputer Berbantu Media Typing Master pada Siswa Kelas X AP SMK Muhammadiyah 01 Pati. Economic Education Analysis Journal, 89-93.

Sulastri, T. (2014). Analisis Mengetik Cepat 10 Jari Menggunakan Teknologi Komputer Berbasis Aplikasi Software Rapidtyping. Jurnal Komputer Bisnis, 4(2), 13-18.

Tjahjono, B. (2015). Pelatihan Mengetik Sebagai Sarana Penerapan Karakter dan Skill pada SD/SMP Birrul Walidain. Jurnal Pengabdian Masyarakat AbdiMas, 2(1).",,,,
58,,2020-11-16 04:44:53,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Pages from Buku Program PKMCSR 2020-Rev.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-16 03:58:41', 'filesize': 324618, 'objectid': 39239, 'filename': 'Pages from Buku Program PKMCSR 2020-Rev.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/229723', 'fileid': 229723, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '98a4a042a2643263b4f63aee9bd9a148'}], 'docid': 39239, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39239', 'security': 'public', 'placement': 1, 'eprintid': 25447}]",2425,,show,,2020-11-16 04:44:53,archive,25447,PENDAMPINGAN PEMBUATAN PRODUK HANDSANITIZER BERBASIS ALKOHOL PADA KELOMPOK PKK DESA FAJAR BARU,TRUE,conference_item,"[{'name': {'lineage': None, 'family': 'Kiswandono', 'honourific': None, 'given': 'Agung Abadi'}, 'id': 'agung.abadi@fmipa.unila.ac.id'}, {'id': 'nur.hasanah@fmipa.unila.ac.id', 'name': {'given': 'Nurhasanah', 'honourific': None, 'family': 'Nurhasanah', 'lineage': None}}, {'name': {'given': 'Pigo', 'honourific': None, 'lineage': None, 'family': 'Nauli'}, 'id': 'pigo.nauli@feb.unila.ac.id'}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'given': 'Rizky', 'honourific': None, 'family': 'Prabowo', 'lineage': None}}]",2020-10-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25447,"Kedekatan dengan lembaga pendidikan SLTA, PTN maupun PTS seperti Universitas Lampung, UIN Bandar Lampung, Universitas Bandar Lampung (UBL) dan kedekatan dengan pusat bisnis, yakni pasar tradisional untung, minimarket dan kuliner malam memberikan peluang kepada masyarakat Desa Fajar Baru untuk dapat meningkatkan wirusaha. Produk-produk skala rumah tangga yang mempunyai peluang untuk dapat dikembangkan salah satunya adalah handsanitizer. Pada kondisi saat ini, dimana pandemi corona virus dieases (covid) 19 terus meluas, maka penggunaan handsanitizer sangat dibutuhkan sekali oleh masyarakat karena produk tersebut dapat memutus penyebaran covid 19. Tujuan dari kegiatan pengabdian kepada masyarakat ini adalah pendampingan kepada kelompok mitra, yaitu PKK Desa Fajar Baru dalam bentuk pelatihan dan pendampingan pembuatan produk handsanitizer berbasis alkohol. Bentuk kegiatan yang dilakukan adalah pendampingan, pelatihan, dan praktek. Hasil dari pelatihan dan pendampingan kepada kelompok mitra adalah keterampilan dan pengetahuan dalam pembuatan produk handsanitizer. Evaluasi kegiatan dilakukan dengan pengukuran terhadap pencapaian tujuan instruksional khusus dari kegiatan yang dilaksanakan dengan parameter pengukuran menggunakan pretest dan posttest untuk mengetahui Pengetahuan umum peserta tentang pembuatan dan fungsi handsanitizer, bahan baku untuk pembuatan dan merk produk. Hasil evaluasi menunjukkan bahwa pengetahuan mitra mengalami kenaikan 30% sampai 65% setelah mengikuti kegiatan pengabdian masyarakat tentang pembuatan handsanitizer",,['QA75'],9,pub,,public,2020-11-16 04:44:53,,,['FMIPA3'],disk0/00/02/54/47,published,,,,,,,paper,conference,PKM CSR,,,,,,,,,
59,,2020-06-02 01:02:45,"[{'format': 'text', 'main': 'Hak Cipta ARRA (sertifikat_EC00202002510).pdf', 'docid': 34800, 'files': [{'objectid': 34800, 'filesize': 773088, 'uri': 'http://repository.lppm.unila.ac.id/id/file/198829', 'filename': 'Hak Cipta ARRA (sertifikat_EC00202002510).pdf', 'hash_type': 'MD5', 'mtime': '2020-06-01 22:44:57', 'datasetid': 'document', 'fileid': 198829, 'mime_type': 'application/pdf', 'hash': '3ab0ff6dcab047ee6756a9d7bcbcbcef'}], 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'eprintid': 21401, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34800', 'pos': 1}]",2423,,show,,2020-06-02 01:02:45,archive,21401,Aplikasi Android ARRA (Augmented Reality Rumah Adat),,patent,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'given': 'Favorisen R', 'honourific': None, 'family': 'Lumbanraja', 'lineage': None}}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'given': 'Yunda', 'family': 'Heningtyas', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Rico', 'lineage': None, 'family': 'Andrian', 'honourific': None}, 'id': 'rico.andrian@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Nurrahma', 'given': 'Nurrahma'}, 'id': None}]",2020-01-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/21401,,,['QA75'],10,pub,,public,2020-06-02 01:02:45,,,['FMIPA3'],disk0/00/02/14/01,published,EC00202002510,,Hak Cipta Program Komputer,,,,,,,yunda.heningtyas@fmipa.unila.ac.id,,,,,,,,
60,,2020-07-22 06:12:58,"[{'placement': 1, 'eprintid': 23307, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36899', 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': 'de601fead2f72d5d8f58e4eb8aa37f81', 'datasetid': 'document', 'fileid': 213260, 'uri': 'http://repository.lppm.unila.ac.id/id/file/213260', 'filename': '1452-3243-2-PB.pdf', 'objectid': 36899, 'filesize': 902499, 'mtime': '2020-07-22 04:42:14', 'hash_type': 'MD5'}], 'main': '1452-3243-2-PB.pdf', 'docid': 36899, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",99,1.0,show,1-9,2020-07-22 06:12:58,archive,23307,Sistem Pakar Diagnosis Hama Dan Penyakit Tanaman Kopi Menggunkan Metode Breadth First Search (BFS) Berbasis Web,FALSE,article,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'given': 'Favorisen R', 'honourific': None, 'family': 'Lumbanraja', 'lineage': None}}, {'name': {'given': 'Siti', 'honourific': None, 'family': 'Rosdiana', 'lineage': None}, 'id': None}, {'name': {'given': 'Hamim', 'honourific': None, 'lineage': None, 'family': 'Sudarsono'}, 'id': 'hamim.sudarsono@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Junaidi'}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}]",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/23307,"Several factors cause low quality and productivity of coffee in Indonesia. Pests and diseases are considered as two of the main reason for these factors. Most coffee farmers in Indonesia, particularly in Province of Lampung are undereducated farmers. They still use traditional practices to identify pests and diseases. Using an expert system, we hope that farmers can accurately diagnose coffee pests and diseases. The main goal of this research is to develop a web-based expert system to diagnose coffee pests and diseases. To identify the pests and diseases Breadth First Search (BFS) technique was implemented. The data consist of 5 pests, 5 diseases, 28 symptoms of pest, and diseases the coffee plant. Certainty factor is used to weight the symptoms and it was determined by experts and the user. Then the certainty factor is iteratively computed the system to measure the likelihood of the diagnosis. To evaluate this system, 30 users were chosen and grouped into three clusters (the coffee experts, farmers, and agriculture students, computer science students). They were asked to assess this expert system by fulfilling questionnaires. They inferred that this system runs well with percentage respectively 75.56%, 73.78%, and 83.39%.",11.0,['QA75'],7,pub,2087-2062,public,2020-07-22 06:12:58,Explore (Jurnal Sistem Informasi dan Telematika),,['FMIPA3'],disk0/00/02/33/07,,,,,,,,,,,,,,,,,,,
61,,2020-08-05 01:24:14,"[{'placement': 1, 'eprintid': 23522, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37144', 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '3ba1c0c85ce4c46204c59056e02282af', 'datasetid': 'document', 'fileid': 215032, 'filename': '4653-10774-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215032', 'objectid': 37144, 'filesize': 313740, 'mtime': '2020-08-04 10:18:41', 'hash_type': 'MD5'}], 'main': '4653-10774-1-PB.pdf', 'docid': 37144, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",99,,show,1-14,2020-08-05 01:24:14,archive,23522,Phosphorylation site prediction using gradient tree boosting,FALSE,article,"[{'name': {'lineage': None, 'family': 'Mahesworo', 'honourific': None, 'given': 'Bharuno'}, 'id': None}, {'name': {'lineage': None, 'family': 'Cenggoro', 'honourific': None, 'given': 'Tjeng Wawan'}, 'id': None}, {'name': {'given': 'Arif', 'family': 'Budiarto', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Lumbanraja', 'given': 'Favorisen R'}, 'id': 'favorisen.lumbanraja@fmipa.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Pardamean', 'honourific': None, 'given': 'Bens'}}]",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/23522,"As one of the most important Post-Translational Modification (PTM), phosphorylation is responsible for cellular signaling pathways and activation of enzymes. With current computational power and algorithm, it is possible to process big data, especially biomedical data, to find a complicated pattern with reasonable computation time. Computational approach for phosphorylation site prediction is more time-efficient and need fewer resources com-pared to traditional. However, the accuracy of current computational methods for phosphorylation site prediction still needs to be improved. This paper aims to create a computational method for phosphorylation site prediction with better classification performance compared to previous studies. The data used in this research to train the XGBoost models are extracted features from 2 different databases from the previous studies. The test result show that our model gave the highest accuracy on 4 out of 6 datasets. To extend our research, the XGBoost model was retrained which focused on 100 most important features from previous experiment. However, the result does not imply that it has a better result compared to our first models. As the result showing that our models gave better ac-curacy compared to the previous studies in most of the datasets, we can conclude that XGBoost model is better in predicting phosphorylation sites compared to other methods.",2020.0,['QA75'],7,pub,2052-2541,public,2020-08-05 01:24:14,Journal Communications in Mathematical Biology and Neuroscience,,['FMIPA3'],disk0/00/02/35/22,published,,,,,,,,,,,,,,,,,,
62,,2022-01-28 07:22:47,"[{'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-01-28 07:11:05', 'filesize': 312305, 'objectid': 159734, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436984', 'filename': 'ji4-w.pdf', 'fileid': 436984, 'datasetid': 'document', 'hash': '82f60b9c479673dcaab1605cbb23fc03', 'mime_type': 'application/pdf'}], 'main': 'ji4-w.pdf', 'docid': 159734, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 38628, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159734', 'pos': 1}]",883,,show,,2022-01-28 07:22:47,archive,38628,Peer Review 2 Journal : Certain Operation Of Generalized Petersen Graphs Having Locating-Chromatic Number Five,,other,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'lineage': None, 'family': 'Muludi', 'honourific': None}}]",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/38628,,,['QA76'],7,unpub,,public,2022-01-28 07:22:47,,Personal,['FMIPA3'],disk0/00/03/86/28,,,,,,,,,,,,,,,,,,,
63,,2022-01-28 07:23:01,"[{'eprintid': 38632, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159738', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2022-01-28 07:18:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/437010', 'filename': 'jn2-w.pdf', 'filesize': 353408, 'objectid': 159738, 'mime_type': 'application/pdf', 'hash': 'b27597371bb915b0e104a61e9d7e0c43', 'fileid': 437010, 'datasetid': 'document'}], 'main': 'jn2-w.pdf', 'docid': 159738, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",883,,show,,2022-01-28 07:23:01,archive,38632,Peer Review 2 Jurnal : Rancang Bangun Aplikasi Kartu Menuju Sehat (E-Kms) Pada Platform Android,,other,"[{'name': {'honourific': None, 'family': 'Muludi', 'lineage': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/38632,,,['QA76'],7,unpub,,public,2022-01-28 07:23:01,,Personal,['FMIPA3'],disk0/00/03/86/32,,,,,,,,,,,,,,,,,,,
64,,2022-01-28 08:32:53,"[{'placement': 1, 'eprintid': 38636, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159743', 'security': 'public', 'main': 'haki1-w-plus-manual.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '0e268a572e3178cd31d4bf93ac2938a4', 'fileid': 437054, 'datasetid': 'document', 'filename': 'haki1-w-plus-manual.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/437054', 'objectid': 159743, 'filesize': 743322, 'mtime': '2022-01-28 07:31:54', 'hash_type': 'MD5'}], 'docid': 159743, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",883,,show,,2022-01-28 08:32:53,archive,38636,Peer Review 2 dan dokumentasi HAKI : Aplikasi Pendugaan Erosi Di Daerah Aliran Sungai (DAS) Menggunakan Metode Sediment Delivery Ratio (SDR) Berbasis Android,,patent,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Muludi', 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/38636,,,['QA76'],7,pub,,public,2022-01-28 08:32:53,,,['FMIPA3'],disk0/00/03/86/36,completed,EC00202001635,,Kurnia Muludi,,,,,,,,,,,,,,,
65,http://klik.ulm.ac.id/index.php/klik/article/view/304,2020-10-14 04:07:37,"[{'placement': 1, 'eprintid': 24298, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38017', 'security': 'public', 'main': '304-688-1-PB.pdf', 'files': [{'fileid': 221106, 'datasetid': 'document', 'hash': '726e3b1e9f8516173ee6daf74f753607', 'mime_type': 'application/pdf', 'objectid': 38017, 'filesize': 629793, 'filename': '304-688-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221106', 'hash_type': 'MD5', 'mtime': '2020-10-13 14:14:44'}], 'docid': 38017, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",215,1.0,show,70-82,2020-10-14 04:07:37,archive,24298,RANCANG BANGUN APLIKASI KARTU MENUJU SEHAT (E-KMS) PADA PLATFORM ANDROID,TRUE,article,"[{'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'given': 'Noni', 'lineage': None, 'family': 'Kurniasih', 'honourific': None}, 'id': 'nonikurniasih10@gmail.com'}, {'id': 'aristoteles.1981@fmipa.unila.ac.id', 'name': {'given': 'Aristoteles', 'honourific': None, 'lineage': None, 'family': 'Aristoteles'}}, {'id': None, 'name': {'honourific': None, 'family': 'Iqbal', 'lineage': None, 'given': 'Muhammad'}}]",2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24298,"Toddler Growth Chart held by parents is a book that consists of a toddler's growth history which holds by Maternal and Child Health Services (Posyandu) officer. Growth Chartbook still uses traditional ways, written by hands to records all of the toddler's growth. Posyandu reports that sent to the Public Health Center (Puskesmas) every month still proceeds with a spreadsheet, and it makes Posyandu officers felt the difficulty of processing the data, like record, search, and store the data. e-KMS Apps can help Posyandu officers for easy recording and searching , and tracing data history.  It also helps Posyandu officers to make Posyandu reports easily. This app helps toddler’s parents to control their toddler’s growth and make the parents feel easy about how to take care of the toddlers. This application is equipped with features of calculating nutrition status and presenting toddler nutrition status data in the graph based on WHO (World Health Organization) standards in 2006, Posyandu activities, calculation of nutritional status for parents of children under five to be able for knowing the nutritional status of toddlers anywhere and at any time without waiting for the Posyandu schedule. It also provides tips and tricks for caring for toddlers to inform parents how to care for toddlers, and manages Posyandu reports every month to control the condition of toddlers.",7.0,['QA76'],7,pub,p- 2406-7857 | e- 2443-406X,public,2020-10-14 04:07:37,KLIK - KUMPULAN JURNAL ILMU KOMPUTER,Computer Science Study Program at the University of Lambung Mangkurat,['FMIPA3'],disk0/00/02/42/98,published,,,,,,,,,,,,,,,,,,
