,ispublished,rev_number,status_changed,full_text_status,publisher,divisions,dir,uri,abstract,subjects,title,type,creators,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,refereed,official_url,publication,related_url,issn,date_type,event_title,event_type,event_location,pres_type,event_dates,corp_creators,number,volume,contact_email,pagerange,contributors,referencetext,isbn,pages,book_title,institution,monograph_type,department,output_media,projects,funders,place_of_pub,id_number
71,submitted,7,2021-11-11 04:56:13,public,FISIP UNILA,['FISIP4'],disk0/00/03/59/93,http://repository.lppm.unila.ac.id/id/eprint/35993,"Penelitian ini adalah penelitian yang mengkaji Preservasi Pengetahuan Berbasis 
Media Simpan Blog: Studi Kasus Budaya Begawi Adat Lampung Di Kec. Labuhan Ratu 
Kota Bandarlampung. Semakin berkembangnya ilmu pengetahuan (sains) semakin 
memberi ruang dan kebijaksanaan untuk berkembangnya pengetahuan lokal (kearipaan 
lokal) untuk dikembangkan bersama dengan sains modern. Maka dari itu perguruan tinggi 
juga penting untuk melakukan kegiatan preservasi terhadap pengetahuan yang ada dan 
berkembang dimasyarakat, sebagai pengetahuan lokal. Bagaimana pengetahuan lokal 
didokumentasi atau dipreservasi oleh masyarakat lokal tersebut. Apakah yang dilakukan 
oleh masyarakat telah sesuai dengan prinsip-prinsip preservasi pengetahuan untuk jangka 
panjang? Bagaimana pola-pola yang dilakukan oleh masyarakat lokal dalam 
mempreservasi pengetahuan lokalnya, yang umumnya masih berupa tacit knowledge (ada 
didalam pikikiran komunitas atau pribadi). 
Penelitian ini menghasilkan pola dan bentuk penyimpanan pengetahuan berupa blog 
sebagai media penyimpanan berbasis elektronik, sekaligus titik akses 
untukmempreservasi Budaya Begawi Adat Lampung Di Kec. Labuhan Ratu Kota 
Bandarlampung. Penelitian ini menggunakan pendekatan kualitatif deskriptif dengan 
metode preservasi pengetahuan berdasarkan exchange of indigenous knowledge. Metode 
pengumpulan data yang digunakan dalam penelitian ini menggunakan observasi, 
wawancara dan studi dokumentasi. 
Hasil dari penelitian ini terdiri atas tiga poin utama, yaitu: pertama, dalam 
melakukan preservasi pengetahuan Adat Begawi Lampung dibutuhkan empat fungsi 
manajemen diantaranya perencanaan, pengorganisasian, pengarahan, serta pengawasan. 
Proses perencanaan meliputi rencana dalam membuat blog, dokumentasi foto, video, 
transkrip wawancara narasumber, artikel jurnal, termasuk penulisan laporan hasil 
penelitian, sebagai satu kesatuan proses. 
Tahapan kedua dari preservasi pengetahuan Adat Begawi Lampung adalah tahap 
pengorganisasian, pengarahan, dan pengawasan terhadap proses dokumentasi 
pengetahuan. Kedua, melakukan presrevasi pengetahuan meliputi beberapa tahapan 
diantaranya pemilihan, pengumpulan, penyimpanan, aktualisasi, perlindungan, serta 
pengaksesan materi Adat Begawi Lampung. Pengetahuan tentang Adat Begawi Lampung 
dipilih, kemudian masuk pada tahapan pengumpulan berbagai informasi dan referensi 
mengenai tradisi begawi yang diperoleh dari para pelaku budaya dan para akademisi, 
peneliti atau pengkaji budaya tersebut yang diperoleh melalui wawancara langsung atau 
5
melalui sumber-sumber tertulis yang pernah dipublikasikan. Untuk memastikan 
memastikan keaslian dan kebenaran informasi tentang adat begawi yang diperoleh 
dilakukan pula tahapan kritik eksteren dan kritik intern sumber. 
Kemudian, tahapan ketiga adalah tahap preservasi dan diseminasi informasi kepada 
publik. Hal ini dilakukan dengan media blog. Blog dipilih karena manfaat dan 
keunggulannya, blog menjadi media berbagi pengetahuan yang cukup dikenal luas 
masyarakat. Selain itu dengan blog berbagai materi tulisan dan gambar dapat dibagikan 
dengan jaringan yang sangat luas.",['Z665'],PRESERVASI PENGETAHUAN BERBASIS MEDIA SIMPAN BLOG: STUDI KASUS BUDAYA BEGAWI ADAT LAMPUNG DI KEC. LABUHAN RATU KOTA BANDAR LAMPUNG,monograph,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Windah', 'given': 'Andi'}, 'id': 'andiwindah@gmail.com'}, {'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Putra', 'honourific': None, 'lineage': None, 'family': 'Purwanto'}}, {'name': {'family': 'Arnila Purnamayanti', 'lineage': None, 'honourific': None, 'given': 'AP'}, 'id': 'arnila.purnamayanti@fisip.unila.ac.id'}, {'name': {'given': 'Maryani', 'lineage': None, 'family': 'Eri', 'honourific': None}, 'id': None}]","[{'main': 'Final_11 Oktober 2021_Laporan Penelitan DIPA FISIP_Preservasi Pengetahuan Budaya Lampung_Prodi D3 Perpustakaan.pdf', 'docid': 156939, 'files': [{'filesize': 1414466, 'objectid': 156939, 'uri': 'http://repository.lppm.unila.ac.id/id/file/417426', 'filename': 'Final_11 Oktober 2021_Laporan Penelitan DIPA FISIP_Preservasi Pengetahuan Budaya Lampung_Prodi D3 Perpustakaan.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-11 04:30:32', 'fileid': 417426, 'datasetid': 'document', 'hash': 'ae8ee2cf750cf173d145b9e5a053eafa', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 35993, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156939', 'pos': 1, 'security': 'public'}]",2021-11-11 04:56:13,281,show,35993,archive,2021-11-11 04:56:13,,,,,,completed,,,,,,,,,,,,,,,,FISIP UNILA,project_report,Prodi D3 Perpustakaan,,,,,
72,submitted,7,2021-11-12 00:55:50,public,FISIP UNILA,['FISIP4'],disk0/00/03/63/00,http://repository.lppm.unila.ac.id/id/eprint/36300,"Kebijakan belajar dari rumah yang diterapkan oleh pemerintah semakin mengamini betapa pentingnya 21st century skill, terutama tentang literacy skill. Literacy skill ini menjadi penting karena semakin banyaknya informasi yang diakses melalui berbagai media. Urgensi untuk meningkat perilaku adaptif ini tidak hanya muncul karena tuntutan kondisi secara fisik, namun juga ada tuntutan lain berupa keterampilan abad 21 atau 21st century skill. 21st century skill ini merupakan tantangan generasi milenial.
Penelitian ini menggunakan desain penelitian survei cross-sectional, dengan pengumpulan data kuantitatif. Lokasi penelitian di SDN 3 Rajabasa Kota Bandar Lampung. Teknik pemilihan sampel menggunakan puporsive sampling. Jumlah sampel 50 orang tua murid di kelas rendah dengan cara pengambilan data melalui kuesioner. Analisis data yang dilakukan secara deskriptif dan inferensial.
Tujuan dari penelitian ini adalah untuk melakukan pemetaan perilaku adaptif keluarga dalam implementasi 21st century literacy skill selama kebijakan belajar dari rumah, sehingga dapat diketahui berbagai permasalahan yang dihadapi keluarga dalam masa pandemi covid-19 sekaligus menemukan solusi yang relevan dengan kondisi tersebut. Luaran dari penelitian ini berupa data pemetaan perilaku adaptif keluarga, buku hasil penelitian ber-ISBN, dan artikel pada jurnal internasional.",['H1'],Mempersiapkan Generasi Indonesia Abad Ke-21: Pemetaan Perilaku Adaptif Keluarga Dalam Implementasi 21st Century Literacy Skills Selama Kebijakan Belajar Dari Rumah,monograph,"[{'id': 'andiwindah@gmail.com', 'name': {'honourific': None, 'family': 'Windah', 'lineage': None, 'given': 'Andi'}}, {'name': {'given': 'Putra', 'honourific': None, 'family': 'Purwanto', 'lineage': None}, 'id': 'purwanto.putra@fisip.unila.ac.id'}, {'name': {'given': 'Karmilsari', 'honourific': None, 'lineage': None, 'family': 'Vina'}, 'id': 'vina.karmilsari@fisip.unila.ac.id'}, {'id': None, 'name': {'family': 'Ifaty', 'lineage': None, 'honourific': None, 'given': 'Fadliliana'}}]","[{'format': 'text', 'files': [{'objectid': 157232, 'filesize': 111156, 'filename': 'KETUA-WINDAH (2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/419604', 'hash_type': 'MD5', 'mtime': '2021-11-11 23:48:21', 'fileid': 419604, 'datasetid': 'document', 'hash': '7af6715820fa3a76f6c1b0027ba023de', 'mime_type': 'application/pdf'}], 'main': 'KETUA-WINDAH (2).pdf', 'docid': 157232, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 36300, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157232', 'pos': 1}]",2021-11-12 00:55:50,281,show,36300,archive,2021-11-12 00:55:50,,,,,,,,,,,,,,,,,,,,,,FISIP UNILA,project_report,D3 PERPUSTAKAAN,,,,,
73,unpub,7,2021-11-11 04:54:12,public,FISIP UNILA,['FISIP4'],disk0/00/03/59/09,http://repository.lppm.unila.ac.id/id/eprint/35909,"terdepan untuk mentransformasikan pengetahuan dan teknologi kepada peserta 
didik, orang tua dan masyarakat di sekitarnya. Untuk menjawab tantangan revolusi industri 
4.0 dan pembelajaran abad 21 guna mewujudkan sumber daya manusia unggul (guru) dalam 
mentransformasikan pengetahuan bagi generasi emas (anak usia dini, kanak-kanak dan remaja), 
maka pengabdian ini memiliki keutamaan dalam upaya mengoptimalisasi kemampuan literasi 
informasi guru relawan melalui pelatihan 21st Century Skills di Pekon Teluk Kiluan Negeri 
Kecamatan Kilumbayan Kabupaten Tanggamus.
Tujuan pengabdian ini diharapkan memberikan pengetahuan dan pemahaman 
tentang konsep keterampilan abad 21 yang harus dimiliki guru, konsep literasi informasi, 
dan mengoptimalisasi kompetensi profesional guru PAUD dan SD pada konteks 
pengetahuan teknologi informasi dan komunikasi dalam memanfaatkan sarana prasarana 
TIK yang dapat menunjang proses pembelajaran. 
Tahapan pengabdian terdiri atas tiga program, yakni (1) Focus Group Discussion
(FGD); (2) Training of Trainer (TOT); dan (3) Mentoring untuk menghasilkan relawan 
guru yang profesional. Lokasi pengabdian di Pekon Teluk Kiluan Negeri Kecamatan 
Kilumbayan Kabupaten Tanggamus. Khalayak sasaran adalah guru pada jenjang PAUD 
dan SD, baik negeri maupun swasta. Luaran yang ingin dicapai adalah persepsi guru 
tentang 21st Century Skills, pemetaan kemampuan literasi informasi guru, proposal PKM 
mahasiswa, draft pedoman hasil pengabdian dan publikasi artikel ilmiah terakreditasi 
nasional dan internasional.",['H1'],"Optimalisasi Kemampuan Literasi Informasi Guru Relawan 
Melalui Pelatihan 21st Century Skills Guna Mewujudkan 
Sumber Daya Manusia Unggul di Desa Teluk Kiluan Negeri 
Kecamatan Kilumbayan Kabupaten Tanggamus",monograph,"[{'id': 'andiwindah@gmail.com', 'name': {'given': 'Andi', 'lineage': None, 'family': 'Windah', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Renti', 'honourific': None, 'given': 'Oktaria'}, 'id': 'renti.oktaria@fkip.unila.ac.id'}, {'name': {'family': 'Purwanto Putra', 'lineage': None, 'honourific': None, 'given': 'Purwanto'}, 'id': 'purwanto.putra@fisip.unila.ac.id'}, {'name': {'given': 'Rizki', 'family': 'Rizky Prabowo, S.Kom., M.Kom', 'lineage': None, 'honourific': None}, 'id': 'Rizky.prabowo@fimipa.unila.ac.id'}]","[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'pengesahan desbin.pdf', 'docid': 156854, 'files': [{'mime_type': 'application/pdf', 'hash': '820c21c2f04d62a5b927af38a5aea7e7', 'datasetid': 'document', 'fileid': 416862, 'mtime': '2021-11-11 03:18:35', 'hash_type': 'MD5', 'filename': 'pengesahan desbin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/416862', 'objectid': 156854, 'filesize': 642498}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156854', 'eprintid': 35909, 'placement': 1}]",2021-11-11 04:54:12,281,show,35909,archive,2021-11-11 04:54:12,,,,,,completed,,,,,,,,,,,,,,,,FISIP,project_report,Prodi D3 Perpustakaan,,,,,
74,submitted,8,2020-07-28 02:16:16,public,International Research Association for Talent Development and Excellence,['FISIP4'],disk0/00/02/34/44,http://repository.lppm.unila.ac.id/id/eprint/23444,,['H1'],"Communication Model of Line’s Account Managers in Managing
Consumers",other,"[{'name': {'given': 'Anna Gustina', 'honourific': None, 'family': 'Zainal', 'lineage': None}, 'id': 'annarudi76@gmail.com'}]","[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37067', 'eprintid': 23444, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'filename': ""Review Communication model of line's.pdf"", 'uri': 'http://repository.lppm.unila.ac.id/id/file/214403', 'objectid': 37067, 'filesize': 6302382, 'mtime': '2020-07-27 12:59:57', 'hash_type': 'MD5', 'hash': '59afcbcc776ba7ec05953b56f3dc3c5c', 'mime_type': 'application/pdf', 'fileid': 214403, 'datasetid': 'document'}], 'main': ""Review Communication model of line's.pdf"", 'docid': 37067}]",2020-07-28 02:16:16,584,show,23444,archive,2020-07-28 02:16:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,pub,7,2022-06-03 01:20:50,public,,['FISIP4'],disk0/00/04/20/57,http://repository.lppm.unila.ac.id/id/eprint/42057,,['H1'],The Comparative Effect of Using Original Short Stories and Local Short Stories as Two Types of Cultural Sources on Indonesian EFL Learners’ Reading Comprehension,article,"[{'id': 'annarudi76@gmail.com', 'name': {'lineage': None, 'family': 'Zainal', 'honourific': None, 'given': 'Anna Gustina'}}]","[{'main': 'IJSCL_Volume 10_Issue 1_Pages 143-152.pdf', 'docid': 163757, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/463799', 'filename': 'IJSCL_Volume 10_Issue 1_Pages 143-152.pdf', 'objectid': 163757, 'filesize': 577888, 'mtime': '2022-06-02 12:59:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '4ff0128904e8328d3c09163b69a5526e', 'datasetid': 'document', 'fileid': 463799}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 42057, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163757', 'security': 'public'}]",2022-06-03 01:20:50,584,show,42057,archive,2022-06-03 01:20:50,TRUE,,"International Journal of society, culture and Language",,,published,,,,,,,1,10,,143-152,,,,,,,,,,,,,
76,pub,8,2020-07-09 01:03:59,public,Universitas Udayana,['FISIP4'],disk0/00/02/30/55,http://repository.lppm.unila.ac.id/id/eprint/23055,,['H1'],"PENGARUH MEDIA VIDEO TENTANG PARIWISATA
DI KABUPATEN PESAWARAN TERHADAP
PENINGKATAN PENGETAHUAN MAHASISWA",other,"[{'id': 'annarudi76@gmail.com', 'name': {'lineage': None, 'family': 'Zainal', 'honourific': None, 'given': 'Anna Gustina'}}]","[{'format': 'text', 'main': 'TURNITIN PENGARUH MEDIA VIDEO TENTANG PARIWISATA DI KABUPATEN PESAWARAN.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-07-08 13:33:19', 'objectid': 36614, 'filesize': 2965815, 'uri': 'http://repository.lppm.unila.ac.id/id/file/211462', 'filename': 'TURNITIN PENGARUH MEDIA VIDEO TENTANG PARIWISATA DI KABUPATEN PESAWARAN.pdf', 'fileid': 211462, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c8953d0805fd3fa5203550d8c7d84417'}], 'docid': 36614, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 23055, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36614', 'pos': 1}]",2020-07-09 01:03:59,584,show,23055,archive,2020-07-09 01:03:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,submitted,8,2020-07-28 02:41:50,public,Universitas Udayana,['FISIP4'],disk0/00/02/34/50,http://repository.lppm.unila.ac.id/id/eprint/23450,,['H1'],"PENGARUH MEDIA VIDEO TENTANG PARIWISATA
DI KABUPATEN PESAWARAN TERHADAP
PENINGKATAN PENGETAHUAN MAHASISWA",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Zainal', 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 37074, 'main': 'Review Pengaruh Media Video.pdf', 'files': [{'mtime': '2020-07-27 13:21:30', 'hash_type': 'MD5', 'filename': 'Review Pengaruh Media Video.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214451', 'objectid': 37074, 'filesize': 5729381, 'hash': 'cf67f81bf690e0b10d189222fae3fc9a', 'mime_type': 'application/pdf', 'fileid': 214451, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37074', 'pos': 1, 'eprintid': 23450, 'placement': 1}]",2020-07-28 02:41:50,584,show,23450,archive,2020-07-28 02:41:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,pub,8,2020-07-09 01:03:42,public,Institut Pertanian Bogor,['FISIP4'],disk0/00/02/30/53,http://repository.lppm.unila.ac.id/id/eprint/23053,,['H1'],"PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI
PENYULUH DALAM PEMANFAATAN MEDIA INFORMASI DI
ERA DIGITAL",other,"[{'name': {'given': 'Anna Gustina', 'honourific': None, 'lineage': None, 'family': 'Zainal'}, 'id': 'annarudi76@gmail.com'}]","[{'placement': 1, 'eprintid': 23053, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36612', 'security': 'public', 'docid': 36612, 'main': 'TURNITIN PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI PENYULUH.pdf', 'files': [{'filename': 'TURNITIN PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI PENYULUH.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211446', 'objectid': 36612, 'filesize': 2795192, 'mtime': '2020-07-08 13:21:50', 'hash_type': 'MD5', 'hash': 'ee572317a9ed0b0d72cd204fdfdc2b5d', 'mime_type': 'application/pdf', 'fileid': 211446, 'datasetid': 'document'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-07-09 01:03:42,584,show,23053,archive,2020-07-09 01:03:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,pub,8,2022-06-03 01:20:46,public,Eureka Media Aksara,['FISIP4'],disk0/00/04/20/56,http://repository.lppm.unila.ac.id/id/eprint/42056,,['H1'],Public Speaking: Cerdas Saat Berbicara Di Depan Umum,book_section,"[{'name': {'honourific': None, 'family': 'Zainal', 'lineage': None, 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'EBOOK Public Speaking Cerdas Saat Berbicara di Depan Umum.pdf', 'docid': 163756, 'files': [{'objectid': 163756, 'filesize': 1172994, 'filename': 'EBOOK Public Speaking Cerdas Saat Berbicara di Depan Umum.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/463792', 'hash_type': 'MD5', 'mtime': '2022-06-02 12:43:26', 'datasetid': 'document', 'fileid': 463792, 'mime_type': 'application/pdf', 'hash': '572ddb738d70e4dd7dcb432c731d9698'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163756', 'eprintid': 42056, 'placement': 1}]",2022-06-03 01:20:46,584,show,42056,archive,2022-06-03 01:20:46,TRUE,,,,,published,,,,,,,,,,,,,,,Public Speaking: Cerdas Saat Berbicara di Depan Umum,,,,,,,,
80,pub,8,2020-06-03 12:12:40,public,Science and Engineering Research Support Society,['FISIP4'],disk0/00/02/16/73,http://repository.lppm.unila.ac.id/id/eprint/21673,,['H1'],Research Initiative from Engineering Management and R & D Managementto the Management of Innovation: InnovateSuccess of Today and Tomorrow,other,"[{'name': {'honourific': None, 'family': 'Zainal', 'lineage': None, 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]","[{'docid': 35058, 'main': 'Turnitin  Requirement and difficulties to implement the Policy lifecycle model for systems management.pdf', 'files': [{'mtime': '2020-06-03 10:36:53', 'hash_type': 'MD5', 'filename': 'Turnitin  Requirement and difficulties to implement the Policy lifecycle model for systems management.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/200595', 'objectid': 35058, 'filesize': 2170568, 'hash': '15d660034a9d762ed6cce2e484d17a72', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 200595}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 21673, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35058', 'pos': 1, 'security': 'public'}]",2020-06-03 12:12:40,584,show,21673,archive,2020-06-03 12:12:40,TRUE,http://sersc.org/journals/index.php/IJAST/issue/view/275,International Journal of Advanced Science and Technology,,2005-4238 IJAST,published,,,,,,['Universitas Lampung'],6s,29,,,,,,,,,,,,,,,
81,pub,6,2021-05-27 02:33:51,public,,['FISIP4'],disk0/00/03/07/92,http://repository.lppm.unila.ac.id/id/eprint/30792,,['H1'],"The Role of Communication and Farmer Institutional Urgency to the Agriculture 
Development Program",article,"[{'id': 'annarudi76@gmail.com', 'name': {'given': 'Anna Gustina', 'honourific': None, 'lineage': None, 'family': 'Zainal'}}]","[{'eprintid': 30792, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138959', 'format': 'text', 'main': 'Artikel IJMMU.pdf', 'files': [{'datasetid': 'document', 'fileid': 365235, 'hash': 'ca60a2036fed5b3e56f9af2e8006565a', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-25 15:00:29', 'objectid': 138959, 'filesize': 704442, 'filename': 'Artikel IJMMU.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/365235'}], 'docid': 138959, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-05-27 02:33:51,584,show,30792,archive,2021-05-27 02:33:51,TRUE,,International Journal of Multicultural and Multireligious Understanding,,2364-5369,,,,,,,,,,,,,,,,,,,,,,,,
82,pub,9,2020-07-09 01:03:34,public,Universitas Lambung Mangkurat,['FISIP4'],disk0/00/02/30/52,http://repository.lppm.unila.ac.id/id/eprint/23052,,['H1'],"STRATEGI KOMUNIKASI POLITIK PEMERINTAHAN DAERAH
DALAM MENINGKATKAN PARTISIPASI
MASYARAKAT PEDESAAN",other,"[{'id': 'annarudi76@gmail.com', 'name': {'given': 'Anna Gustina', 'honourific': None, 'lineage': None, 'family': 'Zainal'}}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36611', 'pos': 1, 'eprintid': 23052, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'TURNITIN STRATEGI KOMUNIKASI POLITIK PEMERINTAHAN DAERAH DALAM MENINGKATKAN PARTISIPASI.pdf', 'docid': 36611, 'files': [{'filename': 'TURNITIN STRATEGI KOMUNIKASI POLITIK PEMERINTAHAN DAERAH DALAM MENINGKATKAN PARTISIPASI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211437', 'objectid': 36611, 'filesize': 2987659, 'mtime': '2020-07-08 13:16:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd8b5b128e039a5cc8846f27944a5cb9e', 'fileid': 211437, 'datasetid': 'document'}]}]",2020-07-09 01:03:34,584,show,23052,archive,2020-07-09 01:03:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,pub,8,2020-07-09 01:03:51,public,Universitas Lambung Mangkurat,['FISIP4'],disk0/00/02/30/54,http://repository.lppm.unila.ac.id/id/eprint/23054,,['H1'],"Strategi Komunikasi Oleh Brand Presenter Dalam Memasarkan
Produk Kepada Konsumen",other,"[{'id': 'annarudi76@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Zainal', 'given': 'Anna Gustina'}}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Turnitin Strategi Komunikasi Oleh Brand Presenter.pdf', 'files': [{'fileid': 211454, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '752b5571a0bfb747f2d4037df722f81b', 'hash_type': 'MD5', 'mtime': '2020-07-08 13:25:33', 'filesize': 2042400, 'objectid': 36613, 'uri': 'http://repository.lppm.unila.ac.id/id/file/211454', 'filename': 'Turnitin Strategi Komunikasi Oleh Brand Presenter.pdf'}], 'docid': 36613, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36613', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23054}]",2020-07-09 01:03:51,584,show,23054,archive,2020-07-09 01:03:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,submitted,9,2020-07-28 02:16:09,public,Universidad del Zulfa,['FISIP4'],disk0/00/02/34/43,http://repository.lppm.unila.ac.id/id/eprint/23443,,['H1'],"Women’s Communication Attitude in Pepadun Traditional
Marriage in Digital Era",other,"[{'id': 'annarudi76@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Zainal', 'given': 'Anna Gustina'}}]","[{'format': 'text', 'main': 'Similirity cek Women_s_Communication_Attitude_in_Pepadun_Traditio.pdf', 'docid': 37065, 'files': [{'datasetid': 'document', 'fileid': 214393, 'hash': 'd218090df5cabbe0f93c6add2ebcd3b4', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-27 12:47:51', 'filesize': 2862918, 'objectid': 37065, 'filename': 'Similirity cek Women_s_Communication_Attitude_in_Pepadun_Traditio.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214393'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 23443, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37065', 'pos': 1}, {'docid': 37066, 'main': ""Review women's communication.pdf"", 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/214395', 'filename': ""Review women's communication.pdf"", 'objectid': 37066, 'filesize': 5700076, 'mtime': '2020-07-27 12:48:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a06432bd8f3b6b0d9efd8cd5f9a9af4b', 'datasetid': 'document', 'fileid': 214395}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'eprintid': 23443, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37066', 'security': 'public'}]",2020-07-28 02:16:09,584,show,23443,archive,2020-07-28 02:16:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
