,refereed,title,creators,type,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,documents,official_url,lastmod,number,userid,publisher,divisions,publication,dir,rev_number,ispublished,status_changed,issn,full_text_status,subjects,date_type,date,uri,volume,abstract,contact_email,related_url,corp_creators,place_of_pub,funders,id_number,contributors,referencetext,patent_applicant
20,FALSE,PRAKTIK INFORMASI SEBAGAI UPAYA PROPAGANDA PROGRAM KOLONISASI PADA MASA HINDIA BELANDA,"[{'id': 'purwanto.putra@fisip.unila.ac.id', 'name': {'given': 'Purwanto', 'lineage': None, 'family': 'Purwanto Putra', 'honourific': None}}]",article,19-34,show,archive,16523,2020-02-11 09:08:11,"[{'language': 'id', 'mime_type': 'text/html', 'rev_number': 3, 'content': 'published', 'main': 'view_firstName=Purwanto&middleName=&lastName=Putra&affiliation=Universitas%20Lampung&country=', 'files': [{'hash': 'd99a25dafb65d1b7f51051e6928f1e4f', 'mime_type': 'text/html', 'datasetid': 'document', 'fileid': 141041, 'mtime': '2019-11-15 03:12:06', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/141041', 'filename': 'view_firstName=Purwanto&middleName=&lastName=Putra&affiliation=Universitas%20Lampung&country=', 'objectid': 29604, 'filesize': 16802}], 'docid': 29604, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29604', 'pos': 1, 'security': 'public', 'license': 'cc_by_nc_4', 'placement': 1, 'eprintid': 16523}]",http://academicjournal.yarsi.ac.id/index.php/bibliotech/,2020-02-11 09:08:11,No 1,2792,UNIVERSITAS YARSI,['FISIP4'],BIBLIOTECH JURNAL ILMU PERPUSTAKAAN DAN INFORMASI,disk0/00/01/65/23,9,pub,2020-02-11 09:08:11,2477-2720,public,['Z665'],published,2019-07-01,http://repository.lppm.unila.ac.id/id/eprint/16523,Vol 4,"Tulisan ini akan membahas tentang praktik informasi sebagai propaganda Pemerintah Hindia Belanda bekaitan dengan upaya mensukseskan pelaksanaan program kolonisasi sebagai dampak dari kebijakan politik etis yang mulai diterapkan pada tahun 1905 hingga 1942. Penelitan ini menggunakan studi pustaka dengan mendalami arsip-arsip dan literature skuder kolonial Belanda.  Dari hasil penelitian menunjukkan bahwa Pemerintahan Hindia Belanda ketika itu menerapkan beberapa strategi informasi untuk memotivasi masyarakat agar mengikuti kolonisasi, berpindah dari pulau Jawa menuju pulau-pulau lain. Setidaknya ada dua strategi utama yang diurakain secara lengkap dalam penelitian ini yaitu propaganda dengan menerapkan strategi informasi secara langsung dan strategi informasi tidak langsung. Temuan lainnya juga menjelaskan bahwa secara garis besar strategi informasi yang diterapkan pemerintah Hindia juga memuat berbagai inovasi yang membawa keberhasilan. Kondisi yang juga menarik adalah bahwa dari praktik informasi yang diterapkan pada masa itu tergolong sangat membebani karena membutuhkan pembiayaan yang sangat besar. Hal itu dikarenakan kondisi masyarakat pulau Jawa yang sebagian besar belum dapat membaca dan menulis.

 

Kata Kunci: kebijakan informasi, propaganda, kolonialisasi",purwanto.putra@fisip.unila.ac.id,[{'type': 'author'}],,,,https://doi.org/10.33476/bibliotech.v4i1.923,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],"References

A.Jonkers, ‘Het bevolkingsvraagstuk van Java en de landbouwkolonisatie’. Indonesië: tweemaandelijks tijdschrift gewijd aan het Indonesisch cultuurgebied Vol. 1 (1947) 28-42 en 150-161, 156.

Bijv. in De Indische courant, De Sumatra post en het Bataviaans Nieuwsblad stonden met name

tussen 1937 en 1939 vaak nieuwsberichten over Javanenkolonisatie.

De kolonist : 14-daagsch tijdschrift ter bevordering van de kolonisatie van Nederlanders binnen het

rijksverband / Nationale Nieuw-Guinea vereeniging 1937-1938 (microfilm KIT)

Film Propaganda dalam Pertjatoeran Doenia dan Film, No. 9, 1 Februari 1942.

Hardjono, J., (1989). The Indonesian transmigration program in historical perspective. International

migration 26

Hardjono, J.M., (1977). Transmigration in Indonesia Kuala Lumpur

Heeren, H. J., (1967). Het land aan de overkant: transmigratie van Java naar Sumatra. Meppel

Heijting, H.G.,. (1938).‘De les van wortelvast Gedong-tatakan (Javanen-kolonisatie)’, De Indische

Gids Vol. 60

Hurwitz, J.,. (1955). Agricultural Resettlement of Javanese farmers in the Outer Islands of Indonesia

before World War II. Cambridge

Javaansche kolonisten naar de Lampongs’, De Indische Gids Vol. 59

Kasijanto, 1995. Wayang, Film dan Propaganda Kolonisasi, makalah dalam Kongres Studi Belanda,

Fakultas Sastra, UI, Depok.

Kolonisatie bulletin / Centrale commissie voor migratie en kolonisatie van inheemschen 1938-1941

(microfilm KIT).

Kolonisatie Bulletin Nr. 1. 1.

Kolonisatie Bulletin Nr. 1. 3.

Kolonisatie Bulletin Nr. 5. (Batavia 1939) 27; Pelzer, Pioneer settlement.

Kuneman, Jaarverslag van de Centrale Commissie, 10-11.

Maassen, De Javaansche landbouwkolonisatie.

Mantra, I. B. (1985). Pengantar Studi Demografi. Yogyakarta: Nur Cahaya.

M.H.K. Franken, Membuat Film di Hindia Belanda” dalam Filmliga, Filmen In Indie 31 Januari 1935.

Pelzer, Karl J., ‘Tanah Sabrang and Java’s Population Problem’, The Far Eastern Quarterly Vol. 5

Nr.2 (1946) 132-142

Soedigdo Hardjosoedarmo (1965). dalam Mantra, I. B. Pengantar Studi Demografi. Yogyakarta: Nur

Cahaya.

Sri Ana Handayani. (1994). Transmigrasi di Indonesia dalam Perspektif Sejarah. Jember: Universitas

Jember, hlm. Oey, Mayling. (1980). The Transmigration Program in Indonesia. Makalah

Seminar on Government Resettlement Programmes in Southeast Asia, Canberra: Australian

National University, 7 October 1980, hlm. 2-3.

Zo bedroegen de kosten van de propaganda in het jaar 1938 80.000 gulden op de totale uitgaven van

,4 miljoen gulden in dat jaar. Kolonisatie Bulletin Nr. 7 (Batavia 1939)",
21,,"POLA KOMUNIKASI ANTAR PELANYALUR SAPRODI, OKNUM PETUGAS TNBPS, AKTOR PARA PERMABAH HUTAN ILEGAL, MANTAN PERAMBAH HUTAN ILEGAL SEBAGAI WUJUD KEBERADAAN PERAMBAH HUTAN KABUPATEN TANGGAMUS","[{'name': {'given': 'Teguh Budi', 'honourific': None, 'family': 'Rahardjo', 'lineage': None}}, {'name': {'family': 'Kartika', 'lineage': None, 'honourific': None, 'given': 'Tina'}}]",patent,,show,archive,13356,2019-08-01 07:37:47,"[{'format': 'text', 'main': 'sertifikat_EC00201940823 HAK CIPTA.pdf', 'files': [{'datasetid': 'document', 'fileid': 117023, 'mime_type': 'application/pdf', 'hash': 'b24a56fc682f3ba93b8388e1e96685fe', 'hash_type': 'MD5', 'mtime': '2019-05-29 03:54:30', 'filesize': 779320, 'objectid': 26366, 'filename': 'sertifikat_EC00201940823 HAK CIPTA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/117023'}], 'docid': 26366, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 13356, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26366', 'pos': 1}]",,2019-08-01 07:37:47,,934,,['FISIP4'],,disk0/00/01/33/56,7,pub,2019-08-01 07:37:47,,public,['Q1'],published,2019,http://repository.lppm.unila.ac.id/id/eprint/13356,,,,,['Universitas Lampung'],,,EC00201940823,,,Buku
22,TRUE,"An Investigation of Behavior and Public Opinion, Pros-Cons of Forest
Encroachment Sustainability Issues In BBSNP of Tanggamus District, 
Indonesia","[{'id': 'tghbrunila@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Teguh Budi Raharjo', 'given': 'tbr'}}]",article,22-31,show,archive,10923,2019-04-09 03:38:29,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23928', 'eprintid': 10923, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 23928, 'main': 'Naskah publish jurnal internasional.pdf', 'files': [{'hash': 'c857ca70839a9b09868068c45a3f09b8', 'mime_type': 'application/pdf', 'fileid': 100322, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/100322', 'filename': 'Naskah publish jurnal internasional.pdf', 'filesize': 326681, 'objectid': 23928, 'mtime': '2019-03-13 04:01:34', 'hash_type': 'MD5'}]}]",http://wseas.org/wseas/cms.action?id=19909,2019-04-09 03:38:29,,934,WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,['FISIP4'],WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,disk0/00/01/09/23,8,pub,2019-04-09 03:38:29,E-ISSN: 2224-3496,public,['H1'],published,2019-02-31,http://repository.lppm.unila.ac.id/id/eprint/10923,15,"Abstract: -
The aims of this article are: 1) to analyze the behaviour of community in the environment of 
BBSNP, 2) to analyze the community opinion forming materials that create behaviours of the community.
There is still encroachment caused by the perception of local community, so it affects their behaviours to
keep encroaching. Bukit Barisan Selatan National Park (BBSNP) is spread in four districts, the biggest area 
is located in Pesisir Barat District (58.6%) of Lampung Province, in Kaur District (20.8%) of Bengkulu
Province, Lampung Barat/West Lampung (16.5%) of Lampung Province, and Tanggamus (4.1%) of
Lampung Province [1].  The study result shows the pros and cons opinion on occurring encroachment
activity. Pros opinion is obtained from forest encroachers, former encroachers, and parties who support the
encroachment.  The understanding of community also has influence on the belief they have.  The study result
can be used by local government in applying policies that they enforce. The encroachment activity can be
studied in multidisciplinary science and multi-method study.
 

Key-Words: Forest Encroachment, pros-cons, Tanggamus District, BBSNP",,[{'url': 'http://wseas.org/wseas/cms.action?id=19909'}],,,,Print ISSN: 1790-5079,,,
23,TRUE,KOMUNIKASI SOSIAL DAN PEMBANGUNAN Sebuah Kajian tentang MASYARAKAT PERAMBAH HUTAN di Kawasan TNBBS,"[{'name': {'family': 'Teguh Budi Raharjo', 'lineage': None, 'honourific': None, 'given': 'tbr'}, 'id': 'tghbrunila@gmail.com'}, {'name': {'lineage': None, 'family': 'Kartika', 'honourific': None, 'given': 'Tina'}, 'id': None}]",book,,show,archive,17291,2019-12-10 08:39:10,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'fileid': 146408, 'datasetid': 'document', 'hash': '1ecdeee87033cd3355bfeceb25fb93f7', 'mime_type': 'application/pdf', 'filesize': 989093, 'objectid': 30397, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146408', 'filename': 'KOMUNIKASI SOSIAL DAN PEMBANGUNAN.pdf', 'hash_type': 'MD5', 'mtime': '2019-12-10 08:24:13'}], 'main': 'KOMUNIKASI SOSIAL DAN PEMBANGUNAN.pdf', 'docid': 30397, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30397', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17291}, {'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30398', 'security': 'public', 'placement': 2, 'eprintid': 17291, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'SAMPUL BUKU.pdf', 'docid': 30398, 'files': [{'mime_type': 'application/pdf', 'hash': 'c39cce9ead66029fbc53a3f96f5bf920', 'fileid': 146410, 'datasetid': 'document', 'mtime': '2019-12-10 08:24:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146410', 'filename': 'SAMPUL BUKU.pdf', 'filesize': 254846, 'objectid': 30398}], 'format': 'text'}]",,2019-12-10 08:39:10,1,934,Pustaka Media,['FISIP4'],,disk0/00/01/72/91,9,pub,2019-12-10 08:39:10,,public,['H1'],published,2019-11,http://repository.lppm.unila.ac.id/id/eprint/17291,1,,,,['universitas lampung'],,,,,,
24,TRUE,Finding the Pattern of Sustainability Relation on Former Forest Encroachers in the Forest Buffer Zone of TNBBS,"[{'id': 'tghbrunila@gmail.com', 'name': {'family': 'Teguh Budi Raharjo', 'lineage': None, 'honourific': None, 'given': 'tbr'}}, {'id': None, 'name': {'given': 'Tina', 'family': 'Kartika', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'nanda', 'honourific': None, 'family': 'utaridah', 'lineage': None}}, {'id': None, 'name': {'given': 'noviatusa', 'honourific': None, 'lineage': None, 'family': 'aidah'}}]",article,,show,archive,17292,2019-12-10 08:39:07,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30399', 'pos': 1, 'eprintid': 17292, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 146417, 'mime_type': 'application/pdf', 'hash': '46c5808cee56b4852c911aada28e6243', 'hash_type': 'MD5', 'mtime': '2019-12-10 08:27:26', 'filesize': 1086764, 'objectid': 30399, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146417', 'filename': 'JURNAL TEGUH BUDI R.pdf'}], 'main': 'JURNAL TEGUH BUDI R.pdf', 'docid': 30399}]",,2019-12-10 08:39:07,,934,WSEAS,['FISIP4'],WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,disk0/00/01/72/92,6,pub,2019-12-10 08:39:07,2224-3496,public,['H1'],published,2019,http://repository.lppm.unila.ac.id/id/eprint/17292,15,"Abstract: - This article describes the pattern done by former forest encroachers in the area of Taman Nasional Bukit Barisan (Bukit Barisan National Park), who live in the forest buffer zone of TNBBS Indonesia.  Therefore, comprehensive understanding about culture and communication pattern of the forest encroachers is needed.  The finding in this study is the communication pattern of forest encroachers and the fact that family becomes the first part that introduces forest encroachment to the children, and it has been done hereditary.  Communication done in the family is categorized as interpersonal communication. The communication pattern of forest encroachers tends to lead to the form of wheel, circular, and chain communication pattern. Communication pattern of forest encroacher shows that there is interpersonal closeness and deviant learning as the result of something that is continuously learnt.  The imbalance attitude pushes the conduct of deviation which is forest encroachment.",,,['universitas lampung'],,,,,,
25,TRUE,"Finding the Pattern of Sustainability Relation on Former Forest
Encroachers in the Forest Buffer Zone of TNBBS","[{'name': {'given': 'tbr', 'honourific': None, 'family': 'Teguh Budi Raharjo', 'lineage': None}, 'id': 'tghbrunila@gmail.com'}, {'id': 'tina.kartika@fisip.unila.ac.id', 'name': {'given': 'Tina', 'honourific': None, 'family': 'Tina Kartika', 'lineage': None}}, {'id': 'utaridahnanda@yahoo.co.id', 'name': {'given': 'Utaridah', 'family': 'Nanda', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'family': ""Noviatusa'adiah"", 'lineage': None, 'honourific': None, 'given': 'novi'}}, {'id': None, 'name': {'given': 'Kusumastuti', 'honourific': None, 'family': 'Henni', 'lineage': None}}]",article,230-237,show,archive,39721,2022-02-22 08:15:07,"[{'main': 'waseas.pdf', 'files': [{'hash': 'd7fefd415047bc8225cd34d5fc05179f', 'mime_type': 'application/pdf', 'fileid': 445543, 'datasetid': 'document', 'mtime': '2022-02-22 07:07:08', 'hash_type': 'MD5', 'filename': 'waseas.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/445543', 'objectid': 160997, 'filesize': 706479}], 'docid': 160997, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 39721, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160997', 'security': 'public'}]",http://repository.lppm.unila.ac.id/10923/,2022-02-22 08:15:07,,156,WSEAS,['FISIP4'],TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,disk0/00/03/97/21,8,pub,2022-02-22 08:15:07,2224-3496,public,['H1'],published,2019,http://repository.lppm.unila.ac.id/id/eprint/39721,,"Abstract: - This article describes the pattern done by former forest encroachers in the area of Taman Nasional
Bukit Barisan (Bukit Barisan National Park), who live in the forest buffer zone of TNBBS Indonesia.
Therefore, comprehensive understanding about culture and communication pattern of the forest encroachers is
needed. The finding in this study is the communication pattern of forest encroachers and the fact that family
becomes the first part that introduces forest encroachment to the children, and it has been done hereditary.
Communication done in the family is categorized as interpersonal communication. The communication pattern
of forest encroachers tends to lead to the form of wheel, circular, and chain communication pattern.
Communication pattern of forest encroacher shows that there is interpersonal closeness and deviant learning as
the result of something that is continuously learnt. The imbalance attitude pushes the conduct of deviation
which is forest encroachment.
Keywords: former forest encroacher, interpersonal communication, communication pattern, TNBBS",,,,,,,,,
26,TRUE,"An investigation of behavior and public opinion, pros-cons of forest encroachment sustainability issues in BBSNP of Tanggamus Distict, Indonesia","[{'name': {'lineage': None, 'family': 'Tina', 'honourific': None, 'given': 'Kartika'}}, {'name': {'given': 'Budirahardjo', 'honourific': None, 'lineage': None, 'family': 'Teguh'}}, {'name': {'family': 'Nanda', 'lineage': None, 'honourific': None, 'given': 'Utaridah'}}, {'name': {'family': 'Urfina', 'lineage': None, 'honourific': None, 'given': 'Frizka'}}, {'name': {'family': 'Henni', 'lineage': None, 'honourific': None, 'given': 'Kusumastuti'}}]",article,22-31,show,archive,39720,2022-02-22 07:10:09,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Naskah publish jurnal internasional.pdf', 'files': [{'objectid': 160996, 'filesize': 326681, 'filename': 'Naskah publish jurnal internasional.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/445536', 'hash_type': 'MD5', 'mtime': '2022-02-22 06:56:41', 'datasetid': 'document', 'fileid': 445536, 'mime_type': 'application/pdf', 'hash': 'c857ca70839a9b09868068c45a3f09b8'}], 'docid': 160996, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160996', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 39720}]",http://wseas.org/wseas/cms.action?id=19909,2022-02-22 07:10:09,,156,WSEAS,['FISIP4'],"Transactions on Environment and Development, 2019,15, pp. 22–31",disk0/00/03/97/20,7,pub,2022-02-22 07:10:09,2224-3496,public,['H1'],published,2019,http://repository.lppm.unila.ac.id/id/eprint/39720,,"Abstract: - The aims of this article are: 1) to analyze the behaviour of community in the environment of
BBSNP, 2) to analyze the community opinion forming materials that create behaviours of the community.
There is still encroachment caused by the perception of local community, so it affects their behaviours to
keep encroaching. Bukit Barisan Selatan National Park (BBSNP) is spread in four districts, the biggest area
is located in Pesisir Barat District (58.6%) of Lampung Province, in Kaur District (20.8%) of Bengkulu
Province, Lampung Barat/West Lampung (16.5%) of Lampung Province, and Tanggamus (4.1%) of
Lampung Province [1]. The study result shows the pros and cons opinion on occurring encroachment
activity. Pros opinion is obtained from forest encroachers, former encroachers, and parties who support the
encroachment. The understanding of community also has influence on the belief they have. The study result
can be used by local government in applying policies that they enforce. The encroachment activity can be
studied in multidisciplinary science and multi-method study.
Key-Words: Forest Encroachment, pros-cons, Tanggamus District, BBSNP",,,,,,,,,
27,TRUE,Finding the Pattern of Sustainability Relation on Former Forest Encroachers in the Forest Buffer Zone of TNBBS,"[{'name': {'given': 'TK', 'honourific': None, 'lineage': None, 'family': 'Tina Kartika'}, 'id': 'tina.kartika@fisip.unila.ac.id'}]",article,320-337,show,archive,20205,2020-05-22 01:49:17,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-20 04:30:51', 'filesize': 706479, 'objectid': 33545, 'filename': 'Finding the Pattern.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/190544', 'fileid': 190544, 'datasetid': 'document', 'hash': 'd7fefd415047bc8225cd34d5fc05179f', 'mime_type': 'application/pdf'}], 'main': 'Finding the Pattern.pdf', 'docid': 33545, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33545', 'pos': 1, 'eprintid': 20205, 'placement': 1}]",http://www.wseas.org/multimedia/journals/environment/2019/a505115-464.pdf,2020-05-22 01:49:17,,604,WSEAS Transactions on Environment and Development Press,['FISIP4'],WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,disk0/00/02/02/05,6,pub,2020-05-22 01:49:17,E-ISSN: 2224-3496,public,['H1'],,2019-11,http://repository.lppm.unila.ac.id/id/eprint/20205,15,"This article describes the pattern done by former forest encroachers in the area of Taman Nasional Bukit Barisan (Bukit Barisan National Park), who live in the forest buffer zone of TNBBS Indonesia.  Therefore, comprehensive understanding about culture and communication pattern of the forest encroachers is needed.  The finding in this study is the communication pattern of forest encroachers and the fact that family becomes the first part that introduces forest encroachment to the children, and it has been done hereditary.  Communication done in the family is categorized as interpersonal communication. The communication pattern of forest encroachers tends to lead to the form of wheel, circular, and chain communication pattern. Communication pattern of forest encroacher shows that there is interpersonal closeness and deviant learning as the result of something that is continuously learnt.  The imbalance attitude pushes the conduct of deviation which is forest encroachment. 
 
Keywords: former forest encroacher, interpersonal communication, communication pattern, TNBBS",,,,,,,,,
28,TRUE,"An Investigation of Behavior and Public Opinion, Pros-Cons of Forest Encroachment Sustainability Issues In BBSNP of Tanggamus District, Indonesia","[{'name': {'honourific': None, 'lineage': None, 'family': 'Tina Kartika', 'given': 'TK'}}]",article,22-31,show,archive,10920,2019-03-29 01:35:31,"[{'placement': 1, 'eprintid': 10920, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23925', 'pos': 1, 'security': 'public', 'files': [{'fileid': 100305, 'datasetid': 'document', 'hash': 'a72169132574997da9c71be8914e9e0e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-03-12 08:29:09', 'filesize': 550353, 'objectid': 23925, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100305', 'filename': 'Article Tina dkk, di Wseas Transaction on Environment and Development.pdf'}], 'main': 'Article Tina dkk, di Wseas Transaction on Environment and Development.pdf', 'docid': 23925, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",http://wseas.org/cms.action?id=4031,2019-03-29 01:35:31,,604,WSEAS,['FISIP4'],WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,disk0/00/01/09/20,7,pub,2019-03-29 01:35:31,2224-3496,public,['H1'],published,2019-01-31,http://repository.lppm.unila.ac.id/id/eprint/10920,15,"The aims of this article are: 1) to analyze the behaviour of community in the environment of BBSNP, 2) to analyze the community opinion forming materials that create behaviours of the community. There is still encroachment caused by the perception of local community, so it affects their behaviours to keep encroaching. Bukit Barisan Selatan National Park (BBSNP) is spread in four districts, the biggest area is located in Pesisir Barat District (58.6%) of Lampung Province, in Kaur District (20.8%) of Bengkulu Province, Lampung Barat/West Lampung (16.5%) of Lampung Province, and Tanggamus (4.1%) of Lampung Province [1].  The study result shows the pros and cons opinion on occurring encroachment activity. Pros opinion is obtained from forest encroachers, former encroachers, and parties who support the encroachment.  The understanding of community also has influence on the belief they have.  The study result can be used by local government in applying policies that they enforce. The encroachment activity can be studied in multidisciplinary science and multi-method study. 

Key-Words: Forest Encroachment, pros-cons, Tanggamus District, BBSNP",,[{'url': 'http://wseas.org/cms.action?id=4031'}],['Jurusan Ilmu Komunikasi'],,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,
29,TRUE,Komunikasi Antarpribadi Dan Komunikasi Kelompok Tenaga Pengamanan Perambah Hutan Illegal Untuk Mengatasi Perambahan Hutan,"[{'id': 'tina.kartika@fisip.unila.ac.id', 'name': {'given': 'TK', 'family': 'Tina Kartika', 'lineage': None, 'honourific': None}}]",article,40-54,show,archive,20209,2020-05-22 01:49:37,"[{'placement': 1, 'eprintid': 20209, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33548', 'security': 'public', 'main': 'Lini massa.pdf', 'files': [{'hash': 'cbc57f088f2061856cc5c4bab84ce7e3', 'mime_type': 'application/pdf', 'fileid': 190561, 'datasetid': 'document', 'filename': 'Lini massa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/190561', 'filesize': 225238, 'objectid': 33548, 'mtime': '2020-05-20 04:50:16', 'hash_type': 'MD5'}], 'docid': 33548, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",https://journal.unpas.ac.id/index.php/linimasa/issue/view/168,2020-05-22 01:49:37,2,604,Universitas Pasundan,['FISIP4'],Jurnal Linimasa,disk0/00/02/02/09,6,pub,2020-05-22 01:49:37,E-ISSN 2614-0381,public,['H1'],published,2019-07,http://repository.lppm.unila.ac.id/id/eprint/20209,2,"Permasalahan perambahan hutan, bukan hanya  permasalahan lingkungan hidup, juga sudah menjadi masalah  yang melibatkan  berbagai aspek.  Masalah ini dapat dikaji dari sudut pandang, misalnya, sosial, ekonomi, politik dan budaya. Salah satu cara untuk menghindari  terjadinya perambahan hutan adalah pemanfaatan media. Media dalam arti sebagai alat untuk menyebarkan informasi. Pemberdayaan komunikasi antarpribadi dan komunikasi kelompok  antara tenaga pengamanan perambah hutan illegal dengan perambah hutan dan atau mantan perambah hutan. Temuan dalam penelitian ini adalah adanya  peranan komunikasi antarpribadi dan komunikasi kelompok yang dilakukan tenaga pengamanan perambah hutan illegal. Hal ini diawali dari temuan  adanya  oknum petugas TNBBS memberitahu kepada mantan perambah hutan akan diadakan patroli hutan. Akibatnya para mantan perambah hutan  tidak beroperasi di lahan TNBBS Kecamatan Tanggamus. Hal ini menunjukkan bahwa adanya kedekatan antarpribadi dan belajar menyimpang  akibat sesuatu yang dipelajari terus menerus. Ketidak seimbangan sikap yang mendorong melakukan penyimpangan yaitu perambahan hutan. Dari temuan ini, maka  direkomendasikan agar  para pengambil kebijakan, pejabat TNBBS, masyarakat setempat, polisi hutan benarbenar harus komitmen untuk menjaga  kawasan TNBBS sebagai kawasan lindung sekaligus sebagai paru-paru dunia. 
 
Keywords: Komunikasi antarpribadi, komunikasi kelompok, media, perambahan hutan",,,,,,http://dx.doi.org/10.23969/linimasa.v2i2,,,
30,TRUE,"Perceptions of Ethnic Groups in Bakauheni Sub-District, South Lampung Regency, Indonesia","[{'name': {'given': 'TK', 'honourific': None, 'lineage': None, 'family': 'Tina Kartika'}, 'id': 'tina.kartika@fisip.unila.ac.id'}]",article,1-16,show,archive,20202,2020-05-22 01:49:11,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33544', 'eprintid': 20202, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 33544, 'main': 'Perseption of Ethnic.pdf', 'files': [{'mtime': '2020-05-20 04:05:39', 'hash_type': 'MD5', 'filename': 'Perseption of Ethnic.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/190532', 'filesize': 431958, 'objectid': 33544, 'mime_type': 'application/pdf', 'hash': 'fb6a23236ac2164fd3b82036b1883215', 'fileid': 190532, 'datasetid': 'document'}]}]",http://immi.se/intercultural/index_new.html,2020-05-22 01:49:11,,604,University of Geteborg,['FISIP4'],Journal of Intercultural Communication,disk0/00/02/02/02,8,pub,2020-05-22 01:49:11,"ISSN 1404-1634,",public,['H1'],published,2019-11,http://repository.lppm.unila.ac.id/id/eprint/20202,51,"Bakauheni constitutes a sub-district located in South Lampung, Indonesia. It is inhabited by diverse ethnic groups: Lampung, Sunda, Java, Batak, and Bugis. Their different cultural backgrounds often result in different perceptions among them. Therefore, this study aimed to explore perceptions by the ethnic groups living in the region.The current study was qualitative. An interview was undertaken in depth to investigate ethnic groups’ perceptions. The data were analyzed using BIPLOT. The result of the current study showed that there were two main categories of perceptions among the ethnic groups living in Bakauheni: soft-hearted and hard-hearted perception. This suggests that communication inter-ethnic is important for attaining the harmony of social life.
Keywords: Communication, Perceptions, Inter-Ethnic Groups, South Lampung Indonesia",,,,,,,,,
