,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,refereed,title,creators,type,subjects,uri,date,abstract,divisions,publisher,publication,dir,rev_number,ispublished,status_changed,full_text_status,book_title,pres_type,event_type,event_title,place_of_pub,id_number,official_url,funders,date_type,projects,corp_creators,number,volume
21,show,archive,42088,2022-06-06 01:25:47,"[{'format': 'text', 'docid': 163785, 'main': 'Reviewe Evaluasi Putusan.pdf', 'files': [{'datasetid': 'document', 'fileid': 464016, 'mime_type': 'application/pdf', 'hash': '73fc0485e2b35d36c108c2b763065a64', 'filesize': 644830, 'objectid': 163785, 'filename': 'Reviewe Evaluasi Putusan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/464016', 'hash_type': 'MD5', 'mtime': '2022-06-04 06:21:25'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42088, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163785', 'pos': 1}]",2022-06-06 01:25:47,23041,FALSE,Evaluasi Putusan Mahkamah Konstitusi (MK) Terkait Hukum Perdata Internasional.,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Muhammad', 'given': 'Havez'}, 'id': 'muhammad.havez@fh.unila.ac.id'}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/42088,1970-01-01 00:00:00.000002022,Hasil Penilaian Sejawat Sebidang atau Peer Review,['FH2'],JASSP,Journal of Advance in Social Sciences and Policy (JASSP) Universitas Lampung,disk0/00/04/20/88,6,pub,2022-06-06 01:25:47,public,,,,,,,,,,,,,
22,show,archive,48693,2023-03-01 07:46:10,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188066', 'pos': 1, 'eprintid': 48693, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Riviewer.pdf', 'docid': 188066, 'files': [{'hash': 'ef987ce40856d8ccb827ca2f97954298', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 530697, 'mtime': '2023-03-01 06:50:14', 'hash_type': 'MD5', 'filename': 'Riviewer.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/530697', 'filesize': 69983, 'objectid': 188066}]}]",2023-03-01 07:46:10,26202,FALSE,"Aspek Hukum Dalam Akad Pembiayaan Al Murabahah Pada Perbankan Syariah (Studi Pada PT. Bank Syariah Indonesia Tbk Cabang Kedaton, Bandar Lampung)","[{'name': {'lineage': None, 'family': 'Rimadona', 'honourific': None, 'given': 'Dwi'}, 'id': None}, {'id': 'dwi.rimadona@yahoo.com', 'name': {'lineage': None, 'family': None, 'honourific': None, 'given': None}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/48693,1970-01-01 00:00:00.000002022,Hasil Cek Per-Review,['FH2'],good wood,JIHHAM,disk0_bak/00/04/86/93,8,pub,2023-03-01 07:46:10,public,,,,,,,,,,,,,
23,show,archive,43017,2022-07-06 07:41:52,"[{'eprintid': 43017, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164871', 'pos': 1, 'format': 'text', 'docid': 164871, 'main': 'Legal politics.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/470830', 'filename': 'Legal politics.pdf', 'filesize': 592528, 'objectid': 164871, 'mtime': '2022-07-06 07:18:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c5a13dfa0db10576450fa01119dea477', 'datasetid': 'document', 'fileid': 470830}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-07-06 07:41:52,188,FALSE,Legal politics against Dominus Litis at the Attorney General's Office in Exercising the Power of Prosecution,"[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'lineage': None, 'family': 'Rinaldy Amrullah'}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/43017,1970-01-01 00:00:00.000002022,,['FH2'],IJMMU,International Journal of Multicultural and Multireligious Understanding,disk0/00/04/30/17,6,pub,2022-07-06 07:41:52,public,,,,,,,,,,,,,
24,show,archive,43111,2022-07-08 03:56:41,"[{'format': 'text', 'main': 'Legal politics against.pdf', 'docid': 164969, 'files': [{'mtime': '2022-07-08 02:31:41', 'hash_type': 'MD5', 'filename': 'Legal politics against.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/471602', 'filesize': 1946348, 'objectid': 164969, 'mime_type': 'application/pdf', 'hash': '4151027b6d62d910ad9c79875eb7220f', 'fileid': 471602, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 43111, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164969'}]",2022-07-08 03:56:41,188,FALSE,Legal politics against Dominus Litis at the Attorney General's Office in Exercising the Power of Prosecution,"[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'lineage': None, 'family': 'Rinaldy Amrullah'}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/43111,1970-01-01 00:00:00.000002022,Hasil Check Similarity,['FH2'],IJMMU,International Journal of Multicultural and Multireligious Understanding,disk0/00/04/31/11,6,pub,2022-07-08 03:56:41,public,,,,,,,,,,,,,
25,show,archive,43015,2022-07-06 07:41:45,"[{'placement': 1, 'eprintid': 43015, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164869', 'pos': 1, 'security': 'public', 'main': 'The Urgenci.pdf', 'docid': 164869, 'files': [{'mtime': '2022-07-06 07:14:03', 'hash_type': 'MD5', 'filename': 'The Urgenci.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/470817', 'objectid': 164869, 'filesize': 333641, 'hash': '1bb2a0593f739ad905048372183b782b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 470817}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-07-06 07:41:45,188,FALSE,"The Urgency of Returning Assets Proceeds of Corruption in State 
Financial Recovery","[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'family': 'Rinaldy Amrullah', 'lineage': None}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/43015,1970-01-01 00:00:00.000002022,,['FH2'],SIJLCL,"Scholars International Journal of Law, Crime and Justice",disk0/00/04/30/15,6,pub,2022-07-06 07:41:45,public,,,,,,,,,,,,,
26,show,archive,43108,2022-07-08 03:56:35,"[{'placement': 1, 'eprintid': 43108, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164966', 'pos': 1, 'security': 'public', 'docid': 164966, 'main': 'The Urgenci.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'bb61fd2ffb24bfec7db42722b24a82ce', 'datasetid': 'document', 'fileid': 471583, 'filename': 'The Urgenci.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/471583', 'filesize': 1331133, 'objectid': 164966, 'mtime': '2022-07-08 01:23:48', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-07-08 03:56:35,188,FALSE,The Urgency of Returning Assets Proceeds of Corruption in State Financial Recovery,"[{'id': None, 'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'family': 'Rinaldy Amrullah', 'lineage': None}}, {'id': 'maroniunila@gmail.com', 'name': {'given': 'Maroni', 'family': 'Maroni', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'Diah Gustiniati Maulani', 'honourific': None, 'family': 'Diah Gustiniati Maulani', 'lineage': None}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/43108,1970-01-01 00:00:00.000002022,Hasil Check Similarity,['FH2'],SIJLCJ,"Scholars International Journal of Law, Crime and Justice",disk0/00/04/31/08,7,pub,2022-07-08 03:56:35,public,,,,,,,,,,,,,
27,show,archive,51059,2023-05-04 07:46:12,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Dr FX SumarjaSHMHum_FH_Magister Hukum_Laporan akhir 13 Sept 2022_Final.pdf', 'docid': 190775, 'files': [{'mtime': '2023-05-04 06:51:29', 'hash_type': 'MD5', 'filename': 'Dr FX SumarjaSHMHum_FH_Magister Hukum_Laporan akhir 13 Sept 2022_Final.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/549084', 'objectid': 190775, 'filesize': 554132, 'mime_type': 'application/pdf', 'hash': '98d6e0c11e6177a18f2a79c579234826', 'fileid': 549084, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190775', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51059}]",2023-05-04 07:46:12,940,,POLITIK HUKUM PENGELOLAAN PERTAMBANGAN BERDASARKAN UNDANG UNDANG CIPTA KERJA,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sumarja', 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'name': {'given': 'Muhammad', 'family': 'Akib', 'lineage': None, 'honourific': None}, 'id': None}]",other,['K1'],http://repository.lppm.unila.ac.id/id/eprint/51059,2022-09-01 00:00:00.000000000,"Pertambangan merupakan sektor yang mendapat perhatian serius dari pemerintah, mengingat kegiatan usaha pertambangan tersebut memberikan kontribusi yang cukup besar bagi masuknya devisa negara, hal ini terlihat dengan banyaknya perizinan Kuasa Pertambangan di daerah. Di sisi lain dengan meningkatnya jumlah kegiatan usaha pertambangan baik yang melibatkan investasi asing maupun nasional, menimbulkan eksploitasi besar-besaran dan mengakibatkan pencemaran serta rusaknya lingkungan. Wahana Lingkungan Hidup Indonesia
(WALHI) mencatat setidaknya terdapat 3 masalah pertambangan mulai dari masalah perizinan, konflik dengan penduduk lokal, hingga pencemaran akibat limbah tailing pertambangan. Saat kegiatan penambangan selesai, masalah belum berakhir hal ini dikarenakan ada beberapa perusahaan tambang yang meninggalkan lubang-lubang bekas tambang begitu saja.
Jika mengikuti aturan UU No. 4 Tahun 2009, perusahaan tambang wajib melakukan semua kegiatan Reklamasi dan Kegiatan Pasca tambang sekaligus menyetor dana jaminan Reklamasi dan Pasca tambang. Meskipun terdapat aturan
fakta di lapangan masih saja banyak terjadi pelanggaran berupa lubang-lubang bekas tambang dibiarkan terbuka dan menjadi danau raksasa yang menelan korban jiwa. Undang-undang cipta kerja bukannya memperkuat pengaturan justru
membebaskan kewajiban perusahaan dalam perbaikan lahan bekas tambang.
Hasil penelitian ditemukan bahwa politik hukum pengelolaan pertambangan berdasarkan undang-undang cipta kerja arahnya lebih condong pada pertumbuhan ekonomi sebagai titik sentral dengan cara memberikan kemudahan dan insentif kepada investor sebagai pelaku usaha. Sebagai solusinya, model kebijakan pengelolaan pertambangan berwawasan lingkungan dengan penerapan model siklus Plan Do Check Act (PDCA), serta penekanan terhadap pembangunan berkelanjutan.",['FH2'],FH Unila,,disk0_bak/00/05/10/59,8,unpub,2023-05-04 07:46:12,public,,,,,Bandar Lampung,940.0,http://repository.lppm.unila.ac.id/,['LPPM Unila'],submitted,['Hibah Pascasarjana Unila'],"['FH Unila', 'FH Unila']",,
28,show,archive,50438,2023-04-13 03:40:14,"[{'main': '14747.pdf', 'docid': 190144, 'files': [{'fileid': 544322, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '63c4389fd17f9c5d99415636d777e625', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:09:18', 'objectid': 190144, 'filesize': 237161, 'filename': '14747.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544322'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 50438, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190144', 'pos': 1, 'security': 'public'}]",2023-04-13 03:40:14,765,FALSE,KONFIGURASI MATERI MUATAN PERATURAN DAERAH TENTANG RISET DI DAERAH,"[{'id': 'eko.raharjo3@gmail.com', 'name': {'family': 'eko raharjo', 'lineage': None, 'honourific': None, 'given': 'eko'}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/50438,2022-09-30 00:00:00.000000000,,['FH2'],Journal Of Constitutional Law Society,KONFIGURASI MATERI MUATAN PERATURAN DAERAH TENTANG RISET DI DAERAH,disk0_bak/00/05/04/38,6,pub,2023-04-13 03:40:14,public,,,,,,,,,,,,2.0,1.0
29,show,archive,50442,2023-04-13 03:40:28,"[{'eprintid': 50442, 'placement': 1, 'formatdesc': 'Journal', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190148', 'pos': 1, 'format': 'slideshow', 'docid': 190148, 'main': 14784, 'files': [{'filename': 14784, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544359', 'objectid': 190148, 'filesize': 2095118, 'mtime': '2023-04-13 02:28:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '635bd1351fb04a3202bab2e61a7579d3', 'datasetid': 'document', 'fileid': 544359}], 'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 2}]",2023-04-13 03:40:28,765,FALSE,Kesadaran Hukum Berlalu Lintas Pada Siswa SMA YP Unila Bandar Lampung Upaya Pencegahan Pelanggaran,"[{'id': 'eko.raharjo3@gmail.com', 'name': {'family': 'eko raharjo', 'lineage': None, 'honourific': None, 'given': 'eko'}}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/50442,2022-09-27 00:00:00.000000000,,['FH2'],,Kesadaran Hukum Berlalu Lintas Pada Siswa SMA YP Unila Bandar Lampung Upaya Pencegahan Pelanggaran,disk0_bak/00/05/04/42,9,pub,2023-04-13 03:40:28,public,,,,,,,,,,,,,
30,show,archive,50441,2023-04-13 03:40:26,"[{'format': 'text', 'docid': 190147, 'main': '14889.pdf', 'files': [{'filesize': 914651, 'objectid': 190147, 'filename': '14889.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544339', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:23:07', 'fileid': 544339, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2e02bb622adc45460e0bf9281fbb3f8c'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 50441, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190147'}]",2023-04-13 03:40:26,765,FALSE,"OPTIMALISASI PENEGAKAN HUKUM BERBASIS DIGITAL MELALUI PERSIDANGAN VIRTUAL SEBAGAI PERWUJUDAN ASAS PERADILAN CEPAT DAN MURAH
PADA ERA INDUSTRY 4.0","[{'name': {'given': 'eko', 'honourific': None, 'lineage': None, 'family': 'eko raharjo'}, 'id': 'eko.raharjo3@gmail.com'}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/50441,1970-01-01 00:00:00.000002022,,['FH2'],,OPTIMALISASI PENEGAKAN HUKUM BERBASIS DIGITAL MELALUI PERSIDANGAN VIRTUAL SEBAGAI PERWUJUDAN ASAS PERADILAN CEPAT DAN MURAH PADA ERA INDUSTRY 4.0,disk0_bak/00/05/04/41,6,pub,2023-04-13 03:40:26,public,,,,,,,,,,,,,
31,show,archive,44940,2022-09-14 07:33:34,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166859', 'pos': 1, 'eprintid': 44940, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'objectid': 166859, 'filesize': 533207, 'filename': 'Reviewer Harsa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484776', 'hash_type': 'MD5', 'mtime': '2022-09-14 07:29:08', 'fileid': 484776, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5841044805e4055bc23b79ceb15e9270'}], 'main': 'Reviewer Harsa.pdf', 'docid': 166859}]",2022-09-14 07:33:34,25540,FALSE,THE REMIX PHENOMENON AND THE NEED TO REFORM INDONESIAN COPYRIGHT LAW,"[{'name': {'honourific': None, 'family': 'harsa', 'lineage': None, 'given': 'Wahyu'}, 'id': 'harsa.ramadhan@fh.unila.ac.id'}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/44940,1970-01-01 00:00:00.000002022,Hasil Penilaian Sejawat Sebidang atau Peer Review,['FH2'],Magister Ilmu Hukum UBL,Pranata Hukum,disk0/00/04/49/40,6,pub,2022-09-14 07:33:34,public,,,,,,,,,,,,,
32,show,archive,41359,2022-04-19 08:42:16,"[{'files': [{'hash_type': 'MD5', 'mtime': '2022-04-19 02:41:42', 'objectid': 162995, 'filesize': 1742616, 'filename': 'THE EFFECTIVENESS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458519', 'fileid': 458519, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'afd664c25fb4a7b05b7ebee029c3e4b2'}], 'main': 'THE EFFECTIVENESS.pdf', 'docid': 162995, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 41359, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162995', 'pos': 1, 'security': 'public'}]",2022-04-19 08:42:16,61,FALSE,The Effectiveness of Partnership Programs and Environmental Development by State-Owned Enterprises (BUMN) in Empowering Micro and Small Businesses in Lampung,"[{'id': None, 'name': {'given': 'S.H., M.H', 'family': 'sunaryo', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Rilda', 'lineage': None, 'honourific': None, 'given': 'Murniati'}, 'id': 'rilda_murniati@ymail.com'}, {'name': {'family': 'Kasmawati', 'lineage': None, 'honourific': None, 'given': 'Kasmawati'}, 'id': None}]",article,['K1'],http://repository.lppm.unila.ac.id/id/eprint/41359,2022-03-01 00:00:00.000000000,Hasil Chcek Similarity,['FH2'],Scholars Middle East Publisher,"IScholars International Journal of Law, Crime and Justice (SIJLCJ)",disk0/00/04/13/59,6,pub,2022-04-19 08:42:16,public,,,,,,,,,,,,,
