,date,uri,subjects,book_title,status_changed,full_text_status,ispublished,rev_number,publisher,divisions,dir,userid,documents,lastmod,eprintid,eprint_status,datestamp,metadata_visibility,creators,type,refereed,title,abstract,publication,event_title,event_type,pres_type,isbn,place_of_pub,pagerange,monograph_type,issn,id_number,official_url,related_url,funders,corp_creators,projects,date_type,institution,pedagogic_type,completion_time,skill_areas,learning_level,number,volume,task_purpose,copyright_holders,contributors,event_location,event_dates,pages,department,keywords
26,2019-12-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/17294,['KZ'],,2019-12-19 02:55:59,public,pub,6,STPN Press,['FH2'],disk0/00/01/72/94,940,"[{'files': [{'fileid': 146436, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'cd48d664845ed837758928b982698806', 'filesize': 113319, 'objectid': 30404, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146436', 'filename': 'Eksistensi Lembaga Penilai_Bhumi_2-2019.pdf', 'hash_type': 'MD5', 'mtime': '2019-12-12 02:04:36'}], 'main': 'Eksistensi Lembaga Penilai_Bhumi_2-2019.pdf', 'docid': 30404, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 17294, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30404', 'pos': 1, 'security': 'public'}]",2019-12-19 02:55:59,17294,archive,2019-12-19 02:55:59,show,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",article,TRUE,"EKSISTENSI LEMBAGA PENILAI DALAM PENGADAAN TANAH
(THE EXISTENCE OF APPRAISAL AGENCIES IN LAND ACQUISITION)","Compensation often arises in land acquisition. The purpose of this study is to determine the existence
of an appraisal institution in providing an assessment of the land and/or objects that are on it, as a basis for
providing reasonable compensation. The study method used in this study is normative juridical approach. The
data was critically analyzed using content analysis. The results of the study indicate that the Government has
established an independent institution, namely the Land Appraisal Agency, as the basis for providing compen-
sation. The existence of an independent institution was f irst regulated in Presidential Regulation No. 36 of
2005. In 2012, the Land Appraisal Agency obtained a perfect regulation in a law. However, it is not automatically
the only institution that has authority in valuing land prices. The government is still being halfhearted. The
Land Appraisal Institution received full position in the land acquisition after the Ministerial Regulation of
Agrarian & Spatial Planning/Head of National Land Agency No. 6 of 2015 was made.",Bhumi,,,,,,208-221,,1412 - 730X,940,https://jurnalbhumi.stpn.ac.id/index.php/JB/article/view/371/296,[{'url': 'http://repository.lppm.unila.ac.id'}],['KPK RI'],['Fakultas Hukum Universitas Lampung'],['In House Training'],published,,,,,,2,5,,,,,,,,
27,2019-07-25 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13844,['K1'],,2019-08-19 03:33:08,public,unpub,8,---,['FH2'],disk0/00/01/38/44,940,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Makalah_Jadi_Penilai_FX_Sumarja.pdf', 'docid': 26875, 'files': [{'mtime': '2019-08-18 15:04:46', 'hash_type': 'MD5', 'filename': 'Makalah_Jadi_Penilai_FX_Sumarja.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120836', 'objectid': 26875, 'filesize': 85641, 'mime_type': 'application/pdf', 'hash': '4442b03f5981ba4c435962e5d59ac006', 'fileid': 120836, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26875', 'security': 'public', 'placement': 1, 'eprintid': 13844}]",2019-08-19 03:33:08,13844,archive,2019-08-19 03:33:08,show,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",teaching_resource,,EKSISTENSI LEMBAGA PENILAI DALAM PENGADAAN TANAH,"Dalam pengadaan tanah, persoalan yang sering muncul adalah besaran ganti rugi. Untuk memperoleh nilai ganti rugi yang wajar agar rakyat tidak dirugikan atau menjadi turun kesejahteraannya, maka pemerintah dalam perjalanan sejarah pengadaan tanah telah  melakukan upaya agar ganti rugi tidak menurunkan tingkat kesejahteraan rakyat. Upaya yang ditempuh pemerintah adalah membentuk berbagai lembaga yang diberi kewenangan untuk menghitung/menaksir nilai tanah dan atau benda-benda yang ada di atasnya. Berikut diuraikan perjalanan sejarah berbagai lembaga yang mendapat kewenangan untuk menghitung/menaksir agar besaran ganti kerugian yang diterima oleh yang berhak adalah wajar dan tentunya tidak merugikan yang berhak, dalam rangka pengadaan tanah oleh pemerintah",,,,,,,,,,,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['KPK-RI'],['Fakultas Hukum Universitas Lampung'],['In House Training'],,,problem,25 Juli 2019,['---'],---,,,Memberikan pemahaman kepada para penegak hukum dalam rangka pengadaan tanah yang melibatkan penilai tanah,['---'],"[{'type': 'http://www.loc.gov/loc.terms/relators/FND', 'name': {'honourific': None, 'family': 'KPK', 'lineage': None, 'given': 'Sub Penindakan'}}]",,,,,
28,2019-06-11 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13848,['K1'],,2019-08-19 03:31:25,public,pub,7,,['FH2'],disk0/00/01/38/48,940,"[{'format': 'text', 'main': 'Menggapai Tanah Harapan_FX_Sumarja.pdf', 'docid': 26878, 'files': [{'mime_type': 'application/pdf', 'hash': 'fdf853afde4bf55de90b6f8482b93888', 'fileid': 120861, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120861', 'filename': 'Menggapai Tanah Harapan_FX_Sumarja.pdf', 'filesize': 74004, 'objectid': 26878, 'mtime': '2019-08-18 16:02:56', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 13848, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26878'}]",2019-08-19 03:31:25,13848,archive,2019-08-19 03:31:25,show,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'honourific': None, 'family': 'Sumarja', 'lineage': None}}]",conference_item,TRUE,MENGGAPAI TANAH HARAPAN,"Transmigrasi adalah upaya meningkatkan kesejahteraan dan peran serta masyarakat dalam pemerataan pembangunan daerah serta memperkukuh persatuan dan kesatuan bangsa. Kepemilikan tanah merupakan salah satu sarananya untuk  meningkatkan kesejahteraan rakyat, dengan memberikan sertipikat tanah sebagai jaminan kepastian hukum. Pemberian sertipikat tanah ternyata belum dapat menjamin kesejahteraan, karena tanahnya diklaim oleh masyarakt setempat, apalagi tanah yang belum ada sertipikatnya. Diperlukan terobosan hukum untuk memberikan rasa aman kepada transmigran atas kepemilikan tanahnya, tanpa mengabaikan kepentingan masyarakat tempatan transmigrasi.",,"Seminar dan Lokakarya Nasional Transformasi Kebijakan Agraria dan Transmigrasi: Quo Vadis Pedesaan di Indonesia” oleh LPPM Unila, 10-11 Juli 2019",conference,speech,,,1-12,,,,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['LPPM Unila'],['Fakultas Hukum Universitas Lampung'],"['Seminar dan Lokakarya Nasional Transformasi Kebijakan Agraria dan Transmigrasi: Quo Vadis Pedesaan di Indonesia” oleh LPPM Unila, 10-11 Juli 2019']",published,,,,,,,,,,"[{'name': {'given': 'Unila', 'family': 'LPPM Unila', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/FND'}]",Bandar Lampung,10-11 Juni 2019,,,
29,2019-02-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/10880,['K1'],,2019-03-06 06:19:49,public,pub,6,European Alliance for Innovation (EAI),['FH2'],disk0/00/01/08/80,940,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'eai.30-10-2018.2281453.pdf', 'files': [{'mtime': '2019-03-04 07:40:37', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/100080', 'filename': 'eai.30-10-2018.2281453.pdf', 'filesize': 160990, 'objectid': 23889, 'hash': '78e15920bd119b19f8cd0894c1094a11', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 100080}], 'docid': 23889, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23889', 'pos': 1, 'eprintid': 10880, 'placement': 1}]",2019-03-06 06:19:49,10880,archive,2019-03-06 06:19:49,show,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}}]",article,TRUE,Optimization of Land Use in Development of Sustainable Tourism,"Land use is one of the rights owned by individuals/groups of people or legal entities that have land rights according to Law of the Republic of Indonesia Number 5 of 1960 concerning Basic Regulations of Agrarian Principles (UU No. 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria/UUPA). Land rights regulated by UUPA include Right of Ownership, Right of Exploitation, Right to Build, Right to Use, and Right to Rent for Buildings. It is often found in community practice, considering that not all holders of land rights can use their land optimally, while they need funds, then they take shortcuts, namely land for sale (sell off). Even though Articles 10, 24, 35, 41 and 53 of the UUPA allow a person who has rights on land but is unable to use it himself, it is permissible to cooperate with other parties with an agreement on the imposition of rights or a cooperation of agreement on land use. Of course, the format depends on the type of land, agriculture or non-agriculture. One of the collaborative use of non-agricultural land is the Build Operate Transfer agreement, in addition to the agreement to impose other land rights.","Proceedings of the 1st Warmadewa Research and Development Seminar (WARDS),30 October 2018, Denpasar-Bali, Indonesia",,,,,,-----,,2593-7650,940,http://eudl.eu/doi/10.4108/eai.30-10-2018.2281453,[{'url': 'http://repository.lppm.unila.ac.id'}],['Universitas Warmadewa- Denpasar bali'],['Fakultas Hukum Universitas Lampung'],['Seminar nasional'],published,,,,,,1,1,,,,,,,,
30,2019-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14739,['K1'],,2019-11-04 03:33:53,public,unpub,7,-,['FH2'],disk0/00/01/47/39,940,"[{'main': 'Revisi_Makalah_Pemberdayaan_masyarakat_pasca legalisasi aset_melalui Optimalisasi_pemanfaatan_tanah_.pdf', 'docid': 27851, 'files': [{'datasetid': 'document', 'fileid': 127551, 'hash': 'ded7ec91e7ac763dccdafd74b61fdea3', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-10-30 01:16:02', 'objectid': 27851, 'filesize': 54689, 'uri': 'http://repository.lppm.unila.ac.id/id/file/127551', 'filename': 'Revisi_Makalah_Pemberdayaan_masyarakat_pasca legalisasi aset_melalui Optimalisasi_pemanfaatan_tanah_.pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 14739, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27851', 'security': 'public'}]",2019-11-04 03:33:53,14739,archive,2019-11-04 03:33:53,show,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",article,TRUE,PEMBERDAYAAN MASYARAKAT PASCA LEGALISASI ASET MELALUI OPTIMALISASI PEMANFAATAN TANAH,"Legalisasi aset dan redistribusi tanah merupakan salah satu program reforma agraria yang disebut penataan aset, selain penataan akses. Setelah dilakukan penataan aset melalui legaliasi aset, perlu dilakukan penataan akses. Penataan akses adalah pemberian kesempatan akses permodalan dan bantuan lain kepada penerima sertipikat tanah dalam rangka meningkatkan kesejahteraan yang berbasis pemanfaatan tanah, Pemberian kesempatan seperti itulah yang dimaksud pemberdayaan masyarakat pemilik tanah. Salah satu caranya melalui optimalisasi pemanfaatan tanah. Pemanfaatan tanah merupakan salah satu hak yang dimiliki oleh individu/kelompok orang atau badan hukum yang memiliki hak atas tanah menurut UU No. 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria (UUPA). Hak atas tanah yang diatur UUPA diantaranya, Hak Milik, Hak Guna Usaha, Hak Guna Bangunan, Hak Pakai, dan Hak Sewa untuk Bangunan. Seringkali dijumpai dalam praktik bermasyarakat, mengingat tidak semua pemegang hak atas tanah dapat memanfaatkan tanahnya secara optimal, sementara ia memerlukan dana, kemudian mengambil jalan pintas, yaitu tanah dijual (jual lepas). Padahal UUPA memungkinkan seseorang yang memiliki hak atas tanah dan tidak mampu memanfaatkannya sendiri diperbolehkan untuk dikerjasamakan dengan pihak lain dengan perjanjian  pembebanan hak atau perjanjian kerjasama pemanfaatan tanah. Tentu saja bentuknya tergantung dari jenis tanahnya, pertanian atau non-pertanian.",--,,,,,,-----,,--,940,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['Kanwil BPN Prov Lampung'],['Fakultas Hukum Universitas Lampung'],['Reforma agraria'],,,,,,,--,--,,,,,,,,
31,2019-04-16 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11406,['K1'],,2019-05-02 04:23:21,public,pub,7,---,['FH2'],disk0/00/01/14/06,940,"[{'docid': 24412, 'main': 'Makalah_Pemberdayaan_masyarakat_melalui Optimalisasi_pemanfaatan_tanah_.pdf', 'files': [{'filename': 'Makalah_Pemberdayaan_masyarakat_melalui Optimalisasi_pemanfaatan_tanah_.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/103725', 'filesize': 51022, 'objectid': 24412, 'mtime': '2019-04-29 08:27:52', 'hash_type': 'MD5', 'hash': 'a558116c4c80bb775b0e834b01687473', 'mime_type': 'application/pdf', 'fileid': 103725, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 11406, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24412', 'security': 'public'}]",2019-05-02 04:23:21,11406,archive,2019-05-02 04:23:21,show,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}}]",other,,PEMBERDAYAAN MASYARAKAT PEMILIK TANAH MELALUI OPTIMALISASI PEMANFAATAN TANAH PASCA LEGALISASI ASET,"Legalisasi aset dan redistribusi tanah merupakan salah satu program reforma agraria yang disebut penataan aset, selain penataan akses. Setelah dilakukan penataan aset melalui legaliasi aset, perlu dilakukan penataan akses. Penataan akses adalah pemberian kesempatan akses permodalan dan bantuan lain kepada penerima sertipikat tanah dalam rangka meningkatkan kesejahteraan yang berbasis pemanfaatan tanah, Pemberian kesempatan seperti itulah yang dimaksud pemberdayaan masyarakat pemilik tanah. Salah satu caranya melalui optimalisasi pemanfaatan tanah. Pemanfaatan tanah merupakan salah satu hak yang dimiliki oleh individu/kelompok orang atau badan hukum yang memiliki hak atas tanah menurut UU No. 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria (UUPA). Hak atas tanah yang diatur UUPA diantaranya, Hak Milik, Hak Guna Usaha, Hak Guna Bangunan, Hak Pakai, dan Hak Sewa untuk Bangunan. Seringkali dijumpai dalam praktik bermasyarakat, mengingat tidak semua pemegang hak atas tanah dapat memanfaatkan tanahnya secara optimal, sementara ia memerlukan dana, kemudian mengambil jalan pintas, yaitu tanah dijual (jual lepas). Padahal UUPA memungkinkan seseorang yang memiliki hak atas tanah dan tidak mampu memanfaatkannya sendiri diperbolehkan untuk dikerjasamakan dengan pihak lain dengan perjanjian  pembebanan hak atau perjanjian kerjasama pemanfaatan tanah. Tentu saja bentuknya tergantung dari jenis tanahnya, pertanian atau non-pertanian. 

Kata kunci: Pemberdayaan, pembebanan hak, Perjanjian Pemanfaatan tanah",,,,,,---,,,,940,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['Kanwil BPN Provinsi Lampung'],['Fakultas Hukum Universitas Lampung'],['Bimbingan Teknis Sumber Daya Manusia (SDM) Pelaksana Pemberdayaan Masyarkat'],published,,,,,,,,,,,,,,,
32,2019-08-16 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13846,['K1'],,2019-08-19 03:33:55,public,unpub,8,---,['FH2'],disk0/00/01/38/46,940,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 26876, 'main': 'FX_Sumarja_ Pengadaan Tanah Skala Kecil.pdf', 'files': [{'mtime': '2019-08-18 15:34:39', 'hash_type': 'MD5', 'filename': 'FX_Sumarja_ Pengadaan Tanah Skala Kecil.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120846', 'objectid': 26876, 'filesize': 132427, 'hash': '92065c1d12b282219029b69566cf1104', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 120846}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26876', 'pos': 1, 'eprintid': 13846, 'placement': 1}]",2019-08-19 03:33:55,13846,archive,2019-08-19 03:33:55,show,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}}]",other,,PENGADAAN TANAH SKALA KECIL UNTUK KEPENTINGAN UMUM,"Berdasarkan dua ketentuan Pasal 53 dan 54A Permen ATR/BPN No. 6/2015 tersebut dapat dikatakan bahwa pengadaan tanah yang dilaksanakan secara langsung, baik pengadaan tanah bagi pembangunan untuk kepentingan umum maupun bukan untuk kepentingan umum, diperlukan jasa penilai tanah dalam menentukan nilai jual beli.",,,,,,KPK,,,,940,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['KPK Bidang Pengawasan Internal dan Pengaduan Masyarakat'],['Fakultas Hukum Universitas Lampung'],['Konsultasi hukum'],completed,,,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/FND', 'name': {'given': 'KPK', 'family': 'Bidang Pengawasan Internal dan Pengaduan Masyarakat', 'lineage': None, 'honourific': None}}]",,,,,
33,2019-05-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11861,['K1'],,2019-05-09 01:54:32,public,unpub,9,---,['FH2'],disk0/00/01/18/61,940,"[{'docid': 24852, 'main': 'Naskah_Paduserasi_Mei_2019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/106644', 'filename': 'Naskah_Paduserasi_Mei_2019.pdf', 'filesize': 76635, 'objectid': 24852, 'mtime': '2019-05-07 03:02:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '37cb87d6aca548d46c143d4220b5f16a', 'datasetid': 'document', 'fileid': 106644}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 11861, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24852', 'security': 'public'}]",2019-05-09 01:54:32,11861,archive,2019-05-09 01:54:32,show,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}}]",other,,Paduserasi Pembangunan Pemukiman (Perumahan) Pada Zona Kawasan Peruntukan Industri di Kabupaten Lampung Selatan,"Kajian paduserasi tata ruang daerah dengan tata guna tanah adalah suatu kajian terhadap aturan main dalam pelaksanaan paduserasi rencana tata ruang daerah dengan tata guna tanah, dasar hukum, serta upaya yang dilakukan oleh pemerintah untuk mengoptimalkan struktur ruang daerah sesuai dengan rencana pembangunan/pengembangan daerah. Kajian paduserasi tata ruang daerah dengan tata guna tanah berorientasi menemukan keserasian antara kegiatan pembangunan pada kawasan peruntukan industri  dengan kegiatan pembangunan perumahan (pemukiman) di Kabupaten Lampung Selatan. Oleh karenanya analisis paduserasi tata ruang daerah dengan tata guna tanah sangat diperlukan. Hasil kajian menunjukkan bahwa kegiatan pembangunan perumahan (pemukiman) yang letak tanahnya berada di kawasan peruntukan industri tidak bertentangan/tidak melanggar Rencana Tata Ruang wilayah yang telah ditetapkan dalam Perda 15 Tahun 2012 tentang RTRW Kabupaten Lampung Selatan tahun 2011-2031. Mengingat: pertama, Rencana Tata Ruang Wilayah bersifat fleksibel (terbuka); kedua, berdasarkan ketentuan Pasal  117 ayat (2) huruf a, bahwa kegiatan pembangunan pemukiman (perumahan) adalah diizinkan meski berada pada zonasi kawasan peruntukan industri;  ketiga, yang dilarang berdasarkan ketentuan Pasal 117 ayat (2) huruf c, adalah kegiatan pembangunan pemukiman (perumahan) yang berbatasan langsung dengan kawasan industri.

Kata kunci: Pemukiman, perumahan, kawasan peruntukan industri, kawasan industri",,,,,,---,,,,940,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['---'],['Fakultas Hukum Universitas Lampung'],['FGD tentang perizinan perumahan'],published,,,,,,,,,,,,,,,
34,2019-04-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11409,['K1'],,2019-05-02 04:23:23,public,pub,7,---,['FH2'],disk0/00/01/14/09,940,"[{'eprintid': 11409, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24416', 'format': 'text', 'main': 'Makalah Reforma_Agraria 5_April 2019.pdf', 'docid': 24416, 'files': [{'hash': '27d8aa0f69e1ce78d15f06175e6527ca', 'mime_type': 'application/pdf', 'fileid': 103744, 'datasetid': 'document', 'filename': 'Makalah Reforma_Agraria 5_April 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/103744', 'objectid': 24416, 'filesize': 94256, 'mtime': '2019-04-29 08:53:29', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2019-05-02 04:23:23,11409,archive,2019-05-02 04:23:23,show,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sumarja', 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}]",other,,REFORMA AGRARIA: SEBUAH KENISCAYAAN,"Pada dasarnya tanah adalah milik rakyat Indonesia. Negara sebagai penjelmaan dari rakyat hanya mempunyai hak  mengatur  penggunaannya  agar  dapat  mengejar  kemakmuran  bersama. Perombakan pemilikan dan  penguasaan  tanah serta hubungan-hubungan  hukum  yang  bersangkutan dengan  pengusahaan  tanah  dalam  mewujudkan  pemerataan  kemakmuran  dan keadilan, tidak imbang dalam pelaksanaan dan hanya dititikberatkan pada redistribusi/legalisasi  tanah  kepada  petani-petani  penggarap  (petani  tanpa  punya  tanah), tanpa kebijakan ikutan pendukung yang lain. Seharusnya diikuti dengan kebijakan ikutan lainnya, seperti kebijakan pembukaan tanah-tanah pertanian baru, usaha-usaha mempertinggi produktivitas, kebijakan harga-harga hasil pertanian yang menguntungkan petani, penyediaan kredit ringan, kebijakan harga saprodi yang murah, bimbingan dan pelatihan-pelatihan kepada petani, dan usaha pemasaran produk-produk pertanian.

Kata kunci: petani, redistribusi, kemakmuran, kebijakan ikutan",,,,,,---,,,,940,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['Kementerian ATR/Ka.BPN RI'],['Fakultas Hukum Universitas Lampung'],"['Sosialisasi Reforma Agraria dengan Stakeholder di Daerah Kabupaten Lampung Utara, 5 April 2019']",published,,,,,,,,,,,,,,,
35,2019-07-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13847,['K1'],,2019-08-19 03:27:28,public,unpub,7,,['FH2'],disk0/00/01/38/47,940,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26877', 'eprintid': 13847, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Makalah_Pembahas_FX_Sumarja(1).pdf', 'docid': 26877, 'files': [{'mtime': '2019-08-18 15:48:52', 'hash_type': 'MD5', 'filename': 'Makalah_Pembahas_FX_Sumarja(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120854', 'objectid': 26877, 'filesize': 49629, 'mime_type': 'application/pdf', 'hash': '574d1e8c8a3653c6f2e972add5a7de4e', 'datasetid': 'document', 'fileid': 120854}]}]",2019-08-19 03:27:28,13847,archive,2019-08-19 03:27:28,show,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",conference_item,TRUE,TANGGUNGJAWAB PEMERINTAH DALAM PENDIDIKAN PROGRAM PROFESI ADVOKAT,Presiden sebagai Kepala Pemerintahan melalui Kementerian Ristekdikti telah berupaya agar penegakkan hukum dan keadilan di Indonesia  sungguh dapat dirasakan masyarakat pencari keadilan melalui peran advokat. Seorang advokat sebagai salah satu unsur penegak hukum harus mendapatkan pendidikan yang mumpuni melalui sistem pendidikan program profesi advokat yang memenuhi Standar Nasional Pendidkan Tinggi,,"FGD tentang Penegakan Hukum dan Keadilan dalam Negara Hukum Republik Indonesia, dengan sub tema “Wewenang dan Tanggung Jawab Presiden dalam Sistem Peradilan Guna Penegakkan Hukum dan Keadilan”, kerja sama Lembaga Pengkajian MPR RI dengan Universitas Lampu",other,paper,,,1-6,,,,http://repository.lppm.unila.ac.id,[{'url': 'http://repository.lppm.unila.ac.id'}],['Lembaga Pengkajian MPR RI'],['Fakultas Hukum Universitas Lampung'],['FGD tentang Penegakan Hukum dan Keadilan dalam Negara Hukum Republik Indonesia'],published,,,,,,,,,,"[{'name': {'family': 'Lembaga Pengkajian MPR RI', 'lineage': None, 'honourific': None, 'given': 'MPR'}, 'type': 'http://www.loc.gov/loc.terms/relators/FND'}]",Bandar Lampung,18 Juli 2019,,,
