,metadata_visibility,pagerange,datestamp,eprint_status,eprintid,lastmod,official_url,documents,userid,title,refereed,creators,type,place_of_pub,book_title,date_type,subjects,uri,abstract,corp_creators,divisions,publisher,dir,rev_number,ispublished,full_text_status,status_changed,number,volume,related_url,publication,issn,id_number,contributors,isbn
20,show,,2021-09-22 04:41:13,archive,34068,2021-09-22 04:41:13,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154502', 'security': 'public', 'placement': 1, 'eprintid': 34068, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'objectid': 154502, 'filesize': 250013, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402222', 'filename': 'Review_EJNFS_73500.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-22 01:56:35', 'fileid': 402222, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '715d08d27bcead64516d8b31bd79759a'}], 'main': 'Review_EJNFS_73500.pdf', 'docid': 154502, 'format': 'text'}]",1017,Review manuscript jurnal Internasional_EJNFS_73500,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Kustyawati', 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34068,,,['FP22'],LPPM Unila,disk0/00/03/40/68,7,unpub,public,2021-09-22 04:41:13,,,,,,,,
21,show,,2021-09-22 04:41:15,archive,34069,2021-09-22 04:41:15,,"[{'main': 'Review_AJFAR_72577.pdf', 'files': [{'hash': '8ad9d377f7afac580836a585f1d1ffda', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 402230, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402230', 'filename': 'Review_AJFAR_72577.pdf', 'objectid': 154503, 'filesize': 368873, 'mtime': '2021-09-22 01:59:37', 'hash_type': 'MD5'}], 'docid': 154503, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 34069, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154503', 'security': 'public'}]",1017,Review manuscript jurnal internasional Ms_AJFAR_72577,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Kustyawati', 'lineage': None, 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34069,,,['FP22'],LPPM Unila,disk0/00/03/40/69,7,unpub,public,2021-09-22 04:41:15,,,,,,,,
22,show,,2021-09-22 04:41:18,archive,34071,2021-09-22 04:41:18,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Review_CJAST_68536.pdf', 'docid': 154505, 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-22 02:04:18', 'filesize': 282205, 'objectid': 154505, 'uri': 'http://repository.lppm.unila.ac.id/id/file/402246', 'filename': 'Review_CJAST_68536.pdf', 'fileid': 402246, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8ddfc64f6c3afa5c8d17ac6a4bc2f179'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154505', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34071}]",1017,Review manuscript jurnal internasional Ms_CJAST_68536,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'family': 'Kustyawati', 'lineage': None, 'honourific': None}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34071,,,['FP22'],LPPM Unila,disk0/00/03/40/71,7,unpub,public,2021-09-22 04:41:18,,,,,,,,
23,show,,2021-09-22 04:41:29,archive,34078,2021-09-22 04:41:29,,"[{'placement': 1, 'eprintid': 34078, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154510', 'security': 'public', 'docid': 154510, 'main': 'Review_JABB_54724.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-22 02:31:37', 'objectid': 154510, 'filesize': 393812, 'filename': 'Review_JABB_54724.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402284', 'fileid': 402284, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '782d8d0215da988cf1e8a25349838125'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1017,Review manuscript jurnal internasional Ms_JABB_54724,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'family': 'Kustyawati', 'lineage': None, 'honourific': None, 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34078,,,['FP22'],LPPM Unila,disk0/00/03/40/78,7,unpub,public,2021-09-22 04:41:29,,,,,,,,
24,show,,2021-09-22 04:41:22,archive,34074,2021-09-22 04:41:22,,"[{'placement': 1, 'eprintid': 34074, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154507', 'pos': 1, 'security': 'public', 'main': 'Review_JAFSAT_8946.pdf', 'docid': 154507, 'files': [{'mtime': '2021-09-22 02:10:36', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402262', 'filename': 'Review_JAFSAT_8946.pdf', 'objectid': 154507, 'filesize': 388176, 'mime_type': 'application/pdf', 'hash': 'd0e9a8a603260df833e9fa8808282c28', 'fileid': 402262, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",1017,Review manuscript jurnal internasional Ms_JAFSAT_8946,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'lineage': None, 'family': 'Kustyawati', 'honourific': None}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34074,,,['FP22'],LPPM Unila,disk0/00/03/40/74,7,unpub,public,2021-09-22 04:41:22,,,,,,,,
25,show,,2021-09-22 04:41:24,archive,34075,2021-09-22 04:41:24,,"[{'placement': 1, 'eprintid': 34075, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154508', 'security': 'public', 'main': 'Review_MRJI_56107.pdf', 'docid': 154508, 'files': [{'filename': 'Review_MRJI_56107.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402269', 'filesize': 411054, 'objectid': 154508, 'mtime': '2021-09-22 02:13:45', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '1191dcd1c3831b27fbc7bae912a7c5b2', 'datasetid': 'document', 'fileid': 402269}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",1017,Review manuscript jurnal internasional Ms_MRJI_56107,,"[{'name': {'given': 'Maria Erna', 'lineage': None, 'family': 'Kustyawati', 'honourific': None}, 'id': 'maria.erna@fp.unila.ac.id'}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34075,,,['FP22'],LPPM Unila,disk0/00/03/40/75,7,unpub,public,2021-09-22 04:41:24,,,,,,,,
26,show,,2021-09-22 04:41:27,archive,34077,2021-09-22 04:41:27,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Review_PCBMB_8856.pdf', 'files': [{'hash': '4880dc7067b4bef79285f85a690beda0', 'mime_type': 'application/pdf', 'fileid': 402277, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402277', 'filename': 'Review_PCBMB_8856.pdf', 'filesize': 389363, 'objectid': 154509, 'mtime': '2021-09-22 02:28:11', 'hash_type': 'MD5'}], 'docid': 154509, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154509', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34077}]",1017,Review manuscript jurnal internasional Ms_PCBMB_8856,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Kustyawati', 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34077,,,['FP22'],LPPM Unila,disk0/00/03/40/77,7,unpub,public,2021-09-22 04:41:27,,,,,,,,
27,show,,2021-09-22 04:41:20,archive,34073,2021-09-22 04:41:20,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Review_JOMAHR_9476.pdf', 'docid': 154506, 'files': [{'datasetid': 'document', 'fileid': 402254, 'mime_type': 'application/pdf', 'hash': '781fe13c2a81d92a8022e0d10703e9f4', 'filesize': 223085, 'objectid': 154506, 'filename': 'Review_JOMAHR_9476.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402254', 'hash_type': 'MD5', 'mtime': '2021-09-22 02:06:48'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154506', 'pos': 1, 'eprintid': 34073, 'placement': 1}]",1017,Review manuscript jurnalinternasional Ms_JOMHR_9476,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Kustyawati', 'lineage': None, 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34073,,,['FP22'],LPPM Unila,disk0/00/03/40/73,8,unpub,public,2021-09-22 04:41:20,,,,,,,,
28,show,,2021-09-22 04:41:31,archive,34079,2021-09-22 04:41:31,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154511', 'pos': 1, 'eprintid': 34079, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 154511, 'main': 'Review_JPRI_74190.pdf', 'files': [{'filename': 'Review_JPRI_74190.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/402291', 'filesize': 313331, 'objectid': 154511, 'mtime': '2021-09-22 02:34:19', 'hash_type': 'MD5', 'hash': '85f717ee0e1595fa5b1cd0975d08122a', 'mime_type': 'application/pdf', 'fileid': 402291, 'datasetid': 'document'}]}]",1017,Review manuscript jurnalinternasional Ms_JPRI_74190,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Kustyawati', 'lineage': None, 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34079,,,['FP22'],LPPM Unila,disk0/00/03/40/79,7,unpub,public,2021-09-22 04:41:31,,,,,,,,
29,show,,2021-10-07 00:53:36,archive,34365,2021-10-07 00:53:36,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'BUKTI SEBAGAI CO_PROMOTOR.pdf', 'files': [{'datasetid': 'document', 'fileid': 404728, 'hash': '0fdc1409fe69836b831878adbc3490a2', 'mime_type': 'application/pdf', 'filesize': 7980668, 'objectid': 154878, 'uri': 'http://repository.lppm.unila.ac.id/id/file/404728', 'filename': 'BUKTI SEBAGAI CO_PROMOTOR.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-06 14:33:15'}], 'docid': 154878, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154878', 'security': 'public', 'placement': 1, 'eprintid': 34365}]",1017,Sebagai Co_Promotor S3,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'family': 'Kustyawati', 'lineage': None, 'honourific': None, 'given': 'Maria Erna'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34365,,,['FP22'],LPPM Unila,disk0/00/03/43/65,7,unpub,public,2021-10-07 00:53:36,,,,,,,,
30,show,,2021-10-07 00:53:38,archive,34366,2021-10-07 00:53:38,,"[{'format': 'text', 'main': 'BUKTI_SEBAGAI_PENERIMA_HIBAH_KOMPETITIF_NASIONAL.pdf', 'docid': 154879, 'files': [{'mime_type': 'application/pdf', 'hash': '0fdc1409fe69836b831878adbc3490a2', 'fileid': 404735, 'datasetid': 'document', 'mtime': '2021-10-06 14:41:58', 'hash_type': 'MD5', 'filename': 'BUKTI_SEBAGAI_PENERIMA_HIBAH_KOMPETITIF_NASIONAL.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/404735', 'filesize': 7980668, 'objectid': 154879}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 34366, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154879'}]",1017,Sebagai Penerima Hibah Kompetitif Nasional,,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'family': 'Kustyawati', 'lineage': None, 'honourific': None}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/34366,,,['FP22'],LPPM Unila,disk0/00/03/43/66,7,unpub,public,2021-10-07 00:53:38,,,,,,,,
31,show,,2021-05-30 15:27:32,archive,31320,2021-05-30 15:27:32,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Similarity_S.cerevisiae_Hindawi.pdf', 'docid': 141521, 'files': [{'filename': 'Similarity_S.cerevisiae_Hindawi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/371104', 'objectid': 141521, 'filesize': 3346321, 'mtime': '2021-05-30 01:27:50', 'hash_type': 'MD5', 'hash': 'df8d0271f83e7fae5a7aefa763e984bf', 'mime_type': 'application/pdf', 'fileid': 371104, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141521', 'security': 'public', 'placement': 1, 'eprintid': 31320}]",1017,"The effect of S.cerevisiae on the growth of yeast and fungi, Beta-glucan formation, and antibacterial activities during soybean fermentation for tempeh",,"[{'name': {'given': 'Maria Erna', 'honourific': None, 'family': 'Kustyawati', 'lineage': None}, 'id': 'maria.erna@fp.unila.ac.id'}, {'id': 'samsul.rizal@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Rizal', 'given': 'Samsul'}}, {'name': {'family': 'Murhadi', 'lineage': None, 'honourific': None, 'given': 'Murhadi'}, 'id': 'murhadiburcik@gmail.com'}, {'name': {'given': 'Udin', 'lineage': None, 'family': 'Hasanudin', 'honourific': None}, 'id': 'udinha65@gmail.com'}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/31320,,,['FP22'],Hindawi,disk0/00/03/13/20,8,unpub,public,2021-05-30 15:27:32,,,,,,,,
32,show,15-20,2020-05-28 02:17:40,archive,20770,2020-05-28 02:17:40,https://doi.org/10.31258/raje.2.1.13,"[{'main': 'RAJE.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '49cb16dac527a422ab43c287fccc436a', 'fileid': 194499, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/194499', 'filename': 'RAJE.pdf', 'filesize': 250891, 'objectid': 34116, 'mtime': '2020-05-28 00:42:30', 'hash_type': 'MD5'}], 'docid': 34116, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 20770, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34116', 'pos': 1, 'security': 'public'}]",1017,"Pemberdayaan wanita Kelompok Serba Usaha Srikandi
melalui diversifikasi produk kopi bubuk herbal",TRUE,"[{'id': 'maria.erna@fp.unila.ac.id', 'name': {'given': 'Maria Erna', 'family': 'Kustyawati', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'R', 'honourific': None, 'family': 'Sugiharto', 'lineage': None}}, {'name': {'given': 'Sri', 'family': 'Waluyo', 'lineage': None, 'honourific': None}, 'id': 'sri.waluyo@fp.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Erlina', 'honourific': None, 'given': 'Rr'}}]",article,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/20770,"Kegiatan pengabdian masyarakat ini bertujuan untuk meningkatkan mutu dan pemasaran kopi bubuk Kelompok Serba Usaha (KSU) Srikandi diDusun Sidorejo Pekon Ngarip Kecamatan Ulu Belu Kabupaten Tanggamus,Lampung. Srikandi adalah kelompok wanita petani kopi yang mempunyai usaha
kecil membuat kopi bubuk murni sejak tahun 2015. Namun, hingga kini mutu kopi masih rendah begitu juga dengan pemasarannya. Penyuluhan dan demonstrasi tentang pelabelan, sanitasi proses produksi, pentingnya izin
produksi sebagai solusi dari Tim pelaksana. Anggota kelompok Srikandi mengikuti pelaksanaan program dengan baik untuk peningkatan usaha mereka.Saat ini produksinya meningkat 19,1% dalam sebulan dengan adanya label
kemasan, dan perolehan izin produksi P-IRT. Rumah produksi telah dimiliki untuk meningkatkan sanitasi proses produksi sekaligus tempat penjualan kopi
bubuk dankoordinasi anggota semakin intensif. Dalam upaya menciptakan pasar baru KSU Srikandi membuat kopi bubuk herbal dengan aroma kayumanis. Kopi herbal mempunyai khasiat menyehatkan dengan adanya kayumanis disamping
sebagai penyegar. Kedepan KSU Srikandi berharap dapat menjadikan area kebun kopi dan produk kopi bubuknya menjadi wisata kopi karena rumah produksi dapat berfungsi sebagai singgah bagi pengunjung di Ulu Belu.",,['FP22'],raje.unri.ac.id,disk0/00/02/07/70,6,pub,public,2020-05-28 02:17:40,1.0,2.0,,RIAU JOURNAL OF EMPOWERMENT raje.unri.ac.id,e-ISSN: 2623-1549 p-ISSN: 2654-4520,,,
33,show,181-184,2021-11-08 01:24:10,archive,35386,2021-11-08 01:24:10,https://www.atlantis-press.com/proceedings/icsb-19/125957461,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '#2-Effect of Meranti Biochar addition.pdf', 'docid': 156211, 'files': [{'fileid': 412806, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '174c4601605eacf094cdbb5609e6e583', 'objectid': 156211, 'filesize': 274026, 'filename': '#2-Effect of Meranti Biochar addition.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/412806', 'hash_type': 'MD5', 'mtime': '2021-11-07 05:35:20'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156211', 'security': 'public', 'placement': 1, 'eprintid': 35386}]",1048,"Effects of Meranti Biochar Addition on the Root
Growth of Falcataria Moluccana Seedlings",TRUE,"[{'name': {'given': 'Melya', 'lineage': None, 'family': 'Riniarti', 'honourific': None}, 'id': 'melya.riniarti@fp.unila.ac.id'}, {'name': {'given': 'Hendra', 'lineage': None, 'family': 'Prasetia', 'honourific': None}, 'id': 'hendra.prasetia@fp.unila.ac.id'}, {'id': 'ainin.niswati@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Niswati', 'honourific': None, 'given': 'Ainin'}}, {'name': {'family': 'Hasanudin', 'lineage': None, 'honourific': None, 'given': 'Udin'}, 'id': 'udinha@fp.unila.ac.id'}, {'name': {'family': 'Banuwa', 'lineage': None, 'honourific': None, 'given': 'Irwan Sukri'}, 'id': 'irwanbanuwa@yahoo.com'}, {'id': 'wahyu.hidayat@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Hidayat', 'lineage': None, 'given': 'Wahyu'}}, {'name': {'lineage': None, 'family': 'Yoo', 'honourific': None, 'given': 'Jiho'}, 'id': None}, {'name': {'lineage': None, 'family': 'Lee', 'honourific': None, 'given': 'Sihyun'}, 'id': None}]",article,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/35386,"The purpose of this study was to determine the effect of biochar application in growing media on the development of
the roots of Falcataria moluccanna seedlings. Biochar from the waste of meranti wood (Shorea sp.) was produced by
a slow pyrolysis process using a traditional kiln at a temperature of 600°C. The study was arranged in a completely
randomized design with three treatments and 15 replications. The treatments were 100% topsoil (control), 5% biochar,
and 10% biochar addition to the planting media. F. moluccana was grown from seeds germinated in sand media. After
one month, F. moluccana was transferred to polybags filled with planting media according to the treatment. The
observations were conducted for four months. The parameters observed were root length, root volume, and root
biomass. The results showed that the addition of biochar indicated a very significant difference in root length, root
volume, and root biomass compared to the control. However, the two dosages showed no significantly different effect
on root growth. This study concluded that the addition of 5% biochar meranti in the planting media could increase the
root growth of F. moluccana.",,['FP22'],Atlantis Press,disk0/00/03/53/86,7,pub,public,2021-11-08 01:24:10,,202.0,,"Advances in Engineering Research, volume 202",2352-5401,https://dx.doi.org/10.2991/aer.k.210603.031,,
34,show,,2022-09-12 01:13:56,archive,44866,2022-09-12 01:13:56,,"[{'main': 'jpg2pdf (6) (1).pdf', 'files': [{'hash': '788ac5bf50b5dba7c047af31de046dd9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 484208, 'mtime': '2022-09-09 04:13:15', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484208', 'filename': 'jpg2pdf (6) (1).pdf', 'objectid': 166773, 'filesize': 386518}], 'docid': 166773, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 44866, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166773', 'pos': 1, 'security': 'public'}]",306,Peer review HAKI Proses Pembuatan Pengawet Pangan Dari Kulit Pisang Muli (Musa acuminata),,"[{'name': {'given': 'Dewi', 'honourific': None, 'family': 'Sartika', 'lineage': None}, 'id': 'dewikincai@yahoo.com'}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/44866,,,['FP22'],Kemenkumham RI,disk0/00/04/48/66,8,pub,public,2022-09-12 01:13:56,,,,,,,,
35,show,,2022-09-12 01:13:27,archive,44858,2022-09-12 01:13:27,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 166765, 'main': 'jpg2pdf (1) (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/484152', 'filename': 'jpg2pdf (1) (1).pdf', 'filesize': 421184, 'objectid': 166765, 'mtime': '2022-09-09 04:02:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '4952aebaf6475edcaba90665dcc4ece6', 'datasetid': 'document', 'fileid': 484152}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166765', 'pos': 1, 'eprintid': 44858, 'placement': 1}]",306,"Peer review KAJIAN LAMA SIMPAN KERIPIK PISANG KEPOK PUTIH (Musa acuminate sp.) BERDASARKAN TINGKAT AROMA, RASA DAN KERENYAHAN ORGANOLEPTIK DALAM BERBAGAI JENIS KEMASAN DENGAN MODEL PENDEKATAN ARRHENIUS",,"[{'id': 'dewikincai@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Sartika', 'given': 'Dewi'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/44858,,,['FP22'],Jurnal Kelitbangan,disk0/00/04/48/58,7,pub,public,2022-09-12 01:13:27,,,,,,,,
36,show,,2022-09-12 01:13:18,archive,44856,2022-09-12 01:13:18,,"[{'main': 'jpg2pdf (45).pdf', 'docid': 166763, 'files': [{'hash': 'bc71c916b3cf37b823214ebac2bfee06', 'mime_type': 'application/pdf', 'fileid': 484138, 'datasetid': 'document', 'mtime': '2022-09-09 03:59:26', 'hash_type': 'MD5', 'filename': 'jpg2pdf (45).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484138', 'objectid': 166763, 'filesize': 452928}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 44856, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166763', 'security': 'public'}]",306,"Peer review Optimization of the use of suweg (Amorphophallus campanalatus B) flour as stabilizer on organoleptic properties, overrun and melting time of goat milk ice cream",,"[{'id': 'dewikincai@yahoo.com', 'name': {'honourific': None, 'family': 'Sartika', 'lineage': None, 'given': 'Dewi'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/44856,,,['FP22'],ICGAB 2018,disk0/00/04/48/56,7,pub,public,2022-09-12 01:13:18,,,,,,,,
37,show,,2022-09-12 01:13:34,archive,44860,2022-09-12 01:13:34,,"[{'placement': 1, 'eprintid': 44860, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166767', 'security': 'public', 'docid': 166767, 'main': 'jpg2pdf (2) (1).pdf', 'files': [{'filename': 'jpg2pdf (2) (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484163', 'objectid': 166767, 'filesize': 422766, 'mtime': '2022-09-09 04:04:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '5e995e58c95d792c26a3a1eea1fe6d81', 'datasetid': 'document', 'fileid': 484163}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",306,Peer review SURVEI CEMARAN MIKROBIA DAN MUTU DAGING AYAM (Gallus gallus domesticus) SEGAR,,"[{'id': 'dewikincai@yahoo.com', 'name': {'given': 'Dewi', 'lineage': None, 'family': 'Sartika', 'honourific': None}}, {'id': 'maria.erna@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Erna', 'lineage': None, 'given': 'Maria'}}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/44860,,,['FP22'],Jurnal Kelitbangan,disk0/00/04/48/60,7,pub,public,2022-09-12 01:13:34,,,,,,,,
38,show,,2022-09-12 01:14:06,archive,44869,2022-09-12 01:14:06,,"[{'main': 'jpg2pdf (7) (1).pdf', 'files': [{'hash': 'bd316e6bed2aed4bbe7c94847c88cae2', 'mime_type': 'application/pdf', 'fileid': 484227, 'datasetid': 'document', 'mtime': '2022-09-09 04:16:31', 'hash_type': 'MD5', 'filename': 'jpg2pdf (7) (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/484227', 'objectid': 166776, 'filesize': 467827}], 'docid': 166776, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 44869, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166776', 'security': 'public'}]",306,Peer review Aktivitas Antimikroba Ekstrak Kulit dan Jantung Pisang Muli (Musa Acuminata) terhadap Bakteri Escherichia coli,,"[{'name': {'family': 'Sartika', 'lineage': None, 'honourific': None, 'given': 'Dewi'}, 'id': 'dewikincai@yahoo.com'}, {'name': {'given': 'Novita', 'family': 'Herdiana', 'lineage': None, 'honourific': None}, 'id': 'novita.herdiana@fp.unila.ac.id'}]",other,,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/44869,,,['FP22'],LPPM Unila,disk0/00/04/48/69,7,pub,public,2022-09-12 01:14:06,,,,,,,,
