,related_url,divisions,dir,event_type,full_text_status,status_changed,rev_number,ispublished,date_type,event_title,subjects,abstract,uri,creators,pres_type,type,title,event_dates,refereed,event_location,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,official_url,lastmod,documents,volume,publication,publisher,issn,number,id_number,isbn
44,,['FKIP11'],disk0/00/03/84/96,,public,2022-01-27 08:00:52,7,pub,,,['L1'],"The aim of this research is to describe the development of interactive CD learning materials based
on power points to improve students’ achievement in mastering IPA, especially the topic about the source of
energy. The problems occurring in this research, students cannot master the material very well. Students did not
have interesting in learning and they just had active in their activities. The research used is research and
development. In collecting the data, the researcher had three types, observation, interview, and test. The results
showed that the interactive CD learning material that was developed met the requirements in accordance with
the steps of development. Media validation results and material validation results are shown with an average
score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in
small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%,
respectively",http://repository.lppm.unila.ac.id/id/eprint/38496,"[{'id': None, 'name': {'family': 'Musdalifa', 'lineage': None, 'honourific': None, 'given': 'Musdalifa'}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'family': 'Herpratiwi', 'lineage': None, 'honourific': None, 'given': 'Herpratiwi'}}, {'id': None, 'name': {'given': 'Riswandi', 'honourific': None, 'lineage': None, 'family': 'Riswandi'}}]",,other,Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results,,,,2022-01-27 08:00:52,38496,archive,show,,863,,2022-01-27 08:00:52,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'objectid': 159606, 'filesize': 995305, 'uri': 'http://repository.lppm.unila.ac.id/id/file/435995', 'filename': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'hash_type': 'MD5', 'mtime': '2022-01-27 04:51:21', 'fileid': 435995, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '559065e58cae1e7aa2e5471217fb808e'}], 'main': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'docid': 159606, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159606', 'security': 'public', 'placement': 1, 'eprintid': 38496}]",,,IOSR JRME,,,,
45,,['FKIP11'],disk0/00/03/85/33,,public,2022-01-27 11:52:14,7,unpub,,,['L1'],"The aim of this research is to describe the development of interactive CD learning materials based on power points to improve students’ achievement in mastering IPA, especially the topic about the source of energy. The problems occurring in this research, students cannot master the material very well. Students did not have interesting in learning and they just had active in their activities. The research used is research and development. In collecting the data, the researcher had three types, observation, interview, and test. The results showed that the interactive CD learning material that was developed met the requirements in accordance with the steps of development. Media validation results and material validation results are shown with an average score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%, respectively.",http://repository.lppm.unila.ac.id/id/eprint/38533,"[{'name': {'given': 'Musdalifa', 'lineage': None, 'family': 'Musdalifa', 'honourific': None}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'family': 'Herpratiwi', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Riswandi', 'honourific': None, 'lineage': None, 'family': 'Riswandi'}, 'id': None}]",,other,PeerReview_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.,,,,2022-01-27 11:52:14,38533,archive,show,,863,,2022-01-27 11:52:14,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 159641, 'main': 'development of power point based CD.....pdf', 'files': [{'objectid': 159641, 'filesize': 2999760, 'filename': 'development of power point based CD.....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436282', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:39:00', 'fileid': 436282, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ceae1af04af1f251ced2588c76f3bbe3'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159641', 'pos': 1, 'eprintid': 38533, 'placement': 1}]",,,PeerReview,,,,
46,,['FKIP11'],disk0/00/03/85/84,,public,2022-01-28 02:27:42,7,unpub,,,['L1'],"The aim of this research is to describe the development of interactive CD learning materials based on power points to improve students’ achievement in mastering IPA, especially the topic about the source of energy. The problems occurring in this research, students cannot master the material very well. Students did not have interesting in learning and they just had active in their activities. The research used is research and development. In collecting the data, the researcher had three types, observation, interview, and test. The results showed that the interactive CD learning material that was developed met the requirements in accordance with the steps of development. Media validation results and material validation results are shown with an average score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%, respectively.",http://repository.lppm.unila.ac.id/id/eprint/38584,"[{'name': {'honourific': None, 'family': 'Musdalifa', 'lineage': None, 'given': 'Musdalifa'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}}, {'name': {'given': 'Riswandi', 'honourific': None, 'family': 'Riswandi', 'lineage': None}, 'id': None}]",,other,Similaritas_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results,,,,2022-01-28 02:27:42,38584,archive,show,,863,,2022-01-28 02:27:42,"[{'main': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'files': [{'filesize': 995305, 'objectid': 159692, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436695', 'filename': 'Similarity_Development of Power Point Based CD Interactive Teaching Materials to Improve Student Learning Results.pdf', 'hash_type': 'MD5', 'mtime': '2022-01-28 01:24:27', 'fileid': 436695, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '559065e58cae1e7aa2e5471217fb808e'}], 'docid': 159692, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 38584, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159692', 'pos': 1, 'security': 'public'}]",,,Turnitin,,,,
47,,['FKIP11'],disk0/00/04/68/28,,public,2022-11-25 01:18:25,6,pub,published,,['T1'],"Penelitian ini bertujuan untuk: (1) mengembangkan media wordwall yang 
layak dalam peningkatan siswa dalam pembelajaran Bahasa Inggris (2) 
mengetahui keberhasilan penggunaan media belajar pada mata pelajaran 
bahasa Inggris, khususnya dalam upaya guru meningkatkan 
perbendaharaan kosakata siswa. Subjek Penelitian ini adalah siswa SMP 
Negeri 34 Bandar Lampung. Peserta didik dapat dikatakan mampu dalam 
pembelajaran Bahasa Inggris apabila mempunyai kemampuan lebih yang 
dimilik yakni kosakata. Menggunakan media yang mendukung dalam 
pembelajaran kosakata membuat peserta didik lebih memahaminya 
dibandingkan menggunakan pembelajaran tanpa menggunakan media. 
Tidak hanya peserta didik membutuhkan pemahaman kosakata yang 
banyak, seorang pendidik juga harus mempunyai perbendaharaan 
kosakata yang lebih banyak. Disesuaikan dengan materi yang diajarkan 
apabila pendidik mengajar tentang menulis paragraf sederhana, pendidik 
mampu memberikan aspek-aspek penilaian dalam menulis. Selanjutnya 
pemberian pembelajaran kosakata, pendidik mampu menjelaskan makna 
kosakata yang ada sehingga sebuah makna kosakata yang mempunyai arti 
secara berhubungan dapat menjadi bahasa yang mempunyai makna. 
Wordwall adalah sebuah aplikasi yang menarik pada browser. Aplikasi 
khusus yang bertujuan sebagai sumber belajar, media, dan alat penilaian 
yang menyenangkan bagi murid. Selain itu juga gratis penggunaannya 
dapat dishare lansung melalui facebook, goggle classroom, twitter, atau 
melalui link ke grup WA. Media wordwall diharapkan membantu siswa 
dalam pemahaman kosakata siswa tanpa harus selalu tergantung pada 
penggunaan kamus. Di dalam melakukan penelitian menggunakan R & D 
atau yang lebih dikenal dengan Research atau Development yang 
mengutip versil Borg dan Gall. Kajian deskriptif analisis mengarah pada
petunjuk pembelajaran Dick and Carey yang mempunyai tahapan terdiri 
penyelidikan kebutuhan, rancangan pembelajaran, penerapan 
pengembangan produk, verifikasi dan perbaikan produk. Pengamatan, 
penyebaran angket, dan evaluasi sebagai langkah untuk mendapatkan 
data. Statistik penyebaran diperlukan sebagai evaluasi deskriptif 
kuantitatif. Perolehan hasil belajar menggunakan normalisasi atau lebih dikenal N-gain mempunyai fungsi melihat sejauh mana efisiensi 
pemanfaatan gawai wordwall tersebut. Hasil penilaian dari ahli materi 
4.34 Kategori sangat baik. Hasil validasi media 3.70. Dengan kategori baik. 
Riset membuktikan: (1) pemanfaatan dalam pembuatan media wordwall
salah satu pembelajaran meliputi, keahlian, bahan ajar, glossary, evaluasi 
serta berbagai jenis permainan dalam gawai tersebut, (2) pemanfaatan 
media wordwall dapat di implementasikan untuk sumber belajar 
khususnya pembelajaran perbendaharaan kosakata.
Kata kunci: media interaktif, Wordwall, perbendaharaan kat",http://repository.lppm.unila.ac.id/id/eprint/46828,"[{'name': {'given': 'NWI', 'family': 'Nila Wati Idrus', 'lineage': None, 'honourific': None}, 'id': 'nilawati.idrus@gmail.com'}, {'name': {'given': 'DY', 'lineage': None, 'family': 'Dwi Yulianti', 'honourific': None}, 'id': None}, {'name': {'given': 'US', 'honourific': None, 'family': 'Ujang Suparman', 'lineage': None}, 'id': 'ujang.suparman@fkip.unila.ac.id'}, {'name': {'given': 'ZAA', 'lineage': None, 'family': 'Zainal Abidin Arief', 'honourific': None}, 'id': None}]",,article,"Pemanfaatan media wordwall dalam peningkatan 
perbendaharaan kosakata (vocabulary) pada 
pembelajaran bahasa Inggris",,TRUE,,2022-11-25 01:18:25,46828,archive,show,376-387,559,http://jurnal.fkip.unila.ac.id/index.php/aksara,2022-11-25 01:18:25,"[{'main': '2868-11402-1-PB.pdf', 'files': [{'filesize': 441667, 'objectid': 185763, 'filename': '2868-11402-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/515438', 'hash_type': 'MD5', 'mtime': '2022-11-24 07:51:27', 'datasetid': 'document', 'fileid': 515438, 'hash': '101c95356ee0d505ab3c5e8912e01257', 'mime_type': 'application/pdf'}], 'docid': 185763, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 46828, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185763', 'security': 'public'}]",22.0,Jurnal Bahasa dan Sastra,,1411-2051,2.0,,
48,,['FKIP11'],disk0/00/02/36/43,,public,2020-08-14 05:47:59,9,pub,,,['L1'],"The purpose of this research and development is to develop and describe the feasibility and effectiveness of
developing image media based on Problem Based Learning products to improve student learning communication.
This type of research and development refers to Borg and Gall theory. The sample was determined by purposive
sampling of 16 students of second-grade at Darma Bangsa Elementary School. Data were collected through observation sheets, questionnaires, and test questions. The data analysis technique used the n-Gain test to
determine the effectiveness of the results obtained, namely 0.488. The results of the validation of image media based on Problem Based Learning are done by material, design and media experts. The results showed that, product development based on Problem Based Learning that is produced effectively is used in the learning process for second-grade students. This is evidenced by the increase in student learning outcomes and student communication skills after using Problem Based Learning based on image media.",http://repository.lppm.unila.ac.id/id/eprint/23643,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Novita', 'given': 'Veronica'}}, {'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Alben', 'family': 'Alben Ambarita', 'lineage': None, 'honourific': None}, 'id': 'alben_ambarita57@yahoo.com'}, {'id': 'darsono.1954@fkip.unila.ac.id', 'name': {'given': 'Darsono', 'honourific': None, 'lineage': None, 'family': 'Darsono'}}]",,article,"The Development of Image Media Based on Problem Based
Learning to Grow Communication Skills on Second Grade of
Elementary School",,TRUE,,2020-08-14 05:47:59,23643,archive,show,52-57,863,,2020-08-14 05:47:59,"[{'main': '51249-54958-1-PB (2).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215888', 'filename': '51249-54958-1-PB (2).pdf', 'objectid': 37273, 'filesize': 152834, 'mtime': '2020-08-14 04:18:43', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '86c7a00aebf1897dc0f24420f784ca61', 'datasetid': 'document', 'fileid': 215888}], 'docid': 37273, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 23643, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37273', 'security': 'public'}]",11.0,Journal of Education and Practice,International Knowledge Sharing Platform IISTE,ISSN 2222-1735 (Paper) ISSN 2222-288X (Online),3.0,,
49,,['FKIP11'],disk0/00/01/79/96,,public,2020-02-17 03:45:02,6,pub,,,['L1'],"The purpose of this research and development is to develop and describe the feasibility and effectiveness of developing image media based on Problem Based Learning products to improve student learning communication. This type of research and development refers to Borg and Gall theory. The sample was determined by purposive sampling of 16 students of second-grade at Darma Bangsa Elementary School. Data were collected through observation sheets, questionnaires, and test questions. The data analysis technique used the n-Gain test to determine the effectiveness of the results obtained, namely 0.488. The results of the validation of image media based on Problem Based Learning are done by material, design and media experts. The results showed that, product development based on Problem Based Learning that is produced effectively is used in the learning process for second-grade students. This is evidenced by the increase in student learning outcomes and student communication skills after using Problem Based Learning based on image media. 
Keywords: image media, Communication Skills, Problem Based Learning",http://repository.lppm.unila.ac.id/id/eprint/17996,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Novita', 'given': 'Veronica'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}}, {'name': {'family': 'Alben Ambarita', 'lineage': None, 'honourific': None, 'given': 'Alben'}, 'id': 'alben_ambarita57@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Darsono', 'given': 'Darsono'}, 'id': 'darsono.1954@fkip.unila.ac.id'}]",,article,The Development of Image Media Based on Problem Based Learning to Grow Communication Skills on Second Grade of Elementary School,,TRUE,,2020-02-17 03:45:02,17996,archive,show,52-57,863,https://www.iiste.org/Journals/index.php/JEP/article/view/51249,2020-02-17 03:45:02,"[{'main': '51249-54958-1-PB.pdf', 'files': [{'fileid': 151560, 'datasetid': 'document', 'hash': '86c7a00aebf1897dc0f24420f784ca61', 'mime_type': 'application/pdf', 'objectid': 31139, 'filesize': 152834, 'uri': 'http://repository.lppm.unila.ac.id/id/file/151560', 'filename': '51249-54958-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2020-02-14 04:01:38'}], 'docid': 31139, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17996, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31139', 'security': 'public'}]",11.0,Journal of Education and Practice,Journal of Education and Practice,2222-1735 (Paper)  2222-288X (Online),3.0,DOI: 10.7176/JEP/11-3-06,
50,,['FKIP11'],disk0/00/03/85/01,,public,2022-01-27 08:01:04,7,pub,,,['L1'],"Tujuan penelitian ini adalah mengembangkan instrumen asesmen kinerja berbasis literasi sains yang valid dan 
praktis pada pembelajaran tematik terpadu peserta didik kelas V Sekolah Dasar. Penelitian pengembangan ini
mengikuti tujuh tahap metode Borg and Gall. Subjek penelitian pengembangan ini dibedakan menjadi dua, yaitu
subjek uji coba produk adalah validasi ahli dan subjek uji coba pemakaian adalah 30 peserta didik kelas V A
SDN 2 Harapan Jaya. Objek dalam penelitian ini adalah instrumen asesmen kinerja berbasis literasi sains pada
pembelajaran tematik terpadu kelas V Sekolah Dasar. Data penelitian diperoleh melalui observasi, angket, dan
dokumentasi. Hasil penelitian menunjukkan bahwa produk layak digunakan, yang didapat dari rata-rata hasil
analisis data oleh validator ahli 85,8% dengan kriteria sangat layak. Selanjutnya hasil analisis instrumen
penelitian diperoleh nilai KMO sebesar 0,560>0,5 bahwa butir penilaian yang diamati pada lembar observasi baik
untuk digunakan. Hasil uji reliabilitas cronbach's alpha menunjukkan 0,621>0,5. Maka dapat disimpulkan
bahwa instrumen asesmen kinerja berbasis literasi sains telah valid dan sangat praktis digunakan pada
pembelajaran tematik peserta didik kelas V Sekolah Dasar.",http://repository.lppm.unila.ac.id/id/eprint/38501,"[{'name': {'given': 'Resti', 'honourific': None, 'lineage': None, 'family': 'Putri'}, 'id': None}, {'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Undang Rosidin', 'honourific': None, 'given': 'UR'}}]",,other,Similaritas_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar,,,,2022-01-27 08:01:04,38501,archive,show,,863,,2022-01-27 08:01:04,"[{'eprintid': 38501, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159611', 'pos': 1, 'format': 'text', 'main': 'Similarity_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar.pdf', 'files': [{'mtime': '2022-01-27 05:02:23', 'hash_type': 'MD5', 'filename': 'Similarity_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436034', 'objectid': 159611, 'filesize': 2475653, 'hash': 'dc779be3b02ff12151dceeef144aa1e0', 'mime_type': 'application/pdf', 'fileid': 436034, 'datasetid': 'document'}], 'docid': 159611, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,Basicedu,,,,
51,,['FKIP11'],disk0_bak/00/04/92/32,,public,2023-03-27 00:54:00,7,pub,,,['L1'],"Lampung University is one of the Universities in Lampung which has a variety of faculties and departments. One  of  them  is  Faculty  of  Mathematics  and  Natural  Sciences  which  includes  Computer  ScienceDepartment.  The Computer Science Department applies the process of study preparationinto a system. The study preparation cannot be separated  from  the  tools  or  equipment  of  teaching  materials  because  they are  needed  in  the  learning  process  of  each subject. At this time the process of teaching preparation materials on the web-based information system in the Department of Computer Science has not been applied. Therefore, with the addition of the feature of making teaching materials in the form  of  handouts  with  the  Laravel framework  on  a  web-based  lecture  information  system,  it  is  hoped  that  can  assist lecturers in preparing teaching materials and assist administrators, faculty, and students in finding teaching materials so that they can be printed. The conclusion of this research is that the feature of making teaching materials in the form of handouts with the Laravel framework on a web-based lecture filing information system has been successfully added.
Keywords:Framework Laravel; Handout; Information System;Teaching Material",http://repository.lppm.unila.ac.id/id/eprint/49232,"[{'id': 'ranggafirdaus@fkip.unila.ac.id', 'name': {'given': 'Firdaus', 'honourific': None, 'lineage': None, 'family': 'Rangga'}}]",,article,Fitur Pembuatan Bahan Ajar Berupa Handoutdengan Framework Laravel pada Sistem Informasi Pemberkasan Perkuliahan Berbasis Web,,TRUE,,2023-03-27 00:54:00,49232,archive,show,,698,,2023-03-27 00:54:00,"[{'main': 'Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf', 'files': [{'datasetid': 'document', 'fileid': 534844, 'hash': '6017ba5f6ba1bf39d925b528e60cfeaa', 'mime_type': 'application/pdf', 'filesize': 505409, 'objectid': 188769, 'filename': 'Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/534844', 'hash_type': 'MD5', 'mtime': '2023-03-24 07:44:14'}], 'docid': 188769, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 49232, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188769', 'security': 'public'}, {'placement': 2, 'eprintid': 49232, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188770', 'pos': 2, 'security': 'public', 'files': [{'fileid': 534846, 'datasetid': 'document', 'hash': '89756dd6cfd06b9ed26de6e4e127ff29', 'mime_type': 'application/pdf', 'objectid': 188770, 'filesize': 534326, 'uri': 'http://repository.lppm.unila.ac.id/id/file/534846', 'filename': 'Similarity Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-24 07:47:44'}], 'main': 'Similarity Fitur pembuatan bahan ajar laravel 82-Article Text-523-1-10-20220615.pdf.pdf', 'docid': 188770, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,Pepadun,Jurusan Ilmu Komputer FMIPA Universitas Lampung,2774-3403,,,
52,,['FKIP11'],disk0/00/03/85/25,,public,2022-01-27 11:51:12,7,unpub,,,['L1'],"Tujuan penelitian ini adalah mengembangkan instrumen asesmen kinerja berbasis literasi sains yang valid dan 
praktis pada pembelajaran tematik terpadu peserta didik kelas V Sekolah Dasar. Penelitian pengembangan ini
mengikuti tujuh tahap metode Borg and Gall. Subjek penelitian pengembangan ini dibedakan menjadi dua, yaitu
subjek uji coba produk adalah validasi ahli dan subjek uji coba pemakaian adalah 30 peserta didik kelas V A
SDN 2 Harapan Jaya. Objek dalam penelitian ini adalah instrumen asesmen kinerja berbasis literasi sains pada
pembelajaran tematik terpadu kelas V Sekolah Dasar. Data penelitian diperoleh melalui observasi, angket, dan
dokumentasi. Hasil penelitian menunjukkan bahwa produk layak digunakan, yang didapat dari rata-rata hasil
analisis data oleh validator ahli 85,8% dengan kriteria sangat layak. Selanjutnya hasil analisis instrumen
penelitian diperoleh nilai KMO sebesar 0,560>0,5 bahwa butir penilaian yang diamati pada lembar observasi baik
untuk digunakan. Hasil uji reliabilitas cronbach's alpha menunjukkan 0,621>0,5. Maka dapat disimpulkan
bahwa instrumen asesmen kinerja berbasis literasi sains telah valid dan sangat praktis digunakan pada
pembelajaran tematik peserta didik kelas V Sekolah Dasar.",http://repository.lppm.unila.ac.id/id/eprint/38525,"[{'id': None, 'name': {'given': 'RDP', 'family': 'Resti Diana Putri', 'lineage': None, 'honourific': None}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}}, {'id': 'undangros@yahoo.com', 'name': {'family': 'Undang Rosidin', 'lineage': None, 'honourific': None, 'given': 'UR'}}]",,other,PeerReview_Pengembangan Instrumen Asesmen Kinerja Berbasis Literasi Sains pada Pembelajaran Tematik Terpadu Peserta Didik Kelas V Sekolah Dasar,,,,2022-01-27 11:51:12,38525,archive,show,,863,,2022-01-27 11:51:12,"[{'placement': 1, 'eprintid': 38525, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159632', 'security': 'public', 'main': 'pengembangan instrumen asesmen.....pdf', 'docid': 159632, 'files': [{'fileid': 436221, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c74711ac51c2f437f13893ed8b7d5bbe', 'objectid': 159632, 'filesize': 3261668, 'filename': 'pengembangan instrumen asesmen.....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436221', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:16:46'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,,PeerReview,,,,
53,,['FKIP11'],disk0/00/04/67/53,,public,2022-11-21 01:08:44,12,pub,,,['L1'],"Writing procedure text aims to make students 
understand how to do and how to make something with 
sequential steps. However, students find it difficult to 
write and develop procedural texts such as the lack of 
interesting media to support learning in writing 
procedural texts. Teachers still use environment-based 
media and lectures. Android-based learning is learning 
that uses innovative, creative, and interesting learning 
innovation media. The purpose of this study is to facilitate 
the interaction of students with the subject matter, 
students with teachers, and between students. This study 
uses the SLR method, the data obtained based on 
observations with the help of article reviews and 
documentation. The results of the research obtained are 
learning innovations based on android applications 
provide many benefits for students in developing ideas 
and making writings with interesting learning media. 
With these innovations, teachers and students gain 
experience in making applications and can be creative in 
the learning process which of course can utilize 
technology in learning and meet the achievement of 
learning objectives so as to make learning interesting and 
fun for teachers and students.
Keywords: 
innovation, android 
application, procedure text",http://repository.lppm.unila.ac.id/id/eprint/46753,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Retno Susanti', 'given': 'RS'}, 'id': 'susantiretno458@gmail.com'}, {'id': 'mnurwahidin@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Muhammad Nurwahidin', 'given': 'MN'}}, {'name': {'family': 'Dwi Yulianti', 'lineage': None, 'honourific': None, 'given': 'DY'}, 'id': 'SafiraShodiq@yahoo.com'}]",,article,"INOVASI PEMBELAJARAN BERLANDASKAN PROGRAM ANDROID PADA TEMA TEKS 
PROSEDUR SISWA KELAS XIDI SMK SUGAR GROUP",,TRUE,,2022-11-21 01:08:44,46753,archive,show,2461-2470,559,https://bajangjournal.com/index.php/JPDSH/article/view/3798,2022-11-21 01:08:44,"[{'placement': 1, 'eprintid': 46753, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185670', 'pos': 1, 'security': 'public', 'docid': 185670, 'main': '13. INOVASI PEMBELAJARAN BAHASA INDONESIA.docx.pdf', 'files': [{'datasetid': 'document', 'fileid': 514839, 'hash': '21d01e42f690f6080cf6bfcf239e1270', 'mime_type': 'application/pdf', 'objectid': 185670, 'filesize': 951513, 'filename': '13. INOVASI PEMBELAJARAN BAHASA INDONESIA.docx.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514839', 'hash_type': 'MD5', 'mtime': '2022-11-19 15:03:17'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",1.0,Jurnal Pendidikan Dasar Dan Sosial Humaniora,,,12.0,,
