,subjects,abstract,uri,publisher,divisions,dir,status_changed,full_text_status,rev_number,ispublished,eprintid,eprint_status,datestamp,metadata_visibility,userid,documents,lastmod,type,creators,title,refereed,pagerange,issn,publication,corp_creators,date_type,editors,book_title,number,official_url,volume,event_type,event_title,event_dates,pres_type,event_location,related_url,id_number,contact_email,funders,projects,pages,place_of_pub,isbn,series
21,['QK'],"Impact of Permethrin-Insecticide Application on Mirid Pest of Cocoa Helopekis spp. (Ilemiptera: Miridae) and on
Non-target Arthropods in Cocoa Plantations (Theobroma cacao L.). Cocoa mirid bugs, Helopeltis spp., (Hemiptera.
Miridaefare the most important pest of cocoa in Indonesia. A field study was conducted to investigate the effect of
permethrin on cocoa mirids and non-target arthropods at a cocoa plantation in specific place. A randomized complete
block design was used in which each of four blocks consisted of 5 treatments (4 concentrations of permethrin; 50; 100,
200; andZSO ppm and control). The results indicated that the application of permethrin significantly increased the cocoa
mirids mortaliiy throughout all sprayed cocoa trees (up to 100% 72 h after application). Even at I h after application, the
percentage of Cocoa mirids mortality Qg.z% - 53.9%) on cocoa trees sprayed with permethrin at concentrations of 50 -
ZSO ppm was significantly higher than that on control plant (3.6%). At72 h after treatments, application of permethrin at
concentrations of ZOO and ZSO ppm caused a complete kill (mortalty of 100%) in the test mirids. Meanwhile, ground cloths
caught at least 22 fanilies of abore-ground arthropods that were found killed by permethrin applications. Moreover, the
,u.ib"". ofnon-target arthropods killed by permethrin at concentrations of 100 - 250 ppm (27.3 - 85.3 individuals/ground
cloth) were signiircantly higher than that on control trees. These results demonstrated that despite high efficacy of
permethrin in controlling of cocoa mirids (Hetopettis spp.), its application also had adverse effects on non-target arthropods",http://repository.lppm.unila.ac.id/id/eprint/23581,Jurusan Proteksi Tanaman Fakultas Pertanian Universitas Lampung dengan Perhimpunan Entomologi Indonesia Cabang Bandar Lampung dan Perhimpunan Fitopatologi Indonesia Komda Lampung,['FP24'],disk0/00/02/35/81,2020-08-11 05:35:30,public,7,pub,23581,archive,2020-08-11 05:35:30,show,840,"[{'format': 'text', 'docid': 37209, 'main': 'Vol. 4 No. 1.pdf', 'files': [{'mtime': '2020-08-11 03:53:44', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215464', 'filename': 'Vol. 4 No. 1.pdf', 'filesize': 1145227, 'objectid': 37209, 'mime_type': 'application/pdf', 'hash': 'b28a950bc23a678db70b7cbb4bc14f67', 'fileid': 215464, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 23581, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37209'}]",2020-08-11 05:35:30,article,"[{'name': {'lineage': None, 'family': 'Hasibuan', 'honourific': None, 'given': 'Rosma'}, 'id': 'rosma.hasibuan@fp.unila.ac.id'}, {'name': {'family': 'Swibawa', 'lineage': None, 'honourific': None, 'given': 'I Gede'}, 'id': 'igede.swibawa@fp.unila.ac.id'}, {'id': 'lestari.wibowo@fp.unila.ac.id', 'name': {'given': 'Lestari', 'family': 'Wibowo', 'lineage': None, 'honourific': None}}, {'id': 'sudi.pramono@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Pramono', 'given': 'Sudi'}}]","DAMPAK APLIKASI INSEKTISIDA PERMETRIN TERHADAP
HAMA PENGISAP BIJAIJ HELOPELTIS SPP. (HEMIPTERA: MIRIDAE) DAN
ARTROPODA NON-TARGET PADA PERTANAMAN KAKAO
(THEOBROMA CACAO L.)",FALSE,8-12,ISSN: 2461-0399,JURNAL HAMA DAN PENYAKIT TUMBUHAN TROPIKA,,published,,,1,http://jhpttropika.fp.unila.ac.id,4,,,,,,[{'url': 'http://jhpttropika.fp.unila.ac.id/index.php/jhpttropika'}],http://jhpttropika.fp.unila.ac.id,,,,,,,
22,['S1'],,http://repository.lppm.unila.ac.id/id/eprint/46975,-,['FP24'],disk0/00/04/69/75,2022-11-29 01:30:54,public,9,unpub,46975,archive,2022-11-29 01:30:54,show,25891,"[{'main': 'peer review.pdf', 'docid': 185919, 'files': [{'fileid': 516494, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '6447004144ad566f860fa260c2512d8a', 'filesize': 2372127, 'objectid': 185919, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516494', 'filename': 'peer review.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-28 08:13:03'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 46975, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185919', 'security': 'public'}]",2022-11-29 01:30:54,other,"[{'id': None, 'name': {'family': 'Hasriadi Mat', 'lineage': None, 'honourific': None, 'given': 'Akin'}}, {'id': 'yuyun.fitriana@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Fitriana', 'lineage': None, 'given': 'Yuyun'}}]","Peer Review: SSimultaneous detection of virus infecting tobacco plant using multiplex-PCR in Klaten, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,
23,['S1'],LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH NASIONAL Efektifitas Metil Eugenol terhadap Penangkapan Lalat Buah pada Pertanaman Cabai di Kabupaten Tanggamus,http://repository.lppm.unila.ac.id/id/eprint/23393,Universitas Lampung,['FP24'],disk0/00/02/33/93,2020-07-26 07:26:58,public,8,unpub,23393,archive,2020-07-26 07:26:58,show,158,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37011', 'security': 'public', 'placement': 1, 'eprintid': 23393, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Efektifitas Metil Eugeol.pdf', 'docid': 37011, 'files': [{'datasetid': 'document', 'fileid': 214005, 'mime_type': 'application/pdf', 'hash': '6ed051e68f6fdf374f36547e90f08fae', 'objectid': 37011, 'filesize': 1310760, 'filename': 'Efektifitas Metil Eugeol.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/214005', 'hash_type': 'MD5', 'mtime': '2020-07-24 04:46:06'}], 'format': 'text'}]",2020-07-26 07:26:58,other,"[{'name': {'given': 'Indah', 'honourific': None, 'family': 'Mayasari', 'lineage': None}, 'id': None}, {'name': {'family': 'Fitriana', 'lineage': None, 'honourific': None, 'given': 'Yuyun'}, 'id': 'yuyun.fitriana@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Wibowo', 'honourific': None, 'family': 'Lestari', 'lineage': None}}, {'name': {'given': '.', 'honourific': None, 'family': 'Purnomo', 'lineage': None}, 'id': 'purjomo@yahoo.com'}]",Efektifitas Metil Eugenol terhadap Penangkapan Lalat Buah pada Pertanaman Cabai di Kabupaten Tanggamus,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"Penurunan jumlah ekspor pisang disebabkan oleh kualitas buah pisang yang kurang baik akibat serangan penyakit antraknosa.
Hingga saat ini fungisida sintetik yang kurang ramah lingkungan masih digunakan untuk mengendalikan penyakit antraknosa
sehingga perlu adanya fungisida alternatif yang lebih ramah lingkungan. Penelitian ini dilaksanakan pada bulan April-Juni
2016 di Laboratorium Hama Penyakit Tanaman, Universitas Lampung. Tujuan penelitian ini adalah untuk mengetahui efektifitas
ekstrak daun krinyu dan teki sebagai fungisida nabati dalam menekan pertumbuhan C. musae patogen antraknosa pada
pisang. Penelitian ini menggunakan rancangan acak lengkap dengan tujuh perlakuan dan empat ulangan. Perlakuan dibagi
menjadi kontrol, krinyu fraksi air, krinyu fraksi alkohol, teki fraksi air, teki fraksi alkohol, krinyu tanpa fraksinasi dan teki tanpa
fraksinasi. Selanjutnya dilakukan uji beda nyata terkecil (BNT). Hasil penelitian menunjukkan bahwa perlakuan ekstrak krinyu
tanpa fraksinasi lebih efektif menekan pertumbuhan dan pembentukan spora C. musae baik secara in vitro maupun in vivo.
Kata kunci : Colletotrichum musae, krinyu, pisang, teki",http://repository.lppm.unila.ac.id/id/eprint/7701,,['FP24'],disk0/00/00/77/01,2018-06-25 07:26:30,public,5,,7701,archive,2018-06-25 07:26:30,show,1016,"[{'rev_number': 2, 'language': 'id', 'mime_type': 'application/pdf', 'main': '2531-5990-1-SM.pdf', 'files': [{'fileid': 69161, 'datasetid': 'document', 'hash': '783b0d8d1b6d7f6152db9cbc3d2e68a1', 'mime_type': 'application/pdf', 'filesize': 58695, 'objectid': 20746, 'uri': 'http://repository.lppm.unila.ac.id/id/file/69161', 'filename': '2531-5990-1-SM.pdf', 'hash_type': 'MD5', 'mtime': '2018-06-25 04:40:36'}], 'docid': 20746, 'format': 'text', 'date_embargo': '2018-01', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20746', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 7701}]",2018-06-25 07:26:30,article,"[{'id': 'yanumuhammad32@gmail.com', 'name': {'given': 'Yanuar', 'lineage': None, 'family': 'Muhammad Nur', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Efri', 'honourific': None, 'given': 'Efri'}, 'id': 'efriyusuf@gmail.com'}, {'name': {'given': 'Radix', 'family': 'Suharjo', 'lineage': None, 'honourific': None}, 'id': None}]","EFEKTIFITAS EKSTRAK DAUN KRINYU (Chromolaena odorata) DAN TEKI
(Cyperus rotundus L.) TERHADAP PERTUMBUHAN Colletotrichum musae
PATOGEN ANTRAKNOSA PADA PISANG (Musa paradisiacal L.)",,,,,['UniversitasLampung'],,,,,,,,,,,,,,,,,,,,
25,['S1'],Hasil review IJACSA : reviewer suskandini ratih,http://repository.lppm.unila.ac.id/id/eprint/14351,University of Lampung,['FP24'],disk0/00/01/43/51,2019-09-24 08:46:29,public,7,pub,14351,archive,2019-09-24 08:46:29,show,579,"[{'eprintid': 14351, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27407', 'pos': 1, 'format': 'text', 'docid': 27407, 'main': 'suskandini IJACSA.pdf', 'files': [{'datasetid': 'document', 'fileid': 124525, 'mime_type': 'application/pdf', 'hash': '0a36ddd3f1dc383036d23dfb58db4bba', 'filesize': 51613, 'objectid': 27407, 'filename': 'suskandini IJACSA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/124525', 'hash_type': 'MD5', 'mtime': '2019-09-24 07:37:20'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2019-09-24 08:46:29,other,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'family': 'Muludi', 'lineage': None, 'honourific': None, 'given': 'Kurnia'}}, {'name': {'family': 'Suharjo', 'lineage': None, 'honourific': None, 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Syarif', 'lineage': None, 'given': 'Admi'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'given': 'Fitria', 'honourific': None, 'lineage': None, 'family': 'Ramadhani'}, 'id': None}]",Hasil review IJACSA : reviewer suskandini ratih,,,,,,,,,,,,,,,,,,,,,,,,,
26,['S1'],Hasil review jurnal IJACSA : reviewer Joko prasetyo,http://repository.lppm.unila.ac.id/id/eprint/14348,University of Lampung,['FP24'],disk0/00/01/43/48,2019-09-24 08:46:22,public,7,pub,14348,archive,2019-09-24 08:46:22,show,579,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27404', 'eprintid': 14348, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'joko IJACSA.pdf', 'files': [{'filename': 'joko IJACSA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/124501', 'filesize': 48154, 'objectid': 27404, 'mtime': '2019-09-24 07:26:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '98494213a84fb19b226e76d12a03e332', 'datasetid': 'document', 'fileid': 124501}], 'docid': 27404}]",2019-09-24 08:46:22,other,"[{'name': {'lineage': None, 'family': 'Muludi', 'honourific': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'family': 'Suharjo', 'lineage': None, 'honourific': None, 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'name': {'given': 'Admi', 'honourific': None, 'family': 'Syarif', 'lineage': None}, 'id': 'admi_syarif@yahoo.com'}, {'id': None, 'name': {'given': 'Fitria', 'lineage': None, 'family': 'Ramadhani', 'honourific': None}}]",Hasil review jurnal IJACSA : reviewer Joko prasetyo,,,,,,,,,,,,,,,,,,,,,,,,,
27,['S1'],Hasil review_jurnal IJACSA_radix,http://repository.lppm.unila.ac.id/id/eprint/14363,University of Lampung,['FP24'],disk0/00/01/43/63,2019-09-28 05:46:51,public,7,pub,14363,archive,2019-09-28 05:46:51,show,579,"[{'main': 'IJACSA_rev_total.pdf', 'files': [{'mtime': '2019-09-27 02:52:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/124621', 'filename': 'IJACSA_rev_total.pdf', 'filesize': 99311, 'objectid': 27417, 'mime_type': 'application/pdf', 'hash': 'c00f52bdeb4fdcb9253550bc3e580f8b', 'fileid': 124621, 'datasetid': 'document'}], 'docid': 27417, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 14363, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27417', 'security': 'public'}]",2019-09-28 05:46:51,other,"[{'name': {'given': 'Kurnia', 'honourific': None, 'lineage': None, 'family': 'Muludi'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suharjo', 'given': 'Radix'}, 'id': 'radix.suharjo@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Syarif', 'lineage': None, 'given': 'Admi'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ramadhani', 'given': 'Fitria'}, 'id': None}]",Hasil review_jurnal IJACSA_radix,,,,,,,,,,,,,,,,,,,,,,,,,
28,['QK'],"Host mortality, lethal period, transmissibility, and threshold density of Verticillium lecanii – Scotinophara sp. mycosis.
This study, conducted at Laboratory of Plant Protection Gading Rejo, Tanggamus-Lampung during March – October 2002,
was aimed at determining the host mortality, lethal period, transmissibility, and threshold density of Verticillium lecanii –
Scotinophara sp. mycosis generated from cadaver exposure and conidial spray in potted rice plants. The cadaver exposure
was implemented by inoculating various levels of inoculum to different levels of host population while the conidial spray
was done by spraying V. lecanii starter suspension or suspension of homogenized Scotinophara sp. cadavers to the host.
After incubation, newly formed cadavers (new infections) were collected. The host mortality was expressed as percentage
of the host number by inoculation technique while the lethal (infection) period was averaged from overall data (grand
average) or from data sorted by inoculation technique. Transmissibility was taken to be the significant regression slope
between new infections and potential contact while threshold density value was taken as the ratio between the inverse value
of lethal period (numerator) and transmissibility (denominator). Results showed that the host mortality after exposure to 2
cadavers was significantly lower (1.7%) than that after exposures to 4 – 10 cadavers or after conidial sprays (10 – 25%
range). The lethal period of the mycosis ranged from 5.2 to 15.8 days (no difference between inoculation techniques) while
the disease transmissibility was 0.025 infection potential contact-1
. The threshold density of the mycosis was 4.0 individuals
of susceptible Scotinophara sp. rice plant-1
. The fungus V. lecanii could be importance as a naturally-occurring biological
control agent against Scotinophara sp.",http://repository.lppm.unila.ac.id/id/eprint/23586,"Jurusan Proteksi Tanaman, PEI Bandar Lampung, PFI Lampung",['FP24'],disk0/00/02/35/86,2020-08-11 05:34:54,public,6,pub,23586,archive,2020-08-11 05:34:54,show,840,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '9084beecbf5524638f0a0465f602abfd', 'datasetid': 'document', 'fileid': 215496, 'filename': 'Vol. 5 No. 2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215496', 'objectid': 37214, 'filesize': 239314, 'mtime': '2020-08-11 04:15:16', 'hash_type': 'MD5'}], 'main': 'Vol. 5 No. 2.pdf', 'docid': 37214, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 23586, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37214'}]",2020-08-11 05:34:54,article,"[{'id': 'sudi.pramono@fp.unila.ac.id', 'name': {'given': 'Sudi', 'family': 'Pramono', 'lineage': None, 'honourific': None}}, {'name': {'given': 'FX', 'lineage': None, 'family': 'Susilo', 'honourific': None}, 'id': 'fx.susilo@fp.unila.ac.id'}]","HOST MORTALITY, LETHAL PERIOD,
TRANSMISSIBILITY, AND THRESHOLD DENSITY
OF VERTICILLIUM LECANII – SCOTINOPHARA SP. MYCOSIS",FALSE,88-96,1411-7525,Jurnal Hama dan Penyakit Tumbuhan Tropika,,published,,,2,http://jhpttropika.fp.unila.ac.id,5,,,,,,,,,,,,,,
29,"['S1', 'SB']","LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH INTERNASIONAL
The Correlation between White Rot (Rigidoporus lignosus L) Incidence and Soil Characters of Rubber Ecosystem in Penumangan Baru, Lampung.",http://repository.lppm.unila.ac.id/id/eprint/13395,Universitas Lampung,['FP24'],disk0/00/01/33/95,2019-06-17 03:20:42,public,8,unpub,13395,archive,2019-06-17 03:20:42,show,579,"[{'format': 'text', 'docid': 26406, 'main': '3.pdf', 'files': [{'fileid': 117301, 'datasetid': 'document', 'hash': '63d7815b510524c137634de6cfcf2b08', 'mime_type': 'application/pdf', 'objectid': 26406, 'filesize': 4977788, 'uri': 'http://repository.lppm.unila.ac.id/id/file/117301', 'filename': '3.pdf', 'hash_type': 'MD5', 'mtime': '2019-06-16 22:52:36'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 13395, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26406'}]",2019-06-17 03:20:42,other,"[{'name': {'given': 'Joko', 'honourific': None, 'lineage': None, 'family': 'Prasetyo'}, 'id': 'joko.prasetyo@fp.unila.ac.id'}, {'name': {'given': 'Titik Nur', 'honourific': None, 'family': 'Aeny', 'lineage': None}, 'id': 'titik.nuraeny@fp.unila.ac.id'}, {'id': 'radix.suharjo@fp.unila.ac.id', 'name': {'family': 'Suharjo', 'lineage': None, 'honourific': None, 'given': 'Radix'}}]","Lembar penilaian : The Correlation between White Rot (Rigidoporus lignosus L) Incidence and Soil Characters of Rubber Ecosystem in Penumangan Baru, Lampung.",,,,,,,,,,,,,,,,,,,,,,,,,
30,['S1'],"An experiment was done to investigate the effects of Trichoderma spp and plant extracts combination on downy mildew of maize. The experiment was arranged in randomized completely block design with three replicates. The experiment consisted of 13 treatments, i.e. combination of no Trichoderma and no plant extract (T0F0), Trichoderma sp. isolate of East Lampung and ginger extract (T1F1), Trichoderma sp. isolate of East Lampung and tumeric extract (T1F2), Trichoderma sp. isolate of East Lampung and Alpinia galanga extract (T1F3), Trichoderma sp. isolate of East Lampumg and galangale extract (T1F4), Trichoderma sp. isolate of East Lampung and Curcuma zanthorrhiza extract (T1F5), Trichoderma sp. isolate of East Lampung and C. aeroginosa extract (T1F6), Trichoderma sp. isolate of Unila Plant Clinics and ginger extract (T2F1), Trichoderma sp. isolate of Unila Plant Clinics and tumeric extract (T2F2), Trichoderma sp. isolate of Unila Plant Clinics and A. Galanga extract (T2F3), Trichoderma sp. isolate of Unila Plant Clinics and galangale extract (T2F4), Trichoderma sp. isolate of Unila Plant Clinics and C. zanthorrhiza extract (T2F5), and Trichoderma sp. isolate of Unila Plant Clinics and C. aeruginosa extract (T2F6). Investigated variables were disease incidence, incubation periode, plant height, and weight of dry matter. Data obtained were analysed using anova and the difference between means were tested using LSD test at 5% significant level. The results of the experiment showed that all combination of Trichoderma isolate and plant extracts tested decreased the incidence of maize downy mildew and increased incubation periode, plant height, and dry matter weight.",http://repository.lppm.unila.ac.id/id/eprint/4523,,['FP24'],disk0/00/00/45/23,2017-11-06 08:27:47,public,8,inpress,4523,archive,2017-11-06 08:27:47,show,579,"[{'eprintid': 4523, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17426', 'format': 'text', 'docid': 17426, 'main': 'Prelim study_joko prasetyo et al.pdf', 'files': [{'objectid': 17426, 'filesize': 725916, 'filename': 'Prelim study_joko prasetyo et al.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/44650', 'hash_type': 'MD5', 'mtime': '2017-11-03 11:56:56', 'fileid': 44650, 'datasetid': 'document', 'hash': '1fd1bae7d21e3d8bb59a9222a7442192', 'mime_type': 'application/pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2017-11-06 08:27:47,conference_item,"[{'id': 'joko.prasetyo@fp.unila.ac.id', 'name': {'given': 'Joko', 'honourific': None, 'family': 'Prasetyo', 'lineage': None}}, {'name': {'given': 'Muhammad Saiful', 'honourific': None, 'family': 'Anwar S', 'lineage': None}, 'id': None}, {'id': 'suskandini.ratih@fp.unila.ac.id', 'name': {'given': 'Suskandini', 'lineage': None, 'family': 'Ratih', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Suharjo', 'lineage': None, 'given': 'Radix'}, 'id': None}, {'name': {'family': 'Aeny', 'lineage': None, 'honourific': None, 'given': 'Titik Nur'}, 'id': 'titik.nuraeny@fp.unila.ac.id'}]",PRELIMINARY STUDY ON INTEGRATED MANAGEMENT OF MAIZE DOWNY MILDEW  USING PLANT EXTRACTS AND ISOLATES OF TRICHODERMA SPP,FALSE,,,,,,,,,,,conference,Seminar Nasional dan Kongres XIV Perhimpunan Fitopatologi Indonesia 2017,3 - 5 Oktober 2017,speech,Kendari,,,,,,,,,
31,"['S1', 'SB']","LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH: JURNAL ILMIAH INTERNASIONAL
Seleksi dan Uji Antagonisme Trichoderma spp. Isolat Tahan Fungisida Nabati terhadap Phytophthora capsici.",http://repository.lppm.unila.ac.id/id/eprint/13394,Universitas Lampung,['FP24'],disk0/00/01/33/94,2019-06-17 03:20:54,public,8,unpub,13394,archive,2019-06-17 03:20:54,show,579,"[{'eprintid': 13394, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26405', 'format': 'text', 'main': '2.pdf', 'docid': 26405, 'files': [{'mime_type': 'application/pdf', 'hash': '1243d1bbff9aa0324b1d412576a960c6', 'fileid': 117293, 'datasetid': 'document', 'filename': '2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/117293', 'filesize': 4938813, 'objectid': 26405, 'mtime': '2019-06-16 22:46:45', 'hash_type': 'MD5'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2019-06-17 03:20:54,other,"[{'id': 'joko.prasetyo@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Prasetyo', 'lineage': None, 'given': 'Joko'}}, {'id': 'efri.1960@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Efri', 'given': 'Efri'}}, {'name': {'given': 'Radix', 'honourific': None, 'lineage': None, 'family': 'Suharjo'}, 'id': 'radix.suharjo@fp.unila.ac.id'}]",Lembar penilaian : Seleksi dan Uji Antagonisme Trichoderma spp. Isolat Tahan Fungisida Nabati terhadap Phytophthora capsici.,,,,,,,,,,,,,,,,,,,,,,,,,
32,['S1'],"Penelitian ini bertujuan untuk mengetahui pengaruh kerapatan spora Trichoderma sp. dan fungisida fenamidon serta interaksi keduanya terhadap intensitas penyakit bulai dan pertumbuhan tanaman jagung.  Penelitian ini dilaksanakan pada bulan Maret sampai Oktober 2020 di Laboratorium Penyakit Tumbuhan Fakultas Pertanian, Universitas Lampung.  Penelitian disusun dalam Rancangan Acak Kelompok (RAK) yang disusun secara faktorial 3x3 dengan tiga kali ulangan. Bahan-bahan yang digunakan dalam penelitian ini adalah fungsida berbahan aktif fenamidon, konidia bulai pada tanaman jagung, benih jagung BETRAS 2, isolat Trichodema sp., pupuk kandang, aquades, dan media PSA. Hasil penelitian menunjukkan bahwa Trichoderma sp. kerapatan 107 spora/ml dan fungisida fenamidon 4 ml/kg benih mampu menekan keterjadian dan keparahan penyakit bulai.  Terdapat interaksi antara perlakuan kerapatan spora Trichoderma sp. dan fungisida fenamidon dalam meningkatkan bobot kering brangkasan akar jagung.",http://repository.lppm.unila.ac.id/id/eprint/31723,Jurnal Agrotek Tropika,['FP24'],disk0/00/03/17/23,2021-06-02 09:11:33,restricted,8,submitted,31723,archive,2021-06-02 09:11:33,show,852,"[{'docid': 143640, 'main': 'Jurnal Yudi Candra.docx', 'files': [{'filename': 'Jurnal Yudi Candra.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/375863', 'filesize': 81927, 'objectid': 143640, 'mtime': '2021-06-02 07:48:04', 'hash_type': 'MD5', 'hash': '2768f61505cd65e3f6b949dbc4c262bd', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 375863, 'datasetid': 'document'}], 'format': 'text', 'date_embargo': '2021-07-01', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'id', 'rev_number': 5, 'content': 'submitted', 'placement': 1, 'eprintid': 31723, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/143640', 'formatdesc': 'Jurnal Pertanian Indonesia', 'security': 'staffonly'}]",2021-06-02 09:11:33,article,"[{'id': 'joko.prasetyo@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Prasetyo', 'honourific': None, 'given': 'Joko'}}, {'name': {'given': 'Cipta', 'lineage': None, 'family': 'Ginting', 'honourific': None}, 'id': 'cipta.ginting@fp.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Akin', 'lineage': None, 'given': 'Hasriadi Mat'}}]","PENGARUH KOMBINASI Trichoderma sp. DAN FUNGISIDA FENAMIDON
TERHADAP INTENSITAS PENYAKIT BULAI (Peronosclerospora sp.) DAN PERTUMBUHAN TANAMAN JAGUNG (Zea mays L.)",FALSE,,2337-4993,Jurnal Agrotek Tropika,['LPPM UNILA'],submitted,,,,https://jurnal.fp.unila.ac.id/index.php/JA,,,,,,,,,joko.prasetyo@fp.unila.ac.id,['Plant Clinic'],['Penenllitian mandiri'],,,,
