,type,creators,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,divisions,publisher,publication,dir,issn,full_text_status,status_changed,rev_number,ispublished,date_type,subjects,abstract,volume,date,uri,id_number,patent_applicant,pages,related_url
21,patent,"[{'id': None, 'name': {'family': 'Riswinda', 'lineage': None, 'honourific': None, 'given': 'Azzahra Zulfa'}}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'id': 'wamiliana@gmail.com', 'name': {'lineage': None, 'family': 'Wamiliana', 'honourific': None, 'given': 'Wamiliana'}}, {'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'warsono.1963@fmipa.unila.ac.id'}]","Hybrid Convolutional Neural Network (CNN)-Long Short Term
Memory (LSTM) Untuk Klasifikasi Data Text Penilaian Produk
Nutrimax Food Supplement",,2023-08-21 02:46:35,52416,archive,show,,752,,,2023-08-21 02:46:35,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/253936', 'pos': 1, 'eprintid': 52416, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/621275', 'filename': 'Sertifikat_HaKI Azzahra.pdf', 'filesize': 2109765, 'objectid': 253936, 'mtime': '2023-08-20 21:37:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'fd5f857266dede0a1bbeb4114834e437', 'fileid': 621275, 'datasetid': 'document'}], 'main': 'Sertifikat_HaKI Azzahra.pdf', 'docid': 253936}]",['FMIPA9'],,,disk0_bak/00/05/24/16,,public,2023-08-21 02:46:35,9,pub,published,['QA76'],-,,2023-05-23 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52416,EC00202337386,Program Komputer,2.0,
22,article,"[{'id': None, 'name': {'lineage': None, 'family': 'Russel', 'honourific': None, 'given': 'Edwin'}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'family': 'Wamiliana', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Nairobi', 'lineage': None, 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}, {'name': {'family': 'Usman', 'lineage': None, 'honourific': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'given': 'Faiz A. M.', 'family': 'Elfaki', 'lineage': None, 'honourific': None}, 'id': None}]",Analysis Multivariate Time Series Using State Space Model for Forecasting Inflation inSome Sectors of Economy in Indonesia,TRUE,2023-03-17 08:30:24,48979,archive,show,144-150,791,1.0,https://sciencetechindonesia.com/index.php/jsti/article/view/640/297,2023-03-17 08:30:24,"[{'main': 'Analysis Multivariate Time Series Using State Space Model for Forecasting Inflation inSome Sectors of Economy in Indonesia (2).pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-16 04:50:17', 'filesize': 772449, 'objectid': 188425, 'filename': 'Analysis Multivariate Time Series Using State Space Model for Forecasting Inflation inSome Sectors of Economy in Indonesia (2).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/532855', 'fileid': 532855, 'datasetid': 'document', 'hash': '6acbdd4430e45e5be7ba62b3b2370101', 'mime_type': 'application/pdf'}], 'docid': 188425, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 48979, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188425', 'security': 'public'}]",['FMIPA9'],ARTS Publishing,Science and Technology Indonesia,disk0_bak/00/04/89/79,e -ISSN:2580-4391 p -ISSN:2580-4405,public,2023-03-17 08:30:24,7,pub,published,['QA'],"Many analytical methods can be utilized for multivariate time series modeling. One of the analytical models for modeling time seriesdata with multiple variables is the State Space Model. The data to be analyzed in this study is inflation data from expenditure groupssuch as processed foods, beverages, cigarettes, and tobacco; and housing inflation for water, electricity, gas, and fuel from January2001 to December 2021. The aim is to determine the best State Space Model that fits the data for forecasting. In this study, theState Space method will be utilized further with multivariate time series data and represent State Space in Vector Autoregressive(VAR) to determine the relationship between groups of observed variables",8.0,2023-01-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/48979,https://doi.org/10.26554/sti.2023.8.1.144-150,,,
23,patent,"[{'name': {'family': 'Safitri', 'lineage': None, 'honourific': None, 'given': 'Dea'}, 'id': None}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'family': 'Kurniasari', 'lineage': None, 'honourific': None, 'given': 'Dian'}}, {'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Usman'}, 'id': 'usman_alfha@yahoo.com'}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}}]","Peramalan Harga Saham Apple Dengan Metode Hybrid Vector
Autoregressive Integrate Moving Average (VARIMA) - Long Short
Term Memory (LSTM)",,2023-08-21 02:46:44,52419,archive,show,,752,,,2023-08-21 02:46:44,"[{'placement': 1, 'eprintid': 52419, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253945', 'pos': 1, 'security': 'public', 'main': 'Sertifikat_HAKI Dea.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '191f7b6aaf7202e240e8e524dab3ef1f', 'fileid': 621304, 'datasetid': 'document', 'mtime': '2023-08-20 21:55:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/621304', 'filename': 'Sertifikat_HAKI Dea.pdf', 'filesize': 2109114, 'objectid': 253945}], 'docid': 253945, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",['FMIPA9'],,,disk0_bak/00/05/24/19,,public,2023-08-21 02:46:44,7,pub,published,['QA76'],,,2023-08-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52419,EC00202365077,Program Komputer,2.0,
24,article,"[{'id': 'subian.saidi@fmipa.unila.ac.id', 'name': {'given': 'Subian', 'honourific': None, 'family': 'Saidi', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]","Environmental-based diseases of students in urban and rural areas, Lampung province,
Indonesia",TRUE,2023-01-30 01:47:54,48160,archive,show,242-249,959,2.0,http://www.ijirss.com/index.php/ijirss/index,2023-01-30 01:47:54,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Environmental-based diseases IJIRSS SCoupus.pdf', 'docid': 187392, 'files': [{'objectid': 187392, 'filesize': 569986, 'filename': 'Environmental-based diseases IJIRSS SCoupus.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/526380', 'hash_type': 'MD5', 'mtime': '2023-01-30 00:29:10', 'datasetid': 'document', 'fileid': 526380, 'mime_type': 'application/pdf', 'hash': '90046a0d45e99c9b7612d5aa1d07d07a'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187392', 'pos': 1, 'eprintid': 48160, 'placement': 1}]",['FMIPA9'],Innovative Research Publishing,International Journal of Innovative Research and Scientific Studies,disk0_bak/00/04/81/60,2617-6548,public,2023-01-30 01:47:54,7,pub,published,['QA'],,6.0,2023-01-24 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/48160,10.53894/ijirss.v6i2.1249,,,[{'url': 'http://www.ijirss.com/'}]
25,patent,"[{'name': {'given': 'Anindya Dafa', 'honourific': None, 'family': 'Salsabila', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'name': {'given': 'Mustofa', 'family': 'Usman', 'lineage': None, 'honourific': None}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'honourific': None, 'family': 'Warsito', 'lineage': None, 'given': 'Warsito'}, 'id': 'warsito@fmipa.unila.ac.id'}]","Peramalan Suhu Minimum Mingguan Dengan Metode Hybrid
Seasonal Autoregressive Integrated Moving Average (SARIMA) -
Long Short Term Memory (LSTM)",,2023-08-21 02:46:50,52423,archive,show,,752,,,2023-08-21 02:46:50,"[{'docid': 253978, 'main': 'Sertifikat HAKI_Anindya Dafa Salsabila.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '502ff4038daca99c346bf18780f0c6f7', 'datasetid': 'document', 'fileid': 621361, 'uri': 'http://repository.lppm.unila.ac.id/id/file/621361', 'filename': 'Sertifikat HAKI_Anindya Dafa Salsabila.pdf', 'objectid': 253978, 'filesize': 2109314, 'mtime': '2023-08-20 22:35:28', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 52423, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253978', 'security': 'public'}]",['FMIPA9'],,,disk0_bak/00/05/24/23,,public,2023-08-21 02:46:50,7,pub,published,['QA76'],,,2023-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52423,EC00202361887,Program Komputer,2.0,
26,article,"[{'id': None, 'name': {'given': 'Eri', 'honourific': None, 'family': 'Setiawan', 'lineage': None}}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'id': 'subian.saidi@fmipa.unila.ac.id', 'name': {'given': 'Subian', 'honourific': None, 'lineage': None, 'family': 'Saidi'}}, {'id': 'tiryono.1962@fmipa.unila.ac.id', 'name': {'given': 'Ruby', 'lineage': None, 'family': 'Tiryono', 'honourific': None}}]","LUBANG BIOPORI: SOLUSI BERKELANJUTAN DALAM
MENGELOLA SAMPAH ORGANIK DI DESA NEGERI NGARIP",TRUE,2023-07-14 01:41:19,52254,archive,show,118-125,959,2.0,https://jurnalbuguh.unila.ac.id/index.php/buguh,2023-07-14 01:41:19,"[{'placement': 1, 'eprintid': 52254, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/252997', 'security': 'public', 'files': [{'hash': '33338d7dba73c04d4fbb05f255d2550e', 'mime_type': 'text/html', 'fileid': 619244, 'datasetid': 'document', 'mtime': '2023-07-13 03:30:57', 'hash_type': 'MD5', 'filename': 113, 'uri': 'http://repository.lppm.unila.ac.id/id/file/619244', 'filesize': 3523, 'objectid': 252997}], 'main': 113, 'docid': 252997, 'format': 'text', 'language': 'en', 'rev_number': 2, 'mime_type': 'text/html'}]",['FMIPA9'],Badan Pengelola KKN UNila,Jurnal Buguh,disk0_bak/00/05/22/54,P-ISSN : 2776-3749 E-ISSN : 2808-1412,public,2023-07-14 01:41:19,8,pub,published,['Q1'],,3.0,2023-06-30 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52254,https://doi.org/10.23960/buguh.v3n2.2145,,,[{'url': 'https://jurnalbuguh.unila.ac.id/index.php/buguh/article/view/2145'}]
27,article,"[{'id': None, 'name': {'given': 'Eri', 'lineage': None, 'family': 'Setiawan', 'honourific': None}}, {'id': 'aangnuryaman@gmail.com', 'name': {'given': 'Aang', 'family': 'Nuryaman', 'lineage': None, 'honourific': None}}, {'id': 'usman_alfha@yahoo.com', 'name': {'honourific': None, 'family': 'Usman', 'lineage': None, 'given': 'Mustofa'}}]","IMPLEMENTASI METODE BACKPROPAGATION NEURAL NETWORK DALAM
MERAMALKAN TINGKAT INFLASI DI INDONESIA",TRUE,2023-05-19 06:56:03,51824,archive,show,8-16,713,1.0,https://ejournal.unesa.ac.id/index.php/mathunesa,2023-05-19 06:56:03,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250610', 'security': 'public', 'placement': 1, 'eprintid': 51824, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 613989, 'datasetid': 'document', 'hash': '114e451c9a18cde0156b676881310de4', 'mime_type': 'application/pdf', 'objectid': 250610, 'filesize': 1246848, 'filename': 'jurnal 2023 siger math.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/613989', 'hash_type': 'MD5', 'mtime': '2023-05-19 02:39:32'}], 'main': 'jurnal 2023 siger math.pdf', 'docid': 250610, 'format': 'text'}]",['FMIPA9'],"Jurusan Matematika, FMIPA Universitas Negeri Surabaya",MATHunesa : Jurnal Ilmiah Matematika,disk0_bak/00/05/18/24,2716-506X,public,2023-05-19 06:56:03,6,pub,published,['QA'],"Peramalan adalah usaha untuk memperkirakan kejadian di masa depan dengan mengacu pada trend dari data atau data historis. Beberapa metode yang umum digunakan dalam peramalan data deret waktu termasuk Autoregressive Integrated Moving Average (ARIMA), Exponential Smoothing, dan Seasonal Autoregressive Integrated Moving Average (SARIMA). Namun, teknik-teknik peramalan tersebut memiliki
kelemahan atau kekurangan, seperti membutuhkan data yang memiliki sifat stasioner dan tingkat akurasi yang terkadang kurang baik. Peneliti banyak yang mengadopsi metode Jaringan Saraf Tiruan untuk mengatasi kelemahan tersebut, seperti Backpropagation Neural Network. Metode Backpropagation Neural Network terbukti sangat efektif dalam melakukan peramalan di bidang ekonomi. Permasalah ekonomi
yang dianggap menjadi permasalahan besar dan belum teratasi sampai saat ini yaitu inflasi. Dalam penelitian ini, data yang digunakan yaitu data inflasi dari periode Januari 2000 hingga Oktober 2022 dengan
menggunakan metode Backpropagation Neural Network untuk meramalkannya. Hasil penelitian menunjukan
bahwa pembagian data 50% untuk pelatihan (training) dan 50% untuk pengujian (testing) merupakan proporsi pembagian terbaik, dengan menggunakan fungsi aktivasi sigmoid biner serta arsitektur jaringan 12-21-1. Nilai Mean Square Error (MSE) pada tahap pelatihan adalah 0.00067535, sedangkan pada tahap pengujian adalah 0.0767. Berdasarkan peramalan, inflasi tertinggi diperkirakan terjadi inflasi sebesar 0.5579 pada bulan Oktober 2023, sementara inflasi terendah sebesar 0.203 yang diperkirakan terjadi pada bulan
Februari 2023.

Kata Kunci: Backpropagation Neural Network, Deret Waktu, Jaringan Syaraf Tiruan, Inflasi, dan Peramalan",1.0,2023-05-19 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51824,,,,
28,patent,"[{'name': {'lineage': None, 'family': 'Shella', 'honourific': None, 'given': 'Tiara Pramay'}, 'id': None}, {'name': {'given': 'Dian', 'honourific': None, 'lineage': None, 'family': 'Kurniasari'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}}]","Hybrid Autoregressive Integrate Moving Average (ARIMA) - Gated
Recurrent Unit (GRU) Dalam Peramalan Harga Sawit Pada PT.
Sawit Sumbermas Sarana Di Kalimantan Tengah",,2023-08-21 02:46:46,52420,archive,show,,752,,,2023-08-21 02:46:46,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Sertifikat_HaKI Tiara Pramay Shella.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-08-20 21:58:18', 'objectid': 253950, 'filesize': 2109300, 'filename': 'Sertifikat_HaKI Tiara Pramay Shella.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/621315', 'datasetid': 'document', 'fileid': 621315, 'mime_type': 'application/pdf', 'hash': 'a8c4c5cdf3be0d44d5def59f69829dcc'}], 'docid': 253950, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/253950', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 52420}]",['FMIPA9'],,,disk0_bak/00/05/24/20,,public,2023-08-21 02:46:46,7,pub,published,['QA76'],,,2023-08-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52420,EC00202365120,Program Komputer,2.0,
29,patent,"[{'id': None, 'name': {'honourific': None, 'family': 'Sobara', 'lineage': None, 'given': 'Zida Bunga'}}, {'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Nuryaman', 'honourific': None, 'given': 'Aang'}, 'id': 'aang.nuryaman@fmipa.unila.ac.id'}, {'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}}]","Klasifikasi Electronic Health Record (EHR) Menggunakan Long
Short-Term Memory (LSTM) Dan Gated Recurrent Unit (GRU)",,2023-08-21 02:46:42,52418,archive,show,,752,,,2023-08-21 02:46:42,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/253943', 'eprintid': 52418, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Sertifikat_HaKI Ziga Bunga.pdf', 'docid': 253943, 'files': [{'mtime': '2023-08-20 21:50:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/621296', 'filename': 'Sertifikat_HaKI Ziga Bunga.pdf', 'filesize': 2109220, 'objectid': 253943, 'mime_type': 'application/pdf', 'hash': 'd9316c0ef5c7d3ad2bc2fc035c312ed5', 'datasetid': 'document', 'fileid': 621296}]}]",['FMIPA9'],,,disk0_bak/00/05/24/18,,public,2023-08-21 02:46:42,7,pub,published,['QA76'],,,2023-07-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/52418,EC00202356460,Program Komputer,2.0,
30,article,"[{'name': {'family': 'Wamiliana', 'lineage': None, 'honourific': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'id': None, 'name': {'given': 'Attiya', 'family': 'Yuliana', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Fitriani', 'honourific': None, 'lineage': None, 'family': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]","he Relationship of Multiset, Stirling Number, Bell Number, and Catalan Number",TRUE,2023-05-08 03:12:57,51192,archive,show,330-337,791,2.0,https://sciencetechindonesia.com/index.php/jsti/article/view/712,2023-05-08 03:12:57,"[{'eprintid': 51192, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190926', 'format': 'text', 'main': 'The Relationship of Multiset, Stirling Number, Bell Number, and Catalan Number.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-05-08 02:24:38', 'filesize': 606183, 'objectid': 190926, 'filename': 'The Relationship of Multiset, Stirling Number, Bell Number, and Catalan Number.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/550154', 'fileid': 550154, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd052dbcc4a270d879e49491572722fed'}], 'docid': 190926, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",['FMIPA9'],ARTS Publishing,Science and Technology Indonesia,disk0_bak/00/05/11/92,e -ISSN:2580-4391 p -ISSN:2580-4405,public,2023-05-08 03:12:57,7,pub,published,['QA'],"Catalan numbers is not as famous as Fibonacci numbers, however this number has own its beauty and arts. Catalan numbers was discovered by Ming Antu in 1730, however, this numbers is credited to Eugene Catalan when he was studying parentheses in 1838. Catalan numbers mostly occurs in counting or enumeration problems. The Catalan numbers can be defined in more than one forms, and the most famous form is Cn = 1/n+1 (2n, n). In this study we will discuss the multiset construction and the relationship of the results of Multiset with Stirling, Bell, and Catalan numbers.

Keywords
Counting, Enumeration, Multiset, Catalan Numbers, Stirling Numbers",8.0,2023-04-19 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51192,https://doi.org/10.26554/sti.2023.8.2.330-337,,,
31,article,"[{'name': {'lineage': None, 'family': 'Widiarti', 'honourific': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'id': 'agus.sutrisno@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Sutrisno', 'lineage': None, 'given': 'Agus'}}, {'name': {'given': 'Mustofa', 'lineage': None, 'family': 'Usman', 'honourific': None}, 'id': 'usman_alfha@yahoo.com'}]",Pemodelan Dinamis Distributed Lag Dengan Menggunakan Metode Koyck Dan Metode Almon,TRUE,2023-05-19 01:29:46,51814,archive,show,17-22,33,1.0,https://jurnal.fmipa.unila.ac.id/JSM/index,2023-05-19 01:29:46,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250551', 'eprintid': 51814, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 250551, 'main': 'Pemodelan Dinamis Distribusi Lag_Dora Panny, Widiarti, dkk_Jurnal Siger.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/613829', 'filename': 'Pemodelan Dinamis Distribusi Lag_Dora Panny, Widiarti, dkk_Jurnal Siger.pdf', 'filesize': 439264, 'objectid': 250551, 'mtime': '2023-05-18 21:19:11', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'fa000de31bb4001fdfe8aef7b196ec2e', 'datasetid': 'document', 'fileid': 613829}]}]",['FMIPA9'],"Jurusan Matematika, Universitas Lampung",Jurnal Siger Matematika,disk0_bak/00/05/18/14,"2721-5849 (p), 2721-6853(e)",public,2023-05-19 01:29:46,6,pub,published,['QA'],"Distributed lag model atau model lag terdistribusi termasuk model dinamis sebab pengaruh perubahan satu unit dalam nilai variabel bebas (X) terdistribusi selama periode waktu. Model lag terdistribusi ada 2 jenis, yaitu: model infinite lag dan model finite lag. Pemodelan infinite lag memakai metode Koyck dan pemodelan finite lag menggunakan metode Almon. Model lag terdistribusi digunakan untuk memvisualkan dampak
yang dilakukan oleh variabel bebas terhadap variabel tak bebas. Penelitian ini bertujuan mengaplikasikan model dinamis distributed lag melalui pemakaian metode transformasi Koyck dan metode transformasi Almon untuk mengkaji pengaruh kurs rupiah Indonesia terhadap nilai ekspor garmen PT. Shinwon ke mancanegara dan menentukan model terbaik dalam pemodelan dinamis distributed lag dengan memakai metode transformasi Koyck dan metode transformasi Almon. Hasil penelitian menunjukkan bahwa pemodelan dinamis distributed lag dengan memakai metode transformasi Almon lebih baik dibanding transformasi Koyck.

Kata kunci : Model lag terdistribusi, Metode Koyck, Metode Almon, Kurs Indonesia, Ekspor.",4.0,2023-05-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51814,,,,
32,article,"[{'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'family': 'Widiarti', 'lineage': None, 'honourific': None}}, {'id': 'usman_alfha@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Usman', 'given': 'Mustofa'}}, {'id': 'wamiliana@gmail.com', 'name': {'family': 'Wamiliana', 'lineage': None, 'honourific': None, 'given': 'Wamiliana'}}, {'name': {'given': 'Nuning', 'lineage': None, 'family': 'Nurcahyani', 'honourific': None}, 'id': 'uya.jujun@gmail.com'}, {'name': {'given': 'Jani', 'honourific': None, 'lineage': None, 'family': 'Master'}, 'id': 'j.janter@gmail.com'}]","Konservasi Anggrek Dan Peningkatan Peringkat Greenmetric
Melalui Kegiatan Penanaman Anggrek Di Kampus",TRUE,2023-05-08 03:13:02,51195,archive,show,,33,1.0,https://tapisberseri.ubl.ac.id/index.php/jpmtapisberseri,2023-05-08 03:13:02,"[{'main': 'Jurnal PKM Widiarti dkk.pdf', 'files': [{'datasetid': 'document', 'fileid': 550182, 'hash': '9a363b96b365c74784eeb56cab317995', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-08 02:55:51', 'filesize': 712471, 'objectid': 190929, 'uri': 'http://repository.lppm.unila.ac.id/id/file/550182', 'filename': 'Jurnal PKM Widiarti dkk.pdf'}], 'docid': 190929, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 51195, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190929', 'security': 'public'}]",['FMIPA9'],Pusat Studi Teknologi Informasi Fakultas Ilmu Komputer Universitas Bandar,Jurnal Pengabdian Masyarakat Tapis Berseri,disk0_bak/00/05/11/95,2830-6945,public,2023-05-08 03:13:02,7,pub,published,['Q1'],"Upaya pelestarian anggrek, khususnya anggrek spesies merupakan salah satu kegiatan konservasi lingkungan hidup. Dalam rangka pelestarian lingkungan, lingkungan kampus sudah dipenuhi berbagai pohon-pohon rindang dan tinggi, yang sangat sesuai untuk habitat anggrek hutan. Adanya tanaman-tanaman ini merupakan salah satu upaya konservasi lingkungan, keindahan, dan pengurangan gas CO2. Untuk menambah keindahannya, pohon-pohon besar yang ada di
lingkungan taman kampus dapat ditempel berbagai jenis anggrek yang sesuai dengan habitatnya seperti amabilis, retusa, bulbophyllum, aphyllum, dan dendrobium. Anggrek, selain indah dan cantik, juga akan mengurangi kadar CO2 di udara sehingga penanaman anggrek di lingkungan
kampus akan berdampak baik terhadap peringkat greenmetric. Tujuan kegiatan pengabdian ini adalah untuk: (1) melestarikan anggrek spesies khususnya amabilis yang merupakan spesies asli Lampung, (2) mengurangi CO2 dan meningkatkan peringkat greenmetric. Kegiatan ini melibatkan
tim dosen, mahasiswa, dan staff untuk membantu merawat tanaman anggrek. Tingkat keberhasilan hidup anggrek untuk beradaptasi di lingkungan kampus sangat baik (lebih dari 95%). Partisipasi dan antusiasme masyarakat dan civitas akademika di lingkungan kampus juga sangat baik. Hal ini ditandai dengan pertumbuhan anggrek yang baik dan masih utuhnya plant anggrek yang ditanam.",2.0,2023-05-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/51195,10.36448/jpmtb.v2i1.39,,,
