,title,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,publisher,dir,divisions,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,uri,abstract,publication,refereed,contact_email,pagerange,number,official_url,issn,volume,event_title,event_type,pres_type,event_dates,event_location,note,corp_creators,contributors,id_number,related_url
133,"Forecasting Seasonal Time Series Data using The Holt-Winters
Exponential Smoothing Method of Additive Models",other,"[{'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",show,2022-05-13 07:07:30,archive,41624,2022-05-13 07:07:30,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'forecasting.pdf', 'files': [{'filename': 'forecasting.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460512', 'filesize': 224563, 'objectid': 163279, 'mtime': '2022-05-13 03:02:21', 'hash_type': 'MD5', 'hash': '0e569c6ce6e58809f414844e061a9b38', 'mime_type': 'application/pdf', 'fileid': 460512, 'datasetid': 'document'}], 'docid': 163279, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163279', 'security': 'public', 'placement': 1, 'eprintid': 41624}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/24,['FMIPA9'],7,unpub,public,2022-05-13 07:07:30,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41624,"This study aimed to predict seasonal time series data using the Holt-Winters
exponential smoothing additive model. The data used in this study is data
on the number of passengers departing at Hasanudin Airport in 2009-2019,
the source of the data obtained from the o�cial website of the Central Statis-
tics Agency. The results showed that the Holt-Winters exponential smoothing
method on the passenger's number at Hasanudin Airport from 2009 to 2019
contained trend patterns and seasonal patterns by �rst determining the initial
values and smoothing parameters minimize forecasting errors.",,,,,,,,,,,,,,,,,,
134,"Gamma and Lognormal Models in the
Generalized Linear Model Perspective",other,"[{'name': {'given': 'Nusyirwan', 'lineage': None, 'family': 'Nusyirwan', 'honourific': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",show,2022-05-13 01:21:15,archive,41601,2022-05-13 01:21:15,"[{'main': 'gamma.pdf', 'docid': 163258, 'files': [{'datasetid': 'document', 'fileid': 460349, 'mime_type': 'application/pdf', 'hash': '00a71ccb36bec241ec677598d11c0d13', 'hash_type': 'MD5', 'mtime': '2022-05-12 07:38:31', 'objectid': 163258, 'filesize': 617377, 'uri': 'http://repository.lppm.unila.ac.id/id/file/460349', 'filename': 'gamma.pdf'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 41601, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163258', 'security': 'public'}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/01,['FMIPA9'],8,unpub,public,2022-05-13 01:21:15,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41601,"The aim of this study is to examine the influence of scale parameters that determine the coefficient of
variance of both gamma and log-normal models in perspective of generalizedlinear model (GLM). The gamma and
lognormal modelsare compared using the level of accuracy and precision through data simulation with scale parameters
c = 0.5, 1.5, 2.5 and two different sample sizes n = 10, 20. The results show that the increasing value of the scale
parameter c and sample size n make the estimated coefficient of the gamma regression coefficient more stable and
more precise than the log-normal model, as well as the precision",,,,,,,,,,,,,,,,,,
135,HANDLING FULL MULTICOLLINEARITY AND VARIOUS NUMBERS OF OUTLIERS USING ROBUST RIDGE REGRESSION,other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Nusyirwan', 'honourific': None, 'given': 'Nusyirwan'}}]",show,2022-05-13 01:21:13,archive,41602,2022-05-13 01:21:13,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163259', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41602, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2022-05-12 07:43:55', 'filesize': 619582, 'objectid': 163259, 'filename': 'HANDLING FULL MULTICOLLINEARITY AND VARIOUS NUMBERS OF OUTLIERS USING ROBUST RIDGE REGRESSION.pdf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460357', 'datasetid': 'document', 'fileid': 460357, 'hash': 'abe246e1a584077e068af7f7faab6e35', 'mime_type': 'application/pdf'}], 'main': 'HANDLING FULL MULTICOLLINEARITY AND VARIOUS NUMBERS OF OUTLIERS USING ROBUST RIDGE REGRESSION.pdf.pdf', 'docid': 163259, 'format': 'text'}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/02,['FMIPA9'],7,unpub,public,2022-05-13 01:21:13,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41602,"This study aims to examine ridge regression based on robust estimators S, M, MM when data contain full multicollinearity and various numbers of outliers. Simulation data with p= 10; n = 25, 50, 100;",,,,,,,,,,,,,,,,,,
136,HANDLING FULL MULTICOLLINEARITY AND VARIOUS NUMBERS OF OUTLIERS USING ROBUST RIDGE REGRESSION,other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'family': 'Nusyirwan', 'lineage': None, 'honourific': None}}]",show,2022-05-13 01:21:17,archive,41603,2022-05-13 01:21:17,"[{'eprintid': 41603, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163260', 'format': 'text', 'docid': 163260, 'main': 'handling.pdf', 'files': [{'hash': '3a55964577a8f51433f62f7cb1668f9f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 460364, 'uri': 'http://repository.lppm.unila.ac.id/id/file/460364', 'filename': 'handling.pdf', 'filesize': 360841, 'objectid': 163260, 'mtime': '2022-05-12 07:49:07', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/03,['FMIPA9'],7,unpub,public,2022-05-13 01:21:17,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41603,"This study aims to examine ridge regression based on robust estimators S, M, MM when data contain full multicollinearity and various numbers of outliers. Simulation data with p= 10; n = 25, 50, 100;",,,,,,,,,,,,,,,,,,
137,IMPLEMENTASI WEIGHTED K-NEAREST NEIGHBOR UNTUK PERAMALAN DATA DERET WAKTU,other,"[{'name': {'given': 'Nusyirwan', 'family': 'Nusyirwan', 'lineage': None, 'honourific': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",show,2022-05-13 07:07:32,archive,41625,2022-05-13 07:07:32,"[{'placement': 1, 'eprintid': 41625, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163280', 'security': 'public', 'files': [{'filename': 'implementasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460519', 'objectid': 163280, 'filesize': 357700, 'mtime': '2022-05-13 03:08:42', 'hash_type': 'MD5', 'hash': '669a0ac0ffa9be72cc31bd73477d8a2f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 460519}], 'main': 'implementasi.pdf', 'docid': 163280, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/25,['FMIPA9'],7,unpub,public,2022-05-13 07:07:32,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41625,Peramalan merupakan suatu situasi atau kondisi yang diperkirakan akan terjadi pada masa yang akan datang. Dalam meramalkan data deret waktu dibutuhkan metode peramalan yang efisien untuk menghasilkan nilai peramalan yang akurat. Pada penelitian ini Metode Weighted k-Nearest Neighbor (WK-NN) dipilih dengan tujuan untuk menerapkan metode WK-NN untuk peramalan data deret waktu dan meninjau kinerja yang dihasilkan. Data yang digunakan pada penelitian ini adalah data Produk Domestik Bruto (PDB) kehutanan dan penebangan kayu dengan kurun waktu Triwulan I 2010 hingga Triwulan IV 2019. Hasil penelitian menunjukkan bahwa metode WK-NN memberikan kinerja terbaik pada data PDB kehutanan dan penebangan kayu dengan k=13 dan nilai Mean Absolute Percentage Error (MAPE) yang diperoleh adalah 0.0038%.,,,,,,,,,,,,,,,,,,
138,"Mapping the Physical Properties of Soils and the California Bearing
Ratio (CBR) Value for Different Soil Types: A Case Study in the Bukit
Kemuning and Pugung Tampak Areas",other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'family': 'Nusyirwan', 'lineage': None, 'honourific': None}}]",show,2022-05-13 07:07:13,archive,41616,2022-05-13 07:07:13,"[{'files': [{'mtime': '2022-05-13 02:09:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460462', 'filename': 'Mapping the Physical Properties of Soils and the California Bearing Ratio (CBR) Value for Different -compressed.pdf', 'objectid': 163272, 'filesize': 452822, 'hash': '942c98fc40b43082a1993934b60ee3bd', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 460462}], 'main': 'Mapping the Physical Properties of Soils and the California Bearing Ratio (CBR) Value for Different -compressed.pdf', 'docid': 163272, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 41616, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163272', 'security': 'public'}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/16,['FMIPA9'],7,unpub,public,2022-05-13 07:07:13,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41616,"It is widely accepted that soil is a mixture of mineral constituents that have accumulated over time.
The physical characteristics of soil vary according to the mineral and organic matter content and the
process of formation. The soil's unique characteristics have been the subject of research in the field of
civil engineering, which has continued to evolve to the present day due to the land's requirement for
civil engineering construction, such as road paving. As a result, the current study sought to determine
the similarity of soil samples based on their physical properties and California Bearing Ratio (CBR)
values, as well as the relationship between the soil's physical properties and CBR values. To our
knowledge, there is hardly little research in the literature investigating the topic under our
investigation. Furthermore, we also mapped the physical characteristics and CBR values of numerous
distinct soil samples using a Geographical Information System (GIS). This study concentrated on the
West Lampung Regency, specifically the area between Bukit Kemuning in Central Lampung and
Liwa in West Lampung, along the lines of Bukit Kemuning, Liwa, and Krui, all the way to the
Lampung – Bengkulu province border. The soil samples from the area were taken for two tests: the
unsoaked CBR test and the soaked CBR test. The results of the tests show that a 31-kilometre distance does
not result in a significant difference in soil properties, which are generally similar except in clay-rich areas.
Furthermore, the results of the laboratory analysis show that the amount of water in the soil sample affects the
Liquid Limit (LL), Plastic Limit (PL), Maximum Dry Density (MDD), and CBR values; the lower the plastic
limit value, and thus the lower the CBR value, the less water in the soil. The implications of the current
findings are also discussed",,,,,,,,,,,,,,,,,,
139,"Mapping the Physical Properties of Soils and the California Bearing
Ratio (CBR) Value for Different Soil Types: A Case Study in the Bukit
Kemuning and Pugung Tampak Areas",other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'honourific': None, 'lineage': None, 'family': 'Nusyirwan'}}]",show,2022-05-13 07:07:16,archive,41617,2022-05-13 07:07:16,"[{'placement': 1, 'eprintid': 41617, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163273', 'pos': 1, 'security': 'public', 'main': 'mapping.pdf', 'docid': 163273, 'files': [{'filesize': 609412, 'objectid': 163273, 'uri': 'http://repository.lppm.unila.ac.id/id/file/460469', 'filename': 'mapping.pdf', 'hash_type': 'MD5', 'mtime': '2022-05-13 02:13:23', 'fileid': 460469, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd19ccff59ed7012079eeb7382b0b6fc8'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/17,['FMIPA9'],7,unpub,public,2022-05-13 07:07:16,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41617,"It is widely accepted that soil is a mixture of mineral constituents that have accumulated over time.
The physical characteristics of soil vary according to the mineral and organic matter content and the
process of formation. The soil's unique characteristics have been the subject of research in the field of
civil engineering, which has continued to evolve to the present day due to the land's requirement for
civil engineering construction, such as road paving. As a result, the current study sought to determine
the similarity of soil samples based on their physical properties and California Bearing Ratio (CBR)
values, as well as the relationship between the soil's physical properties and CBR values. To our
knowledge, there is hardly little research in the literature investigating the topic under our
investigation. Furthermore, we also mapped the physical characteristics and CBR values of numerous
distinct soil samples using a Geographical Information System (GIS). This study concentrated on the
West Lampung Regency, specifically the area between Bukit Kemuning in Central Lampung and
Liwa in West Lampung, along the lines of Bukit Kemuning, Liwa, and Krui, all the way to the
Lampung – Bengkulu province border. The soil samples from the area were taken for two tests: the
unsoaked CBR test and the soaked CBR test. The results of the tests show that a 31-kilometre distance does
not result in a significant difference in soil properties, which are generally similar except in clay-rich areas.
Furthermore, the results of the laboratory analysis show that the amount of water in the soil sample affects the
Liquid Limit (LL), Plastic Limit (PL), Maximum Dry Density (MDD), and CBR values; the lower the plastic
limit value, and thus the lower the CBR value, the less water in the soil. The implications of the current
findings are also discussed",,,,,,,,,,,,,,,,,,
140,"Perceptions of Ethnic Groups in Bakauheni
Sub-District, South Lampung Regency,
Indonesia",other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}}]",show,2022-05-13 01:21:20,archive,41606,2022-05-13 01:21:20,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163262', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41606, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'perceptions.pdf', 'files': [{'hash': 'c04d1925f8b3181b072c610f0bca020f', 'mime_type': 'application/pdf', 'fileid': 460382, 'datasetid': 'document', 'mtime': '2022-05-12 08:02:37', 'hash_type': 'MD5', 'filename': 'perceptions.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460382', 'filesize': 369864, 'objectid': 163262}], 'docid': 163262, 'format': 'text'}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/06,['FMIPA9'],7,unpub,public,2022-05-13 01:21:20,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41606,"Bakauheni constitutes a sub-district located in South Lampung, Indonesia. It is inhabited by diverse ethnic groups:
Lampung, Sunda, Java, Batak, and Bugis. Their different cultural backgrounds often result in different perceptions among
them. Therefore, this study aimed to explore perceptions by the ethnic groups living in the region.The current study was
qualitative. An interview was undertaken in depth to investigate ethnic groups’ perceptions. The data were analyzed using
BIPLOT. The result of the current study showed that there were two main categories of perceptions among the ethnic
groups living in Bakauheni: soft-hearted and hard-hearted perception. This suggests that communication inter-ethnic is
important for attaining the harmony of social life",,,,,,,,,,,,,,,,,,
141,"Regularized Multiple Regression Methods to Deal with
Severe Multicollinearity",other,"[{'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",show,2022-06-28 02:46:27,archive,42753,2022-06-28 02:46:27,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164472', 'pos': 1, 'eprintid': 42753, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 468704, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5fd050068ccadacf8293afc6087c13cd', 'hash_type': 'MD5', 'mtime': '2022-06-27 23:56:47', 'objectid': 164472, 'filesize': 351544, 'filename': 'Regularized Multiple Regression Methods to Deal with Severe Multicollinearity.pdf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/468704'}], 'main': 'Regularized Multiple Regression Methods to Deal with Severe Multicollinearity.pdf.pdf', 'docid': 164472}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/27/53,['FMIPA9'],8,unpub,public,2022-06-28 02:46:27,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/42753,"This study aims to compare the performance of Ordinary Least Square (OLS), Least Absolute Shrinkage and
Selection Operator (LASSO), Ridge Regression (RR) and Principal Component Regression (PCR) methods in handling
severe multicollinearity among explanatory variables in multiple regression analysis using data simulation. In order to select
the best method, a Monte Carlo experiment was carried out, it was set that the simulated data contain severe multicollinearity
among all explanatory variables (ρ = 0.99) with different sample sizes (n = 25, 50, 75, 100, 200) and different levels of
explanatory variables (p = 4, 6, 8, 10, 20). The performances of the four methods are compared using Average Mean Square
Errors (AMSE) and Akaike Information Criterion (AIC). The result shows that PCR has the lowest AMSE among other
methods. It indicates that PCR is the most accurate regression coefficients estimator in each sample size and various levels of
explanatory variables studied. PCR also performs as the best estimation model since it gives the lowest AIC values compare
to OLS, RR, and LASSO.",,,,,,,,,,,,,,,,,,
142,"Regularized Multiple Regression Methods to Deal with
Severe Multicollinearity",other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'honourific': None, 'lineage': None, 'family': 'Nusyirwan'}}]",show,2022-06-28 02:46:29,archive,42754,2022-06-28 02:46:29,"[{'eprintid': 42754, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164473', 'pos': 1, 'format': 'text', 'main': 'regularized.pdf', 'docid': 164473, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/468712', 'filename': 'regularized.pdf', 'filesize': 381920, 'objectid': 164473, 'mtime': '2022-06-28 00:10:25', 'hash_type': 'MD5', 'hash': 'df2bf7fd5c804cc3452e10e26ea31cc1', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 468712}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/27/54,['FMIPA9'],7,unpub,public,2022-06-28 02:46:29,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/42754,"This study aims to compare the performance of Ordinary Least Square (OLS), Least Absolute Shrinkage and
Selection Operator (LASSO), Ridge Regression (RR) and Principal Component Regression (PCR) methods in handling
severe multicollinearity among explanatory variables in multiple regression analysis using data simulation. In order to select
the best method, a Monte Carlo experiment was carried out, it was set that the simulated data contain severe multicollinearity
among all explanatory variables (ρ = 0.99) with different sample sizes (n = 25, 50, 75, 100, 200) and different levels of
explanatory variables (p = 4, 6, 8, 10, 20). The performances of the four methods are compared using Average Mean Square
Errors (AMSE) and Akaike Information Criterion (AIC). The result shows that PCR has the lowest AMSE among other
methods. It indicates that PCR is the most accurate regression coefficients estimator in each sample size and various levels of
explanatory variables studied. PCR also performs as the best estimation model since it gives the lowest AIC values compare
to OLS, RR, and LASSO.",,,,,,,,,,,,,,,,,,
143,"Selecting the Method to Overcome Partial and Full
Multicollinearity in Binary Logistic Model",other,"[{'name': {'family': 'Nusyirwan', 'lineage': None, 'honourific': None, 'given': 'Nusyirwan'}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",show,2022-05-13 07:07:38,archive,41629,2022-05-13 07:07:39,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 163282, 'main': 'selecting.pdf', 'files': [{'hash': 'ca580e5617cf09be10efd3a530375309', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 460537, 'filename': 'selecting.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460537', 'filesize': 362494, 'objectid': 163282, 'mtime': '2022-05-13 03:23:01', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163282', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41629}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/04/16/29,['FMIPA9'],7,unpub,public,2022-05-13 07:07:38,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/41629,"The aim of our study is to select the best method for overcoming partial and full multicollinearity in binary
logistic model for different sample sizes. Logistic ridge regression (LRR), least absolute shrinkage and selection operator
(LASSO) and principal component logistic regression (PCLR) compared to maximum likelihood estimator (MLE) using
simulation data with different level of multicollinearity and different sample sizes (n=20, 50, 100, 200). The best method is
chosen based on mean square error (MSE) values and the best model is characterized by AIC value. The results show that
LRR, LASSO and PCLR surpass MLE in overcoming partial and full multicollinearity in binary logistic model. PCLR
exceeds LRR and LASSO when full multicollinearity occurs in binary logistic model but LASSO and LRR are better used
when partial multicollinearity exists in the model",,,,,,,,,,,,,,,,,,
144,"Analisis Model Autoregressive Integrated Moving Average Data Deret Waktu Dengan
Metode Momen Sebagai Estimasi Parameter",article,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Nusyirwan', 'honourific': None, 'given': 'Nusyirwan'}}, {'id': 'dorrah.azis@fmipa.unila.ac.id', 'name': {'given': 'Azis', 'family': 'Dorrah', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Santi', 'lineage': None, 'given': 'Deviana'}, 'id': None}]",show,2022-02-08 00:58:51,archive,39081,2022-02-08 00:58:51,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2022-02-07 09:40:59', 'hash_type': 'MD5', 'filename': '2812-7156-1-PB Jurnal siger math (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/440750', 'filesize': 420773, 'objectid': 160375, 'mime_type': 'application/pdf', 'hash': 'bc4cb2ce611abc5a9ff8999ab004b6b4', 'datasetid': 'document', 'fileid': 440750}], 'main': '2812-7156-1-PB Jurnal siger math (1).pdf', 'docid': 160375, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160375', 'security': 'public', 'placement': 1, 'eprintid': 39081}]",433,"Jurusan Matematika, Universitas Lampung",disk0/00/03/90/81,['FMIPA9'],6,pub,public,2022-02-08 00:58:51,published,['QA'],http://repository.lppm.unila.ac.id/id/eprint/39081,"Analisis deret waktu adalah suatu analisis data yang mempelajari hubungan antar waktu. Autoregressive
Integrated Moving Average (ARIMA) merupakan jenis metode peramalan untuk data deret waktu berpola
musiman maupun tidak musiman. Metode momen merupakan metode pendugaan parameter dengan
menyamakan momen populsi dengan momen sampel. Tujuan dari penelitian ini adalah menentukan
persamaan dari suatu data deret waktu dengan metode ARIMA serta menggunakan metode momen untuk
menduga parameter. Analisis data dengan metode ARIMA terdiri dari beberapa tahap, yaitu
identifikasi model, uji signifikansi parameter, uji kesesuaian model, serta estimasi parameter dengan
metode momen. Hasil penelitian menunjukkan bahwa model ARIMA terbaik untuk digunakan yaitu
model ARIMA(1,2,0). Dengan menggunakan metode momen untuk menduga parameter, didapat
persamaan data Indeks Harga Saham Gabungan (IHSG) yaitu",Jurnal Siger Matematika,TRUE,,,,,"2721-5849 (p), 2721-6853(e)",,,,,,,,,,,
145,Forecasting Monthly Rainfall Using Arima Seasonal Method: Case Study : Rainfall in West Lampung Regency,other,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Lusmeilia Afriani', 'honourific': None, 'given': 'Lusmeilia'}, 'id': None}]",show,2022-11-14 03:26:01,archive,46542,2022-11-14 03:26:01,"[{'eprintid': 46542, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185420', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '2e1cdb1a1538d25ba83a43dcf8e876f9', 'fileid': 513222, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/513222', 'filename': 'Corresponding Author journal Satt and app rainfall.pdf', 'objectid': 185420, 'filesize': 2200372, 'mtime': '2022-11-12 02:05:21', 'hash_type': 'MD5'}], 'main': 'Corresponding Author journal Satt and app rainfall.pdf', 'docid': 185420, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",433,International Journal of Statistics and Applications,disk0/00/04/65/42,['FMIPA9'],8,unpub,public,2022-11-14 03:26:01,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/46542,"Rain comes from rain clouds that condense and fall to the earth as a result of natural phenomena so that the occurrence is so random in terms of time, location and magnitude, as a result the actual value is difficult to estimate. West Lampung Regency has two seasons (Rain and Dry) and also has very fast weather changes due to the geographical location of West Lampung Regency which borders the Indian Ocean which results in low pressure in the Indian Ocean, high rainfall will occur. Rainfall consists of two seasons and occurs repeatedly, so that rainfall is included in the monsoon pattern which is characterized by the type of unimodial rainfall (one peak of the rainy season). If using data on the amount of past rainfall, the appropriate method for modeling the amount of rainfall is the Seasonal Autoregressive Integrated Moving Average (SARIMA) method. This study aims to determine the SARIMA model that is formed on the data on the amount of monthly rainfall. The best SARIMA model for monthly rainfall data in West Lampung Regency is the SARIMA (1,0,0)(1,0,1)12 model with an AIC value of 887.40. Forecasting results for the next 12 months are dominated by high and very high rainfall",,,,,,,,,,,,,,,,,,
146,Cek_similarity Forecasting Monthly Rainfall Using Arima Seasonal Method Case Study Rainfall in West Lampung Regency,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}, {'name': {'given': 'Lusmeilia', 'family': 'Lusmeilia Afriani', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'name': {'family': 'Faturrahman', 'lineage': None, 'honourific': None, 'given': 'Fathurrahman'}}]",show,2023-03-01 02:00:46,archive,48667,2023-03-01 02:00:46,"[{'format': 'text', 'files': [{'hash': '100af7436007959386ada080ec00c639', 'mime_type': 'application/pdf', 'fileid': 530458, 'datasetid': 'document', 'mtime': '2023-03-01 01:25:09', 'hash_type': 'MD5', 'filename': 'Cek similarity Forecasting Monthly Rainfall Using Arima Seasonal Method Case Study Rainfall in West Lampung Regency.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/530458', 'filesize': 348861, 'objectid': 188023}], 'main': 'Cek similarity Forecasting Monthly Rainfall Using Arima Seasonal Method Case Study Rainfall in West Lampung Regency.pdf', 'docid': 188023, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48667, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188023', 'pos': 1}]",433,International Journal of Statistics and Applications,disk0_bak/00/04/86/67,['FMIPA9'],7,unpub,public,2023-03-01 02:00:46,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/48667,"Rain comes from rain clouds that condense and fall to the earth as a result of natural phenomena so that the
occurrence is so random in terms of time, location and magnitude, as a result the actual value is difficult to estimate. West
Lampung Regency has two seasons (Rain and Dry) and also has very fast weather changes due to the geographical location
of West Lampung Regency which borders the Indian Ocean which results in low pressure in the Indian Ocean, high
rainfall will occur. Rainfall consists of two seasons and occurs repeatedly, so that rainfall is included in the monsoon
pattern which is characterized by the type of unimodial rainfall (one peak of the rainy season). If using data on the amount
of past rainfall, the appropriate method for modeling the amount of rainfall is the Seasonal Autoregressive Integrated
Moving Average (SARIMA) method. This study aims to determine the SARIMA model that is formed on the data on the
amount of monthly rainfall. The best SARIMA model for monthly rainfall data in West Lampung Regency is the
SARIMA (1,0,0)(1,0,1)12 model with an AIC value of 887.40. Forecasting results for the next 12 months are dominated
by high and very high rainfall.",,,,,,,,,,,,,,,,,,
