,date,uri,abstract,date_type,subjects,event_title,ispublished,rev_number,full_text_status,status_changed,event_type,divisions,dir,lastmod,official_url,documents,userid,metadata_visibility,pagerange,datestamp,referencetext,eprint_status,eprintid,event_location,title,event_dates,refereed,creators,pres_type,type,corp_creators,publisher,publication,issn,number,volume,related_url,id_number,place_of_pub,contact_email,succeeds,isbn,pages,series,contributors,note,funders,projects
65,2018-11-19 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11703,"Di Pulau Jawa, Tol Trans Jawa merupakan salah satu bagian prioritas program nasional yang
diharapkan mampu menghubungkan antara jawa bagian barat hingga timur sehingga dapat
dibangun infrastruktur yang terkoneksi. Oleh karena itu, untuk efisiensi penggunaan Tol Trans Jawa maka dalam makalah ini akan ditelitijarak dan rute terpendek antar daerah dengan menggunakan algoritma Floyd-Warshall. Dengan algoritma ini dihasilkan bobot terkecil dari semua jalur yang menghubungkan sebuah daerah dengan daerah lainnya (disebut sebagai pasangan titik). Selain itu juga ditentukan untuk semua pasangan titik demi titik hingga mencapai titik tujuan dengan jumlah bobot yang paling minimum. Simulasi dalam mencapai tujuan makalah ini menggunakan software MATLAB.",published,['QA'],,pub,6,public,2019-05-09 03:12:08,,['FMIPA9'],disk0/00/01/17/03,2019-05-09 03:12:08,http://matematika.fmipa.unila.ac.id/?p=4688,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24691', 'eprintid': 11703, 'placement': 1, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'id', 'rev_number': 8, 'format': 'text', 'main': 'ArtikelSemNasMetoteKuantitatif2018_MHS.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '0ba64442454983526a0b0dc070c72d7c', 'datasetid': 'document', 'fileid': 105680, 'uri': 'http://repository.lppm.unila.ac.id/id/file/105680', 'filename': 'ArtikelSemNasMetoteKuantitatif2018_MHS.pdf', 'objectid': 24691, 'filesize': 576431, 'mtime': '2019-04-26 03:42:41', 'hash_type': 'MD5'}], 'docid': 24691}]",1137,show,1-285,2019-05-09 03:12:08,,archive,11703,,PENENTUAN RUTE TERPENDEK PADA OPTIMALISASI JALUR TOL TRANS JAWA DENGAN MENERAPKAN ALGORITMA FLOYD-WARSHALL,,TRUE,"[{'id': 'maharanidamayanti56@gmail.com', 'name': {'given': 'Damayanti', 'honourific': None, 'lineage': None, 'family': 'Maharani'}}, {'name': {'given': 'notiragayu', 'family': 'Notiragayu', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'name': {'given': 'L.', 'lineage': None, 'family': 'Zakaria', 'honourific': None}}]",,book,['Mathematics Department Lampung University'],Jurusan Matematika FMIPA Unila,PROSIDING SEMINAR NASIONAL  METODE KUANTITATIF II 2018 (SNMK II 2018),ISBN No. 978-623-90150-0-8,1.0,1.0,"[{'url': 'http://matematika.fmipa.unila.ac.id', 'type': 'org'}]",,Indonesia,,11321.0,ISBN No. 978-623-90150-0-8,285.0,1,,,,
66,2018-11-19 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11709,"Di Pulau Jawa, Tol Trans Jawa merupakan salah satu bagian prioritas program nasional yang diharapkan mampu menghubungkan antara jawa bagian barat hingga timur sehingga dapat dibangun infrastruktur yang terkoneksi. Oleh karena itu, untuk efisiensi penggunaan Tol Trans Jawa maka dalam makalah ini akan ditelitijarak dan rute terpendek antar daerah dengan menggunakan algoritma Floyd-Warshall. Dengan algoritma ini dihasilkan bobot terkecil dari semua jalur yang menghubungkan sebuah daerah dengan daerah lainnya (disebut sebagai pasangan titik). Selain itu juga ditentukan untuk semua pasangan titik demi titik hingga
mencapai titik tujuan dengan jumlah bobot yang paling minimum. Simulasi dalam mencapai tujuan makalah ini menggunakan software MATLAB.",published,['QA'],,pub,7,public,2019-05-09 03:12:09,,['FMIPA9'],disk0/00/01/17/09,2019-05-09 03:12:09,http://matematika.fmipa.unila.ac.id/?p=4688,"[{'placement': 1, 'eprintid': 11709, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24696', 'security': 'public', 'main': 'ArtikelSemNasMetoteKuantitatif2018_MHS.pdf', 'docid': 24696, 'files': [{'hash': '0ba64442454983526a0b0dc070c72d7c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 105713, 'mtime': '2019-05-06 03:16:17', 'hash_type': 'MD5', 'filename': 'ArtikelSemNasMetoteKuantitatif2018_MHS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/105713', 'filesize': 576431, 'objectid': 24696}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1137,show,,2019-05-09 03:12:09,,archive,11709,,"PENENTUAN RUTE TERPENDEK PADA OPTIMALISASI JALUR
TOL TRANS JAWA DENGAN MENERAPKAN ALGORITMA FLOYD-WARSHALL",,TRUE,"[{'id': 'maharanidamayanti56@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Maharani', 'given': 'Damayanti'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Zakaria', 'given': 'L.'}, 'id': None}, {'name': {'given': 'notiragayu', 'family': 'Notiragayu', 'lineage': None, 'honourific': None}, 'id': None}]",,book,['Jurusan Matematika FMIPA Unila'],Jurusan Matematika FMIPA Unila,,,,,"[{'type': 'org', 'url': 'http://matematika.fmipa.unila.ac.id/?p=4688'}]",,Bandar Lampung,,,ISBN No. 978-623-90150-0-8,285.0,,,,,
67,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10876,"Development of LKPD based mind mapping to improve mathematical communication skills and self efficacy aims to produce and determine the effectiveness of the application of LKPD based on mind mapping, in mathematical communication and self-efficacy learners. These stages of development include preliminary study, planning, design development, preliminary testing, revision, field testing, and product improvement. The subject of this research are the students grade XI of TKJ in Vocational High School Muhammadiyah 1 Marga Tiga Lessons Year 2017/2018. Result of field test show that mathematical communication ability and self efficacy learners have improvement by using LKPD based on mind mapping with N-Gain of mathematical communication 0,77 and achievement of self efficacy indicator learners 68,5. So it can be concluded that LKPD based mind mapping feasible to use, because it meets the valid criteria, practical, included in both categories and able to improve the mathematical communication ability and self efficacy learners.",,['QA'],,pub,6,public,2019-03-20 03:57:09,,['FMIPA9'],disk0/00/01/08/76,2019-03-20 03:57:09,http://jurnal.fkip.unila.ac.id,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23886', 'security': 'public', 'placement': 1, 'eprintid': 10876, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Pengembangan LKPD Berbasis Mind Mapping untuk Meningkatkan.pdf', 'docid': 23886, 'files': [{'datasetid': 'document', 'fileid': 100059, 'hash': 'ef944fec95b30374f1d81bd444892883', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-03-04 01:28:59', 'objectid': 23886, 'filesize': 529159, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100059', 'filename': 'Pengembangan LKPD Berbasis Mind Mapping untuk Meningkatkan.pdf'}], 'format': 'text'}]",821,show,,2019-03-20 03:57:09,,archive,10876,,"Pengembangan LKPD Berbasis Mind Mapping untuk Meningkatkan
Kemampuan Komunikasi Matematis dan Self Efficacy",,TRUE,"[{'name': {'given': 'Aflah Mufidatul', 'family': 'Mahmudah', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Caswita', 'given': 'Caswita'}}, {'name': {'family': 'Asmiati', 'lineage': None, 'honourific': None, 'given': 'Asmiati'}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}]",,article,,FKIP Universitas Lampung,Jurnal Pendidikan Matematika Unila,2338-1183,2.0,6.0,,,,,,,,,,,,
68,2018-11-19 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/12380,"Indonesia merupakan negara dengan sumber daya alam melimpah, namun masih berkutat
dalam menyelesaikan permasalahan kemiskinan dan pengangguran. Provinsi Lampung
merupakan salah satu provinsi di Indonesia dengan persentase penduduk miskin tertinggi di
Pulau Sumatera pada tahun 2008 dan mengalami peningkatan tingkat pengangguran terbuka
pada tahun 2006. Kemiskinan dan pengangguran di Provinsi Lampung memiliki hubungan
positif. Terlihat ketika terjadi penurunan tingkat kemiskinan Provinsi Lampung diiringi
dengan penurunan tingkat pengangguran. Hal ini menunjukkan pembangunan di Provinsi
Lampung nampaknya belum begitu berhasil.Tujuan penelitian ini adalahmengetahui pengaruh
persentase penduduk miskin terhadap tingkat pengangguran terbuka di Provinsi Lampung
menggunakan metode Autoregressive Distributed Lag (ARDL). Data yang digunakan adalah
data sekunder yang diperoleh dari Badan Pusat Statistik Provinsi Lampung dalam bentuk data
panel yaitu penggabungan dari data deret waktu (time series) periode 2011-2017 dan deret
lintang (cross section) sebanyak 15 kabupaten/kota di Provinsi Lampung.Model yang
digunakan adalah model Autoregressive Distributed Lag (ARDL) yaitu suatu model regresi
yang memasukkan nilai variabel yang menjelaskan nilai masa kini atau nilai masa lalu dari
variabel bebas sebagai salah satu variabel penjelas. Hasil penelitian menunjukkan bahwa
tidak terdapat kointegrasi antar variabel dan model yang didapatkan menunjukkan bahwa
persentase penduduk miskin berpengaruh signifikan terhadap tingkat pengangguran terbuka
di Provinsi Lampung.",published,['QA'],,pub,6,public,2019-05-10 02:34:13,,['FMIPA9'],disk0/00/01/23/80,2019-05-10 02:34:13,http://matematika.fmipa.unila.ac.id/?p=4688,"[{'format': 'text', 'files': [{'objectid': 25360, 'filesize': 8276731, 'filename': 'Moni_Nusyirwan_Agus S_SNMK_2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/110243', 'hash_type': 'MD5', 'mtime': '2019-05-09 22:36:24', 'fileid': 110243, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '64a97aeb83fde35f6781ef69acf9640f'}], 'main': 'Moni_Nusyirwan_Agus S_SNMK_2018.pdf', 'docid': 25360, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 12380, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25360', 'pos': 1}]",433,show,95-104,2019-05-10 02:34:13,,archive,12380,,"PENERAPAN METODE AUTOREGRESSIVE DISTRIBUTED LAG
(ARDL)DALAM MEMODELKAN PERSENTASE PENDUDUK
MISKIN TERHADAP TINGKAT PENGANGGURAN TERBUKA
DI PROVINSI LAMPUNG PERIODE 2011-2017",,TRUE,"[{'id': 'monidwifenski@yahoo.com', 'name': {'given': 'Moni', 'family': 'Moni Dwi Fenski', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Nusyirwan', 'lineage': None, 'honourific': None, 'given': 'Nusyirwan'}, 'id': 'nusyirwan.1966@fmipa.unila.ac.id'}, {'id': 'agus.sutrisnomg4@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Agus Sutrisno', 'given': 'agus'}}]",,article,"['Jurusan Matematika FMIPA Universitas Lampung', 'Jurusan Matematika FMIPA Universitas Lampung', 'Jurusan Matematika FMIPA Universitas Lampung']",Jurusan Matematika FMIPA Unila,Prosiding Seminar Nasional METODE KUANTITATIF 2018,978-623-90150-0-8,,,,,,,,,,,,,,
69,2018-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/11946,"Suatu graf G disebu tgraf terhubung jika terdapat sekurang-kurangnya ada satu path yang
menghubungkan sepasang titik di G. Loop adalah garis yang titik awal dan ujungnya sama,
garis parallel adalah dua garis atau lebih yang titik-titik ujungnya sama, dan graf sederhana
adalah suatu graf tanpa loop dan garis paralel.Graf berlabel adalah graf yang setiap titik
atau garisnya diberi nilai atau label. Label yang diberikan pada titik disebut sebagai
pelabelan titik, label yang diberikan pada tiap garis disebut pelabelan garis, dan jika label
diberikan pada tiap garis dan titik disebut sebagai pelabelan total. Jika diberikan n titik dan m
garis, banyak graf yang dapat dibentuk adalah graf terhubung, graf tidak terhubung, graf
sederhana ataupun graf tidak sederhana. Pada penelitian ini akan didiskusikan banyaknya
graf terhubung berlabel titik berorde empat.

Kata kunci :graf, graf terhubung, loop, garis paralel, dan graf berlabel.",published,['QA'],,pub,6,public,2019-05-08 07:33:34,,['FMIPA9'],disk0/00/01/19/46,2019-05-08 07:33:34,http://matematika.fmipa.unila.ac.id/wp-content/uploads/2019/04/Prosiding-Seminar-Nasional-Metote-Kuantitatif-2018.pdf,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 24934, 'main': 'Penentuan Banyaknya Graf Terhubung Berlabel Titik Berorde Empat.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '475a8567fac11a0255ddd5fa0cf0f834', 'fileid': 107149, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/107149', 'filename': 'Penentuan Banyaknya Graf Terhubung Berlabel Titik Berorde Empat.pdf', 'filesize': 568347, 'objectid': 24934, 'mtime': '2019-05-07 07:50:31', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24934', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 11946}]",791,show,1-277,2019-05-08 07:33:34,,archive,11946,,Penentuan Banyaknya Graf Terhubung Berlabel Titik Berorde Empat,,TRUE,"[{'name': {'given': 'lucia', 'lineage': None, 'family': 'Natasha', 'honourific': None}, 'id': None}, {'name': {'given': 'Wamiliana', 'lineage': None, 'family': 'Wamiliana', 'honourific': None}, 'id': 'wamiliana@gmail.com'}, {'id': 'aangnuryaman@gmail.com', 'name': {'given': 'Aang', 'lineage': None, 'family': 'Nuryaman', 'honourific': None}}, {'name': {'given': 'Amanto', 'family': 'Amanto', 'lineage': None, 'honourific': None}, 'id': 'pakamanto@gmail.com'}]",,article,,Jurusan Matematika FMIPA Unila,Prosiding Seminar Nasional METODE KUANTITATIF 2018,978-623-90150-0-8,,1.0,,,,,,,,,,,,
70,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14099,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: prosiding nasional,,['HA'],,pub,13,public,2019-09-23 09:01:25,,['FMIPA9'],disk0/00/01/40/99,2019-09-23 09:01:25,,"[{'eprintid': 14099, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27140', 'pos': 1, 'format': 'text', 'files': [{'filename': 'Analisis Diskriminan Linier Robust Menggunakan Metode Volume Ellipsoid Minimum.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122627', 'objectid': 27140, 'filesize': 148842, 'mtime': '2019-09-09 05:09:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'b3c3512fbc549fefd15ac2e28b90a7cd', 'datasetid': 'document', 'fileid': 122627}], 'main': 'Analisis Diskriminan Linier Robust Menggunakan Metode Volume Ellipsoid Minimum.pdf', 'docid': 27140, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",644,show,,2019-09-23 09:01:25,,archive,14099,,Analisis Diskriminan Robust menggunakan Metode Volume Ellipsoid Minimum,,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Nisa', 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",,other,,"PROSIDING SEMINAR NASIONAL SAINS MIPA DAN APLIKASINYA 2010 (SN SMAP 10), pp 184-190",,,,,,,,,,,,,,,,
71,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14100,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: jurnal ilmiah nasional,,['HA'],,pub,13,public,2019-09-23 09:01:47,,['FMIPA9'],disk0/00/01/41/00,2019-09-23 09:01:47,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 122634, 'hash': '4c61e5c1e9e75defd2261f3e97ca789a', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-09-09 05:11:35', 'filesize': 112581, 'objectid': 27141, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122634', 'filename': 'Analisis Ketegaran Regresi Robust Terhadap Letak Pencilan Studi Perbandingan.pdf'}], 'main': 'Analisis Ketegaran Regresi Robust Terhadap Letak Pencilan Studi Perbandingan.pdf', 'docid': 27141, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27141', 'security': 'public', 'placement': 1, 'eprintid': 14100}]",644,show,,2019-09-23 09:01:47,,archive,14100,,Analisis Ketegaran Regresi Robust terhadap letak pencilan : Studi Perbandingan,,,"[{'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nisa', 'lineage': None, 'given': 'Khoirin'}}]",,other,,"Bulletin of Mathematics, 3(01), 2011, pp 49-60",,,,,,,,,,,,,,,,
72,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14102,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: prosiding seminar nasional,,['HA'],,pub,16,public,2019-09-23 09:02:25,,['FMIPA9'],disk0/00/01/41/02,2019-09-23 09:02:25,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 27143, 'main': 'Analisis Regresi Robust Menggunakan Metode Penduga MM.pdf', 'files': [{'mtime': '2019-09-09 05:15:40', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122647', 'filename': 'Analisis Regresi Robust Menggunakan Metode Penduga MM.pdf', 'filesize': 144447, 'objectid': 27143, 'hash': '3d921243854feac5d685678948d8963c', 'mime_type': 'application/pdf', 'fileid': 122647, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27143', 'eprintid': 14102, 'placement': 1}]",644,show,,2019-09-23 09:02:25,,archive,14102,,Analisis Regresi Robust Menggunakan Metode Penduga-MM,,,"[{'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'lineage': None, 'family': 'Nisa', 'honourific': None}}]",,other,,PROSIDING Seminar Nasional Sains dan Teknologi III. ISSN 978–979-8510-20-5,,,,,,,,,,,,,,,,
73,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14094,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: jurnal ilmiah internasional,,['HA'],,pub,13,public,2019-09-23 08:59:15,,['FMIPA9'],disk0/00/01/40/94,2019-09-23 08:59:15,,"[{'format': 'text', 'files': [{'mtime': '2019-09-09 04:31:41', 'hash_type': 'MD5', 'filename': 'Characterizations of Multivariate Normal-Poisson Model.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122592', 'filesize': 620424, 'objectid': 27135, 'hash': '33f8f7e1778acd0e0601551e3070bf5d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 122592}], 'main': 'Characterizations of Multivariate Normal-Poisson Model.pdf', 'docid': 27135, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 14094, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27135'}]",644,show,,2019-09-23 08:59:15,,archive,14094,,Characterization of Multivariate Normal Poisson Model,,,"[{'name': {'given': 'Khoirin', 'honourific': None, 'lineage': None, 'family': 'Nisa'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",,other,,"Journal of Iranian Statistical Society, 14 (2). pp. 37-52. ISSN 1726-4057",,,,,,,,,,,,,,,,
74,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14095,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: jurnal ilmiah internasional,,['HA'],,pub,13,public,2019-09-23 08:58:42,,['FMIPA9'],disk0/00/01/40/95,2019-09-23 08:58:42,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 27136, 'main': 'Empirical Comparison of ML and UMVU estimators of the Generalized Veriances for some Normal Stable Tweedie Models A Simulation Study.pdf', 'files': [{'datasetid': 'document', 'fileid': 122599, 'hash': 'df65c5e778996d7bbaa7d055697e692c', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-09-09 04:38:13', 'filesize': 640246, 'objectid': 27136, 'filename': 'Empirical Comparison of ML and UMVU estimators of the Generalized Veriances for some Normal Stable Tweedie Models A Simulation Study.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122599'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27136', 'security': 'public', 'placement': 1, 'eprintid': 14095}]",644,show,,2019-09-23 08:58:42,,archive,14095,,Empirical Comparison of ML and UMVU Estimators of the Generalized Variance of Some Normal Stable Tweedie Models: A Simulation Study,,,"[{'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'honourific': None, 'family': 'Nisa', 'lineage': None}}]",,other,,"Applied Mathematical Sciences, 10 (63). pp. 3107-3118. ISSN 1314-7552",,,,,,,,,,,,,,,,
75,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14096,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: Book chapter internasional,,['HA'],,pub,13,public,2019-09-23 08:58:56,,['FMIPA9'],disk0/00/01/40/96,2019-09-23 08:58:56,,"[{'eprintid': 14096, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27137', 'pos': 1, 'format': 'text', 'docid': 27137, 'main': 'Generalized Variance Estimations of Normal -Poisson Models.pdf', 'files': [{'datasetid': 'document', 'fileid': 122606, 'mime_type': 'application/pdf', 'hash': 'e400481823097cc709f686ada4cda7c4', 'hash_type': 'MD5', 'mtime': '2019-09-09 04:43:56', 'objectid': 27137, 'filesize': 99613, 'filename': 'Generalized Variance Estimations of Normal -Poisson Models.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122606'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",644,show,,2019-09-23 08:58:56,,archive,14096,,Generalized Variance Estimations of Normal Poisson Model,,,"[{'name': {'family': 'Nisa', 'lineage': None, 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",,other,,"Springer, Swiss.",,,,,,,,,,,,,,,,
76,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14097,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: jurnal ilmiah internasional,,['HA'],,pub,13,public,2019-09-23 09:00:28,,['FMIPA9'],disk0/00/01/40/97,2019-09-23 09:00:28,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27138', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14097, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'On Generalized Variance  of Normal -Poisson Models AndPoisson Variance Estomation Under Gaussianity.pdf', 'docid': 27138, 'files': [{'fileid': 122613, 'datasetid': 'document', 'hash': '636238e94e4c4ab6c7d49d888ca1b20b', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-09-09 04:45:43', 'objectid': 27138, 'filesize': 628983, 'filename': 'On Generalized Variance  of Normal -Poisson Models AndPoisson Variance Estomation Under Gaussianity.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122613'}], 'format': 'text'}]",644,show,,2019-09-23 09:00:28,,archive,14097,,On Generalized Variance of Normal Poisson Model and Poisson Variance Estimation under Gaussianity,,,"[{'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",,other,,"ARPN Journal of Engineering and Applied Sciences, 12 (12). pp. 3838-3842. ISSN 1819-6608",,,,,,,,,,,,,,,,
77,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14176,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: Prosiding Seminar Nasional,,['HA'],,pub,15,public,2019-09-23 09:08:52,,['FMIPA9'],disk0/00/01/41/76,2019-09-23 09:08:52,,"[{'eprintid': 14176, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27336', 'pos': 1, 'format': 'text', 'files': [{'filename': 'The Optimal Bandwidth for Kernel Density Estimation of Skewed Distribution A Case Study on Survival Data of Cancer Patients.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123921', 'filesize': 150209, 'objectid': 27336, 'mtime': '2019-09-17 09:29:28', 'hash_type': 'MD5', 'hash': '5564514e2ab49014b23561d9015b772a', 'mime_type': 'application/pdf', 'fileid': 123921, 'datasetid': 'document'}], 'main': 'The Optimal Bandwidth for Kernel Density Estimation of Skewed Distribution A Case Study on Survival Data of Cancer Patients.pdf', 'docid': 27336, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",644,show,,2019-09-23 09:08:52,,archive,14176,,The Optimal Bandwidth for Kernel Density Estimation of Skewed Distribution: A Case Study on Survival Data of Cancer Petients,,,"[{'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nisa', 'lineage': None, 'given': 'Khoirin'}}]",,other,,Prosiding Seminar Nasional Metode Kuantitatif II th 2018.,,,,,,,,,,,,,,,,
78,2018-03-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14104,Hasil penilaian sejawat sebidang atau peer review karya ilmiah: prosiding seminar nasional,,['HA'],,pub,13,public,2019-09-23 09:05:15,,['FMIPA9'],disk0/00/01/41/04,2019-09-23 09:05:15,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27145', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14104, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Parameter Estimation of Bernoulli Distribution using Maximum Likelihood and Bayesian Methods.pdf', 'files': [{'hash': '0671b7d16255efd44d042ce83e509c36', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 122661, 'mtime': '2019-09-09 05:19:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122661', 'filename': 'Parameter Estimation of Bernoulli Distribution using Maximum Likelihood and Bayesian Methods.pdf', 'filesize': 144502, 'objectid': 27145}], 'docid': 27145, 'format': 'text'}]",644,show,,2019-09-23 09:05:15,,archive,14104,,Parameter Estimation of Bernoulli Distribution using Maximum Likelihood and Bayesian Methods.,,,"[{'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}}]",,other,,Prosiding Seminar Nasional METODE KUANTITATIF 2017. ISSN 978-602-98559-3-7,,,,,,,,,,,,,,,,
