,date,uri,corp_creators,volume,abstract,subjects,date_type,ispublished,rev_number,status_changed,issn,full_text_status,divisions,publisher,publication,dir,documents,lastmod,number,userid,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,refereed,title,creators,type,id_number,official_url,event_title,event_type,event_dates,pres_type,event_location,contact_email,keywords,referencetext,related_url,succeeds,funders,note
22,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/46280,,,,['AC'],,pub,7,2022-11-07 01:37:48,,public,['FMIPA9'],universitas Lampung,,disk0/00/04/62/80,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185165', 'pos': 1, 'eprintid': 46280, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'KOntrak dan Laporan Pen dasar 2020.pdf', 'docid': 185165, 'files': [{'filename': 'KOntrak dan Laporan Pen dasar 2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511296', 'objectid': 185165, 'filesize': 5852110, 'mtime': '2022-11-04 10:56:38', 'hash_type': 'MD5', 'hash': '8a77f34c995d2e2d611bb94eba5f7156', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 511296}]}]",2022-11-07 01:37:48,,959,,show,archive,46280,2022-11-07 01:37:48,,Kontrak dan laporan penelitian dasar 2020,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'family': 'Herawati', 'lineage': None, 'honourific': None, 'given': 'Netti'}}]",other,,,,,,,,,,,,,,
23,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/46239,,,,['AC'],,pub,7,2022-11-04 08:28:20,,public,['FMIPA9'],JSSE,,disk0/00/04/62/39,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185127', 'eprintid': 46239, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Corresponding Smoking.pdf', 'files': [{'filesize': 578500, 'objectid': 185127, 'filename': 'Corresponding Smoking.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511009', 'hash_type': 'MD5', 'mtime': '2022-11-03 12:02:13', 'fileid': 511009, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8a3d5f27c0fc8c8b5ee51e065a41f40b'}], 'docid': 185127}]",2022-11-04 08:28:20,,959,,show,archive,46239,2022-11-04 08:28:20,,corrsponging article smooking,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}}]",other,,,,,,,,,,,,,,
24,2020-06-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22622,,10.0,,['HA'],published,pub,6,2020-06-18 01:16:26,-ISSN: 2168-5193 e-ISSN: 2168-5215,public,['FMIPA9'],Scientific & Academic Publishing Co.,International Journal of Statistics and Applications,disk0/00/02/26/22,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36094', 'pos': 3, 'eprintid': 22622, 'placement': 3, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/207472', 'filename': 'Int journal stat and app june 18 2020.pdf', 'objectid': 36094, 'filesize': 322342, 'mtime': '2020-06-18 01:01:53', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '72d0b78a55754a3d612d567df5d0859b', 'datasetid': 'document', 'fileid': 207472}], 'main': 'Int journal stat and app june 18 2020.pdf', 'docid': 36094}]",2020-06-18 03:15:26,3.0,959,55-59,show,archive,22622,2020-06-18 01:16:26,TRUE,Selecting the Method to Overcome Partial and Full Multicollinearity in Binary Logistic Model,"[{'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'family': 'Nusyirwan', 'lineage': None, 'honourific': None, 'given': 'Nusyirwan'}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",article,doi:10.5923/j.statistics.20201003.01,http://www.sapub.org/journal/aimsandscope.aspx?journalid=1114,,,,,,,,,[{'url': 'http://article.sapub.org/10.5923.j.statistics.20201003.01.html'}],,,
25,2020-09-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24095,,1.0,,['HA'],published,pub,8,2020-09-21 03:26:14,2721 9216; 2721 9224,public,['FMIPA9'],Universitas Pahlawan Tuanku Tambusai,Jurnal ABDIDAS,disk0/00/02/40/95,"[{'format': 'text', 'docid': 37799, 'main': 79, 'files': [{'mime_type': 'text/html', 'hash': '96cb583c0d9912b451cdf0e6daef9b51', 'fileid': 219397, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/219397', 'filename': 79, 'filesize': 35033, 'objectid': 37799, 'mtime': '2020-09-20 01:16:28', 'hash_type': 'MD5'}], 'mime_type': 'text/html', 'language': 'en', 'rev_number': 2, 'eprintid': 24095, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37799', 'pos': 1}]",2020-09-21 03:26:14,5.0,959,358-362,show,archive,24095,2020-09-21 03:26:14,TRUE,PENGAYAAN DAN PENDAMPINGAN MATERI PELAJARAN MATEMATIKA DAN STATISTIKA PADA BIDANG KESEHATAN BAGI GURU SMKN 2 TANJUNG RAYA KABUPATEN MESUJI PROPINSI LAMPUNG,"[{'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Sutrisno', 'lineage': None, 'given': 'Agus'}, 'id': 'agus.sutrisno@fmipa.unila.ac.id'}, {'name': {'given': 'Dorrah', 'lineage': None, 'family': 'Azis', 'honourific': None}, 'id': 'dorrah.aziz@fmipa.unila.ac.i'}]",article,,https://abdidas.org/index.php/abdidas,,,,,,,,,,,,
26,2020-12-17 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27129,,86.0,,"['HA', 'R1']",published,pub,8,2020-12-21 01:39:01,Online ISSN : 2432-6720 Print ISSN : 2432-6712 ISSN-L : 2432-6712,public,['FMIPA9'],The Japanese Society of Health and Human Ecology,Jpn J Health & Human Ecology,disk0/00/02/71/29,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'main': '86_273.pdf', 'files': [{'mtime': '2020-12-20 01:01:59', 'hash_type': 'MD5', 'filename': '86_273.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/243193', 'objectid': 41142, 'filesize': 714488, 'mime_type': 'application/pdf', 'hash': '5b5347aff26e88cc09e201f7f58ebc02', 'datasetid': 'document', 'fileid': 243193}], 'docid': 41142, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41142', 'security': 'public', 'placement': 1, 'eprintid': 27129}]",2020-12-21 01:39:01,6.0,959,273-280,show,archive,27129,2020-12-21 01:39:01,TRUE,"Smoking has physical and psychoactive effects, and 
heavy smoking is associated with depression","[{'name': {'given': 'Netti', 'family': 'Herawati', 'lineage': None, 'honourific': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Suzuki', 'honourific': None, 'given': 'Shosuke'}, 'id': None}, {'id': None, 'name': {'given': 'Hiroshi', 'lineage': None, 'family': 'Koyama', 'honourific': None}}, {'id': None, 'name': {'given': 'Kunihiko', 'honourific': None, 'lineage': None, 'family': 'HAyashi'}}]",article,,https://www.jstage.jst.go.jp/browse/kenko/_pubinfo/-char/en,,,,,,,,,[{'url': 'https://www.jstage.jst.go.jp/article/kenko/86/6/86_273/_pdf/-char/en'}],,,
27,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25906,['Universitas Lampung'],,Persamaan aliran panas dua dimensi merupakan persamaan diferensial parsial yakni termasuk ke dalam persamaan Laplace 2 dimensi. Tujuan penelitian ini adalah untuk mendapatkan model waktu yang dibutuhkan untuk mengeringkan kadar air dari suatu objek secara maksimal. Metode yang digunakan yaitu konsep Transformasi Laplace. Persamaan aliran panas 2 dimensi,['QA'],submitted,submitted,7,2020-11-18 01:30:17,,public,['FMIPA9'],,Seminar Nasional Metode Kuantitif III Tahun 2020,disk0/00/02/59/06,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39700', 'eprintid': 25906, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 39700, 'main': 'ABSTRAK SNMK III 2020 JHOSUA ZEKE.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/232873', 'filename': 'ABSTRAK SNMK III 2020 JHOSUA ZEKE.pdf', 'objectid': 39700, 'filesize': 2774397, 'mtime': '2020-11-17 14:08:08', 'hash_type': 'MD5', 'hash': '5d8cf3da32d4a5d61c7d163ab125589e', 'mime_type': 'application/pdf', 'fileid': 232873, 'datasetid': 'document'}]}]",2020-11-18 01:30:17,,488,,show,archive,25906,2020-11-18 01:30:17,FALSE,ALIRAN PANAS DUA DIMENSI DAN PENYELESAIANNYA DENGAN TRANSFORMASI LAPLACE,"[{'name': {'given': 'Pin Hutagalung', 'honourific': None, 'family': 'Joshua Zeke', 'lineage': None}, 'id': 'joshuazekepinhutagalung@gmail.com'}, {'name': {'lineage': None, 'family': 'Agus Sutrisno', 'honourific': None, 'given': 'agus'}, 'id': 'agus.sutrisnomg4@gmail.com'}, {'id': 'amanto.1973@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Amanto', 'honourific': None, 'given': 'Amanto'}}]",article,,,,,,,,,,,,,,
28,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/17550,,15.0,"Sharia based investments currently become more popular in Indonesia as an alternative for those who have a long-term horizon and are seeking an Islamic way in investing their money. However, such long-term investment allows the existence of heteroscedasticity or heterogeneous variances in the time series data. To come up with this issue, one way to model the Autoregressive Conditional Heteroscedasticity (ARCH) effect is GARCH Model. The objective of this study is to obtain the best model estimating the parameters, to forecast the stock prices and to present its predicted volatility. The results show that the best model as fitted data is AR (1)-GARCH (1,1). The implication of this model is to predict the share price of Indofood CBP Sukses Makmur Tbk, Indonesia, for the next 2 months (60 days) and it shows a very easonable result as the percentage of error is less than the mean.",['Q1'],,pub,9,2020-02-17 03:50:18,1818-7803 (Online),public,['FMIPA9'],Medwell Journal,Journal of Engineering and Applied Sciences,disk0/00/01/75/50,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Dynamic Model_Fajrin 2020.pdf', 'docid': 30678, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/148314', 'filename': 'Dynamic Model_Fajrin 2020.pdf', 'filesize': 121165, 'objectid': 30678, 'mtime': '2020-01-13 03:54:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'ad9ef5720ee3cb7f3086bebe4d70d467', 'datasetid': 'document', 'fileid': 148314}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30678', 'pos': 1, 'eprintid': 17550, 'placement': 1}]",2020-02-17 03:50:18,6.0,33,1330-1336,show,archive,17550,2020-02-17 03:50:18,TRUE,Dynamic Model of Forecasting Stock Prices,"[{'name': {'given': 'Fajrin Satria Dwi', 'honourific': None, 'family': 'Kesumah', 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Hendrawaty', 'given': 'Ernie'}, 'id': 'ehendrawaty@gmail.com'}, {'id': 'usman_alfha@yahoo.com', 'name': {'lineage': None, 'family': 'Usman', 'honourific': None, 'given': 'Mustofa'}}, {'id': None, 'name': {'family': 'Russel', 'lineage': None, 'honourific': None, 'given': 'Edwin'}}, {'id': None, 'name': {'given': 'Rialdi', 'lineage': None, 'family': 'Azhar', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Widiarti', 'honourific': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'name': {'family': 'Ananta', 'lineage': None, 'honourific': None, 'given': 'Prayudha'}, 'id': 'prayudha.ananta@feb.unila.ac.id'}]",article,,https://medwelljournals.com/,,,,,,,,,,,,
29,2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20862,,82.0,"Prior to known as path analysis, causal modelling has been widely utilised by many
researchers in many different areas, such as education, social science,
transportation, and economics. This study aims to hypothesize whether the
existence of direct and indirect effects of INFL to INTR; INFL and INTR to EXCR;
EXCR and INTR to GDP; and INTR and GDP to SP is available based on the
constructed models. The application of path analysis in this study is used to
measure the causal modelling between share prices of AKRA (SP) and its
macroeconomic factors affecting it directly and/or indirectly. The proxy of
macroeconomics in this study are inflation rate (INFL), exchange rate (EXCR),
interest rate (INTR), and Gross Domestic Product (GDP). The findings suggest that
all four estimated models either have only a direct effect or have both direct and
indirect effects. Furthermore, the static analysis determines that not all effects
satisfying both significant and meaningfulness criteria, which some are only
meaningfulness but they need to remain on the models. The decomposition of
correlation among variables is also constructed and the computation shows that
some have a strong correlation and others have a slightly weak correlation. The
model can be a measurement for taking a call or a put for the investors’ decision
holding AKRA shares.",['QA'],published,pub,6,2020-05-28 11:48:26,0193 - 4120,public,['FMIPA9'],,TEST Engineering and Management,disk0/00/02/08/62,"[{'format': 'text', 'docid': 34246, 'main': 'Application of path analysis of the effect of macroeconomic conditions to the share prices.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/195137', 'filename': 'Application of path analysis of the effect of macroeconomic conditions to the share prices.pdf', 'filesize': 799042, 'objectid': 34246, 'mtime': '2020-05-28 07:20:07', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '44287ebf93aaff324c59288276b9143d', 'datasetid': 'document', 'fileid': 195137}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 20862, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34246'}]",2020-05-28 11:48:26,1.0,791,6815-6828,show,archive,20862,2020-05-28 11:48:26,TRUE,Application of path analysis of the effect of macroeconomic conditions to the share prices of PT AKR Corporindo Tbk,"[{'id': None, 'name': {'given': 'Fajrin Satria Dwi', 'family': 'Kesumah', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Nairobi', 'family': 'Nairobi', 'lineage': None, 'honourific': None}, 'id': 'nairobi.saibi@gmail.com'}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}}, {'name': {'given': 'Edwin', 'honourific': None, 'lineage': None, 'family': 'Russel'}, 'id': None}]",article,,,,,,,,,,,,,,
30,2020-12-15 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27832,,36.0,"Abstract Extending normal gamma and normal inverse Gaussian models, multivariate normal stable
Tweedie (NST) models are composed by a ﬁxed univariate stable Tweedie variable having a positive
value domain, and the remaining random variables given the ﬁxed one are real independent Gaussian
variables with the same variance equal to the ﬁxed component. Within the framework of multivariate
exponential families, the NST models are recently classiﬁed by their covariance matrices V(m) depending
on the mean vector m. In this paper, we prove the characterization of all the NST models through
their determinants of V(m), also called generalized variance functions, which are power of only one
component of m. This result is established under the NST assumptions of Monge–Amp`ere property
and steepness. It completes the two special cases of NST, namely normal Poisson and normal gamma
models. As a matter of fact, it provides explicit solutions of particular Monge–Amp`ere equations in
diﬀerential geometry.",['HA'],published,pub,6,2021-02-11 09:17:20,1439-8516,public,['FMIPA9'],Springer-Verlag GmbH Germany,"Acta Mathematica Sinica, English Series",disk0/00/02/78/32,"[{'placement': 1, 'eprintid': 27832, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41797', 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': '5403a6116c0b0a34a4b2f3684a78b38f', 'datasetid': 'document', 'fileid': 248073, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248073', 'filename': 'CCKetal ACTA_MATH_SINICA_2020.pdf', 'objectid': 41797, 'filesize': 727978, 'mtime': '2021-02-11 08:52:37', 'hash_type': 'MD5'}], 'main': 'CCKetal ACTA_MATH_SINICA_2020.pdf', 'docid': 41797, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-02-11 09:17:20,11.0,644,1232-1244,show,archive,27832,2021-02-11 09:17:20,TRUE,A Complete Characterization of Multivariate Normal Stable Tweedie Models through a Monge–Amp`ere Property,"[{'name': {'given': 'Célestin C.', 'family': 'Kokonendji', 'lineage': None, 'honourific': None}, 'id': 'celestin.kokonendji@univ-fcomte.fr'}, {'name': {'family': 'MOYPEMNA SEMBONA', 'lineage': None, 'honourific': None, 'given': 'Cyrille C.'}, 'id': 'cmoypemna@gmail.com'}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'lineage': None, 'family': 'Nisa', 'honourific': None}}]",article,https://link.springer.com/article/10.1007/s10114-020-8377-6,https://www.springer.com/journal/10114,,,,,,,,,"[{'type': 'pub', 'url': 'https://link.springer.com/article/10.1007/s10114-020-8377-6'}]",,,
31,2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/42095,"['Universitas Lampung', 'Institut Teknologi Bandung']",5.0,"We  study  the  dynamics  of  a  two  dimensional  map  which  is  derived  from  another  two  dimensional  map  by re-parametrizing the parameter in the system. It is shown that some of the properties of the original map can be preserved by the choice of the re-parametrization. By means of performing stability analysis to the critical points, and also studying the level set of the integrals, we study the dynamics of the re-parametrized map. Furthermore, we present preliminary results on the existence of a set where iteration starts at a point in that set, in which it will go off to infinity after finite step.",['QA'],published,pub,6,2022-06-06 01:27:15,2455-7749,public,['FMIPA9'],IJMEMS,"International Journal of Mathematical, Engineering and Management Sciences",disk0/00/04/20/95,"[{'format': 'text', 'main': '30-IJMEMS-19-506-52-363-377-2020.pdf', 'docid': 163793, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/464056', 'filename': '30-IJMEMS-19-506-52-363-377-2020.pdf', 'objectid': 163793, 'filesize': 1163106, 'mtime': '2020-01-28 02:33:05', 'hash_type': 'MD5', 'hash': 'e6873f4aacd294837eb48454a56a5ed9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 464056}], 'content': 'published', 'rev_number': 7, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42095, 'license': 'cc_by_4', 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163793'}, {'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163794', 'security': 'public', 'placement': 2, 'eprintid': 42095, 'language': 'en', 'rev_number': 4, 'mime_type': 'application/pdf', 'docid': 163794, 'main': 'Zakaria_IJMEMS_19_506_52_2020_Sept_opt.pdf', 'files': [{'filename': 'Zakaria_IJMEMS_19_506_52_2020_Sept_opt.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/464057', 'filesize': 1874416, 'objectid': 163794, 'mtime': '2020-09-14 07:04:04', 'hash_type': 'MD5', 'hash': 'e43f3cc72774ee5f2d59c595beb0c524', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 464057}], 'format': 'text'}]",2022-06-06 01:27:15,2.0,1137,363-377,show,archive,42095,2022-06-06 01:27:15,TRUE,Dynamics of A Re-Parametrization of A 2-Dimensional Mapping Derived from Double Discrete Sine-Gordon Mapping,"[{'name': {'given': 'Zakaria', 'lineage': None, 'family': 'L.', 'honourific': None}, 'id': 'lazakaria.1969@fmipa.unila.ac.id'}, {'name': {'family': 'J.M.', 'lineage': None, 'honourific': None, 'given': 'Tuwankotta'}, 'id': 'theo@dns.math.itb.ac.id'}]",article,,https://ijmems.in/,,,,,,,,,,23998.0,,
32,2020-09-03 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27535,,1751.0,,['HA'],published,pub,18,2021-02-01 04:51:16,Print : 1742-6588 Online : 1742-6596,public,['FMIPA9'],IOP Publishing,Journal of Physics: Conference Series,disk0/00/02/75/35,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 41546, 'main': 'Netti H_2021_J._Phys.__Conf._Ser._Robust PCA.pdf', 'files': [{'mtime': '2021-01-28 12:07:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/246069', 'filename': 'Netti H_2021_J._Phys.__Conf._Ser._Robust PCA.pdf', 'objectid': 41546, 'filesize': 884994, 'hash': 'e1c118bd5233507f3aa9abfb59d7756c', 'mime_type': 'application/pdf', 'fileid': 246069, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41546', 'pos': 1, 'eprintid': 27535, 'placement': 1}]",2021-02-01 04:51:16,,959,1-9,show,archive,27535,2021-02-01 04:51:16,TRUE,Robust Principal Component Trimmed Clustering of Indonesian Provinces Based on Human Development Index Indicators,"[{'id': None, 'name': {'given': 'Siska Diah Ayu', 'honourific': None, 'family': 'Larasati', 'lineage': None}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nisa', 'given': 'Khoirin'}}, {'name': {'lineage': None, 'family': 'Herawati', 'honourific': None, 'given': 'Netti'}, 'id': 'netti.herawati@fmipa.unila.ac.id'}]",article,doi:10.1088/1742-6596/1751/1/012030,https://iopscience.iop.org/,,,,,,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1751/1/012021/meta'}],,,
33,2020-03-24 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20857,,1.0,"Principal Component Regression (PCR) is a method used to overcome multicollinearity problems by reducing the dimensions of independent variables to obtain new simpler variables without losing most of the information contained in the variables. If the data analyzed contain outliers, a robust method on PCR is required. In this paper we use a robust method which is a combination of Robust Principal Component Analysis using the Minimum Covariance Determinant (MCD) method and Robust Regression Analysis using Least Trimmed Square (LTS) method. The purpose of this study is to examine the robust PCR analysis using the MCD-LTS method and to know the robustness of the method by looking at its sensitivity to outliers. For this purpose we compared the MCD-LTS PCR to the classic PCR based on the bias and Mean Square Error (MSE) values on several different sample sizes and percentages of outliers. The results of this study indicate that robust PCR using MCD-LTS is effective and efficient in overcoming the problem of multicollinearity and outliers in regression analysis.",['HA'],published,pub,5,2020-05-28 07:19:41,"2721-5849 (p), 2721-6853(e)",public,['FMIPA9'],"Jurusan Matematika, Universitas Lampung",Jurnal Siger Matematika,disk0/00/02/08/57,"[{'placement': 3, 'eprintid': 20857, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34239', 'pos': 3, 'security': 'public', 'main': 'PAPER SISKA SIGER LENGKAP.pdf', 'docid': 34239, 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-27 09:05:45', 'objectid': 34239, 'filesize': 490042, 'uri': 'http://repository.lppm.unila.ac.id/id/file/195092', 'filename': 'PAPER SISKA SIGER LENGKAP.pdf', 'fileid': 195092, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '236f422c5283e7a1367425d116bacd67'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",2020-05-28 07:19:41,1.0,644,1-9,show,archive,20857,2020-05-28 07:19:41,TRUE,ANALISIS REGRESI KOMPONEN UTAMA ROBUST DENGAN METODE MINIMUM COVARIANCE DETERMINANT – LEAST TRIMMED SQUARE (MCD-LTS),"[{'name': {'given': 'Siska Diah Ayu', 'honourific': None, 'family': 'Larasati', 'lineage': None}, 'id': None}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'family': 'Nisa', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Setiawan', 'lineage': None, 'given': 'Eri'}, 'id': None}]",article,,http://jurnal.fmipa.unila.ac.id/JSM/article/view/2472,"Seminar Nasional Sains, Matematika, Informatika, dan Aplikasinya (SMIAP)",conference,24-25 Oktober 2019,speech,Universitas Lampung,,,,,20718.0,,
34,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25913,['Universitas Lampung'],,"Pendugaan selang kepercayaan paramater adalah suatu penentuan selang nilai yang dihitung berdasarkan pengukuran statistik dan mempunyai peluang tertentu yang memuat parameter sebenarnya. Dibutuhkan suatu metode untuk melakukan pendugaan selang kepercayaan parameter dan metode yang digunakan adalah metode Maximum Likelihood Estimation dan metode Bootstrap. Tujuan dari penelitian ini adalah untuk melakukan pendugaan parameter dengan menggunakan metode maximum likelihood estimation dan melakukan analisis reliabilitas terhadap data masa hidup suatu sistem mesin pendingin pesawat yang mengikuti Distribusi Weibull, serta melakukan pendugaan selang kepercayaan parameternya. Semakin bertambahnya usia pakai mesin pendingin pesawat, nilai reliabilitas dari sebuah mesin pendingin pesawat juga mengalami penurunan.
Kata kunci: Pendugaan Selang Kepercayaan, Distribusi Gamma, Metode Maximum Likelihood Estimation, Metode Newton-Raphson, Metode Bootstrap,Reliabilitas",['QA'],submitted,submitted,8,2020-11-18 01:35:53,,public,['FMIPA9'],,,disk0/00/02/59/13,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39706', 'pos': 1, 'eprintid': 25913, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/232914', 'filename': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'objectid': 39706, 'filesize': 2774399, 'mtime': '2020-11-17 14:19:22', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '5e63ddccba7f2f84a5c679093ca995c6', 'fileid': 232914, 'datasetid': 'document'}], 'docid': 39706}]",2020-11-18 01:35:53,,488,,show,archive,25913,2020-11-18 01:35:53,TRUE,MENENTUKAN SELANG KEPERCAYAAN PADA DATA MASA HIDUP SISTEN BERDISTRIBUSI WEIBULL DENGAN METODE MAXIMUM LIKELIHOOD ESTIMATION DAN BOOTSTRAP,"[{'name': {'honourific': None, 'family': 'Lintang Diah', 'lineage': None, 'given': 'Kusuma'}, 'id': 'lintang.diah025@gmail.com'}, {'id': 'rudi.ruswandi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Ruswandi', 'lineage': None, 'given': 'Rudi'}}, {'name': {'family': 'Amanto', 'lineage': None, 'honourific': None, 'given': 'Amanto'}, 'id': 'amanto.1973@fmipa.unila.ac.id'}]",conference_item,,,Seminar Nasional Metode Metode Kuantitatif,conference,5 November 2020,paper,FMIPA Universitas lampung,,,,,,,
