,date,uri,abstract,volume,date_type,subjects,ispublished,rev_number,issn,full_text_status,status_changed,publication,dir,divisions,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,contact_email,title,refereed,creators,type,publisher,related_url,official_url,id_number,corp_creators,contributors,funders,projects,pages,isbn,place_of_pub,series,event_type,event_title,event_dates,pres_type,event_location,keywords,patent_applicant,editors
22,2017-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/3725,"The effect of alumina addition of 5–30% by weight on phase transformation and crystallisation properties of refractory cordierite ceramics prepared from amorphous rice husk silica followed by sintering treatment at temperature of 1230 ◦C was studied. The crystallinity and microstructure of the samples were characterised using X-ray diffraction (XRD) coupled with Rietveld analysis, scanning electron microscopy
(SEM), respectively. Some physical properties include density, porosity, hardness, bending strength, and
thermal expansion coefficient of the samples with different alumina additions were measured. The results show that addition of alumina promoted crystallisation of cordierite into crystalline spinel, corundum, cristobalite, in which with addition of 10–30% alumina, the cordierite phase was practically undetected. Addition of alumina was also found to increase the amount of spinel, while corundum and cristobalite decreased following alumina addition of 10–30%. The presence of spinel, corundum, and cristobalite
resulted in increased of density, hardness, bending strength and thermal expansion coefficient, while for porosity, the opposite was observed. Thermal expansion coefficient of the samples with alumina addition of 15–30% reach the relatively constant value of 9.5×10−6/◦C, with the main crystalline phase was spinel,accompanied by corundum and cristobalite in smaller quantities.",5.0,published,"['QC', 'QD']",pub,10,2187-0764,public,2017-07-31 07:37:23,Journal of Asian Ceramic Societies,disk0/00/00/37/25,['FMIPA1'],2017-07-31 07:37:23,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3588', 'eprintid': 3725, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'JACER 2017 (full).pdf', 'files': [{'fileid': 26165, 'datasetid': 'document', 'hash': '1313b708451ee50fd58dbe65699390a7', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-07-25 15:26:59', 'filesize': 4279552, 'objectid': 3588, 'filename': 'JACER 2017 (full).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/26165'}], 'docid': 3588}]",1168,2,show,186-192,2017-07-31 07:37:23,3725,archive,,Effect of alumina addition on the phase transformation and crystallisation properties of refractory cordierite prepared from amorphous rice husk silica,TRUE,"[{'name': {'family': 'Sembiring', 'lineage': None, 'honourific': None, 'given': 'Simon'}, 'id': 'simon.sembiring@fmipa.'}, {'name': {'given': 'Wasinton', 'family': 'Simanjuntak', 'lineage': None, 'honourific': None}, 'id': 'wasinton.simanjuntak@fmipa.unila.ac.id'}, {'name': {'given': 'Rudy T.M', 'family': 'Situmeang', 'lineage': None, 'honourific': None}, 'id': 'rudy.tahan@fmipa.unila.ac.id'}, {'id': 'arfi2208@gmail.com', 'name': {'family': 'Riyanto', 'lineage': None, 'honourific': None, 'given': 'Agus'}}, {'name': {'family': 'Karo Karo', 'lineage': None, 'honourific': None, 'given': 'Pulung'}, 'id': None}]",article,Elsevier,[{'url': 'http://www.sciencedirect.com/science/article/pii/S218707641730012X'}],http://www.sciencedirect.com/science/article/pii/S218707641730012X,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Simon', 'lineage': None, 'family': 'Sembiring', 'honourific': None}, 'id': 'simon.sembiring@fmipa.'}, {'id': 'wasinton.simanjuntak@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Wasinton', 'family': 'Simanjuntak', 'lineage': None, 'honourific': None}}, {'id': 'rudy.tahan@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Rudy T.M', 'family': 'Situmeang', 'lineage': None, 'honourific': None}}, {'id': 'arfi2208@gmail.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Riyanto', 'lineage': None, 'given': 'Agus'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Pulung', 'family': 'Karo Karo', 'lineage': None, 'honourific': None}, 'id': None}]","['Directorate General of Higher Education (DIKTI), Ministry of Research, Technology, and Higher Education, Republic of Indonesia']","['Competency Research Grant Program, Batch II, 2016']",,,,,,,,,,,,
23,2017-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/4210,"This study acquires the potential of rice husk silica for production forsterite precursors using sol-gel method. The samples preparation were conducted by mixing magnesium oxide sol from Mg(NO3)2.6.12H2O with silica sol extracted from rice husk, with three different composition ratios of MgO to SiO2 are 1:1, 2:3 and 3:2 by weight and sintered at 900oC. The samples were characterized using Fourier transform infrared (FTIR) spectroscopy, x-ray diffraction (XRD),differential thermal analysis (DTA), followed by scanning electron microscopy (SEM). The FTIR results showed the presence of Si-O-Si, Mg-O and Mg-O-Si functional groups, which were associated with forsterite, enstatite, cristobalite and periclase, according to the XRD analysis. The formation of forsterite (Mg2SiO4) is composition-dependent as revealed the increase of forsterite intensity after sintered at 900oC in ratio 3:2. The surface morphology of non-sintered samples shows that particle and grain size were larger than particle and grain size of sintered samples. Also, SEM analysis of sintered samples clearly shows the presence of regular particle size with smaller grain size was found in ratio of MgO to SiO2 is 3:2. DTA analysis revealed that the formation of forsterite increased with increasing temperature. In addition, the electrical resistivities of the samples were found in the range of 0.75 x 1013 to 3.30 x 1013Ω-cm, demonstrating that the samples exhibit good potential as isolator.",33.0,published,"['QC', 'QD']",pub,10,0970-020 X,none,2018-06-25 02:22:31,ORIENTAL JOURNAL OF CHEMISTRY,disk0/00/00/42/10,['FMIPA1'],2018-06-25 02:22:31,,1042,4,show,1828-1836,2018-06-25 02:22:31,4210,archive,simonsembiring2@gmail.com,"Effect of MgO-SiO2 Ratio on the Forsterite (Mg2SiO4) Precursors Characteristics Derived from
Amorphous Rice Husk Silica",TRUE,"[{'id': 'simonsembiring2@gmail.com', 'name': {'given': 'simon', 'honourific': None, 'lineage': None, 'family': 'Sembiring'}}, {'id': 'arfi2208@gmail.com', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Riyanto', 'honourific': None}}, {'id': 'waso59@yahoo.com.au', 'name': {'lineage': None, 'family': 'Simanjuntak', 'honourific': None, 'given': 'Wasinton'}}, {'id': 'rudy.tahan@fmipa.unila.ac.id', 'name': {'given': 'Rudy T.M', 'honourific': None, 'family': 'Situmeang', 'lineage': None}}]",article,Oriental Scientific Publishing Company,,,,,,,,,,,,,,,,,,,
24,2017-05-14 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/4322,"Air pollution in urban areas has increased, it was characterized by a growing number of transportations, industrials and power plants. This study has calculated exposure concentrations were received in an area within 500 m of the emission source using analytical formulas Gaussian Plume. Further studies on the relationship between mixing height and dilution of air pollutants at a certain height from the surface has been done. Outcomes of the research is the effective stack height data, ambient air temperature data, and the data pollutant concentration at a height of 200 m, 300 m, 400 m and 500 m. Description of analysis shows the behavior of pollutants after coming out from the stack is able to reach the area mixing height and perfectly diluted pollutants.",1.0,published,['QC'],pub,7,978-602-50593-0-8,public,2017-11-14 02:46:45,PROSIDING SEMIRATA 2017 BIDANG MIPA BKS-PTN WILAYAH BARAT,disk0/00/00/43/22,['FMIPA1'],2017-11-14 02:46:45,"[{'files': [{'hash': 'b7dd27596bce556151ccf93f1a527856', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 43269, 'filename': 'Semirata-2017_Prosiding-Fisika mixing height.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/43269', 'filesize': 1101900, 'objectid': 17211, 'mtime': '2017-11-03 03:47:10', 'hash_type': 'MD5'}], 'main': 'Semirata-2017_Prosiding-Fisika mixing height.pdf', 'docid': 17211, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 4322, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17211', 'pos': 1, 'security': 'public'}]",672,buku 2,show,262-269,2017-11-14 02:46:45,4322,archive,sri.wahyu@fmipa.unila.ac.id,"VARIASI TEMPERATUR, KECEPATAN ANGIN DAN TINGGI EFEKTIF
PADA PROSES DILUSI POLUTAN UDARA",TRUE,"[{'name': {'honourific': None, 'family': 'Sri Wahyu Suciyati', 'lineage': None, 'given': 'sw suciyati'}}]",article,Fakultas Keguruan dan Ilmu Pendidikan (FKIP) bekerjasama dengan Fakultas Sains dan Teknologi (FST) Universitas Jambi,[{'url': 'http://semirata2017.mipa.unja.ac.id'}],http://semirata2017.mipa.unja.ac.id/2017/10/26/prosiding-semirata-bks-mipa-ptn-wilayah-barat-2017/,,['Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],['DIPA BLU Universitas Lampung'],['DIPA BLU SENIOR'],,,,,,,,,,,,
25,2017-11-18 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/7858,"Elektrolit alam seperti air payau dan air sungai berpotensi sebagai sumber energi alternatif terbaharui.
Analisis kelistrikan air payau dan air sungai dilakukan dengan membuat media uji berupa kotak yang berisi 20
sel pasangan elektroda tersusun seri. Elektroda yang dipakai adalah tembaga (Cu), dan seng (Zn) dengan
kombinasi Cu-Zn, sedangkan sebagai elektrolit adalah larutan air payau dan air sungai. Karakteristik sel
elektroda diketahui dengan memberi sel elektroda beban, yaitu LED 1,2 watt, kemudian diukur tegangan dan
arus. Pengambilan data pengukuran dilakukan selama 3 hari dengan selang 2 jam. Hasil pengukuran dan analisis
menunjukkan pada kombinasi elektroda Cu-Zn, air payau menunjukkan daya kelistrikannya lebih besar daripada
air sungai yaitu rasio 12,008 : 5,84 (hari pertama) dan 1,752 : 0,572 (hari ketiga). Air payau sebagai larutan
elektrolit menghasilkan energi yang cukup untuk menghidupkan LED 1,2 watt selama 72 jam, ditandai dengan
nilai intensitas terukur LED rata-rata 322,8 lux.",,,['QC'],pub,10,,public,2018-06-26 08:08:19,,disk0/00/00/78/58,['FMIPA1'],2018-06-26 08:08:19,"[{'format': 'text', 'main': 'sertifikat senafis.pdf', 'docid': 20896, 'files': [{'filesize': 954100, 'objectid': 20896, 'filename': 'sertifikat senafis.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/70220', 'hash_type': 'MD5', 'mtime': '2018-06-26 06:55:15', 'datasetid': 'document', 'fileid': 70220, 'hash': '224783dbcf1e35917b8b23f7994a76e6', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 7858, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20896'}]",672,,show,,2018-06-26 08:08:19,7858,archive,,Potensi Kelistrikan Air Payau dan Air Sungai sebagai bahan Elektrolit,TRUE,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sri Wahyu Suciyati', 'given': 'sw suciyati'}, 'id': 'sri.wahyu@fmipa.unila.ac.id'}, {'id': 'warsito@fmipa.unila.ac.id', 'name': {'given': 'Warsito', 'lineage': None, 'family': 'Warsito', 'honourific': None}}, {'name': {'family': 'AMIR SUPRIYANTO', 'lineage': None, 'honourific': None, 'given': 'AMIR SUPRIYANTO'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Arif S', 'honourific': None, 'given': 'Arif S'}}, {'id': None, 'name': {'given': 'GURUM A. PAUZI', 'honourific': None, 'lineage': None, 'family': 'GURUM A. PAUZI'}}]",conference_item,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'SW Suciyati', 'lineage': None, 'honourific': None, 'given': 'SW Suciyati'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Warsito', 'honourific': None, 'given': 'Warsito'}}, {'name': {'lineage': None, 'family': 'Amir Supriyanto', 'honourific': None, 'given': 'Amir Supriyanto'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Arif S', 'lineage': None, 'given': 'Arif S'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Gurum Ahmad Pauzi', 'honourific': None, 'lineage': None, 'family': 'Gurum Ahmad Pauzi'}}]",,,,,,,conference,Seminar Nasional Fisika (SENAFIS) ke-II 2017,18 November 2017,paper,Universitas Jember,,,
26,2017-05-14 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/4311,"Temperature distribution is a physical phenomenon of energy transfer that can be visualized using mathematical models. The solution of a time-dependent mathematical model such as the temperature distribution of homogeneous and multilayer materials can not be solved analytically, so numerical methods are required. This paper aims to visualize the relation of material properties to the process of temperature distribution using the diffusion and Laplace equations. The system model is a homogeneous material (aluminum and silver) and multilayer (aluminum-silver-aluminum) which are aplicated by heat source in the center of the material. Furthermore, time-dependent numerical solutions of systems has been given by finite difference schemes. The results show that visualization of temperature distribution of Ag materials is faster than Al material, and the temperature distribution of multilayer Al-Ag-Al material is faster than Ag-Al-Ag. This condition was caused by coefficient diffusivity of Ag materials is greater than Al material, so that the temperature of the Ag material is more quickly distributed to other parts of the material.",1.0,published,['QC'],pub,11,978-602-50593-0-8,public,2017-11-10 16:43:31,PROSIDING SEMIRATA 2017 BIDANG MIPA BKS-PTN WILAYAH BARAT,disk0/00/00/43/11,['FMIPA1'],2017-11-10 16:43:31,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/17197', 'pos': 1, 'eprintid': 4311, 'placement': 1, 'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Semirata-2017_Prosiding-Fisika heat transfer.pdf', 'docid': 17197, 'files': [{'mime_type': 'application/pdf', 'hash': 'e9732868e08a53db38dc6450ad642d0c', 'datasetid': 'document', 'fileid': 43191, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43191', 'filename': 'Semirata-2017_Prosiding-Fisika heat transfer.pdf', 'filesize': 939249, 'objectid': 17197, 'mtime': '2017-11-03 03:13:12', 'hash_type': 'MD5'}]}]",672,buku 2,show,276-288,2017-11-10 16:43:31,4311,archive,sri.wahyu@fmipa.unila.ac.id,VISUALISASI DISTRIBUSI SUHU PADA BAHAN HOMOGEN DAN MULTILAYER MENGGUNAKAN METODE BEDA HINGGA,TRUE,"[{'name': {'family': 'Sri Wahyu Suciyati', 'lineage': None, 'honourific': None, 'given': 'sw suciyati'}}, {'name': {'honourific': None, 'family': 'Warsito', 'lineage': None, 'given': 'warsito'}}, {'name': {'given': 'Fahad', 'family': 'Fahad Almafakir', 'lineage': None, 'honourific': None}}]",article,Fakultas Keguruan dan Ilmu Pendidikan (FKIP) bekerjasama dengan Fakultas Sains dan Teknologi (FST) Universitas Jambi,"[{'type': 'pub', 'url': 'http://semirata2017.mipa.unja.ac.id'}]",http://semirata2017.mipa.unja.ac.id/2017/10/26/prosiding-semirata-bks-mipa-ptn-wilayah-barat-2017/,,['Universitas Lampung'],"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['swadaya'],['DIPA Fakultas'],,,,,,,,,,,,
27,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/5785,"The effectiveness of soursop leaves  extract  as inhibitor on carbon  steel API 5L in NaCl  3% had been researched. Carbon steel API 5L submersion used  NaCl  3% had  been done  for 144 hours with  various concentrations of soursop leaves  extract  inhibitor adding 0%, 5%, 10%, 15%, 20%,
25%, 30%, and 35%. The research  of corrosion  rate was done by weight  loss and electrochemistry methods. The result  showed that  the higher  percentage of soursop leaves extract  inhibitor used, the corrosion rate  will decrease and  capability of inhibit corrosion will increase. The greatest effectiveness of corrosion occurred at concentration of 35% in NaCl  3% and  the effectiveness is 86.16%. The X-Ray Diffraction (XRD) characterization result showed that  the phase formed is pure Fe. Scanning Electron  Microscopy (SEM) characterization showed uneven clusters and smaller  size, fewer  holes and  cracks too with  soursop leaves extract  inhibitor 35% than  soursop leaves  extract  inhibitor 0%. Energy Dispersive Spectroscopy (EDS) characterization on sample with  inhibitor 0% obtained Cl element.",5.0,published,['QC'],pub,10,2549-1156,restricted,2017-11-17 04:18:21,Jurnal Teori dan Aplikasi Fisika,disk0/00/00/57/85,['FMIPA1'],2017-11-17 04:18:21,"[{'rev_number': 6, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'draft', 'docid': 18719, 'main': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'files': [{'fileid': 54181, 'datasetid': 'document', 'hash': 'e06a5261571f15387309af3b822598c9', 'mime_type': 'application/pdf', 'filesize': 273012, 'objectid': 18719, 'filename': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/54181', 'hash_type': 'MD5', 'mtime': '2017-11-16 16:53:49'}], 'format': 'text', 'date_embargo': '2018-01', 'uri': 'http://repository.lppm.unila.ac.id/id/document/18719', 'pos': 1, 'security': 'validuser', 'placement': 1, 'eprintid': 5785}]",490,1,show,43-48,2017-11-17 04:18:21,5785,archive,giri10133@gmail.com,Efektifitas Ekstrak Daun  Sirsak sebagai  Inhibitor  pada Baja Karbon Api 5L dalam Larutan NaCl 3%,TRUE,"[{'name': {'honourific': None, 'family': 'Supriyo Giri', 'lineage': None, 'given': 'Apriyanto'}}, {'name': {'lineage': None, 'family': 'Ginting', 'honourific': None, 'given': 'Ediman'}}, {'name': {'honourific': None, 'lineage': None, 'family': '-', 'given': 'Suprihatin'}}]",article,,,,,,,,,,,,,,,,,,,,
28,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/5877,"The effectiveness of soursop leaves extract as inhibitor on carbon steel API 5L in NaCl 3% had
been researched. Carbon steel API 5L submersion used NaCl 3% had been done for 144 hours
with various concentrations of soursop leaves extract inhibitor adding 0%, 5%, 10%, 15%, 20%,
25%, 30%, and 35%. The research of corrosion rate was done by weight loss and electrochemistry
methods. The result showed that the higher percentage of soursop leaves extract inhibitor used,
the corrosion rate will decrease and capability of inhibit corrosion will increase. The greatest
effectiveness of corrosion occurred at concentration of 35% in NaCl 3% and the effectiveness
is 86.16%. The X-Ray Diffraction (XRD) characterization result showed that the phase formed
is pure Fe. Scanning Electron Microscopy (SEM) characterization showed uneven clusters and
smaller size, fewer holes and cracks too with soursop leaves extract inhibitor 35% than soursop
leaves extract inhibitor 0%. Energy Dispersive Spectroscopy (EDS) characterization on sample
with inhibitor 0% obtained Cl element.",5.0,published,['QC'],pub,7,ISSN 2549-1156,restricted,2018-04-25 06:40:33,"Jurnal Teori dan Aplikasi Fisika, Vol. 5, No. 1, 2017: 43-48",disk0/00/00/58/77,['FMIPA1'],2018-04-25 06:40:33,"[{'format': 'text', 'date_embargo': 2020, 'main': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'files': [{'fileid': 54755, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'e06a5261571f15387309af3b822598c9', 'filesize': 273012, 'objectid': 18797, 'uri': 'http://repository.lppm.unila.ac.id/id/file/54755', 'filename': 'Jurnal Apriyanto S G (1358-3133-1-PB).pdf', 'hash_type': 'MD5', 'mtime': '2017-11-17 06:01:46'}], 'docid': 18797, 'content': 'published', 'language': 'id', 'rev_number': 2, 'mime_type': 'application/pdf', 'eprintid': 5877, 'placement': 1, 'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18797'}]",490,1,show,43-48,2018-04-25 06:40:33,5877,archive,giri10133@gmail.com,Efektifitas Ekstrak Daun Sirsak sebagai Inhibitor pada Baja Karbon Api 5L dalam Larutan NaCl 3%,TRUE,"[{'name': {'family': 'Supriyo Giri', 'lineage': None, 'honourific': None, 'given': 'Apriyanto'}}, {'name': {'honourific': None, 'family': 'Ginting', 'lineage': None, 'given': 'Ediman'}}, {'name': {'given': 'Suprihatin', 'honourific': None, 'family': 'Suprihatin', 'lineage': None}}]",article,,,,,,,,,,,,,,,,,,,,
29,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/48852,HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,,,['AC'],pub,7,,public,2023-03-08 06:14:35,,disk0_bak/00/04/88/52,['FMIPA1'],2023-03-08 06:14:35,"[{'placement': 1, 'eprintid': 48852, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188294', 'pos': 1, 'security': 'public', 'main': '8.pdf', 'docid': 188294, 'files': [{'hash': 'b55fd6889f5d70659a3c26691c81ec78', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 531945, 'mtime': '2023-03-08 04:00:29', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/531945', 'filename': '8.pdf', 'objectid': 188294, 'filesize': 1125412}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",583,,show,,2023-03-08 06:14:35,48852,archive,,"Peer Review Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C",,"[{'id': 'syafriadifisikamipa@gmail.com', 'name': {'lineage': None, 'family': 'Syafriadi', 'honourific': None, 'given': 'Syafriadi'}}]",other,Jurnal Teori dan Aplikasi Fisika,,,,,,,,,,,,,,,,,,,
30,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/45770,Jurnal Teori dan Aplikasi Fisika,,published,['AC'],pub,7,,public,2022-10-18 06:51:52,,disk0/00/04/57/70,['FMIPA1'],2022-10-18 06:51:52,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184584', 'security': 'public', 'placement': 1, 'eprintid': 45770, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 184584, 'main': 'Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C.pdf', 'files': [{'datasetid': 'document', 'fileid': 507375, 'hash': 'a79ea607d2f777ceb58093b97ee098c4', 'mime_type': 'application/pdf', 'objectid': 184584, 'filesize': 395662, 'uri': 'http://repository.lppm.unila.ac.id/id/file/507375', 'filename': 'Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-18 03:19:25'}], 'format': 'text'}]",583,,show,,2022-10-18 06:51:52,45770,archive,,"Variasi Doping Pb terhadap Pertumbuhan Fase Bahan Superkonduktor Bi-2212 pada Kadar Ca 1,10 dan Suhu Sintering 830C",,"[{'name': {'honourific': None, 'family': 'Syafriadi', 'lineage': None, 'given': 'Syafriadi'}, 'id': 'syafriadifisikamipa@gmail.com'}]",other,Fakultas MIPA Universitas Lampung,,,,,,,,,,,,,,,,,,,
31,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/2798,"ABSTRACT
Zeolite based silica rice husk has been prepared at temperature of 450, 550, and 650
C. This
research was conducted to study the effect of calcination temperature in forming of crystalline
phases and standard electron rate constant (k
). The zeolite K450 was formed quartz and bohmite
phases, zeolite K550 and K650 was formed cristobalite, stishovite, gamma-alumina, and natrolite
phases. Electrochemical reaction of zeolite K450, K550 and K650 are irreversible. Peak potential
oxidation-reduction is between 240 mV and 390 mV. The higher value of calcination, the higher
value of k
0
. The k
0
0
value of zeolite K450, K550, K650 at scan rate of 1 V/s are 29.658�10
;
36.,398�10
9
; 77.110�10
9
cm/s respectively. Natrolite phase of zeolite K550 and K650 have
changed zeolite charge be netral. Based on these result, value k
of zeolite K550 and K650 are
going to be a reversible.
0

�

8",5.0,published,['QC'],pub,11,2549-1156,public,2017-06-02 12:12:35,"Reversibilitas Reaksi Elektrokimia pada Elektroda Superkapasitor Zeolit Berbasis Silika Sekam Padi yang Dikalsinasi pada Suhu 450, 550, dan 650 C",disk0/00/00/27/98,['FMIPA1'],2017-11-17 03:12:17,"[{'format': 'text', 'main': 'Posman_penelitian1.pdf', 'docid': 2656, 'files': [{'datasetid': 'document', 'fileid': 19158, 'hash': '8a1f911e4d82dea2a3ba69347641f0e7', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-06-01 08:09:06', 'filesize': 233534, 'objectid': 2656, 'uri': 'http://repository.lppm.unila.ac.id/id/file/19158', 'filename': 'Posman_penelitian1.pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 2798, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2656'}]",781,1,show,,2017-06-02 12:12:35,2798,archive,,"Reversibilitas Reaksi Elektrokimia pada Elektroda
Superkapasitor Zeolit Berbasis Silika Sekam Padi
yang Dikalsinasi pada Suhu 450, 550, dan 650
�

C",TRUE,"[{'id': 'fatiaulfah8@gmail.com', 'name': {'given': 'Fatia', 'family': 'Ulfah', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Suprihatin', 'family': 'Suprihatin', 'lineage': None, 'honourific': None}, 'id': 'suprihatin@fmipa.unila.ac.id'}, {'id': 'reip65@yahoo.com', 'name': {'family': 'Manurung', 'lineage': None, 'honourific': None, 'given': 'Posman'}}]",article,,,,,,,,,,,,,,,,,,,,
32,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/5852,"Zeolite based silica rice husk has been prepared at temperature of 450, 550, and 6500C. This research was conducted to study the effect of calcination temperature in forming of crystalline phases  and standard electron rate constant (k0). The zeolite K450 was formed quartz and bohmite phases, zeolite K550 and K650 was formed cristobalite, stishovite, gamma-alumina, and natrolite phases. Electrochemical reaction of zeolite K450, K550 and K650 are irreversible. Peak potential oxidation-reduction is between 240 mV and 390 mV. The higher value of calcination, the higher value of k0. The k0 value of zeolite K450, K550, K650 at scan rate of 1 V/s are 29.658x10-8; 36.,398x10-9; 77.110x10-9 cm/s respectively. Natrolite phase of zeolite K550 and K650 have changed zeolite charge be netral. Based on these result, value k0 of zeolite K550 and K650 are going to be a reversible",5.0,published,['QC'],pub,8,,public,2017-11-17 04:26:27,Jurnal Teori dan Aplikasi Fisika,disk0/00/00/58/52,['FMIPA1'],2017-11-17 04:26:27,"[{'format': 'text', 'main': 'Jurnal Fatia Ulfah (1356-3132-1-PB).pdf', 'docid': 18776, 'files': [{'hash': 'b7cf39b9a5f91d11a584ab395d9bfa1f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 54570, 'mtime': '2017-11-17 03:46:10', 'hash_type': 'MD5', 'filename': 'Jurnal Fatia Ulfah (1356-3132-1-PB).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/54570', 'filesize': 219874, 'objectid': 18776}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 5852, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18776'}]",490,1,show,31-36,2017-11-17 04:26:27,5852,archive,fatiaulfah8@gmail.com,"Reversibilitas Reaksi Elektrokimia pada Elektroda Superkapasitor Zeolit Berbasis Silika Sekam Padi yang Dikalsinasi pada Suhu 450, 550, dan 650oC",TRUE,"[{'name': {'honourific': None, 'family': 'Ulfah', 'lineage': None, 'given': 'Fatia'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suprihatin', 'given': 'Suprihatin'}}, {'name': {'given': 'Posman', 'family': 'Manurung', 'lineage': None, 'honourific': None}}]",article,,,,,,,,,,,,,,,,,,,,
