,subjects,date,uri,divisions,publisher,dir,rev_number,ispublished,full_text_status,status_changed,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,title,type,creators,abstract,succeeds,date_type,patent_applicant,id_number,pages,official_url,number,pagerange,refereed,volume,issn,publication,related_url,place_of_pub,funders,corp_creators,event_dates,pres_type,event_location,event_type,event_title
22,"['T1', 'TD', 'TP']",2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/21527,['FT6'],Program Studi Program Profesi Insinyur Fakultas Teknik Universitas Lampung,disk0/00/02/15/27,10,pub,public,2020-06-02 13:57:14,show,2020-06-02 13:57:14,archive,21527,2020-06-02 13:57:14,"[{'eprintid': 21527, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34926', 'pos': 1, 'format': 'archive', 'main': 13, 'files': [{'hash': '2fe101db4e01b8ca3aed89e3d19d04b8', 'mime_type': 'text/html', 'datasetid': 'document', 'fileid': 199675, 'mtime': '2020-06-02 13:36:53', 'hash_type': 'MD5', 'filename': 13, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199675', 'filesize': 16247, 'objectid': 34926}], 'docid': 34926, 'rev_number': 3, 'language': 'id', 'mime_type': 'text/html'}]",397,Evaluasi Kinerja Sistem Elektrokoagulasi Batch Recycle Dengan Susunan Eleltroda Monopolar Dalam Mengolah Limbah Cair Tapioka,article,"[{'id': 'lilis.hermida@eng.unila.ac.id', 'name': {'given': 'Lilis', 'honourific': None, 'lineage': None, 'family': 'Hermida'}}, {'name': {'given': 'Ika', 'honourific': None, 'family': 'Kustiani', 'lineage': None}, 'id': 'ikakustiani@yahoo.com'}, {'name': {'given': 'Suharno', 'honourific': None, 'lineage': None, 'family': 'Suharno'}, 'id': 'suharno@eng.unila.ac.id'}]","Pada penelitian ini elektrokoagulasi limbah cair tapioka dilakukan di reaktor yang beroperasi secara batch recycle, yang menggunakan beberapa pasang elektroda dalam susunan monopolar. Pengaruh variasi parameter operasi (besarnya arus listrik, jarak antar elektroda dan konduktivitas limbah cair tapioka) terhadap persentase penurunan kekeruhan air limbah diamati. Kemudian kondisi operasi yang optimal di investigasi menggunakan rancangan percobaan fractional factorial taguchi. Berdasarkan hasil percobaan dapat disimpulkan bahwa arus listrik sangat mempengaruhi persentase penurunan kekeruhan limbah cair tapioka. Kenaikan pH limbah terjadi selama proses berlangsung. Dengan pH influent tetap pada 7, setelah waktu reaksi selama 5 jam pH effluent menjadi 9,4 -9,6. Kondisi optimum diperoleh pada arus listrik 0,4 A, jarak antar elektroda 1,5 cm, dan konduktivitas influent 2500 mS dengan pH 7, laju alir 9 l/jam dan waktu pengolahan 5 jam. Persentase penurunan kekeruhan pada kondisi optimum bisa mencapai 97,227%.",,published,,,,http://jpi.eng.unila.ac.id/index.php/ojs/issue/view/3,1,20-28,TRUE,1.0,,Jurnal Profesi Insinyur Universitas Lampung,,,,,,,,,
23,['TA'],2020-02-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41155,['FT6'],HAKI,disk0/00/04/11/55,11,pub,public,2022-04-07 06:37:44,show,2022-04-07 06:37:44,archive,41155,2022-04-07 06:37:44,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'CamScanner 02-14-2022 08.49_Patent.pdf', 'files': [{'filename': 'CamScanner 02-14-2022 08.49_Patent.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/456815', 'objectid': 162615, 'filesize': 1363555, 'mtime': '2022-04-07 05:04:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '3ecac04be2a0631c7ad5a14d99c9f89f', 'fileid': 456815, 'datasetid': 'document'}], 'docid': 162615, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162615', 'eprintid': 41155, 'placement': 2}]",636,Hasil Review Paten: SABUN MANDI BERBASIS EKSTRAK KULIT PISANG,other,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Iryani', 'lineage': None, 'given': 'Dewi Agustina'}}]",,,published,,,,https://pdki-indonesia.dgip.go.id/detail/P00201708880?type=patent&keyword=SABUN+MANDI+BERBASIS+EKSTRAK+KULIT+PISANG,,,,,,,,,,,,,,,
24,['TP'],2020-11-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39101,['FT6'],Valensi,disk0/00/03/91/01,7,pub,public,2022-02-09 10:24:47,show,2022-02-09 10:24:47,archive,39101,2022-02-09 10:24:47,"[{'eprintid': 39101, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160393', 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '7c2453f25e84caaf50eec4ed06cdc68a', 'datasetid': 'document', 'fileid': 440885, 'mtime': '2022-02-09 08:36:54', 'hash_type': 'MD5', 'filename': 'MyReport 02-Sep-2021_membran_unpad.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/440885', 'filesize': 167000, 'objectid': 160393}], 'main': 'MyReport 02-Sep-2021_membran_unpad.pdf', 'docid': 160393, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",636,Plagiarism_Check: Performance of Annealed Composite Cellulose Acetate/NaA Zeolite Membrane in Carbon dioxide/Methane Gas Separation,other,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'family': 'Iryani', 'lineage': None, 'honourific': None, 'given': 'Dewi Agustina'}}]",None,,published,,,,http://journal.uinjkt.ac.id/index.php/valensi/article/view/13101,,,,,,,,Jurnal Valensi,,,,,,,
25,['TA'],2020-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/45699,['FT6'],Jurnal kimia Valensi,disk0/00/04/56/99,7,pub,public,2022-10-17 01:25:45,show,2022-10-17 01:25:45,archive,45699,2022-10-17 01:25:45,"[{'format': 'text', 'docid': 184509, 'main': 'CamScanner_nilai_review_annealed_membrane.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-10-14 13:52:17', 'objectid': 184509, 'filesize': 1552113, 'filename': 'CamScanner_nilai_review_annealed_membrane.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/506851', 'fileid': 506851, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b3df3fd0870a75d8c42525f3f6c2165b'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 45699, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184509'}]",636,hasil_review_:Performance of Annealed Composite Cellulose Acetate/NaA Zeolite Membrane in Carbon dioxide/Methane Gas Separation,other,"[{'id': 'dewi.agustina@eng.unila.ac.id', 'name': {'given': 'Dewi Agustina', 'lineage': None, 'family': 'Iryani', 'honourific': None}}]",None,,published,,https://doi.org/10.15408/jkv.v6i2.13101,,https://journal.uinjkt.ac.id/index.php/valensi/article/view/13101,,,,,,,,,,,,,,,
26,['TA'],1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/45708,['FT6'],Jurnal Rekayasa Proses UGM,disk0/00/04/57/08,7,pub,public,2022-10-17 01:26:36,show,2022-10-17 01:26:36,archive,45708,2022-10-17 01:26:36,"[{'placement': 1, 'eprintid': 45708, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184518', 'pos': 1, 'security': 'public', 'main': 'MyReport 14-Oct-2022_paperIrma.pdf', 'docid': 184518, 'files': [{'filesize': 202915, 'objectid': 184518, 'filename': 'MyReport 14-Oct-2022_paperIrma.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/506918', 'hash_type': 'MD5', 'mtime': '2022-10-14 15:00:19', 'fileid': 506918, 'datasetid': 'document', 'hash': '220bb49d40d4af862fbf46d40cc4e97f', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",636,similarity_check: Peningkatan Kualitas Pelet Tandan Kosong Kelapa Sawit melalui Torefaksi Menggunakan Reaktor Counter Current Flow Multi Baffle (COMB),other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Iryani', 'given': 'Dewi Agustina'}, 'id': 'dewi.agustina@eng.unila.ac.id'}]",none,,,,,,,,,,,,,,,,,,,,,
27,['TA'],1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/45703,['FT6'],Jurnal Rekayasa Proses UGM,disk0/00/04/57/03,7,pub,public,2022-10-17 01:26:04,show,2022-10-17 01:26:04,archive,45703,2022-10-17 01:26:04,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'CamScanner_nilai_reviewer_PaperIrma.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'b11cc5a006340d61c2b55403a14bc61e', 'fileid': 506880, 'datasetid': 'document', 'mtime': '2022-10-14 14:21:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/506880', 'filename': 'CamScanner_nilai_reviewer_PaperIrma.pdf', 'objectid': 184513, 'filesize': 1422553}], 'docid': 184513, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184513', 'security': 'public', 'placement': 1, 'eprintid': 45703}]",636,Hasil_Review: Peningkatan Kualitas Pelet Tandan Kosong Kelapa Sawit melalui Torefaksi Menggunakan Reaktor Counter Current Flow Multi Baffle (COMB),other,"[{'name': {'given': 'Dewi Agustina', 'family': 'Iryani', 'lineage': None, 'honourific': None}, 'id': 'dewi.agustina@eng.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Hidayat', 'lineage': None, 'given': 'Wahyu'}, 'id': 'wahyu.hidayat@fp.unila.ac.id'}, {'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}}]",none,,,,https://doi.org/10.22146/jrekpros.56817,,https://jurnal.ugm.ac.id/jrekpros/article/view/56817,,,,,,,,,,,,,,,
28,['QD'],2020-11-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25148,['FT6'],,disk0/00/02/51/48,10,inpress,public,2020-11-16 15:06:33,show,2020-11-16 15:06:33,archive,25148,2020-11-16 15:06:33,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/38936', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 25148, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'content': 'published', 'main': 'RIZKA_MAYASARI_SINTA_2020.docx', 'docid': 38936, 'files': [{'hash': '46b1294884a2d2a77797df25b8f4634a', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 227561, 'datasetid': 'document', 'filename': 'RIZKA_MAYASARI_SINTA_2020.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227561', 'objectid': 38936, 'filesize': 166840, 'mtime': '2020-11-13 08:43:04', 'hash_type': 'MD5'}], 'format': 'text'}]",3246,Penyisihan kadar amoniak (NH3) dalam limbah cair karet dengan kombinasi adsorben bentonit dan zeolit secara kontinyu,conference_item,"[{'id': 'rizka.mayasari@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Rizka', 'honourific': None, 'given': 'Mayasari'}}, {'name': {'honourific': None, 'family': 'Elida', 'lineage': None, 'given': 'purba'}, 'id': None}, {'name': {'given': 'Miftahul', 'honourific': None, 'family': 'Djana', 'lineage': None}, 'id': None}]","Limbah cair hasil pengolahan karet mengandung kadar amoniak yang tinggi. Penelitian ini dilakukan untuk mengaplikasikan proses adsorpsi secara kontinyu dalam menyisihkan kadar amoniak (NH3) limbah cair karet sehingga memenuhi baku mutu air limbah domestik. Tujuan penelitian ini menetapkan dosis dan waktu optimum adsorben zeolite dan bentonite dalam mengadsorpsi polutan khususnya amoniak (NH3) di limbah cair karet.. Variabel penelitian terdiri dari rasio bentonit : zeolit, laju alir dan waktu kontak. Hasil penelitian menunjukkan bahwa terjadi penurunan kadar amoniak (NH3) sebesar 92,89 % pada rasio adsorben 2:1, waktu kontak 90 menit dan laju alir 3 LPM. Hal ini menunjukkan bahwa semakin banyak dosis bentonit yang ditambahkan, semakin lama waktu kontak dan laju alir maka semakin efektif penyisihan kadar amoniak (NH3) dalam limbah cair karet.",,published,,,,,,,TRUE,,,,,,,,14 Oktober 2020,speech,Bandar Lampung,conference,Seminar Nasional Ilmu Teknik dan Aplikasi Industri (SINTA) 2020
29,['TP'],2020-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30462,['FT6'],Springer Nature,disk0/00/03/04/62,10,pub,public,2021-05-24 01:37:22,show,2021-05-24 01:37:22,archive,30462,2021-05-24 01:37:22,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/137060', 'pos': 1, 'eprintid': 30462, 'placement': 1, 'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-21 17:40:08', 'objectid': 137060, 'filesize': 714114, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361063', 'filename': '1. International Journal_WBV.pdf', 'fileid': 361063, 'datasetid': 'document', 'hash': 'a8f9d2bf306209590133b414b5cfecff', 'mime_type': 'application/pdf'}], 'main': '1. International Journal_WBV.pdf', 'docid': 137060}]",192,The Study of Immobilized Media and Ni Ion Addition Effects on COD Removal of POME Using Anaerobic Filter Reactor,article,"[{'name': {'given': '-', 'lineage': None, 'family': 'Sri Ismiyati Damayanti', 'honourific': None}, 'id': 'sri.ismiyati.damayanti@gmail.com'}, {'id': '-', 'name': {'given': '-', 'honourific': None, 'family': 'Silwina Bayonita', 'lineage': None}}, {'id': 'wiratni@ugm.ac.id', 'name': {'given': '-', 'honourific': None, 'family': 'Wiratni Budhijanto', 'lineage': None}}, {'name': {'given': '-', 'honourific': None, 'family': 'Sarto', 'lineage': None}, 'id': 'sarto@ugm.ac.id'}, {'name': {'given': '-', 'lineage': None, 'family': 'I Wayan Mustika', 'honourific': None}, 'id': '-'}, {'name': {'lineage': None, 'family': 'Chandra Wahyu Purnomo', 'honourific': None, 'given': '-'}, 'id': 'Chandra Wahyu Purnomo chandra.purnomo@ugm.ac.id'}]","Palm oil mill effluent (POME) liquid waste contains high organic compounds. It has a high potential to be processed into biogas. One of the technologies that has been developed in processing POME is Fixed Film Bioreactor or anaerobic filter reactor (AFR). AFR is able to handle waste with high organic loading rate by using bacterial attached growth solid media on the surface of the media to form biofilm, which creates an optimum environment to microorganism growth and metabolism.
Plastic balls (bio-balls) is one of the potential immobilization media due to chemically inert and lightweight. In addition,trace elements may enhance methanogens activities. This study aimed to evaluate the effect of bioball as an immobilization media and the addition of trace element Ni to anaerobic digestion process with POME substrate in terms of decreasing soluble chemical oxigen demand (sCOD) and methane production on fixed bed reactor in batch and continuous mode in sequence. The best performance of the reactor was able to reduce 92% of COD content inside the pome by 5 L/day of loading rate of 24,000 ppm POME",,published,,10.1007/s12649-019-00926-0,,https://link.springer.com/article/10.1007/s12649-019-00926-0,-,7045-7051,TRUE,11.0,-,Waste and Biomass Valorization,"[{'type': 'pub', 'url': 'https://link.springer.com/article/10.1007/s12649-019-00926-0'}]",,['USAID through the SHERA program-Centre for Development of Sustainable Region (CDSR)'],"['-', '-', '-']",,,,,
30,['TP'],2020-12-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27478,['FT6'],LPPM UNILA,disk0/00/02/74/78,7,pub,public,2021-02-01 04:49:25,show,2021-02-01 04:49:25,archive,27478,2021-02-01 04:49:25,"[{'eprintid': 27478, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41480', 'pos': 1, 'format': 'text', 'docid': 41480, 'main': 'document.pdf', 'files': [{'hash': '8e6535c51edcafc688f6216201a240e6', 'mime_type': 'application/pdf', 'fileid': 245651, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/245651', 'filename': 'document.pdf', 'filesize': 414479, 'objectid': 41480, 'mtime': '2021-01-27 04:46:34', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",423,"Implementasi Teknologi Alat Peniris Minyak (Spinner) pada Pengembangan Produk Makanan Sehat Berbasis Sayuran di Desa Tulung Salak, Kecamatan Langkapura Bandar Lampung",article,"[{'name': {'given': 'Herti', 'family': 'Utami', 'lineage': None, 'honourific': None}, 'id': 'herti.utami@eng.unila.ac.id'}, {'id': 'darni_yuli@yahoo.com', 'name': {'given': 'Yuli', 'honourific': None, 'family': 'Darni', 'lineage': None}}, {'id': 'rianti_dc@yahoo.com', 'name': {'honourific': None, 'family': 'Tanti', 'lineage': None, 'given': 'Novri'}}, {'id': 'lismeri@yahoo.co.id', 'name': {'given': 'Lia', 'honourific': None, 'family': 'Lismeri', 'lineage': None}}]","Sayuran terutama sayuran hijau merupakan hasil pertanian yang cukup melimpah di Propinsi Lampung. Sayuran hijau yang terdiri bermacam jenis yaitu bayam, kangkung, kacang panjang, brokoli, sawi dan lain-lain. Dalam hal hasil pertanian berupa sayuran hijautersebut, masyarakat selalu mengkonsumsi sayuran hijau tersebut untuk kebutuhan sehari-hari sebagai penambah asupan gizi keluarga. Dalam hal mengkonsumsi sayuran ini, secara umum sudah terpola bahwa ada kesulitan untuk memberikan jenis makanan ini pada anak-anak. Kelompok mitra yang terdiri ibu-ibu PKK dan ibu-ibu rumah tangga di Desa Tulung Salak ini tidak pernah punya ide untuk mengolahnya menjadi produk makanan ringan. Untuk mengatasi hal ini Tim pengabdian memberikan materi pelatihan cara membuat sayur krispi. Produk ini berupa sayur krispi yang prosesnya menggunakan alat peniris minyak (spinner). Dengan pengetahuan ini diharapkan selanjutnya para peserta tersebut dapat mempraktekkan langsung pengetahuan yang mereka peroleh.Masyarakat diharapkan dapat membuat sayur krispi sendiri dan dapat dijual untuk usaha sampingan sehinggapendapatan keluarga dapat meningkat. Kegiatan ini juga dapat menjadi alternatif untuk usaha skala rumah tangga.
Kata kunci: teknologi tepat guna; alat peniris minyak; sayur krispi",,published,,,,http://jss.lppm.unila.ac.id/index.php/ojs/article/view/195/174,3,230-233,TRUE,4.0,2550-1089,Jurnal Sakai Sambayan,,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Mesin, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung']",,,,,
31,['TP'],2020-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22121,['FT6'],,disk0/00/02/21/21,6,pub,public,2020-06-09 07:26:33,show,2020-06-09 07:26:33,archive,22121,2020-06-09 07:26:33,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35528', 'eprintid': 22121, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 35528, 'main': 'Artikel Herti Utami JTII April 2020.pdf', 'files': [{'hash': '0d3eb516bfac23bcfef1448946fd5cc0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 203787, 'mtime': '2020-06-09 07:12:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/203787', 'filename': 'Artikel Herti Utami JTII April 2020.pdf', 'objectid': 35528, 'filesize': 783431}]}]",423,"Pengaruh kecepatan pengadukan dan waktu reaksi
pada sintesis α-terpineol dari terpentin dengan katalis
zeolit alam Lampung teraktivasi",article,"[{'id': 'herti.utami@eng.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Utami', 'given': 'Herti'}}, {'name': {'family': 'Ginting', 'lineage': None, 'honourific': None, 'given': 'Simparmin'}, 'id': 'simparmin@gmail.com'}, {'name': {'given': 'Eka Nanda', 'family': 'Putriani', 'lineage': None, 'honourific': None}, 'id': None}]","Pohon pinus yang dibudidayakan di Indonesia sebagian besar adalah jenis pinus merkussi yang terdiri dari dua komponen utama yaitu gondorukem(60%) dan minyak terpentin (10-17,5%. Hasil utama penyulingan getah pinus yaitu berupa minyak terpentin. Minyak terpentin yang diperoleh memilki kandungan α-pinene yang bisa dihidrasi untuk menghasilkan α-terpineol dengan menggunakan katalis heterogen berupa zeolit alam dapat menjadi alternatif baru sabagai pengganti katalis homogen asam cair. Pada penelitian ini, dipelajari pengaruh kecepatan pengadukan dan waktu reaksi pada sintesis α-terpineol dari terpentin dengan katalis Zeolit Alam Lampung(ZAL) teraktivasi dengan isopropil alkhol sebagai solubility promoter. Zeolit alam lampung sebelum digunakan sebagai katalis dilakukan aktivasi secara kimia dan fisika untuk menghilangkan pengotor dan meningkatkan keasaman. Untuk mengetahui karakteristik zeolit, dilakukan analisis Fourier Transform Infrared (FTIR) dan analisis X-Ray Fluorescene (XRF). Variabel yang digunakan dalam sintesis α-terpineol dari terpentin adalah kecepatan pengadukan (300, 400 dan 500 rpm) dan waktu reaksi (60, 120, 180, dan
240 menit). Senyawa hasil reaksi di uji dengan GC dan GCMS. Dari hasil penelitian diperoleh konversi tertinggi pada variasi kecepatan pengadukan 500 rpm dan waktu 240 menit sebesar 33,2363%.

Kata kunci: α-Terpineol, Terpentin, Zeolit Alam Lampung",,published,,,,,1,8-14,FALSE,1.0,"ISSN 2722-0184, e-ISSN 2722-0192",Jurnal Teknologi dan Inovasi Industri,,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Juriusan Teknik KImia, Fakultas Teknik, Universitas Lampung', 'Juriusan Teknik KImia, Fakultas Teknik, Universitas Lampung']",,,,,
32,['TP'],2020-12-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/34538,['FT6'],Balitbangda Lampung,disk0/00/03/45/38,7,pub,public,2021-10-15 04:46:30,show,2021-10-15 04:46:30,archive,34538,2021-10-15 04:46:30,"[{'eprintid': 34538, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155062', 'format': 'text', 'docid': 155062, 'main': '6. Cindy Rizka Aulia.pdf', 'files': [{'objectid': 155062, 'filesize': 542365, 'filename': '6. Cindy Rizka Aulia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406136', 'hash_type': 'MD5', 'mtime': '2021-10-14 03:35:43', 'fileid': 406136, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a0a0f5a24f6f69e6fed7aa17d65559c5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",423,PENGARUH WAKTU DAN PELARUT EDTA (Ethylenediaminetetraacetic Acid) PADA EKSTRAKSI FUKOIDAN DARI RUMPUT LAUT COKELAT Sargassum binderi Sonder,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Utami', 'given': 'Herti'}, 'id': 'herti.utami@eng.unila.ac.id'}, {'name': {'given': 'Muhammad', 'family': 'Hanif', 'lineage': None, 'honourific': None}, 'id': 'muhammad.hanif@eng.unila.ac.id'}, {'id': 'cindyrzk@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Aulia', 'given': 'Cindy Rizka'}}, {'name': {'given': 'Zulaika Setya', 'honourific': None, 'family': 'Mega Sari', 'lineage': None}, 'id': 'zulaikha.setya1069@students.unila.ac.id'}]","Rumput laut cokelat memiliki beragam polisakarida yang terkandung di dalamnya. Salah satu polisakarida dari rumput laut cokelat yang diketahui memiliki bioaktivitas yang tinggi adalah fukoidan. Banyak penelitian telah menunjukkan bahwa bioaktivitas dari fukoidan antara lain mampu menghambat pertumbuhan sel kanker, anti koagulan, antivirial, dan sebagai immunostimulan. Mengisolasi fukoidan dari rumput laut cokelat telah banyak dilakukan dengan beragam cara. Penelitian ini bertujuan untuk mengetahui bagaimana pengaruh waktu dan konsentrasi pelarut EDTA (ethylenediaminetetraacetic acid) pada proses ekstraksi dan karakteristik fukoidan dari rumput laut cokelat jenis Sargassum binderi Sonder. Konsentrasi pelarut yang digunakan pada penelitian ini sebesar 0,15%; 0,3%: 0,5%; 1%; dan 1,3% serta waktu ekstraksi selama 1 jam, 2 jam, 3 jam, 4 jam, dan 5 jam. Perbandingan rumput laut dan air adalah 1:30 dengan suhu ekstraksi dilakukan pada 70˚C. Dalam penelitian ini didapatkan yield crude fucoidan terbesar pada waktu ekstraksi 4 jam dan konsentrasi pelarut 1,3% yaitu sebesar 3,67%. Hasil analisis menunjukkan kandungan total gula dari ekstrak fukoidan dengan yield terbesar didapatkan sebesar 36,48% dan kandungan sulfat sebesar 17,16%. 
 
Kata kunci: fukoidan, EDTA, bioaktivitas, rumput laut.",,published,,,,,3,265-279,FALSE,8.0,"P-ISSN 2354-5704, E-ISSN 2622-190X","Jurnal Kelitbangan, Inovasi Pembangunan, Balitbangda Lampung",,,,"['Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung', 'Jurusan Teknik Kimia, Fakultas Teknik, Universitas Lampung']",,,,,
