,title,refereed,creators,type,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,lastmod,official_url,documents,userid,number,related_url,dir,publisher,publication,divisions,rev_number,ispublished,full_text_status,issn,status_changed,date_type,subjects,uri,date,abstract,volume,institution,monograph_type,succeeds,contributors,id_number,corp_creators,referencetext,isbn,book_title,event_location,event_dates,pres_type,event_title,event_type,place_of_pub,contact_email
53,VALUASI EKONOMI DAN DAMPAK WISATA ALAM BUKIT SAKURA TERHADAP PEREKONOMIAN MASYARAKAT,TRUE,"[{'name': {'given': 'Meitry', 'honourific': None, 'family': 'Indriastuti', 'lineage': None}, 'id': None}, {'name': {'given': 'Fembriarti Erry', 'honourific': None, 'lineage': None, 'family': 'Prasmatiwi'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'name': {'given': 'Teguh', 'honourific': None, 'lineage': None, 'family': 'Endaryanto'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",article,show,53-60,2022-05-23 01:30:47,41712,archive,2022-05-23 01:30:47,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5668,"[{'main': 'Meitri - valuasi ekonomi.pdf', 'docid': 163373, 'files': [{'mtime': '2022-05-22 00:41:42', 'hash_type': 'MD5', 'filename': 'Meitri - valuasi ekonomi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461099', 'objectid': 163373, 'filesize': 513689, 'hash': '30eb9954c98165994b0d803f32000130', 'mime_type': 'application/pdf', 'fileid': 461099, 'datasetid': 'document'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 41712, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163373', 'pos': 1, 'security': 'public'}]",728,1.0,,disk0/00/04/17/12,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,['FP1'],6,pub,public,2337 7070,2022-05-23 01:30:47,published,['AC'],http://repository.lppm.unila.ac.id/id/eprint/41712,2022-02,"The purposes of this study are to explore the travel costs incurred by visitors to Bukit Sakura, the factors that affect the number of tourist visits to Bukit Sakura, the economic value of Bukit Sakura and the impact of Bukit Sakura on the people's economy. The research location was chosen deliberately in Bukit Sakura Nature Tourism. Data collection was carried out in March-July 2020. The method used in this study was a case study with 76 visitor respondents, 15 worker respondents and 8 business unit respondents. The data analysis methods used are travel cost analysis, Poisson regression analysis, economic value calculation, and Keynesian multiplier effect. Travel expenses incurred by visitors to Bukit Sakura tourism are IDR 88,805 per person per visit. The factors that influence the number of visits to Bukit Sakura are the age and cost of the trip. The economic value of Bukit Sakura based on the travel cost method is IDR 13,111,054,718.63. The Income Multiplier Keynesian value is 0.45 while the Income Multiplier Ratio Type 1 value is 2.68 and the value obtained from Income Multiplier Ratio Type 2 is 5.18. The Income Multiplier Keynesian value of 0.45 indicates that Bukit Sakura tourism still has a low economic impact.

Key words: economic impacts, economic value, number of visits, and travel costs.",10.0,,,,,,['Universitas Lampung'],,,,,,,,,,
54,IMPACTS OF COFFEE AGROFORESTRY AND SUSTAINABILITY CERTIFICATION ON FARMERS’ LIVELIHOOD IN SUMATRA-INDONESIA,TRUE,"[{'id': 'hismono@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Ismono', 'honourific': None, 'given': 'R Hanung'}}, {'name': {'lineage': None, 'family': 'Arifin', 'honourific': None, 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}, {'id': 'katsuyat@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Tanaka', 'given': 'Katsuya'}}, {'name': {'given': 'Ryohei', 'family': 'Kada', 'lineage': None, 'honourific': None}, 'id': 'kada0113@gmail.com'}]",article,show,77-95,2023-05-03 06:58:07,51002,archive,2023-05-03 06:58:07,https://journalssr.com/index.php/ssr/article/view/19,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190714', 'eprintid': 51002, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 190714, 'main': 'IMPACTS OF COFFEE AGROFORESTRY AND SUSTAINABILITY CERTIFICATION ON FARMERS’ LIVELIHOOD turnitin.pdf', 'files': [{'fileid': 548636, 'datasetid': 'document', 'hash': '51a28b9c056e003dd7cb8227c9ee4c82', 'mime_type': 'application/pdf', 'objectid': 190714, 'filesize': 783722, 'filename': 'IMPACTS OF COFFEE AGROFORESTRY AND SUSTAINABILITY CERTIFICATION ON FARMERS’ LIVELIHOOD turnitin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/548636', 'hash_type': 'MD5', 'mtime': '2023-05-03 04:55:35'}]}]",948,5.0,"[{'url': 'https://journalssr.com/index.php/ssr/article/view/19', 'type': 'pub'}]",disk0_bak/00/05/10/02,Indonesian Forestry Certification Cooperation (IFCC) in collaboration with Millennium Resource Alternatives (MRA) LLC and Sustainable Development Indonesia (SDI),Sustainability Science and Resources,['FP1'],6,unpub,public,2809-6029,2023-05-03 06:58:07,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/51002,2022,"This study examines the impacts of coffee agroforestry system and sustainability certification on farmers’ livelihood in Sumatra-Indonesia. The study applies farm-income analysis and quasiexperimental impact evaluations by interviewing 408 coffee farm-households in Lampung Province.  Propensity score matching (PSM) adopted here compares some matching characteristics of adopters of coffee agroforestry system and sustainability certification and the control groups.  The results show that both coffee agroforestry systems and sustainability certification have positive significant impacts in improving economic benefits and environmental benefits, although the magnitudes slightly differ.  Future policy shall provide better alternatives for farmers’ land-use systems that could ensure a better livelihood.",2.0,,,,,https://journalssr.com/index.php/ssr/article/view/19,,,,,,,,,,,
55,"Struktur Pendapatan Dan Tingkat Kesejahteraan Petani Padi
Organik Di Kabupaten Lampung Tengah",TRUE,"[{'name': {'family': 'Julica', 'lineage': None, 'honourific': None, 'given': 'Samara'}, 'id': None}, {'id': 'dwih_unila@yahoo.com', 'name': {'given': 'Dwi', 'lineage': None, 'family': 'Haryono', 'honourific': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'lineage': None, 'family': 'Murniati', 'honourific': None}}]",article,show,132-144,2023-04-12 07:40:50,50354,archive,2023-04-12 07:40:50,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190051', 'eprintid': 50354, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'mtime': '2023-04-12 02:55:39', 'hash_type': 'MD5', 'filename': 'Julica Samara Jofsa_merged.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/543637', 'objectid': 190051, 'filesize': 848108, 'hash': '92ccc9d57b83ba827bce2117711be5dd', 'mime_type': 'application/pdf', 'fileid': 543637, 'datasetid': 'document'}], 'main': 'Julica Samara Jofsa_merged.pdf', 'docid': 190051}]",928,2.0,,disk0_bak/00/05/03/54,Politeknik mNegeri lampung,JoFSA,['FP1'],6,pub,public,2597-9426,2023-04-12 07:40:50,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/50354,2022-10-31,"This research aimed to analyze the income of organic rice farmers, household income of
organic rice farmers, and the level of prosperity of organic rice farmers in Central Lampung
Regency. The research method used in this study was the survey method. This research was
conducted in Central Lampung Regency. The research location was chosen purposively with
the consideration that in Central Lampung Regency there were still farmers who planted
organic rice in three districts, namely Trimurjo District, Punggur District, and Seputih Raman
District. Respondents were all farmers who planted organic rice in three districts with 31
farmers taken by census techniques. The data collection was carried out in January - March 2020. Data analysis used in this research was a qualitative and quantitative descriptive method. The result showed that the level of income of organic rice farmers in Central Lampung Regency was Rp41.166.291,54 per year. The level of household income of organic rice farmers in Central Lampung Regency was Rp89.906.452,83 per year. Based on the criteria of theCentral Statistics Agency (BPS) in 2014, prosperity level of all organic rice farmers in Central Lampung Regency fell into prosperous category.",6.0,,,,,,,,,,,,,,,,
56,"ANALISIS PENGADAAN BAHAN BAKU DAN PENDAPATAN AGROINDUSTRI IKAN ASIN TERI DI KECAMATAN KALIANDA, KABUPATEN LAMPUNG SELATAN",TRUE,"[{'id': None, 'name': {'lineage': None, 'family': 'Kartika', 'honourific': None, 'given': 'Euis'}}, {'name': {'honourific': None, 'family': 'Prasmatiwi', 'lineage': None, 'given': 'Fembriarti Erry'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'id': 'eka.kasymir@fp.unila.ac.id', 'name': {'family': 'Kasymir', 'lineage': None, 'honourific': None, 'given': 'Eka'}}]",article,show,69-77,2022-05-23 01:30:44,41711,archive,2022-05-23 01:30:44,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5670,"[{'mime_type': 'application/pdf', 'language': 'id', 'rev_number': 2, 'docid': 163372, 'main': 'Euis-ikan asin.pdf', 'files': [{'objectid': 163372, 'filesize': 466610, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461092', 'filename': 'Euis-ikan asin.pdf', 'hash_type': 'MD5', 'mtime': '2022-05-22 00:37:28', 'datasetid': 'document', 'fileid': 461092, 'hash': 'c84c6e6690ccd396d86a4916a71e3244', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163372', 'security': 'public', 'placement': 1, 'eprintid': 41711}]",728,1.0,,disk0/00/04/17/11,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,['FP1'],7,pub,public,2337 7070,2022-05-23 01:30:44,published,['AC'],http://repository.lppm.unila.ac.id/id/eprint/41711,2022-02,"he purposes of this research are to analyze the processing and determine the process of raw materials procurement that corresponds to six right (on time, right place, right quality, right quantity, the right type, and the right price), and to analyze income of anchovy fish agroindustry in Kalianda District, South Lampung Regency. This location is selected purposively for it is the center of salted anchovy producers in Kalianda. This study is included census survey method in the villages of Maja and Merak Belantung. The data were collected in December 2019 - January 2020 and analyzed by using descriptive analysis of quantitative and qualitative. The results of this study indicated that the six components of raw material procurement was right during the east wind and normal monsoon, but was not on time and not in the right quantity during the west wind season. On the west monsoon revenue over cash and total cost is IDR3,637,031 and IDR122,114 with R/C values of 1.20 and 0.99. The income on cash and on total costs respectively during the east wind season is IDR241,702,427 and IDR209,674,762 with R/C of 1.29 and 1.25, the normal wind season of IDR56,225,240 and IDR50,536,536 with R/C of 1.20 and 1.18.

Key  words: agroindustry,income, moonson, salted anchovy",10.0,,,,,,['Universitas Lampung'],,,,,,,,,,
57,"COMMUNITY PERCEPTIONS ON THE DEVELOPMENT OF NATURAL TOURISM OF MENGKUDU ISLAND, LAMPUNG PROVINCE",TRUE,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Kartini', 'given': 'Putri Mei'}}, {'name': {'given': 'Christine', 'family': 'Wulandari', 'lineage': None, 'honourific': None}, 'id': 'christine.wulandari@fp.unila.ac.id'}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Abidin', 'given': 'Zainal'}}, {'id': 'sugeng.prayitno@fp.unila.ac.id', 'name': {'given': 'Sugeng Prayitno', 'honourific': None, 'family': 'Harianto', 'lineage': None}}, {'id': 'hari.kaskoyo@fp.unila.ac.id', 'name': {'given': 'Hari', 'honourific': None, 'family': 'Kaskoyo', 'lineage': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'honourific': None, 'lineage': None, 'family': 'Murniati'}}]",conference_item,show,79-85,2022-12-12 01:55:07,47179,archive,2022-12-12 01:55:07,https://en.euroasiacongress.org/_files/ugd/614b1f_6e4720468d914c77ad703007291816ad.pdf,"[{'format': 'text', 'main': 'Prosiding Seminar internasional _compressed.pdf', 'files': [{'objectid': 186155, 'filesize': 786096, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518131', 'filename': 'Prosiding Seminar internasional _compressed.pdf', 'hash_type': 'MD5', 'mtime': '2022-12-11 08:26:29', 'fileid': 518131, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4f6e3ff8fdafba563a54a92b4587e8b1'}], 'docid': 186155, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 47179, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186155'}]",933,,,disk0/00/04/71/79,,,['FP1'],8,pub,public,,2022-12-12 01:55:07,published,['SD'],http://repository.lppm.unila.ac.id/id/eprint/47179,2022-08,"Lampung Province precisely in South Lampung Regency, has extraordinary potential and natural wealth, one of which is Mengkudu Island. Mengkudu Island is a small island with unique raised sand that can be passed by tourists while enjoying the color of the blue sea which is very attractive to young people to visit. This interest makes managers have to continue to improve tourist attractions so that they can compete with other tourist objects by involving community participation in supporting economic improvement as a source of income. It is necessary to conduct research with the aim of knowing the public's perception of the development of natural tourism on Mengkudu Island. The research will be carried out in March 2022, which is located in Totoharjo Village, Bakauheni District, South Lampung Regency. The equipment used in the form of laptops, cameras, questionnaires, and stationery. The material used is the people of Totoharjo Village, the number of which is determined using the Slovin Formula, namely 94 respondents. Sampling using simple random sampling that is in a population each person has the same opportunity to be selected as a sample. Furthermore, it was analyzed using a Likert Scale to measure attitudes, views and perceptions of the development of Mengkudu Island. Based on the results of the study, the highest value was obtained, namely the variable increase in land and building prices which had a score of 3.86 in the ""good"" category. The community will get additional income when selling or renting land and buildings around Mengkudu Island. The lowest value is on the variable of the cleanliness condition of Mengkudu Island with a score of 3 which is included in the ""good enough"" category, tourists think that Mengkudu Island does not maintain cleanliness but in fact the manager always cleans the garbage in the morning and afternoon but the garbage continues to arrive.",,,,,,,,,,,"ANARA, TURKEY",7-9 AUGUST 2022,paper,EURO ASIA 10th. INTERNATIONAL CONGRESS ON APPLIED SCIENCES,conference,,
58,ANALISIS PENDAPATAN DAN RISIKO USAHATANI JAGUNG DI KECAMATAN METRO KIBANG KABUPATEN LAMPUNG TIMUR,TRUE,"[{'id': None, 'name': {'honourific': None, 'family': 'Keny', 'lineage': None, 'given': 'Woeniar Michelle'}}, {'name': {'given': 'Fembriarti Erry', 'honourific': None, 'family': 'Prasmatiwi', 'lineage': None}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'id': 'dwih_unila@yahoo.com', 'name': {'given': 'Dwi', 'lineage': None, 'family': 'Haryono', 'honourific': None}}]",article,show,44-52,2022-05-23 01:30:51,41713,archive,2022-05-23 01:30:51,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5648,"[{'mime_type': 'application/pdf', 'language': 'id', 'rev_number': 2, 'format': 'text', 'files': [{'mtime': '2022-05-22 00:46:33', 'hash_type': 'MD5', 'filename': 'Woeniar-jagung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461105', 'filesize': 936278, 'objectid': 163374, 'mime_type': 'application/pdf', 'hash': 'fbc3f45571d5aab0e6031c513f0d0d1d', 'datasetid': 'document', 'fileid': 461105}], 'main': 'Woeniar-jagung.pdf', 'docid': 163374, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163374', 'pos': 1, 'eprintid': 41713, 'placement': 1}]",728,1.0,,disk0/00/04/17/13,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,['FP1'],7,pub,public,2337 7070,2022-05-23 01:30:51,published,['AC'],http://repository.lppm.unila.ac.id/id/eprint/41713,2022-02,"This study aims to examine the comparison of income, risk, risk mapping, and risk management strategies by farmersof corn farming in dry land and rainfed land.  The survey was conducted in Metro Kibang District, East Lampung Regency in January 2021.  The respondents were randomly selected as many as 70 farmers consisting of 40 dry land farmers in Margototo Village and 30 rainfed land farmers in Kibang Village.  The data were analyzed using the income difference test, the coefficient of variation difference test, risk mapping, and descriptive analysis of farmers’ strategies.  The results showed that the income of corn farming grown in dry land and in rainfed land was different, but both were profitable.  The risk of production and income of corn farming in dry land is greater than in rainfed land.  The risk mapping in dry land and rainfed land shows that the highest risk source come from pests.  In general, dry land farmers and rainfed land farmers have similar strategies, i.e: doing replanting and spraying pesticides for controlling pests.

 Key words: corn farming, income, risk, risk mapping",10.0,,,,,,,,,,,,,,,,
59,"ANALISIS KESEJAHTERAAN RUMAH TANGGA PETANI UBI KAYU DI
KABUPATEN TULANG BAWANG BARAT",TRUE,"[{'name': {'honourific': None, 'family': 'Khrisna Indrawan', 'lineage': None, 'given': 'Syahyani'}, 'id': None}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'lineage': None, 'honourific': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'honourific': None, 'lineage': None, 'family': 'Murniati'}}]",article,show,1427-1438,2023-08-16 10:12:23,52374,archive,2023-08-16 10:12:23,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'krisna, waz, km_merged.pdf', 'files': [{'filename': 'krisna, waz, km_merged.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/620752', 'filesize': 2700691, 'objectid': 253667, 'mtime': '2023-08-15 07:29:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '83d016a8693ba5a453b58a55dc1b9257', 'fileid': 620752, 'datasetid': 'document'}], 'docid': 253667, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/253667', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 52374}]",928,4.0,,disk0_bak/00/05/23/74,Universitas Brawijaya,Jurnal Ekonomi Pertanian dan Agribisnis (JEPA),['FP1'],6,pub,public,"2614-4670 (p), 2598-8174 (e)",2023-08-16 10:12:23,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/52374,2022-11-01,"This study aims to examine household welfare and factors affecting household welfare of
cassava farmers in Tulang Bawang Barat District. Samples were taken by simple random
method. The research location is in Tulang Bawang Tengah sub-distric and Tulang Bawang
Udik sub-district. The research location was chosen purposively. The respondents were 70
farmers. The time of data collection is in January - March 2021. Measurement of household
welfare and factors affecting household welfare was done by using Sajogyo welfare criteria and
binary logit model. Based on Sajogyo's welfare, most of the cassava farmer households in
Tulang Bawang Barat Regency are already prosperous. Farmer households that are
categorized as having sufficient and decent living (prosperous) are 95.71 percent and those
categorized as near-poor (not yet prosperous) are 4.29 percent. The factors that influence the
household welfare of cassava farmers in Tulang Bawang Barat District are the education level
of the head of the family and non-food expenditure.",6.0,,,,,,,,,,,,,,,,
60,ANALISIS KERAGAAN AGROINDUSTRI KOPI LUWAK : STUDI KASUS PADA AGROINDUSTRI RATU LUWAK DI KECAMATAN BALIK BUKIT KABUPATEN LAMPUNG BARAT,TRUE,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Laksono', 'given': 'Arief'}, 'id': None}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Prasmatiwi', 'lineage': None, 'given': 'Fembriarti Erry'}}, {'id': 'agb_yulianasaleh@yahoo.com', 'name': {'given': 'Yuliana', 'honourific': None, 'family': 'Saleh', 'lineage': None}}]",article,show,17-25,2022-05-23 01:30:37,41707,archive,2022-05-23 01:30:37,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5645,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/163368', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41707, 'rev_number': 2, 'language': 'id', 'mime_type': 'application/pdf', 'docid': 163368, 'main': 'Arif-kopi luwak.pdf', 'files': [{'fileid': 461066, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a88cb9a238eab2a6825a26b1489be57f', 'hash_type': 'MD5', 'mtime': '2022-05-21 23:58:41', 'objectid': 163368, 'filesize': 700197, 'uri': 'http://repository.lppm.unila.ac.id/id/file/461066', 'filename': 'Arif-kopi luwak.pdf'}], 'format': 'text'}]",728,1.0,,disk0/00/04/17/07,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,Jurnal Ilmu-Ilmu Agribisnis,['FP1'],7,pub,public,2337 7070,2022-05-23 01:30:37,published,['AC'],http://repository.lppm.unila.ac.id/id/eprint/41707,2022-02,"This study aimed to analyze management of raw material procurement; cost of production, added value and profit; distribution channels in the luwak coffee aroindustry. The method used was a case study on the Ratu Luwak Agroindustry in Balik Bukit District, West Lampung Regency. The research was conducted from April 2020 to June 2020. The data analysis methods used were quantitative and qualitative descriptive analysis. The results of this study indicated that the management of raw material procurement was not yet economical; the cost of production, added value and profit of the agroindustry had positive values which means that the agro-industry was profitable; distribution channels shown that the marketing was efficient.

 Key words: agroindustry, luwak coffee, performance, regular coffee.",10.0,,,,,,['Universitas Lampung'],,,,,,,,,,
61,"Kepuasan Konsumen Terhadap Pelayanan Elektronik (E-Services)
Pemasaran Online Makanan Ayam Cepat Saji Melalui Market Place(Studi Kasus Pada Ayips Bandar Lampung)",TRUE,"[{'id': None, 'name': {'given': 'Putri', 'family': 'Larasati', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Ktut', 'family': 'Murniati', 'lineage': None, 'honourific': None}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'name': {'given': 'maya', 'honourific': None, 'family': 'riantini', 'lineage': None}, 'id': 'mayaunila@yahoo.com'}]",article,show,36-46,2022-07-11 08:24:59,43194,archive,2022-07-11 08:24:59,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165058', 'eprintid': 43194, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'jofsa Putri Larasati.pdf', 'docid': 165058, 'files': [{'hash_type': 'MD5', 'mtime': '2022-07-11 06:57:56', 'objectid': 165058, 'filesize': 319134, 'uri': 'http://repository.lppm.unila.ac.id/id/file/472272', 'filename': 'jofsa Putri Larasati.pdf', 'datasetid': 'document', 'fileid': 472272, 'hash': '305294ed43c67674c92bbbf004af7cbc', 'mime_type': 'application/pdf'}]}]",928,1.0,,disk0/00/04/31/94,"Departmen of Agribusiness, Lampung State of Polytechnic",Journal of Food System and Agribusiness,['FP1'],6,pub,public,26545853,2022-07-11 08:24:59,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/43194,2022-04-30,"The use of electronic as marketing medium has already become a trend for commercial
business to promote and market their goods more quickly and widely, a strategy that Ayips
does. In the early days of business, Ayips has done online marketing by using electronic
media like Instagram, Whatsapp, Gofood, and Grabfood with a goal of introducing the
business to consumers more broadly and rapidly by performing electronic services or eservices

that fit the consumer’s expectation and satisfaction. The research aimed to analyze
e-services performance and consumer satisfaction on e-services on the online marketing of
Ayips through marketplace. The sample used in this study amounted to 75 consumers who
bought Ayips once through online service. The data were analysed by using importance
performance analysis. This study indicated that Ayips' willingness to answer questions and
assist customers when they were in trouble for online bookings needs to be increased, so it is
recommended that the whatsapp could be used as a personal consumer service to improve
the response of complaints and consumer questions.",6.0,,,,,,,,,,,,,,,,
62,"PEMBINAAN KELOMPOK WANITA TANI HARAPAN JAYA DALAM PENERAPAN BAURAN PEMASARAN JAHE MERAH INSTAN DI KECAMATAN RAJABASA, BANDAR LAMPUNG",TRUE,"[{'id': 'dyaharing@fp.unila.ac.id', 'name': {'given': 'Dyah Aring Hepiana', 'honourific': None, 'lineage': None, 'family': 'Lestari'}}, {'name': {'lineage': None, 'family': 'Sayekti', 'honourific': None, 'given': 'Wuryaningsih Dwi'}, 'id': 'sayekti_wur@yahoo.co.id'}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'family': 'Prasmatiwi', 'lineage': None, 'honourific': None, 'given': 'Fembriarti Erry'}}, {'name': {'given': 'R Hanung', 'honourific': None, 'lineage': None, 'family': 'Ismono'}, 'id': 'hismono@fp.unila.ac.id'}, {'id': 'sekartiarasyafani@gmail.com', 'name': {'given': 'Tyas Sekar Tiara', 'lineage': None, 'family': 'Syafani', 'honourific': None}}]",article,show,221-230,2022-10-05 04:06:44,45508,archive,2022-10-05 04:06:44,https://jurnal.fp.unila.ac.id/index.php/JPFP,"[{'format': 'text', 'docid': 184284, 'main': 'PEMBINAAN KELOMPOK WANITA TANI HARAPAN JAYA DALAM PENERAPAN BAURAN PEMASARAN JAHE MERAH INSTAN.pdf', 'files': [{'datasetid': 'document', 'fileid': 505397, 'hash': '91f954f5e5fa65d8397c78676965124e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-05 03:47:45', 'objectid': 184284, 'filesize': 343022, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505397', 'filename': 'PEMBINAAN KELOMPOK WANITA TANI HARAPAN JAYA DALAM PENERAPAN BAURAN PEMASARAN JAHE MERAH INSTAN.pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 45508, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184284', 'pos': 2}]",908,2.0,"[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JPFP/article/view/5958', 'type': 'pub'}]",disk0/00/04/55/08,Fakultas Pertanian Universitas Lampung,Jurnal Pengabdian Fakultas Pertanian Universitas Lampung,['FP1'],9,pub,public,2829-2235,2022-10-05 04:06:44,published,['S1'],http://repository.lppm.unila.ac.id/id/eprint/45508,2022-09-02,"Kelompok Wanita Tani (KWT) Harapan Jaya di Kota Bandar Lampung memiliki usaha pengolahan jahe  merah menjadi jahe instan. Permintaan terhadap jahe instan tersebut meningkat sejak pandemi Covid 19.  Namun, kendala yang dihadapi bila akan meningkatkan produksi adalah ketersediaan bahan baku dan jahe instan dihasilkan belum dikemas dengan baik, penentuan harga jual belum benar, pemasaran masih terbatas, dan promosi belum dilakukan. Kegiatan pengabdian kepada masyarakat ini bertujuan untuk meningkatan pengetahuan anggota KWT Harapan Jaya tentang pengadaan bahan baku jahe merah dan bauran pemasaran jahe instan.  Metode yang digunakan dalam kegiatan pengabdian kepada masyarakat adalah penyuluhan (ceramah dan diskusi) dan pendampingan. Setelah kegiatan penyuluhan dilakukan, pengetahuan anggota KWT Harapan Jaya mengenai pengadaan bahan baku jahe merah dan bauran pemasaran meningkat sebesar 66,17 persen. Peserta kegiatan antusias mengikuti kegiatan pengabdian kepada masyarakat terlihat dari persentase kehadiran sebesar 65 persen (lebih dari 50 persen anggota aktif) dan diskusi berjalan lancar serta aktif. Pengembangan kemasan produk, tertib pembukuan usaha, penetapan harga jual jahe instan, pemanfaatan media sosial dalam pemasaran dan promosi jahe instan KWT Harapan Jaya perlu waktu yang lebih panjang untuk mengevaluasinya.",1.0,,,,,http://dx.doi.org/10.23960/jpfp.v1i2.5958,,,,,,,,,,,
