,publisher,divisions,dir,ispublished,rev_number,status_changed,full_text_status,subjects,uri,abstract,title,creators,type,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,date_type,refereed,publication,issn,event_dates,pres_type,event_location,event_type,event_title,official_url,number,pagerange,volume,corp_creators,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
106,Universitas Lampung,['FP1'],disk0/00/00/61/15,pub,8,2018-04-26 02:06:12,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/6115,"The objectives of this research are to analyze dominant factors on the consumer’s buying decision of banana
chips and formulate a marketing strategy based on consumer behavior and marketing mix. The research
was conducted by a survey method in Sub-district of East Metro of Metro City. This location was chosen on
purpose by considerate that place are crowded which is well known as the central area of the banana chips
in Metro. There were 100 respondents of both men and women that met the inclusion samples’ criteria, such
as having at least an experience in buying banana chips. The results showed that there were three dominant component factors that influenced purchasing decisions of banana chips: the first principal component factor was named as performance (live style) and price product, the second major components was named the shape, and the third major components was named flavour variations of banana chips. Marketing strategy banana chips are utilizing the product prices to improve the image of product for consumers, improving skills and technology, expand the marketing of products to potential region and have never reached a competitor, utilizing local specialty food products as to obtain a large market opportunity and increase the carrying capacity of low funds by utilizing the carrying capacity of the goverment.
Key words: banana chips, buying decision, consumer behavior, factor analysis",STRATEGI PEMASARAN BERDASARKAN PERILAKU PEMBELIAN KERIPIK PISANG DI KOTA METRO,"[{'name': {'honourific': None, 'family': 'Indriasuti', 'lineage': None, 'given': 'Ine'}, 'id': '1ne6ung4@gmail.com'}, {'id': 'irfanaffandi2006@yahoo.com', 'name': {'given': 'Muhammad Irfan', 'lineage': None, 'family': 'Affandi', 'honourific': None}}, {'id': 'yakti_indriani@yahoo.com', 'name': {'given': 'Yaktiworo', 'family': 'Indriani', 'lineage': None, 'honourific': None}}]",article,show,archive,6115,2018-04-26 02:06:12,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19021', 'security': 'public', 'placement': 1, 'eprintid': 6115, 'language': 'id', 'rev_number': 3, 'mime_type': 'application/xml', 'content': 'published', 'main': 934, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/56277', 'filename': 934, 'objectid': 19021, 'filesize': 18838, 'mtime': '2017-11-23 08:01:15', 'hash_type': 'MD5', 'hash': 'e36f8a46b9b1031c4248f6e8fa758a7d', 'mime_type': 'application/xml', 'fileid': 56277, 'datasetid': 'document'}], 'docid': 19021, 'format': 'text'}]",2018-04-26 02:06:12,938,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/1029/934,2.0,114-121,3.0,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,,,,,,,
107,,['FP1'],disk0/00/01/71/08,unpub,8,2019-11-19 05:16:59,public,['AC'],http://repository.lppm.unila.ac.id/id/eprint/17108,"Coffee agroforestry systems adopted in the Upper Sekampung Watershed in Lampung, Sumatra-Indonesia have contributed to conservation practices in food production centers of the province. 
Upstream watersheds had threatened by land degradation and deforestation. Land Degradasion caused erosion, river sedimentation and hydrological destruction.  
Coffee farming income contributed up to 24% toward household income.   The main income source come from farming activity, including multiple cropping pattern and MPTS as shade trees in coffee land. This is call out as mix farming.  The best practiced of coffee mix farming  is represented the sustainable coffee production in upstream Sekampung watersheds. This fact is becoming  evidence that coffee farming reached the sustainable production. 

Key words: agroforestry, income, production, suistainable",Adoption of Agroforestry System as Suistanable Strategy for Coffee Production,"[{'name': {'family': 'Ismono', 'lineage': None, 'honourific': None, 'given': 'R Hanung'}, 'id': 'hismono@yahoo.com'}, {'id': 'dyaharing@yahoo.com', 'name': {'given': 'Dyah Aring Hepiana', 'honourific': None, 'family': 'Lestari', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Arifin', 'honourific': None, 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}, {'id': 'komada0113@gmail.c', 'name': {'honourific': None, 'family': 'Kada', 'lineage': None, 'given': 'Ryohei'}}, {'id': 'katsuyat@gmail.com', 'name': {'family': 'Tanaka', 'lineage': None, 'honourific': None, 'given': 'Katsuya'}}]",conference_item,show,archive,17108,2019-11-19 05:16:59,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30203', 'eprintid': 17108, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Philiphine Presentation_Hanung.pdf', 'docid': 30203, 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-18 15:59:31', 'filesize': 3913599, 'objectid': 30203, 'filename': 'Philiphine Presentation_Hanung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/145176', 'datasetid': 'document', 'fileid': 145176, 'hash': '16a35fd339d578d712ab10cd11d88f7c', 'mime_type': 'application/pdf'}]}]",2019-11-19 05:16:59,948,,TRUE,,,20 Juni 2019,speech,"Congress Building, Calamba City, Philipine",conference,"2019 International Conference on June 20 in Calamba City, Philipine",,,,,,,,,,,,,
108,,['FP1'],disk0/00/02/60/37,unpub,7,2020-11-18 07:32:50,public,['AC'],http://repository.lppm.unila.ac.id/id/eprint/26037,"Usia tanaman kelapa sawit tertua di Provinsi Lampung telah memasuki usia di atas 20 tahun, penanaman pertama kali kelapa sawit dimulai pada 1997, saat tanaman kelapa sawit sedang mengalami masa kejayaan. Untuk menjaga kontinuitas produksi maka kebun kelapa sawit tersebut harus segera diremajakan dengan mengganti tanaman tua yang tidak produktif dengan tanaman baru yang lebih produktif dan menguntungkan. Petani pada umumnya dihadapkan pada masalah permodalan dan kehilangan pendapatan selama masa peremajaan. Penelitian ini bertujuan mengkaji tentang kesiapan petani kelapa sawit dalam menerima program peremajaan kebun kelapa sawit dan kinerja peremajaan kebun kelapa sawit rakyat melalui program peremajaan sawit rakyat (PSR). Penelitian dilakukan dengan metode survei. Lokasi penelitian meliputi enam kabupaten penghasil kelapa sawit, yaitu Kabupaten Tulang Bawang, Mesuji, Way Kanan, Lampung Tengah, Lampung Selatan, dan Pesisir Barat. Dari masing-masing kabupaten diambil tiga kecamatan sentra sebagai sampel. Selanjutnya, sampel rumah tangga petani ditentukan secara proporsional, dengan ketentuan tanaman kelapa sawitnya sudah berumur ≥ 17 tahun atau produktivitasnya ≤ 10 ton per hektare per tahun. Diperoleh sampel petani mandiri dan petani mitra yang masing-masing berjumlah 605 dan 403 rumah tangga, sehingga sampel total berjumlah 1008 rumah tangga. Hasil penelitian menunjukkan bahwa kesiapan petani kelapa sawit dalam menghadapi kegiatan peremajaan mencapai sekitar 76 persen, selanjutnya kinerja pelaksanaan peremajaan kelapa sawit di Provinsi Lampung masuk dalam kategori sangat rendah, karena target peremajaan kebun kelapa sawit sebesar 9.685,25 hektar, sementara luas lahan kebun kelapa sawit yang telah memperoleh rekomendasi teknis dari Direktorat Perkebunan, baru mencapai 186,57 hektar dari 101 KK. Kata kunci: kelapa sawit, petani, rekomendasi teknis, dan peremajaan sawit rakyat",Kesiapanpetani dan kinerja peremajaan kelapa sawit rakyat di Provinsi Lampung,"[{'name': {'honourific': None, 'family': 'Ismono', 'lineage': None, 'given': 'R Hanung'}, 'id': 'hismono@fp.unila.ac.id'}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'given': 'Dyah Aring Hepiana', 'family': 'Lestari', 'lineage': None, 'honourific': None}}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'honourific': None, 'lineage': None, 'family': 'Prasmatiwi'}}]",image,show,archive,26037,2020-11-18 07:32:50,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39862', 'eprintid': 26037, 'placement': 1, 'language': 'en', 'mime_type': 'image/jpeg', 'rev_number': 1, 'format': 'image', 'main': 'Poster_Replanting_KS_LPPM_Unila_HanungIsmono.jpg', 'files': [{'mtime': '2020-11-18 06:47:18', 'hash_type': 'MD5', 'filename': 'Poster_Replanting_KS_LPPM_Unila_HanungIsmono.jpg', 'uri': 'http://repository.lppm.unila.ac.id/id/file/234944', 'filesize': 56506, 'objectid': 39862, 'mime_type': 'image/jpeg', 'hash': '1268bf3d7ccadfca19ba889a02e61873', 'datasetid': 'document', 'fileid': 234944}], 'docid': 39862}]",2020-11-18 07:32:50,728,,,,,,,,,,,,,,['Universitas Lampung'],,,,,,,,
109,,['FP1'],disk0/00/01/70/85,unpub,9,2019-11-19 05:21:56,public,['AC'],http://repository.lppm.unila.ac.id/id/eprint/17085,"Usia tanaman kelapa sawit tertua di Provinsi Lampung telah memasuki usia di atas 20 tahun, penanaman pertama kali kelapa sawit dimulai pada 1997, saat tanaman kelapa sawit sedang mengalami masa kejayaan. Untuk menjaga kontinuitas produksi maka kebun kelapa sawit tersebut harus segera diremajakan dengan mengganti tanaman tua yang tidak produktif dengan tanaman baru yang lebih produktif dan menguntungkan. Petani pada umumnya dihadapkan pada masalah permodalan dan kehilangan pendapatan selama masa peremajaan.  Penelitian ini bertujuan mengkaji tentang kesiapan petani kelapa sawit dalam menerima program peremajaan kebun kelapa sawit dan kinerja peremajaan kebun kelapa sawit rakyat melalui program peremajaan sawit rakyat (PSR).  Penelitian dilakukan dengan metode survei.  Lokasi penelitian meliputi enam kabupaten penghasil kelapa sawit, yaitu Kabupaten Tulang Bawang, Mesuji, Way Kanan, Lampung Tengah, Lampung Selatan, dan Pesisir Barat.  Dari masing-masing kabupaten diambil tiga kecamatan sentra sebagai sampel.  Selanjutnya, sampel rumah tangga petani ditentukan secara proporsional, dengan ketentuan tanaman kelapa sawitnya sudah berumur ≥  17 tahun  atau produktivitasnya ≤ 10 ton per hektare per tahun.   Diperoleh sampel petani mandiri dan petani mitra yang masing-masing berjumlah 605 dan 403 rumah tangga, sehingga sampel total berjumlah 1008 rumah tangga.  Hasil penelitian menunjukkan bahwa kesiapan petani kelapa sawit dalam menghadapi kegiatan peremajaan mencapai sekitar 76 persen,  selanjutnya kinerja pelaksanaan peremajaan kelapa sawit di Provinsi Lampung masuk dalam kategori sangat rendah, karena target peremajaan kebun kelapa sawit sebesar 9.685,25 hektar, sementara luas lahan kebun kelapa sawit yang telah memperoleh rekomendasi teknis dari Direktorat Perkebunan, baru mencapai 186,57 hektar dari 101 KK.

Kata kunci:  kelapa sawit, petani, rekomendasi teknis, dan peremajaan sawit rakyat",KESIAPAN PETANI DAN KINERJA PEREMAJAAN KELAPA SAWIT RAKYAT DI PROVINSI LAMPUNG,"[{'name': {'family': 'Ismono', 'lineage': None, 'honourific': None, 'given': 'R Hanung'}, 'id': 'hismono@yahoo.com'}, {'id': 'dyaharing@yahoo.com', 'name': {'given': 'Dyah Aring Hepiana', 'honourific': None, 'lineage': None, 'family': 'Lestari'}}, {'id': 'feprasmatiwi@yahoo.com', 'name': {'honourific': None, 'family': 'Prasmatiwi', 'lineage': None, 'given': 'Fembriarti Erry'}}, {'name': {'given': 'Dian', 'honourific': None, 'family': 'Rahmalia', 'lineage': None}, 'id': 'diaanzen@gmail.com'}, {'id': 'fitriani@polinela.ac.id', 'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}}]",conference_item,show,archive,17085,2019-11-19 05:21:56,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 30176, 'main': 'Presentasi CSSPO-JAMBI 6 Nopember 2019.pdf', 'files': [{'filesize': 2339598, 'objectid': 30176, 'filename': 'Presentasi CSSPO-JAMBI 6 Nopember 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/144981', 'hash_type': 'MD5', 'mtime': '2019-11-18 13:52:22', 'datasetid': 'document', 'fileid': 144981, 'mime_type': 'application/pdf', 'hash': 'be2a10988a99556306668550004248bc'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30176', 'eprintid': 17085, 'placement': 1}]",2019-11-19 05:21:56,948,,TRUE,,,6 November 2019,speech,"Hotel BW Luxury, Kota Jambi",other,Seminar Nasional CSSPO Universitas Jambi Tahun 2019,,,,,,,,,,,,,
110,,['FP1'],disk0/00/01/00/32,pub,11,2018-11-16 17:28:59,public,['SD'],http://repository.lppm.unila.ac.id/id/eprint/10032,"Keywords: ecosystem services, land soil degradation, agroforestry, Sumatra-Indonesia","From Agroforestry to Coffee Eco-Certfication an Examination of Smallholder Farmers in Sekampung Watersheds, Sumatra-Indonesia","[{'name': {'given': 'Ryohei', 'family': 'Kada', 'lineage': None, 'honourific': None}, 'id': 'kada0113@gmail.com'}, {'name': {'lineage': None, 'family': 'Arifin', 'honourific': None, 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}, {'id': 'hismono@yahoo.com', 'name': {'given': 'Hanung', 'honourific': None, 'lineage': None, 'family': 'Ismono'}}, {'id': None, 'name': {'honourific': None, 'family': 'Tanaka', 'lineage': None, 'given': 'Katsuya'}}]",conference_item,show,archive,10032,2018-11-16 17:28:59,"[{'format': 'text', 'files': [{'mtime': '2018-11-15 09:22:55', 'hash_type': 'MD5', 'filename': 'Prosiding AFSA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/94255', 'objectid': 23055, 'filesize': 7306349, 'mime_type': 'application/pdf', 'hash': 'c74bc2ed7f7344162e1491fbcaaecd1b', 'datasetid': 'document', 'fileid': 94255}], 'main': 'Prosiding AFSA.pdf', 'docid': 23055, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 10032, 'placement': 2, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23055', 'pos': 2}]",2018-11-16 17:28:59,948,published,TRUE,,,,paper,,conference,3rd AFSA Conference on Food Safety and Foof Security,,,,,,,,,,,,,
111,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0/00/03/75/18,pub,7,2021-12-31 04:20:51,public,['AC'],http://repository.lppm.unila.ac.id/id/eprint/37518,"Technical Efficiency, Cost Structure, and Income of Inbrida Rice Seed Breeding in Bumi Ratu Nuban
Subdistrict of Central Lampung Regency

The purposes of this research are analyze technical efficiency, factors that affecting technical efficiency, cost structure, break even point, and income of inbred rice seed breeding. Furthermore, this research uses a survey method. The location of the research is chosen purposively in Bumi Ratu Nuban Subdistrict Central Lampung Regency as consideration that there are active and sustainable groups of farmer on inbred rice seed breeding. It should be noted that the number of respondent is 44 farmers which are collected randomly. Additionally, this research was conducted since August-September 2019. The analytical method uses frontier production function, multiple linear regression model, independent sample t-test, cost structure, break even point, and income analysis. The result shows that the level of technical efficiency is quiet efficient by 78.13 percent. Factors that significantly affecting technical efficiency are farming cost, revenue, capital, and land ownership status. The biggest cost component of cost structure for total cost is labor cost by 46.29 percent. Finally, the inbred rice seed breeding is profitable, because BEP value is smaller than revenue, production, and price that obtained by farmers and R/C for total cost is more than 1.


Key words: cost structure, inbred rice seed breeding, income, technical efficiency","EFISIENSI TEKNIS, STRUKTUR BIAYA, DAN PENDAPATAN PENANGKARAN BENIH PADI
INBRIDA DI KECAMATAN BUMI RATU NUBAN
KABUPATEN LAMPUNG TENGAH","[{'name': {'given': 'Arif Adha', 'lineage': None, 'family': 'Kenamon', 'honourific': None}, 'id': None}, {'name': {'family': 'Prasmatiwi', 'lineage': None, 'honourific': None, 'given': 'Fembriarti Erry'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'id': 'lina.marlina@fp.unila.ac.id', 'name': {'family': 'Marlina', 'lineage': None, 'honourific': None, 'given': 'Lina'}}]",article,show,archive,37518,2021-12-31 04:20:51,"[{'language': 'id', 'mime_type': 'application/pdf', 'rev_number': 2, 'files': [{'datasetid': 'document', 'fileid': 428644, 'hash': 'f0e4cff3460df659e9b4315f035b5000', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-12-31 01:48:25', 'filesize': 574581, 'objectid': 158457, 'uri': 'http://repository.lppm.unila.ac.id/id/file/428644', 'filename': 'Kenamon-Penangkaran padi.pdf'}], 'main': 'Kenamon-Penangkaran padi.pdf', 'docid': 158457, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158457', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 37518}]",2021-12-31 04:20:51,728,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5388,4.0,553-560,9.0,['Universitas Lampung'],,,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5388'}],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5388,,,,
112,Universitas Lampung,['FP1'],disk0/00/04/17/80,pub,6,2022-05-24 06:01:36,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/41780,"This study aims to examine the comparison of income, risk, risk mapping, and risk management strategies by
farmersof corn farming in dry land and rainfed land.  The survey was conducted in Metro Kibang District,
East Lampung Regency in January 2021.  The respondents were randomly selected as many as 70 farmers
consisting of 40 dry land farmers in Margototo Village and 30 rainfed land farmers in Kibang Village.  The
data were analyzed using the income difference test, the coefficient of variation difference test, risk mapping,
and descriptive analysis of farmers’ strategies.  The results showed that the income of corn farming grown in
dry land and in rainfed land was different, but both were profitable.  The risk of production and income of
corn farming in dry land is greater than in rainfed land.  The risk mapping in dry land and rainfed land
shows that the highest risk source come from pests.  In general, dry land farmers and rainfed land farmers
have similar strategies, i.e: doing replanting and spraying pesticides for controlling pests.","ANALISIS PENDAPATAN DAN RISIKO USAHATANI JAGUNG
DI KECAMATAN METRO KIBANG KABUPATEN LAMPUNG TIMUR","[{'id': None, 'name': {'given': 'Woeniar Michelle', 'honourific': None, 'family': 'Keny', 'lineage': None}}, {'name': {'family': 'Fembriarti Erry Prasmatiwi', 'lineage': None, 'honourific': None, 'given': 'FEP'}, 'id': None}, {'name': {'lineage': None, 'family': 'Haryono', 'honourific': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}]",article,show,archive,41780,2022-05-24 06:01:36,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '4bd0c296ee93f99ad6101028103aab9e', 'datasetid': 'document', 'fileid': 461565, 'mtime': '2022-05-24 05:56:30', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461565', 'filename': 'analisis pendapatan ok.pdf', 'objectid': 163446, 'filesize': 1550909}], 'main': 'analisis pendapatan ok.pdf', 'docid': 163446, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 41780, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163446', 'pos': 1}]",2022-05-24 06:01:36,972,,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,,,,,,,,,,,,,
113,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0/00/00/59/82,pub,8,2018-04-25 06:49:08,public,"['AC', 'S1']",http://repository.lppm.unila.ac.id/id/eprint/5982,"ABSTRACT
This study aims to analyze (1) onion farm income and (2) efficiency of onion marketing system. Research
was conducted in Tanggamus Regency which chosen purposely and total of samples was 35 farmers and 16
traders in marketing system. Sampling methods of farmers was used by census method, whereas the
sampling method of marketing system was used by snowball method. Data collection was conducted in
October 2014 until February 2015. Analysis methods used in this research are the analysis of quantitative
(statistical) and qualitative (descriptive). The research result showed that (1) onion farm in Tanggamus
Regency economically advantageous, base on the value of total cost R/C ratio > 1, on the first crop season of
1,73. (2) The marketing system of the onion in Tanggamus was not efficient due to the margin profit ratio in
each marketing organization have not spread evenly, and the price difference (margin) in each marketing
organization was too large, although the value of the producer share was quite large, with appromiximately
61,5%-76,9%.
Key words: income, marketing, onion farm","ANALISIS USAHATANI DAN PEMASARAN BAWANG MERAH DI KABUPATEN TANGGAMUS
(Analysis of Onion Farm and Marketing in Tanggamus Regency)","[{'name': {'honourific': None, 'family': 'Kesuma', 'lineage': None, 'given': 'Reza'}, 'id': 'rezaliverpudlian92@gmail.com'}, {'id': 'wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'honourific': None, 'lineage': None, 'family': 'Zakaria'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Situmorang', 'given': 'Suriaty'}, 'id': 'suriatysitumorang@yahoo.com'}]",article,show,archive,5982,2018-04-25 06:49:08,"[{'placement': 1, 'eprintid': 5982, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18898', 'security': 'public', 'main': 'JIIA - Reza Kesuma.pdf', 'files': [{'filename': 'JIIA - Reza Kesuma.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/55403', 'objectid': 18898, 'filesize': 133736, 'mtime': '2017-11-18 09:10:36', 'hash_type': 'MD5', 'hash': '8d5b63e35ed9071fd7aa0f35a0ad19bc', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 55403}], 'docid': 18898, 'format': 'text', 'rev_number': 2, 'language': 'id', 'mime_type': 'application/pdf', 'content': 'published'}]",2018-04-25 06:49:08,519,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,,1.0,1-7,4.0,"['Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung', 'Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung', 'Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung']",,,,,,,,
114,Universitas Lampung,['FP1'],disk0/00/03/67/51,pub,7,2021-11-14 05:02:08,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/36751,"This study aims were to determine the replanting model used by oil palm farmers, to calculate the replanting cost, to know the opportunity lost  income, and to analyze  the level of welfare of farmers during replanting in Central Lampung Regency.  The sampling technique was a survey.  The study was conducted in three districts, Anak Tuha District, Bangun Rejo District, and Sendang Agung District.  The respondents were 31 oil palm farmers consisting of 6 respondents from Anak Tuha District, 21 respondents from Bangun Rejo District, and 4 respondents from Sendang Agung District.  The data collection was carried out in March-May 2019. The results showed tha the replanting model used by oil palm farmers in Central Lampung Regency was the intercropping model with food crops and the underplanting model.  The costs of replanting during the first 3 years when the palm trees are not productive yet were IDR45,481,990 per hectare on the intercropping model and IDR 48,146,117 per hectare on the underplanting model.  The average value of oil palm opportunity lost income the intercropping model with food crops was IDR7,672,043 per hectare.  The average household income of oil palm farmers was IDR19,489,145 per year.  The level of welfare of farmers during replanting in Central Lampung Regency in general is in a fairly decent condition.","SISTEM REPLANTING KELAPA SAWIT, OPPORTUNITY PENDAPATAN KELAPA SAWIT DAN TINGKAT KESEJAHTERAAN PETANI PADA MASA REPLANTING DI PERKEBUNAN KELAPA SAWIT RAKYAT KABUPATEN LAMPUNG TENGAH","[{'id': None, 'name': {'honourific': None, 'family': 'Kurniasih', 'lineage': None, 'given': 'Ria'}}, {'name': {'honourific': None, 'family': 'Endaryanto', 'lineage': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}, {'id': 'hismono@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Ismono', 'given': 'R Hanung'}}]",article,show,archive,36751,2021-11-14 05:02:08,"[{'placement': 1, 'eprintid': 36751, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157663', 'security': 'public', 'formatdesc': 'SISTEM REPLANTING KELAPA SAWIT', 'main': 5104, 'docid': 157663, 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-14 03:41:44', 'filesize': 22825, 'objectid': 157663, 'filename': 5104, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422876', 'fileid': 422876, 'datasetid': 'document', 'hash': '2afde9e16291c9635418508e0f9e4cfe', 'mime_type': 'application/xml'}], 'format': 'other', 'language': 'en', 'rev_number': 3, 'mime_type': 'application/xml', 'content': 'published'}]",2021-11-14 05:02:08,344,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,,,,,,,,[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5104'}],,,,,
115,Universitas Lampung,['FP1'],disk0/00/02/06/19,pub,6,2020-05-27 02:33:10,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/20619,"ABSTRACT
 
This study aims to examine the factors that influence the frequency of tourist visits, find out the willingness to
pay admission tickets, and analyze the economic value of Tourism Destination Sentulfresh Education Farm
in Bogor District. The research location was chosen deliberately in Indonesian Sentulfresh, Sukaraja
Subdistrict of Bogor District.  The sample in this study was 68 respondents for original visitors and potential
visitors from Sentulfresh Education Farm who were selected by accidental sampling methods with criteria of
age 17 years and above.  Research data collection were conducted in March-May 2018.  The analytical
method used in this study were qualitative descriptive analysis and quantitative descriptive analysis.  The
results showed that: Frequency of tourist visits was influenced by travel costs, education level, income, and
distance.  Willingness to pay entrance fees by visitors to the tourism destination of Sentulfresh Education
Farm in Bogor District was Rp75.367,65/individual for happy kids tour packages, Rp95.220,59/individual
for super kids tour packages, and Rp71.323,53/individual for parent travel packages.  The total economic
value of the Tourist Destination for Sentulfresh Education Farm in Bogor District was Rp11.101.412.264,62
with the value of the consumer surplus/individual/visit of Rp504.082,65.
 
Key words: economic value, sentulfresh, tourism, travel cost","NILAI EKONOMI OBJEK WISATA BERBASIS JASA EDUKASI PERTANIAN 
DI SENTULFRESH INDONESIA KECAMATAN SUKARAJA, KABUPATEN BOGOR","[{'id': None, 'name': {'given': 'Desi Aditia', 'honourific': None, 'lineage': None, 'family': 'Mahardika'}}, {'name': {'honourific': None, 'family': 'Arifin', 'lineage': None, 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Adia Nugraha', 'given': 'Nugraha A'}}]",article,show,archive,20619,2020-05-27 02:33:10,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33970', 'security': 'public', 'placement': 1, 'eprintid': 20619, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Desi.pdf', 'files': [{'mtime': '2020-05-27 02:21:09', 'hash_type': 'MD5', 'filename': 'Desi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/193481', 'filesize': 506438, 'objectid': 33970, 'mime_type': 'application/pdf', 'hash': 'a208bd90b0e4e6b5757f174e6c4536af', 'fileid': 193481, 'datasetid': 'document'}], 'docid': 33970, 'format': 'text'}]",2020-05-27 02:33:10,479,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3862,4.0,474-482,7.0,,,,,,,,,
