,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,title,creators,type,date,uri,subjects,ispublished,rev_number,status_changed,full_text_status,divisions,dir,refereed,publication,id_number,date_type,patent_applicant,abstract,publisher,number,volume,issn,related_url,official_url,event_type,event_title,pres_type,book_title,pagerange,corp_creators
20,"[{'format': 'text', 'files': [{'fileid': 544628, 'datasetid': 'document', 'hash': '809e7738665cb393d1275d94514cdcb7', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 04:03:58', 'objectid': 190186, 'filesize': 753177, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544628', 'filename': 'ANALISIS PENGATURAN SANKSI.pdf'}], 'main': 'ANALISIS PENGATURAN SANKSI.pdf', 'docid': 190186, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 50482, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190186', 'pos': 1}]",2023-04-13 05:07:44,18897,show,50482,archive,2023-04-13 05:07:44,ANALISIS PENGATURAN SANKSI PIDANA BAGI ANAKDALAM UNDANG-UNDANG SISTEM PERADILANAN PIDANA,"[{'name': {'lineage': None, 'family': 'Heni Siswanto', 'honourific': None, 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50482,['K1'],pub,6,2023-04-13 05:07:44,public,['FH1'],disk0_bak/00/05/04/82,TRUE,https://pak.unila.ac.id/dosen/file_penelitian/15600,,,,,,,,,,,,,,,,
21,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-14 02:43:49', 'objectid': 190217, 'filesize': 8168708, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544868', 'filename': 'Bunga Rampai_merged.pdf', 'datasetid': 'document', 'fileid': 544868, 'mime_type': 'application/pdf', 'hash': '787d244fefee1dd22aa1dfdde02a4111'}], 'main': 'Bunga Rampai_merged.pdf', 'docid': 190217, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190217', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50516}]",2023-04-14 06:25:33,18897,show,50516,archive,2023-04-14 06:25:33,BUNGA RAMPAI HUKUM PIDANA DAN PENEGAKAN HUKUM PIDANA,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'family': 'Heni Siswanto', 'lineage': None, 'honourific': None, 'given': 'Heni Siswanto'}}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50516,['K1'],pub,7,2023-04-14 06:25:33,public,['FH1'],disk0_bak/00/05/05/16,,,EC00202259604,published,Fakultas hukum Universitas Lampung,,,,,,,,,,,,,
22,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 190194, 'main': 'DIMENSI HUKUM DAN HAK ASASI MANUSIA.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-13 05:04:34', 'filesize': 11336266, 'objectid': 190194, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544680', 'filename': 'DIMENSI HUKUM DAN HAK ASASI MANUSIA.pdf', 'datasetid': 'document', 'fileid': 544680, 'hash': '77f43fb028a29c5518d224840297d595', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190194', 'eprintid': 50489, 'placement': 1}]",2023-04-14 02:13:17,18897,show,50489,archive,2023-04-14 02:13:17,DIMENSI HUKUM DAN HAK ASASI MANUSIA KEJAHATAN PERDAGANGAN ORANG,"[{'name': {'lineage': None, 'family': 'Heni Siswanto', 'honourific': None, 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50489,['K1'],pub,6,2023-04-14 02:13:17,public,['FH1'],disk0_bak/00/05/04/89,TRUE,https://pak.unila.ac.id/dosen/file_penelitian/15608,,,,,,,,,,,,,,,,
23,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'HKI - HUKUM PIDANA INTERNASIONAL DAN HAK ASASI MANUSIA.pdf', 'files': [{'fileid': 544579, 'datasetid': 'document', 'hash': 'e5cf19ae708746c10257356b852016f3', 'mime_type': 'application/pdf', 'filesize': 9569344, 'objectid': 190178, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544579', 'filename': 'HKI - HUKUM PIDANA INTERNASIONAL DAN HAK ASASI MANUSIA.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 03:45:22'}], 'docid': 190178, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190178', 'security': 'public', 'placement': 1, 'eprintid': 50474}]",2023-04-13 05:07:29,18897,show,50474,archive,2023-04-13 05:07:29,HUKUM PIDANA INTERNASIONAL DAN HAK ASASI MANUSIA,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'family': 'Heni Siswanto', 'lineage': None, 'honourific': None}}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50474,['K1'],pub,8,2023-04-13 05:07:29,public,['FH1'],disk0_bak/00/05/04/74,,,https://pak.unila.ac.id/dosen/file_penelitian/12136,published,https://pak.unila.ac.id/dosen/file_penelitian/12136,,,,,,,https://pak.unila.ac.id/dosen/file_penelitian/12136,,,,,,
24,"[{'format': 'text', 'docid': 190183, 'main': 'HP 1 - FULL_merged.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-13 03:56:35', 'objectid': 190183, 'filesize': 6607134, 'filename': 'HP 1 - FULL_merged.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544606', 'datasetid': 'document', 'fileid': 544606, 'mime_type': 'application/pdf', 'hash': '86f18febe380c582bd2eac3a05e7b0fa'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 50477, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190183', 'pos': 1}]",2023-04-13 05:07:58,18897,show,50477,archive,2023-04-13 05:07:58,"HUKUM PIDANA Menuju Pemikiran Positivistik Yang
Berkeadilan Dan Berkebenaran","[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'honourific': None, 'family': 'Heni Siswanto', 'lineage': None}}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50477,['K1'],pub,9,2023-04-13 05:07:58,public,['FH1'],disk0_bak/00/05/04/77,,,EC00202259629,published,31 Agustus 2022,,,,,,,https://pak.unila.ac.id/dosen/file_penelitian/12148,,,,,,
25,"[{'format': 'text', 'docid': 190200, 'main': 'HP 1 - FULL_merged (1).pdf', 'files': [{'hash': 'cae225c338a3b67c68cdf4a1a831043b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 544735, 'mtime': '2023-04-13 05:51:20', 'hash_type': 'MD5', 'filename': 'HP 1 - FULL_merged (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544735', 'objectid': 190200, 'filesize': 6585005}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 50497, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190200', 'pos': 1}]",2023-04-14 02:13:35,18897,show,50497,archive,2023-04-14 02:13:35,Hukum Pidana Menuju Pemikiran Positivistik Yang Berkeadilan Dan Berkebenaran,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'lineage': None, 'family': 'Heni Siswanto', 'honourific': None}}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50497,['K1'],pub,7,2023-04-14 02:13:35,public,['FH1'],disk0_bak/00/05/04/97,,,EC00202163694,published,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
26,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Omnibus Law and Changes.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '1dab53502ab9d1b20dc953f63228d795', 'fileid': 542911, 'datasetid': 'document', 'mtime': '2023-04-11 07:38:47', 'hash_type': 'MD5', 'filename': 'Omnibus Law and Changes.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542911', 'objectid': 189946, 'filesize': 2651330}], 'docid': 189946, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189946', 'pos': 1, 'eprintid': 50247, 'placement': 1}]",2023-04-11 07:51:26,18897,show,50247,archive,2023-04-11 07:51:26,"Omnibus Law and Changes
Regarding Specific Time Work
Agreements (PKWT) in the Job
Creation Act","[{'name': {'honourific': None, 'family': 'Heni Siswanto', 'lineage': None, 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50247,['K1'],pub,6,2023-04-11 07:51:26,public,['FH1'],disk0_bak/00/05/02/47,FALSE,BIRCI-Journal,,,,Hasil Check Similarity,BIRCI-Journal,,,,,,,,,,,
27,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'mtime': '2023-04-13 05:59:14', 'hash_type': 'MD5', 'filename': 'PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544750', 'objectid': 190202, 'filesize': 2092119, 'hash': '62cea360aa5397dafc951a3b0d2e6f0f', 'mime_type': 'application/pdf', 'fileid': 544750, 'datasetid': 'document'}], 'main': 'PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES.pdf', 'docid': 190202, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190202', 'security': 'public', 'placement': 1, 'eprintid': 50499}]",2023-04-14 02:13:44,18897,show,50499,archive,2023-04-14 02:13:44,PENAL MEDIATION BY POLICE INSTITUTIONS IN HANDLING MIDDLE CRIMES IN REALIZING RESTORATIVE JUSTICE PRINCIPLES,"[{'name': {'lineage': None, 'family': 'Heni Siswanto', 'honourific': None, 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50499,['K1'],pub,7,2023-04-14 02:13:44,public,['FH1'],disk0_bak/00/05/04/99,,,EC00202274124,published,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
28,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190215', 'eprintid': 50514, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'SIJLCJ_54_161-168_merged.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '26ad555145bd2ae1b9c3fbbc656171c3', 'fileid': 544856, 'datasetid': 'document', 'filename': 'SIJLCJ_54_161-168_merged.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544856', 'objectid': 190215, 'filesize': 2565301, 'mtime': '2023-04-14 02:39:51', 'hash_type': 'MD5'}], 'docid': 190215}]",2023-04-14 06:25:26,18897,show,50514,archive,2023-04-14 06:25:26,Principle Of Prosecutors Independency In Deponering Criminal Cases For Public Interest In Indonesia,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Heni Siswanto', 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50514,['K1'],pub,7,2023-04-14 06:25:26,public,['FH1'],disk0_bak/00/05/05/14,,,EC00202272804,published,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
29,"[{'placement': 1, 'eprintid': 50258, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189955', 'pos': 1, 'security': 'public', 'main': 'Principle of.pdf', 'docid': 189955, 'files': [{'mtime': '2023-04-11 07:50:16', 'hash_type': 'MD5', 'filename': 'Principle of.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/542978', 'filesize': 2697421, 'objectid': 189955, 'mime_type': 'application/pdf', 'hash': 'f028bbfc32606ce71f2e13cdb0c365e5', 'fileid': 542978, 'datasetid': 'document'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-04-11 08:05:04,18897,show,50258,archive,2023-04-11 08:05:04,"Principle of Prosecutors
Independency in Deponering
Criminal Cases for Public
Interest in Indonesia","[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'honourific': None, 'family': 'Heni Siswanto', 'lineage': None}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50258,['K1'],pub,6,2023-04-11 08:05:04,public,['FH1'],disk0_bak/00/05/02/58,FALSE,SIJLCJ,,,,Hasil Check Similarity,SIJLCJ,,,,,,,,,,,
30,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190199', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50496, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 190199, 'main': 'Rekonstruksi Sistem Penegakan Hukum Pidana Menghadapi Kejahatan Perdagangan Orang.pdf', 'files': [{'fileid': 544727, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'cecba23b5be574fd85cd297f32ecc9d2', 'hash_type': 'MD5', 'mtime': '2023-04-13 05:43:43', 'objectid': 190199, 'filesize': 3126215, 'filename': 'Rekonstruksi Sistem Penegakan Hukum Pidana Menghadapi Kejahatan Perdagangan Orang.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544727'}], 'format': 'text'}]",2023-04-14 02:13:32,18897,show,50496,archive,2023-04-14 02:13:32,Rekonstruksi Sistem Penegakan Hukum Pidana Menghadapi Kejahatan Perdagangan Orang,"[{'name': {'given': 'Heni Siswanto', 'family': 'Heni Siswanto', 'lineage': None, 'honourific': None}, 'id': 'siswanto_heni@gmail.com2'}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50496,['K1'],pub,7,2023-04-14 02:13:32,public,['FH1'],disk0_bak/00/05/04/96,,,EC00202163695,published,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
31,"[{'eprintid': 50491, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190196', 'format': 'text', 'main': 'HKI - Rekonstruksi Sistem Penegakan Hukum Pidana.pdf', 'files': [{'filesize': 6137245, 'objectid': 190196, 'filename': 'HKI - Rekonstruksi Sistem Penegakan Hukum Pidana.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544710', 'hash_type': 'MD5', 'mtime': '2023-04-13 05:37:42', 'fileid': 544710, 'datasetid': 'document', 'hash': '2e2cde4f2bbd120db54575e574fffad8', 'mime_type': 'application/pdf'}], 'docid': 190196, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-04-14 02:13:26,18897,show,50491,archive,2023-04-14 02:13:26,Rekonstruksi Sistem Penegakan Hukum Pidana Secara Integral Dalam Menghadapi Kejahatan Perdagangan Orang,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'lineage': None, 'family': 'Heni Siswanto', 'honourific': None, 'given': 'Heni Siswanto'}}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50491,['K1'],pub,7,2023-04-14 02:13:26,public,['FH1'],disk0_bak/00/05/04/91,,,EC00202163692,published,Fakultas Hukum Universitas lampung,,,,,,,,,,,,,
32,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 190184, 'main': 'URGENSI PENGEMBALIAN.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/544614', 'filename': 'URGENSI PENGEMBALIAN.pdf', 'filesize': 993497, 'objectid': 190184, 'mtime': '2023-04-13 04:00:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '999129e6f76ed907796b5c07bc9f6fab', 'fileid': 544614, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190184', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50478}]",2023-04-13 05:07:40,18897,show,50478,archive,2023-04-13 05:07:40,"URGENSI PENGEMBALIAN ASET HASIL TINDAK PIDANA
KORUPSI DALAM PEMULIHAN KEUANGAN NEGARA","[{'id': 'siswanto_heni@gmail.com2', 'name': {'lineage': None, 'family': 'Heni Siswanto', 'honourific': None, 'given': 'Heni Siswanto'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50478,['K1'],pub,6,2023-04-13 05:07:40,public,['FH1'],disk0_bak/00/05/04/78,TRUE,https://pak.unila.ac.id/dosen/file_penelitian/15594,,,,,,,,,,,,,,,,
33,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190214', 'eprintid': 50513, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'HP2_merged.pdf', 'docid': 190214, 'files': [{'filename': 'HP2_merged.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544849', 'filesize': 4408264, 'objectid': 190214, 'mtime': '2023-04-14 02:38:03', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '5630933abe9fa99a7b3b721d7b0bc88b', 'datasetid': 'document', 'fileid': 544849}]}]",2023-04-14 06:25:22,18897,show,50513,archive,2023-04-14 06:25:22,HUKUM PIDANA LANJUTAN Menuju Pemikiran Positivistik Yang Berkeadilan Dan Berkebenaran,"[{'id': 'siswanto_heni@gmail.com2', 'name': {'given': 'Heni Siswanto', 'lineage': None, 'family': 'Heni Siswanto', 'honourific': None}}, {'id': 'aisyahhkm@gmail.com', 'name': {'honourific': None, 'family': 'Aisyah Muda Cemerlang', 'lineage': None, 'given': 'Aisyah'}}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50513,['K1'],pub,7,2023-04-14 06:25:22,public,['FH1'],disk0_bak/00/05/05/13,,,EC00202259574,published,Fakultas Hukum universitas lampung,,,,,,,,,,,,,
34,"[{'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-17 04:01:10', 'objectid': 161602, 'filesize': 554997, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449776', 'filename': 'Review Agroforestry.pdf', 'fileid': 449776, 'datasetid': 'document', 'hash': '3b9735f2b6a296d2ebf6b33d9ee785aa', 'mime_type': 'application/pdf'}], 'main': 'Review Agroforestry.pdf', 'docid': 161602, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 40285, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161602'}]",2022-03-17 08:08:44,1058,show,40285,archive,2022-03-17 08:08:44,"Agroforestry for biodiversity and climate change mitigation in Batutegi Protection Forest, Lampung, Indonesia","[{'name': {'given': 'Heryandi', 'honourific': None, 'lineage': None, 'family': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",article,2022-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/40285,['K1'],pub,6,2022-03-17 08:08:44,public,['FH1'],disk0/00/04/02/85,FALSE,B IOD I V E R S I T A S,,,,Hasil Penilaian Sejawat sebidang atau Peer Review,"Society for Indonesian Biodiversity, Pages",,,,,,,,,,,
35,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash': 'e183df4063452a409b5e71f18245191b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 450178, 'uri': 'http://repository.lppm.unila.ac.id/id/file/450178', 'filename': 'Agroforestry.pdf', 'filesize': 3682022, 'objectid': 161654, 'mtime': '2022-03-17 08:45:21', 'hash_type': 'MD5'}], 'main': 'Agroforestry.pdf', 'docid': 161654, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161654', 'security': 'public', 'placement': 1, 'eprintid': 40341}]",2022-03-17 09:00:15,1058,show,40341,archive,2022-03-17 09:00:15,"Agroforestry for biodiversity and climate change mitigation in Batutegi Protection Forest, Lampung, Indonesia","[{'name': {'given': 'Heryandi', 'honourific': None, 'family': 'Heryandi', 'lineage': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",article,2022-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/40341,['K1'],pub,6,2022-03-17 09:00:15,public,['FH1'],disk0/00/04/03/41,FALSE,B IOD I V E R S I T A S,,,,Hasil Check Similarity,Society for Indonesian Biodiversity,,,,,,,,,,,
36,"[{'eprintid': 40289, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161605', 'format': 'text', 'main': 'Review E learning.pdf', 'files': [{'fileid': 449795, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0e708f3850fed88c5f384765b44226ba', 'filesize': 508415, 'objectid': 161605, 'filename': 'Review E learning.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449795', 'hash_type': 'MD5', 'mtime': '2022-03-17 04:09:07'}], 'docid': 161605, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-03-17 08:08:49,1058,show,40289,archive,2022-03-17 08:08:49,E-learning Readiness in University of Lampung during Covid-19 Pandemic,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'given': 'Heryandi', 'family': 'Heryandi', 'lineage': None, 'honourific': None}}]",conference_item,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/40289,['K1'],pub,7,2022-03-17 08:08:49,public,['FH1'],disk0/00/04/02/89,FALSE,,,,,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,conference,Published in: 2021 2nd SEA-STEM International Conference (SEA-STEM),paper,,,
37,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161656', 'security': 'public', 'placement': 1, 'eprintid': 40343, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'E_learning_Readiness_in_University_of_Lampung_duri.pdf', 'files': [{'datasetid': 'document', 'fileid': 450191, 'hash': '7a8a4503c1bdf0d4a6614c15d6100c81', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-17 08:51:34', 'objectid': 161656, 'filesize': 1722403, 'filename': 'E_learning_Readiness_in_University_of_Lampung_duri.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/450191'}], 'docid': 161656, 'format': 'text'}]",2022-03-17 09:00:36,1058,show,40343,archive,2022-03-17 09:00:36,E-learning Readiness in University of Lampung during Covid-19 Pandemic,"[{'name': {'given': 'Heryandi', 'lineage': None, 'family': 'Heryandi', 'honourific': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",conference_item,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/40343,['K1'],pub,7,2022-03-17 09:00:36,public,['FH1'],disk0/00/04/03/43,FALSE,,,,,Hasil Check Similarity,,,,,,,conference,"Published in: 2021 2nd SEA-STEM International Conference (SEA-STEM), Date of Conference",paper,,,
38,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/161853', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40527, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 451642, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'fe86c8994ef699e0c8b1ec2729edca0a', 'hash_type': 'MD5', 'mtime': '2022-03-24 23:58:19', 'filesize': 825196, 'objectid': 161853, 'filename': 'E-learning_Readiness_in_University_of_Lampung_during.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451642'}], 'main': 'E-learning_Readiness_in_University_of_Lampung_during.pdf', 'docid': 161853, 'format': 'text'}]",2022-03-25 01:12:55,1058,show,40527,archive,2022-03-25 01:12:55,E-learning Readiness in University of Lampung during Covid-19 Pandemic,"[{'name': {'honourific': None, 'family': 'Heryandi', 'lineage': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",conference_item,2022-01-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/40527,['K1'],pub,7,2022-03-25 01:12:55,public,['FH1'],disk0/00/04/05/27,FALSE,,,,,,,,,,,,conference,Published in: 2021 2nd SEA-STEM International Conference (SEA-STEM),paper,,,
39,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161604', 'eprintid': 40287, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Review Prospective.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'c67007b7a91a17f91f9dd82ecd130151', 'fileid': 449786, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449786', 'filename': 'Review Prospective.pdf', 'objectid': 161604, 'filesize': 545145, 'mtime': '2022-03-17 04:04:22', 'hash_type': 'MD5'}], 'docid': 161604}]",2022-03-17 08:08:47,1058,show,40287,archive,2022-03-17 08:08:47,"Prospective Teachers, Generic Skills, and Student Community Service Program: A Case Study in the Indonesian Contex","[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Heryandi', 'honourific': None, 'given': 'Heryandi'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/40287,['K1'],pub,6,2022-03-17 08:08:47,public,['FH1'],disk0/00/04/02/87,FALSE,WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,,,,Hasil Penilaian Sejawat Sebidang atau Peer Review,WSEAS Transactions on Environment and Development,,,,,,,,,,,
40,"[{'main': 'Prospective.pdf', 'docid': 161655, 'files': [{'objectid': 161655, 'filesize': 3080250, 'uri': 'http://repository.lppm.unila.ac.id/id/file/450184', 'filename': 'Prospective.pdf', 'hash_type': 'MD5', 'mtime': '2022-03-17 08:48:13', 'fileid': 450184, 'datasetid': 'document', 'hash': '615b468ca5c15bc71c1a8bcbf66774c9', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 40342, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161655', 'pos': 1, 'security': 'public'}]",2022-03-17 09:00:28,1058,show,40342,archive,2022-03-17 09:00:28,"Prospective Teachers, Generic Skills, and Student Community Service Program: A Case Study in the Indonesian Contex","[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Heryandi', 'lineage': None, 'given': 'Heryandi'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/40342,['K1'],pub,6,2022-03-17 09:00:28,public,['FH1'],disk0/00/04/03/42,FALSE,WSEAS TRANSACTIONS on ENVIRONMENT and DEVELOPMENT,,,,Hasil Check Similarity,WSEAS Transactions on Environment and Development,,,,,,,,,,,
