,type,creators,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,userid,lastmod,documents,divisions,publisher,publication,dir,full_text_status,status_changed,ispublished,rev_number,subjects,abstract,uri,date,pres_type,pagerange,event_type,event_title,event_location,event_dates,pages,book_title,number,monograph_type,date_type,issn,volume,isbn,place_of_pub,institution
20,article,"[{'name': {'family': 'Budiyono', 'lineage': None, 'honourific': None, 'given': 'Budiyono'}}]",Formula of Local Regulation on Legal Aid For The Poor as an Effort to Fulfillment of Equality Before the Law Rights,FALSE,2020-01-08 03:15:47,17505,archive,show,561,2020-01-08 03:15:47,"[{'placement': 1, 'eprintid': 17505, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30633', 'pos': 1, 'security': 'public', 'files': [{'mime_type': 'application/pdf', 'hash': 'f750ba516c3dfecdafbaf049b2d3d56b', 'fileid': 147979, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147979', 'filename': 'peer review budiyono Formula.pdf', 'objectid': 30633, 'filesize': 517660, 'mtime': '2020-01-06 09:02:17', 'hash_type': 'MD5'}], 'main': 'peer review budiyono Formula.pdf', 'docid': 30633, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",['FH1'],IISTE,Public Policy and Administration Research,disk0/00/01/75/05,public,2020-01-08 03:15:47,pub,6,['K1'],Penilaian SEjawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/17505,1970-01-01 00:00:00.000002017,,12-16,,,,,,,,,,ISSN 2224-5731(Paper) ISSN 2225-0972(Online),,,,
21,conference_item,"[{'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}]",Formula of Local Regulation on Legal Aid For the Poors as an Effort to Fulfillment of Equality Before the Law Rights,FALSE,2019-12-26 03:26:59,17371,archive,show,561,2019-12-26 03:26:59,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2019-12-20 09:46:44', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146995', 'filename': 'budiyono,.formula of local requalition on legal.pdf', 'objectid': 30487, 'filesize': 2945325, 'hash': '3680f40983a5f01c3f625f6734998a73', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 146995}], 'main': 'budiyono,.formula of local requalition on legal.pdf', 'docid': 30487, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30487', 'security': 'public', 'placement': 1, 'eprintid': 17371}]",['FH1'],,,disk0/00/01/73/71,public,2019-12-26 03:26:59,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17371,1970-01-01 00:00:00.000002017,paper,,conference,Public Policy and Administration Research,,,,,,,,,,,,
22,conference_item,"[{'name': {'given': 'Budiyono', 'lineage': None, 'family': 'Budiyono', 'honourific': None}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,FALSE,2019-12-26 02:44:16,17391,archive,show,561,2019-12-26 02:44:16,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '1dba51bcd7c99d82db95e7ba0bfc4064', 'fileid': 147144, 'datasetid': 'document', 'mtime': '2019-12-23 04:34:47', 'hash_type': 'MD5', 'filename': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147144', 'filesize': 3049062, 'objectid': 30508}], 'docid': 30508, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30508', 'pos': 1, 'eprintid': 17391, 'placement': 1}]",['FH1'],,,disk0/00/01/73/91,public,2019-12-26 02:44:16,pub,7,['K1'],Hasil Similarity Check,http://repository.lppm.unila.ac.id/id/eprint/17391,1970-01-01 00:00:00.000002017,paper,71-75,conference,IISTE,,,,,,,,,,,,
23,article,"[{'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,FALSE,2019-11-07 04:35:43,15785,archive,show,561,2019-11-07 04:35:43,"[{'placement': 1, 'eprintid': 15785, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28891', 'pos': 1, 'security': 'public', 'main': 'Revie BUDIYONO LOCAL REGULATION DEIGN.pdf', 'docid': 28891, 'files': [{'filename': 'Revie BUDIYONO LOCAL REGULATION DEIGN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/135601', 'filesize': 649889, 'objectid': 28891, 'mtime': '2019-11-06 08:58:04', 'hash_type': 'MD5', 'hash': 'c09a8c37b733da2e6f5bde13e0563087', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 135601}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",['FH1'],IISTE,Prosiding,disk0/00/01/57/85,public,2019-11-07 04:35:43,pub,6,['K1'],Peer Review,http://repository.lppm.unila.ac.id/id/eprint/15785,1970-01-01 00:00:00.000002017,,12-16,,,,,,,10.0,,,2225-0972,7.0,,,
24,conference_item,"[{'name': {'honourific': None, 'family': 'Budiyono', 'lineage': None, 'given': 'Budiyono'}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,FALSE,2019-12-26 03:27:33,17387,archive,show,561,2019-12-26 03:27:33,"[{'main': 'budiyono,Lokal Regulation.pdf', 'docid': 30503, 'files': [{'hash_type': 'MD5', 'mtime': '2019-12-22 04:47:30', 'objectid': 30503, 'filesize': 2863393, 'filename': 'budiyono,Lokal Regulation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147113', 'fileid': 147113, 'datasetid': 'document', 'hash': 'e944dbd583746b257cbfd6d914b4f68a', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17387, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30503', 'security': 'public'}]",['FH1'],,,disk0/00/01/73/87,public,2019-12-26 03:27:33,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17387,1970-01-01 00:00:00.000002017,paper,,conference,Developing Country Studies,,,,,,,,,,,,
25,article,"[{'name': {'given': 'Budiyono', 'honourific': None, 'family': 'Budiyono', 'lineage': None}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,FALSE,2020-01-08 03:14:58,17463,archive,show,561,2020-01-08 03:14:58,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30591', 'pos': 1, 'eprintid': 17463, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 30591, 'main': 'budiyono,Lokal Regulation.pdf', 'files': [{'filesize': 2863393, 'objectid': 30591, 'filename': 'budiyono,Lokal Regulation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147720', 'hash_type': 'MD5', 'mtime': '2020-01-03 06:43:16', 'fileid': 147720, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'e944dbd583746b257cbfd6d914b4f68a'}]}]",['FH1'],IISTE,Developing Country Studies,disk0/00/01/74/63,public,2020-01-08 03:14:58,pub,6,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17463,1970-01-01 00:00:00.000002017,,12-16,,,,,,,10.0,,,2225-0565,7.0,,,
26,article,"[{'name': {'given': 'Budiyono', 'honourific': None, 'lineage': None, 'family': 'Budiyono'}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,FALSE,2020-01-08 03:15:30,17469,archive,show,561,2020-01-08 03:15:30,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 30596, 'main': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'files': [{'hash': '1dba51bcd7c99d82db95e7ba0bfc4064', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 147755, 'filename': 'Local_Regulation_Design_on_the_Protection_and_Empo (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147755', 'filesize': 3049062, 'objectid': 30596, 'mtime': '2020-01-03 07:09:02', 'hash_type': 'MD5'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30596', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17469}]",['FH1'],IISTE,Developing Country Studies,disk0/00/01/74/69,public,2020-01-08 03:15:30,pub,6,['K1'],Hasil Similarity Check,http://repository.lppm.unila.ac.id/id/eprint/17469,1970-01-01 00:00:00.000002017,,,,,,,,,,,,,,,,
27,article,"[{'name': {'given': 'Budiyono', 'lineage': None, 'family': 'Budiyono', 'honourific': None}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based  on Law as a Tool of Social Empowering,FALSE,2020-01-08 03:15:41,17503,archive,show,561,2020-01-08 03:15:41,"[{'main': 'peer review budiyono local.pdf', 'docid': 30631, 'files': [{'hash': 'bb17cb0d9c17b02b6904036d730faf43', 'mime_type': 'application/pdf', 'fileid': 147969, 'datasetid': 'document', 'filename': 'peer review budiyono local.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147969', 'filesize': 511511, 'objectid': 30631, 'mtime': '2020-01-06 08:58:04', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 17503, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30631', 'pos': 1, 'security': 'public'}]",['FH1'],IISTE,Developing Country Studies,disk0/00/01/75/03,public,2020-01-08 03:15:41,pub,6,['K1'],Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/17503,1970-01-01 00:00:00.000002017,,71-75,,,,,,,,,,2225-0565,,,,
28,article,"[{'name': {'given': 'Budiyono', 'honourific': None, 'lineage': None, 'family': 'Budiyono'}}]",Local Regulation Design on the Protection and Empowerment of the Farmer Based on Law as a Tool of Social Empowering,FALSE,2019-11-05 06:16:19,15592,archive,show,561,2019-11-05 06:16:19,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28713', 'eprintid': 15592, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Review Budiyono Local Regulation Design on the Protection and Empowerment of the Farmer.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-11-05 06:04:35', 'filesize': 654496, 'objectid': 28713, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134320', 'filename': 'Review Budiyono Local Regulation Design on the Protection and Empowerment of the Farmer.pdf', 'fileid': 134320, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9c5d03687482e6d385f8ec30502e8cb1'}], 'docid': 28713}]",['FH1'],IISTE,Developing Country Studies,disk0/00/01/55/92,public,2019-11-05 06:16:19,pub,9,['K1'],Peer Review,http://repository.lppm.unila.ac.id/id/eprint/15592,1970-01-01 00:00:00.000002017,,71-75,,,,,,,10.0,,,2225-0565,7.0,,,
29,conference_item,"[{'name': {'given': 'Budiyono', 'honourific': None, 'lineage': None, 'family': 'Budiyono'}}]",Mapping The Indigenous Conflict of Indonesias,FALSE,2019-12-26 02:44:38,17392,archive,show,561,2019-12-26 02:44:38,"[{'main': 'Mapping_the_Indigenous_Conflict_of_Indonesia.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-12-23 04:37:15', 'filesize': 3880595, 'objectid': 30509, 'filename': 'Mapping_the_Indigenous_Conflict_of_Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147151', 'fileid': 147151, 'datasetid': 'document', 'hash': '21e7ac01b4faf4f793a92f052ab23bbb', 'mime_type': 'application/pdf'}], 'docid': 30509, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 17392, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30509', 'security': 'public'}]",['FH1'],,,disk0/00/01/73/92,public,2019-12-26 02:44:38,pub,7,['K1'],Hasil Similarity Check,http://repository.lppm.unila.ac.id/id/eprint/17392,1970-01-01 00:00:00.000002017,paper,357-369,conference,Universitas Lampung,,,,,,,,,,,,
30,conference_item,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Budiyono', 'given': 'Budiyono'}}]",Mapping the Indigenous Conflict of Indonesia,FALSE,2019-12-26 03:26:36,17370,archive,show,561,2019-12-26 03:26:36,"[{'format': 'text', 'main': 'budiyono,.mapping the indigenous conflict of indonesia.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '9c40f78f0817dbb93861721127d7c954', 'fileid': 146988, 'datasetid': 'document', 'mtime': '2019-12-20 09:39:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146988', 'filename': 'budiyono,.mapping the indigenous conflict of indonesia.pdf', 'objectid': 30486, 'filesize': 6993466}], 'docid': 30486, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17370, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30486', 'pos': 1}]",['FH1'],,,disk0/00/01/73/70,public,2019-12-26 03:26:36,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17370,2017-09-01 00:00:00.000000000,paper,357-369,conference,Roceedings International Cobference,,,,,,,,,,,,
31,article,"[{'name': {'given': 'Candra', 'honourific': None, 'family': 'Candra Perbawati', 'lineage': None}}]","Reconstruction Concerning Ulayat Land Right Within 
Traditional Law Society In Globalization Era (Case Study Of Ulayat Land Within Mesuji Tradition Law Society Of Lampung Province)",FALSE,2019-11-14 10:11:05,16096,archive,show,366,2019-11-14 10:11:05,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 29190, 'main': 'ic_glow (hasil).pdf', 'files': [{'datasetid': 'document', 'fileid': 137867, 'hash': '936859f9c16efef98d721f538b4fcc7b', 'mime_type': 'application/pdf', 'objectid': 29190, 'filesize': 7212891, 'uri': 'http://repository.lppm.unila.ac.id/id/file/137867', 'filename': 'ic_glow (hasil).pdf', 'hash_type': 'MD5', 'mtime': '2019-11-12 06:34:56'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29190', 'eprintid': 16096, 'placement': 1}]",['FH1'],Fakultas Hukum Universitas Sebelas Maret Surakarta,Proceeding The 2017 Internasional Conference on Globalization of Law and Local Wisdom,disk0/00/01/60/96,public,2019-11-14 10:11:05,pub,6,['K1'],Hasil Similarity Check,http://repository.lppm.unila.ac.id/id/eprint/16096,2017-10-01 00:00:00.000000000,,,,,,,,,,,,,,,,
32,conference_item,"[{'id': 'perbawaticandra@yahoo.com', 'name': {'given': 'Candra', 'lineage': None, 'family': 'Candra Perbawati', 'honourific': None}}]","Reconstruction Concerning Ulayat Land Right Within 
Traditional Law Society In Globalization Era (Case Study Of Ulayat Land Within Mesuji Tradition Law Society Of Lampung Province)",FALSE,2019-11-14 11:04:28,16107,archive,show,366,2019-11-14 11:04:28,"[{'format': 'text', 'files': [{'filesize': 747844, 'objectid': 29200, 'filename': 'Review Candra Reconstruction Concerning Ulayat.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/137952', 'hash_type': 'MD5', 'mtime': '2019-11-12 07:16:03', 'datasetid': 'document', 'fileid': 137952, 'mime_type': 'application/pdf', 'hash': '1b38fa841a9fb22b719048ffbf32e5ac'}], 'main': 'Review Candra Reconstruction Concerning Ulayat.pdf', 'docid': 29200, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 16107, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29200', 'pos': 1}]",['FH1'],,,disk0/00/01/61/07,public,2019-11-14 11:04:28,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/16107,2017-10-01 00:00:00.000000000,other,,conference,Poceeding The 2017 Internasional,,,,,,,,,,,,
33,article,"[{'name': {'lineage': None, 'family': 'Heryandi', 'honourific': None, 'given': 'Heryandi'}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,FALSE,2020-02-06 05:15:06,17823,archive,show,1058,2020-02-06 05:15:06,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Prof.cendi 18_Years_of_Decentralization_Experiment_in_Indones.pdf', 'docid': 30943, 'files': [{'mtime': '2020-01-31 01:13:47', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150172', 'filename': 'Prof.cendi 18_Years_of_Decentralization_Experiment_in_Indones.pdf', 'objectid': 30943, 'filesize': 2435126, 'hash': '940b4685afb4ae91c961faa724a30a96', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 150172}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30943', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17823}]",['FH1'],Canadian Center of Science and Eduction,Journal of Polities and Law,disk0/00/01/78/23,public,2020-02-06 05:15:06,pub,6,['K1'],Hasil Check Similarity,http://repository.lppm.unila.ac.id/id/eprint/17823,1970-01-01 00:00:00.000002017,,132-139,,,,,,,,,,,,,,
34,article,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'given': 'Heryandi', 'honourific': None, 'lineage': None, 'family': 'Heryandi'}}]",18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,FALSE,2020-02-06 05:15:14,17838,archive,show,1058,2020-02-06 05:15:14,"[{'format': 'text', 'main': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-31 06:28:01', 'objectid': 30959, 'filesize': 2310559, 'filename': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150300', 'datasetid': 'document', 'fileid': 150300, 'hash': '8102ed7f46672b09981be03d2349debf', 'mime_type': 'application/pdf'}], 'docid': 30959, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 17838, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30959', 'pos': 1}]",['FH1'],Canadian Center of Science and Eduction,Journal of Polities and Law,disk0/00/01/78/38,public,2020-02-06 05:15:14,pub,6,['K1'],Hasil Check Similarity,http://repository.lppm.unila.ac.id/id/eprint/17838,1970-01-01 00:00:00.000002017,,132-139,,,,,,,,,,,,,,
35,book_section,"[{'name': {'given': 'Heryandi', 'family': 'Heryandi', 'lineage': None, 'honourific': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,FALSE,2020-06-02 04:59:47,21433,archive,show,1058,2020-06-02 04:59:47,"[{'main': 'Review 18 Years of Decentralization Expriment.pdf', 'docid': 34837, 'files': [{'datasetid': 'document', 'fileid': 199047, 'hash': '7219e45f2e2cbf16a5241d1bb4565649', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-02 03:51:37', 'filesize': 527865, 'objectid': 34837, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199047', 'filename': 'Review 18 Years of Decentralization Expriment.pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 21433, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34837', 'security': 'public'}]",['FH1'],Canadian Center of Science and Eduction,,disk0/00/02/14/33,public,2020-06-02 04:59:47,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/21433,1970-01-01 00:00:00.000002017,,132-139,,,,,,Buku Referensi,,,,,,,,
36,article,"[{'name': {'given': 'Heryandi', 'lineage': None, 'family': 'Heryandi', 'honourific': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,FALSE,2020-06-02 04:58:47,21447,archive,show,1058,2020-06-02 04:58:47,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34849', 'pos': 1, 'eprintid': 21447, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-02 04:04:15', 'objectid': 34849, 'filesize': 527865, 'filename': 'Review 18 Years of Decentralization Expriment.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199125', 'datasetid': 'document', 'fileid': 199125, 'mime_type': 'application/pdf', 'hash': '7219e45f2e2cbf16a5241d1bb4565649'}], 'main': 'Review 18 Years of Decentralization Expriment.pdf', 'docid': 34849}]",['FH1'],Canadian Center of Science and Eduction,Journal of Polities and Law,disk0/00/02/14/47,public,2020-06-02 04:58:47,pub,6,['K1'],Hasil Penilaian Sebidang Sejawat atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/21447,1970-01-01 00:00:00.000002017,,132-139,,,,,,,,,,,,,,
37,book_section,"[{'id': 'heryandi.1962@fh.unila.ac.id', 'name': {'given': 'Heryandi', 'honourific': None, 'family': 'Heryandi', 'lineage': None}}]",Hukum Pengelolaan Sumber Daya Alam Kelautan,FALSE,2020-02-06 05:16:03,17837,archive,show,1058,2020-02-06 05:16:03,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'heryandi hukum pengelolaan sumber daya alam kelautan.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '839d8ef80aea2ccba913fec6a5667489', 'datasetid': 'document', 'fileid': 150294, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150294', 'filename': 'heryandi hukum pengelolaan sumber daya alam kelautan.pdf', 'filesize': 9993919, 'objectid': 30958, 'mtime': '2020-01-31 06:23:41', 'hash_type': 'MD5'}], 'docid': 30958, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30958', 'eprintid': 17837, 'placement': 1}]",['FH1'],Universitas Lampung Bandar Lampung,,disk0/00/01/78/37,public,2020-02-06 05:16:03,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17837,1970-01-01 00:00:00.000002017,,1-160,,,,,,Buku Referensi,,,,,,,,
38,book_section,"[{'name': {'given': 'Heryandi', 'family': 'Heryandi', 'lineage': None, 'honourific': None}, 'id': 'heryandi.1962@fh.unila.ac.id'}]",Hukum Pengelolaan Sumber Daya Alam Kelautan,FALSE,2020-06-02 04:59:33,21430,archive,show,1058,2020-06-02 04:59:33,"[{'eprintid': 21430, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34834', 'format': 'text', 'docid': 34834, 'main': 'Review  Hukum Pengelolaan SDAL.pdf', 'files': [{'hash': '0b1c958f72f18801b32d91efa850694c', 'mime_type': 'application/pdf', 'fileid': 199020, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/199020', 'filename': 'Review  Hukum Pengelolaan SDAL.pdf', 'objectid': 34834, 'filesize': 478933, 'mtime': '2020-06-02 03:44:09', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",['FH1'],Universitas Lampung,,disk0/00/02/14/30,public,2020-06-02 04:59:33,pub,7,['K1'],Hasil Penilaian Sejawat atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/21430,1970-01-01 00:00:00.000002017,,1-160,,,,,,Buku Referensi,,,,,,,,
39,conference_item,"[{'name': {'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None, 'given': 'Nunung'}}]",The Resposition Of Mediation Process In Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 Of 2016,FALSE,2022-03-10 04:23:16,40067,archive,show,786,2022-03-10 04:23:16,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161361', 'eprintid': 40067, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 161361, 'main': 'THE RESPOSTATION.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '0e2bea339bc234f85d3bcaf09d246ad5', 'datasetid': 'document', 'fileid': 448111, 'mtime': '2022-03-10 03:33:56', 'hash_type': 'MD5', 'filename': 'THE RESPOSTATION.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/448111', 'filesize': 863827, 'objectid': 161361}]}]",['FH1'],,,disk0/00/04/00/67,public,2022-03-10 04:23:16,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/40067,1970-01-01 00:00:00.000002017,other,,conference,PROCEEDING International Conference on Law and Society Yogyakarta,,,,,,,,,,,,
40,conference_item,"[{'name': {'honourific': None, 'family': 'Nunung Rodliyah', 'lineage': None, 'given': 'Nunung'}}]",The Resposition Of Mediation Process In Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 Of 2016,FALSE,2022-03-10 04:23:23,40069,archive,show,786,2022-03-10 04:23:23,"[{'eprintid': 40069, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161363', 'pos': 1, 'format': 'text', 'main': 'THE RESPOSITION.pdf', 'docid': 161363, 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-10 03:48:42', 'objectid': 161363, 'filesize': 864383, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448125', 'filename': 'THE RESPOSITION.pdf', 'datasetid': 'document', 'fileid': 448125, 'hash': '8a131f9671127c2ab977fd58ffc39e89', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],,,disk0/00/04/00/69,public,2022-03-10 04:23:23,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/40069,1970-01-01 00:00:00.000002017,other,,conference,PROCEEDING International Conference on Law and Society Yogyakarta,,,,,,,,,,,,
