,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,title,refereed,creators,pres_type,type,subjects,event_title,uri,date,event_type,divisions,dir,ispublished,rev_number,full_text_status,status_changed,abstract,pagerange,publisher,publication,issn,date_type,patent_applicant,id_number,book_title,event_dates,event_location,volume,number,corp_creators,contributors,official_url,keywords,funders,related_url,succeeds
20,show,2021-06-24 08:28:25,32841,archive,2021-06-24 08:28:25,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149633', 'eprintid': 32841, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Review Haki Hukum Pajak Daerah.pdf', 'files': [{'filesize': 298758, 'objectid': 149633, 'uri': 'http://repository.lppm.unila.ac.id/id/file/388874', 'filename': 'Review Haki Hukum Pajak Daerah.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-24 08:12:28', 'fileid': 388874, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '5a29a497fc209a00fd492640f5305264'}], 'docid': 149633}]",1065,Hukum Pajak Daerah : Posisi Undang-undang Pajak Daerah dan Retribusi Daerah dalam Penyelenggara Pemerintah Daerah,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/32841,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/28/41,pub,7,public,2021-06-24 08:28:25,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201813399,,,,,,,,,,,,
21,show,2021-06-24 08:08:38,32838,archive,2021-06-24 08:08:38,"[{'format': 'text', 'docid': 149600, 'main': 'sertifikat_EC00201813408.pdf', 'files': [{'filesize': 768572, 'objectid': 149600, 'uri': 'http://repository.lppm.unila.ac.id/id/file/388818', 'filename': 'sertifikat_EC00201813408.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-24 07:23:33', 'datasetid': 'document', 'fileid': 388818, 'hash': 'b22163067b1c7dc50da422b7a30ed4f1', 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 32838, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149600'}]",1065,Hukum dan Alokasi Umum,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/32838,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/28/38,pub,8,public,2021-06-24 08:08:38,,,,,,submitted,LPPM UNILA,EC00201813408,,,,,,,,,,,,
22,show,2021-06-24 08:28:39,32846,archive,2021-06-24 08:28:39,"[{'main': 'Review Haki Hukum dan Alokasi.pdf', 'docid': 149648, 'files': [{'filename': 'Review Haki Hukum dan Alokasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/388916', 'filesize': 286220, 'objectid': 149648, 'mtime': '2021-06-24 08:21:47', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '100f5644cbe997b57acab3b26b777485', 'fileid': 388916, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 32846, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149648', 'pos': 1, 'security': 'public'}]",1065,Hukum dan Alokasi Umum,,"[{'name': {'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/32846,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/28/46,pub,7,public,2021-06-24 08:28:39,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201813408,,,,,,,,,,,,
23,show,2022-02-21 04:43:32,39661,archive,2022-02-21 04:43:32,"[{'eprintid': 39661, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160937', 'format': 'text', 'main': 'Hukum dan Alokasi Umum.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/445064', 'filename': 'Hukum dan Alokasi Umum.pdf', 'objectid': 160937, 'filesize': 14716703, 'mtime': '2022-02-21 03:06:44', 'hash_type': 'MD5', 'hash': '58c169f41b13a14fc2c87cce5daa33ae', 'mime_type': 'application/pdf', 'fileid': 445064, 'datasetid': 'document'}], 'docid': 160937, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",1065,Hukum dan Alokasi Umum,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/39661,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/96/61,pub,7,public,2022-02-21 04:43:32,,,,,,published,LPPM UNILA,EC00201813408,,,,,,,,,,,,
24,show,2021-05-05 01:03:06,29949,archive,2021-05-05 01:03:06,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 133960, 'main': 'Indonesian_Law_Enforcement__between_the_Lady_and_B.pdf', 'files': [{'datasetid': 'document', 'fileid': 354592, 'mime_type': 'application/pdf', 'hash': '18777ddcb8b7f748d6e1a976c428a248', 'hash_type': 'MD5', 'mtime': '2021-05-04 07:31:18', 'objectid': 133960, 'filesize': 1330804, 'uri': 'http://repository.lppm.unila.ac.id/id/file/354592', 'filename': 'Indonesian_Law_Enforcement__between_the_Lady_and_B.pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/133960', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29949}]",69,Indonesian Law Enforcment; between the Lady and Banyan TreE,FALSE,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}}]",,article,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/29949,2018-05-01 00:00:00.000000000,,['FH1'],disk0/00/02/99/49,pub,6,public,2021-05-05 01:03:06,Hasil Check Similarity,,IACSIT Press,Inetrnational Journal of Social Science and Humanity,,,,,,,,,,,,,,,,
25,show,2021-05-27 02:40:05,30932,archive,2021-05-27 02:40:05,"[{'eprintid': 30932, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/139623', 'pos': 1, 'format': 'text', 'docid': 139623, 'main': 'Reviewe Irzal Indonesian.pdf', 'files': [{'fileid': 366702, 'datasetid': 'document', 'hash': '643a63600030f78001af168671fe2f25', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-27 02:03:54', 'objectid': 139623, 'filesize': 395276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/366702', 'filename': 'Reviewe Irzal Indonesian.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",69,Indonesian Law Enforcment; between the Lady and Banyan TreE,FALSE,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,article,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/30932,2018-05-01 00:00:00.000000000,,['FH1'],disk0/00/03/09/32,pub,6,public,2021-05-27 02:40:05,Hasil Penilaian Sejawat Sebidang atau Peer Review,,IACSIT Press,Inetrnational Journal of Social Science and Humanity,,,,,,,,,,,,,,,,
26,show,2021-05-27 02:40:52,30951,archive,2021-05-27 02:40:52,"[{'eprintid': 30951, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/139718', 'pos': 1, 'format': 'text', 'main': 'Review Rohaini The Madrid.pdf', 'docid': 139718, 'files': [{'mtime': '2021-05-27 02:27:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/366903', 'filename': 'Review Rohaini The Madrid.pdf', 'filesize': 407614, 'objectid': 139718, 'hash': '80a0cc53c12de4d463c4403b912db8ed', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 366903}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",147,The Madrid Protocol : Mewujudkan Perlindungan Hukum yang Efektif bagi Merek Terkneal di ASEAN,FALSE,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rohaini.arifien81@gmail.com</font></font>'}]",,article,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/30951,2018-06-01 00:00:00.000000000,,['FH1'],disk0/00/03/09/51,pub,6,public,2021-05-27 02:40:52,Hasil Penilaian Sejawat Sebidang atau Peer Review,,Laboratorium Ilmu Hukum Fakultas Hukum Universitas Muhammadiyah Yogyakarta,Jurnal Media Hukum,,,,,,,,,,,,,,,,
27,show,2021-04-17 05:20:06,29403,archive,2021-04-17 05:20:06,"[{'eprintid': 29403, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43534', 'pos': 1, 'format': 'text', 'main': 'Models of Policy.pdf', 'docid': 43534, 'files': [{'hash': '679634fc19a92322b6515aa72b9bde83', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 260504, 'mtime': '2021-04-16 04:40:22', 'hash_type': 'MD5', 'filename': 'Models of Policy.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/260504', 'objectid': 43534, 'filesize': 4913865}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",276,Models of Policy Making : Juvenile Detention Center and Self-Reliance Program.,FALSE,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",other,conference_item,['K1'],"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Konferensi Internasional tentang Hak-Hak Fundamental (I-Coffees)</font></font>",http://repository.lppm.unila.ac.id/id/eprint/29403,2018-09-01 00:00:00.000000000,conference,['FH1'],disk0/00/02/94/03,pub,7,public,2021-04-17 05:20:06,,,,,,,,,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">7 September 2018</font></font>","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Novotel, Bandar Lampung</font></font>",,,,,,,,,
28,show,2021-04-17 05:20:44,29414,archive,2021-04-17 05:20:44,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 43545, 'main': 'Review Models of.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/260581', 'filename': 'Review Models of.pdf', 'filesize': 535819, 'objectid': 43545, 'mtime': '2021-04-16 06:37:29', 'hash_type': 'MD5', 'hash': '3a8bf9eb4f56b30c3d8ec2283b5cb06a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 260581}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43545', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29414}]",276,Models of Policy Making : Juvenile Detention Center and Self-Reliance Program.,FALSE,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",other,conference_item,['K1'],International Conference on Fundamental Rights (I-COFFEES),http://repository.lppm.unila.ac.id/id/eprint/29414,2018-09-01 00:00:00.000000000,conference,['FH1'],disk0/00/02/94/14,pub,7,public,2021-04-17 05:20:44,Hasil Penilaian sejawat Sebidang atau Peer Review,,,,,,,,,,,,,,,,,,,
29,show,2021-10-13 10:13:22,34530,archive,2021-10-13 10:13:22,"[{'placement': 1, 'eprintid': 34530, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155054', 'pos': 1, 'security': 'public', 'docid': 155054, 'main': 'Content_of_Models_of_Policy_Making.pdf', 'files': [{'objectid': 155054, 'filesize': 964601, 'filename': 'Content_of_Models_of_Policy_Making.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406062', 'hash_type': 'MD5', 'mtime': '2021-10-13 07:41:56', 'fileid': 406062, 'datasetid': 'document', 'hash': 'a7a079b771b38285d80f76d1e6d8b67f', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",276,Models of Policy Making : Juvenile Detention Center and Self-Reliance Program.,FALSE,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",other,conference_item,['K1'],International Conference on Fundamental Rights (I-COFFEES),http://repository.lppm.unila.ac.id/id/eprint/34530,1970-01-01 00:00:00.000002018,conference,['FH1'],disk0/00/03/45/30,pub,8,public,2021-10-13 10:13:22,Hasil Check Similarity,,,,,,,,,,,,,,,,,,,
30,show,2022-02-21 04:42:51,39658,archive,2022-02-21 04:42:51,"[{'eprintid': 39658, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160934', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '05135580ce9cd1a594ad13b58115b52b', 'datasetid': 'document', 'fileid': 445046, 'filename': 'Pemekaran Kecamatan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/445046', 'objectid': 160934, 'filesize': 10499159, 'mtime': '2022-02-21 03:00:39', 'hash_type': 'MD5'}], 'main': 'Pemekaran Kecamatan.pdf', 'docid': 160934, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1065,Pemekaran Kecamatan : Upaya Mewujudkan Percepatan Kesejahteraan Masyarakat di Era Otonomi Daerah,,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/39658,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/96/58,pub,7,public,2022-02-21 04:42:51,,,,,,published,LPPM UNILA,EC00201813401,,,,,,,,,,,,
31,show,2021-06-24 08:08:31,32836,archive,2021-06-24 08:08:31,"[{'eprintid': 32836, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149597', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-24 07:20:29', 'filesize': 768740, 'objectid': 149597, 'uri': 'http://repository.lppm.unila.ac.id/id/file/388802', 'filename': 'sertifikat_EC00201813401.pdf', 'fileid': 388802, 'datasetid': 'document', 'hash': '0e2b2d951a2b0408e3b52f0c578235a0', 'mime_type': 'application/pdf'}], 'main': 'sertifikat_EC00201813401.pdf', 'docid': 149597, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",1065,Pemekaran Kecamatan : Upaya Mewujudkan Percepatan Kesejahteraan Masyarakat di Era Otonomi Daerah,,"[{'name': {'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/32836,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/28/36,pub,7,public,2021-06-24 08:08:31,,,,,,submitted,LPPM UNILA,EC00201813401,,,,,,,,,,,,
32,show,2021-06-24 08:28:35,32844,archive,2021-06-24 08:28:35,"[{'placement': 1, 'eprintid': 32844, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149636', 'security': 'public', 'docid': 149636, 'main': 'Review Haki Pemekaran Kec.pdf', 'files': [{'filesize': 297913, 'objectid': 149636, 'uri': 'http://repository.lppm.unila.ac.id/id/file/388891', 'filename': 'Review Haki Pemekaran Kec.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-24 08:18:02', 'datasetid': 'document', 'fileid': 388891, 'hash': 'ca255e64c14a76a9c7df191e03aed898', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1065,Pemekaran Kecamatan : Upaya Mewujudkan Percepatan Kesejahteraan Masyarakat di Era Otonomi Daerah,,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/32844,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/28/44,pub,7,public,2021-06-24 08:28:35,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201813401,,,,,,,,,,,,
33,show,2021-05-31 06:09:16,31439,archive,2021-05-31 06:09:16,"[{'eprintid': 31439, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142113', 'format': 'text', 'docid': 142113, 'main': 'Review Aspek Hukum.pdf', 'files': [{'fileid': 372531, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ddf4676db6495e6072317c3685e085fd', 'filesize': 181092, 'objectid': 142113, 'filename': 'Review Aspek Hukum.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372531', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:02:25'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",955,Pencipta atas HKI berjudul Aspek Hukum Perbankan Syariah Teori dan Implementasi,,"[{'name': {'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31439,2018-03-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/39,pub,7,public,2021-05-31 06:09:16,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201806229,,,,,,,,,,,,
34,show,2021-05-31 09:10:01,31509,archive,2021-05-31 09:10:01,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 142488, 'main': 'Review Aspek Hukum.pdf', 'files': [{'datasetid': 'document', 'fileid': 373287, 'mime_type': 'application/pdf', 'hash': '25d4ad067ebc1c42b4f580687b16794b', 'hash_type': 'MD5', 'mtime': '2021-05-31 08:43:59', 'filesize': 278056, 'objectid': 142488, 'uri': 'http://repository.lppm.unila.ac.id/id/file/373287', 'filename': 'Review Aspek Hukum.pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142488', 'pos': 1, 'eprintid': 31509, 'placement': 1}]",955,Pencipta atas HKI berjudul Aspek Hukum Perbankan Syariah Teori dan Implementasi,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31509,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/09,pub,7,public,2021-05-31 09:10:01,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201806229,,,,,,,,,,,,
35,show,2021-05-31 06:09:25,31442,archive,2021-05-31 06:09:25,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-31 04:07:16', 'objectid': 142116, 'filesize': 248745, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372549', 'filename': 'Review Dekonstrukturisme.pdf', 'datasetid': 'document', 'fileid': 372549, 'hash': 'a9348823c6e44362bb0746ab26b545ad', 'mime_type': 'application/pdf'}], 'main': 'Review Dekonstrukturisme.pdf', 'docid': 142116, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142116', 'pos': 1, 'eprintid': 31442, 'placement': 1}]",955,Pencipta atas HKI berjudul Dekonstrukturisme Teori Kritis Abad 21,,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31442,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/42,pub,7,public,2021-05-31 06:09:25,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854002,,,,,,,,,,,,
36,show,2021-05-31 09:10:32,31511,archive,2021-05-31 09:10:32,"[{'format': 'text', 'main': 'Review Dekonstrukturisme.pdf', 'docid': 142491, 'files': [{'fileid': 373303, 'datasetid': 'document', 'hash': 'b2f3fdcf71348e75299078ef2af45ba2', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-31 08:49:01', 'objectid': 142491, 'filesize': 341996, 'uri': 'http://repository.lppm.unila.ac.id/id/file/373303', 'filename': 'Review Dekonstrukturisme.pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 31511, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142491', 'pos': 1}]",955,Pencipta atas HKI berjudul Dekonstrukturisme Teori Kritis Abad 21,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31511,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/11,pub,7,public,2021-05-31 09:10:32,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854002,,,,,,,,,,,,
37,show,2021-05-31 06:09:31,31444,archive,2021-05-31 06:09:31,"[{'main': 'Review Hubungan Konsep.pdf', 'docid': 142118, 'files': [{'objectid': 142118, 'filesize': 188296, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372558', 'filename': 'Review Hubungan Konsep.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:08:53', 'fileid': 372558, 'datasetid': 'document', 'hash': 'c01aba7bc7815e3cb6af8cbb82c573e2', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 31444, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142118', 'security': 'public'}]",955,Pencipta atas HKI berjudul Hubungan Konsep Pengembangan Berkelanjutan dengan Intergenerational Wquity dan Implementasi dari Ketiga Prinsip Dasar Edith Browns,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31444,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/44,pub,7,public,2021-05-31 06:09:31,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854003,,,,,,,,,,,,
38,show,2021-05-31 09:10:34,31512,archive,2021-05-31 09:10:34,"[{'files': [{'hash': '4ed5988a13bee2ed1523252ce4b3c663', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 373315, 'uri': 'http://repository.lppm.unila.ac.id/id/file/373315', 'filename': 'Review Hubungan Konsep.pdf', 'objectid': 142497, 'filesize': 284940, 'mtime': '2021-05-31 08:51:13', 'hash_type': 'MD5'}], 'main': 'Review Hubungan Konsep.pdf', 'docid': 142497, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 31512, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142497', 'security': 'public'}]",955,Pencipta atas HKI berjudul Hubungan Konsep Pengembangan Berkelanjutan dengan Intergenerational Wquity dan Implementasi dari Ketiga Prinsip Dasar Edith Browns,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31512,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/12,pub,7,public,2021-05-31 09:10:34,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854003,,,,,,,,,,,,
39,show,2021-05-31 06:09:34,31449,archive,2021-05-31 06:09:34,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Review Hk. Acara Peradilan.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/372626', 'filename': 'Review Hk. Acara Peradilan.pdf', 'objectid': 142150, 'filesize': 180454, 'mtime': '2021-05-31 04:18:03', 'hash_type': 'MD5', 'hash': 'da035f6b56e28841e96f8964ecf6fa28', 'mime_type': 'application/pdf', 'fileid': 372626, 'datasetid': 'document'}], 'docid': 142150, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142150', 'eprintid': 31449, 'placement': 1}]",955,Pencipta atas HKI berjudul Hukum Acara Peradilan Agama,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31449,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/49,pub,7,public,2021-05-31 06:09:34,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853985,,,,,,,,,,,,
