,monograph_type,subjects,abstract,uri,date,divisions,publisher,dir,status_changed,full_text_status,ispublished,rev_number,eprint_status,eprintid,datestamp,metadata_visibility,userid,documents,lastmod,creators,type,title,book_title,refereed,publication,isbn,pagerange,pages,place_of_pub,institution,event_type,event_title,event_dates,pres_type,event_location
20,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/18607,2014-12-01 00:00:00.000000000,['FH1'],Wawai Publishing,disk0/00/01/86/07,2020-03-12 03:54:19,public,pub,7,archive,18607,2020-03-12 03:54:19,show,347,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'filesize': 106754, 'objectid': 31770, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156247', 'filename': 'Review Rudy menguatkan rezim.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-11 08:50:21', 'fileid': 156247, 'datasetid': 'document', 'hash': '109b5736ce4116399a46fb47d7c64eb3', 'mime_type': 'application/pdf'}], 'main': 'Review Rudy menguatkan rezim.pdf', 'docid': 31770, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31770', 'eprintid': 18607, 'placement': 1}]",2020-03-12 03:54:19,"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'lineage': None, 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",book_section,Menguatkan Rezim Negara Kepulauan,Membangun Pradigma Kamaritiman Indonesia,FALSE,,,,,,,,,,,
21,,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17421,2014-07-01 00:00:00.000000000,['FH1'],Justice Publisher Badan Penerbit Fakultas Hukum Universitas Lampung,disk0/00/01/74/21,2020-01-14 01:24:26,public,pub,7,archive,17421,2020-01-14 01:24:26,show,347,"[{'format': 'text', 'main': 'Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi.pdf', 'docid': 30547, 'files': [{'hash_type': 'MD5', 'mtime': '2019-12-27 02:19:26', 'objectid': 30547, 'filesize': 20035255, 'filename': 'Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147400', 'fileid': 147400, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0d6eaa4f8bb3487f2c0336c26026e07e'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 17421, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30547', 'pos': 1}]",2020-01-14 01:24:26,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rudy', 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",book_section,Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi,Buku Referensi,FALSE,,,1-97,,,,,,,,
22,,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17510,2014-07-01 00:00:00.000000000,['FH1'],Justice Publisher Badan Penerbitan Fakultas Hukum Universitas Lampung Bandar Lampung,disk0/00/01/75/10,2020-01-14 02:50:14,public,pub,7,archive,17510,2020-01-14 02:50:14,show,347,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 30637, 'main': '19_PEMETAAN SENGKETA KELEMBAGAAN NEGARA I-merged.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'f31eca3ea1c492ce95f758a988deeb5b', 'fileid': 148009, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148009', 'filename': '19_PEMETAAN SENGKETA KELEMBAGAAN NEGARA I-merged.pdf', 'filesize': 34416451, 'objectid': 30637, 'mtime': '2020-01-07 02:20:42', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30637', 'security': 'public', 'placement': 1, 'eprintid': 17510}]",2020-01-14 02:50:14,"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",book,Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi,,FALSE,,978-602-1071-04-5,,97.0,Bandar Lampung,,,,,,
23,,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17428,2014-07-01 00:00:00.000000000,['FH1'],Justice Publisher Badan Penerbit Fakultas Hukum Universitas Lampung,disk0/00/01/74/28,2020-01-14 02:49:33,public,pub,7,archive,17428,2020-01-14 02:49:33,show,347,"[{'format': 'text', 'docid': 30553, 'main': 'Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147444', 'filename': 'Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan Mahkamah Konstitusi (1).pdf', 'filesize': 20035255, 'objectid': 30553, 'mtime': '2019-12-27 07:45:51', 'hash_type': 'MD5', 'hash': 'ff22d6a215f5e4c314e79f45ee348526', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 147444}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 17428, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30553'}]",2020-01-14 02:49:33,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rudy', 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",book,Pemetaan Sengketa Kewenangan Lembaga Negara Evaluasi Satu Dasawarsa Putusan mahkamah Konstitusi,,FALSE,,978-602-1071-04-5,,97.0,Bandar Lampung,,,,,,
24,,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17490,2014-03-01 00:00:00.000000000,['FH1'],,disk0/00/01/74/90,2020-01-14 02:48:10,public,pub,7,archive,17490,2020-01-14 02:48:10,show,347,"[{'format': 'text', 'main': '32_COMMUNITY EMPOWERMWNT.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '87342c9dc91d45b935e264cdb9a3cae6', 'fileid': 147884, 'datasetid': 'document', 'mtime': '2020-01-06 02:40:13', 'hash_type': 'MD5', 'filename': '32_COMMUNITY EMPOWERMWNT.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147884', 'filesize': 11828971, 'objectid': 30618}], 'docid': 30618, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 17490, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30618'}]",2020-01-14 02:48:10,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}}]",conference_item,Where Is Our Local Wisdom : Community Resilience and The Limit of Law,,FALSE,,,,,,,conference,Proceeding 10th International Seminar on Disaster,Maret 2014,paper,Yogyakarta
25,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/17723,2014-03-01 00:00:00.000000000,['FH1'],,disk0/00/01/77/23,2020-02-06 05:21:56,public,pub,7,archive,17723,2020-02-06 05:21:56,show,347,"[{'main': 'peer review rudy where is our local wisdom.pdf', 'docid': 30841, 'files': [{'mime_type': 'application/pdf', 'hash': '796a05033cb8f423fa9707a033805cba', 'fileid': 149500, 'datasetid': 'document', 'filename': 'peer review rudy where is our local wisdom.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149500', 'objectid': 30841, 'filesize': 126535, 'mtime': '2020-01-29 03:13:13', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17723, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30841', 'security': 'public'}]",2020-02-06 05:21:56,"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",conference_item,Where Is Our Local Wisdom : Community Resilience and The Limit of Law,,FALSE,,,,,,,conference,Proceeding 10th International Seminar on Disaster,Maret 2014,paper,Yogyakarta
26,,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17778,2014-03-01 00:00:00.000000000,['FH1'],,disk0/00/01/77/78,2020-02-06 05:21:43,public,pub,7,archive,17778,2020-02-06 05:21:43,show,347,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30893', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17778, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 30893, 'main': '32_RUDY, COMMUNITY EMPOWERMWNT II.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-30 02:36:30', 'objectid': 30893, 'filesize': 12268267, 'filename': '32_RUDY, COMMUNITY EMPOWERMWNT II.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149852', 'fileid': 149852, 'datasetid': 'document', 'hash': 'fc5f79c478f4c51586ac3106090dddaf', 'mime_type': 'application/pdf'}], 'format': 'text'}]",2020-02-06 05:21:43,"[{'name': {'family': 'Rudy', 'lineage': None, 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",conference_item,Where Is Our Local Wisdom : Community Resilience and The Limit of Law,,FALSE,,,,,,,conference,Proceeding 10th International Seminar on Disaster,,paper,
27,,['K1'],Hasil Check Similarity,http://repository.lppm.unila.ac.id/id/eprint/17845,2014-03-01 00:00:00.000000000,['FH1'],,disk0/00/01/78/45,2020-02-06 05:27:24,public,pub,7,archive,17845,2020-02-06 05:27:24,show,347,"[{'placement': 1, 'eprintid': 17845, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30966', 'pos': 1, 'security': 'public', 'docid': 30966, 'main': 'WHERE IS OUR LOCAL WISDOM_ COMMUNITY RESILIENCE AND THE LIMIT OF LAW.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-31 06:59:08', 'filesize': 2566079, 'objectid': 30966, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150346', 'filename': 'WHERE IS OUR LOCAL WISDOM_ COMMUNITY RESILIENCE AND THE LIMIT OF LAW.pdf', 'fileid': 150346, 'datasetid': 'document', 'hash': '8b11428c7501c781b2fcf2e0456d7f6b', 'mime_type': 'application/pdf'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-02-06 05:27:24,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'family': 'Rudy', 'lineage': None}}]",conference_item,Where Is Our Local Wisdom : Community Resilience and The Limit of Law,,FALSE,,,,,,,conference,Proceeding 10th International Seminar on Disaster,,paper,
28,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/24253,1970-01-01 00:00:00.000002014,['FH1'],Justice Publisher Badan Penerbitan Fakultas Hukum Universitas Lampung,disk0/00/02/42/53,2020-10-01 01:07:00,public,pub,7,archive,24253,2020-10-01 01:07:00,show,324,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37972', 'security': 'public', 'placement': 1, 'eprintid': 24253, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 220735, 'mime_type': 'application/pdf', 'hash': 'ccc1f952c6a5369ffa522d7bde30b3e5', 'hash_type': 'MD5', 'mtime': '2020-10-01 00:49:26', 'filesize': 129410, 'objectid': 37972, 'uri': 'http://repository.lppm.unila.ac.id/id/file/220735', 'filename': 'Lembaga Adat Sekala Brak.pdf'}], 'main': 'Lembaga Adat Sekala Brak.pdf', 'docid': 37972, 'format': 'text'}]",2020-10-01 01:07:00,"[{'name': {'honourific': None, 'family': 'Yusdiyanto', 'lineage': None, 'given': 'YUSDIYANTO'}}]",book_section,Lembaga Adat Sekala Brak Perlibatan Masyarakat Adat dalam Pembentukan Peraturan Pekon,BUKU,FALSE,,,1-109,,,,,,,,
29,,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/23962,2014-06-01 00:00:00.000000000,['FH1'],PT Rajagrafindo Persada,disk0/00/02/39/62,2020-09-10 02:09:44,public,pub,7,archive,23962,2020-09-10 02:09:44,show,324,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Yusdiyanto Bookchapter.pdf', 'files': [{'fileid': 218427, 'datasetid': 'document', 'hash': '3a57554aa78d3db12011ea1d51399f7c', 'mime_type': 'application/pdf', 'objectid': 37646, 'filesize': 10401358, 'uri': 'http://repository.lppm.unila.ac.id/id/file/218427', 'filename': 'Yusdiyanto Bookchapter.pdf', 'hash_type': 'MD5', 'mtime': '2020-09-10 01:30:37'}], 'docid': 37646, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37646', 'security': 'public', 'placement': 1, 'eprintid': 23962}]",2020-09-10 02:09:44,"[{'name': {'honourific': None, 'family': 'Yusdiyanto', 'lineage': None, 'given': 'YUSDIYANTO'}}]",book_section,Telaah Hukum Prototipe Penyelenggaraan Pemilihan Gubernur dan Pemilihan Legislatif Serentak di Provinsi Lampung,Bookchapter,FALSE,,978-979-769-853-9,489-507,,,,,,,,
30,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/24252,2014-06-01 00:00:00.000000000,['FH1'],PT Rajagrafindo Persada,disk0/00/02/42/52,2020-10-01 01:06:52,public,pub,7,archive,24252,2020-10-01 01:06:52,show,324,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37971', 'eprintid': 24252, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Telaaah Hukum Prototipe.pdf', 'docid': 37971, 'files': [{'hash': '8f8e7caae243b4c9282649d134b58788', 'mime_type': 'application/pdf', 'fileid': 220728, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/220728', 'filename': 'Telaaah Hukum Prototipe.pdf', 'filesize': 132478, 'objectid': 37971, 'mtime': '2020-10-01 00:44:34', 'hash_type': 'MD5'}]}]",2020-10-01 01:06:52,"[{'name': {'family': 'Yusdiyanto', 'lineage': None, 'honourific': None, 'given': 'YUSDIYANTO'}}]",book_section,Telaah Hukum Prototipe Penyelenggaraan Pemilihan Gubernur dan Pemilihan Legislatif Serentak di Provinsi Lampung,Pemilihan Umum Serentak di Provinsi Lampung,FALSE,,,489-507,,,,,,,,
