,subjects,uri,date,publisher,divisions,dir,rev_number,ispublished,full_text_status,status_changed,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,official_url,userid,title,creators,type,contact_email,date_type,documents,id_number,place_of_pub,related_url,succeeds,corp_creators,abstract,publication,volume,issn,refereed,pagerange,number,contributors,event_dates,pres_type,event_location,event_title,event_type,referencetext
21,['L1'],http://repository.lppm.unila.ac.id/id/eprint/29535,1970-01-01 00:00:00.000002019,"Physics Education Department, UIN Raden Intan Lampung",['FKIP9'],disk0/00/02/95/35,4,pub,public,2021-04-21 00:58:11,show,2021-04-21 00:58:11,archive,29535,2021-04-21 00:58:11,http://ejournal.radenintan.ac.id/index.php/al-biruni/issue/view/356,1075,Cek Similarity/Originality: The Effect Of Newtonian Dynamics Stem-Integrated Learning Strategy To Increase Scientific Literacy Of Senior High School Students,"[{'id': None, 'name': {'given': 'Listiana', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'name': {'given': 'Abdurrahman', 'family': 'Abdurrahman', 'lineage': None, 'honourific': None}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suyatna', 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}]",other,,published,"[{'eprintid': 29535, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43686', 'pos': 1, 'format': 'text', 'main': 'THE EFFECT OF NEWTONIAN DYNAMICS STEM-INTEGRATED LEARNING STRATEGY TO INCREASE SCIENTIFIC LITERACY OF SENIOR HIGH SCHOOL STUDENTS.pdf', 'files': [{'fileid': 261543, 'datasetid': 'document', 'hash': '9d0012956f649fbf68b92adc8e9ffe0e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-01-26 10:24:47', 'objectid': 43686, 'filesize': 2741542, 'filename': 'THE EFFECT OF NEWTONIAN DYNAMICS STEM-INTEGRATED LEARNING STRATEGY TO INCREASE SCIENTIFIC LITERACY OF SENIOR HIGH SCHOOL STUDENTS.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261543'}], 'docid': 43686, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf'}, {'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43687', 'security': 'public', 'placement': 2, 'eprintid': 29535, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'PR-5.pdf', 'docid': 43687, 'files': [{'datasetid': 'document', 'fileid': 261544, 'hash': '7e302785635f068f5ff7b80a10172cc7', 'mime_type': 'application/pdf', 'filesize': 825565, 'objectid': 43687, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261544', 'filename': 'PR-5.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-20 10:13:47'}], 'format': 'text'}]",10.24042/jipfalbiruni.v8i1.2536,Jurnal Ilmiah Pendidikan Fisika Al-BiRuNi,"[{'type': 'pub', 'url': 'http://ejournal.radenintan.ac.id/index.php/al-biruni'}]",27468.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","This research aimed to examine STEM learning approach effectivity in increasing scientific literacy of senior high school students. The research involved 67Senior High School 5 students Bandar Lampung in Lampung Province, Indonesia. The research design used was the-Equivalent Control Group Pretest and Posttest Design. The experimental class used STEM Learning Approach, and the control class used a scientific approach. The data was collected using pretest and posttest score of scientific literacy inventory. The Effectiveness analysis was done using the Normalized Gain (N–Gain) and Effect Size. Based on the research, the average score of the scientific literacy skill with N-gain of experimental classes was 0.55 and control class was 0.49, both classes were in medium category achievement. The result of effect size test showed that STEM learning approach has an effect size in the medium category of 0.24. Furthermore, based on an analysis of T-test results, there was a difference between the N-gain average score of the students' scientific literacy skill between experimental class and control class. The students who learned with STEM learning approach has a significantly higher degree of scientific literacy skill than those who learned with the scientific approach. So the conclusion in this research is that the students taught using the STEM approach are in the ""conceptual"" category which is better in explaining the concept, able to describe the relationship between these concepts, and able to analyze alternative solutions and procedural skills and understanding of the process of discovering science and technology.",,,,,,,,,,,,,
22,['L1'],http://repository.lppm.unila.ac.id/id/eprint/26197,1970-01-01 00:00:00.000002019,,['FKIP9'],disk0/00/02/61/97,7,pub,public,2020-11-19 11:38:13,show,2020-11-19 11:38:13,archive,26197,2020-11-19 11:38:13,https://www.atlantis-press.com/proceedings/icope-19/125937547,706,"The Analysis of Implementation of Assessment for
Learning and Assessment","[{'name': {'given': 'Haditya Aprita', 'lineage': None, 'family': 'Lora', 'honourific': None}, 'id': 'h.apritalora@gmail.com'}, {'name': {'given': 'Undang', 'honourific': None, 'family': 'Rosidin', 'lineage': None}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'I Wayan', 'family': 'Distrik', 'lineage': None, 'honourific': None}, 'id': 'wayandistrik8@gmail.com'}]",conference_item,,published,"[{'eprintid': 26197, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40080', 'pos': 1, 'format': 'text', 'main': '4. Artikel Haditya Aprilia Laora dkk 125937547.pdf', 'files': [{'fileid': 236099, 'datasetid': 'document', 'hash': '063bab88db06af7dfbda73b1bc16a6dc', 'mime_type': 'application/pdf', 'objectid': 40080, 'filesize': 340303, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236099', 'filename': '4. Artikel Haditya Aprilia Laora dkk 125937547.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 03:48:03'}], 'docid': 40080, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",,,[{'url': 'https://www.atlantis-press.com/proceedings/icope-19/125937547'}],,,"This study aimed at analyzing the implementation
of assessment for learning and assessment as learning in Physics
learning. The method used was the survey with questionnaires as
the data collecting instruments. The respondents were 71 Physics
teachers in Lampung. The results of data analysis showed that
47.9% of teachers knew assessment for learning; 53.5 % of
teachers knew assessment as learning. The assessment, in the prelearning, was frequently carried out by 5.6% of teachers; during
the learning, carried out by 16.9% of teachers; and in postlearning, carried out by 23.9% of teachers. The data showed that
most of the teachers conducted assessments in post-learning more
than during and in pre-learning. The results of the data analysis
identified that the teachers experienced several obstacles, namely,
lack of time, unavailability of assessment instruments, lack of
training or the teachers were not used to conducting the
assessment, too many students to assess, and the differences of
the students' capabilities and characteristics. The data showed
that the assessment for and as learning carried out in the
learning process had not been fully implemented. Therefore, a
follow-up was needed to overcome these obstacles so that the
assessment in the learning process can be completed.",,,,TRUE,,,,26-27 Oktober 2019,paper,Hotel bukit Randu Lampung,International Conference on Progressive Education (ICOPE 2019) dengan tema “Education in the Era of Industrial Revolution 4.0”,conference,
23,"['L1', 'QC']",http://repository.lppm.unila.ac.id/id/eprint/19748,1970-01-01 00:00:00.000002019,"IAIN Syekh Nurjati Cirebon, Indonesia",['FKIP9'],disk0/00/01/97/48,11,pub,public,2020-05-18 02:06:51,show,2020-05-18 02:06:51,archive,19748,2020-05-18 02:06:51,http://www.syekhnurjati.ac.id/jurnal/index.php/sceducatia/index,884,The Effect of Applying Argument Driven Inquiry Models to the Critical Thinking Skills of Students Based on Gender Differences,"[{'id': 'laya.nazila@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nazila', 'given': 'Laya'}}, {'id': 'undangros@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Undang Rosidin', 'given': 'UR'}}, {'id': None, 'name': {'given': 'IWD', 'family': 'I Wayan Distrik', 'lineage': None, 'honourific': None}}, {'id': 'kkartini.herlina@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'kartini herlina', 'given': 'KH'}}, {'id': 'nenihasnunidah@gmail.com', 'name': {'given': 'Neni', 'lineage': None, 'family': 'Hasnunidah', 'honourific': None}}]",article,,,"[{'eprintid': 19748, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33010', 'format': 'text', 'docid': 33010, 'main': 'laya.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '9c8d8f3d9780a29b90535a72c82fe6a2', 'fileid': 187079, 'datasetid': 'document', 'filename': 'laya.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/187079', 'filesize': 254796, 'objectid': 33010, 'mtime': '2020-05-16 03:07:59', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,[{'url': 'http://www.syekhnurjati.ac.id/jurnal/index.php/sceducatia/article/view/4145'}],,,"This study aims to determine the effect of the application of the Argument-Driven Inquiry (ADI) learning model on students' critical thinking abilities and to determine the differences in critical thinking skills between female and male students in the class using the learning model Argument-Driven Inquiry (ADI). The subjects of this study were students of class VIII.1 and VIII.5 JHS 13 Bandarlampung, consisting of 30 students of class VIII.1 and 30 students of class VIII.5. The sample was taken using a purposive technique by looking at the class with the same number of female and male students. The research design used was quasi-experimental design with Pretest-posttest Control Group Design and data collection techniques of critical thinking skills using pretest-posttest, which refers to the five criteria of critical thinking according to Ennis. The results showed that (1) there is an effect of applying the Argument-Driven Inquiry learning model on female students' critical thinking skills as indicated by the sig value. equal to 0,0001 (2) there is an effect of the application of the Argument-Driven Inquiry learning model on male students' critical thinking skills as indicated by the sig value. for 0,000 (3) there is no difference in critical thinking skills between female and male students using the ADI model indicated by the sig value and amounting to 0.725. That is, the application of the Argument-Driven Inquiry model affects the critical thinking skills of both female and male students, but there is no difference in critical thinking skills between female and male students. This means, the implementation of Argument-Driven Inquiry model effective on students’ critical thinking skill, but there is no difference in critical thinking skills between female and male students.",Scientiae Educatia: Jurnal Pendidikan Sains,8.0,2527-7596,TRUE,,1.0,,,,,,,
24,['L1'],http://repository.lppm.unila.ac.id/id/eprint/28668,2019-12-18 00:00:00.000000000,DJKI Kemenkumham RI,['FKIP9'],disk0/00/02/86/68,7,pub,public,2021-03-29 07:58:29,show,2021-03-29 07:58:29,archive,28668,2021-03-29 07:58:29,,435,PERANGKAT PENILAIAN KETERAMPILAN KOLABORASI DAN KOMUNIKASI,"[{'id': None, 'name': {'family': 'Noviana', 'lineage': None, 'honourific': None, 'given': 'ayu'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'Abdurrahman', 'family': 'Abdurrahman', 'lineage': None, 'honourific': None}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",other,abdurrahman.1968@fkip.unila.ac.id,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'PERANGKAT PENILAIAN KETERAMPILAN KOLABORASI DAN KOMUNIKASI.pdf', 'files': [{'datasetid': 'document', 'fileid': 254350, 'hash': '5009cc712271bef37a67ea21938d34de', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-29 06:18:58', 'filesize': 772797, 'objectid': 42724, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254350', 'filename': 'PERANGKAT PENILAIAN KETERAMPILAN KOLABORASI DAN KOMUNIKASI.pdf'}], 'docid': 42724, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42724', 'eprintid': 28668, 'placement': 1}]",EC00202034830,,,,,,,,,,,,,,,,,,
25,['L1'],http://repository.lppm.unila.ac.id/id/eprint/11222,1970-01-01 00:00:00.000002019,IOP Publishing,['FKIP9'],disk0/00/01/12/22,6,pub,public,2019-04-29 08:14:07,show,2019-04-29 08:14:07,archive,11222,2019-04-29 08:14:07,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012012/meta,1075,The Development of an Electronic Book on Quantum Phenomena to Enhance Higher-Order Thinking Skills of the Students,"[{'name': {'family': 'Pradana', 'lineage': None, 'honourific': None, 'given': 'Febriana Andita'}, 'id': 'anditaana@gmail.com'}, {'id': 'asuyatna@yahoo.com', 'name': {'family': 'Suyatna', 'lineage': None, 'honourific': None, 'given': 'Agus'}}, {'name': {'given': 'Chandra', 'honourific': None, 'family': 'Ertikanto', 'lineage': None}, 'id': 'chandrafkipunila@gmail.com'}, {'name': {'given': 'Kartini', 'family': 'Herlina', 'lineage': None, 'honourific': None}, 'id': 'kkartini.herlina@gmail.com'}]",article,asuyatna@yahoo.com,published,"[{'eprintid': 11222, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24220', 'format': 'text', 'main': 'Pradana_2019_J._Phys.__Conf._Ser._1155_012012.pdf', 'docid': 24220, 'files': [{'datasetid': 'document', 'fileid': 102374, 'hash': '1484add5d7608495e4baf214cdc92657', 'mime_type': 'application/pdf', 'objectid': 24220, 'filesize': 723184, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102374', 'filename': 'Pradana_2019_J._Phys.__Conf._Ser._1155_012012.pdf', 'hash_type': 'MD5', 'mtime': '2019-04-22 12:39:07'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",doi:10.1088/1742-6596/1155/1/012012,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012012/meta'}]",,['Universitas Lampung'],"Abstract. This research aims to produce electronic books on quantum phenomena which can be used to enhance the higher-order thinking skills of the students. This research is a development research which used ADDIE method consisting of 5 stages, namely: (1) analysis,
(2) design, (3) development, (4) implementation, and (5) evaluation. Pre-research data analysis has been collected from 130 students and 4 physics teachers of 3 Senior High Schools in Bandar Lampungby using questionnaire and has been analyzed descriptive-quantitatively. At the design stage, storyboard making was conducted based on the needs of teachers and students in the school as well as the opinion of four experts in physics education. Electronic books on quantum phenomena are deloped with a scientific approach based on indicators of higher-order thinking skills. At the development stage, the realization of electronic book design was carried out and it was then followed by the making of the higher-order thinking skills instrument. The implementation of the electronic was conducted on the students in a class of a Senior High
School in Bandar Lampung. The result of the development of the electronic book on quantum phenomena is assessed based on 3 aspects: (1) validity, (2) practicality, and (3) effectiveness. Validity and the practicality of data were obtained by using the validity sheet and questionnaire, effectiveness data were obtained by using higher-order thinking test instrument. Based on the result of data analysis, the product of electronic book on quantum phenomena which is valid, practical, and effective to be used to enhance the higher-order thinking skills of the students.",Journal of Physics: Conf. Series,1155.0,1742-6588 Online ISSN: 1742-6596,TRUE,1-8,2019.0,,,,,,,
26,['H1'],http://repository.lppm.unila.ac.id/id/eprint/11831,2019-03-01 00:00:00.000000000,IOP Publishing,['FKIP9'],disk0/00/01/18/31,9,pub,public,2019-05-08 07:28:00,show,2019-05-08 07:28:00,archive,11831,2019-05-08 07:28:00,https://iopscience.iop.org/volume/1742-6596/1155,884,Development of Instrument Assessment for Learning the Polytomous Response Models to Train Higher Order Thinking Skills (HOTS),"[{'id': 'andika_prasetya79@yahoo.com', 'name': {'lineage': None, 'family': 'Prasetya', 'honourific': None, 'given': 'Andika'}}, {'name': {'given': 'Undang', 'honourific': None, 'lineage': None, 'family': 'Rosidin'}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'Kartini', 'family': 'Herlina', 'lineage': None, 'honourific': None}, 'id': 'kkartini.herlina@gmail.com'}]",article,,published,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24825', 'eprintid': 11831, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Prasetya_2019_J._Phys.__Conf._Ser._1155_012032.pdf', 'docid': 24825, 'files': [{'mtime': '2019-05-07 01:14:27', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/106468', 'filename': 'Prasetya_2019_J._Phys.__Conf._Ser._1155_012032.pdf', 'filesize': 528447, 'objectid': 24825, 'mime_type': 'application/pdf', 'hash': 'cde0276ec9ec75bf40b3898f95d91c90', 'fileid': 106468, 'datasetid': 'document'}]}]",10.1088/1742-6596/1155/1/012032,,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/journal/1742-6596'}]",,,"This study aims to determine the validity, practicality, and effectiveness of the assessment for learning instrument polytomous response model to train higher order thinking skills. This research method is based on research and development (R & D) adapted from Gall, et al. with development steps, namely research and information collection, planning, initial product development, limited trials, initial product revisions, field trials, and final product revisions. Data sources in this development are students and high school class X teachers in Lampung province. The instruments used are questionnaires and test instruments. Data analysis techniques using validity test, practicality test, and N-gain test. Research shows that the assessment for learning instrument polytomous response model to train higher order thinking skills as a reliable value of 0,91; the instrument's validity value is 0,82; the practicality value of the instrument is 0,82, and the instrument effectiveness value is 0,74. It can be concluded that the product developed is an assessment for learning an instrument of polytomous response model which has very high validity, very high practicality, and high effectiveness in training higher order thinking skills.",Journal of Physics: Conference Series,1155.0,Print : 1742-6588 Online : 1742-6596,TRUE,1-11,12032.0,,,,,,,
27,['L1'],http://repository.lppm.unila.ac.id/id/eprint/11982,1970-01-01 00:00:00.000002019,,['FKIP9'],disk0/00/01/19/82,7,pub,public,2019-05-09 03:10:17,show,2019-05-09 03:10:17,archive,11982,2019-05-09 03:10:17,https://iopscience.iop.org/article/10.1088/1742-6596/1155/1/012032,706,Development of Instrument Assessment for Learning the Polytomous Response Models to Train Higher Order Thinking Skills (HOTS),"[{'id': 'andika_prasetya79@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Prasetya', 'given': 'Andika'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'id': 'kkartini.herlina@gmail.com', 'name': {'lineage': None, 'family': 'Herlina', 'honourific': None, 'given': 'Kartini'}}]",conference_item,,published,"[{'placement': 1, 'eprintid': 11982, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24971', 'security': 'public', 'main': '33. Prasetya 2019_J.Phys.Conf.Ser..pdf', 'docid': 24971, 'files': [{'mtime': '2019-05-08 01:01:30', 'hash_type': 'MD5', 'filename': '33. Prasetya 2019_J.Phys.Conf.Ser..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/107399', 'objectid': 24971, 'filesize': 528497, 'mime_type': 'application/pdf', 'hash': '681b501626492bc5b3a743fd6f99c38c', 'fileid': 107399, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,,"This study aims to determine the validity, practicality, and effectiveness of the assessment for learning instrument polytomous response model to train higher order thinking skills. This research method is based on research and development (R & D) adapted from Gall, et al. with development steps, namely research and information collection, planning, initial product development, limited trials, initial product revisions, field trials, and final product revisions. Data sources in this development are students and high school class X teachers in Lampung province. The instruments used are questionnaires and test instruments. Data analysis techniques using validity test, practicality test, and N-gain test. Research shows that the assessment for learning instrument polytomous response model to train higher order thinking skills as a reliable value of 0,91; the instrument's validity value is 0,82; the practicality value of the instrument is 0,82, and the instrument effectiveness value is 0,74. It can be concluded that the product developed is an assessment for learning an instrument of polytomous response model which has very high validity, very high practicality, and high effectiveness in training higher order thinking skills.",,,,TRUE,1-11,,,9–11 November 2018,paper,Lampung,Young Scholar Symposium on Transdisciplinary in Education and Environment (YSSTEE),conference,
28,['L1'],http://repository.lppm.unila.ac.id/id/eprint/14488,2019-09-01 00:00:00.000000000,FKIP UM Metro,['FKIP9'],disk0/00/01/44/88,6,pub,public,2019-10-22 08:38:44,show,2019-10-22 08:38:44,archive,14488,2019-10-22 08:38:44,http://ojs.fkip.ummetro.ac.id/index.php/fisika/article/view/1487,299,Peraga Fenomena Kelistrikan Akibat Perbedaan Temperatur pada Pasangan Kawat Tembaga dan Seng,"[{'name': {'given': 'Kurnia Astari', 'family': 'Pratama', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'given': 'Eko', 'lineage': None, 'family': 'Suyanto', 'honourific': None}, 'id': 'ekosuyanto011@gmail.com'}, {'id': 'wsuane@gmail.com', 'name': {'given': 'Wayan', 'family': 'Suana', 'lineage': None, 'honourific': None}}]",article,,published,"[{'placement': 1, 'eprintid': 14488, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27562', 'security': 'public', 'main': '2019, Kurnia Astari, W Suana, JPF UM Metro.pdf', 'files': [{'fileid': 125552, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3b00e6957d21eb046b0cb571286b104f', 'objectid': 27562, 'filesize': 774145, 'filename': '2019, Kurnia Astari, W Suana, JPF UM Metro.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/125552', 'hash_type': 'MD5', 'mtime': '2019-10-08 00:04:33'}], 'docid': 27562, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,,,Jurnal Pendidikan Fisika,7.0,2337-5973,TRUE,224-236,2.0,,,,,,,
29,['L1'],http://repository.lppm.unila.ac.id/id/eprint/20557,1970-01-01 00:00:00.000002019,Atlantis Press,['FKIP9'],disk0/00/02/05/57,7,pub,public,2020-05-27 01:40:45,show,2020-05-27 01:40:45,archive,20557,2020-05-27 01:40:45,https://www.atlantis-press.com/proceedings/icope-19,1075,Interactive Physics E-Book Design of Energy Resources to Optimize Self-Directed Learning and Critical Thinking Skill,"[{'id': 'leviprihata@gmail.com', 'name': {'family': 'Prihata', 'lineage': None, 'honourific': None, 'given': 'Levi'}}, {'id': 'asuyatna@yahoo.com', 'name': {'honourific': None, 'family': 'Suyatna', 'lineage': None, 'given': 'Agus'}}, {'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'honourific': None, 'lineage': None, 'family': 'Rosidin'}}, {'name': {'honourific': None, 'family': 'Distrik', 'lineage': None, 'given': 'I Wayan'}, 'id': 'wayandistrik8@gmail.com'}]",article,,published,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 33904, 'main': 'Levi AS UR WD Atlantis-125937593.pdf', 'files': [{'fileid': 192996, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b9d7ba250a12c7b57e7e517f0b7645f6', 'hash_type': 'MD5', 'mtime': '2020-05-26 10:03:20', 'filesize': 373363, 'objectid': 33904, 'uri': 'http://repository.lppm.unila.ac.id/id/file/192996', 'filename': 'Levi AS UR WD Atlantis-125937593.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33904', 'security': 'public', 'placement': 1, 'eprintid': 20557}]",https://doi.org/10.2991/assehr.k.200323.106,,"[{'url': 'https://www.atlantis-press.com/proceedings/icope-19/125937593', 'type': 'pub'}]",,,"Abstract— This study is aimed to assess student's and subject teacher’s needs in the learning process, to develop an interactive electronic physics source material in energy resources, and to grow critical thinking skills for the 12th grader of Senior High School. This study consists of four procedural steps: Problem identification, data sampling, product design, and design
validation. The result of need assessment was obtained from 71 Senior High School students and Physics Teachers from several schools in Bandar Lampung. The result of the questionnaires as a data sampling technique was analyzed in quantitative and descriptive methods. The result shows that a physics textbook as a learning source material hasn’t been optimally functioned to grow self-confidence to overcome National Examination. On the other hand, the teacher requires Physics source material, which
facilitates the learning process with the scientific approach, can improve critical thinking skills, and possible to be conducted in self-directed learning. The validation test results indicate that the type of source material that can accommodate 12th-grade students and physics teachers is an interactive electronic book
that contains feedback. Stimulate activities in understanding concepts through images, animation. And finally complete with examples of problems and competency tests to improve students'conceptual understanding.","Advances in Social Science, Education and Humanities Research (ASSEHR)",422.0,2352-5398,TRUE,136-140,,,,,,,,
30,['LB'],http://repository.lppm.unila.ac.id/id/eprint/11181,2019-02-01 00:00:00.000000000,,['FKIP9'],disk0/00/01/11/81,6,pub,public,2019-04-29 08:12:17,show,2019-04-29 08:12:17,archive,11181,2019-04-29 08:12:17,,435,The Impact of 7E Learning Cycle-Based Worksheets Toward Students Conceptual Understanding and Problem Solving Ability on Newton's Law of Motion,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Primanda', 'given': 'Andrian'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Distrik', 'given': 'I Wayan'}, 'id': 'wayandistrik8@gmail.com'}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'given': 'Abdurrahman', 'honourific': None, 'family': 'Abdurrahman', 'lineage': None}}]",article,,published,"[{'format': 'text', 'docid': 24175, 'main': '13.  V19-2018-2-6 (1).pdf', 'files': [{'mtime': '2019-04-16 06:18:08', 'hash_type': 'MD5', 'filename': '13.  V19-2018-2-6 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102092', 'objectid': 24175, 'filesize': 548439, 'hash': '707748181f5f47d9c6af57bcfba56b68', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 102092}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 11181, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24175', 'pos': 1}]",,,,,,"This research aimed to analyze the practicality and effectiveness of student worksheets on Newton's Law material to improve conceptual understanding and problem solving ability. This study uses pretest-posttest with control group design. Questionnaires and Newton Law of Motion Conceptual Survey (NLMCS) were used as the instruments. The questionnaire was used to collect observational data on implementation and student responses, while NLMCS was used to collect data of the conceptual understanding and problem solving ability. The results of observations and positive responses of students to learning activities using worksheets showed a score of 83% in the excellent category. The results of students' understanding of NLMCS in the experimental class using 7E learning cycle worksheet showed higher N-gain values (ɡ=0.66) than the control class (ɡ =0.55) as well as students problem solving abilities of students in the experimental class showed higher N-gain value (ɡ =0.64) than the control class (ɡ =0.28). Overall, the results of the study indicated that 7E learning cycle student worksheet developed was practical and effective to improve conceptual understanding and problem solving ability in Newton Law of Motion topics.",Journal of Science Education,2.0,0124-5481,TRUE,95-106,19.0,,,,,,,
