,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,number,title,refereed,creators,type,date_type,subjects,uri,date,abstract,volume,publication,publisher,divisions,dir,rev_number,ispublished,full_text_status,issn,status_changed,official_url,pagerange,event_location,event_dates,pres_type,event_title,event_type,id_number,related_url,corp_creators,contributors,place_of_pub,succeeds,note,contact_email,keywords,referencetext
22,show,2021-05-20 07:33:03,30246,archive,2021-05-20 07:33:03,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135949', 'eprintid': 30246, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 358586, 'datasetid': 'document', 'hash': 'e3290133a587be868520cd537b2a88f2', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-20 02:30:43', 'objectid': 135949, 'filesize': 839432, 'uri': 'http://repository.lppm.unila.ac.id/id/file/358586', 'filename': 'Pengembangan Panduan Praktikum Berbasis INKUIRI Terbimbing pada Materi Fluida Statis.pdf'}], 'main': 'Pengembangan Panduan Praktikum Berbasis INKUIRI Terbimbing pada Materi Fluida Statis.pdf', 'docid': 135949}]",734,,Reviewer : Pengembangan Panduan Praktikum berbasis INKUIRI terbimbing pada materi Fluida Statis,,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'lineage': None, 'family': 'Nyeneng', 'honourific': None}}]",other,,"['L1', 'LB1501', 'LB2300']",http://repository.lppm.unila.ac.id/id/eprint/30246,1970-01-01 00:00:00.000002020,,,,FKIP UNILA,['FKIP9'],disk0/00/03/02/46,9,pub,public,,2021-05-20 07:33:03,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,
23,show,2021-05-20 07:33:00,30245,archive,2021-05-20 07:33:00,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135948', 'security': 'public', 'placement': 1, 'eprintid': 30245, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 135948, 'main': 'The Efect Of Using POE-Based Worksheet On Students Learning Outcomes In Material of Impules and Momentum.pdf', 'files': [{'hash': 'aaea1ab1b0c63f71f135277f2a28633f', 'mime_type': 'application/pdf', 'fileid': 358577, 'datasetid': 'document', 'mtime': '2021-05-20 02:27:22', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358577', 'filename': 'The Efect Of Using POE-Based Worksheet On Students Learning Outcomes In Material of Impules and Momentum.pdf', 'objectid': 135948, 'filesize': 846263}], 'format': 'text'}]",734,,Reviewer : The Efect Of Using POE-Based Worksheet On Student’s Learning Outcomes In Material of Impules and Momentum,,"[{'id': 'idewaputunyeneng@gmail.com', 'name': {'given': 'I Dewa Putu', 'honourific': None, 'lineage': None, 'family': 'Nyeneng'}}]",other,,"['L1', 'LB1501', 'LB2300']",http://repository.lppm.unila.ac.id/id/eprint/30245,1970-01-01 00:00:00.000002020,,,,FKIP UNILA,['FKIP9'],disk0/00/03/02/45,9,pub,public,,2021-05-20 07:33:00,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,
24,show,2020-08-13 03:54:36,23610,archive,2020-08-13 03:54:36,"[{'main': '20546-49247-1-PB.pdf', 'files': [{'filesize': 606071, 'objectid': 37247, 'filename': '20546-49247-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215681', 'hash_type': 'MD5', 'mtime': '2020-08-13 03:30:12', 'datasetid': 'document', 'fileid': 215681, 'mime_type': 'application/pdf', 'hash': '15ab97c1a56477ac23077b60de82245a'}], 'docid': 37247, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 23610, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37247', 'pos': 1, 'security': 'public'}]",734,1,"Development Of Assessment Instruments Assisted By Schoology To
Student’ Learning Outcomes In Newton Law Materials",TRUE,"[{'name': {'lineage': None, 'family': 'Nyeneng', 'honourific': None, 'given': 'I Dewa Putu'}, 'id': 'idewaputunyeneng@gmail.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Undang Rosidin', 'given': 'UR'}, 'id': 'undangros@yahoo.com'}, {'id': None, 'name': {'family': 'Ni Luh Putu', 'lineage': None, 'honourific': None, 'given': 'Suwartika Eka Putr'}}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/23610,2020-06-30 00:00:00.000000000,"The purpose of this study was to develop an assessment instrument aided by
schoology in Newton's motion material. This research development refers to the research design
by Lee and Owens with statistics consisting of analysis, design, development, implementation,
evaluation. The results obtained from this study are the validity of the assessment instruments
that have been developed very high with an average score of material expert tests 0.90,
construct expert tests 0.94, and language expert tests 0.91, very high validity criteria, readability
test 0 , 90 with a very good category. The assessment instruments that have been developed can
already be used to assess student learning outcomes. This can be seen through the results of
small group trials that produce a Cronbach alpha value of 0.886 which is included in the
category of instruments with high reliability. Students respond positively to online exams
through schoology. The conclusion of this study produced a valid assessment instrument to
assess student learning outcomes with the help of schoology.",8.0,Jurnal Pembelajaran Fisika,Universitas Lampung,['FKIP9'],disk0/00/02/36/10,6,pub,public,2302-0105,2020-08-13 03:54:36,,19-27,,,,,,,,,,,,,,,
25,show,2021-05-30 15:35:46,31387,archive,2021-05-30 15:35:46,,1075,2,Pengembangan Asesmen Higher Order Thinking Skills (HOTS) Berbasis Computer Based Test (CBT) pada Materi Induksi Elektromagnetik,TRUE,"[{'id': None, 'name': {'lineage': None, 'family': 'Pranata', 'honourific': None, 'given': 'Bayu'}}, {'name': {'given': 'Agus', 'honourific': None, 'family': 'Suyatna', 'lineage': None}, 'id': 'asuyatna@yahoo.com'}, {'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/31387,1970-01-01 00:00:00.000002020,"The research objective was to produce assessment product for Higher Order Thinking Skills (HOTS) using Computer 
Based Test (CBT) with four types of HOTS questions (true or false, multiple choices, fill in the blank and matching). It applied the basis of factual, conceptual, procedural and metacognitive-knowledge dimensions with illustrations in the form of discourse, images, graphics, videos, animation and interactive stimulation and feedback after going through the stages of logical validation, empirical validation and respondent questionnaires. Assessment product HOTS using CBT was implemented to Senior High School students in the learning process of physics subject through R&D research steps proposed by Borg and Gall that aimed to stimulate higher-order thinking skills. This is a development research in which the method was conducted by giving HOTS test questions using CBT to measure students’ HOTS profiles and distributing practical questionnaires related to students’ perceptions toward assessment
products of HOTS using CBT. The data collection technique was carried out using expert validation sheet and
respondent questionnaire. Then, the collected data was analyzed in descriptive quantitative. The analysis showed that the logical validity obtained from expert validation on HOTS assessment using CBT was 81% with a valid category. Empirical validity was obtained from students’ HOTS test results using CBT which showed that the four types of questions were able to measure students’ HOTS. In addition, students’ responses on practical aspects were 86.75% with a very practical category. The results of the data showed that the development of assessment product of HOTS using CBT in electromagnetic induction material for Physics subject in Senior High School is already valid and practical. Thus, it was concluded that the development of HOTS assessment using CBT has already contained the right stimulus and is able to encourage students to think using HOTS. 

Keywords: assessment, computer based test (CBT), higher order thinking skills (HOTS), and knowledge dimensions.",9.0,JP3I (Jurnal Pengukuran Psikologi dan Pendidikan Indonesia),"Faculty of Psychology, Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta",['FKIP9'],disk0/00/03/13/87,5,pub,none,"p-ISSN: 2089-6247, e-ISSN: 2654-5713",2021-05-30 15:35:46,http://journal.uinjkt.ac.id/index.php/jp3i,83-98,,,,,,http://dx.doi.org/10.15408/jp3i.v9i2.XXXXX,[{'url': 'http://journal.uinjkt.ac.id/index.php/jp3i'}],"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,
26,show,2021-04-24 03:06:25,29598,archive,2021-04-24 03:06:25,"[{'format': 'text', 'main': 'Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material(1).pdf', 'files': [{'datasetid': 'document', 'fileid': 261983, 'mime_type': 'application/pdf', 'hash': 'c8ee38a06f7da83974e82c133e4e3a79', 'filesize': 2203039, 'objectid': 43786, 'filename': 'Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261983', 'hash_type': 'MD5', 'mtime': '2020-12-30 10:48:59'}], 'docid': 43786, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'eprintid': 29598, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43786'}, {'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-23 02:56:07', 'filesize': 750397, 'objectid': 43787, 'filename': 'PR-20.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261984', 'datasetid': 'document', 'fileid': 261984, 'mime_type': 'application/pdf', 'hash': '6ba6ed2dd409a8066258aefbc0f706f0'}], 'main': 'PR-20.pdf', 'docid': 43787, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43787', 'pos': 2, 'eprintid': 29598, 'placement': 2}]",1075,,Cek Similarity/Originality: Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material,,"[{'name': {'lineage': None, 'family': 'Pratiwi', 'honourific': None, 'given': 'Diah Eka'}, 'id': None}, {'name': {'family': 'Suyatna', 'lineage': None, 'honourific': None, 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}, {'id': 'viyanti.1980@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Viyanti', 'lineage': None, 'given': 'Viyanti'}}]",other,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/29598,1970-01-01 00:00:00.000002020,"Abstract: The purpose of this study is to develop a Computer Based Test (CBT) design model that is suitable for stimulating students' higher-order thinking skills (HOTS) on static fluid material. The development of CBT-HOTS is used as a practice (drill) which is expected to be able to familiarize students in working on computer-based questions. The design of this study is guided by the ADDIE instructional development model with 5 stages of development, namely: the analysis phase, the initial product design stage, the development stage, the product implementation stage, and the product evaluation stage (evaluation). This article only reported up to the design analysis and design stages. Data collection used was a questionnaire collected from 12 high school physics teachers in Lampung Province. The data analysis used was descriptive qualitative analysis. The results of this study were the design of the CBT model that is suitable for stimulating students' HOTS according to the needs in the field. The designs that were developed include the design of the illustration problems, the design of the quiz settings, the design of the questioning settings, and the design of the stimulus for several types of questions namely fill in the blank, matching, and sequence.",,,IOP Publishing,['FKIP9'],disk0/00/02/95/98,4,pub,public,,2021-04-24 03:06:25,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012059/meta,,,,,,,10.1088/1742-6596/1467/1/012059,"[{'url': 'https://iopscience.iop.org/issue/1742-6596/1467/1', 'type': 'pub'}]","['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,"Journal of Physics: Conference Series, Volume 1467",27213.0,,,,
27,show,2020-03-30 01:33:46,18890,archive,2020-03-30 01:33:46,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 32112, 'main': 'Diah AS VI YSSSEE_2020_J._Phys.__Conf._Ser._1467_012059.pdf', 'files': [{'fileid': 158507, 'datasetid': 'document', 'hash': '48e1728cd6920a1d86028e99d2971880', 'mime_type': 'application/pdf', 'objectid': 32112, 'filesize': 1357778, 'filename': 'Diah AS VI YSSSEE_2020_J._Phys.__Conf._Ser._1467_012059.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/158507', 'hash_type': 'MD5', 'mtime': '2020-03-27 04:21:05'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32112', 'eprintid': 18890, 'placement': 1}]",1075,2020,Design of Computer-Based Testing for Higher-order Thinking Skills on Static Fluid Material,TRUE,"[{'name': {'honourific': None, 'family': 'Pratiwi', 'lineage': None, 'given': 'Diah Eka'}, 'id': None}, {'name': {'lineage': None, 'family': 'Suyatna', 'honourific': None, 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}, {'id': 'viyanti.1980@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Viyanti', 'given': 'Viyanti'}}]",article,,['L1'],http://repository.lppm.unila.ac.id/id/eprint/18890,1970-01-01 00:00:00.000002020,"Abstract: The purpose of this study is to develop a Computer Based Test (CBT) design model that is suitable for stimulating students' higher-order thinking skills (HOTS) on static fluid material. The development of CBT-HOTS is used as a practice (drill) which is expected to be able to familiarize students in working on computer-based questions. The design of this study is guided by the ADDIE instructional development model with 5 stages of development, namely: the analysis phase, the initial product design stage, the development stage, the product
implementation stage, and the product evaluation stage (evaluation). This article only reported up to the design analysis and design stages. Data collection used was a questionnaire collected from 12 high school physics teachers in Lampung Province. The data analysis used was
descriptive qualitative analysis. The results of this study were the design of the CBT model that
is suitable for stimulating students' HOTS according to the needs in the field. The designs that were developed include the design of the illustration problems, the design of the quiz settings, the design of the questioning settings, and the design of the stimulus for several types of questions namely fill in the blank, matching, and sequence.",1467.0,Journal of Physics: Conference Series,IOP Publishing,['FKIP9'],disk0/00/01/88/90,7,pub,public,Print : 1742-6588 Online : 1742-6596,2020-03-30 01:33:46,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012059/pdf,1-10,,,,,,doi:10.1088/1742-6596/1467/1/012059,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012059/pdf'}]",['Universitas Lampung'],,,,,,,
28,show,2020-09-14 06:06:28,23995,archive,2020-09-14 06:06:28,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 218674, 'mime_type': 'application/pdf', 'hash': '3ea8f796c71346647512e5c74d57ba5b', 'objectid': 37690, 'filesize': 1347953, 'filename': 'Puspita_2020_J._Phys.__Conf._Ser._1572_012048.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/218674', 'hash_type': 'MD5', 'mtime': '2020-09-14 04:08:43'}], 'main': 'Puspita_2020_J._Phys.__Conf._Ser._1572_012048.pdf', 'docid': 37690, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37690', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23995}]",1075,1,"Optimizing the use of smartphones for M-learning as a
supplement for magnetic learning with a scientific approach",TRUE,"[{'id': None, 'name': {'given': 'Novvia', 'honourific': None, 'family': 'Puspita', 'lineage': None}}, {'name': {'family': 'Suyatna', 'lineage': None, 'honourific': None, 'given': 'Agus'}, 'id': 'asuyatna@yahoo.com'}, {'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'family': 'Rosidin', 'lineage': None, 'honourific': None}}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/23995,2020-07-17 00:00:00.000000000,"The purpose of this study was to optimize smartphone utilization for m-learning as a supplement to magnetic learning with a scientific approach that could be used in learning without limitation of space and time. The research method was based on the ADDIE research and development (R & D) design. The research procedure used was limited product design that had been validated. Data sources at the analysis stage of smartphone utilization needs and student needs for physics learning media are 60 high school students from several provinces. The Validation of the M-learning design was carried out by lecturer who were experts in physics education and physics teacher. Data on needs analysis and m-learning design validation were collected using a questionnaire and analyzed using descriptive quantitative. The results of the questionnaire were obtained 100% of the students who were respondents had an Android smartphone and only 68.3% of students had used an Android smartphone for learning. The results of expert validation and practitioners showed that the m-learning design suitable for magnetic learning supplements was interactive, could be used for independent learning, had learning objectives content, interactive modules, broadcast material, video and animation magnetic phenomena, experimental simulations, material summaries, hyperlinks to other learning sources, as well as interactive quizzes. Learning activities including study of teaching materials, experimental simulations, assignments, quizzes, discussion forums. Synchronous learning activities were carried out for discussion forums, asynchronous for others.",1572.0,Journal of Physics: Conference Series,IOP Publishing,['FKIP9'],disk0/00/02/39/95,6,pub,public,Print : 1742-6588 Online : 1742-6596,2020-09-14 06:06:28,https://iopscience.iop.org/article/10.1088/1742-6596/1572/1/012048/meta,1-7,,,,,,doi:10.1088/1742-6596/1572/1/012048,"[{'type': 'pub', 'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1572/1/012048/meta'}]","['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,
29,show,2020-05-31 02:57:39,20000,archive,2020-05-31 02:57:39,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'RECONSTRUCT THE CLASS ASSESSMENT STRATEGY-  2020.pdf', 'files': [{'datasetid': 'document', 'fileid': 189147, 'hash': '5c6e6b2940ca8398c40a2ca5b55c1af7', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-18 14:51:12', 'filesize': 897870, 'objectid': 33344, 'filename': 'RECONSTRUCT THE CLASS ASSESSMENT STRATEGY-  2020.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189147'}], 'docid': 33344, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33344', 'eprintid': 20000, 'placement': 1}]",679,1,"RECONSTRUCT THE CLASS ASSESSMENT STRATEGY
PROMOTING THE 21st-CENTURY LEARNING",TRUE,"[{'name': {'honourific': None, 'family': 'Rosidin', 'lineage': None, 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'Novi', 'family': 'Haryanti', 'lineage': None, 'honourific': None}, 'id': 'noviharyanti8283@gmail.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Lora', 'given': 'Haditya Aprita'}, 'id': None}, {'name': {'given': 'Viyanti', 'honourific': None, 'family': 'Viyanti', 'lineage': None}, 'id': 'viyanti.1980@fkip.unila.ac.id'}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/20000,2020-03-01 00:00:00.000000000,"The purpose of this research is to reconstruct the class assessment 
to promote 21st-century learning. The meaning of reconstructing 
class assessment is the advanced assessment that can realize the 
purpose of 21st-century learning which is the ability of 
argumentation, critical, and creative thinking skills. The advanced 
assessment in this research used the model of Argument-Driven 
Inquiry (ADI). This research is a quasi-experimental study that uses 
a pre-test post-test non-equivalent control group design. The 
research population is 12th-grade students of senior high school on 
Bandar Lampung. Based on data analysis, it was revealed that the 
classroom assessment strategy with continuous assessment using 
the ADI model can be used as a reference to be able to practice 21st�century life skills including argumentation, critical thinking, and 
creative skills.",3.0,Indonesian Journal of Science and Mathematics Education,Unit Riset dan Publikasi Ilmiah FTK UIN Raden Intan Lampung,['FKIP9'],disk0/00/02/00/00,6,pub,public,2615-8639,2020-05-31 02:57:39,http://ejournal.radenintan.ac.id/index.php/IJSME/index,27-36,,,,,,10.24042/ijsme.v3i1.6056,,,,,,,,,
30,show,2020-11-19 11:32:52,26202,archive,2020-11-19 11:32:52,"[{'eprintid': 26202, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40087', 'pos': 1, 'format': 'text', 'docid': 40087, 'main': '9. Artikel Nindi Sella dkk.pdf', 'files': [{'filesize': 582963, 'objectid': 40087, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236129', 'filename': '9. Artikel Nindi Sella dkk.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-19 04:01:36', 'datasetid': 'document', 'fileid': 236129, 'hash': '9705f59f6d762ac235d72faf32578038', 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",706,1,"PENGARUH PENERAPAN PERFORMANCE ASSESSMENT DENGAN
MODEL PjBL TERHADAP KETERAMPILAN BERPIKIR KRITIS DAN
KREATIF SISWA SMA",TRUE,"[{'id': None, 'name': {'given': 'NIndi', 'honourific': None, 'lineage': None, 'family': 'Sella Yuniarti Putri'}}, {'name': {'family': 'Rosidin', 'lineage': None, 'honourific': None, 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'id': 'wayandistrik8@gmail.com', 'name': {'family': 'Distrik', 'lineage': None, 'honourific': None, 'given': 'I Wayan'}}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/26202,1970-01-01 00:00:00.000002020,"Pembelajaran yang berlangsung saat ini belum sesuai dengan tuntutan pada
abad ke- 21 yaitu siswa dituntut untuk memiliki keterampilan berpikir kritis
dan berpikir kreatif. Penelitian ini bertujuan untuk mengetahui pengaruh
penerapan Instrumen Performance Assessmentdengan model project Based
Learning (PjBL)terhadap keterampilan berpikir kritis dan kreatif siswa.
Metode penelitian yang digunakan penelitian ini adalah One Group PretestPosttest Design yang dilakukan di semestergenap Pada tahun ajaran
2018/2019 di MAN 1 Bandar Lampung.Populasi penelitian adalah seluruh
siswa kelas XI MIA sedangkan sampel yaitu kelas XI MIA2.Hasil penelitian
menunjukkan bahwa pengaruh Performance Assessment dengan model PjBL
terhadap keterampilan berpikir kritis sebesar 42,5%, Pengaruh Performance
Assessment dengan model PjBL terhadap keterampilan berpikir Kreatif
sebesar 57.3% dan pengaruh Keterampilan berpikir kritis terhadap
keterampilan berpikir Kreatif Berdasarkan data yang diperoleh pada kelas
eksperimen sebesar 66,0%.",8.0,Jurnal Pendidikan Fisika,FKIP UM Metro,['FKIP9'],disk0/00/02/62/02,9,pub,public,2337-5973,2020-11-19 11:32:52,http://ojs.fkip.ummetro.ac.id/index.php/fisika/about,,,,,,,http://ojs.fkip.ummetro.ac.id/index.php/fisika/about,,,,,,,,,
31,show,2021-05-30 15:26:52,31313,archive,2021-05-30 15:26:52,"[{'eprintid': 31313, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141494', 'format': 'text', 'main': '20667-49214-3-PB-2020.pdf', 'files': [{'objectid': 141494, 'filesize': 686013, 'uri': 'http://repository.lppm.unila.ac.id/id/file/371034', 'filename': '20667-49214-3-PB-2020.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-29 14:20:52', 'datasetid': 'document', 'fileid': 371034, 'hash': 'b587dd4301949c6ea37cd52c2000184a', 'mime_type': 'application/pdf'}], 'docid': 141494, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",1075,1,"CBT HOTS Assessment Instrument Model: Teacher Perception
Analysis of a Role of Illustration as Well as Quiz and Question Setting According to HOTS",TRUE,"[{'name': {'given': 'Yuni Evi M.', 'family': 'Sihaloho', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'given': 'Undang', 'honourific': None, 'lineage': None, 'family': 'Rosidin'}, 'id': 'undangros@yahoo.com'}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'family': 'Suyatna', 'lineage': None, 'honourific': None}}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/31313,1970-01-01 00:00:00.000002020,"Abstract: 21st Century Learning requires HOTS learning to improve students' higher-order thinking skills, in addition to learning that promotes HOTS assessment must also promote HOTS. However, there are still many teachers who have not done HOTS who are able to stimulate students' high-level thinking skills well. This study discusses teacher perceptions about HOTS CBT assessment instrument models about the role of illustrations and quizzes and questions set in measuring HOTS. This type of research is a mixed method. The mixed method
strategy used is Sequential Explanatory Strategy. This research was conducted on five high school physics teachers in Metro City. Data collection using teacher perception respondents questionnaire conducted in April 2019 by five high school physics teachers in Metro City. The data collected was analyzed descriptively quantitatively. As many as 96% of teachers strongly
agree that the Computer Based Test Model (CBT) involves video illustrations, animations, simulation questions, 80% of teachers agree that describing items can enrich thinking levels (C1, C2, C3, C4, C5, C6) and GPA for considered, as well as 96% of teachers strongly agree
with the form of illustration of video items, animations, complications can be removed verbalism. In addition to questions and types of questions, quizzes and question settings are considered necessary by teachers to improve higher order thinking skills (HOTS). Based on the
data obtained the validation instrument was developed to obtain the best types of questions, stimuli, as well as quizzes and question settings in improving students' higher-order thinking skills (HOTS).",8.0,Jurnal Pembelajaran Fisika,Universitas Lampung,['FKIP9'],disk0/00/03/13/13,6,pub,public,2302-0105,2021-05-30 15:26:52,http://jurnal.fkip.unila.ac.id/index.php/JPF/issue/view/1116,9-17,,,,,,http://dx.doi.org/10.23960/jpf.v8.n1.202002,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JPF/issue/view/1116', 'type': 'pub'}]","['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,
32,show,2020-05-28 02:17:47,20772,archive,2020-05-28 02:17:47,"[{'placement': 1, 'eprintid': 20772, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34118', 'pos': 1, 'security': 'public', 'files': [{'mtime': '2020-05-28 00:52:17', 'hash_type': 'MD5', 'filename': 'Artikel Tunggal Suprianto dkk.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/194507', 'filesize': 476438, 'objectid': 34118, 'mime_type': 'application/pdf', 'hash': 'ea97743dd608c72c8a61c0903d2a0e5a', 'datasetid': 'document', 'fileid': 194507}], 'main': 'Artikel Tunggal Suprianto dkk.pdf', 'docid': 34118, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",706,1,"PENGEMBANGAN MODEL PEMBELAJARAN GROUP INVESTIGATION
BERBANTUAN SOAL OPEN ENDEDUNTUK MENINGKATKANKEMAMPUAN
BERPIKIR REFLEKTIF MATEMATIS",TRUE,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Suprianto', 'given': 'Tunggal'}, 'id': None}, {'id': 'hastuti_noer@yahoo.com', 'name': {'given': 'Sri Hastuti', 'honourific': None, 'family': 'Noer', 'lineage': None}}, {'name': {'given': 'Undang', 'family': 'Rosidin', 'lineage': None, 'honourific': None}, 'id': 'undangros@yahoo.com'}]",article,published,['L1'],http://repository.lppm.unila.ac.id/id/eprint/20772,1970-01-01 00:00:00.000002020,"Penelitian ini bertujuan untuk pengembangan model pembelajaran group investigation berbantuan soal
open ended untuk meningkatkan kemampuan berpikir reflektif matematis. Subjek dalam penelitian ini
adalah seluruh siswa kelas VIII D berjumlah 26 siswa sebagai kelas eksperimen dan seluruh siswa kelas
VIII A berjumlah 24 siswa sebagai kelas kontrol di SMP Muhammadiyah 1 Metro. Jenis penelitian
merupakan penelitian dan pengembangan atau Research and Development (R&D). Instrumen dalam
penelitian ini menggunakan validasi ahli pembelajaran, media dan materi, angket respon siswa, angket
tanggapan guru, dan hasil tes pembelajaran. Perangkat pembelajaran berdasarkan kemampuan berpikir
reflektif matematis dalam sistem persamaan linear dua variabel dinyatakan valid. Hasil angket respon
siswa terhadap model pembelajaran group investigation berbantuan soal open ended mendapat kategori
penilaian sangat praktis dan angket tanggapan guru dengan kategori sangat praktis. Hasil tes belajar siswa
dianalisis dengan uji hipotesis N-gain, Berdasarkan uji hipotesis diperoleh bahwa pengembangan model
pembelajaran group investigation berbantuan soal open ended terbukti efektif dalam meningkatkan
kemampuan berpikir reflektif matematis siswa",9.0,AKSIOMA: Jurnal Program Studi Pendidikan Matematika,"Mathematics Education, University of Muhammadiyah Metro",['FKIP9'],disk0/00/02/07/72,6,pub,public,2442-5419,2020-05-28 02:17:47,http://ojs.fkip.ummetro.ac.id/index.php/matematika/article/view/2583,72-85,,,,,,,,,,,,,,,
