,type,creators,title,userid,lastmod,documents,datestamp,eprint_status,eprintid,metadata_visibility,full_text_status,status_changed,rev_number,ispublished,divisions,publisher,dir,date,uri,subjects,refereed,contact_email,pagerange,number,publication,issn,abstract,volume,date_type,event_title,event_type,pres_type,event_dates,event_location,related_url,id_number,official_url,keywords,referencetext,succeeds,contributors
24,other,"[{'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Fadiawati', 'lineage': None, 'given': 'Noor'}}, {'name': {'given': 'Chansyanah', 'lineage': None, 'family': 'Diawati', 'honourific': None}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Meidayanti', 'given': 'Reni'}, 'id': 'renimeidayanti@gmail.com'}, {'name': {'lineage': None, 'family': 'Fauzi', 'honourific': None, 'given': 'M. Mahfud'}, 'id': None}]","Hasil Penilaian Sejawat Sebidang, Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic",958,2021-06-08 01:28:43,"[{'placement': 1, 'eprintid': 32231, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146145', 'pos': 1, 'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'docid': 146145, 'main': 'Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic.pdf', 'files': [{'hash': 'bfbe33ee8c4c0cdb3e46dfef2f78622e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 381397, 'uri': 'http://repository.lppm.unila.ac.id/id/file/381397', 'filename': 'Using 5 E Learning Cycle-Based Laboratory Activity in Improving Students Problem Solving Skills on Mixture Separation Topic.pdf', 'objectid': 146145, 'filesize': 1492423, 'mtime': '2021-06-07 22:25:08', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}]",2021-06-08 01:28:43,archive,32231,show,public,2021-06-08 01:28:43,9,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/31,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32231,['LB2300'],,,,,,,,,,,,,,,,,,,,,
25,other,"[{'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Fadiawati', 'given': 'Noor'}}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Diawati', 'honourific': None, 'given': 'Chansyanah'}}, {'id': 'lisa.tania@fkip.unila.ac.id', 'name': {'family': 'Tania', 'lineage': None, 'honourific': None, 'given': 'Lisa'}}]","Cek Similarity/Originality, Modifikasi Alat Pengukur Pengaruh Katalis Terhadap Laju Reaksi",958,2021-06-08 03:34:31,"[{'main': 'Modifikasi Alat Pengukur Pengaruh Katalis Terhadap Laju Reaksi.pdf', 'files': [{'mtime': '2021-06-08 03:08:09', 'hash_type': 'MD5', 'filename': 'Modifikasi Alat Pengukur Pengaruh Katalis Terhadap Laju Reaksi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381961', 'filesize': 1982320, 'objectid': 146362, 'mime_type': 'application/pdf', 'hash': 'd45bdecceee2390d8e24d6e447e54f0c', 'datasetid': 'document', 'fileid': 381961}], 'docid': 146362, 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 32272, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146362', 'pos': 1, 'formatdesc': 'Cek Similarity/Originality', 'security': 'public'}]",2021-06-08 03:34:31,archive,32272,show,public,2021-06-08 03:34:31,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/72,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32272,['LB2300'],,,,,,,,,,,,,,,,,,,,,
26,other,"[{'name': {'given': 'Noor', 'honourific': None, 'family': 'Fadiawati', 'lineage': None}, 'id': 'noor.fadiawati@fkip.unila.ac.id'}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'family': 'Diawati', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Tania', 'lineage': None, 'given': 'Lisa'}, 'id': 'lisa.tania@fkip.unila.ac.id'}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Modifikasi Alat Pengukur Pengaruh Katalis Terhadap Laju Reaksi",958,2021-06-08 03:34:25,"[{'files': [{'filename': 'Modifikasi Alat Pengukur Pengaruh Katalis Terhadap Laju Reaksi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381950', 'filesize': 1745830, 'objectid': 146360, 'mtime': '2021-06-08 03:04:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '4ab6a43a5b1ee51581ed7023fe80d330', 'datasetid': 'document', 'fileid': 381950}], 'main': 'Modifikasi Alat Pengukur Pengaruh Katalis Terhadap Laju Reaksi.pdf', 'docid': 146360, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'placement': 1, 'eprintid': 32270, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146360', 'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'security': 'public'}]",2021-06-08 03:34:25,archive,32270,show,public,2021-06-08 03:34:25,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/70,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32270,['LB2300'],,,,,,,,,,,,,,,,,,,,,
27,conference_item,"[{'id': 'qonitahnurulhusna@gmail.com', 'name': {'family': 'Husna', 'lineage': None, 'honourific': None, 'given': 'Qonita Nurul'}}, {'name': {'given': 'Nurhasanah', 'honourific': None, 'lineage': None, 'family': 'Nurhasanah'}, 'id': 'nur.hasanah@fmipa.unila.ac.id'}, {'id': 'aspita.laila@fmipa.unila.ac.id', 'name': {'given': 'Aspita', 'honourific': None, 'family': 'Laila', 'lineage': None}}]","SKRINING BAKTERI-BAKTERI ISOLAT LOKAL 
ASAL PENGOMPOSAN LIMBAH DOMESTIK 
SEBAGAI PENGHASIL LIPASE TOLERAN 
PELARUT ORGANIK",452,2021-11-14 12:17:33,"[{'eprintid': 36780, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157699', 'format': 'text', 'docid': 157699, 'main': 'view', 'files': [{'objectid': 157699, 'filesize': 67755, 'filename': 'view', 'uri': 'http://repository.lppm.unila.ac.id/id/file/423131', 'hash_type': 'MD5', 'mtime': '2021-11-14 08:08:20', 'fileid': 423131, 'datasetid': 'document', 'mime_type': 'text/html', 'hash': '5aff411e3f538521ac1f65fd25b15b8a'}], 'mime_type': 'text/html', 'language': 'en', 'rev_number': 2}]",2021-11-14 12:17:33,archive,36780,show,public,2021-11-14 12:17:33,8,submitted,['FKIP21'],,disk0/00/03/67/80,2021-09-08 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/36780,['QD'],FALSE,,,,,,"Lipase adalah enzim hidrolase yang mengkatalisis hidrolisis lipid 
(triasilgliserol) menjadi gliserol dan asam lemak bebas. Selain itu, 
lipase memiliki kemampuan sebagai katalis dalam reaksi hidrolisis 
ester, transesterifikasi, alkoholisis dan asidolisis. Penelitian ini 
bertujuan untuk mendapatkan bakteri isolat lokal penghasil lipase 
yang toleran terhadap pelarut organik. Metode yang digunakan 
meliputi skrining bakteri-bakteri isolat lokal pada media dengan 
penambahan pelarut organik (metanol, heksana dan benzena) dan 
uji kualitatif lipase dengan metode plate-assay menggunakan 
indikator metil merah. Hasil skrining terhadap 5 isolat bakteri 
lokal yang diseleksi dalam pelarut organik menunjukkan adanya 
zona bening dengan ukuran 20 mm untuk isolat LKMA3 dan 24 
mm untuk isolat LKMC2 pada pelarut benzena. Isolat LKMD1 
menunjukkan zona bening 25 mm pada pelarut heksana, 
sedangkan isolat LKMD4 tidak menunjukkan zona bening pada 
ketiga pelarut. Bakteri isolat LKMG1 menunjukkan zona bening 
pada methanol, heksana dan benzena berturut-turut sebesar 20 
mm, 20 mm dan 24 mm. Uji variasi konsentrasi tiga jenis pelarut 
organik pada isolat LKMG1 memperlihatkan toleransi yang 
relatif lebih baik pada penambahan heksana 3% dengan zona 
bening sekitar 26 mm. Berdasarkan hasil tersebut dapat 
disimpulkan bahwa bakteri isolat LKMG1 merupakan isolat yang 
relatif lebih baik untuk menghasilkan lipase toleran dalam pelarut 
organik dibandingkan empat isolat lainnya.",,submitted,Seminar Nasional Bersama FMIPA Unila Tahun 2021,conference,speech,8-9 September 2021,Bandar Lampung,,,,,,,
28,other,"[{'name': {'family': 'Meidayanti', 'lineage': None, 'honourific': None, 'given': 'Reni'}, 'id': 'renimeidayanti@gmail.com'}, {'id': 'noor.fadiawati@fkip.unila.ac.id', 'name': {'given': 'Noor', 'lineage': None, 'family': 'Fadiawati', 'honourific': None}}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Diawati', 'honourific': None, 'given': 'Chansyanah'}}]","Cek Similarity/Originality, Science Teachers Perception About Laboratory Activity on Mixture Separation Topics",958,2021-06-08 01:30:38,"[{'placement': 1, 'eprintid': 32240, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146179', 'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'docid': 146179, 'main': 'Science Teachers’ Perception About Laboratory Activity on Mixture Separation Topics.pdf', 'files': [{'hash': '725878eeb4a88e46d1fcb4265dac1d39', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 381498, 'mtime': '2021-06-07 23:50:17', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381498', 'filename': 'Science Teachers’ Perception About Laboratory Activity on Mixture Separation Topics.pdf', 'filesize': 1266917, 'objectid': 146179}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-06-08 01:30:38,archive,32240,show,public,2021-06-08 01:30:38,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/40,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32240,['LB2300'],,,,,,,,,,,,,,,,,,,,,
29,other,"[{'id': 'renimeidayanti@gmail.com', 'name': {'given': 'Reni', 'honourific': None, 'lineage': None, 'family': 'Meidayanti'}}, {'name': {'given': 'Noor', 'honourific': None, 'family': 'Fadiawati', 'lineage': None}, 'id': 'noor.fadiawati@fkip.unila.ac.id'}, {'name': {'given': 'Chansyanah', 'honourific': None, 'lineage': None, 'family': 'Diawati'}, 'id': 'chansyanah.diawati@fkip.unila.ac.id'}]","Hasil Penilaian Sejawat Sebidang atau Peer Review, Science Teachers Perception About Laboratory Activity on Mixture Separation Topics",958,2021-06-08 01:30:35,"[{'formatdesc': 'Hasil Penilaian Sejawat Sebidang atau Peer Review', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146177', 'pos': 1, 'eprintid': 32239, 'placement': 1, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Science Teachers Perception About Laboratory Activity on Mixture Separation Topics.pdf', 'files': [{'fileid': 381488, 'datasetid': 'document', 'hash': '0fd4acdbfa205c01f23833bdbf6cc4c5', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-07 23:45:59', 'objectid': 146177, 'filesize': 1822288, 'filename': 'Science Teachers Perception About Laboratory Activity on Mixture Separation Topics.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381488'}], 'docid': 146177}]",2021-06-08 01:30:35,archive,32239,show,public,2021-06-08 01:30:35,8,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/39,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32239,['LB2300'],,,,,,,,,,,,,,,,,,,,,
30,article,"[{'name': {'given': 'Annisa', 'honourific': None, 'lineage': None, 'family': 'Meristin'}, 'id': 'ameristin@gmail.com'}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sunyono', 'given': 'Sunyono'}}, {'id': 'galuh.catur@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Prabowo', 'lineage': None, 'given': 'Galuh Catur Wisnu'}}]",Implementation of Distance Learning Using Articulate Storylines to Improve Students' Self-Efficacy and Mental Model,1028,2021-12-24 12:21:43,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158340', 'pos': 1, 'eprintid': 37418, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'hash': '35151ed5594baf656d5541aa28dba2c5', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 427768, 'filename': 'Implementation_Annisa_Sunyono_Galuh.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427768', 'objectid': 158340, 'filesize': 419398, 'mtime': '2021-12-24 08:34:25', 'hash_type': 'MD5'}], 'main': 'Implementation_Annisa_Sunyono_Galuh.pdf', 'docid': 158340}]",2021-12-24 12:21:43,archive,37418,show,public,2021-12-24 12:21:43,6,pub,['FKIP21'],FKIP Unila,disk0/00/03/74/18,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/37418,['LB2300'],TRUE,,57-66,3.0,Jurnal Pendidikan dan Pembelajaran Kimia,ISSN: 2302-1772,"The importance of this research is to improve students' self-efficacy and mental models in distance learning. This research also has an achievement target in the form of interactive articulate storyline learning media. The subjects were students of Chemistry Education University of Lampung 1 st Semester. Students were divided into 2 classes, namely 1 (one) class with learning using articulate storylines and 1 (one) class with conventional online learning. This research was conducted with a quasi-experimental design with a Pretest-posttest Static-Group Design. Several stages in this research are: the research preparation stage (literature review and device making), the classroom research stage, the data analysis stage and the final stage of drawing conclusions. The data obtained were analyzed through statistical methods. The results showed that distance learning using articulate storylines was able to increase students' self-efficacy and mental models. In addition, the student's mental model increases along with the increase in student self-efficacy.",10.0,published,,,,,,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JPK/article/download/23000/pdf'}],DOI:10.23960/jppk.v10.i3.2021.07,http://jurnal.fkip.unila.ac.id/index.php/JPK,,,,
31,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Prabowo', 'given': 'Galuh'}, 'id': 'galuh.catur@fkip.unila.ac.id'}, {'id': 'ukhti.ciptawaty@feb.unila.ac.id', 'name': {'given': 'Ukhti', 'honourific': None, 'family': 'Ciptawaty', 'lineage': None}}, {'id': 'reshaatina@gmail.com', 'name': {'given': 'Moniyana', 'honourific': None, 'lineage': None, 'family': 'Resha'}}]","PEMBENTUKAN USAHA MANDIRI MELALUI PRODUKSI HAND SANITIZER DI DESA 
TANJUNG ANOM PRINGSEWU LAMPUNG",2787,2021-11-09 10:05:11,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/414888', 'filename': '139-616-1-PB_jurnal pengabdian_ukhti ciptawaty.pdf', 'objectid': 156573, 'filesize': 345389, 'mtime': '2021-11-09 05:06:10', 'hash_type': 'MD5', 'hash': 'a064abf53c504583c926ce49a488ee1c', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 414888}], 'main': '139-616-1-PB_jurnal pengabdian_ukhti ciptawaty.pdf', 'docid': 156573, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156573', 'eprintid': 35642, 'placement': 1}]",2021-11-09 10:05:11,archive,35642,show,public,2021-11-09 10:05:11,6,pub,['FKIP21'],LPPM Universitas Mataram,disk0/00/03/56/42,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/35642,['L1'],TRUE,galuh.catur@fkip.unila.ac.id,114-119,2.0,PEMBENTUKAN USAHA MANDIRI MELALUI PRODUKSI HAND SANITIZER DI DESA  TANJUNG ANOM PRINGSEWU LAMPUNG,2685-2101,"Kegiatan pengabdian kepada masyarakat menjadi bagian tri dharma 
perguruan tinggi bagi seorang dosen. Kegiatan pengabdian ini dilakukan di desa 
Tanjung Anom, Pringsewu. Pembentukan usaha mandiri melalui produksi hand 
sanitizer bertujuan untuk meningkatkan kesejahteraan masyarkat di masa 
pandemic COVID19. Produksi hand sanitizer menjadi salah satu alternatif dalam 
kondisi pandemi COVID19 sebagai alternatif dari mencuci tangan. Selain 
membuat hand sanitizer, peserta pengabdian yang tergabung dalam Badan Usaha 
Milik Desa (BUMDes) Tanjung Anom dibekali dengan informasi seputar hand 
sanitizer yang banyak beredar di pasaran dan mereka juga dimotivasi dalam 
membaca peluang usaha di setiap kondisi perekonomian bagaimanapun. Metode 
pembuatan hand sanitizer merujuk pada guided book WHO mengenai hand rub 
formulation dan juga surat edaran dari BPOM mengenai pembuatan hand 
sanitizer. Kegiatan ini tidak berhenti pada tahap produksi hand sanitizer tetapi juga 
hingga proses labeling, packing hingga online marketing menggunakan market 
places.",3.0,published,,,,,,"[{'type': 'pub', 'url': 'https://www.jwd.unram.ac.id/index.php/jwd/article/view/139/133'}]",DOI: 10.29303/jwd.v3i2.139,https://www.jwd.unram.ac.id/index.php/jwd/article/view/139/133,"Hand Sanitizer, Usaha Mandiri, Online marketing","Aminah Asngad,et al. 2018. Kualitas Gel Pembersih Tangan (Handsanitizer) dari Ekstrak Batang Pisang dengan Penambahan Alkohol, Triklosan dan Gliserin yang Berbeda Dosisnya. Jurnal Bioeksperimen. Vol. 4 (2) Pp. 61-70. Doi: 10.23917/bioeksperimen.v4i1.2795.
Burton, M. C. 2011. The effect of hand washing with water or soap on bacterial contamination of hands. . Int. J. Environ. Res. Public Health, 8(1), 97 - 104. https://doi.org/10.3390/ijerph8010097
Boheji,M., et al. 2020. The Extent of COVID-19 Pandemic Socio-Economic Impact on Global Poverty. A Global Integrative Multidisciplinary Review. American Journal of Economics 2020, 10(4): 213-224 DOI: 10.5923/j.economics.20201004.02.
http://tanjunganom-pringsewu.desa.id/first. Diakses 1 September 2020.
Jing, J.L.J, et al. 2020. Hand Sanitizers: A Review on Formulation Aspects, Adverse Effects, and Regulations. Int. J. Environ. Res. Public Health 2020, 17, 3326; doi:10.3390/ijerph17093326.
Lestari,P.M., et al. 2018. Pelatihan Pembuatan Hand Sanitizer Perasaan Buah Jeruk Nipis Bagi Guru, Siswa Siswi Sma Dan Smk Mutiara 17 Agustus Kelurahan Teluk Pucung Bekasi Utara. Jurnal SEMAR, ISSN 2302-3937. Vol.6 No.3 September 2018.
Pratiwi, S.T., 2008, Mikrobiologi Farmasi, Penerbit Airlangga, Jakarta.
Rachmawati, F.J., Triyana, S.Y., 2008, Perbandingan Angka Kuman pada Cuci Tangan dengan Beberapa Standarisasi Pembersih Tangan di Lab Mikrobiologi. Logika, Jakarta.
Radji, M., 2007, Uji Efektivitas antimikroba beberapa merk dagang pembersih tangan antiseptik, Majalah ilmu kefarmasian, Vol,IV, No, 1
Rini,E.P., et al. 2018. Uji Daya Hambat Berbagai Merek Hand Sanitizer Gel terhadap Pertumbuhan Bakteri Escherichia coli dan Staphylococcus aureus. Journal of Pharmaceutical Science and Clinical Research, 2018, 01, 18-26 DOI: 10.20961/jpscr.v3i1.15380.
Walidah, I., et al. 2014. Daya Bunuh Hand Sanitizer Berbahan Aktif Alkohol 59% dalam Kemasan Setelah Penggunaan Berulang terhadap Angka Lempeng Total (ALT). Jurnal Teknologi Laboratorium. Vol.3 No 1.2014.
WHO. 2010. Guide to Local Production: WHO recommended Handrub Formulation.
Wijaya, J.I. 2013. Formulasi Sediaan Gel Hand Sanitizer Dengan Bahan Aktif Triklosan 1,5% Dan 2%. Calyptra: Jurnal Ilmiah Ma",,
32,article,"[{'name': {'honourific': None, 'family': 'Saputra', 'lineage': None, 'given': 'Andrian'}, 'id': 'andriansaputra@fkip.unila.ac.id'}]",Assessing Digital Attitude Competence of Prospective Chemistry Teacher in Indonesia: A Case of Lampung Univesity,4298,2021-05-27 02:40:31,"[{'placement': 1, 'license': 'cc_by_nc_sa_4', 'eprintid': 30944, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139685', 'formatdesc': 'artikel JPP 2021', 'security': 'public', 'main': '22037-52411-4-PB.pdf', 'files': [{'hash': 'eee35dc0f587444ceda499cbd2416445', 'mime_type': 'application/pdf', 'fileid': 366834, 'datasetid': 'document', 'mtime': '2021-05-27 02:16:56', 'hash_type': 'MD5', 'filename': '22037-52411-4-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/366834', 'filesize': 1240906, 'objectid': 139685}], 'docid': 139685, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 4, 'content': 'published'}]",2021-05-27 02:40:31,archive,30944,show,public,2021-05-27 02:40:31,11,pub,['FKIP21'],FKIP Universitas Lampung,disk0/00/03/09/44,2021-04-30 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/30944,['L1'],TRUE,,88-95,1.0,Jurnal Pendidikan Progresif,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,"Abstract: Assessing Digital Attitude Competence of Prospective Chemistry Teacher in Indonesia: A Case of Lampung Univesity. Objective: This study aims to analyze the competence of digital attitudes of chemistry teacher candidates at the University of Lampung. Methods: A total of 200 chemistry teacher candidate students at the teacher training faculty, Universitas Lampung were randomly selected as research samples. The data obtained were analyzed using exploratory factor analysis techniques, reliability, correlation, average value, and variance. Findings: Analysis shows that the questionnaire items are grouped into five main factors with the Cronbach alpha coefficient and the percentage of variance as follows: attitudes towards digital content creation (α = 0.919; s2 = 39.546%); attitudes towards digital information (α = 0.885; s2 = 7.806%); attitudes towards digital security (α = 0.871; s2 = 4.321%); attitudes towards digital problem solving (α = 0.755; s2 = 3.410%); and attitudes towards digital information (α = 0.793; s2 = 2.974%). Conclusion: The comparison of the mean and grand mean values shows that attitudes towards information and digital security are more dominant factors in how chemistry teacher students respond to digital devices that support learning.

Keywords: digital attitude competence, chemistry teacher candidates, factor analysis.



Abstrak: Menilai Kompetensi Sikap Digital Calon Guru Kimia di Indonesia: Suatu Kasus di Universitas Lampung. Tujuan: Penelitian ini bertujuan untuk menganalisis kompetensi sikap digital calon guru kimia di Universitas Lampung. Metode: Sebanyak 200 calon mahasiswa calon guru kimia di FKIP Universitas Lampung dipilih secara acak sebagai sampel penelitian. Data yang diperoleh dianalisis dengan menggunakan teknik analisis faktor eksplorasi, reliabilitas, korelasi, nilai rata-rata, dan varians. Temuan: Hasil analisis menunjukkan bahwa item kuesioner dikelompokkan menjadi lima faktor utama dengan koefisien alpha Cronbach dan persentase varians sebagai berikut: sikap terhadap pembuatan konten digital (α = 0,919; s2 = 39,546%); sikap terhadap informasi digital (α = 0.885; s2 = 7,806%); sikap terhadap keamanan digital (α = 0.871; s2 = 4,321%); sikap terhadap pemecahan masalah digital (α = 0,755; s2 = 3,410%); dan sikap terhadap informasi digital (α = 0,793; s2 = 2,974%). Kesimpulan: Perbandingan nilai mean dan grand mean menunjukkan bahwa sikap terhadap informasi dan keamanan digital merupakan faktor yang lebih dominan dalam respon siswa guru kimia terhadap perangkat digital yang mendukung pembelajaran.

Kata kunci: kompetensi sikap digital, calon guru kimia, analisis faktor.",11.0,published,,,,,,,,http://jurnal.fkip.unila.ac.id/index.php/jpp,,,,
33,other,"[{'id': 'andriansaputra@fkip.unila.ac.id', 'name': {'given': 'Andrian', 'family': 'Saputra', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Canaval', 'given': 'Lorenz R.'}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Fadiawati', 'given': 'Noor'}, 'id': 'noor.fadiawati@fkip.unila.ac.id'}, {'id': 'chansyanah.diawati@fkip.unila.ac.id', 'name': {'given': 'Chansyanah', 'honourific': None, 'lineage': None, 'family': 'Diawati'}}, {'id': 'marina_setyorini@yahoo.com', 'name': {'given': 'M.', 'family': 'Setyarini', 'lineage': None, 'honourific': None}}, {'id': 'nina.kadaritna@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Kadaritna', 'honourific': None, 'given': 'Nina'}}, {'id': 'budi.kadaryanto@fkip.unila.ac.id', 'name': {'given': 'Budi', 'honourific': None, 'family': 'Kadaryanto', 'lineage': None}}]","Cek Similarity/Originality, Visualizing Three-Dimensional Hybrid Atomic Orbitals Using Winplot: An Application for Student Self Instruction",958,2021-06-08 01:30:26,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146154', 'security': 'public', 'formatdesc': 'Cek Similarity/Originality', 'placement': 1, 'eprintid': 32236, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Visualizing Three-Dimensional Hybrid Atomic Orbitals Using Winplot An Application for Student Self Instruction.pdf', 'docid': 146154, 'files': [{'mime_type': 'application/pdf', 'hash': '909c8c910413bb2e8ece6d10d6ff47dc', 'fileid': 381438, 'datasetid': 'document', 'mtime': '2021-06-07 23:09:36', 'hash_type': 'MD5', 'filename': 'Visualizing Three-Dimensional Hybrid Atomic Orbitals Using Winplot An Application for Student Self Instruction.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/381438', 'filesize': 769293, 'objectid': 146154}], 'format': 'text'}]",2021-06-08 01:30:26,archive,32236,show,public,2021-06-08 01:30:26,9,unpub,['FKIP21'],FKIP Unila,disk0/00/03/22/36,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/32236,['LB2300'],,,,,,,,,,,,,,,,,,,,,
