,volume,corp_creators,abstract,uri,date,subjects,date_type,status_changed,issn,full_text_status,rev_number,ispublished,publisher,publication,dir,divisions,number,userid,documents,lastmod,official_url,eprint_status,eprintid,datestamp,pagerange,metadata_visibility,creators,type,refereed,title,pres_type,event_dates,event_location,related_url,event_type,event_title,contact_email,referencetext,patent_applicant,id_number,contributors,succeeds,keywords,monograph_type,institution,funders,pages,projects,series,place_of_pub,editors,book_title
23,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,http://repository.lppm.unila.ac.id/id/eprint/27305,2018-06-26 00:00:00.000000000,['TK'],published,2021-01-14 03:08:18,,public,7,pub,,,disk0/00/02/73/05,['FT5'],,586,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41314', 'eprintid': 27305, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Ciptaan Common dan lampiran.pdf', 'files': [{'filesize': 2336577, 'objectid': 41314, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244404', 'filename': 'Ciptaan Common dan lampiran.pdf', 'hash_type': 'MD5', 'mtime': '2021-01-13 08:33:27', 'fileid': 244404, 'datasetid': 'document', 'hash': 'a5dff9bb3c5586dd95bfd64f80697ad1', 'mime_type': 'application/pdf'}], 'docid': 41314}]",2021-01-14 03:08:18,,archive,27305,2021-01-14 03:08:18,,show,"[{'name': {'given': 'Muhamad', 'honourific': None, 'family': 'Komarudin', 'lineage': None}, 'id': 'm.komarudin@eng.unila.ac.id'}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'family': 'Sulistiyanti', 'lineage': None, 'honourific': None, 'given': 'Sri Ratna'}}, {'id': 'gigih@eng.unila.ac.id', 'name': {'family': 'Nama', 'lineage': None, 'honourific': None, 'given': 'Gigih Forda'}}]",patent,,: CoMon: Carbon Monitoring System For University of Lampung Environment,,,,,,,,,LPPM Universitas Lampung,EC00201857698,,,,,,,,,,,,
24,,,"Grounding resistance of the earthing system is affected by soil resistivity. Soil resistivity should have a high-water content (moisture) inside the ground. Soil moisture can be made and maintained by substance addictive that can absorb water in vicinity. This research uses bentonite as an additive. It has undergone the heating process in different temperature and duration before used, thenbentonite is mixed into the soil with the different composition. Those treatments are categorized as physics-activated. The aim of this research is to analyze the effect of bentonite in order to reduce soil resistance. The grounding resistance is observed with and without bentonite. The earthing system with bentonite as addictive has the smaller grounding resistance than that without bentonite. The biggest percentage of reduction in grounding resistance are 74% due to bentonite which is activated at temperature 2000C. Non-activated bentonite can achieve 68% reduction in grounding resistance. In contrast, the composition of 50% non-activated bentonite and 25% soil can reduce the grounding resistance by 69%.",http://repository.lppm.unila.ac.id/id/eprint/13001,2018-03-12 00:00:00.000000000,['TD'],published,2019-05-17 02:43:40,,public,3,inpress,,international conference Improvement of City Environment Quality,disk0/00/01/30/01,['FT5'],,518,"[{'language': 'en', 'mime_type': 'text/html', 'rev_number': 3, 'format': 'text', 'main': 'index.html', 'docid': 26005, 'files': [{'mime_type': 'text/html', 'hash': 'dc19f1fb294ba6a522ccd263a9e0eeed', 'fileid': 114561, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/114561', 'filename': 'index.html', 'objectid': 26005, 'filesize': 24693, 'mtime': '2018-06-29 16:13:54', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26005', 'eprintid': 13001, 'placement': 1}]",2019-05-17 02:43:40,,archive,13001,2019-05-17 02:43:40,,show,"[{'name': {'given': 'Yul', 'family': 'Martin', 'lineage': None, 'honourific': None}, 'id': 'yulmartin@eng.unila.ac.id'}]",article,FALSE,THE USE OF PHYSICALLY ACTIVATED AND SOIL COMPOSED BENTONITE AS ENVIRONMENT FRIENDLY FOR GROUNDING RESISTANCE,,,,,,,,,,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'permata', 'given': 'Diah'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'despa', 'given': 'dikpride'}}]",8304.0,,,,,,,,,,
25,,,"Tahanan pentanahan berbanding lurus dengan besarnya tahanan jenis tanah. Tahanan jenis tanah itu sendiri dipengaruhi beberapa hal yaitu struktur tanah, temperatur, pengaruh kandungan air (kelembaban), dan pengaruh kandungan kimia dalam tanah. Penelitian ini untuk menganalisis penurunan nilai tahanan pentanahan dengan penambahan zat aditif berupa gipsum tanpa campuran tanah dan gipsum yang dicampur dengan tanah. Hasil penelitian menunjukkan nilai tahanan pentanahan dengan penambahan gipsum tanpa campuran tanah memiliki nilai yang lebih tinggi dibandingkan tahanan pentanahan tanpa penambahan zat aditif. Tahanan pentanahan dengan penambahan gipsum bercampur tanah secara rata-rata dapat menurunkan nilai tahanan pentanahan sebesar 153,56 ohm dengan 25% gipsum, 157,2 ohm dengan 75% gipsum dan 169,91 ohm dengan 50% gipsum.",http://repository.lppm.unila.ac.id/id/eprint/10216,2018-10-11 00:00:00.000000000,['TK'],published,2018-11-17 04:44:03,,public,9,pub,,,disk0/00/01/02/16,['FT5'],,518,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/23220', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 10216, 'mime_type': 'image/jpeg', 'language': 'en', 'rev_number': 1, 'main': '006.jpg', 'docid': 23220, 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-17 03:49:21', 'objectid': 23220, 'filesize': 1585366, 'uri': 'http://repository.lppm.unila.ac.id/id/file/95475', 'filename': '006.jpg', 'datasetid': 'document', 'fileid': 95475, 'mime_type': 'image/jpeg', 'hash': '5ddef67dc981598f0cf15035937d27db'}], 'format': 'image'}]",2020-06-10 04:52:32,,archive,10216,2018-11-17 04:44:03,,show,"[{'id': 'yulmartin@eng.unila.ac.id', 'name': {'given': 'Yul', 'lineage': None, 'family': 'Martin', 'honourific': None}}, {'id': 'despa@eng.unila.ac.id', 'name': {'given': 'Dikpride', 'lineage': None, 'family': 'Despa', 'honourific': None}}, {'id': 'lusmelia.afriani@eng.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Afriani', 'given': 'Lusmeilia'}}]",conference_item,TRUE,Pengaruh Pencampuran Gyosum sebagai zat aditiv untuk penurunan nilai resistansi grounding pada elektroda batang tunggal,paper,11-13 Oktober 2018,Universitas Brawijaya Malang,,conference,Seminar nasional teknik elektro (SNTE 2018),,,,,,,,,,,,,,,,
26,,,"Institutional Repository (IR) adalah sarana penting bagi universitas untuk menyimpan bahan-bahan digital, dan termasuk upaya untuk pengorganisasian, akses dan pendistribusian yang baik untuk karya-karya akademik yang dimilikinya. Tantangan dari penggunaan IR adalah bagaimana menjamin koleksi yang dimiliki oleh universitas, khususnya perpustakaan, dapat didistribusikan dengan baik terhadap civitas akademika yang berhak mengaksesnya. API (Application Programming Interface) Web Service adalah salah satu cara yang dapat digunakan sebagai cara akses data oleh perangkat lunak tanpa terikat dengan perangkat lunak itu sendiri. Sehingga, penggunaan API Web Service dapat mengurangi waktu yang diperlukan untuk pengembangan perangkat lunak karena cara akses data seragam. Tujuan penelitian ini adalah untuk mengembangkan API web service IR yang berfungsi untuk mengoptimalkan layanan koleksi IR, khususnya untuk pencarian dokumen pada aplikasi Eprints yang tidak mendukung API Web Service. API Web Service IR dikembangkan menggunakan metode Rapid Application Development (RAD) yang memungkinkan dilakukannya iterasi revisi dengan cepat. Pembuatan API Web Service menggunakan bahasa PHP dengan dua skenario yaitu generasi data secara real-time dan generasi data periodik. Berdasarkan hasil uji skenario, diketahui bahwa skenario generasi data secara real-time membutuhkan waktu yang lebih lama dalam memperoleh data. Sedangkan, generasi data periodik memiliki performansi yang cepat walau pun jika ada data baru yang masuk, sebelum periode generasi data, menjadi tidak tersedia. Karena penggunaan di setiap universitas berbeda, kedua skenario ini harus dipertimbangkan dalam memilih model generasi data yang diperlukan. Dengan penerapan API Web Service untuk pencarian koleksi repository pada aplikasi EPrints, layanan perpustakaan Unila telah dihadirkan dalam bentuk KiosK untuk layanan bersifat mandiri.",http://repository.lppm.unila.ac.id/id/eprint/7814,2018-01-23 00:00:00.000000000,"['QA75', 'QA76', 'Z665']",published,2018-06-26 08:03:02,2614-4689,public,8,pub,UPT Perpustakaan Universitas Lampung,Prosiding Seminar Nasional Inovasi Perpustakaan 2017,disk0/00/00/78/14,['FT5'],,1199,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/20855', 'pos': 1, 'eprintid': 7814, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'e-Prosiding-SNIPer-2017-Full.pdf', 'docid': 20855, 'files': [{'mtime': '2018-06-26 03:55:54', 'hash_type': 'MD5', 'filename': 'e-Prosiding-SNIPer-2017-Full.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/69967', 'filesize': 5088932, 'objectid': 20855, 'mime_type': 'application/pdf', 'hash': '533f90e9918e5e7d4068af24ab3c9443', 'fileid': 69967, 'datasetid': 'document'}]}]",2018-06-26 08:03:02,http://sniper.library.unila.ac.id,archive,7814,2018-06-26 08:03:02,227-235,show,"[{'id': 'meizano@eng.unila.ac.id', 'name': {'family': 'Muhammad', 'lineage': None, 'honourific': None, 'given': 'Meizano Ardhi'}}, {'name': {'honourific': None, 'family': '.', 'lineage': None, 'given': 'Mardiana'}, 'id': 'mardiana@eng.unila.ac.id'}, {'name': {'family': 'Mulyani', 'lineage': None, 'honourific': None, 'given': 'Yessi'}, 'id': 'yessi.mulyani@eng.unila.ac.id'}, {'id': 'despa@eng.unila.ac.id', 'name': {'given': 'Dikpride', 'lineage': None, 'family': 'Despa', 'honourific': None}}]",article,FALSE,WEB SERVICE PENCARIAN KOLEKSI REPOSITORY PERPUSTAKAAN PADA APLIKASI EPRINTS,,,,"[{'url': 'http://library.unila.ac.id/', 'type': 'pub'}]",,,library@kpa.unila.ac.id,,,,,,,,,,,,,,,
27,12,,"Dalam dunia engineering, suatu sistem direkayasa menjadi serba otomatis. Salah satunya pada alat bantu pekerjaan, yaitu untuk mempermudah dan mengefisienkan waktu serta tenaga yang digunakan. Jenis alat bantu pekerjaan yang direkayasa tersebut adalah alat pada proses pengumpulan kopi. Untuk menghasilkan kopi yang terbaik maka proses pengolahan kopi harus dilakukan secara benar. Kopi dijemur di lapangan terbuka dibawah terik matahari langsung. Para petani pun kesulitan saat mengumpulkan kopi yang masih terhampar di lapangan dan apabila mendadak cuaca sudah mulai mendung dan hujan turun. Sehingga tercetuslah ide untuk membuat “Rancang Bangun Alat Pengumpul Kopi Model Terhampar Secara Otomatis Berbasis Arduino UNO”. Rancangan bangun alat ini merupakan miniatur yang dibuat pada bidang agroindustri kopi yang berukuran 60x90 cm. Alat ini bekerja apabila sensor LDR mendeteksi cuaca gelap dan Arduino UNO akan mengendalikan motor DC untuk menggerakan sistem
mekanikal/aktuator. Kemudian, sistem mekanikal tersebut akan menggerakkan dua buah papan pengumpul yang bergerak dari dua arah yang berbeda dan menarik kopi dari pinggir lapangan menuju ke tengah lapangan. Pada saat proses pengumpulan kopi sedang dilakukan dan hujan tiba-tiba turun, maka terpal otomatis akan menutupi seluruh permukaan lapangan untuk mencegah kopi agar tidak basah, berdasarkan respon yang diterima oleh sensor hujan. Kopi yang selesai dikumpulkan akan menggunung dibagian tengah lapangan dan alat akan berhenti bekerja Berdasarkan hasil pengamatan yang dilakukan, intensitas cahaya yang dibaca oleh sensor sangat mempengaruhi cara kerja alat ini. Saat cuaca terang dengan intensitas cahaya sebesar 286 Lux alat tidak akan bekerja, dan aktif pada saat intensitas dibawah 68 Lux. Sedangkan untuk sistem aktuator, semakin
besar torsi pada motor maka akan semakin besar pula arus yang terukur. Sehingga membutuhkan daya yang lebih besar pula. Terlihat pada saat proses pengumpulan kopi berlangsung arus yang terukur mencapai 1,1 ampere dan torsi yang terukur mencapai 3,5 N/m. Maka diperlukan perancangan yang baik pada sistem mekanikal agar tidak terjadi kesalahan yang bisa menyebabkan penambahan beban pada motor.",http://repository.lppm.unila.ac.id/id/eprint/9272,2018-01-01 00:00:00.000000000,['TK'],published,2018-11-03 09:12:17,25493442,public,9,pub,"Department of Electrical Engineering, Faculty of Engineering, Universitas Lampung",ELECTRICIAN – Jurnal Rekayasa dan Teknologi Elektro,disk0/00/00/92/72,['FT5'],1.0,56,"[{'docid': 22328, 'main': '2067-351-1-PB.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-02 04:39:59', 'objectid': 22328, 'filesize': 597315, 'filename': '2067-351-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/88898', 'fileid': 88898, 'datasetid': 'document', 'hash': '7cfe6bb37b16c5ab82c7694414402e54', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 9272, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22328', 'security': 'public'}]",2018-11-03 09:12:17,https://electrician.unila.ac.id/index.php/ojs/index,archive,9272,2018-11-03 09:12:17,1-9,show,"[{'name': {'given': 'Deka', 'lineage': None, 'family': 'Perlanda', 'honourific': None}, 'id': 'deka.perlanda@gmail.com'}, {'id': 'syaiful.alam@eng.unila.ac.id', 'name': {'given': 'Syaiful', 'lineage': None, 'family': 'Alam', 'honourific': None}}, {'name': {'family': 'Purwiyanti', 'lineage': None, 'honourific': None, 'given': 'Sri'}, 'id': 'sri.purwiyanti@eng.unila.ac.id'}]",article,TRUE,"Alat Pengumpul Kopi Model Terhampar Secara Otomatis
Berbasis Arduino Uno",,,,,,,,,,,,,"Arduino, mechanical, mikrokontroller, otomatis, rekayasa, dan sistem elektrik",,,,,,,,,
28,,,"Sistem monitoring detak jantung yang dapat melakukan monitoring secara kontinyu sangat dibutuhkan, misalnya untuk memonitor bayi prematur yang dirawat dalam inkubator. Untuk itu, dalam penelitian ini hasilkan rancang bangun alat pendeteksi detak jantung yang dapat menghitung detak jantung secara kontinyu dan memonitor ketidaknormalan detak jantung secara otomatis. Sistem ini menggunakan pulse sensor sebagai sensor utamanya dan mikrokontroler arduino uno sebagai sistem pengolahan datanya. Sistem ini juga dilengkapi dengan sistem monitoring berupa buzzer yang akan berbunyi ketika detak jantung pasien kurang atau melebihi detak jantung normal. Berdasarkan hasil pengujian, didapat bahwa sistem telah berhasil membaca detak jantung secara otomatis dengan nilai presisi sebesar ±95% jika dibandingkan dengan detak jantung pembanding",http://repository.lppm.unila.ac.id/id/eprint/10946,1970-01-01 00:00:00.000002018,['TK'],,2019-05-02 04:14:58,,public,7,unpub,LPPM Unila,,disk0/00/01/09/46,['FT5'],,56,"[{'files': [{'datasetid': 'document', 'fileid': 100450, 'mime_type': 'application/pdf', 'hash': '773d9c1b2b9478e22d14878661c610e0', 'objectid': 23946, 'filesize': 788716, 'filename': 'Sri Purwiyanti_Laporan Penelitian PBBL DIPA FT 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/100450', 'hash_type': 'MD5', 'mtime': '2019-03-15 01:18:03'}], 'main': 'Sri Purwiyanti_Laporan Penelitian PBBL DIPA FT 2018.pdf', 'docid': 23946, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 10946, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23946', 'security': 'public'}]",2019-05-02 04:14:58,,archive,10946,2019-05-02 04:14:58,,show,"[{'name': {'given': 'Sri', 'honourific': None, 'lineage': None, 'family': 'Purwiyanti'}, 'id': 'sri.purwiyanti@eng.unila.ac.id'}, {'id': 'fx.arinto@eng.unila.ac.id', 'name': {'given': 'FX. Arinto', 'lineage': None, 'family': 'Setyawan', 'honourific': None}}, {'id': 'helmy.fitriawan@eng.unila.ac.id', 'name': {'family': 'Fitriawan', 'lineage': None, 'honourific': None, 'given': 'Helmy'}}]",monograph,,PENGUKURAN JUMLAH DETAK JANTUNG MENGGUNAKAN SENSOR DETAK JANTUNG BERBASIS ARDUINO,,,,,,,,,,,,,,project_report,Universitas Lampung,,,,,,,
29,,,"Meningkatnya jumlah kendaraan yang beroperasi mengakibatkan masalah kemacetan di jalan raya, terutama di kota besar. Oleh karena itu, diperlukan pemantauan kepadatan lalulintas yang dapat mengetahui jumlah kendaraan yang melintas pada jalan raya, agar pihak yang berkepentingan dapat membuat kebijakan untuk mengatasi permasalahan transportasi tersebut. Penelitian ini bertujuan untuk merancang sistem pemantau dan penghitung jumlah kendaraan yang melintas di dua jalur jalan raya. Metode yang digunakan adalah berdasarkan pengolahan citra menggunakan microsoft visual studio 2013 dengan bahasa c++ dan dilengkapi dengan sebuah library dari open cv. Hasil pengujian yang diperoleh memperlihatkan bahwa sistem ini berhasil melakukan pendeteksian dan penghitungan jumlah kendaraan yang melintas di jalan dua jalur dengan tingkat error sekitar 10 %. Namun sistem ini belum berhasil diterapkan pada jalan yang padat sehingga masih diperlukan perbaikan lebih lanjut.",http://repository.lppm.unila.ac.id/id/eprint/9284,2018-10-01 00:00:00.000000000,['TK'],,2018-11-04 14:11:43,,public,8,inpress,,,disk0/00/00/92/84,['FT5'],,56,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Sri Purwiyanti_seminar nasional_ fortei2018.pdf', 'docid': 22343, 'files': [{'fileid': 88996, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0e6038a8d2e10ada1b544058f5189e51', 'hash_type': 'MD5', 'mtime': '2018-11-02 05:42:33', 'filesize': 568903, 'objectid': 22343, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88996', 'filename': 'Sri Purwiyanti_seminar nasional_ fortei2018.pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22343', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 9284}]",2018-11-04 14:11:43,,archive,9284,2018-11-04 14:11:43,,show,"[{'name': {'family': 'Purwiyanti', 'lineage': None, 'honourific': None, 'given': 'Sri'}, 'id': 'sri.purwiyanti@eng.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Setyawan', 'given': 'FX. Arinto'}, 'id': 'fx.arinto@eng.unila.ac.id'}, {'id': 'herlinawati.rusydi@yahoo.com', 'name': {'lineage': None, 'family': 'herlinawati', 'honourific': None, 'given': 'herlinawati'}}, {'name': {'given': 'Umi', 'lineage': None, 'family': 'Murdika', 'honourific': None}, 'id': 'umi.murdika@eng.unila.ac.id'}, {'id': 'hafizulahudin@gmail.com', 'name': {'family': 'hafizulahudin', 'lineage': None, 'honourific': None, 'given': 'M.'}}]",conference_item,TRUE,Sistem Penghitung Jumlah Kendaraan Di Lintasan Dua Arah Menggunakan Library CVBlob,speech,10-13 Oktober 2018,Malang,,conference,Seminar Nasional Teknik Elektro 2018,,,,,,,"— CvBlob, Open cv ,Visual Studio, Pengolahan citra",,,,,,,,,
30,,,"Meningkatnya jumlah kendaraan yang beroperasi mengakibatkan masalah kemacetan di jalan raya, terutama di kota besar. Oleh karena itu, diperlukan pemantauan kepadatan lalulintas yang dapat mengetahui jumlah kendaraan yang melintas pada jalan raya, agar pihak yang berkepentingan dapat membuat kebijakan untuk mengatasi permasalahan transportasi tersebut. Penelitian ini bertujuan untuk merancang sistem pemantau dan penghitung jumlah kendaraan yang melintas di dua jalur jalan raya. Metode yang digunakan adalah berdasarkan pengolahan citra menggunakan microsoft visual studio 2013 dengan bahasa c++ dan dilengkapi dengan sebuah library dari open cv. Hasil pengujian yang diperoleh memperlihatkan bahwa sistem ini berhasil melakukan pendeteksian dan penghitungan jumlah kendaraan yang melintas di jalan dua jalur dengan tingkat error sekitar 10 %. Namun sistem ini belum berhasil diterapkan pada jalan yang padat sehingga masih diperlukan perbaikan lebih lanjut.",http://repository.lppm.unila.ac.id/id/eprint/11507,2018-10-01 00:00:00.000000000,['TK'],published,2019-05-06 04:43:45,978-602-8692-34-2,public,7,pub,"Jurusan Teknik Elektro, Universitas Brawijaya",Prosiding Seminar Nasional Teknik Elektro 2018,disk0/00/01/15/07,['FT5'],,56,"[{'format': 'text', 'main': 'E-P051_FORTEI-296-299.pdf', 'files': [{'filename': 'E-P051_FORTEI-296-299.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/104528', 'filesize': 911759, 'objectid': 24505, 'mtime': '2019-05-02 06:52:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '3798b5614554883a2a5fecd598559772', 'fileid': 104528, 'datasetid': 'document'}], 'docid': 24505, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 11507, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24505', 'pos': 1}]",2019-05-06 04:43:45,http://elektro.ub.ac.id/fortei/2018/10/30/prosiding,archive,11507,2019-05-06 04:43:45,296-299,show,"[{'name': {'family': 'Purwiyanti', 'lineage': None, 'honourific': None, 'given': 'Sri'}, 'id': 'sri.purwiyanti@eng.unila.ac.id'}, {'id': 'fx.arinto@eng.unila.ac.id', 'name': {'given': 'FX. Arinto', 'lineage': None, 'family': 'Setyawan', 'honourific': None}}, {'id': 'herlinawati.rusydi@yahoo.com', 'name': {'lineage': None, 'family': 'herlinawati', 'honourific': None, 'given': 'herlinawati'}}, {'id': 'umi.murdika@eng.unila.ac.id', 'name': {'given': 'Umi', 'honourific': None, 'family': 'Murdika', 'lineage': None}}, {'name': {'given': 'M.', 'lineage': None, 'family': 'hafizulahudin', 'honourific': None}, 'id': 'hafizulahudin@gmail.com'}]",article,TRUE,Sistem Penghitung Jumlah Kendaraan Di Lintasan Dua Arah Menggunakan Library CVBlob,,,,,,,,,,,,,,,,,,,,,,
31,,,"Premature babies inserted into the incubator will always be monitored progressively, especially the heart rate, body length, and body weight. The aims of this research
are to design and to create an incubator that can detect the abnormalities of baby’s heartbeat through the baby’s fingers in continuous and real time by using pulse sensor. The incubator also able to measured baby’s length and weight automatically by using ultrasonic sensor and load-cell sensor, respectively. The output of all sensors will be processed and calibrated by Arduino Microcontroller, then the results will be displayed on the liquid crystal display (LCD).The systems also able to allow some notifications if any abnormalities have been
occur. As a result, the heartbeat detector has a precision of ± 95% when compared to a reference heartbeat detector. The system also can measure the length and weight of the infant with the measurement results are closer to the reference instrument, which the average error is not more than 5%. The results are most likely is a good preliminary results in order to build a smart incubator.",http://repository.lppm.unila.ac.id/id/eprint/9280,2018-10-01 00:00:00.000000000,['TK'],,2018-11-04 14:10:17,,public,9,pub,,,disk0/00/00/92/80,['FT5'],,56,"[{'files': [{'hash_type': 'MD5', 'mtime': '2018-11-02 05:25:35', 'objectid': 22338, 'filesize': 531247, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88967', 'filename': 'PID5537123_Sri Purwiyanti.pdf', 'datasetid': 'document', 'fileid': 88967, 'mime_type': 'application/pdf', 'hash': '1fbc153df03edbe8fc62dddb60ccd9db'}], 'main': 'PID5537123_Sri Purwiyanti.pdf', 'docid': 22338, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 9280, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22338', 'security': 'public'}]",2018-11-04 14:10:17,http://icecos.unsri.ac.id/,archive,9280,2018-11-04 14:10:17,,show,"[{'id': 'sri.purwiyanti@eng.unila.ac.id', 'name': {'given': 'Sri', 'honourific': None, 'family': 'Purwiyanti', 'lineage': None}}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'family': 'Sulistiyanti', 'lineage': None, 'honourific': None, 'given': 'Sri Ratna'}}, {'id': 'fx.arinto@eng.unila.ac.id', 'name': {'family': 'Setyawan', 'lineage': None, 'honourific': None, 'given': 'FX. Arinto'}}, {'name': {'family': 'Fitriawan', 'lineage': None, 'honourific': None, 'given': 'Helmy'}, 'id': 'helmy.fitriawan@eng.unila.ac.id'}, {'name': {'family': 'Wibisono', 'lineage': None, 'honourific': None, 'given': 'Billy Mulia'}, 'id': 'billymulia_wibisono@yahoo.com'}, {'name': {'given': 'Ketut Sasmita', 'family': 'Atmaja', 'lineage': None, 'honourific': None}, 'id': 'ketutsasmita@gmail.com'}]",conference_item,TRUE,"Multisensors System for Real Time Detections of Length, Weight, and Heartbeat of Premature Baby in The Incubator",speech,2-4 Oktober 2018,Bangka,,conference,2nd International Conference on Electrical Engineering and Computer Science (ICECOS),,,,,,,"pulse sensor, ultrasonic sensor, load-cell sensor",,,,,,,,,
32,,,"Premature babies inserted into the incubator  will always be monitored progressively, especially the heart rate, body length, and body weight. The aims of this research are to design and to create an incubator that can detect the abnormalities of baby’s heartbeat through the baby’s fingers in continuous and real time by using pulse sensor. The incubator also able to measured baby’s length and weight automatically by using ultrasonic sensor and load-cell sensor, respectively. The output of all sensors will be processed and calibrated by Arduino Microcontroller, then the results will be displayed on the liquid crystal display (LCD).The systems also able to allow some notifications if any abnormalities have been occur. As a result, the heartbeat detector has a precision of ± 95% when compared to a reference heartbeat detector. The system also can measure the length and weight of the infant with the measurement results are closer to the reference instrument, which the average error is not more than 5%. The results are most likely is a good preliminary results in order to build a smart incubator.",http://repository.lppm.unila.ac.id/id/eprint/28208,1970-01-01 00:00:00.000002018,['TK'],,2021-03-05 09:24:36,,public,8,pub,,,disk0/00/02/82/08,['FT5'],,663,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '14. Multisensors System for Real Time Detection_2018.pdf', 'docid': 42253, 'files': [{'hash_type': 'MD5', 'mtime': '2021-03-05 08:50:54', 'objectid': 42253, 'filesize': 834428, 'filename': '14. Multisensors System for Real Time Detection_2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250985', 'datasetid': 'document', 'fileid': 250985, 'hash': '3061c73070a3c3e1276a81c6ef7d0768', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42253', 'eprintid': 28208, 'placement': 1}]",2021-03-05 09:24:36,https://ieeexplore.ieee.org/document/8605208,archive,28208,2021-03-05 09:24:36,85-88,show,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Purwiyanti', 'honourific': None}}, {'name': {'given': 'Sri Ratna', 'honourific': None, 'family': 'Sulistiyanti', 'lineage': None}}, {'name': {'given': 'FX. Arinto', 'lineage': None, 'family': 'Setyawan', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Wibisono', 'honourific': None, 'given': 'Billy Mulia'}}, {'name': {'lineage': None, 'family': 'Atmaja', 'honourific': None, 'given': 'Ketut Sasmita'}}, {'name': {'given': 'Helmy', 'honourific': None, 'lineage': None, 'family': 'Fitriawan'}}]",conference_item,TRUE,"Multisensors System for Real Time Detection of Length, Weight, and Heartbeat of Premature Baby in The Incubator",paper,,,,conference,International Conference on Electrical Engineering and Computer Science (ICECOS 2018),,,,,,,,,,,,,,,,
