,metadata_visibility,pagerange,datestamp,referencetext,eprint_status,eprintid,lastmod,official_url,documents,userid,number,title,refereed,type,creators,contact_email,date_type,subjects,date,uri,abstract,volume,publisher,dir,publication,divisions,ispublished,rev_number,full_text_status,issn,status_changed,related_url,event_location,event_dates,pres_type,event_type,event_title,corp_creators,succeeds,contributors,pages,isbn,place_of_pub,book_title,note,keywords,id_number
22,show,,2019-09-11 15:58:38,,archive,14151,2019-09-11 15:58:38,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27193', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14151, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 27193, 'main': 'the innovative.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-09-11 15:45:11', 'objectid': 27193, 'filesize': 771452, 'filename': 'the innovative.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123016', 'fileid': 123016, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '45bd1285f862a81cb959f22e22394b01'}], 'format': 'text'}]",912,,THE INNOVATIVE GOVERNMENT FOR NEW AUTONOM REGION: STRATEGY FORMULATION FOR THE DEVELOPMENT ACCELERATION OF NEW AUTONOM REGION BASED ON INSTITUTIONAL CAPACITY BUILDING AND EMPOWERMENT OF LOCAL COMMUNITY FOR CREATING GOOD GOVERNANCE,TRUE,conference_item,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14151,Hasil Penilaian Sejawat,,,disk0/00/01/41/51,,['FISIP3'],pub,7,public,,2019-09-11 15:58:38,,Sanur Plaza Hotel Bali,19-20 Oktober 2016,paper,conference,1st International Conference on Social and Political Issues (ICSPI),['Universitas Lampung'],,,,,,,,,
23,show,,2019-09-11 15:58:40,,archive,14152,2019-09-11 15:58:40,,"[{'placement': 1, 'eprintid': 14152, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27194', 'pos': 1, 'security': 'public', 'main': 'the innovative goverment.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-09-11 15:47:47', 'filesize': 217267, 'objectid': 27194, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123023', 'filename': 'the innovative goverment.pdf', 'datasetid': 'document', 'fileid': 123023, 'mime_type': 'application/pdf', 'hash': '07d2e5a389baf98e3e45627403eb0640'}], 'docid': 27194, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",912,,THE INNOVATIVE GOVERNMENT FOR NEW AUTONOM REGION: STRATEGY FORMULATION FOR THE DEVELOPMENT ACCELERATION OF NEW AUTONOM REGION BASED ON INSTITUTIONAL CAPACITY BUILDING AND EMPOWERMENT OF LOCAL COMMUNITY FOR CREATING GOOD GOVERNANCE,TRUE,conference_item,"[{'name': {'given': 'Feni', 'honourific': None, 'lineage': None, 'family': 'Rosalia'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14152,Hasil Similarity,,,disk0/00/01/41/52,,['FISIP3'],pub,7,public,,2019-09-11 15:58:40,,Sanur Plaza Hotel Bali,19-20 Oktober 2016,paper,conference,1st International Conference on Social and Political Issues (ICSPI),['Universitas Lampung'],,,,,,,,,
24,show,,2019-09-11 15:58:32,,archive,14144,2019-09-11 15:58:32,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27186', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14144, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'policy.pdf', 'docid': 27186, 'files': [{'filename': 'policy.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122970', 'filesize': 754216, 'objectid': 27186, 'mtime': '2019-09-11 14:40:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '6aab680234ae6fbd2ad44dc7395cf3cb', 'datasetid': 'document', 'fileid': 122970}], 'format': 'text'}]",912,,POLICY IMPLEMENTATION ON CIVIL SERVANT RECRUITMENT BASED ON CMPUTER ASSISSTED TEST IN LAMPUNG (THE STUDY 461-468 ON THE RECRUITMENT OF CPNSD METRO IN 2014),TRUE,conference_item,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'family': 'Rosalia', 'lineage': None, 'honourific': None, 'given': 'Feni'}}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14144,Hasil Penilaian Sejawat,,,disk0/00/01/41/44,,['FISIP3'],pub,7,public,,2019-09-11 15:58:32,,BANDAR LAMPUNG,2 NOVEMBER 2016,paper,conference,SHIELD CONFERENCE 2016,['Universitas Lampung'],,,,,,,,,
25,show,,2019-09-11 15:58:34,,archive,14145,2019-09-11 15:58:34,,"[{'eprintid': 14145, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27187', 'format': 'text', 'docid': 27187, 'main': 'policy implementation.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-09-11 14:43:04', 'objectid': 27187, 'filesize': 160748, 'uri': 'http://repository.lppm.unila.ac.id/id/file/122977', 'filename': 'policy implementation.pdf', 'datasetid': 'document', 'fileid': 122977, 'mime_type': 'application/pdf', 'hash': 'cf0ee148ce649cff6953990aa5e28d01'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",912,,POLICY IMPLEMENTATION ON CIVIL SERVANT RECRUITMENT BASED ON CMPUTER ASSISSTED TEST IN LAMPUNG (THE STUDY 461-468 ON THE RECRUITMENT OF CPNSD METRO IN 2014),TRUE,conference_item,"[{'name': {'family': 'Rosalia', 'lineage': None, 'honourific': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14145,Hasil Similarity,,,disk0/00/01/41/45,,['FISIP3'],pub,7,public,,2019-09-11 15:58:34,,BANDAR LAMPUNG,2 NOVEMBER 2016,paper,conference,SHIELD CONFERENCE 2016,['Universitas Lampung'],,,,,,,,,
26,show,,2019-08-01 07:37:18,,archive,13680,2019-08-01 07:37:18,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/26690', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13680, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 26690, 'main': 'pdf buku referensi.pdf', 'files': [{'datasetid': 'document', 'fileid': 119334, 'mime_type': 'application/pdf', 'hash': '3092df6afd7a7ce1711293ab66bc0aa3', 'hash_type': 'MD5', 'mtime': '2019-07-31 07:42:54', 'objectid': 26690, 'filesize': 1012974, 'uri': 'http://repository.lppm.unila.ac.id/id/file/119334', 'filename': 'pdf buku referensi.pdf'}], 'format': 'text'}]",912,,Pelayanan Pemerintah Bidang Pertanahan,TRUE,book,"[{'name': {'given': 'Feni', 'honourific': None, 'lineage': None, 'family': 'Rosalia'}}]",,published,['H1'],2016-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13680,"Buku ini menerangkan tentang Pelayanan Sertifikat Hak mIlik, teori dan aplikasi, khususnya di Provinsi Lampung",,"Pustaka Nusantara, Yogyakarta",disk0/00/01/36/80,,['FISIP3'],pub,7,public,,2019-08-01 07:37:18,,,,,,,,,,80.0,978-602-60776-2-2,,,,,
27,show,,2020-07-13 01:33:54,,archive,23160,2020-07-13 01:33:54,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36710', 'security': 'public', 'placement': 1, 'eprintid': 23160, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 36710, 'main': 'Feni. R. Teks Buku Pelayanan Pemerintah Bidang Pertanahan_ Pelayanan Sertifikat Hak Milik.pdf', 'files': [{'fileid': 212186, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ffcdbf9d10ccac835d1460396c7cdd22', 'hash_type': 'MD5', 'mtime': '2020-07-13 01:20:55', 'filesize': 1991243, 'objectid': 36710, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212186', 'filename': 'Feni. R. Teks Buku Pelayanan Pemerintah Bidang Pertanahan_ Pelayanan Sertifikat Hak Milik.pdf'}], 'format': 'text'}]",7,,Pelayanan Pemerintah Bidang Pertanahan,TRUE,book,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'honourific': None, 'lineage': None, 'family': 'Rosalia'}}]",,published,['AC'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/23160,"Buku ini menerangkan tentang Pelayanan Sertifikat Hak mIlik, teori dan aplikasi, khususnya di Provinsi Lampung",,Pustaka Nusantara,disk0/00/02/31/60,,['FISIP3'],pub,7,public,,2020-07-13 01:33:54,,,,,,,,,,,978-602-60776-2-2,,,,,
28,show,,2019-09-11 14:35:52,,archive,14143,2019-12-23 04:29:57,,"[{'docid': 30506, 'main': 'penilaian sejawat.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147133', 'filename': 'penilaian sejawat.pdf', 'objectid': 30506, 'filesize': 1138837, 'mtime': '2019-12-23 04:29:57', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '326eb0af36c4af8b0e9e67045822bb57', 'datasetid': 'document', 'fileid': 147133}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 14143, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30506', 'security': 'public'}]",912,,"Pelayanan Pemerintah Bidang Pertanahan Buku Pelayanan Sertifikat Hak Milik, Teori dan Aplikasi",TRUE,book,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14143,Hasil Penilaian Sejawat,,Pusaka Nusantara,disk0/00/01/41/43,,['FISIP3'],pub,10,public,,2019-09-11 14:35:52,,,,,,,['Universitas Lampung'],,,80.0,978-602-60776-2-2,Bandar Lampung,,,,
29,show,,2017-06-02 07:37:30,,archive,2474,2019-09-11 06:16:35,,"[{'eprintid': 2474, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/2353', 'pos': 1, 'format': 'text', 'main': 'artikel sefila PDF.pdf', 'docid': 2353, 'files': [{'objectid': 2353, 'filesize': 494573, 'uri': 'http://repository.lppm.unila.ac.id/id/file/17092', 'filename': 'artikel sefila PDF.pdf', 'hash_type': 'MD5', 'mtime': '2017-05-31 05:59:02', 'datasetid': 'document', 'fileid': 17092, 'mime_type': 'application/pdf', 'hash': 'ebcab3b8ef64120ec924faf5144379f2'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",912,,"TANAH DAN BONUS DEMOGRAFI
(Peran Pemerintah Menghadapi Bonus Demografi 2020-2030
Dalam Kaitannya Dengan Terbatasnya Ketersediaan Tanah)1",TRUE,conference_item,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}}]",,published,['H1'],2016-11-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/2474,"Bonus demografi adalah saat komposisi jumlah penduduk dengan usia produktif (15-65 tahun) mencapai titik maksimal, dibandingkan dengan usia non produktif (0-14 tahun dan di atas 65 tahun). Bonus demografi akan berhasil jika didukung oleh kesiapan bidang kesehatan, pendidikan, ketenagakerjaan, termasuk pertanahan. Semua usaha pembangunan khususnya pembangunan di bidang materil baik di kota maupun di desa banyak sekali memerlukan tanah sebagai tempat penampungan dan sebagai sarana utamanya. Namun akibat terbatasnya ketersediaan tanah mengakibatkan bonus demografi mengalami kendala karena usia produktif yang melimpah hanya dapat memenuhi tanah dalam ruang yang terbatas. Dengan kata lain usia kerja dan peluang kerja bertambah tetapi tanah tidak akan pernah bertambah. Tulisan ini bertujuan untuk menganalisis peran Pemerintah menghadapi bonus demografi dalam kaitannya dengan terbatasnya ketersediaan tanah.
Peran Pemerintah dapat dilakukan melalui tiga hal. Pertama, peran Pemerintah dengan memanfaatkan tanah-tanah terlantar melalui program reforma agraria dan program strategis. Dengan reforma agraria, tanah terlantar dapat dimanfaatkan untuk program pertanian dan non pertanian, sedangkan melalui program strategis tanah terlantar dapat dimanfaatkan untuk pengembangan sektor pangan (dengan menyediakan lahan produksi), energi, dan perumahan rakyat. Kedua, peran Pemerintah dengan menggunakan hak pinjam kawasan hutan untuk digunakan dalam kegiatan pembangunan non kehutanan. Pelaksanaan peran kedua ini jangan sampai mengganggu fungsi hutan atau tataguna hutan dan harus tetap menjaga kelestarian hutan. Selanjutnya peran ketiga Pemerintah adalah program intensifikasi tanah/lahan dengan memanfaatkan seoptimal mungkin tanah/lahan yang ada. Semua peran Pemerintah tersebut sebagai alternatif pemecahan masalah, karena walaupun tanah dalam rangka pelaksanaan pembangunan terbatas, namun besarnya usia produktif tetap dapat memanfaatkan beberapa peluang kerja di berbagai sektor pembangunan dengan memanfaatkan keterbatasan tanah tersebut.",,,disk0/00/00/24/74,,['FISIP3'],pub,8,public,,2017-06-02 07:37:30,,BANDAR LAMPUNG,9 November 2016,paper,conference,Seminar Nasional Fisip Universitas Lampung,,,,,,,,,,
30,show,,2020-07-08 08:18:41,,archive,23050,2020-07-08 08:18:41,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Feni. R. Similarity tanah_dan_bonus_demografi(1).pdf', 'files': [{'filename': 'Feni. R. Similarity tanah_dan_bonus_demografi(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/211414', 'filesize': 2296843, 'objectid': 36609, 'mtime': '2020-07-08 08:14:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'e188c2b3e2b2dc16c281026fa5853477', 'datasetid': 'document', 'fileid': 211414}], 'docid': 36609, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36609', 'eprintid': 23050, 'placement': 1}]",912,,TANAH DAN BONUS DEMOGRAFI (Peran Pemerintah Menghadapi Bonus Demografi 2020-2030 Dalam Kaitannya Dengan Terbatasnya Ketersediaan Tanah),,other,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'family': 'Rosalia', 'lineage': None, 'honourific': None}}]",,published,['AC'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/23050,Similarity,,Seminar Nasional Fisip Universitas Lampung,disk0/00/02/30/50,,['FISIP3'],pub,7,public,,2020-07-08 08:18:41,,,,,,,,,,,,,,,,
31,show,,2019-09-12 06:32:12,,archive,14189,2019-09-12 06:32:12,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27230', 'security': 'public', 'placement': 1, 'eprintid': 14189, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123262', 'filename': 'lembar pengesahan buku.pdf', 'filesize': 294038, 'objectid': 27230, 'mtime': '2019-09-12 06:26:21', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '300f884c6767256b38eaa0168b22de08', 'datasetid': 'document', 'fileid': 123262}], 'main': 'lembar pengesahan buku.pdf', 'docid': 27230, 'format': 'text'}]",912,,pelayanan pemerintah bidang pertanahan,TRUE,book,"[{'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,published,['H1'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/14189,Lembar Pengesahan,,Pusaka Nusantara,disk0/00/01/41/89,,['FISIP3'],pub,7,public,,2019-09-12 06:32:12,,,,,,,['Universitas Lampung'],,,,978-602-60776-2-2,Bandar Lampung,,,,
32,show,,2020-07-08 08:17:08,,archive,23045,2020-07-08 08:17:08,,"[{'format': 'text', 'files': [{'fileid': 211379, 'datasetid': 'document', 'hash': 'ad55d59eec37146eb9254b8ab3b4a03f', 'mime_type': 'application/pdf', 'objectid': 36604, 'filesize': 1477032, 'uri': 'http://repository.lppm.unila.ac.id/id/file/211379', 'filename': 'Feni.R. Similarity ANALISIS_PENGELOLAAN_HUTAN_KEMASYARAKATAN.pdf', 'hash_type': 'MD5', 'mtime': '2020-07-08 08:01:20'}], 'main': 'Feni.R. Similarity ANALISIS_PENGELOLAAN_HUTAN_KEMASYARAKATAN.pdf', 'docid': 36604, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 23045, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36604', 'pos': 1}]",912,,ANALISIS PENGELOLAAN HUTAN KEMASYARAKATAN DI SEKITAR KAWASAN HUTAN LINDUNG REGISTER 30 KABUPATEN TANGGAMUS PROVINSI LAMPUNG TAHUN 2010,,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rosalia', 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}, {'name': {'family': 'ratnasari', 'lineage': None, 'honourific': None, 'given': 'Yuni'}, 'id': 'iickmaniez@yahoo.com'}]",,published,['AC'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/23045,Similarity,,"Sosiohumaniora, Jurnal Ilmu-Ilmu Sosial dan Humaniora",disk0/00/02/30/45,,['FISIP3'],pub,7,public,,2020-07-08 08:17:08,,,,,,,,,,,,,,,,
33,show,32-36,2020-07-14 07:43:16,,archive,23192,2020-07-14 07:43:16,,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Feni. R. Analisis Pengelolaan Hutan Kemasyarakatan Di Sekitar Kawasan Hutan Lindung.pdf', 'files': [{'datasetid': 'document', 'fileid': 212454, 'hash': '883414dc872764f333083ae5f923e24c', 'mime_type': 'application/pdf', 'filesize': 1499323, 'objectid': 36742, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212454', 'filename': 'Feni. R. Analisis Pengelolaan Hutan Kemasyarakatan Di Sekitar Kawasan Hutan Lindung.pdf', 'hash_type': 'MD5', 'mtime': '2020-07-14 07:40:02'}], 'docid': 36742, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36742', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 23192}]",7,1.0,ANALISIS PENGELOLAAN HUTAN KEMASYARAKATAN DI SEKITAR KAWASAN HUTAN LINDUNG REGISTER 30 KABUPATEN TANGGAMUS PROVINSI LAMPUNG TAHUN 2010,TRUE,article,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Rosalia', 'honourific': None, 'given': 'Feni'}}, {'name': {'given': 'Yuni', 'honourific': None, 'family': 'ratnasari', 'lineage': None}, 'id': 'iickmaniez@yahoo.com'}]",,published,['AC'],1970-01-01 00:00:00.000002016,http://repository.lppm.unila.ac.id/id/eprint/23192,"Hutan kemasyarakatan (Hkm) adalah hutan negara yang pemanfaatan utamanya ditujukan untuk memberdayakan masyarakat setempat. Kebijakan Hutan kemasyarakatan mengizinkan masyarakat untuk dapat mengelola sebagian dari sumberdaya hutan dengan rambu-rambu yang telah ditentukan Permintaan dari kelompok-kelompok petani hutan kemasyarakatan mengenai perizinan Hkm di sekitar kawasan hutan lindung register 30 Tanggamus sangat tinggi dan banyak tumbuh kelompok-kelompok baru yang merupakan kelompok-kelompok potensial menjadi kelompok pengelola Hkm yang bagus. Namun kenyataannya banyak kelompok tani yang belum memperoleh izin pengelolaan Hkm bahkan ada kelompok tani yang tidak mampu membuat draft/proposal izin pengelolaan Hkm, Dari 38 kelompok tani yang mengajukan izin, baru 14 kelompok tani yang telah memperoleh izin pengelolaan HKm, sedangkan kelompok tani lainnya ada yang masih tahap verifikasi, namun ada juga yang tidak jelas sampai sejauh mana proses perizinan tersebut berlangsung. Kondisi tersebut jelas merupakan suatu masalah, karena belum didapatnya izin pengelolaan Hkm tidak hanya mengakibatkan petani sekitar kawasan hutan tidak dapat memanfaatkan hutan sebagai penyangga kehidupan ekonomi, sosial dan ekologis mereka, namun akibat lebih jauh adalah ketika kelompok tani tidak mampu berfungsi sebagai pengelola fungsi hutan yang optimal bahkan ketika akhir-akhir ini banyak terjadi alih fungsi hutan yang tidak sesuai peruntukan dan penggunaan lahannya. Tujuan penelitian adalah pertama, mengidentifikasi kendala apa saja yang dihadapi kelompok tani register 30 Kabupaten Tanggamus sehingga belum dapat membuat atau memperoleh izin Hutan Kemasyarakatan, dan kedua, mengetahui faktor-faktor pendukung untuk melakukan percepatan proses pengajuan perizinan Hkm di kawasan hutan register 30 Kabupaten Tanggamus. Melalui FGD dan wawancara dengan petani, aparat masyarakat, tokoh masyarakat, Watala dan Dinas Kehutanan diperoleh hasil bahwa kendala yang dihadapi kelompok tani di register 30 adalah adanya keterbatasan pengetahuan petani tentang proses/tatacara pengajuan izin pengelolaan Hkm, terbatasnya tenaga fasilitator, dan adanya “oknum” (elit desa, LSM dan bahkan aparat pemerintah) yang justru memanfaatkan kebijakan Hkm untuk mencari keuntungan sepihak. Faktor pendukung percepatan proses pengajuan perizinan Hkm di register 30 adalah melalui kegiatan pendampingan masyarakat/fasilitasi kepada kelompok tani dan pengemasan pesan dan pembuatan draft buku panduan Hkm.",18,Direktorat Riset dan Pengabdian Kepada Masyarakat Universitas Padjajaran,disk0/00/02/31/92,"Sosiohumaniora, Jurnal Ilmu-Ilmu Sosial dan Humaniora",['FISIP3'],pub,6,public,14110-0911,2020-07-14 07:43:16,,,,,,,,,,,,,,,,
34,show,318-321,2020-03-30 01:41:31,,archive,18850,2020-03-30 01:41:31,https://www.atlantis-press.com/proceedings/iconeg-16/,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32067', 'eprintid': 18850, 'placement': 1, 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 158208, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '46faf38064696c330f2d09e60cb5dce0', 'objectid': 32067, 'filesize': 2143592, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158208', 'filename': 'Ethical isuues of local gov.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-24 03:32:43'}], 'main': 'Ethical isuues of local gov.pdf', 'docid': 32067}]",926,,"Ethical Issues of Local Government
and Human Government",TRUE,conference_item,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'family': 'Syarief', 'lineage': None, 'honourific': None, 'given': 'Makhya'}}]",,published,"['H1', 'L1']",2016-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/18850,"In the era of Post-New Order government, the government has made strategic policies to build a democratic system of government and clean government. The policy is carried out by realizing political democratization, decentralization of government, bureaucratic reformation, and law enforcement. But the trend had not been effective in building a clean government and public trust. The purpose of this study was to describe the ethical problems of government and this study uses the secondary data research method in which the researcher used secondary data (desk research method). The results of this study show that in governance, ethical governance practically used as a reference and backrest to build and run the government based on values. The governance in the area is still oriented to meet formal standards, the distribution of financial resources which are not oriented to meet the public interest, as well as the abuse of power. Finally, the absence of ethical awareness may be caused by lack of idealism and governing and the characters of government officers who are still driven by formal rules.",,,disk0/00/01/88/50,,['FISIP3'],pub,9,public,,2020-03-30 01:41:31,[{'url': 'https://www.atlantis-press.com/proceedings/iconeg-16/25874268'}],,,paper,conference,International Conference on Ethics in Governance (ICONEG 2016),,,,,,,,,,
35,show,318-321,2020-03-30 01:41:43,,archive,18851,2020-03-30 01:41:43,https://www.atlantis-press.com/proceedings/iconeg-16/,"[{'files': [{'filename': 'Ethical_isuues_of_local_gov.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/158217', 'filesize': 925667, 'objectid': 32068, 'mtime': '2020-03-24 03:37:36', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd72543ebc9f9155a8a5216a5e429580e', 'datasetid': 'document', 'fileid': 158217}], 'main': 'Ethical_isuues_of_local_gov.pdf', 'docid': 32068, 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 18851, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32068', 'pos': 1, 'security': 'public'}]",926,,"Ethical Issues of Local Government
and Human Government Similirity",TRUE,conference_item,"[{'name': {'given': 'Makhya', 'honourific': None, 'family': 'Syarief', 'lineage': None}, 'id': 'syarief.makhya@fisip.unila.ac.id'}]",,published,"['H1', 'L1']",2016-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/18851,"In the era of Post-New Order government, the government has made strategic policies to build a democratic system of government and clean government. The policy is carried out by realizing political democratization, decentralization of government, bureaucratic reformation, and law enforcement. But the trend had not been effective in building a clean government and public trust. The purpose of this study was to describe the ethical problems of government and this study uses the secondary data research method in which the researcher used secondary data (desk research method). The results of this study show that in governance, ethical governance practically used as a reference and backrest to build and run the government based on values. The governance in the area is still oriented to meet formal standards, the distribution of financial resources which are not oriented to meet the public interest, as well as the abuse of power. Finally, the absence of ethical awareness may be caused by lack of idealism and governing and the characters of government officers who are still driven by formal rules.",,,disk0/00/01/88/51,,['FISIP3'],pub,9,public,,2020-03-30 01:41:43,[{'url': 'https://www.atlantis-press.com/proceedings/iconeg-16/25874268'}],,,paper,conference,International Conference on Ethics in Governance (ICONEG 2016),,,,,,,,,,
36,show,318-321,2020-05-13 01:51:04,,archive,19592,2020-05-13 01:51:04,https://www.atlantis-press.com/proceedings/iconeg-16/,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'fileid': 163667, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '7bf918470454e193750e238af99768c1', 'hash_type': 'MD5', 'mtime': '2020-05-12 07:08:48', 'objectid': 32834, 'filesize': 843202, 'filename': '3. Ethical Issues of Local Government and Human Government.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/163667'}], 'main': '3. Ethical Issues of Local Government and Human Government.pdf', 'docid': 32834, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32834', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19592}]",926,,Ethical Issues of Local Government and Human Government (Penilaian),TRUE,conference_item,"[{'name': {'lineage': None, 'family': 'Syarief', 'honourific': None, 'given': 'Makhya'}, 'id': 'syarief.makhya@fisip.unila.ac.id'}]",,published,"['H1', 'L1']",2016-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/19592,"In the era of Post-New Order government, the government has made strategic policies to build a democratic system of government and clean government. The policy is carried out by realizing political democratization, decentralization of government, bureaucratic reformation, and law enforcement. But the trend had not been effective in building a clean government and public trust. The purpose of this study was to describe the ethical problems of government and this study uses the secondary data research method in which the researcher used secondary data (desk research method). The results of this study show that in governance, ethical governance practically used as a reference and backrest to build and run the government based on values. The governance in the area is still oriented to meet formal standards, the distribution of financial resources which are not oriented to meet the public interest, as well as the abuse of power. Finally, the absence of ethical awareness may be caused by lack of idealism and governing and the characters of government officers who are still driven by formal rules.",,,disk0/00/01/95/92,,['FISIP3'],pub,8,public,,2020-05-13 01:51:04,[{'url': 'https://www.atlantis-press.com/proceedings/iconeg-16/25874268'}],,,paper,conference,International Conference on Ethics in Governance (ICONEG 2016),,,,,,,,,,
