,place_of_pub,creators,type,isbn,refereed,title,userid,documents,lastmod,eprint_status,eprintid,datestamp,pagerange,metadata_visibility,status_changed,full_text_status,ispublished,rev_number,publisher,divisions,dir,uri,date,subjects,book_title,contact_email,note,funders,publication,volume,date_type,official_url,number,referencetext,keywords,related_url,projects,abstract,pages,issn,id_number,corp_creators,monograph_type,institution,department,event_location,pres_type,event_dates,event_title,event_type
24,,"[{'name': {'family': 'Mukhlis', 'lineage': None, 'honourific': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}]",other,,,The Role of Civil Society Organizations in Combating Religious based Radicalism in Indonesia: A Critical Analysis from the Perspective of Collaboration Governance,681,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 163085, 'main': '18. Similarity Check SJHSS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/459184', 'filename': '18. Similarity Check SJHSS.pdf', 'filesize': 2733558, 'objectid': 163085, 'mtime': '2022-04-26 13:06:04', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd2126c7b249c7d6e8314cd0faa3541e8', 'fileid': 459184, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163085', 'pos': 1, 'eprintid': 41451, 'placement': 1}]",2022-04-27 00:59:39,archive,41451,2022-04-27 00:59:38,,show,2022-04-27 00:59:38,public,pub,7,Scholars Middle East Publishers,['FISIP3'],disk0/00/04/14/51,http://repository.lppm.unila.ac.id/id/eprint/41451,2022-04-25 00:00:00.000000000,['H1'],,,,,,,published,,,,,,,SIMILARITY CHECK,,,,"['Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung']",,,,,,,,
25,,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Mukhlis', 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Mustofa', 'honourific': None, 'given': 'Imam'}}]",article,,TRUE,The Role of Civil Society Organizations in Combating Religious based Radicalism in Indonesia: A Critical Analysis from the Perspective of Collaboration Governance,681,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '638048cef4683f84cddb90bbc1e965c6', 'datasetid': 'document', 'fileid': 458897, 'mtime': '2022-04-25 21:34:18', 'hash_type': 'MD5', 'filename': 'SJHSS_74_155-163c.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458897', 'objectid': 163049, 'filesize': 577683}], 'main': 'SJHSS_74_155-163c.pdf', 'docid': 163049, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163049', 'pos': 1, 'eprintid': 41417, 'placement': 1}]",2022-04-26 00:49:28,archive,41417,2022-04-26 00:49:28,155-163,show,2022-04-26 00:49:28,public,pub,6,Scholars Middle East Publishers,['FISIP3'],disk0/00/04/14/17,http://repository.lppm.unila.ac.id/id/eprint/41417,2022-04-01 00:00:00.000000000,['H1'],,,,,Saudi Journal of Humanities and Social Sciences (SJHSS),7,published,https://saudijournals.com/media/articles/SJHSS_74_155-163c.pdf,4.0,,,,,"The Indonesian government's deradicalization program, which was developed and implemented using both a complex and a gentle approach, was not optimal. The government requires mass organizations such as Nahdlatul Ulama and Muhammadiyah's involvement in overcoming radicalism through collaborative governance. The purpose of this study is to define the roles of Nahdlatul Ulama and Muhammadiyah and to analyze their positions from the perspective of collective governance. This qualitative research drew on two distinct types of data sources: primary and secondary. By collecting these types of data, we became the primary instruments in this study. The data were then analyzed using content analysis techniques to arrive at the following conclusion: 1) As members of civil society, Nahdlatul Ulama and
Muhammadiyah are critical in preventing radicalism because they comprehend Ahlussunnah wal Jama'ah, the code of
conduct that all of Islam's adherents adhere to in order to demonstrate Islam's peaceful face. Nahdlatul Ulama and
Muhammadiyah also use their organizational structure, movement, and responsiveness to various issues to combat
radicalism. Additionally, the educational network of Islamic boarding schools, regular schools, madrasas, and universities under two has developed into a breeding ground for the moderate Islamic generation; 2) Although Nahdlatul
Ulama and Muhammadiyah have participated in various government-sponsored programs, this has not yet been classified as government collaboration.",,ISSN 2415-6248,,"['Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung']",,,,,,,,
26,,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Perdana', 'given': 'Ryzal'}}]",article,,TRUE,"A Critical Analysis of the Challenges of Collaborative
Governance in Climate Change Adaptation Policies in Bandar
Lampung City, Indonesia",681,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162238', 'eprintid': 40848, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 454297, 'hash': '61e28d21873bb806928a96da4a393cf4', 'mime_type': 'application/pdf', 'filesize': 258991, 'objectid': 162238, 'uri': 'http://repository.lppm.unila.ac.id/id/file/454297', 'filename': '16. Naskah Q-1.pdf', 'hash_type': 'MD5', 'mtime': '2022-03-30 23:42:55'}], 'main': '16. Naskah Q-1.pdf', 'docid': 162238}]",2022-03-31 02:39:26,archive,40848,2022-03-31 02:39:26,,show,2022-03-31 02:39:26,public,pub,7,,['FISIP3'],disk0/00/04/08/48,http://repository.lppm.unila.ac.id/id/eprint/40848,2022-03-01 00:00:00.000000000,['H1'],,,,,SUSTAINABILITY,,published,,,,,[{'url': 'https://www.mdpi.com/2071-1050/14/7/4077/htm'}],,"It is not uncommon that collaborative governance is now generating new attention in Indonesia as a method of governing. This is because of the terrible historical experience of governance during the New Order era, including the state’s dominant role, the government’s unwillingness to engage actors outside the state, and a centralized and top down development pattern. Collaborative governance, specifically the recommendation to involve multiple stakeholders (government, private sector, and society) in government management and public policy, addresses these issues. Therefore, the purpose of this study was to provide a critical review of the ongoing collaborative governance process and to determine whether various challenges associated with collaborative governance are influencing the success of climate change adaptation policies in increasing adaptive capacity in Bandar Lampung City. This study was conducted in Bandar Lampung City on the Indonesian island of Sumatra using a qualitative approach and involved informants who were both apparatus and members of the Bandar Lampung City Climate Change Resilience Coordination Team. Interviews and document analysis were used to collect data, which were then analyzed using a content analysis procedure. The findings indicate that this city has achieved a number of milestones in its efforts to improve the adaptive capacity of government institutions and society. However, the collaborative governance approach, which is hailed as the optimal method for implementing long-term public policies, is not always smooth, demonstrating that collaborative governance remains vulnerable to failure due to cultural, institutional, and political factors. The article concludes with suggestions for future research.",,,https://doi.org/10.3390/su14074077,"['Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung']",,,,,,,,
27,,"[{'name': {'family': 'Mukhlis', 'lineage': None, 'honourific': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'name': {'given': 'Ryzal', 'family': 'Perdana', 'lineage': None, 'honourific': None}, 'id': None}]",other,,,"A Critical Analysis of the Challenges of Collaborative Governance in Climate Change Adaptation Policies in Bandar Lampung City, Indonesia",681,"[{'format': 'text', 'main': '16. Similarity Q-1.pdf', 'docid': 162240, 'files': [{'datasetid': 'document', 'fileid': 454312, 'hash': '9aab849dfe240dbf70493f5d94d12b31', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-30 23:49:06', 'objectid': 162240, 'filesize': 3197302, 'uri': 'http://repository.lppm.unila.ac.id/id/file/454312', 'filename': '16. Similarity Q-1.pdf'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 40850, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162240'}]",2022-03-31 02:39:29,archive,40850,2022-03-31 02:39:29,,show,2022-03-31 02:39:29,public,pub,7,MDPI,['FISIP3'],disk0/00/04/08/50,http://repository.lppm.unila.ac.id/id/eprint/40850,2022-03-01 00:00:00.000000000,['H1'],,,,,,,published,,,,,,,"SIMILARITY CHECK

(A Critical Analysis of the Challenges of Collaborative Governance in Climate Change Adaptation Policies in Bandar Lampung City, Indonesia)",,,,"['Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung']",,,,,,,,
28,,"[{'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}}]",article,,TRUE,"Transfer of Management Authority Policy: A Difficult Path to Educational Decentralization Effectiveness (A Case Study in Pesisir Barat Regency, Lampung Province)",681,"[{'main': '19. Naskah IJSSHI.pdf', 'files': [{'datasetid': 'document', 'fileid': 461274, 'mime_type': 'application/pdf', 'hash': '8b8d32b5d71abd2cdd4a0deda1419b18', 'hash_type': 'MD5', 'mtime': '2022-05-23 06:00:12', 'objectid': 163404, 'filesize': 393741, 'filename': '19. Naskah IJSSHI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/461274'}], 'docid': 163404, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 41737, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163404', 'pos': 1, 'security': 'public'}]",2022-05-23 07:49:32,archive,41737,2022-05-23 07:49:32,7031-7041,show,2022-05-23 07:49:32,public,pub,6,Valley International Journal,['FISIP3'],disk0/00/04/17/37,http://repository.lppm.unila.ac.id/id/eprint/41737,2022-05-01 00:00:00.000000000,['H1'],,,,,International Journal of Social Sciences and Humanities Invention,9,published,https://valleyinternational.net/index.php/theijsshi/article/view/3464,5.0,,,,,"The success of decentralization of education as a relationship between the central and local governments, as well as between provinces and the regency/city, can be demonstrated in at least two ways: increased public participation and improved educational quality in rural areas. On a larger scale, the effectiveness of education decentralization can be measured by the attainment of national education standards.  Previously, under Regional Government Law No. 32 of 2004, the authority to administer secondary education was delegated to regency/city governments. Nonetheless, secondary education affairs are now under the provincial government's authority following the passage of Law Number 23 concerning Regional Government, which replaced Law Number 32 of 2004. Does the policy on the transfer of authority for secondary education have a beneficial effect on achieving the decentralization of education goals and, in particular, on achieving the eight national education standards? The analysis in this article demonstrates that the theoretical ideals of educational decentralization policy do not always translate into effective results in Pesisir Barat Regency.  The relationship between the central government and the regions, as well as the relationship between the province and the regencies/municipalities, creates a tug of war of interest in the transfer of this authority. Starting with the complexity of the problem of providing education in Pesisir Barat Regency, there are several facts that indicate that transferring the authority to manage secondary education from the district government to the Lampung Provincial Government is a policy that is optimal for resolving problems and should have a positive impact in the form of increased participation and equitable distribution of education quality in accordance with national education standards. However, research findings indicate that strategic dimensions of national educational standards are significantly impacted. They are inconsistent with the ideals underlying the decentralization of authority goal. Finally, transferring secondary education authority is not a perfect idea or policy for the Pesisir Barat Regency (as a typology of the outermost-forward-lagging region), as there are still steep roads to effectively accomplishing its goals in this area.",,2349-2031,,"['Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung', 'Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung']",,,,,,,,
29,,"[{'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}, 'id': 'maulanamukhlis1978@gmail.com'}, {'name': {'given': 'Devi', 'family': 'Yulianti', 'lineage': None, 'honourific': None}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",article,,TRUE,REDESIGN FAMILY TOURISM VISION OF LOCAL GOVERNMENT,681,"[{'files': [{'hash_type': 'MD5', 'mtime': '2022-06-10 01:35:23', 'objectid': 163984, 'filesize': 464383, 'filename': '20. Naskah JoSS Moldova.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/465354', 'datasetid': 'document', 'fileid': 465354, 'mime_type': 'application/pdf', 'hash': '8aa361e10ad76e5292e63ad7e9f0d473'}], 'main': '20. Naskah JoSS Moldova.pdf', 'docid': 163984, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 42278, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163984', 'pos': 1, 'security': 'public'}]",2022-06-10 06:27:07,archive,42278,2022-06-10 06:27:07,113-120,show,2022-06-10 06:27:07,public,pub,6,,['FISIP3'],disk0/00/04/22/78,http://repository.lppm.unila.ac.id/id/eprint/42278,2022-06-01 00:00:00.000000000,['H1'],,,,,Journal of Social Sciences,5,published,,2.0,,,[{'url': 'https://jss.utm.md/wp-content/uploads/sites/21/2022/06/JSS-2-2022_113-120.pdf'}],,"This research took place at Metro as one of the local governments in Lampung Province, Indonesia. There were some main visions of development in this region: educationbased, family tourism, social economic-based, and participative development. We focused on the family tourism vision of the local government to create the region as the tourism site for families. Meanwhile, there were some facts that Metro, geographically was not a large region and not many nature destinations to attract the tourists. It could be meant that there was a gap between the visions of the local government to implement the second vision. We did field study to observe and interview the related parties and reviewed some literature on tourism concept, family tourism, trend in family tourism business, and the local government policy on tourism. The result of our study show that the measurement of the regional tourism index in Metro has never been carried out, the tourism affairs is no longer completely relied on tourism business actors, but must be developed by involving all stakeholders. To sustain the tourism vision in Metro local government, it is needed to carry out tourism promotions in their regions, learning and coordinate with central government and other regions for managing the opportunity implementation on artificial tourism potential for family tourism business.",,2587-3504,,"['Jurusan Ilmu Pemerintahan , FISIP, Universitas Lampung']",,,,,,,,
30,,"[{'name': {'given': 'Feni', 'family': 'Rosalia', 'lineage': None, 'honourific': None}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",article,,TRUE,E-GOVERNMENT  EFFECTIVENESS  IN  SERVICE  PERFORMANCE  FOR CITIZENS,912,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186712', 'security': 'public', 'placement': 1, 'eprintid': 47640, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Final--E-government Effectiveness in Service (493-513) (1).pdf', 'docid': 186712, 'files': [{'mtime': '2023-01-08 00:36:35', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521956', 'filename': 'Final--E-government Effectiveness in Service (493-513) (1).pdf', 'objectid': 186712, 'filesize': 469618, 'mime_type': 'application/pdf', 'hash': '44ac324c6be317ef8a55d8aa8da66279', 'fileid': 521956, 'datasetid': 'document'}], 'format': 'text'}]",2023-01-09 01:33:03,archive,47640,2023-01-09 01:33:03,493-513,show,2023-01-09 01:33:03,public,pub,7,Social Sciences Bibliography INdexes Archive Data (SOBIAD.ORG)                                                  (SOBIAD.ORG),['FISIP3'],disk0_bak/00/04/76/40,http://repository.lppm.unila.ac.id/id/eprint/47640,2022-12-01 00:00:00.000000000,['H1'],,,,,International Journal of eBusiness and eGovernment Studies   (IJEBEG),14,published,https://sobiad.org/eJOURNALS/journal_IJEBEG/index.html/,3.0,,,[{'url': 'https://sobiad.org/menuscript/index.php/ijebeg/article/view/1302'}],,"Indonesian citizens seem less satisfied with the effectiveness of e-government for service
performance. The perception of the Indonesian public e-government is low because they
consider it an unsuccessful practice in Indonesian public sector departments. The current
research investigates the impact of quality of information, transparency, and service
functionality on service performance. This study also analyzes the mediating role of eleadership between the quality of information and service performance. Cross-sectional data
is collected from 384 citizens with a random sampling technique. The study found that the
effectiveness of e-government in Indonesia can be improved with quality of information,
transparency, and service functionality. This research has developed a significant model of
service performance that is a worthy addition to the literature. The study has significant
theoretical implications that improve the e-government and service performance model.
Consequently, the study has empirical findings that are also worthy of enhancing the
effectiveness of e-government in-service performance for the citizens of Indonesia. The
research has some limitations that are reported with the critical future directions to be
considered significant by the scholars to contribute further to literature by investigating the
new relationships related to the service performance model.",,2146-0744 (Online),,['University of Lampung'],,,,,,,,
31,,"[{'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",other,,,E-GOVERNMENT EFFECTIVENESS IN SERVICE PERFORMANCE FOR CITIZENS,912,"[{'files': [{'filename': 'turnitin-E-government Effectiveness in Service (493-513) (1)-1.pdf-1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/522238', 'filesize': 507492, 'objectid': 186763, 'mtime': '2023-01-10 07:20:32', 'hash_type': 'MD5', 'hash': 'aa5310855e55e1cd59bf19ce452e199d', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 522238}], 'main': 'turnitin-E-government Effectiveness in Service (493-513) (1)-1.pdf-1.pdf', 'docid': 186763, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 47674, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186763', 'pos': 1, 'security': 'public'}]",2023-01-10 07:53:58,archive,47674,2023-01-10 07:53:58,,show,2023-01-10 07:53:58,public,pub,7,Social Sciences Bibliography Indexes Archive Data,['FISIP3'],disk0_bak/00/04/76/74,http://repository.lppm.unila.ac.id/id/eprint/47674,2022-12-01 00:00:00.000000000,['H1'],,,,,,,published,https://sobiad.org/eJOURNALS/journal_IJEBEG/index.html/,,,,[{'url': 'https://sobiad.org/menuscript/index.php/ijebeg/article/view/1302'}],,"Indonesian citizens seem less satisfied with the effectiveness of e-government for service performance. The perception of the Indonesian public e-government is low because they consider it an unsuccessful practice in Indonesian public sector departments. The current research investigates the impact of quality of information, transparency, and service functionality on service performance. This study also analyzes the mediating role of e-leadership between the quality of information and service performance. Cross-sectional data is collected from 384 citizens with a random sampling technique. The study found that the effectiveness of e-government in Indonesia can be improved with quality of information, transparency, and service functionality. This research has developed a significant model of service performance that is a worthy addition to the literature. The study has significant theoretical implications that improve the e-government and service performance model. Consequently, the study has empirical findings that are also worthy of enhancing the effectiveness of e-government in-service performance for the citizens of Indonesia. The research has some limitations that are reported with the critical future directions to be considered significant by the scholars to contribute further to literature by investigating the new relationships related to the service performance model.",,,,['University of Lampung'],,,,,,,,
32,,"[{'name': {'lineage': None, 'family': 'Rosalia', 'honourific': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",article,,TRUE,Government Administration and Policy Implementations: A Cross-Sectional Research on Citizens Satisfaction,912,"[{'docid': 186715, 'main': 'Government+Administration+and+Policy+Implementations+A+Cross-Sectional+Research+on+Citizens+Satisfaction.pdf', 'files': [{'objectid': 186715, 'filesize': 1035635, 'filename': 'Government+Administration+and+Policy+Implementations+A+Cross-Sectional+Research+on+Citizens+Satisfaction.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521982', 'hash_type': 'MD5', 'mtime': '2023-01-08 01:33:24', 'datasetid': 'document', 'fileid': 521982, 'hash': '517e05a4e987c66e83e79600189021de', 'mime_type': 'application/pdf'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 47645, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186715', 'security': 'public'}]",2023-01-09 01:33:10,archive,47645,2023-01-09 01:33:10,418-444,show,2023-01-09 01:33:10,public,pub,6,Oxbridge Publishing House ; Stowarzyszenie Naukowe Przestrzen Społeczna i Srodowisko,['FISIP3'],disk0_bak/00/04/76/45,http://repository.lppm.unila.ac.id/id/eprint/47645,2022-12-01 00:00:00.000000000,['H1'],,,,,Przestrzeń Społeczna (Social Space),22,published,https://socialspacejournal.eu/,2.0,,,[{'url': 'https://socialspacejournal.eu/article-page/?id=87'}],,"The government and the citizens must have a strong relationship to develop the better citizens living. Therefore, this study aimed to investigate the relationship between government demonstration quality, new policy implementation, and the satisfaction of the citizens with the moderating role of perceived responsiveness. The study is intended because the policy implementation by the Indonesian government isn’t satisfactory for the citizen. A Likert scale questionnaire is used to collect the cross-sectional data with a simple random sampling method. The partial least–squire–structural equation model is used for data analysis. The research found that Indonesian citizens’ satisfaction is influenced by government administration quality and new policy implementation with moderating role of perceived responsiveness. The model developed by this research is an original contribution to the body of knowledge because this novel idea wasn’t discussed by the existing studies. The research has deliberated significant practical as well as theoretical findings that have improved the literature with newly developed relationships and provided a strategic way forward to the government department for the satisfaction of the citizens in a strategic way respectively. In accordance, the research has recommended important future directions for scholars to enhance the model of citizens' satisfaction in the context of government policy implementation and quality of work.",,2084-1558,,['University of Lampung'],,,,,,,,
33,,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'honourific': None, 'lineage': None, 'family': 'Rosalia'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Budi Harjo', 'given': 'Budi Harjo'}}, {'name': {'honourific': None, 'family': 'Amanto', 'lineage': None, 'given': 'Amanto'}, 'id': 'pakamanto@gmail.com'}]",article,,TRUE,PEMBERDAYAAN KELOMPOK TANI DALAM PERSPEKTIF PEMBANGUNAN BERPUSAT PADA RAKYAT DI DESA TRI SINAR KECAMATAN MARGA TIGA KABUPATEN LAMPUNG TIMUR,912,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Artikel WP 2022 final.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-02-15 14:09:38', 'objectid': 187709, 'filesize': 966219, 'filename': 'Artikel WP 2022 final.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528493', 'fileid': 528493, 'datasetid': 'document', 'hash': '9505eb707adbc2a79a93361e8da2e917', 'mime_type': 'application/pdf'}], 'docid': 187709, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187709', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 48418}]",2023-02-16 07:02:35,archive,48418,2023-02-16 07:02:35,107-114,show,2023-02-16 07:02:35,public,pub,8,Stisipol Dharma Wacana Metro,['FISIP3'],disk0_bak/00/04/84/18,http://repository.lppm.unila.ac.id/id/eprint/48418,2022-12-01 00:00:00.000000000,['H1'],,,,,Jurnal Wacana Publik,16,published,,2.0,,,,,"Desa Tri Sinar Kecamatan Marga Tiga Kabupaten Lampung Timur memiliki potensi sumber daya pertanian yang luas, yaitu 1603 hektar dari total luas wilayah 1633,89 hektar. Masyarakat desa sangat bergantung pada sektor pertanian dalam memenuhi kebutuhan hidupnya, dan dibuktikan pula dengan profesi mayoritas warganya sebagai petani yaitu sebanyak 1530 orang (43%). Organisasi sebagai wadah para petani bernaung adalah Kelompok Tani. Pada satu sisi, kelompok Tani di desa Tri Sinar harus diberdayakan agar para petani yang bergabung dalam kelompok tani tersebut dapat meningkatkan kemampuannya dalam bertani yang pada gilirannya dapat berproduktivitas sehingga menghasilkan pendapatan yang maksimal. Di sisi lain, Pemerintah Desa berkewajiban untuk membina kelompok tani agar dapat berfungsi sebagai organisasi yang dapat membantu para petani dalam meningkatkan pendapatannya. Tujuan penelitian untuk mengetahui pemberdayaan kelompok tani dalam perspektif pembangunan berpusat pada rakyat, yaitu rakyat sebagai subyek pembangunan dan memiliki kebebasan serta partisipasi aktif untuk ikut menentukan langkah dan strategi agar tujuan kelompok tani dapat tercapai. Tipe penelitian adalah deskriptif kualitatif untuk mampu menggambarkan secara jelas fenomena tentang kelompok tani dan pemberdayaannya selama ini. Informan berasal dari para petani yang tergabung dalam kelompok tani serta dari aparat Pemerintah Desa Tri Sinar. Pengumpulan data dengan wawancara untuk mendapatkan data tentang keberadaan, aktivitas dan pemberdayaannya, sedangkan observasi digunakan untuk mengkonfirmasi dan memastikan bagaimana pemberdayaan kepada kelompok tani selama ini. Hasil penelitian menunjukkan bahwa pemberdayaan kelompok tani di Desa Tri Sinar Kecamatan Marga Tiga Kabupaten Lampung Timur sudah berjalan namun belum berpusat kepada rakyat (petani). hal tersebut karena pemberdayaan lebih bersifat top-down, sistem pemberian bantuan termasuk bentuk/jenis bantuan masih berpola lama dan bersifat rutinitas di mana bantuan masih terbatas pada benih, pupuk dan obat-obatan hama. Padahal yang menjadi kebutuhan utama para petani saat ini adalah bagaimana melalui kelompok taninya mereka dapat menghasilkan hasil tani yang melimpah, dengan pemasaran yang luas, teknis kemasan yang menarik pasar hingga pemanfaatan teknologi informasi dalam pemasaran.",,ISSN 1858-2400,,['University of Lampung'],,,,,,,,
34,Bandar Lampung,"[{'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}, {'name': {'given': 'dian', 'lineage': None, 'family': 'Kagungan', 'honourific': None}, 'id': 'dian.kagungan@fisip.unila.ac.id'}]",monograph,,,Millenial dan Kebijakan Pengembangan Desa Wisata,912,"[{'placement': 1, 'eprintid': 48029, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187195', 'security': 'public', 'files': [{'mtime': '2023-01-26 01:47:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/525225', 'filename': 'pengesahan buku milenial dan kebijakan pengembangan desa wisata.pdf', 'objectid': 187195, 'filesize': 776746, 'hash': '8b4c7dba4656e0449fd6f2600dfd5af1', 'mime_type': 'application/pdf', 'fileid': 525225, 'datasetid': 'document'}], 'main': 'pengesahan buku milenial dan kebijakan pengembangan desa wisata.pdf', 'docid': 187195, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-01-26 02:27:26,archive,48029,2023-01-26 02:27:26,,show,2023-01-26 02:27:26,public,pub,7,Aura Publisher,['FISIP3'],disk0_bak/00/04/80/29,http://repository.lppm.unila.ac.id/id/eprint/48029,2022-04-01 00:00:00.000000000,['H1'],,,,,,,published,,,,,,,"Kajian tentang pembangunan desa tengah populer dalam diskursus politik dan pemerintahan. Terbitnya UU Nomor 6 Tahun 2014 tentang Desa yang melahirkan adanya kebijakan tentang dana desa dan mengakibatkan peningkatan yang signifikan pada pengembangan inovasi desa. Seiring dengan adanya kemajuan teknologi informasi dan komunikasi, Pemerintah mulai melakukan pengembangan suatu inovasi kebijakan yang memanfaatkan teknologi supaya terbangun desa yang smart. Kebijakan desa berbasis digital adalah kebijakan yang menciptakan suatu desa agar mampu menyelesaikan masalahnya sendiri secara cerdas dan desa yang mampu menggunakan teknologi digital untuk mengembangkan potensi di tingkat desa termasuk potensi pariwisata. Sebagai sebuah konsep baru, kebijakan desa berbasis digital di Indonesia masih belum maksimal. Masih ditemukan gap antara kajian teoritis dengan praktik dalam penerapannya, dengan tujuan mmembangun masyarakat yang paham teknologi, tidak hanya dalam meningkatkan kualitas SDM saja, tetapi adanya kebijakan desa berbasis digital akan meningkatkan efektivitas pengembangan pariwisata berbasis teknologi (digital tourism) dengan mengikutsertakan peran milinial.",,,,['University of Lampung'],other,,,,,,,
