,full_text_status,status_changed,ispublished,rev_number,dir,publisher,divisions,abstract,corp_creators,date,uri,date_type,subjects,type,creators,title,userid,lastmod,documents,datestamp,eprintid,eprint_status,metadata_visibility,volume,related_url,publication,issn,pagerange,number,official_url,refereed,place_of_pub,event_type,event_title,event_location,event_dates,pres_type,book_title,contact_email,id_number,isbn,pages
26,public,2018-11-15 03:05:55,pub,6,disk0/00/00/99/59,FISIP UNILA,['FISIP3'],"Pemilihan Umum (Pemilu) 2019 merupakan pemilu serentak pertama di Indonesia yang sekaligus akan memilih calon presiden/wakil presiden, calon anggota DPR RI, DPD RI, dan DPRD Provinsi/Kabupaten/Kota. Berbagai analisis memprediksikan bahwa praktik pemilu serentak ini akan berlangsung tidak mudah, penuh tantangan, dan berpotensi mengalami banyak persoalan. Sehingga ada anggapan bahwa inilah pemilu yang paling rumit di dunia. Kajian ini ingin menjelaskan bagaimana tantangan dan potensi kerawanan tPemilu 2019 di Lampung, serta bagaimana antisipasinya. Hasil analisis menjelaskan bahwa tantangan potensial Pemilu 2019 berkualitas dan berintegritas di Lampung pada faktor politik uang, pelaksanaan kampanye, penggunaan fasilitas negara dan daerah. Sedangkan potensi kerawanan berdasarkan prediksi Badan Pengawas Pemilihan Umum Republik Indonesia (Bawaslu RI) bahwa indeks kerawanan Pemilu 2019 di Lampung termasuk pada kategori yang tinggi (49,56). Berdasarkan IKP Pilkada 2018 di Provinsi Lampung, potensi kerawanan tertinggi terdapat pada dimensi partisipasi, di mana variabel pengawasan masyarakat menunjukkan indeks cukup tinggi dan diikuti variabel hak pilih (IKP Pilkada 2018: 55). Sementara, pada dimensi penyelenggara pemilu  potensi kerawanan yang perlu diantisipasi pada variabel integritas dan profesionalitas penyelenggara. Oleh karena itu, berlandaskan pada tantangan dan kerawanan tersebut perlu diantisipasi dengan mendorong partisipasi aktif kelompok-kelompok masyarakat sipil (NGO, perguruan tinggi, media massa) untuk melakukan kontrol terhadap: praktik politik uang, dana kampanye, serta penyalahgunaan fasilitas dan kebijakan pemerintah sebagai instrumen pemenangan. Penguatan kontrol masyarakat sipil akan menghasilkan proses pemilu yang berkualitas, dan akhirnya akan menghasilkan pemilu yang berintegritas. 

Kata Kunci: Pemilu 2019, Tantangan, Kerawanan, Integritas",['FISIP Unila'],2018-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/9959,published,['JA'],article,"[{'name': {'given': 'Hertanto', 'honourific': None, 'family': 'Hertanto', 'lineage': None}, 'id': 'hertanto.1960@fisip.unila.ac.id'}]","MENDORONG PEMILU 2019 BERKUALITAS 
DAN BERINTEGRITAS DI LAMPUNG",813,2018-11-15 03:05:55,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'files': [{'hash': '2869d13d64015640e105f9acdf4e3e47', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 93690, 'datasetid': 'document', 'mtime': '2018-11-15 02:21:59', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/93690', 'filename': 'MENDORONG PEMILU 2019 BERKUALITAS DI LAMPUNG.docx', 'objectid': 22975, 'filesize': 47315}], 'main': 'MENDORONG PEMILU 2019 BERKUALITAS DI LAMPUNG.docx', 'docid': 22975, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22975', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 9959}]",2018-11-15 03:05:55,9959,archive,show,4,,Jurnal Analisis Sosial Politik,2580-8559,,2,,TRUE,,,,,,,,,,,
27,public,2020-03-03 09:11:34,pub,7,disk0/00/01/83/22,,['FISIP3'],"ABSTRACT

In reality, women's political participation in Indonesia is relatively low (17.3% in the DPR RI and 12.7% in the Lampung Province DPRD). With the implementation of the ""affirmative action"" policy, it is expected to provide women access to the voting process or to outcomes that are closer to representative conditions. This affirmative action has been implemented in Indonesia since the 2004 elections through the application of a 30% quota for women's candidacy. However, until the 2014 election the target of 30% has not been achieved. The purpose of this community service activity is to improve women's political skills; generate motivation for women to be active in public, political and government activities; and increasing women's political awareness and participation. The method used in this service is direct face-to-face counseling. After the process of community service activities takes place, assistance will be conducted in structured FGDs. The targets in this community service activity are women members or cadres of political parties; women activists in NGOs / NGOs; Lampung Political Women Caucus, female student activist, and management of the Women's Organization Coordinating Board in Bandar Lampung City. The results achieved in this service are increasing women's knowledge, understanding, awareness, and political skills. These results indicate an increase in women's knowledge and understanding of political concepts, political action, and political participation. However, the increase in knowledge and understanding is not yet significant, meaning that the same activities are needed continuously, intensively, and systematically.

Keywords: Women, Politics, Affirmative, Participation.",,2018-11-27 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/18322,published,['JA'],conference_item,"[{'name': {'given': 'Hertanto', 'honourific': None, 'lineage': None, 'family': 'Hertanto'}, 'id': 'hertanto.1960@fisip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Syafarudin', 'lineage': None, 'given': 'Syafarudin'}, 'id': 'syafarudin.1972@fisip.unila.ac.id'}, {'name': {'given': 'Himawan', 'family': 'Indrajat', 'lineage': None, 'honourific': None}, 'id': 'jogobonito83@gmail.com'}]","PELATIHAN PENINGKATAN  KETRAMPILAN POLITIK PEREMPUAN 
DI BANDAR LAMPUNG",813,2020-03-03 09:11:34,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'PELATIHAN KETRAMPILAN POLITIK.pdf', 'docid': 31472, 'files': [{'mtime': '2020-03-01 08:49:04', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/154160', 'filename': 'PELATIHAN KETRAMPILAN POLITIK.pdf', 'filesize': 3710484, 'objectid': 31472, 'mime_type': 'application/pdf', 'hash': 'e704c9660c16992b6557f271fb61c056', 'fileid': 154160, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31472', 'eprintid': 18322, 'placement': 1}]",2020-03-03 09:11:34,18322,archive,show,,"[{'url': 'http://lppm.unila.ac.id', 'type': 'pub'}]",,,79-89,,http://lppm.unila.ac.id/jurnal-dan-prosiding/,TRUE,,conference,Prosiding Seminar Hasil Pengabdian kepada Masyarakat Tahun 2018,Universitas Lampung,27 November 2018,paper,,lppm@kpa.unila.ac.id,,,
28,public,2019-07-31 08:30:09,pub,6,disk0/00/01/36/72,FISIP UNILA,['FISIP3'],"The ethnic group has an influence in local elections at the local level, based on the assumption
that this research is conducted. This research was conducted by survey method in all subdistricts
in Way Kanan District in Lampung Province. The survey was conducted by Stratified
Random Sampling method with 662 samples based on Sugiyono (2006: 93). The survey was
conducted from August to September 2015. The survey results show that ethnicity still has a
significant effect on the 2017 in Way Kanan local election, especially on Lampung ethnic and
Javanese ethnic. The Survey results also show that the role of candidate's wives to female
voters has an influence, although not too great.",,2018-07-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/13672,published,['JA'],article,"[{'name': {'honourific': None, 'family': 'Krisbintoro', 'lineage': None, 'given': 'Sigit'}, 'id': None}, {'id': 'robi_ck@yahoo.com', 'name': {'given': 'Robi', 'honourific': None, 'family': 'Cahyadi', 'lineage': None}}]",ETNIS DAN PEREMPUAN DI ARAS LOKAL,680,2019-07-31 08:30:09,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26683', 'eprintid': 13672, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'JASP Vol. 1 2018.pdf', 'docid': 26683, 'files': [{'datasetid': 'document', 'fileid': 119289, 'hash': '33bc633c0243fdbe4d57f33d28520858', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-07-26 06:30:07', 'objectid': 26683, 'filesize': 1767296, 'filename': 'JASP Vol. 1 2018.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/119289'}]}]",2019-07-31 08:30:09,13672,archive,show,3,"[{'type': 'pub', 'url': 'http://www.fisip.unila.ac.id'}]",Jurnal Analisis Sosial Politik,2580-8559,1-10,1,http:www.fisip.unila.ac.id,TRUE,,,,,,,,,,,
29,public,2019-11-14 07:44:38,pub,6,disk0/00/01/58/73,FISIP UNILA,['FISIP3'],Similarity Index,,2018-07-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/15873,published,['JA'],article,"[{'name': {'given': 'Sigit', 'lineage': None, 'family': 'Krisbintoro', 'honourific': None}, 'id': None}, {'id': 'robi_ck@yahoo.com', 'name': {'lineage': None, 'family': 'Cahyadi', 'honourific': None, 'given': 'Robi'}}]","Similarity Check Result Jurnal ""Etnis dan Perempuan dan Aras Lokal""",680,2019-11-14 07:44:38,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': '11. JurNas Tidak Terakreditasi JASP 2018, Cek Similarity 29.pdf', 'files': [{'hash': '945da75f72277ecaea29b6f8eaaa52f2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 136204, 'uri': 'http://repository.lppm.unila.ac.id/id/file/136204', 'filename': '11. JurNas Tidak Terakreditasi JASP 2018, Cek Similarity 29.pdf', 'filesize': 32604097, 'objectid': 28965, 'mtime': '2019-11-07 05:47:05', 'hash_type': 'MD5'}], 'docid': 28965, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28965', 'eprintid': 15873, 'placement': 1}]",2019-11-14 07:44:38,15873,archive,show,3,,Jurnal Analisis Sosial Politik,2580-8559,,1,http://jurnal.fisip.unila.ac.id/index.php/jasp/issue/archive,TRUE,,,,,,,,,,,
30,public,2019-11-04 02:51:08,pub,8,disk0/00/01/41/62,SCAD Independent,['FISIP3'],SIMILIRITY CEK,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],2018-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14162,published,['H1'],other,"[{'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}, 'id': 'maulanamukhlis1978@gmail.com'}]",The Actor Domination in the Collaborative Governance in the Lampung Province Central Government Displacement Policy: An Ambivalent,681,2019-11-04 02:51:08,"[{'placement': 1, 'eprintid': 14162, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27203', 'pos': 1, 'security': 'public', 'main': '3. PEURADEUN.pdf', 'files': [{'datasetid': 'document', 'fileid': 123089, 'mime_type': 'application/pdf', 'hash': '2804a58222a058a2baf2ad01210ef969', 'objectid': 27203, 'filesize': 5504873, 'filename': '3. PEURADEUN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123089', 'hash_type': 'MD5', 'mtime': '2019-09-12 01:56:20'}], 'docid': 27203, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2019-11-04 02:51:08,14162,archive,show,,,,,,,,,,,,,,,,,,,
31,public,2019-11-04 02:50:47,pub,7,disk0/00/01/41/65,RJOAS,['FISIP3'],PENILAIAN REKAN SEJAWAT,['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],2018-08-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14165,published,['H1'],other,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}]",COLLABORATION VERSUS COORDINATION: A DILEMMA ABOUT STATE ACTORS’ POSITION IN A POLICY,681,2019-11-04 02:50:47,"[{'format': 'text', 'docid': 27206, 'main': '2.pdf', 'files': [{'datasetid': 'document', 'fileid': 123107, 'mime_type': 'application/pdf', 'hash': 'fd1553920c4c8a9ec9b29e7ad3da4783', 'filesize': 245258, 'objectid': 27206, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123107', 'filename': '2.pdf', 'hash_type': 'MD5', 'mtime': '2019-09-12 02:19:53'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 14165, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27206'}]",2019-11-04 02:50:47,14165,archive,show,,,,,,,,,,,,,,,,,,,
32,public,2018-09-25 04:12:16,pub,6,disk0/00/00/88/30,"Harian Umum ""Lampung Post""",['FISIP3'],"FUNGSI pemerintahan dalam hal menyediakan pelayanan secara efektif dan efisien tergantung pada kadar PNS yang kompeten. Singkatnya, tidak hiperbola jika pemerintahan yang baik membutuhkan orang-orang yang baik. Dan ini selalu benar!. Dalam teori manajemen organisasi, pentingnya mencari pegawai yang kompeten sama pentingnya dengan membangun masa depan organisasi itu di masa depan. Sebaliknya, krisis pelayanan biasanya juga dimulai dari krisis perekrutan.",['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],2018-09-24 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8830,published,['H1'],article,"[{'name': {'given': 'Maulana', 'family': 'Mukhlis', 'lineage': None, 'honourific': None}, 'id': 'maulanamukhlis1978@gmail.com'}]",CPNS dan Tantangan Disrupsi Pemerintahan,681,2018-09-25 04:12:16,"[{'eprintid': 8830, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21910', 'pos': 1, 'format': 'text', 'main': 'OPINI (Maulana Mukhlis)-05.doc', 'docid': 21910, 'files': [{'hash': '39ce36a984af3097b8fb60b4e43963db', 'mime_type': 'application/msword', 'datasetid': 'document', 'fileid': 85796, 'mtime': '2018-09-24 03:21:55', 'hash_type': 'MD5', 'filename': 'OPINI (Maulana Mukhlis)-05.doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85796', 'filesize': 54784, 'objectid': 21910}], 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1}]",2018-09-25 04:12:16,8830,archive,show,XLIV,[{'url': 'https://lampungpost.id/kolom/kolom-pakar/cpns-dan-tantangan-disrupsi-pemerintahan/'}],Lampung Post,1234,1-15,14617,https://lampungpost.id/kolom/kolom-pakar/cpns-dan-tantangan-disrupsi-pemerintahan/,TRUE,,,,,,,,,14617,,
33,public,2019-11-04 02:04:37,pub,6,disk0/00/01/41/66,RJOAS: Russian Journal of Agricultural and Socio-Economic Sciences,['FISIP3'],Sejawat Sebidang peer Review,,2018-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/14166,published,['AC'],article,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'lineage': None, 'family': 'Mukhlis', 'honourific': None}}]",Collaboration VS Coordination:a Dillema about State actors position in a olicy,681,2019-11-04 02:04:37,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 123110, 'hash': 'fd1553920c4c8a9ec9b29e7ad3da4783', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-09-12 02:26:44', 'objectid': 27207, 'filesize': 245258, 'filename': '2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123110'}], 'main': '2.pdf', 'docid': 27207, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 14166, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27207', 'pos': 1}]",2019-11-04 02:04:37,14166,archive,show,8,,RJOAS: Russian Journal of Agricultural and Socio-Economic Sciences,2226-1184,,80,,TRUE,,,,,,,,,,,
34,public,2019-11-04 08:19:59,pub,7,disk0/00/01/41/24,,['FISIP3'],Similarity,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/14124,published,['AC'],conference_item,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}}]","DEGREES OF APPROPRIATENESS, FAIRNESS, AND RATIONALITY IN THE AMOUNT OF HOUSING ALLOWANCE FOR MEMBERS OF REGIONAL HOUSE OF REPRESENTATIVE IN MESUJI DISTRICT OF LAMPUNG PROVINCE",681,2019-11-04 08:19:59,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 27165, 'main': '12. SHIELD.pdf', 'files': [{'objectid': 27165, 'filesize': 7049844, 'filename': '12. SHIELD.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122832', 'hash_type': 'MD5', 'mtime': '2019-09-11 02:32:56', 'fileid': 122832, 'datasetid': 'document', 'hash': 'd40c9c30a9b77909d1145457ad92ad4c', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27165', 'security': 'public', 'placement': 1, 'eprintid': 14124}]",2019-11-04 08:19:59,14124,archive,show,,,,,,,,TRUE,,conference,SHIELD Conference International,Bandar Lampung.,9-11 November 2018,paper,,,,,
35,public,2019-11-04 08:19:53,pub,7,disk0/00/01/41/17,,['FISIP3'],Sililarity,,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/14117,published,['AC'],conference_item,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'family': 'Mukhlis', 'lineage': None, 'honourific': None, 'given': 'Maulana'}}]",MENGEMBALIKAN KEDAULATAN PARTAI POLITIK MELALUI PERUBAHAN SISTEM PEMILU.,681,2019-11-04 08:19:53,"[{'placement': 1, 'eprintid': 14117, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27157', 'security': 'public', 'files': [{'datasetid': 'document', 'fileid': 122789, 'hash': '8217eb589fdb6d6c8cf396081c8e5ff8', 'mime_type': 'application/pdf', 'filesize': 5781753, 'objectid': 27157, 'filename': '15. KNHTN.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/122789', 'hash_type': 'MD5', 'mtime': '2019-09-10 08:41:25'}], 'main': '15. KNHTN.pdf', 'docid': 27157, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2019-11-04 08:19:53,14117,archive,show,,,,,,,,TRUE,,conference,Konferensi Nasional Hukum Tata Negara (KNHTN) Ke 5,"Batusangkar, Sumatera Barat.",9-12 November 2018,paper,,,,,
36,public,2022-03-10 09:39:21,unpub,7,disk0/00/04/00/89,Pemerintah Daerah Kota Metro,['FISIP3'],NASKAH AKADEMIK RAPERDA,,2018-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/40089,,['H1'],other,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'given': 'Maulana', 'honourific': None, 'family': 'Mukhlis', 'lineage': None}}]",NASKAH AKADEMIK RAPERDA TENTANG INOVASI DAERAH,681,2022-03-10 09:39:21,"[{'format': 'text', 'main': 'NA Raperda Inovasi Kota Metro ok.pdf', 'files': [{'objectid': 161381, 'filesize': 1173386, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448279', 'filename': 'NA Raperda Inovasi Kota Metro ok.pdf', 'hash_type': 'MD5', 'mtime': '2022-03-10 09:35:43', 'fileid': 448279, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0f55045426022de970cce0712c468a29'}], 'docid': 161381, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40089, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161381'}]",2022-03-10 09:39:21,40089,archive,show,,,,,,,,,,,,,,,,,,,
37,public,2018-04-19 02:58:57,pub,6,disk0/00/00/66/03,,['FISIP3'],"AWAL tahun 2018, Ombudsman Republik Indonesia Perwakilan Lampung (sebagai organ pemerintah sesuai kewenangan dalam UU 25/1999 tentang Pelayanan Publik) masih memberikan ‘raport merah’ atas kinerja pelayanan publik pada beberapa kabupaten/kota di Provinsi Lampung, terutama pada empat aspek; kecepatan, ketepatan, keramahan, dan kenyamanan. Kondisi ini amat nyata menunjukkan fakta terjadinya anomali pelayanan publik antara apa yang diinginkan warga dengan apa yang ditunjukkan oleh negara (pemerintah dengan birokrasinya).",,2018-03-13 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6603,published,['H1'],article,"[{'name': {'given': 'Maulana', 'family': 'Mukhlis', 'lineage': None, 'honourific': None}}]",Pelayanan dan Birokrasi Sebagai Pesakitan,681,2018-04-19 02:58:57,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19557', 'pos': 1, 'eprintid': 6603, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/msword', 'format': 'text', 'docid': 19557, 'main': 'OPINI (Maulana Mukhlis)-02.doc', 'files': [{'datasetid': 'document', 'fileid': 60923, 'mime_type': 'application/msword', 'hash': '90cf322411599c55d703f5c93c690ee7', 'objectid': 19557, 'filesize': 46592, 'uri': 'http://repository.lppm.unila.ac.id/id/file/60923', 'filename': 'OPINI (Maulana Mukhlis)-02.doc', 'hash_type': 'MD5', 'mtime': '2018-03-13 07:14:46'}]}]",2018-04-19 02:58:57,6603,archive,show,,"[{'type': 'pub', 'url': 'http://www.lampost.co/berita-pelayanan-dan-birokrasi-sebagai-pesakitan'}]",Lampung Post,,,,http://www.lampost.co/berita-pelayanan-dan-birokrasi-sebagai-pesakitan,TRUE,,,,,,,,,,,
38,public,2018-04-19 02:59:15,pub,6,disk0/00/00/67/41,"Harian Umum ""Lampung Post""",['FISIP3'],"SALAH satu isu dalam tata kelola pemerintahan terkait dengan pemilihan kepala daerah (Pilkada) adalah sejauh mana petahana (yang sedang cuti) benar-benar cuti dan tidak mempengaruhi birokrasi untuk ‘tunduk’ kepadanya dalam rangka pemenangan Pilkada. Birokrasi di sini tentu menyangkut seluruh jaringan organisasi perangkat daerah (OPD) melalui peran kepala OPD nya, termasuk juga siapa Pelaksana Tugas (Plt) atau Penjabat Sementara (Pjs) kepala daerah yang ditunjuk. Isu ‘siapa’ Plt atau Pjs kepala daerah menjadi menarik karena sangat berpengaruh terhadap asumsi publik tentangnya, hubungannya dengan calon kepala daerah, serta kepentingan kekuasaan secara vertikal terhadap daerah tersebut. 
Berbagai riset tentang posisi birokrasi dalam Pilkada secara garis besar membuktikan dua hal. Pertama, bahwa aparatur birokrasi sejujurnya ingin (dan lebih nyaman) berada dalam posisi yang netral dalam Pilkada; keadaan politik-lah (terutama apabila petahana menjadi salah satu calon) yang pada akhirnya membuat mereka ‘kucing-kucingan’. Kedua, selama musim Pilkada, kinerja aparatur birokrasi di pemerintahan terbukti sangat stagnan untuk sekedar jalan. Kedua temuan itu menunjukkan bahwa agenda reformasi birokrasi pada akhirnya selalu ‘mentok’ terutama pada isu politisasi birokrasi ini.",['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],2018-04-19 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6741,published,['H1'],article,"[{'id': 'maulanamukhlis1978@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Mukhlis', 'given': 'Maulana'}}]",Pilkada dan Netralitas Birokrasi,681,2018-04-19 02:59:15,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19708', 'security': 'public', 'placement': 1, 'eprintid': 6741, 'language': 'en', 'mime_type': 'application/msword', 'rev_number': 1, 'docid': 19708, 'main': 'OPINI (Maulana Mukhlis)-02 (19-04-18).doc', 'files': [{'hash': '528f7b0de01556861507a861753a69e3', 'mime_type': 'application/msword', 'fileid': 61888, 'datasetid': 'document', 'mtime': '2018-04-19 02:21:36', 'hash_type': 'MD5', 'filename': 'OPINI (Maulana Mukhlis)-02 (19-04-18).doc', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61888', 'objectid': 19708, 'filesize': 46080}], 'format': 'text'}]",2018-04-19 02:59:15,6741,archive,show,XLIII,[{'url': 'http://www.lampost.co/epaper'}],"Harian Umum ""Lampung Post""",,,14474,http://www.lampost.co/epaper,TRUE,,,,,,,,,,,
39,public,2018-10-26 10:10:31,pub,6,disk0/00/00/88/48,SCAD Independent,['FISIP3'],"The objective of this article is to explain the ambivalent existence related to actor domination in the collaborative governance. As a precondition for the collaborative governance process, domination is a factor which must be prevented to maintain equality and mutual trust between actors. Therefore, the core question of this article is that is it true that the actor domination has negative effects to the collaboration sustainability? This article was written by using qualitative method. Data were collected with deep interviews, document studies, and literary studies and data were analyzed by using descriptive technique. The case of Lampung province central government displacement in 2004-2016 was made to be a research basis to answer the core question. The research finding showed that actor domination was dilemmatic. The collaboration process was in fact very dependent on the main actor who “control” the collaboration process, both in the planning stage (through Planning Coordination Team) and in implementation stage (through forum of Region Management Agency). This finding was very important because in spite of violating equality between actors, the actor domination in this policy case was beneficial. The inequality which was assumed to produce mutual untruths was not proven. In conclusion, actor domination is an ambivalent; something that must be prevented, but it then becomes a key factor. In what situation this actor domination gives a meaning? This article tries to answer it.",['Jurusan Ilmu Pemerintahan FISIP Universitas Lampung'],2018-09-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8848,published,['H1'],article,"[{'name': {'family': 'Mukhlis', 'lineage': None, 'honourific': None, 'given': 'Maulana'}, 'id': 'maulanamukhlis1978@gmail.com'}, {'id': None, 'name': {'given': 'Nasrullah', 'lineage': None, 'family': 'Nazsir', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Rahmatunnisa', 'honourific': None, 'given': 'Mudiyati'}, 'id': None}, {'id': None, 'name': {'given': 'Neneng Yani', 'lineage': None, 'family': 'Yuningsih', 'honourific': None}}]",THE ACTOR DOMINATION IN THE COLLABORATIVE GOVERNANCE IN THE LAMPUNG PROVINCE CENTRAL GOVERNMENT DISPLACEMENT POLICY: AN AMBIVALENT,681,2018-10-26 10:10:31,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 21926, 'main': 'Peuradeun 6(3).pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '3fdbcfbfb1be0b8dac4cc3460c41a5f5', 'fileid': 85906, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85906', 'filename': 'Peuradeun 6(3).pdf', 'objectid': 21926, 'filesize': 863887, 'mtime': '2018-09-29 11:08:40', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21926', 'eprintid': 8848, 'placement': 1}]",2018-10-26 10:10:31,8848,archive,show,6,[{'url': 'http://dx.doi.org/10.26811/peuradeun.v6i3.272'}],Jurnal Ilmiah Peuradeun,2443-2067,507-524,3,http://journal.scadindependent.org/index.php/jipeuradeun/article/view/272,TRUE,,,,,,,,,,,
