,monograph_type,subjects,abstract,uri,divisions,publisher,dir,status_changed,full_text_status,rev_number,ispublished,eprint_status,eprintid,datestamp,metadata_visibility,userid,documents,lastmod,creators,type,title,official_url,refereed,date_type,issn,publication,referencetext,number,volume,editors,pagerange,place_of_pub,book_title,corp_creators,contributors,related_url,isbn
24,,['JZ'],,http://repository.lppm.unila.ac.id/id/eprint/52171,['FISIP8'],Terekam Jejak,disk0_bak/00/05/21/71,2023-06-19 01:17:38,public,6,pub,archive,52171,2023-06-19 01:17:38,show,2796,"[{'placement': 1, 'eprintid': 52171, 'uri': 'http://repository.lppm.unila.ac.id/id/document/252516', 'pos': 1, 'security': 'public', 'main': 'Pemilu Turki 2023_ Kemenangan Erdoganisme atas Kemalisme - Terekam Jejak.pdf', 'files': [{'mtime': '2023-06-17 12:47:48', 'hash_type': 'MD5', 'filename': 'Pemilu Turki 2023_ Kemenangan Erdoganisme atas Kemalisme - Terekam Jejak.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/618190', 'filesize': 1228111, 'objectid': 252516, 'hash': '585a91e37256a5dd05189e570d712273', 'mime_type': 'application/pdf', 'fileid': 618190, 'datasetid': 'document'}], 'docid': 252516, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-06-19 01:17:38,"[{'name': {'given': 'Roby', 'lineage': None, 'family': 'Rakhmadi', 'honourific': None}, 'id': 'roby.rakhmadi007@fisip.unila.ac.id'}]",article,Pemilu Turki 2023: Kemenangan Erdoganisme atas Kemalisme,https://terekamjejak.com/kemenangan-erdoganisme-atas-kemalisme/,FALSE,,,https://terekamjejak.com/,,,,,,,,,,[{'url': 'https://terekamjejak.com/kemenangan-erdoganisme-atas-kemalisme/'}],
25,,['H1'],PARADIPLOMASI LAMPUNG: Harapan dan Realitas,http://repository.lppm.unila.ac.id/id/eprint/44250,['FISIP8'],FISIP Universitas Lampung,disk0/00/04/42/50,2022-08-26 01:37:30,public,7,pub,archive,44250,2022-08-26 01:37:30,show,1192,"[{'eprintid': 44250, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166336', 'format': 'text', 'files': [{'fileid': 480904, 'datasetid': 'document', 'hash': '71e8f6172ec20951bd2a404270133e14', 'mime_type': 'application/pdf', 'filesize': 1236633, 'objectid': 166336, 'filename': '4850.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/480904', 'hash_type': 'MD5', 'mtime': '2022-08-26 01:17:36'}], 'main': '4850.pdf', 'docid': 166336, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-08-26 01:37:30,"[{'name': {'given': 'Hasbi', 'honourific': None, 'family': 'Sidik', 'lineage': None}}]",other,PARADIPLOMASI LAMPUNG: Harapan dan Realitas,,,,,,,,,,,,,,,,
26,,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/44797,['FISIP8'],jurusan sosiologi FISIP Universitas Lampung,disk0/00/04/47/97,2022-09-06 06:20:48,public,7,pub,archive,44797,2022-09-06 06:20:48,show,1192,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 166686, 'main': 'Reviwer Paradiplomasi.pdf', 'files': [{'mtime': '2022-09-06 01:46:28', 'hash_type': 'MD5', 'filename': 'Reviwer Paradiplomasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483622', 'objectid': 166686, 'filesize': 437867, 'hash': '30cf517a3070b2941bba7337bad52a1c', 'mime_type': 'application/pdf', 'fileid': 483622, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166686', 'security': 'public', 'placement': 1, 'eprintid': 44797}]",2022-09-06 06:20:48,"[{'name': {'given': 'Hasbi', 'honourific': None, 'lineage': None, 'family': 'Sidik'}}]",other,PARADIPLOMASI LAMPUNG: Harapan dan Realitas,,,,,,,,,,,,,,,,
27,,['H1'],Political Corruption and White-Collar Crime Related to Covid-19 Countermeasures,http://repository.lppm.unila.ac.id/id/eprint/44252,['FISIP8'],FISIP Universitas Lampung,disk0/00/04/42/52,2022-08-26 01:37:34,public,7,pub,archive,44252,2022-08-26 01:37:34,show,1192,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 166338, 'main': '4181.pdf', 'files': [{'datasetid': 'document', 'fileid': 480918, 'mime_type': 'application/pdf', 'hash': '41cf02b27112daca0fdbc23c9798cbd1', 'hash_type': 'MD5', 'mtime': '2022-08-26 01:22:25', 'filesize': 854265, 'objectid': 166338, 'filename': '4181.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/480918'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166338', 'pos': 1, 'eprintid': 44252, 'placement': 1}]",2022-08-26 01:37:34,"[{'name': {'given': 'Hasbi', 'family': 'Sidik', 'lineage': None, 'honourific': None}}]",other,Political Corruption and White-Collar Crime Related to Covid-19 Countermeasures,,,,,,,,,,,,,,,,
28,,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/44798,['FISIP8'],Atlantis Press,disk0/00/04/47/98,2022-09-06 06:20:50,public,7,pub,archive,44798,2022-09-06 06:20:50,show,1192,"[{'placement': 1, 'eprintid': 44798, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166687', 'pos': 1, 'security': 'public', 'main': 'Reviwer Political.pdf', 'docid': 166687, 'files': [{'filename': 'Reviwer Political.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483630', 'filesize': 487708, 'objectid': 166687, 'mtime': '2022-09-06 01:48:56', 'hash_type': 'MD5', 'hash': 'd15f5b565a05f62e060b45b8e26a9ac7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 483630}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-09-06 06:20:50,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sidik', 'given': 'Hasbi'}}]",other,Political Corruption and White-Collar Crime Related to Covid-19 Countermeasures,,,,,,,,,,,,,,,,
29,,['H1'],Water Crisis as a Security Issue: Water Securitization in People’s Republic of China,http://repository.lppm.unila.ac.id/id/eprint/44251,['FISIP8'],FISIP Universitas Lampung,disk0/00/04/42/51,2022-08-26 01:37:32,public,7,pub,archive,44251,2022-08-26 01:37:32,show,1192,"[{'eprintid': 44251, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166337', 'format': 'text', 'files': [{'objectid': 166337, 'filesize': 459778, 'uri': 'http://repository.lppm.unila.ac.id/id/file/480911', 'filename': '4183.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-26 01:20:56', 'datasetid': 'document', 'fileid': 480911, 'mime_type': 'application/pdf', 'hash': '6f1fdbdceaa7f679af6bf40f776981a6'}], 'main': '4183.pdf', 'docid': 166337, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-08-26 01:37:32,"[{'name': {'lineage': None, 'family': 'Sidik', 'honourific': None, 'given': 'Hasbi'}}]",other,Water Crisis as a Security Issue: Water Securitization in People’s Republic of China,,,,,,,,,,,,,,,,
30,,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/44799,['FISIP8'],Atlantis Press,disk0/00/04/47/99,2022-09-06 06:20:52,public,7,pub,archive,44799,2022-09-06 06:20:52,show,1192,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483637', 'filename': 'Reviwer Water Crisis.pdf', 'filesize': 464899, 'objectid': 166688, 'mtime': '2022-09-06 01:51:35', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'a8c00d369d1088a806131f061b7545ed', 'fileid': 483637, 'datasetid': 'document'}], 'main': 'Reviwer Water Crisis.pdf', 'docid': 166688, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166688', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 44799}]",2022-09-06 06:20:52,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sidik', 'given': 'Hasbi'}}]",other,Water Crisis as a Security Issue: Water Securitization in People’s Republic of China,,,,,,,,,,,,,,,,
31,,['JZ'],,http://repository.lppm.unila.ac.id/id/eprint/48730,['FISIP8'],Lampung Post,disk0_bak/00/04/87/30,2023-03-06 01:56:08,public,7,pub,archive,48730,2023-03-06 01:56:08,show,1187,"[{'placement': 1, 'eprintid': 48730, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188107', 'security': 'public', 'docid': 188107, 'main': 'Kompetensi Pemimpin Sipil-Lampung Post 5 Oktober 2017.pdf', 'files': [{'hash': 'cd57c3a203298b6feedeb52488ad8b90', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 530963, 'uri': 'http://repository.lppm.unila.ac.id/id/file/530963', 'filename': 'Kompetensi Pemimpin Sipil-Lampung Post 5 Oktober 2017.pdf', 'filesize': 535715, 'objectid': 188107, 'mtime': '2023-03-04 12:09:49', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-03-06 01:56:08,"[{'name': {'family': 'Sulistyo', 'lineage': None, 'honourific': None, 'given': 'Iwan'}, 'id': 'iwsulistyo@gmail.com'}]",other,Kompetensi Pemimpin Sipil,https://m.lampost.co/berita-kompetensi-pemimpin-sipil.html,,,,,,,,,,Bandarlampung,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,
32,,['JZ'],"Kerja sama sister city dalam praktik paradiplomasi penting dilakukan sebagai alat bagi pembangunan ekonomi daerah. Pemerintah daerah memiliki kewenangan untuk menjalin kerja sama dengan mitra di luar negeri, sebagai sarana bertukar informasi, pengalaman, ilmu pengetahuan, teknologi, kegiatan bersama, dan juga program kerja sama bantuan. Kota Bandung telah melaksanakan praktik paradiplomasi, khususnya implementasi kerja sama sister city dengan beberapa kota di luar negeri. Implementasi kerja sama sister city dalam bidang perdagangan dilakukan dengan melakukan kerja sama pada promosi produk-produk asal Bandung di luar negeri, seperti dalam acara pameran (bazar) dan toko Little Bandung, mengadakan business matching, serta membanguan pusat informasi perdagangan, ekonomi dan industri.",http://repository.lppm.unila.ac.id/id/eprint/51872,['FISIP8'],Quantum Press,disk0_bak/00/05/18/72,2023-05-21 03:43:02,public,12,pub,archive,51872,2023-05-21 03:43:02,show,2803,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 614566, 'hash': '421ee8be5c809b2c1b3b6524c0bc038a', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash_type': 'MD5', 'mtime': '2023-05-19 09:52:10', 'objectid': 250876, 'filesize': 231521, 'filename': 'Paradiplomasi Perdagangan Tety.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614566'}], 'main': 'Paradiplomasi Perdagangan Tety.docx', 'docid': 250876, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'eprintid': 51872, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/250876', 'pos': 1}]",2023-05-21 03:43:02,"[{'id': 'tety.rachmawati@fisip.unila.ac.id', 'name': {'given': 'Tety', 'honourific': None, 'family': 'Tety Rachmawati', 'lineage': None}}]",book_section,Praktik Paradiplomasi dalam Kerja Sama Sister city di Bidang Perdagangan (Studi Kasus: Kota Bandung),,TRUE,published,,,,,,,,,Paradiplomasi: Pendekatan dan Konteks,,,,978-602-5908-71-2
33,,['JZ'],This paper aims to analyze the opportunity and challenges for trade cooperation Lampung-Australia. Trade cooperation Lampung-Australia is important because Australia is the fourth bigger trade partner for Lampung and geographically Australia is near to Indonesia. The data shows that the intensity of trade relations between Lampung-Australia is more increase every year. This research uses a qualitative approach and implements international trade theory and regional-foreign party cooperation concept. The data was gotten through the literature reviews from primary and secondary resources and interviews with Dinas Perdagangan Provinsi Lampung and Bagian Kerja Sama Luar Negeri dan Pihak Ketiga Biro Otonomi Daerah Setdaprov Lampung. This research explains Lampung-Australia trade cooperation has more challenges than its opportunity for Lampung to develop their trade sector.,http://repository.lppm.unila.ac.id/id/eprint/51825,['FISIP8'],,disk0_bak/00/05/18/25,2023-05-19 07:17:03,public,8,unpub,archive,51825,2023-05-19 07:17:03,show,2803,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250621', 'eprintid': 51825, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 614005, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': 'a1a81f3e4329d43d1eb022742ce4d7b4', 'hash_type': 'MD5', 'mtime': '2023-05-19 02:50:24', 'objectid': 250621, 'filesize': 98833, 'filename': 'IICIS_article.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/614005'}], 'main': 'IICIS_article.docx', 'docid': 250621}]",2023-05-19 07:17:03,"[{'id': 'tety.rachmawati@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Tety Rachmawati', 'honourific': None, 'given': 'Tety'}}, {'id': None, 'name': {'given': 'Ayu', 'honourific': None, 'lineage': None, 'family': 'Rahayu Lestari'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Nibras', 'given': 'Fadhlillah'}}]",article,The Opportunities and Challenges for Trade Cooperation Lampung Australia,,FALSE,,,The Opportunities and Challenges for Trade Cooperation Lampung-Australia,,,,,,,,,,,
34,,['JZ'],"Produk udang dari Indonesia yang diekspor ke Tiongkok ditolak oleh otoritas Tiongkok karena kemasan produk yang diimpor tersebut terkontaminasi Covid-19. Penelitian ini bertujuan untuk menganalisis implementasi standarisasi produk udang khususnya udang dari Lampung selama pandemi Covid-19. Penelitian ini juga bertujuan untuk melihat relevansi standarisasi mutu dan keamanan produk udang terhadap daya saing ekspor udang Lampung. Data didapatkan melalui wawancara dengan BKIPM Lampung dan beberapa perusahaan pengolah udang seperti PT Central Pertiwi Bahari dan PT Indomina Langgeng Sejahtera serta mengkaji beberapa dokumen primer dan sekunder. Penelitian ini menggunakan pendekatan deskriptif kualitatif untuk melihat implementasi standarisasi produk udang selama pandemi Covid-19 dan relevansi standarisasi terhadap peningkatan daya saing ekspor udang Lampung. Hasil dari penelitian ini menjelaskan bahwa standarisasi yang selama ini diterapkan pada produk udang telah memenuhi persyaratan food safety. Selama pandemi Covid-19, penerapan sertifikasi GMP, SSOP, dan HACCP dilakukan dengan memperhatikan protocol kesehatan. Unit Pengolahan Ikan juga turut menerapkan protocol kesehatan untuk menghindari kontaminasi Covid-19 pada produk udang yang akan diekspor. Daya saing ekspor udang Lampung Pada triwulan pertama tahun 2020 dan 2021, melalui perhitungan RCA menunjukkan angka lebih dari 1 (>1), artinya cukup kuat. Standarisasi yang diterapkan pada produk udang yang akan dieskpor menjadi salah satu pendukung bagi peningkatan daya saing ekspor udang Lampung.",http://repository.lppm.unila.ac.id/id/eprint/36105,['FISIP8'],Universitas Katolik Parahyangan,disk0/00/03/61/05,2021-11-11 08:53:29,public,6,submitted,archive,36105,2021-11-11 08:53:29,show,2803,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157047', 'pos': 1, 'eprintid': 36105, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/418278', 'filename': 'Tety Rachmawati_FISIP_PDP_Lap-Tety_fix.pdf', 'objectid': 157047, 'filesize': 1840243, 'mtime': '2021-11-11 07:25:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '04498fffbdc6a963ce0c9b6ea4d4ec81', 'datasetid': 'document', 'fileid': 418278}], 'main': 'Tety Rachmawati_FISIP_PDP_Lap-Tety_fix.pdf', 'docid': 157047}]",2021-11-11 08:53:29,"[{'id': 'tety.rachmawati@fisip.unila.ac.id', 'name': {'family': 'Tety Rachmawati', 'lineage': None, 'honourific': None, 'given': 'Tety'}}, {'name': {'given': 'Ayu', 'honourific': None, 'family': 'Rahayu Lestari', 'lineage': None}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Oktora Susanti', 'honourific': None, 'given': 'OS'}}]",article,"IMPLEMENTASI STANDARISASI PRODUK SEBAGAI UPAYA PENINGKATAN DAYA SAING EKSPOR UDANG 
PROVINSI LAMPUNG",https://journal.unpar.ac.id/index.php/JurnalIlmiahHubunganInternasiona,TRUE,submitted,2614-2562,Jurnal Ilmiah Hubungan Internasional,,,,,,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,
35,,['H1'],"The Indonesia-Malaysia-Thailand Growth Triangle (IMT-GT) cooperation has been formed since 1993, but significantly developed since January 12, 2007. In Indonesia, that are part of the IMT-GT cooperation are Aceh, Bangka-Belitung, Bengkulu, Jambi, Lampung, South Sumatra, Riau, Kepulauan Riau, North Sumatra and West Sumatra. It is understood that the IMT-GT area is the island of Sumatra, with the potential of natural resources, but has weaknesses in infrastructure facilities. IMT-GT is an opportunity for Lampung Province to develop its region through bilateral and multilateral para-diplomacy as well as to have competitiveness and not be left behind in the era of free trade and the ASEAN Community. As the IMT-GT focus focuses on the private sector, complementary and comparative advantages need to be identified. One other issue that is currently being an interesting issue is the Digital Economy which is interpreted as economic and business activities based on internet-based markets, or as it is commonly known as e-commerce. This study uses a qualitative approach in identifying the e-commerce potential of Lampung Province supported by library research method and holding Focus Group Discussion (FGD) with Local Planning Agency (Bappeda) and other related agencies.
Keywords: E-commerce, Potential, IMT-GT, Lampung.",http://repository.lppm.unila.ac.id/id/eprint/26636,['FISIP8'],Sciendo,disk0/00/02/66/36,2020-11-23 01:02:00,public,6,pub,archive,26636,2020-11-23 01:02:00,show,205,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40607', 'eprintid': 26636, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 239472, 'datasetid': 'document', 'hash': '35f9f0330ec9e1fe3d6d896327a7b4f5', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-22 15:17:13', 'objectid': 40607, 'filesize': 916152, 'uri': 'http://repository.lppm.unila.ac.id/id/file/239472', 'filename': '[9783110678666 - The International Conference on ASEAN 2019] The International Conference on ASEAN 2019-pages-1-9-merged.pdf'}], 'main': '[9783110678666 - The International Conference on ASEAN 2019] The International Conference on ASEAN 2019-pages-1-9-merged.pdf', 'docid': 40607}]",2020-11-23 01:02:00,"[{'name': {'given': 'Indra Jaya', 'honourific': None, 'lineage': None, 'family': 'Wiranata'}, 'id': 'indrajaya.wiranata@fisip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'tarumanegara', 'given': 'Fahmi'}}, {'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Meutia', 'honourific': None, 'given': 'Intan Fitri'}}, {'id': None, 'name': {'given': 'khairunisa', 'family': 'Simbolon', 'lineage': None, 'honourific': None}}]",article,LAMPUNG PROVINCE E-COMMERCE POTENTIAL IN FACING IMT-GT 2020,https://www.google.com/url?client=internal-element-cse&cx=partner-pub-7495356402934412:mxurrhpwhx5&q=https://content.sciendo.com/downloadpdf/book/9783110678666/10.1515/9783110678666-fm.xml&sa=U&ved=2ahUKEwiklcTsuZbtAhVEzTgGHbW9DLcQFjADegQIBxAB&usg=AOvVaw25Qx4bT0bgdt16iDdCG-uo,TRUE,,,PROCEEDING OF THE 1ST INTERNATIONAL CONFERENCE ON ASEAN (IC-ASEAN),,,,,,,,,,,
36,,['H1'],,http://repository.lppm.unila.ac.id/id/eprint/45172,['FISIP8'],FISIP Unila,disk0/00/04/51/72,2022-09-23 04:04:48,public,7,pub,archive,45172,2022-09-23 04:04:48,show,1185,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/167122', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 45172, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 167122, 'main': 'Asean Way.pdf', 'files': [{'hash': '1800ff5a315e362e00d9382241aa34a1', 'mime_type': 'application/pdf', 'fileid': 486498, 'datasetid': 'document', 'mtime': '2022-09-23 02:24:33', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/486498', 'filename': 'Asean Way.pdf', 'filesize': 699656, 'objectid': 167122}], 'format': 'text'}]",2022-09-23 04:04:48,"[{'name': {'lineage': None, 'family': 'karisma', 'honourific': None, 'given': 'Ka'}}]",other,Reviewer : ASEAN WAY VERSUS ISU HAM DAN DEMOKRASI (Gap Antara Old Mechanism dan New Issues),,,,,,,,,,,,,,,,
